"rownum","Id","Name","Act","IsTown","HasWaypoint","Connections_WorldAreasKeys","AreaLevel","HASH16","i32","i32","LoadingScreen_DDSFile","i32","[i32]","i32","TopologiesKeys","ParentTown_WorldAreasKey","i32","i32","i32","Bosses_MonsterVarietiesKeys","Monsters_MonsterVarietiesKeys","SpawnWeight_TagsKeys","SpawnWeight_Values","IsMapArea","FullClear_AchievementItemsKeys","rid","i32","AchievementItemsKey","ModsKeys","i32","i32","VaalArea_WorldAreasKeys","VaalArea_SpawnChance","Strongbox_SpawnChance","Strongbox_MaxCount","Strongbox_RarityWeight","bool","i32","MaxLevel","AreaType_TagsKeys","i32","i32","IsHideout","i32","i32","i32","i32","Inflection","i32","i32","i32","TagsKeys","IsVaalArea","i32","i32","i32","IsLabyrinthAirlock","IsLabyrinthArea","TwinnedFullClear_AchievementItemsKey","Enter_AchievementItemsKey","i32","i32","i32","TSIFile","rid","i32","i32","i32","WaypointActivation_AchievementItemsKeys","IsUniqueMapArea","IsLabyrinthBossArea","i32","i32","FirstEntry_NPCTextAudioKey","FirstEntry_SoundEffectsKey","FirstEntry_NPCsKey","i32","i32","i32","i32","i32","i32","EnvironmentsKey","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","bool","i32","bool","i32","i32","i32","i32","i32","i32","MetamorphChance","DeliriumChance","HarvestChance","HeistChance","RitualChance","[rid]","UltimatumChance","ExpeditionChance"
933,"MapAtlasChannel","Channel",11,"","",[],70,3931,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,[1397],154,900,2565,2565,[3498],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[69],10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349,375]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1196,"","Metadata/NPC/Shaper",8,0,72,30,6,5,554,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
934,"MapAtlasGrotto","Grotto",11,"","",[],70,28709,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",830,[60],6,"[1168,1169,1170,1171]",154,900,2565,2565,[3649],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[64],10,13,"",24,16,8,16,"",7000,2000,30,"[61,57,169,349,390,397]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1197,"","Metadata/NPC/Shaper",8,0,72,30,6,5,468,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
935,"MapAtlasMarshes","Marshes",11,"","",[],70,2767,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1499,1500,1501,1502,1503,1504]",154,900,2565,2565,[3733],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[66],10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349,386]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1198,"","Metadata/NPC/Shaper",8,0,72,30,6,5,592,50,0,8,0,51000,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
936,"MapAtlasSewer","Toxic Sewer",11,"","",[],70,16916,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1244,1245,1246,1247]",154,900,2565,2565,[2219],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[63,66]",10,13,"",24,16,8,16,"",7000,2000,30,"[61,57,169,349,367,474]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1199,"","Metadata/NPC/Shaper",8,0,72,30,6,5,486,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
937,"MapAtlasVaalPyramid","Vaal Pyramid",11,"","",[],70,46387,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,[1127],154,900,2565,2565,"[1236,1265,1279]",[],[],[],1,[],"",6,"",[],0,20,[],8,24,1,"[50,50,50,1]","",100,100,"[63,68]",10,13,"",24,16,0,16,"",7000,2000,30,"[61,57,349,372,408]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1200,"","Metadata/NPC/Shaper",8,0,72,30,6,5,457,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
938,"MapAtlasVaalPyramidUnique_","Vaults of Atziri",11,"","",[],70,53770,0,0,"Art/Textures/Interface/LoadingImages/Maps.dds",836,[60],6,[1132],154,900,2565,2565,[],[],[],[],1,[],"",0,"",[],0,0,[],0,0,0,[],"",0,100,[63],0,13,"",24,16,0,0,"",6000,2000,30,"[61,153,57,159,192,193,196,221,372]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],1,"",0,0,"","","",0,0,0,0,7,5,458,50,0,0,0,0,"",0,0,0,0,0,1,0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
939,"MapAtlasAcademy","Academy",11,"","",[],71,50764,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1362,1363,1364,1365]",154,900,2565,2565,[1699],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[63,68,69]",10,13,"",24,16,8,16,"",7000,2000,30,"[61,57,349,357]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1201,"","Metadata/NPC/Shaper",8,0,72,30,6,5,824,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
940,"MapAtlasMuseumUnique","The Putrid Cloister",11,"","",[],76,20791,10,10,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,[1366],154,900,2565,2565,[3813],[],[],[],1,[],"",0,"",[],0,0,[],0,0,0,[],"",0,100,"[63,68,69]",0,0,"",0,0,0,0,"",7000,2000,0,"[61,57,194,153,221]","",0,0,0,"","","","",0,0,0,"","",0,0,0,[],1,"",0,0,"","","",0,0,0,0,7,5,826,0,0,0,0,0,"",0,0,0,0,0,1,0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
941,"MapAtlasAcidLakes","Acid Caverns",11,"","",[],71,6277,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,[1075],154,900,2565,2565,"[4024,4027,4036,4038,4040,4041,4043,4045,4047]",[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[110,66,67,64]",10,13,"",24,16,8,16,"",7000,2000,30,"[57,61,349,474]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1202,"","Metadata/NPC/Shaper",8,0,72,30,6,5,851,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
942,"MapAtlasDungeon","Dungeon",11,"","",[],71,55371,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",829,[60],6,"[1079,1080,1081,1082]",154,900,2565,2565,[2025],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[63],10,13,"",24,16,8,16,"",7000,2000,30,"[61,57,349,361]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1203,"","Metadata/NPC/Shaper",8,0,72,30,6,5,435,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
943,"MapAtlasGraveyard","Graveyard",11,"","",[],71,64074,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1153,1154,1155,1156]",154,900,2565,2565,"[2060,2054,2057]",[],[],[],1,[],"",16,"",[11495],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[66,68]",10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349,389,401,408]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1204,"","Metadata/NPC/Shaper",8,0,72,30,6,5,461,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
944,"MapAtlasPhantasmagoria","Phantasmagoria",11,"","",[],71,24168,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1435,1436,1437,1438,1439]",154,900,2565,2565,[3809],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[68,64]",10,13,"",24,16,8,16,"",7000,2000,30,"[61,57,349,359,474]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1205,"","Metadata/NPC/Shaper",8,0,72,30,6,5,142,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
945,"MapAtlasVilla","Villa",11,"","",[],71,21650,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1368,1369,1370,1371]",154,900,2565,2565,[1410],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[63,68,69]",10,13,"",24,16,8,16,"",7000,2000,30,"[61,57,349,388,405]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1206,"","Metadata/NPC/Shaper",8,0,72,30,6,5,833,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
946,"MapAtlasWastePool","Waste Pool",11,"","",[],71,1942,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1248,1249,1250,1251]",154,900,2565,2565,[4884],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[63,66]",10,13,"",24,16,8,16,"",7000,2000,30,"[57,61,169,160,349,367,474]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1207,"","Metadata/NPC/Shaper",8,0,72,30,6,5,501,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
947,"MapAtlasBurialChambers","Burial Chambers",11,"","",[],72,60280,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1512,1513,1514,1515,1516]",154,900,2565,2565,[2069],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[63],10,13,"",24,16,8,16,"",7000,2000,30,"[57,61,349]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1208,"","Metadata/NPC/Shaper",8,0,72,30,6,5,597,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
948,"MapAtlasDryPeninsula","Peninsula",11,"","",[],72,26209,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1208,1209,1210,1211]",154,900,2565,2565,[2044],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[65],10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349,362,473]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1209,"","Metadata/NPC/Shaper",8,0,72,30,6,5,476,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
949,"MapAtlasDunes","Dunes",11,"","",[],72,61959,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1204,1205,1206,1207]",154,900,2565,2565,[2037],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[62],10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349,398]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1210,"","Metadata/NPC/Shaper",8,0,72,30,6,5,475,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
950,"MapAtlasMesa","Mesa",11,"","",[],72,28478,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1590,1591,1592,1593]",154,900,2565,2565,[2139],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[67],10,13,"",24,16,8,16,"",7000,2000,30,"[57,349]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1211,"","Metadata/NPC/Shaper",8,0,72,30,6,5,609,50,0,8,0,43000,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
951,"MapAtlasPit","Pit",11,"","",[],72,55164,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1417,1418,1419,1420,1421]",154,900,2565,2565,[3736],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[69,66]",10,13,"",24,16,8,16,"",7000,2000,30,"[57,349,356,378]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1212,"","Metadata/NPC/Shaper",8,0,72,30,6,5,134,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
952,"MapAtlasPitUnique","Darbel's Promise",11,"","",[],72,7634,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,[1426],154,900,2565,2565,[2347],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[69,66]",10,13,"",24,16,8,16,"",7000,2000,30,"[57,349]","",80,20,0,"","","","",80,20,20,"","",132,20,10,[],1,"",10,8,"","","",8,0,72,30,6,5,572,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,0,0,0,0,0,0,8,0,0,[],0,0
953,"MapAtlasPrimordialPool","Primordial Pool",11,"","",[],72,14684,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1548,1549,1550,1551,1552]",154,900,2565,2565,[3825],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[67],10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1213,"","Metadata/NPC/Shaper",8,0,72,30,6,5,852,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
954,"MapAtlasSpiderLair_","Spider Lair",11,"","",[],72,5846,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1236,1237,1238,1239]",154,900,2565,2565,[4074],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[64,65]",10,13,"",24,16,8,16,"",7000,2000,30,"[61,57,349]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1214,"","Metadata/NPC/Shaper",8,0,72,30,6,5,482,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
955,"MapAtlasTower","Tower",11,"","",[],72,17377,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1509,1510,1511]",154,900,2565,2565,"[4852,4848]",[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[63],10,13,"",24,16,8,16,"",7000,2000,30,"[61,57,160,349,393,400]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1215,"","Metadata/NPC/Shaper",8,0,72,30,6,5,182,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
956,"MapAtlasCanyon","Canyon",11,"","",[],73,35062,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1149,1150,1151,1152]",154,900,2565,2565,"[3712,3723]",[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[67],10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1216,"","Metadata/NPC/Shaper",8,0,72,30,6,5,516,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
957,"MapAtlasQuarry","Geode",11,"","",[],73,59291,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1402,1403,1404]",154,900,2565,2565,[3652],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[64,67]",10,13,"",24,16,8,16,"",7000,2000,30,"[57,349,383]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1217,"","Metadata/NPC/Shaper",8,0,72,30,6,5,616,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
958,"MapAtlasRacecourse","Racecourse",11,"","",[],73,25797,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1578,1579,1580,1581]",154,900,2565,2565,"[3757,3751,3743]",[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[69],10,13,"",24,16,8,16,"",7000,2000,30,"[57,349,399,408,399]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1218,"","Metadata/NPC/Shaper",8,0,72,30,6,5,608,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
959,"MapAtlasRamparts","Ramparts",11,"","",[],73,34920,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1574,1575,1576,1577]",154,900,2565,2565,[1206],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[69],10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349,391,396]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1219,"","Metadata/NPC/Shaper",8,0,72,30,6,5,618,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
960,"MapAtlasSpiderForest","Spider Forest",11,"","",[],73,55891,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",834,[60],6,"[1292,1293,1294,1295]",154,900,2565,2565,[2066],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[65],10,13,"",24,16,8,16,"",7000,2000,30,"[57,349]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1220,"","Metadata/NPC/Shaper",8,0,72,30,6,5,504,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
961,"MapAtlasStrand","Strand",11,"","",[],73,44721,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1252,1253,1254,1255]",154,900,2565,2565,"[2111,2124]",[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[62],10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349,400,412,473]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1221,"","Metadata/NPC/Shaper",8,0,72,30,6,5,488,50,0,8,0,39000,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
962,"MapAtlasStrandUnique","Whakawairua Tuahu",11,"","",[],73,7288,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,[1384],154,900,2565,2565,[2360],[],[],[],1,[],"",0,"",[7356],0,20,[],0,24,2,"[50,50,50,1]","",100,100,[62],0,13,"",24,16,0,16,"",7000,2000,30,"[153,57,164,169,210,412,473]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],1,"",10,8,"","","",8,0,72,30,7,5,874,50,0,8,0,0,"",0,0,0,0,0,1,0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
963,"MapAtlasThicket","Thicket",11,"","",[],73,62366,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1180,1181,1182,1183,1184,1185,1186,1187]",154,900,2565,2565,[2160],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[65],10,13,"",24,16,8,16,"",7000,2000,30,"[61,57,349,376]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1222,"","Metadata/NPC/Shaper",8,0,72,30,6,5,470,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
964,"MapAtlasVaalCity","Ancient City",11,"","",[],73,8232,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1526,1527,1528]",154,900,2565,2565,[2198],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[69],10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349,381,411]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1223,"","Metadata/NPC/Shaper",8,0,72,30,6,5,603,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
965,"MapAtlasWharf","Wharf",11,"","",[],73,65215,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1256,1257,1258,1259]",154,900,2565,2565,[3895],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[69],10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349,366,401,473]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1224,"","Metadata/NPC/Shaper",8,0,72,30,6,5,489,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
966,"MapAtlasArachnidTomb","Arachnid Tomb",11,"","",[],74,4960,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1540,1541,1542,1543]",154,900,2565,2565,[2222],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[63,68]",10,13,"",24,16,8,16,"",7000,2000,30,"[61,57,169,349,434]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1225,"","Metadata/NPC/Shaper",8,0,72,30,6,5,606,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
967,"MapAtlasCastleRuins","Castle Ruins",11,"","",[],74,35845,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1427,1428,1429,1430]",154,900,2565,2565,[2114],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[65],10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349,364,368,384]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1226,"","Metadata/NPC/Shaper",8,0,72,30,6,5,580,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
968,"MapAtlasCatacomb_","Bone Crypt",11,"","",[],74,43905,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1216,1217,1218,1219]",154,900,2565,2565,[2073],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[63,68]",10,13,"",24,16,8,16,"",7000,2000,30,"[61,57,349,369,371]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1227,"","Metadata/NPC/Shaper",8,0,72,30,6,5,477,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
969,"MapAtlasCatacombUnique","Olmec's Sanctum",11,"","",[],74,51941,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,[1459],154,900,2565,2565,[2094],[],[],[],1,[],"",4,"",[4473],0,20,[],0,24,2,"[50,50,50,1]","",100,100,"[63,68]",0,13,"",24,16,0,16,"",6000,2000,30,"[61,153,57,164]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],1,"",10,8,"","","",8,0,72,30,7,5,559,50,0,8,0,0,"",0,0,0,0,0,1,0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
970,"MapAtlasCells","Cells",11,"","",[],74,12527,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1164,1165,1166,1167]",154,900,2565,2565,[2076],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[63],10,13,"",24,16,8,16,"",7000,2000,30,"[61,57,349]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1228,"","Metadata/NPC/Shaper",8,0,72,30,6,5,509,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
971,"MapAtlasArmory","Armoury",11,"","",[],74,47468,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1488,1489,1490,1491]",154,900,2565,2565,[2202],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[69,63]",10,13,"",24,16,8,16,"",7000,2000,30,"[61,57,169,349]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1249,"","Metadata/NPC/Shaper",8,0,72,30,6,5,590,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
972,"MapAtlasAshenWood","Ashen Wood",11,"","",[],74,12379,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1212,1213,1214,1215]",154,900,2565,2565,[2121],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[65],10,13,"",24,16,8,16,"",7000,2000,30,"[57,349,362,373]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1230,"","Metadata/NPC/Shaper",8,0,72,30,6,5,499,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
973,"MapAtlasMudGeyser","Mud Geyser",11,"","",[],74,58286,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",832,[60],6,"[1339,1340,1341,1342]",154,900,2565,2565,[2383],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[66],10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349,386,425]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1231,"","Metadata/NPC/Shaper",8,0,72,30,6,5,447,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
974,"MapAtlasArachnidNest","Arachnid Nest",11,"","",[],75,22337,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1240,1241,1242,1243]",154,900,2565,2565,[2131],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[64,65]",10,13,"",24,16,8,16,"",7000,2000,30,"[61,57,349]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1232,"","Metadata/NPC/Shaper",8,0,72,30,6,5,482,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
