"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","AchievementItemsKeys","[rid]","[rid]"
2360,2008,1,1,"grant_micro","","","Adds the Sunstone Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
2361,2009,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Sunspire Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2362,2010,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Sunspire Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2363,2011,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Sunspire Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2364,2012,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Sunspire Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2365,2013,1,1,"grant_micro","","","Adds the Sunspire Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
2366,2014,1,1,"grant_micro","","","Adds the Doomcrow Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
2367,2015,1,1,"grant_micro","","","Adds the Doomcrow Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
2368,2016,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Doomguard Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2369,2017,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Doomguard Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2370,2018,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Doomguard Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2371,2019,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Doomguard Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2372,2020,1,1,"grant_micro","","","Adds the Doomguard Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
2373,2021,1,1,"grant_micro","","","Your Aura becomes a Celestial Effect.",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[]
2374,2022,1,1,"grant_micro","","","Your Aura becomes a Celestial Effect.",[],"","Aura Skin","",[],[],0,"",0,"",3,[],[],[]
2375,2023,1,1,"grant_micro","","","Your Aura becomes a Celestial Effect.",[],"","Aura Skin","",[],[],0,"",0,"",3,[],[],[]
2376,2024,1,1,"grant_micro","","","Your Aura becomes a Celestial Effect.",[],"","Aura Skin","",[],[],0,"",0,"",3,[],[],[]
2377,2025,1,1,"grant_micro","","","Adds the Soulstealer Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
2378,2026,1,1,"grant_micro","","","Adds the Soulstealer Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
2379,2027,1,1,"grant_micro","","","Adds the Soulstealer Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
2380,2028,1,1,"grant_micro","","","Adds the Soulstealer Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
2381,2029,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to the Infernal Bow.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[]
2382,2030,1,1,"grant_micro","","","Changes the appearance of any equipped Quiver to the Infernal Quiver.",[],"","Quiver Skin","",[],[],0,"",0,"",1,[],[],[]
2383,2031,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Synthesis Crown.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
2384,2032,1,1,"grant_micro","","","Adds the Synthesis Crown Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[]
2385,2033,1,1,"grant_micro","","","Adds the Synthesis Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2386,2034,1,1,"grant_micro","","","Adds the Madcap Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2387,2035,1,1,"grant_micro","","","Adds the Madcap Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2388,2036,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Madcap Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2389,2037,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Madcap Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2390,2038,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Madcap Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2391,2039,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Madcap Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2392,2040,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Madcap Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2393,2041,1,1,"grant_micro","","","Changes the appearance of any equipped Dagger, Wand or Claw to the Madcap Dagger.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[]
2394,2042,1,1,"modify_portal_variation","","","This character's portals use the Madcap Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
2395,2043,1,1,"grant_micro","","","Adds the Madcap Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
2396,2044,1,1,"grant_micro","","","Attaches the Madcap Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[]
2397,2045,1,1,"grant_micro","","","Your Aura becomes a Madcap Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[]
2398,2046,1,1,"grant_micro","","","Your Phase Run becomes a Madcap Effect.",[],"","Phase Run Skin","",[],[],0,"",0,"",2,[],[],[]
2399,2047,1,1,"grant_micro","","","Adds Madcap Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
2400,2048,1,1,"grant_micro","","","Adds the Huntsman Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2401,2049,1,1,"grant_micro","","","Adds the Huntsman Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2402,2050,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Huntsman Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2403,2051,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Huntsman Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2404,2052,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Huntsman Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2405,2053,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Huntsman Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2406,2054,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Huntsman Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2407,2055,1,1,"grant_micro","","","Changes the appearance of any equipped Dagger, Wand or Claw to the Huntsman Dagger.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[]
2408,2056,1,1,"modify_portal_variation","","","This character's portals use the Huntsman Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
2409,2057,1,1,"grant_micro","","","Adds the Huntsman Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
2410,2058,1,1,"grant_micro","","","Attaches the Huntsman Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[]
2411,2059,1,1,"grant_micro","","","Your Aura becomes a Huntsman Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[]
2412,2060,1,1,"grant_micro","","","Your Immortal Call becomes a Huntsman Effect.",[],"","Immortal Call Skin","",[],[],0,"",0,"",2,[],[],[]
2413,2061,1,1,"grant_micro","","","Adds Huntsman Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
2414,2062,1,1,"grant_micro","","","Adds the Transcendence Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2415,2063,1,1,"grant_micro","","","Adds the Transcendence Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2416,2064,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Transcendence Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2417,2065,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Transcendence Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2418,2066,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Transcendence Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2419,2067,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Transcendence Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2420,2068,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Transcendence Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2421,2069,1,1,"grant_micro","","","Changes the appearance of any equipped Dagger, Wand or Claw to the Transcendance Dagger.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[]
2422,2070,1,1,"modify_portal_variation","","","This character's portals use the Transcendence Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
2423,2071,1,1,"grant_micro","","","Adds Transcendence Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
2424,2072,1,1,"grant_micro","","","Adds the Necrotic Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
2425,2073,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Necrotic Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[]
2426,2074,1,1,"grant_micro","","","Adds the Dragonfly Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
2427,2075,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Viper Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
2428,2076,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Viper Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[]
2429,2077,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Viper Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[]
2430,2078,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Viper Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[]
2431,2079,1,1,"grant_micro","","","Adds the Viper Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
2432,2080,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to the Viper Bow.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[]
2433,2081,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Mace, Axe or Sword to the Ultimate Chaos Axe.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[]
2434,2082,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Mageguard Hood.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
2435,2083,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Mageguard Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
2436,2084,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Mageguard Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[]
2437,2085,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Mageguard Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[]
2438,2086,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Mageguard Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[]
2439,2087,1,1,"grant_micro","","","Adds the Darkprism Cape to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2440,2088,1,1,"grant_micro","","","Adds the Darkprism Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[]
2441,2089,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, Axe, Mace or Staff to the Darkprism Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[]
2442,2090,1,1,"modify_portal_variation","","","This character's portals use the Synthesis Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[]
2443,2091,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Verdant Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[]
2444,2092,1,1,"grant_micro","","","Your Soulrend becomes a Celestial Effect.",[],"","Soulrend Skin","",[],[],0,"",0,"",1,[],[],[]
2445,2093,1,1,"grant_micro","","","Your Soulrend becomes a Celestial Cat Effect.",[],"","Soulrend Skin","",[],[],0,"",0,"",1,[],[],[]
2446,2094,1,1,"grant_micro","","","Adds the Raven Demon Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
2447,2095,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Synthesis Brimmed Hat.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2448,2096,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Gargoyle Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
2449,2097,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Gargoyle Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[]
2450,2098,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Gargoyle Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[]
2451,2099,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Gargoyle Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[]
2452,2100,1,1,"grant_micro","","","Attaches the Radiant Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"","",[],[],[]
2453,2101,1,1,"modify_portal_variation","","","This character's portals use the Cartographer's Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[]
2454,2102,1,1,"grant_micro","","","The Lost Souls Apparition possesses your amulet.",[],"","Amulet Effect","",[],[],0,"",0,"","",[],[],[]
2455,2103,1,1,"grant_micro","","","Your Divine Ire becomes an Automaton Effect.",[],"","Divine Ire Skin","",[],[],0,"",0,"",1,[],[],[]
2456,2104,1,1,"grant_micro","","","Your Winter Orb becomes a Celestial Effect.",[],"","Winter Orb Skin","",[],[],0,"",0,"",1,[],[],[]
2457,2105,1,1,"modify_portal_variation","","","This character's portals use the Resonator Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[]
2458,2106,1,1,"grant_micro","","","Your Herald becomes a Demonic Effect.",[],"","Herald Skin","",[],[],0,"",0,"","",[],[],[]
2459,2107,1,1,"grant_micro","","","Your Flame Dash becomes a Stygian Effect.",[],"","Flame Dash Skin","",[],[],0,"",0,"","",[],[],[]
2460,2108,1,1,"grant_micro","","","The Dragon Apparition possesses your amulet.",[],"","Amulet Effect","",[],[],0,"",0,"",2,[],[],[]
2461,2109,1,1,"grant_micro","","","Adds the Extinction Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
2462,2110,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Extinction Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
2463,2111,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Extinction Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[]
2464,2112,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Extinction Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[]
2465,2113,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Extinction Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[]
2466,2114,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, Axe, Mace or Staff to the Sunprism Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[]
2467,2115,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Sunprism Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[]
2468,2116,1,1,"grant_micro","","","Adds the Cult of Darkness Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
2469,2117,1,1,"grant_micro","","","Adds the Cult of Darkness Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[]
2470,2118,1,1,"grant_micro","","","Adds the Cult of Apocalypse Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
2471,2119,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Cult of Apocalypse Hood.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
2472,2120,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Cult of Apocalypse Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
2473,2121,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Cult of Apocalypse Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[]
2474,2122,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Cult of Apocalypse Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[]
