"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffectsKey","NormalPurchase_BaseItemTypesKeys","NormalPurchase_Costs","MagicPurchase_BaseItemTypesKeys","MagicPurchase_Costs","TagsKeys","ModDomainsKey","IsDropDisabled","ItemVisualIdentityKey","i32","VendorRecipe_AchievementItemsKeys","RarePurchase_BaseItemTypesKeys","RarePurchase_Costs","UniquePurchase_BaseItemTypesKeys","UniquePurchase_Costs","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItemsKeys","ItemThemesKey","IdentifyMagic_AchievementItemsKeys","FragmentBaseItemTypesKey","bool","ItemShopType","rid","rid","bool"
3679,"Metadata/Items/MicrotransactionCurrency/MysteryBox1x1",40,1,1,"Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[],[],[],[],[33],29,1,496,-770874263,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3680,"Metadata/Items/MicrotransactionCurrency/MysteryBox1x2",40,1,2,"Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[],[],[],[],[33],29,1,497,1942991056,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3681,"Metadata/Items/MicrotransactionCurrency/MysteryBox1x3",40,1,3,"Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[],[],[],[],[33],29,1,498,130339950,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3682,"Metadata/Items/MicrotransactionCurrency/MysteryBox1x4",40,1,4,"Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[],[],[],[],[33],29,1,499,893926753,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3683,"Metadata/Items/MicrotransactionCurrency/MysteryBox2x1",40,2,1,"Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[],[],[],[],[33],29,1,500,-1389675037,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3684,"Metadata/Items/MicrotransactionCurrency/MysteryBox2x2",40,2,2,"Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[],[],[],[],[33],29,1,501,-961617998,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3685,"Metadata/Items/MicrotransactionCurrency/MysteryBox2x3",40,2,3,"Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[],[],[],[],[33],29,1,502,-1239219122,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3686,"Metadata/Items/MicrotransactionCurrency/MysteryBox2x4",40,2,4,"Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[],[],[],[],[33],29,1,503,-1049322398,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3687,"Metadata/Items/MicrotransactionCurrency/MysteryBox3x2",40,3,2,"Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[],[],[],[],[33],29,1,504,523467468,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3688,"Metadata/Items/MicrotransactionCurrency/MysteryBox3x3",40,3,3,"Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[],[],[],[],[33],29,1,505,-1515815118,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3689,"Metadata/Items/MicrotransactionCurrency/HiddenItem1x1",61,1,1,"Hidden Item","Metadata/Items/Item",1,"",[],2,34,[],[],[],[],[33],29,1,506,-160752703,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3690,"Metadata/Items/MicrotransactionCurrency/HiddenItem1x2",61,1,2,"Hidden Item","Metadata/Items/Item",1,"",[],2,34,[],[],[],[],[33],29,1,507,6337982,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3691,"Metadata/Items/MicrotransactionCurrency/HiddenItem1x3",61,1,3,"Hidden Item","Metadata/Items/Item",1,"",[],2,34,[],[],[],[],[33],29,1,508,-1644471457,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3692,"Metadata/Items/MicrotransactionCurrency/HiddenItem1x4",61,1,4,"Hidden Item","Metadata/Items/Item",1,"",[],2,34,[],[],[],[],[33],29,1,509,-691472601,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3693,"Metadata/Items/MicrotransactionCurrency/HiddenItem2x1",61,2,1,"Hidden Item","Metadata/Items/Item",1,"",[],2,34,[],[],[],[],[33],29,1,510,1159930947,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3694,"Metadata/Items/MicrotransactionCurrency/HiddenItem2x2",61,2,2,"Hidden Item","Metadata/Items/Item",1,"",[],2,34,[],[],[],[],[33],29,1,511,596595407,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3695,"Metadata/Items/MicrotransactionCurrency/HiddenItem2x3",61,2,3,"Hidden Item","Metadata/Items/Item",1,"",[],2,34,[],[],[],[],[33],29,1,512,374209254,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3696,"Metadata/Items/MicrotransactionCurrency/HiddenItem2x4",61,2,4,"Hidden Item","Metadata/Items/Item",1,"",[],2,34,[],[],[],[],[33],29,1,513,-1586721403,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3697,"Metadata/Items/MicrotransactionCurrency/HiddenItem3x2",61,3,2,"Hidden Item","Metadata/Items/Item",1,"",[],2,34,[],[],[],[],[33],29,1,514,-353329263,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3698,"Metadata/Items/MicrotransactionCurrency/HiddenItem1x1Ritual",61,1,1,"Hidden Item","Metadata/Items/Item",1,"",[],2,34,[],[],[],[],[33],29,1,515,1210140091,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3699,"Metadata/Items/MicrotransactionCurrency/HiddenItem1x2Ritual",61,1,2,"Hidden Item","Metadata/Items/Item",1,"",[],2,34,[],[],[],[],[33],29,1,516,1154837590,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3700,"Metadata/Items/MicrotransactionCurrency/HiddenItem1x3Ritual",61,1,3,"Hidden Item","Metadata/Items/Item",1,"",[],2,34,[],[],[],[],[33],29,1,517,-1750591586,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3701,"Metadata/Items/MicrotransactionCurrency/HiddenItem1x4Ritual",61,1,4,"Hidden Item","Metadata/Items/Item",1,"",[],2,34,[],[],[],[],[33],29,1,518,-1197645168,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3702,"Metadata/Items/MicrotransactionCurrency/HiddenItem2x1Ritual",61,2,1,"Hidden Item","Metadata/Items/Item",1,"",[],2,34,[],[],[],[],[33],29,1,519,-693958746,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3703,"Metadata/Items/MicrotransactionCurrency/HiddenItem2x2Ritual",61,2,2,"Hidden Item","Metadata/Items/Item",1,"",[],2,34,[],[],[],[],[33],29,1,520,-8217795,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3704,"Metadata/Items/MicrotransactionCurrency/HiddenItem2x3Ritual",61,2,3,"Hidden Item","Metadata/Items/Item",1,"",[],2,34,[],[],[],[],[33],29,1,521,489288860,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3705,"Metadata/Items/MicrotransactionCurrency/HiddenItem2x4Ritual",61,2,4,"Hidden Item","Metadata/Items/Item",1,"",[],2,34,[],[],[],[],[33],29,1,522,1918158450,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3706,"Metadata/Items/MicrotransactionCurrency/HiddenItem3x2Ritual",61,3,2,"Hidden Item","Metadata/Items/Item",1,"",[],2,34,[],[],[],[],[33],29,1,523,226033972,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
3707,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSwordDev",15,2,4,"Keyblade","Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/AbstractTwoHandSword",1,0,[],3,"",[],[],[],[],[33],29,1,5082,1288238233,[],[],[],[],[],"","","",[],"",[],"","","","","",""
3708,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand1",8,1,3,"Driftwood Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",1,"",[2200],1,"",[1],[1],[1],[2],[],1,"",4985,-642686417,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3709,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand2",8,1,3,"Goat's Horn","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",6,"",[2201],1,"",[1],[1],[0],[1],[],1,"",4986,957102543,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3710,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand3",8,1,3,"Carved Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",12,"",[2202],1,"",[10],[1],[10],[2],[],1,"",4987,410949387,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3711,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand4",8,1,3,"Quartz Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",18,"",[2206],1,"",[10],[1],[15],[1],[],1,"",4988,66808081,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3712,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand5",8,1,3,"Spiraled Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",24,"",[2204],1,"",[10],[1],[11],[1],[],1,"",4989,-169150907,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3713,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand6",8,1,3,"Sage Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",30,"",[2205],1,"",[10],[1],[11],[1],[],1,"",4990,-962687804,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3714,"Metadata/Items/Weapons/OneHandWeapons/Wands/WandM1",8,1,3,"Pagan Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",34,"",[2447],1,"",[],[],[],[],"[33,173]",1,"",4991,-1779626160,[],[],[],[],[],"",2519,"",[],"",[],"","","","","",""
3715,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand7",8,1,3,"Faun's Horn","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",35,"",[2207],1,"",[10],[1],[11],[1],[],1,"",4986,-1182048721,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3716,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand8",8,1,3,"Engraved Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",40,"",[2208],1,"",[10],[1],[11],[1],[],1,"",4987,-77674956,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3717,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand9",8,1,3,"Crystal Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",45,"",[2212],1,"",[10],[1],[11],[2],[],1,"",4988,1476504410,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3718,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand10",8,1,3,"Serpent Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",49,"",[2210],1,"",[10],[1],[11],[2],[],1,"",4989,-315683020,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3719,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand11",8,1,3,"Omen Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",53,"",[2211],1,"",[10],[1],[11],[2],[],1,"",4990,203242240,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3720,"Metadata/Items/Weapons/OneHandWeapons/Wands/WandM2",8,1,3,"Heathen Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",55,"",[2447],1,"",[],[],[],[],"[33,173]",1,"",4991,-645869976,[],[],[],[],[],"",2519,"",[],"",[],"","","","","",""
3721,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand12",8,1,3,"Demon's Horn","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",56,"",[2213],1,"",[10],[1],[11],[2],[],1,"",4986,-1539673622,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3722,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand13",8,1,3,"Imbued Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",59,"",[2214],1,"",[10],[1],[11],[2],[],1,"",4987,863739802,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3723,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand14",8,1,3,"Opal Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",62,"",[2217],1,"",[10],[3],[11],[4],[],1,"",4988,256295125,[],[2],[3],[2],[8],"","","",[],"",[],"","","","","",""
3724,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand15",8,1,3,"Tornado Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",65,"",[2215],1,"",[10],[3],[11],[4],[],1,"",4989,-1675064390,[],[2],[3],[2],[8],"","","",[],"",[],"","","","","",""
3725,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand16",8,1,3,"Prophecy Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",68,"",[2216],1,"",[10],[3],[11],[4],[],1,"",4990,-1035814771,[],[2],[3],[2],[8],"","","",[],"",[],"","","","","",""
3726,"Metadata/Items/Weapons/OneHandWeapons/Wands/WandM3",8,1,3,"Profane Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",70,"",[2448],1,"",[],[],[],[],"[33,173]",1,"",4991,-334253337,[],[],[],[],[],"",2519,"",[],"",[],"","","","","",""
3727,"Metadata/Items/Weapons/OneHandWeapons/Wands/WandE1",8,1,3,"Assembler Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",30,"",[22058],1,"",[],[],[],[],[33],1,"",10791,-218778481,[],[],[],[],[],"",7320,"",[],"",[],"","","","","",""
3728,"Metadata/Items/Weapons/OneHandWeapons/Wands/WandE2",8,1,3,"Congregator Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",50,"",[22058],1,"",[],[],[],[],[33],1,"",10791,858184828,[],[],[],[],[],"",7320,"",[],"",[],"","","","","",""
3729,"Metadata/Items/Weapons/OneHandWeapons/Wands/WandE3",8,1,3,"Accumulator Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",70,"",[22058],1,"",[],[],[],[],[33],1,"",10791,1143395001,[],[],[],[],[],"",7320,"",[],"",[],"","","","","",""
3730,"Metadata/Items/Weapons/OneHandWeapons/Wands/WandAtlas1",8,1,3,"Convoking Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",72,"",[18761],1,"",[],[],[],[],"[33,177,458]",1,"",4992,-1550721258,[],[],[],[],[],"","","",[],"",[],"","","","","",""
3731,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand1Royale",8,1,3,"Driftwood Wand","Metadata/Items/Weapons/OneHandWeapons/Wands/AbstractWand",1,"",[2200],1,"",[1],[1],[1],[2],[],1,1,4985,-2121647298,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3732,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger1",7,1,3,"Glass Shank","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractDagger",1,"",[2839],1,"",[1],[1],[1],[2],[],1,"",4993,1858929887,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3733,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger2",7,1,3,"Skinning Knife","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractDagger",5,"",[2839],1,"",[1],[1],[0],[1],[],1,"",4994,-147534896,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3734,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger3",56,1,3,"Carving Knife","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractRuneDagger",10,"",[2839],1,"",[10],[1],[10],[2],[],1,"",4995,-469268505,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3735,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger4",7,1,3,"Stiletto","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractDagger",15,"",[2839],1,"",[10],[1],[15],[1],[],1,"",4996,1800029546,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3736,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger5",56,1,3,"Boot Knife","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractRuneDagger",20,"",[2839],1,"",[10],[1],[11],[1],[],1,"",4997,-323813194,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3737,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger6",56,1,3,"Copper Kris","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractRuneDagger",24,"",[2841],1,"",[10],[1],[11],[1],[],1,"",4998,1786191751,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3738,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger7",56,1,3,"Skean","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractRuneDagger",28,"",[2839],1,"",[10],[1],[11],[1],[],1,"",4999,-1357434166,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3739,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger8",56,1,3,"Imp Dagger","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractRuneDagger",32,"",[2840],1,"",[10],[1],[11],[1],[],1,"",5000,-532922944,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3740,"Metadata/Items/Weapons/OneHandWeapons/Daggers/DaggerM1",7,1,3,"Prong Dagger","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractDagger",36,"",[1026],1,"",[],[],[],[],"[33,173]",1,"",5001,1131665174,[],[],[],[],[],"",2527,"",[],"",[],"","","","","",""
3741,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger9",7,1,3,"Flaying Knife","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractDagger",30,"",[2839],1,"",[10],[1],[11],[1],[],1,"",4994,-341549215,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3742,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger10",56,1,3,"Butcher Knife","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractRuneDagger",38,"",[2839],1,"",[10],[1],[11],[1],[],1,"",4995,485649754,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3743,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger11",7,1,3,"Poignard","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractDagger",41,"",[2839],1,"",[10],[1],[11],[1],[],1,"",4996,-1184391998,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3744,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger12",56,1,3,"Boot Blade","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractRuneDagger",44,"",[2839],1,"",[10],[1],[11],[2],[],1,"",4997,1818140279,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3745,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger13",56,1,3,"Golden Kris","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractRuneDagger",47,"",[2841],1,"",[10],[1],[11],[2],[],1,"",4998,-821211759,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3746,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger14",56,1,3,"Royal Skean","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractRuneDagger",50,"",[2839],1,"",[10],[1],[11],[2],[],1,"",4999,-212002250,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3747,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger15",56,1,3,"Fiend Dagger","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractRuneDagger",53,"",[2840],1,"",[10],[1],[11],[2],[],1,"",5000,1845210490,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3748,"Metadata/Items/Weapons/OneHandWeapons/Daggers/DaggerM2",7,1,3,"Trisula","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractDagger",51,"",[1026],1,"",[],[],[],[],"[33,173]",1,"",5001,533787509,[],[],[],[],[],"",2527,"",[],"",[],"","","","","",""
3749,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger16",7,1,3,"Gutting Knife","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractDagger",56,"",[2839],1,"",[10],[1],[11],[2],[],1,"",4994,58774172,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3750,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger17",56,1,3,"Slaughter Knife","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractRuneDagger",58,"",[2839],1,"",[10],[1],[11],[2],[],1,"",4995,2112812165,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3751,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger18",7,1,3,"Ambusher","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractDagger",60,"",[2839],1,"",[10],[3],[11],[4],[],1,"",4996,-1488644785,[],[2],[3],[2],[8],"","","",[],"",[],"","","","","",""
3752,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger19",56,1,3,"Ezomyte Dagger","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractRuneDagger",62,"",[2839],1,"",[10],[3],[11],[4],[],1,"",4997,534814981,[],[2],[3],[2],[8],"","","",[],"",[],"","","","","",""
3753,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger20",56,1,3,"Platinum Kris","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractRuneDagger",64,"",[2841],1,"",[10],[3],[11],[4],[],1,"",4998,805759029,[],[2],[3],[2],[8],"","","",[],"",[],"","","","","",""
3754,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger21",56,1,3,"Imperial Skean","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractRuneDagger",66,"",[2839],1,"",[10],[3],[11],[4],[],1,"",4999,1546499782,[],[2],[3],[2],[8],"","","",[],"",[],"","","","","",""
3755,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger22",56,1,3,"Demon Dagger","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractRuneDagger",68,"",[2840],1,"",[10],[3],[11],[4],[],1,"",5000,1849903512,[],[2],[3],[2],[8],"","","",[],"",[],"","","","","",""
3756,"Metadata/Items/Weapons/OneHandWeapons/Daggers/DaggerM3",7,1,3,"Sai","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractDagger",70,"",[1027],1,"",[],[],[],[],"[33,173]",1,"",5001,755778661,[],[],[],[],[],"",2527,"",[],"",[],"","","","","",""
3757,"Metadata/Items/Weapons/OneHandWeapons/Daggers/DaggerE1",7,1,3,"Hollowpoint Dagger","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractDagger",30,"",[22112],1,"",[],[],[],[],[33],1,"",10792,574072230,[],[],[],[],[],"",7320,"",[],"",[],"","","","","",""
3758,"Metadata/Items/Weapons/OneHandWeapons/Daggers/DaggerE2",7,1,3,"Pressurised Dagger","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractDagger",50,"",[22112],1,"",[],[],[],[],[33],1,"",10792,1300981913,[],[],[],[],[],"",7320,"",[],"",[],"","","","","",""
3759,"Metadata/Items/Weapons/OneHandWeapons/Daggers/DaggerE3",7,1,3,"Pneumatic Dagger","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractDagger",70,"",[22112],1,"",[],[],[],[],[33],1,"",10792,-1233401198,[],[],[],[],[],"",7320,"",[],"",[],"","","","","",""
3760,"Metadata/Items/Weapons/OneHandWeapons/Daggers/RuneDaggerE1",56,1,3,"Flickerflame Blade","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractRuneDagger",30,"",[22055],1,"",[],[],[],[],[33],1,"",10793,910541672,[],[],[],[],[],"",7320,"",[],"",[],"","","","","",""
3761,"Metadata/Items/Weapons/OneHandWeapons/Daggers/RuneDaggerE2",56,1,3,"Flashfire Blade","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractRuneDagger",50,"",[22056],1,"",[],[],[],[],[33],1,"",10793,-1735530940,[],[],[],[],[],"",7320,"",[],"",[],"","","","","",""
3762,"Metadata/Items/Weapons/OneHandWeapons/Daggers/RuneDaggerE3",56,1,3,"Infernal Blade","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractRuneDagger",70,"",[22057],1,"",[],[],[],[],[33],1,"",10793,1284639475,[],[],[],[],[],"",7320,"",[],"",[],"","","","","",""
3763,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw1",6,2,2,"Nailed Fist","Metadata/Items/Weapons/OneHandWeapons/Claws/AbstractClaw",3,"",[3375],1,"",[1],[1],[1],[2],[],1,"",5002,960106688,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3764,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw2",6,2,2,"Sharktooth Claw","Metadata/Items/Weapons/OneHandWeapons/Claws/AbstractClaw",7,"",[3376],1,"",[0],[1],[10],[1],[],1,"",5003,-769696265,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3765,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw3",6,2,2,"Awl","Metadata/Items/Weapons/OneHandWeapons/Claws/AbstractClaw",12,"",[3377],1,"",[10],[1],[10],[2],[],1,"",5004,-1885210759,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3766,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw4",6,2,2,"Cat's Paw","Metadata/Items/Weapons/OneHandWeapons/Claws/AbstractClaw",17,"",[3378],1,"",[10],[1],[15],[1],[],1,"",5005,-328373543,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
3767,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw5",6,2,2,"Blinder","Metadata/Items/Weapons/OneHandWeapons/Claws/AbstractClaw",22,"",[3379],1,"",[10],[1],[11],[1],[],1,"",5006,1629701294,[],[2],[1],[2],[5],"","","",[],"",[],"","","","","",""
