"rownum","Id","DisplayedName","Description","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","i32","i32","i32","i32","bool","bool"
529,"whirling_leap","Whirling Leap","","WhirlingLeap","",[16],"[1,8,20,34]",[],"","",1,"WhirlingLeap","",21,1,[],[],[],1,1,[],8,0,"","",13,0,313428,0,"",""
530,"word_of_war_on_kill","Word of War","This attack is performed repeatedly by a ghostly imitation of your weapon.","ExplosiveHit","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,21,24,20,9,37,32,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",21,"",[],[],[],1,"",[],8,"","","",13,0,314224,0,"",""
531,"edict_of_war_on_kill","Edict of War","This attack is performed repeatedly by a ghostly imitation of your weapon.","ExplosiveHit","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,21,24,20,9,37,32,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",21,"",[],[],[],1,"",[],8,"","","",13,0,314796,0,"",""
532,"decree_of_war_on_kill","Decree of War","This attack is performed repeatedly by a ghostly imitation of your weapon.","ExplosiveHit","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,21,24,20,9,37,32,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",21,"",[],[],[],1,"",[],8,"","","",13,0,315372,0,"",""
533,"commandment_of_war_on_kill","Commandment of War","This attack is performed repeatedly by a ghostly imitation of your weapon.","ExplosiveHit","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,21,24,20,9,37,32,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",21,"",[],[],[],1,"",[],8,"","","",13,0,315968,0,"",""
534,"righteous_lightning","Righteous Lightning","Engulfs you in magical lightning that rapidly damages nearby enemies and drains your mana. Your critical strike chance is substantially increased while under this effect. The effect ends when you have no mana remaining.","RighteousLightning","Art/2DArt/SkillIcons/righteousfire.dds",[4],"[2,5,8,15,32,35,31,72]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/righteous_fire.jpg",1,"RighteousLightning","",21,1,[],[],[],1,1,[],8,"","","",0,0,316778,0,"",""
535,"lb_arrow_trap","","","LbArrowTrap","","[1,2]","[1,3,57,15,14,16,41]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,316870,0,"",""
536,"earthquake","Earthquake","Smashes the ground, dealing damage in an area and cracking the earth. The crack will erupt in a powerful aftershock after a short duration. Cracks created before the first one has erupted will not generate their own aftershocks. Requires an Axe, Mace, Sceptre, Staff or Unarmed.","QuakeSlam","Art/2DArt/SkillIcons/QuakeSlam.dds","[1,2]","[1,8,20,24,9,92,32,15]","[11,12,32,14,16,17,36,57]","","",1,"Earthquake","",21,1,"[4091,4372,4400,12283]","[24,215,434,12282]",[],1,1,[],8,"","","",16,0,318052,0,"",""
537,"vaal_earthquake","Vaal Earthquake","","VaalEarthquake","Art/2DArt/SkillIcons/QuakeSlam.dds","[1,2]","[1,8,20,9,38,92,15]","[11,12,32,14,16,17,36,57]","","",1,"VaalEarthquake","",21,1,"[4091,4372,4400,12283]","[24,215,434,12282]",[],1,1,[],8,"","","",13,0,318700,0,"",""
538,"vaal_earthquake_footstep","Vaal Earthquake","Smashes the ground, dealing damage in an area and cracking the earth. The crack will erupt in a powerful aftershock after a short duration. After using this skill, your steps will deal damage around you, cracking the earth if the previous cracks have erupted. This effect ends after a secondary duration, or after a maximum number of aftershocks. Requires an Axe, Mace, Sceptre, Staff or Unarmed.","VaalEarthquakeFootstep","Art/2DArt/SkillIcons/QuakeSlam.dds","[1,2]","[1,8,20,9,38,92,15]","[11,12,32,14,16,17,36,57]","","",1,"VaalEarthquakeFootstep","",21,1,"[4091,4372,4400,12283]","[24,215,434,12282]",[],1,1,[],8,"","","",13,0,320096,0,"",""
539,"earthquake_triggerable","","","QuakeSlam","","[1,2]","[1,8,20,24,9,37,32,92]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,320392,0,"",""
540,"animated_weapon_explosive","","","AnimateWeaponExplosive","",[4],[],[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",0,0,320706,0,"",""
541,"contagion","Contagion","Unleashes a vile contagion on enemies, dealing chaos damage over time. If an enemy dies while affected by Contagion, it spreads to other enemies.","Contagion","Art/2DArt/SkillIcons/Contagion.dds","[1,2,22]","[2,8,9,14,15,35,42,22,32,16,49,56,70,72]",[],"","",1,"Contagion",1,21,1,"[4087,4368,4395]","[24,215,434]",[],1,1,[],8,"","","",8,0,321280,0,"",""
542,"wither","Wither","Casts a debilitating effect on enemies in an area, Hindering their movement and applying a stacking Withered debuff that increases the Chaos Damage they take. This effect can stack up to 15 times.","Wither","Art/2DArt/SkillIcons/Wither.dds","[1,2]","[2,8,9,15,42,72]",[],"","",1,"Wither","",21,1,"[4370,4396]","[215,434]",[],1,1,[],8,"","","",5,0,321998,0,"",""
543,"wither_channel","Wither","Casts a debilitating debuff on enemies in an area, hindering their movement and also inflicts the Withered debuff, which increases the Chaos Damage they take and can stack up to 15 times.","WitherChannelled","Art/2DArt/SkillIcons/Wither.dds","[1,18,17]","[2,8,9,15,42,48,72]",[],"","",1,"Wither","",21,1,"[4370,4396]","[215,434]",[],1,1,[],8,"","","Metadata/Monsters/Totems/WitherTotem.ais",5,0,322712,0,"",""
544,"essence_drain","Essence Drain","Fires a projectile that applies a damage over time debuff when it hits. You are healed for a portion of the debuff damage. The debuff is spread by Contagion.","Siphon","Art/2DArt/SkillIcons/Siphon.dds","[1,2]","[2,3,57,9,15,22,35,42,7,32,70,8,72,14,16]",[],"","",1,"EssenceDrain","",21,1,"[4086,4369]","[24,215]",[],1,1,[],8,"","","",12,0,323412,0,"",""
545,"word_of_inferno_on_kill","Word of Inferno","Drops a meteor from above on a nearby foe, dealing fire damage in an area around them.","EnchantmentMeteor","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,29,32,37,72,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",12,0,323934,0,"",""
546,"edict_of_inferno_on_kill","Edict of Inferno","Drops a meteor from above on a nearby foe, dealing fire damage in an area around them.","EnchantmentMeteor","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,29,32,37,72,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",12,0,324246,0,"",""
547,"decree_of_inferno_on_kill","Decree of Inferno","Drops a meteor from above on a nearby foe, dealing fire damage in an area around them.","EnchantmentMeteor","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,29,32,37,72,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",12,0,324562,0,"",""
548,"commandment_of_inferno_on_kill","Commandment of Inferno","Drops a meteor from above on a nearby foe, dealing fire damage in an area around them.","EnchantmentMeteor","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,29,32,37,72,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",12,0,324898,0,"",""
549,"revive_after_duration","","","ReviveAfterDuration","",[4],"[2,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,325190,0,"",""
550,"grasping_ornaments","","","GraspingOrnaments","","[1,2]","[2,8,9,7,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,325488,0,"",""
551,"offering_of_judgement","","","OfferingOfJudgement","","[1,2]","[2,8,9,7,72,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,325800,0,"",""
552,"player_projectile_spell","","","PlayerProjectileSpell","","[1,2]","[2,3,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,325916,0,"",""
553,"word_of_frost","Word of Frost","Fire icy projectiles around you in all directions.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",12,0,326304,0,"",""
554,"edict_of_frost","Edict of Frost","Fire icy projectiles around you in all directions.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",12,0,326592,0,"",""
555,"decree_of_frost","Decree of Frost","Fire icy projectiles around you in all directions.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",12,0,326884,0,"",""
556,"commandment_of_frost","Commandment of Frost","Fire icy projectiles around you in all directions.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",12,0,327196,0,"",""
557,"word_of_blades","Word of Blades","Fires a chaining burst of ethereal blades.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",12,0,327572,0,"",""
558,"edict_of_blades","Edict of Blades","Fires a chaining burst of ethereal blades.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",12,0,327864,0,"",""
559,"decree_of_blades","Decree of Blades","Fires a chaining burst of ethereal blades.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",12,0,328160,0,"",""
560,"commandment_of_blades","Commandment of Blades","Fires a chaining burst of ethereal blades.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",12,0,328476,0,"",""
561,"word_of_spite_when_hit","Word of Spite","Releases a circle of projectiles based on your weapon, leaving chilled ground in their wake.","EnchantedWeaponProjectile","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[1,41,3,37,32,68,30,82,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",21,"",[],[],[],1,"",[],8,"","","",13,0,329288,0,"",""
562,"edict_of_spite_when_hit","Edict of Spite","Releases a circle of projectiles based on your weapon, leaving chilled ground in their wake.","EnchantedWeaponProjectile","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[1,41,3,37,32,68,30,82,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",21,"",[],[],[],1,"",[],8,"","","",13,0,329878,0,"",""
563,"decree_of_spite_when_hit","Decree of Spite","Releases a circle of projectiles based on your weapon, leaving chilled ground in their wake.","EnchantedWeaponProjectile","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[1,41,3,37,32,68,30,82,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",21,"",[],[],[],1,"",[],8,"","","",13,0,330472,0,"",""
564,"commandment_of_spite_when_hit","Commandment of Spite","Releases a circle of projectiles based on your weapon, leaving chilled ground in their wake.","EnchantedWeaponProjectile","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[1,41,3,37,32,68,30,82,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",21,"",[],[],[],1,"",[],8,"","","",13,0,331086,0,"",""
565,"word_of_fury_on_hit","Word of Fury","Repeatedly fires a piercing projectile based on your weapon, converting some physical damage to fire. The projectiles form an arc in front of you.","EnchantedWeaponProjectile","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[1,41,3,37,32,29,82,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",21,"",[],[],[],1,"",[],8,"","","",13,0,331956,0,"",""
566,"edict_of_fury_on_hit","Edict of Fury","Repeatedly fires a piercing projectile based on your weapon, converting some physical damage to fire. The projectiles form an arc in front of you.","EnchantedWeaponProjectile","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[1,41,3,37,32,29,82,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",21,"",[],[],[],1,"",[],8,"","","",13,0,332534,0,"",""
567,"decree_of_fury_on_hit","Decree of Fury","Repeatedly fires a piercing projectile based on your weapon, converting some physical damage to fire. The projectiles form an arc in front of you.","EnchantedWeaponProjectile","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[1,41,3,37,32,29,82,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",21,"",[],[],[],1,"",[],8,"","","",13,0,333116,0,"",""
568,"commandment_of_fury_on_hit","Commandment of Fury","Repeatedly fires a piercing projectile based on your weapon, converting some physical damage to fire. The projectiles form an arc in front of you.","EnchantedWeaponProjectile","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[1,41,3,37,32,29,82,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",21,"",[],[],[],1,"",[],8,"","","",13,0,333718,0,"",""
569,"siege_ballista","Siege Ballista","Summons a ballista totem that attacks with piercing arrows.","TotemSnipe","Art/2DArt/SkillIcons/CrossBowTotem.dds","[1,2,20]","[1,3,57,41,14,16,26,83]",[13],"","",1,"SiegeBallista","",12,1,"[4316,4095,4389]","[1345,24,70]",[],1,1,[],8,"","","",13,0,334402,0,"",""
570,"lb_edge_trap","","","LbEdgeTrap","",[1],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,334666,0,"",""
571,"drop_bear_desecration","","","DropBearDesecration","","[2,4]","[2,8,9,42,72]",[],"","",1,"DropBearDesecration","",21,1,[],[],[],1,1,[],8,"","","",5,0,334990,0,"",""
572,"lb_beam_trap","","","LbBeamTrap","",[1],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,335126,0,"",""
573,"totem_melee","Ancestral Protector","Summons an Ancestor Totem which attacks enemies with melee strikes while you're near it. Being near it grants you more attack speed.","TotemAncestorMelee","Art/2DArt/SkillIcons/AncestorTotemSkill.dds","[1,2,20]","[1,26,21,20,24]","[6,7,9,10,11,12,32,14,15,16,17,36,57,56]","","",1,"","",13,1,"[4532,4533,4534]","[24,1345,1839]",[],1,1,[],8,"","","",13,0,336152,0,"",""
574,"storm_cloud_lightning_warp","Storm Cloud Lightning Warp","WIP","StormCloudLightningWarp","",[4],"[2,7,8,9,34,31,72]",[],"","",1,"StormCloudLightningWarp","",21,1,[],[],[],1,1,[],8,0,"","",12,0,336564,0,"",""
575,"lb_boss_flee","","","LbBossFlee","",[15],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,336816,0,"",""
576,"vinktar_hide","","","VinktarHide","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,336874,0,"",""
577,"vinktar_lightning_bond","Vinktar Lightning Bond","WIP","VinktarLightningBond","",[3],"[2,31,9,35]",[],"","",1,"VinktarLightningBond","",21,1,[],[],[],1,1,[],8,"","","",5,0,337034,0,"",""
578,"shadow_blades","Shadow Blades","WIP","ShadowBlades","Art/2DArt/SkillIcons/barrage.dds","[1,2]","[2,7,3,15,14,16,22,32]",[],"","",1,"ShadowBlades","",21,1,[],[],[],1,1,[],8,"","","",12,0,337242,0,"",""
579,"summon_specific_monsters_from_mortar","","","SummonSpecificMonstersFromMortars","",[4],"[2,3,22,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,337600,0,"",""
580,"lb_boss_summon_lieutenants","","","LbBossSummonLieutenants","",[4],[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,337906,0,"",""
581,"lb_boss_spirit_mortar","","","LbBossSpiritMortar","","[2,1]","[3,2,7,8,14,15,16,22,32,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,338040,0,"",""
582,"triggered_explosion","Fire Burst","Release a fire nova when you kill an enemy.","TriggeredExplosion","Art/2DArt/BuffIcons/buffonfire.dds",[4],"[29,2,37,8,32,50,72,90]",[],"","",1,"TriggeredExplosion","",21,"",[],[],[],1,"",[],8,"","","",12,0,338536,0,"",""
583,"lb_boss_shield","","","LbBossShield","",[4],[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,338796,0,"",""
584,"iron_oven_spawner","","","SummonSpecificMonstersInFront","",[4],"[2,22,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,338912,0,"",""
585,"summon_specific_monsters_in_front","","","SummonSpecificMonstersInFront","",[4],"[2,22,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,338998,0,"",""
586,"izaro_taunt","","","IzaroTaunt","",[2],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,339052,0,"",""
587,"shrink","","","Shrink","","[4,1,2]","[2,8,9,15,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,339116,0,"",""
588,"shrink_no_los","","","Shrink","","[4,1,2]","[2,8,9,15,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,339178,0,"",""
589,"monster_slam","","","MonsterSlam","","[1,2]","[1,8,32]",[],"","",1,"","",21,1,"[5473,5476,7686]","[3351,24,434]",[],1,1,[],8,"","","",13,0,339348,0,"",""
590,"rigwald_wolf_form","","","RigwaldWolfForm","",[2],"[9,2]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,339640,0,"",""
591,"rigwald_wolf_barrage","","","RigwaldWolfBarrage","",[2],"[1,3,7,41,57]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,339748,0,"",""
592,"rigwald_teleport","","","MerveilTeleport","",[4],[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,340000,0,"",""
593,"oak_sunder","","","OakSunder","Art/2DArt/SkillIcons/ShockwaveSlam.dds","[1,2,10]","[1,8,24,20]","[12,32,14,17,11,16,57]","","",1,"","",21,1,"[4390,4097,4404]","[70,24,434]",[],1,1,[],8,"","","",13,0,340362,0,"",""
594,"sunder","Sunder","Slams the ground with a Mace, Sceptre, Axe or Staff, creating a wave of broken ground that damages enemies in an area in front of you. Enemies hit by the wave will release a circular shockwave, dealing damage to other enemies around them.","ShockwaveSlam","Art/2DArt/SkillIcons/ShockwaveSlam.dds","[1,2,10]","[1,8,24,20,92,15]","[12,32,14,17,11,16,36,57]","","",1,"","",21,1,"[4390,4097,4404]","[70,24,434]",[],1,1,[],8,"","","",13,0,341372,0,"",""
595,"new_sunder","Sunder","Slams the ground, creating a slow wave of churning terrain that damages enemies in a sequence of areas in front of you. A number of enemies hit by the wave will release a shockwave, damaging other enemies around them. Using the skill again will stop the previous wave. Requires a Mace, Sceptre, Axe, Staff or Unarmed.","NewSunder","Art/2DArt/SkillIcons/ShockwaveSlam.dds","[1,2,10]","[1,8,24,20,92,15]","[12,32,14,17,11,16,36,57]","","",1,"","",21,1,"[4390,4097,4404]","[70,24,434]",[],1,1,[12288],8,"","","",13,0,342540,0,"",""
596,"sunder_monster","","","ShockwaveSlam","",[2],"[1,8,24,20,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,342804,0,"",""
597,"range_finder","Range Finder","(DEVELOPMENT) A test skill for highlighting a certain range in-game","RangeFinder","","[1,2,4]","[2,8,9,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,343260,0,"",""
598,"talisman_degen","Talisman Degen","","TalismanDegen","","[1,4,2]","[2,8,9,7,72,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,343390,0,"",""
599,"talisman_summon_lightning_spiral","Talisman Summon Lightning Spiral","","TalismanSummonLightningSpiral","",[4],"[2,37,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,343796,0,"",""
600,"monster_submerge_delete","","","MonsterSubmergeDelete","",[4],[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,343900,0,"",""
601,"summon_rigwalds_pack","Summon Spectral Wolf","Summons a spectral wolf companion that attacks nearby enemies and dies after a duration. Each spectral wolf grants you a buff that adds damage to your attacks.","SummonRigwaldsPack","Art/2DArt/SkillIcons/IllusionaryWolf.dds",[4],"[2,6,9,18,14,15,16,22,32,37,50,77,5]",[],"","",1,"","",21,"",[],[],"[1,20,21,24]",1,"",[],8,"","","",0,0,344506,0,"",""
602,"monster_cast_ground_effect","","","CastGroundEffect","",[4],"[2,8,7,32,9,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",5,0,344626,0,"",""
603,"monster_cast_ground_effect_location","","","CastGroundEffect","",[1],"[2,8,7,32,9,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",5,0,344808,0,"",""
