"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","i32","i32","i32","i32","i32","rid","i32","[rid]","string","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","[rid]","rid","bool","bool","string","rid","rid","string","i32","i32","i32","i32"
1727,328,35,"Prospero",[],[],[],"",2565,3,0,0,0,"",2565,[2087],"","","",[62],"[10,54,25]",62,[26],1155,"",[],"","","","","","","",0,71808,0,41
1728,328,36,"Prospero",[],[],[],"",2565,3,0,0,0,"",2565,[2103],"","","",[63],"[10,54,26]",63,[27],1155,"",[],"","","","","","","",0,71844,0,41
1729,328,37,"Prospero",[],[],[],"",2565,3,0,0,0,"",2565,[2120],"","","",[64],"[10,54,27]",64,[],1155,"",[],"","","","","","","",0,71876,0,41
1730,328,38,"Oriath",[],[],[],"",2565,3,0,0,0,"",2565,[2049],"","","",[55],[10],55,[24],1155,"",[],"","","","","","","",0,71904,0,41
1731,328,39,"Oriath",[],[],[],"",2565,3,0,0,0,"",2565,[2068],"","","",[56],"[10,24]",56,[25],1155,"",[],"","","","","","","",0,71936,0,41
1732,328,40,"Oriath",[],[],[],"",2565,3,0,0,0,"",2565,[2085],"","","",[57],"[10,25]",57,[26],1155,"",[],"","","","","","","",0,71968,0,41
1733,328,41,"Oriath",[],[],[],"",2565,3,0,0,0,"",2565,[2101],"","","",[58],"[10,26]",58,[27],1155,"",[],"","","","","","","",0,72000,0,41
1734,328,42,"Oriath",[],[],[],"",2565,3,0,0,0,"",2565,[2118],"","","",[59],"[10,27]",59,[],1155,"",[],"","","","","","","",0,72028,0,41
1735,328,43,"Invite to Hideout",[],[],[],"",2565,37,0,0,0,"",2565,[2041],"","","",[],"[68,200]",1,[],1155,"",[],"","","","","","","",0,72052,0,37
1736,328,44,"The Mines",[],[668],[],"",2565,3,0,0,0,"",2565,[2228],"","","",[215],[],215,[23],1155,"",[],"","","","","","","",0,72080,0,41
1737,329,0,"View Subterranean Chart",[1935],[],[],"triggerer.SendOpenScreen( DelveMapScreen, 1 ); triggerer.FinishNPCChat();",2565,5,0,0,0,"",2565,[],"","","",[],[68],1,[],1155,"",[],"",1,"","Subterranean Chart",4,"","",0,72088,0,41
1738,329,1,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[2030],"","","",[22],[],22,[24],22,"",[],"","","","","","","",0,72112,0,41
1739,329,2,"Voltaxic Sulphite",[2029],[],[],"",2565,5,0,0,0,"",2565,[2032],"","","",[9],[],1,[9],9,"",[],"","","","","","","",0,72140,0,41
1740,329,3,"Voltaxic Sulphite",[2029],[],[],"",2565,5,0,0,0,"",2565,[2032],"","","",[],[],1,[68],1155,"",[],"","","","","","","",0,72164,0,41
1741,329,4,"Visit Mine Encampment",[1935],[],[],"triggerer.BeginDelve(); triggerer.FinishNPCChat();",2565,5,0,0,0,"",2565,[],"","","",[],[],1,[68],1155,"",[],"","",1,"",5,"","",0,72172,0,41
1742,329,5,"Visit Mine Encampment",[1935],[],[],"triggerer.BeginDelve(); triggerer.FinishNPCChat();",2565,5,0,0,0,"",2565,[],"","","",[],[68],1,[],1155,"",[],"","","","",5,"","",0,72180,0,41
1743,329,6,"Voltaxic Sulphite",[],[],[],"",2565,3,0,0,0,"",2565,[2048],"","","",[28],[68],28,[24],1155,"",[],"","","","","","","",0,72208,0,41
1744,329,7,"Voltaxic Sulphite",[],[],[],"",2565,3,0,0,0,"",2565,[2066],"","","",[29],"[68,24]",29,[25],1155,"",[],"","","","","","","",0,72240,0,41
1745,329,8,"Voltaxic Sulphite",[],[],[],"",2565,3,0,0,0,"",2565,[2083],"","","",[30],"[68,25]",30,[26],1155,"",[],"","","","","","","",0,72272,0,41
1746,329,9,"Voltaxic Sulphite",[],[],[],"",2565,3,0,0,0,"",2565,[2099],"","","",[31],"[68,26]",31,[27],1155,"",[],"","","","","","","",0,72304,0,41
1747,329,10,"Voltaxic Sulphite",[],[],[],"",2565,3,0,0,0,"",2565,[2116],"","","",[32],"[68,27]",32,[],1155,"",[],"","","","","","","",0,72332,0,41
1748,329,11,"Oriath",[],[],[],"",2565,3,0,0,0,"",2565,[2049],"","","",[55],[68],55,[24],1155,"",[],"","","","","","","",0,72360,0,41
1749,329,12,"Oriath",[],[],[],"",2565,3,0,0,0,"",2565,[2068],"","","",[56],"[68,24]",56,[25],1155,"",[],"","","","","","","",0,72392,0,41
1750,329,13,"Oriath",[],[],[],"",2565,3,0,0,0,"",2565,[2085],"","","",[57],"[68,25]",57,[26],1155,"",[],"","","","","","","",0,72424,0,41
1751,329,14,"Oriath",[],[],[],"",2565,3,0,0,0,"",2565,[2101],"","","",[58],"[68,26]",58,[27],1155,"",[],"","","","","","","",0,72456,0,41
1752,329,15,"Oriath",[],[],[],"",2565,3,0,0,0,"",2565,[2118],"","","",[59],"[68,27]",59,[],1155,"",[],"","","","","","","",0,72484,0,41
1753,329,16,"Voltaxic Generator",[2035],[],[2036],"",2036,5,0,0,0,"",72,"[2053,2054]","","","",[],[68],1155,[24],1155,"",[],"","","","","","","",0,72532,0,41
1754,329,17,"Voltaxic Generator",[2035],[],[2036],"",2036,5,0,0,0,"",72,"[2071,2072]","","","",[],"[68,24]",1155,[25],1155,"",[],"","","","","","","",0,72584,0,41
1755,329,18,"Voltaxic Generator",[2035],[],[2036],"",2036,5,0,0,0,"",72,"[2088,2089]","","","",[],"[68,25]",1155,[26],1155,"",[],"","","","","","","",0,72636,0,41
1756,329,19,"Voltaxic Generator",[2035],[],[2036],"",2036,5,0,0,0,"",72,"[2104,2105]","","","",[],"[68,26]",1155,[27],1155,"",[],"","","","","","","",0,72688,0,41
1757,329,20,"Voltaxic Generator",[2035],[],[2036],"",2036,5,0,0,0,"",72,"[2121,2122]","","","",[],"[68,27]",1155,[],1155,"",[],"","","","","","","",0,72736,0,41
1758,330,0,"View Subterranean Chart",[1935],[],[],"triggerer.SendOpenScreen( DelveMapScreen, 1 ); triggerer.FinishNPCChat();",2565,5,0,0,0,"",2565,[],"","","",[],[68],1,[],1155,"",[],"",1,"","Subterranean Chart",4,"","",0,72744,0,41
1759,330,1,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[2030],"","","",[22],[],22,[24],22,"",[],"","","","","","","",0,72768,0,41
1760,330,2,"Voltaxic Sulphite",[2029],[],[],"",2565,5,0,0,0,"",2565,[2032],"","","",[9],[],1,[9],9,"",[],"","","","","","","",0,72796,0,41
1761,330,3,"Voltaxic Sulphite",[2029],[],[],"",2565,5,0,0,0,"",2565,[2032],"","","",[],[],1,[68],1155,"",[],"","","","","","","",0,72820,0,41
1762,330,4,"Visit Mine Encampment",[1935],[],[],"triggerer.BeginDelve(); triggerer.FinishNPCChat();",2565,5,0,0,0,"",2565,[],"","","",[],[23],1,[68],1155,"",[],"","",1,"",5,"","",0,72832,0,41
1763,330,5,"Visit Mine Encampment",[1935],[],[],"triggerer.BeginDelve(); triggerer.FinishNPCChat();",2565,5,0,0,0,"",2565,[],"","","",[],[68],1,[],1155,"",[],"","","","",5,"","",0,72840,0,41
1764,330,6,"Voltaxic Sulphite",[],[],[],"",2565,3,0,0,0,"",2565,[2048],"","","",[28],[68],28,[24],1155,"",[],"","","","","","","",0,72868,0,41
1765,330,7,"Voltaxic Sulphite",[],[],[],"",2565,3,0,0,0,"",2565,[2066],"","","",[29],"[68,24]",29,[25],1155,"",[],"","","","","","","",0,72900,0,41
1766,330,8,"Voltaxic Sulphite",[],[],[],"",2565,3,0,0,0,"",2565,[2083],"","","",[30],"[68,25]",30,[26],1155,"",[],"","","","","","","",0,72932,0,41
1767,330,9,"Voltaxic Sulphite",[],[],[],"",2565,3,0,0,0,"",2565,[2099],"","","",[31],"[68,26]",31,[27],1155,"",[],"","","","","","","",0,72964,0,41
1768,330,10,"Voltaxic Sulphite",[],[],[],"",2565,3,0,0,0,"",2565,[2116],"","","",[32],"[68,27]",32,[],1155,"",[],"","","","","","","",0,72992,0,41
1769,330,11,"Oriath",[],[],[],"",2565,3,0,0,0,"",2565,[2049],"","","",[55],[68],55,[24],1155,"",[],"","","","","","","",0,73020,0,41
1770,330,12,"Oriath",[],[],[],"",2565,3,0,0,0,"",2565,[2068],"","","",[56],"[68,24]",56,[25],1155,"",[],"","","","","","","",0,73052,0,41
1771,330,13,"Oriath",[],[],[],"",2565,3,0,0,0,"",2565,[2085],"","","",[57],"[68,25]",57,[26],1155,"",[],"","","","","","","",0,73084,0,41
1772,330,14,"Oriath",[],[],[],"",2565,3,0,0,0,"",2565,[2101],"","","",[58],"[68,26]",58,[27],1155,"",[],"","","","","","","",0,73116,0,41
1773,330,15,"Oriath",[],[],[],"",2565,3,0,0,0,"",2565,[2118],"","","",[59],"[68,27]",59,[],1155,"",[],"","","","","","","",0,73144,0,41
1774,330,16,"Voltaxic Generator",[2035],[],[2036],"",2036,5,0,0,0,"",72,"[2053,2054]","","","",[],[68],1155,[24],1155,"",[],"","","","","","","",0,73192,0,41
1775,330,17,"Voltaxic Generator",[2035],[],[2036],"",2036,5,0,0,0,"",72,"[2071,2072]","","","",[],"[68,24]",1155,[25],1155,"",[],"","","","","","","",0,73244,0,41
1776,330,18,"Voltaxic Generator",[2035],[],[2036],"",2036,5,0,0,0,"",72,"[2088,2089]","","","",[],"[68,25]",1155,[26],1155,"",[],"","","","","","","",0,73296,0,41
1777,330,19,"Voltaxic Generator",[2035],[],[2036],"",2036,5,0,0,0,"",72,"[2104,2105]","","","",[],"[68,26]",1155,[27],1155,"",[],"","","","","","","",0,73348,0,41
1778,330,20,"Voltaxic Generator",[2035],[],[2036],"",2036,5,0,0,0,"",72,"[2121,2122]","","","",[],"[68,27]",1155,[],1155,"",[],"","","","","","","",0,73396,0,41
1779,332,0,"Talk to Niko",[],[964],[],"triggerer.FinishNPCChat();",72,3,0,0,0,"",72,"[2126,2127,2128]","","","",[],[],1155,[],1155,"",[],"","","","","","","",0,73476,0,41
1780,332,1,"The Crawler",[964],[2030],[2030],"triggerer.FinishNPCChat();",2030,5,0,0,0,"",72,[2034],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,73530,0,41
1781,332,2,"The Crawler","[964,2030]",[],[],"triggerer.FinishNPCChat(); DispatchRulesetEvent( set_delve_owner );",72,5,0,0,0,"",72,[2034],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,73692,0,41
1782,331,0,"Talk to Niko",[],[964],[],"",2565,3,0,0,0,"",72,"[2126,2127,2128]","","","",[],[],1155,[],1155,"",[],"","","","","","","",0,73744,0,41
1783,331,1,"View Subterranean Chart",[964],[],[],"triggerer.SendOpenScreen( DelveMapScreen, 1 ); triggerer.FinishNPCChat();",2565,5,0,0,0,"",2565,[],"","","",[],[68],1,[],1155,"",[],"",1,"","Subterranean Chart",4,"","",0,73752,0,37
1784,331,2,"Introduction",[964],[],[],"",2565,3,0,0,0,"",2565,[2030],"","","",[22],[],22,[24],1155,"",[],"","","","","","","",0,73780,0,41
1785,331,3,"The Azurite Mine",[964],[],[],"",2565,5,0,0,0,"",2565,[2033],"","","",[11],[],1,[68],11,"",[],"","","","","","","",0,73808,0,37
1786,331,4,"The Azurite Mine",[964],[2028],[],"",2565,5,0,0,0,"",2565,[2125],"","","",[],[68],1,"[18,21]",1155,"",[],"","","","","","","",0,73844,0,37
1787,331,5,"Flares and Dynamite","[964,2028]",[],[],"",2565,5,0,0,0,"",2565,[2035],"","","","[11,17]",[68],1,"[18,21]",17,"",[],"","","","","","","",0,73930,0,37
1788,331,6,"Fractured Walls",[964],[],[],"",2565,5,0,0,0,"",2565,[2036],"","","",[21],"[19,20]",1,[18],21,"",[],"","","","","","","",0,73966,0,37
1789,331,7,"Fractured Walls",[964],[],[],"",2565,5,0,0,0,"",2565,[2038],"","","",[65],[18],1,[65],65,"",[],"","","","","","","",0,73998,0,37
1790,331,8,"The Azurite Mine",[964],[],[],"",2565,3,0,0,0,"",2565,[2037],"","","",[33],[21],33,[24],1155,"",[],"","","","","","","",0,74030,0,41
1791,331,9,"The Azurite Mine",[964],[],[],"",2565,3,0,0,0,"",2565,[2055],"","","",[34],"[21,24]",34,[25],1155,"",[],"","","","","","","",0,74066,0,41
1792,331,10,"The Azurite Mine",[964],[],[],"",2565,3,0,0,0,"",2565,[2073],"","","",[35],"[21,25]",35,[26],1155,"",[],"","","","","","","",0,74102,0,41
1793,331,11,"The Azurite Mine",[964],[],[],"",2565,3,0,0,0,"",2565,[2090],"","","",[36],"[21,26]",36,[27],1155,"",[],"","","","","","","",0,74138,0,41
1794,331,12,"The Azurite Mine",[964],[],[],"",2565,3,0,0,0,"",2565,[2106],"","","",[37],"[21,27]",37,[],1155,"",[],"","","","","","","",0,74170,0,41
1795,331,13,"The Darkness",[964],[],[],"",2565,3,0,0,0,"",2565,[2047],"","","",[38],[],38,[24],1155,"",[],"","","","","","","",0,74198,0,41
1796,331,14,"The Darkness",[964],[],[],"",2565,3,0,0,0,"",2565,[2065],"","","",[39],[24],39,[25],1155,"",[],"","","","","","","",0,74230,0,41
1797,331,15,"The Darkness",[964],[],[],"",2565,3,0,0,0,"",2565,[2082],"","","",[40],[25],40,[26],1155,"",[],"","","","","","","",0,74262,0,41
1798,331,16,"The Darkness",[964],[],[],"",2565,3,0,0,0,"",2565,[2098],"","","",[41],[26],41,[27],1155,"",[],"","","","","","","",0,74294,0,41
1799,331,17,"The Darkness",[964],[],[],"",2565,3,0,0,0,"",2565,[2115],"","","",[42],[27],42,[],1155,"",[],"","","","","","","",0,74322,0,41
1800,331,18,"Voltaxic Generator",[964],[],[],"",2565,3,0,0,0,"",2565,[2050],"","","",[43],[],43,[24],1155,"",[],"","","","","","","",0,74350,0,41
1801,331,19,"Voltaxic Generator",[964],[],[],"",2565,3,0,0,0,"",2565,[2067],"","","",[44],[24],44,[25],1155,"",[],"","","","","","","",0,74382,0,41
1802,331,20,"Voltaxic Generator",[964],[],[],"",2565,3,0,0,0,"",2565,[2084],"","","",[45],[25],45,[26],1155,"",[],"","","","","","","",0,74414,0,41
1803,331,21,"Voltaxic Generator",[964],[],[],"",2565,3,0,0,0,"",2565,[2100],"","","",[46],[26],46,[27],1155,"",[],"","","","","","","",0,74446,0,41
1804,331,22,"Voltaxic Generator",[964],[],[],"",2565,3,0,0,0,"",2565,[2117],"","","",[47],[27],47,[],1155,"",[],"","","","","","","",0,74474,0,41
1805,331,23,"Underground Cities",[964],[],[],"",2565,3,0,0,0,"",2565,[2051],"","","",[48],[53],48,[24],1155,"",[],"","","","","","","",0,74506,0,41
1806,331,24,"Underground Cities",[964],[],[],"",2565,3,0,0,0,"",2565,[2069],"","","",[49],"[53,24]",49,[25],1155,"",[],"","","","","","","",0,74542,0,41
1807,331,25,"Underground Cities",[964],[],[],"",2565,3,0,0,0,"",2565,[2086],"","","",[50],"[53,25]",50,[26],1155,"",[],"","","","","","","",0,74578,0,41
1808,331,26,"Underground Cities",[964],[],[],"",2565,3,0,0,0,"",2565,[2102],"","","",[51],"[53,26]",51,[27],1155,"",[],"","","","","","","",0,74614,0,41
1809,331,27,"Underground Cities",[964],[],[],"",2565,3,0,0,0,"",2565,[2119],"","","",[52],"[53,27]",52,[],1155,"",[],"","","","","","","",0,74646,0,41
1810,331,28,"Prospero",[964],[],[],"",2565,3,0,0,0,"",2565,[2052],"","","",[60],[54],60,[24],1155,"",[],"","","","","","","",0,74678,0,41
1811,331,29,"Prospero",[964],[],[],"",2565,3,0,0,0,"",2565,[2070],"","","",[61],"[54,24]",61,[25],1155,"",[],"","","","","","","",0,74714,0,41
1812,331,30,"Prospero",[964],[],[],"",2565,3,0,0,0,"",2565,[2087],"","","",[62],"[54,25]",62,[26],1155,"",[],"","","","","","","",0,74750,0,41
1813,331,31,"Prospero",[964],[],[],"",2565,3,0,0,0,"",2565,[2103],"","","",[63],"[54,26]",63,[27],1155,"",[],"","","","","","","",0,74786,0,41
1814,331,32,"Prospero",[964],[],[],"",2565,3,0,0,0,"",2565,[2120],"","","",[64],"[54,27]",64,[],1155,"",[],"","","","","","","",0,74818,0,41
1815,331,33,"Oriath",[964],[],[],"",2565,3,0,0,0,"",2565,[2049],"","","",[55],[],55,[24],1155,"",[],"","","","","","","",0,74846,0,41
1816,331,34,"Oriath",[964],[],[],"",2565,3,0,0,0,"",2565,[2068],"","","",[56],[24],56,[25],1155,"",[],"","","","","","","",0,74878,0,41
1817,331,35,"Oriath",[964],[],[],"",2565,3,0,0,0,"",2565,[2085],"","","",[57],[25],57,[26],1155,"",[],"","","","","","","",0,74910,0,41
1818,331,36,"Oriath",[964],[],[],"",2565,3,0,0,0,"",2565,[2101],"","","",[58],[26],58,[27],1155,"",[],"","","","","","","",0,74942,0,41
1819,331,37,"Oriath",[964],[],[],"",2565,3,0,0,0,"",2565,[2118],"","","",[59],[27],59,[],1155,"",[],"","","","","","","",0,74970,0,41
1820,331,38,"Purchase Items",[],[],[],"",2565,13,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",1,"","",0,74970,0,41
1821,331,39,"Sell Items",[],[],[],"",2565,26,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",0,"","",0,74970,0,41
1822,331,40,"Light Radius","[964,1973]",[],[2025],"",2025,5,0,0,0,"",2025,[2123],"","","",[],[68],1155,[24],1155,"",[],"","","","","","","",0,75034,0,41
1823,331,41,"Light Radius","[964,1973]",[],[2025],"",2025,5,0,0,0,"",2025,[2129],"","","",[],"[68,24]",1155,[25],1155,"",[],"","","","","","","",0,75074,0,41
1824,331,42,"Light Radius","[964,1973]",[],[2025],"",2025,5,0,0,0,"",2025,[2131],"","","",[],"[68,25]",1155,[26],1155,"",[],"","","","","","","",0,75114,0,41
1825,331,43,"Light Radius","[964,1973]",[],[2025],"",2025,5,0,0,0,"",2025,[2133],"","","",[],"[68,26]",1155,[27],1155,"",[],"","","","","","","",0,75154,0,41
1826,331,44,"Light Radius","[964,1973]",[],[2025],"",2025,5,0,0,0,"",2025,[2135],"","","",[],"[68,27]",1155,[],1155,"",[],"","","","","","","",0,75190,0,41
1827,331,45,"Darkness Resistance","[964,1974]",[],[2026],"",2026,5,0,0,0,"",2026,[2124],"","","",[],[68],1155,[24],1155,"",[],"","","","","","","",0,75268,0,41
1828,331,46,"Darkness Resistance","[964,1974]",[],[2026],"",2026,5,0,0,0,"",2026,[2130],"","","",[],"[68,24]",1155,[25],1155,"",[],"","","","","","","",0,75308,0,41
1829,331,47,"Darkness Resistance","[964,1974]",[],[2026],"",2026,5,0,0,0,"",2026,[2132],"","","",[],"[68,25]",1155,[26],1155,"",[],"","","","","","","",0,75348,0,41
1830,331,48,"Darkness Resistance","[964,1974]",[],[2026],"",2026,5,0,0,0,"",2026,[2134],"","","",[],"[68,26]",1155,[27],1155,"",[],"","","","","","","",0,75388,0,41
1831,331,49,"Darkness Resistance","[964,1974]",[],[2026],"",2026,5,0,0,0,"",2026,[2136],"","","",[],"[68,27]",1155,[],1155,"",[],"","","","","","","",0,75424,0,41
1832,331,50,"Invite to Hideout",[964],[],[],"",2565,37,0,0,0,"",2565,[2041],"","","",[],"[68,200]",1,[],1155,"",[],"","","","","","","",0,75452,0,37
1833,333,0,"View Subterranean Chart",[718],[],[],"triggerer.SendOpenScreen( DelveMapScreen, 1 ); triggerer.FinishNPCChat();",2565,5,0,0,0,"",2565,[],"","","",[],[68],1,[],1155,"",[],"",1,"","Subterranean Chart",4,"","",0,75460,0,41
1834,333,1,"Visit Mine Encampment",[718],[],[],"triggerer.BeginDelve(); triggerer.FinishNPCChat();",2565,5,0,0,0,"",2565,[],"","","",[],[68],1,[],1155,"",[],"","","","",5,"","",0,75468,0,41
1835,333,2,"Fractured Walls",[718],[],[],"",2565,5,0,0,0,"",2565,[2038],"","","",[65],"[68,18]",1,[65],65,"",[],"","","","","","","",0,75504,0,41
1836,333,3,"The Azurite Mine",[718],[],[],"",2565,3,0,0,0,"",2565,[2037],"","","",[33],[68],33,[24],1155,"",[],"","","","","","","",0,75536,0,41
1837,333,4,"The Azurite Mine",[718],[],[],"",2565,3,0,0,0,"",2565,[2055],"","","",[34],"[68,24]",34,[25],1155,"",[],"","","","","","","",0,75572,0,41
1838,333,5,"The Azurite Mine",[718],[],[],"",2565,3,0,0,0,"",2565,[2073],"","","",[35],"[68,25]",35,[26],1155,"",[],"","","","","","","",0,75608,0,41
1839,333,6,"The Azurite Mine",[718],[],[],"",2565,3,0,0,0,"",2565,[2090],"","","",[36],"[68,26]",36,[27],1155,"",[],"","","","","","","",0,75644,0,41
1840,333,7,"The Azurite Mine",[718],[],[],"",2565,3,0,0,0,"",2565,[2106],"","","",[37],"[68,27]",37,[],1155,"",[],"","","","","","","",0,75676,0,41
1841,333,8,"The Darkness",[718],[],[],"",2565,3,0,0,0,"",2565,[2047],"","","",[38],[68],38,[24],1155,"",[],"","","","","","","",0,75708,0,41
1842,333,9,"The Darkness",[718],[],[],"",2565,3,0,0,0,"",2565,[2065],"","","",[39],"[68,24]",39,[25],1155,"",[],"","","","","","","",0,75744,0,41
1843,333,10,"The Darkness",[718],[],[],"",2565,3,0,0,0,"",2565,[2082],"","","",[40],"[68,25]",40,[26],1155,"",[],"","","","","","","",0,75780,0,41
1844,333,11,"The Darkness",[718],[],[],"",2565,3,0,0,0,"",2565,[2098],"","","",[41],"[68,26]",41,[27],1155,"",[],"","","","","","","",0,75816,0,41
1845,333,12,"The Darkness",[718],[],[],"",2565,3,0,0,0,"",2565,[2115],"","","",[42],"[68,27]",42,[],1155,"",[],"","","","","","","",0,75848,0,41
1846,333,13,"Underground Cities",[718],[],[],"",2565,3,0,0,0,"",2565,[2051],"","","",[48],"[68,53]",48,[24],1155,"",[],"","","","","","","",0,75884,0,41
1847,333,14,"Underground Cities",[718],[],[],"",2565,3,0,0,0,"",2565,[2069],"","","",[49],"[68,53,24]",49,[25],1155,"",[],"","","","","","","",0,75924,0,41
1848,333,15,"Underground Cities",[718],[],[],"",2565,3,0,0,0,"",2565,[2086],"","","",[50],"[68,53,25]",50,[26],1155,"",[],"","","","","","","",0,75964,0,41
1849,333,16,"Underground Cities",[718],[],[],"",2565,3,0,0,0,"",2565,[2102],"","","",[51],"[68,53,26]",51,[27],1155,"",[],"","","","","","","",0,76004,0,41
1850,333,17,"Underground Cities",[718],[],[],"",2565,3,0,0,0,"",2565,[2119],"","","",[52],"[68,53,27]",52,[],1155,"",[],"","","","","","","",0,76040,0,41
1851,333,18,"Prospero",[718],[],[],"",2565,3,0,0,0,"",2565,[2052],"","","",[60],"[68,54]",60,[24],1155,"",[],"","","","","","","",0,76076,0,41
1852,333,19,"Prospero",[718],[],[],"",2565,3,0,0,0,"",2565,[2070],"","","",[61],"[68,54,24]",61,[25],1155,"",[],"","","","","","","",0,76116,0,41
1853,333,20,"Prospero",[718],[],[],"",2565,3,0,0,0,"",2565,[2087],"","","",[62],"[68,54,25]",62,[26],1155,"",[],"","","","","","","",0,76156,0,41
1854,333,21,"Prospero",[718],[],[],"",2565,3,0,0,0,"",2565,[2103],"","","",[63],"[68,54,26]",63,[27],1155,"",[],"","","","","","","",0,76196,0,41
1855,333,22,"Prospero",[718],[],[],"",2565,3,0,0,0,"",2565,[2120],"","","",[64],"[68,54,27]",64,[],1155,"",[],"","","","","","","",0,76232,0,41
1856,333,23,"Oriath",[718],[],[],"",2565,3,0,0,0,"",2565,[2049],"","","",[55],[68],55,[24],1155,"",[],"","","","","","","",0,76264,0,41
1857,333,24,"Oriath",[718],[],[],"",2565,3,0,0,0,"",2565,[2068],"","","",[56],"[68,24]",56,[25],1155,"",[],"","","","","","","",0,76300,0,41
1858,333,25,"Oriath",[718],[],[],"",2565,3,0,0,0,"",2565,[2085],"","","",[57],"[68,25]",57,[26],1155,"",[],"","","","","","","",0,76336,0,41
1859,333,26,"Oriath",[718],[],[],"",2565,3,0,0,0,"",2565,[2101],"","","",[58],"[68,26]",58,[27],1155,"",[],"","","","","","","",0,76372,0,41
1860,333,27,"Oriath",[718],[],[],"",2565,3,0,0,0,"",2565,[2118],"","","",[59],"[68,27]",59,[],1155,"",[],"","","","","","","",0,76404,0,41
1861,333,28,"Einhar",[718],[],[],"",2565,3,0,0,0,"",2565,[2247],"","","",[506],"[68,69]",506,[24],1155,"",[],"","","","","","","",0,76440,0,41
1862,333,29,"Einhar",[718],[],[],"",2565,3,0,0,0,"",2565,[2248],"","","",[507],"[68,24,69]",507,[25],1155,"",[],"","","","","","","",0,76480,0,41
1863,333,30,"Einhar",[718],[],[],"",2565,3,0,0,0,"",2565,[2249],"","","",[508],"[68,25,69]",508,[26],1155,"",[],"","","","","","","",0,76520,0,41
1864,333,31,"Einhar",[718],[],[],"",2565,3,0,0,0,"",2565,[2250],"","","",[509],"[68,26,69]",509,[27],1155,"",[],"","","","","","","",0,76560,0,41
1865,333,32,"Einhar",[718],[],[],"",2565,3,0,0,0,"",2565,[2251],"","","",[510],"[68,27,69]",510,[],1155,"",[],"","","","","","","",0,76596,0,41
1866,333,33,"Alva",[718],[],[],"",2565,3,0,0,0,"",2565,[2237],"","","",[511],"[68,606]",511,[24],1155,"",[],"","","","","","","",0,76632,0,41
1867,333,34,"Alva",[718],[],[],"",2565,3,0,0,0,"",2565,[2238],"","","",[512],"[68,24,606]",512,[25],1155,"",[],"","","","","","","",0,76672,0,41
1868,333,35,"Alva",[718],[],[],"",2565,3,0,0,0,"",2565,[2239],"","","",[513],"[68,25,606]",513,[26],1155,"",[],"","","","","","","",0,76712,0,41
