"rownum","NPCKey","i32","DialogueOption (English)","DialogueOption (French)","DialogueOption (German)","DialogueOption (Japanese)","DialogueOption (Korean)","DialogueOption (Portuguese)","DialogueOption (Russian)","DialogueOption (Spanish)","DialogueOption (Thai)","DialogueOption (Traditional Chinese)","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2 (English)","DialogueOption2 (French)","DialogueOption2 (German)","DialogueOption2 (Japanese)","DialogueOption2 (Korean)","DialogueOption2 (Portuguese)","DialogueOption2 (Russian)","DialogueOption2 (Spanish)","DialogueOption2 (Thai)","DialogueOption2 (Traditional Chinese)","rid","rid","i32","[i32]","i32","rid"
1537,173,2,"Einhar","Einhar","Einhar","アイナー","아인하르","Einhar","Эйнар","Einhar","ไอนาร์","埃哈",[],[],[],"","",3,"","",[1949],"","","",[70],[],70,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1538,173,3,"The First Ones","Les Premiers","Die Ersten","始祖","최초의 존재","Os Primeiros","Первые","Los primeros","ทวยเทพผู้บุกเบิก","初始者",[],[],[],"","",3,"","",[1950],"","","",[110],[],110,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1539,173,4,"The Blood Altar","L'Autel du Sang","Der Blutaltar","血の祭壇","피의 제단","O Altar Sangrento","Алтарь крови","El altar de sangre","แท่นบูชาโลหิต","鮮血祭壇",[],[],[],"","",5,"","",[1946],"","","",[122],[],1,[121],122,"","","","","","","","","","","","","","","","",50,[],50,""
1540,173,5,"The Blood Altar","L'Autel du Sang","Der Blutaltar","血の祭壇","피의 제단","O Altar Sangrento","Алтарь крови","El altar de sangre","แท่นบูชาโลหิต","鮮血祭壇",[],[],[],"","",5,"","",[1947],"","","",[123],[121],1,[123],123,"","","","","","","","","","","","","","","","",50,[],50,""
1541,173,6,"The Blood Altar","L'Autel du Sang","Der Blutaltar","血の祭壇","피의 제단","O Altar Sangrento","Алтарь крови","El altar de sangre","แท่นบูชาโลหิต","鮮血祭壇",[],[],[],"","",3,"","",[1948],"","","",[124],[123],124,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1542,173,7,"Trading","Le commerce","Handel","商売","거래","Trocando","Торговля","Comerciar","การซื้อขาย","交易",[],[],[],"","",3,"","",[1952],"","","",[111],[],111,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1543,173,8,"Saqawal, First of the Sky","Saqawal, le Premier du Ciel","Saqawal, Erster des Himmels","空の始祖、サカワル","하늘의 최초, 사카왈","Saqawal, Primeiro dos Céus","Сакаваль, Первый Неба","Saqawal, el Primero de los cielos","ซาคาวอล ผู้บุกเบิกนภา","初始之天斯卡沃",[],[],[],"","",3,"","",[1954],"","","",[117],[113],117,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1544,173,9,"Farrul, First of the Plains","Farrul, la Première des Plaines","Farrul, Erste des Flachlands","平原の始祖、ファルウル","평야의 최초, 페룰","Farrul, Primeira das Planícies","Фаррул, Первая Равнин","Farrul, la Primera de las planicies","ฟาร์รุล ผู้บุกเบิกที่ราบ","初始之地費爾羅",[],[],[],"","",3,"","",[1955],"","","",[118],[114],118,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1545,173,10,"Craiceann, First of the Deep","Craïcéann, le Premier des Profondeurs","Craiceann, Erster der Tiefe","深海の始祖、クレイシアン","심해의 최초, 크라칸","Craiceann, Primeiro das Profundezas","Краценн, Первый Глубин","Craiceann, el Primero de las profundidades","เครเชียนน์ ผู้บุกเบิกเบื้องลึก","初始之潭奎爾珊",[],[],[],"","",3,"","",[1956],"","","",[119],[115],119,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1546,173,11,"Fenumus, First of the Night","Fénumus, la Première de la Nuit","Fenumus, Erste der Nacht","夜の始祖、フィヌムス","밤의 최초, 페누무스","Fenumus, Primeira da Noite","Фенума, Первая Ночи","Fenumus, la Primera de la noche","เฟนูมัส ผู้บุกเบิกราตรี","初始之夜菲恩絲",[],[],[],"","",3,"","",[1957],"","","",[120],[116],120,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1547,173,12,"View Bestiary","Consulter le Bestiaire","Bestiarium anzeigen","ベスティアリーを見る","야수 도감 보기","Ver o Bestiário","Посмотреть Бестиарий","Ver Bestiario","ดูสัตว์ที่จับ","查看獸獵寓言",[],[],[],"triggerer.SendOpenScreen( BestiaryScreen ); triggerer.FinishNPCChat();","",5,"",71,[],"","","",[],[],1317,[],1317,"","",1,"","","","","","","","","","","",4,"",50,[],50,""
1548,173,13,"Purchase Items","Acheter des objets","Gegenstände kaufen","アイテムを買う","아이템 구입","Adquirir Itens","Купить","Comprar objetos","ซื้อไอเทม","購買物品",[],[],[],"","",24,"","",[],"","","",[],[],1,[],1317,"","","","","","","","","","","","","","",1,"",50,[],50,""
1549,173,14,"Sell Items","Vendre des objets","Gegenstände verkaufen","アイテムを売る","아이템 판매","Vender Itens","Продать","Vender objetos","ขายไอเทม","販賣物品",[],[],[],"","",25,"","",[],"","","",[],[],1,[],1317,"","","","","","","","","","","","","","",0,"",50,[],50,""
1550,341,0,"Introduction","Présentations","Einführung","自己紹介","소개","Introdução","Поговорить с Альвой","Introducción","แนะนำตัว","介紹",[],[],[644],"",644,3,"",644,[2829],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1551,341,1,"The Temple of Atzoatl","Le Temple d'Atzoatl","Der Tempel von Atzoatl","アッツォアトル寺院","앗조아틀의 사원","O Templo de Atzoatl","Храм Ацоатль","El templo de Atzoatl","วิหารแอ็ทโซแอทล์","阿茲瓦特神殿",[],"[651,0,0]",[1961],"",1961,5,"",71,[2830],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1552,341,2,"The Temple of Atzoatl","Le Temple d'Atzoatl","Der Tempel von Atzoatl","アッツォアトル寺院","앗조아틀의 사원","O Templo de Atzoatl","Храм Ацоатль","El templo de Atzoatl","วิหารแอ็ทโซแอทล์","阿茲瓦特神殿",[1273],"[651,0]",[1961],"",1961,5,"",71,[2831],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1553,341,3,"Alva's Past","Le passé d'Alva","Alvas Vergangenheit","アルヴァの過去","알바의 과거","Passado de Alva","Прошлое Альвы","El pasado de Alva","ความหลังของอัลวา","艾瓦的過去",[651],[],[365],"","",3,"",365,[2004],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1554,341,4,"Atzoatl","Atzoatl","Atzoatl","アッツォアトル","앗조아틀","Atzoatl","Ацоатль","Atzoatl","แอ็ทโซแอทล์","阿茲瓦特",[651],[],[372],"","",3,"",372,[2005],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1555,341,5,"Oriath","Oriath","Oriath","オリアス","오리아스","Oriath","Ориат","Oriath","โอริอาท","奧瑞亞",[651],[],[379],"","",3,"",379,[2006],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1556,341,6,"View Temple","Voir le Temple","Tempel anzeigen","寺院を見る","사원 보기","Ver Templo","Посмотреть храм","Ver Templo","ดูวิหาร","查看神殿",[651],[],[],"triggerer.SendOpenScreen( IncursionTempleBlueprintWindow, 0 );","",14,"",71,[],"","","",[],[],1317,[],1317,"","",1,"","","","","","","","","","","",4,"",50,[],50,""
1557,341,7,"Hideout","Repaire","Versteck","隠れ家","은신처","Refúgio","Убежище","Guarida","ที่ซ่อน","藏身處",[],[],[],"","",5,"",71,[1985],"","","",[5],"[200,606]",1317,[5],5,"","","","","","","","","","","","","","","","",50,[],50,""
1558,341,8,"Invite to Hideout","Inviter au Repaire","Ins Versteck einladen","隠れ家に招待する","은신처로 초대하기","Convidar ao Refúgio","Пригласить в убежище","Invitar a la guarida","เชิญเข้าที่ซ่อน","邀請至藏身處",[],[],[],"","",39,"",71,[1986],"","","",[],"[200,606]",1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1559,341,9,"Enter Temple","Entrer dans le Temple","Tempel betreten","寺院に入る","사원 입장","Entrar no Templo","Войти в храм","Entrar al Templo","เข้าวิหาร","進入神殿","[1953,0]","[1955,0]",[],"triggerer.DispatchRulesetEvent(open_incursion_temple); triggerer.FinishNPCChat();","",16,"",71,[],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","",5,"",50,[],50,""
1560,341,10,"Take Temple Chronicle","Chroniquer le Temple","Tempel-Chronik nehmen","寺院の歴史書を受け取る","사원 연대기 작성","Pegar Crônica do Templo","Взять Хроники храма","Tomar la Crónica del templo","รับ บันทึกเหตุการณ์วิหาร","取得神殿史記","[1953,0]","[1955,0]",[],"triggerer.DispatchRulesetEvent(itemise_incursion_temple); triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( InventoryScreen );","",17,"",71,[],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1561,341,11,"Kirac","Kirac","Kirac","キラック","키락","Kirac","Кирак","Kirac","คิรัค","基拉克",[59],[],[],"","",3,"","",[13667],"","","",[1275],[],1275,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1562,325,0,"Talk to Alva","Parler à Alva","Mit Alva sprechen","アルヴァに話しかける","알바와 대화","Fale com Alva","Поговорить с Альвой","Hablar con Alva","พูดคุยกับอัลวา","與艾瓦交談",[],[1953],[],"triggerer.FinishNPCChat();",71,3,"",71,[1984],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1563,325,1,"Introduction","Présentations","Einführung","自己紹介","소개","Introdução","Приветствие","Introducción","แนะนำตัว","介紹",[1953],[],[644],"",644,3,"",644,[2829],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1564,325,2,"The Temple of Atzoatl","Le Temple d'Atzoatl","Der Tempel von Atzoatl","アッツォアトル寺院","앗조아틀의 사원","O Templo de Atzoatl","Храм Ацоатль","El templo de Atzoatl","วิหารแอ็ทโซแอทล์","阿茲瓦特神殿",[1953],[651],[1961],"",1961,5,"",71,[2832],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","",114,50,[],50,""
1565,325,3,"The Temple of Atzoatl","Le Temple d'Atzoatl","Der Tempel von Atzoatl","アッツォアトル寺院","앗조아틀의 사원","O Templo de Atzoatl","Храм Ацоатль","El templo de Atzoatl","วิหารแอ็ทโซแอทล์","阿茲瓦特神殿",[1953],[651],[1961],"",1961,5,"",71,[2833],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,114
1566,325,4,"Alva's Past","Le passé d'Alva","Alvas Vergangenheit","アルヴァの過去","알바의 과거","Passado de Alva","Прошлое Альвы","El pasado de Alva","อดีตของอัลวา","艾瓦的過去",[1953],[],[365],"","",3,"",365,[2004],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1567,325,5,"Atzoatl","Atzoatl","Atzoatl","アッツォアトル","앗조아틀","Atzoatl","Ацоатль","Atzoatl","แอ็ทโซแอทล์","阿茲瓦特",[1953],[],[372],"","",3,"",372,[2005],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1568,325,6,"Oriath","Oriath","Oriath","オリアス","오리아스","Oriath","Ориат","Oriath","โอริอาท","奧瑞亞",[1953],[],[379],"","",3,"",379,[2006],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1569,325,7,"Time Loop","La boucle temporelle","Zeitschleife","タイムループ","시간 여행","Loop Temporal","Временная петля","Bucle temporal","ลูปเวลา","時空輪迴","[1953,0]",[1958],[961],"",961,5,"",961,[1982],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1570,325,8,"View Temple","Voir le Temple","Tempel anzeigen","寺院を見る","사원 보기","Ver Templo","Посмотреть храм","Ver Templo","ดูวิหาร","查看神殿",[1953],"[1958,0]","[1962,0]","triggerer.DispatchRulesetEvent(view_next_incursion);",1956,14,"",71,[],"","","",[],[],1317,[],1317,"","",1,"","","","","","","","","","","",4,"",50,[],50,""
1571,325,9,"View Temple","Voir le Temple","Tempel anzeigen","寺院を見る","사원 보기","Ver Templo","Посмотреть храм","Ver Templo","ดูวิหาร","查看神殿","[1953,0]",[1958],[1962],"triggerer.SendOpenScreen( IncursionTempleBlueprintWindow, 0 );","",14,"",71,[],"","","",[],[],1317,[],1317,"","",1,"","","","","","","","","","","",4,"",50,[],50,""
1572,325,10,"Enter Incursion","Ouvrir l'Incursion","Inkursion betreten","インカージョンに入る","기습 입장","Entrar na Incursão","Начать вмешательство","Entrar en Incursión","เปิดวาร์ปย้อนเวลา","進入穿越",[1953],"[1958,0,0]",[1962],"triggerer.DispatchRulesetEvent(open_incursion_portal); triggerer.FinishNPCChat();","",15,"",71,[],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","",5,"",50,[],50,""
1573,325,11,"Congratulations","Félicitations","Gratulation","祝言","축하","Parabéns","Поздравления","Felicidades","แสดงความยินดี","恭喜","[1953,0]","[1958,0]",[1957],"triggerer.DispatchRulesetEvent(check_temple_start); triggerer.SendOpenScreen( IncursionTempleBlueprintWindow, 0 );",1957,5,"",1957,[],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1574,325,12,"View Temple","Voir le Temple","Tempel anzeigen","寺院を見る","사원 보기","Ver Templo","Посмотреть храм","Ver Templo","ดูวิหาร","查看神殿","[1953,0]",[1955],"[1962,0]","triggerer.SendOpenScreen( IncursionTempleBlueprintWindow, 0 );",1956,14,"",71,[],"","","",[],[],1317,[],1317,"","",1,"","","","","","","","","","","",4,"",50,[],50,""
1575,325,13,"Enter Temple","Entrer dans le Temple","Tempel betreten","寺院に入る","사원 입장","Entrar no Templo","Войти в храм","Entrar al Templo","เข้าวิหาร","進入神殿","[1953,0]","[1955,0]",[],"triggerer.DispatchRulesetEvent(open_incursion_temple); triggerer.FinishNPCChat();","",16,"",71,[],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","",5,"",50,[],50,""
1576,325,14,"Take Temple Chronicle","Chroniquer le Temple","Tempel-Chronik nehmen","寺院の歴史書を受け取る","사원 연대기 작성","Pegar Crônica do Templo","Взять Хроники храма","Tomar la Crónica del templo","รับ บันทึกเหตุการณ์วิหาร","取得神殿史記","[1953,0]","[1955,0]",[],"triggerer.DispatchRulesetEvent(itemise_incursion_temple); triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( InventoryScreen );","",17,"",71,[],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1577,325,15,"Hideout","Repaire","Versteck","隠れ家","은신처","Refúgio","Убежище","Guarida","ที่ซ่อน","藏身處",[1953],[],[],"","",5,"",71,[1985],"","","",[5],"[200,606]",1317,[5],5,"","","","","","","","","","","","","","","","",50,[],50,""
