"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WebsiteDescription","WebsiteImage","HideOnWebsite","GrantedEffect","bool","SkillTotemId","IsManuallyCasted","Input_Stats","Output_Stats","MinionActiveSkillTypes","bool","IsGem","SecondarySkillSpecificStats","SkillMine","AlternateSkillTargetingBehaviour","bool","AIFile","StatContextFlags","bool","bool","bool","ShapeShiftForm","VideoClip","CharacterAudioEvent","AiScript","MinionType","rid","bool","string","StatDescriptionType","StatDescription","WeaponRequirements"
535,"fire_wake_spear","Blazing Lance","Throw a spear leaving a trail of [Fire|Fire] in its wake, [Burning|Burning] enemies. Then throws a second spear in the same direction, causing the trail of [Fire|Fire] to expand outwards.",453,"Art/2DArt/SkillIcons/HuntressBlazingLance.dds","[1,2]","[0,2,56,40,27,69,190,196]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",132,"","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",25
536,"summon_infernal_familiar","Summon Infernal Hound","Activate to summon a [Reviving] Infernal Hound which [Ignite|Ignites] enemies near it.",454,"Art/2DArt/SkillIcons/WitchSummonInfernalFamiliar.dds",[4],"[5,76,138,27,127,17,11,197,218]","","",1,"","",25,"",[],[],"[0,19,20,7]",1,"",[],8,"","","",[],"","",1,"","","","",57,"",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/summon_infernal_familiar/",""
537,"power_shot","Power Shot","Fires a powerful bolt.",455,"Art/2DArt/SkillIcons/PowerShot.dds","[1,2]","[0,40,2,56,115,13,14,15]","","",1,"","",25,1,[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",298,"Metadata/Monsters/Companions/AIScripts/PowerShotBasic.ais","","","","",0,"Metadata/StatDescriptions/skill_stat_descriptions/",29
538,"power_shot_incendiary","Explosive Shot","Fire a flaming bolt that explodes on impact. The explosion will cause any [Grenade|Grenades] in its area of effect to also explode.",455,"Art/2DArt/SkillIcons/PowerShotIncendiary.dds","[1,2]","[0,40,2,56,7,115,13,14,15,27,139]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",303,"Metadata/Monsters/Companions/AIScripts/PowerShotIncendiary.ais","","","","Fire a flaming explosive bolt.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/power_shot_incendiary/",29
539,"power_shot_incendiary_ammo","Load Explosive Shot","[Ammunition|Load your Crossbow] with flaming bolts that explode on impact. The explosion will cause any [Grenade|Grenades] in its area of effect to also explode.",457,"Art/2DArt/SkillIcons/PowerShotIncendiary.dds","[1,23,24]","[116,129,0,139]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","",314,"Metadata/Monsters/Companions/AIScripts/CrossbowAmmoGeneric.ais","","",1,"Load flaming explosive bolts.",0,"Metadata/StatDescriptions/skill_stat_descriptions/",29
540,"power_shot_piercing","High Velocity Rounds","Fire a powerful [Pierce|Piercing] bolt that can consume [ArmourBreak|Fully Broken Armour] on enemies to deal extra damage.",455,"Art/2DArt/SkillIcons/PowerShotPhysical.dds","[1,2]","[0,40,2,56,115,13,14,15,26,139,133]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",310,"Metadata/Monsters/Companions/AIScripts/PowerShotArmourPiercing.ais","","","","Fire a powerful [Pierce|Piercing] bolt.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/power_shot_piercing/",29
541,"power_shot_piercing_ammo","Load High Velocity Rounds","[Ammunition|Load your Crossbow] with [Pierce|Piercing] bolts that can consume [ArmourBreak|Fully Broken Armour] on enemies to deal extra damage.",457,"Art/2DArt/SkillIcons/PowerShotPhysical.dds","[1,23,24]","[116,129,0,139,133]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","Metadata/Monsters/Companions/AIScripts/CrossbowAmmoGeneric.ais","","",1,"Load powerful [Pierce|Piercing] bolts",0,"Metadata/StatDescriptions/skill_stat_descriptions/",29
542,"power_shot_permafrost","Glacial Bolt","Fire an icy bolt that creates two walls of [IceCrystals|Ice Crystals] at the end of its flight.",731,"Art/2DArt/SkillIcons/PowerShotPermafrost.dds","[1,2,20]","[0,40,2,56,7,115,13,14,15,28,137,160,139,169,8]","","",1,"","",25,"",[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",307,"Metadata/Monsters/Companions/AIScripts/PowerShotPermafrost.ais","","","","Fire a bolt that creates walls of ice.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/power_shot_permafrost/",29
543,"power_shot_permafrost_ammo","Load Glacial Bolt","[Ammunition|Load your Crossbow] with icy bolts that create two walls of [IceCrystals|Ice Crystals] at the end of their flight.",457,"Art/2DArt/SkillIcons/PowerShotPermafrost.dds","[1,23,24,20]","[116,129,0,139]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","Metadata/Monsters/Companions/AIScripts/CrossbowAmmoGeneric.ais","","",1,"Load bolts that create walls of ice.",0,"Metadata/StatDescriptions/skill_stat_descriptions/",29
544,"power_shot_stormblast","Plasma Blast","[Channelling|Channel] to charge an unstable bolt. The bolt deals devastating damage and explodes on hitting terrain, but cannot be fired at all unless fully charged. Additional [Projectile|Projectiles] are fired in a spread, unlike other [Crossbow|Crossbow] Skills.",455,"Art/2DArt/SkillIcons/PowerShotStormblast.dds","[18,11]","[0,40,2,56,7,115,14,47,29,139]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",321,"Metadata/Monsters/Companions/AIScripts/PowerShotStormblast.ais","","","","Charge up a devastating bolt.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/power_shot_stormblast/",29
545,"power_shot_stormblast_ammo","Load Plasma Blast","[Ammunition|Load your Crossbow] with unstable bolts that require a lengthy charging period to fire but deal devastating damage, [Pierce] through enemies, and explode upon hitting terrain. Additional [Projectile|Projectiles] are fired in a spread, unlike other [Crossbow|Crossbow] Skills.",457,"Art/2DArt/SkillIcons/PowerShotStormblast.dds","[1,23,24]","[116,129,0,139]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","Metadata/Monsters/Companions/AIScripts/CrossbowAmmoGeneric.ais","","",1,"Loads unstable bolts with lengthy charge times.",0,"Metadata/StatDescriptions/skill_stat_descriptions/",29
546,"siege_cascade","Siege Cascade","Fires bolts upwards that rain down in a line, dealing area damage on impact.",456,"Art/2DArt/SkillIcons/SiegeCascade.dds","[1,2]","[0,40,7,61,10,115,13,14,15,150]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]",1,"",1,"","",317,"","","","","",0,"Metadata/StatDescriptions/skill_stat_descriptions/",29
547,"siege_cascade_incendiary","Incendiary Siege Cascade","[DNT-UNUSED]",456,"Art/2DArt/SkillIcons/SiegeCascadeIncendiary.dds","[1,2]","[0,40,7,61,10,115,13,14,15,27,150]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",311,"","","","","",0,"Metadata/StatDescriptions/skill_stat_descriptions/",29
548,"siege_cascade_incendiary_ammo","Incendiary Siege Cascade Ammo","[DNT-UNUSED]",457,"Art/2DArt/SkillIcons/SiegeCascadeIncendiary.dds","[1,23,24]","[116,129,0]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","Metadata/Monsters/Companions/AIScripts/CrossbowAmmoGeneric.ais","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",29
549,"siege_cascade_piercing","Siege Cascade","Aim skyward and fires an enemy-seeking payload which drops a bolt near every enemy in the target area. These bolts lodge in the ground and explode after a short delay.",456,"Art/2DArt/SkillIcons/SiegeCascadeIncendiary.dds","[1,2]","[0,40,7,61,10,115,13,14,15,27,150,139,175,112]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","","","Fire skyward, dropping a bolt on every enemy in the target area.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/siege_cascade_piercing/",29
550,"siege_cascade_piercing_ammo","Load Siege Cascade","[Ammunition|Load your Crossbow] with enemy-seeking payloads which are fired into the air, dropping a bolt near every enemy in the target area. These bolts lodge in the ground and explode after a short delay.",457,"Art/2DArt/SkillIcons/SiegeCascadeIncendiary.dds","[1,23,24]","[116,129,0,139]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","Metadata/Monsters/Companions/AIScripts/CrossbowAmmoGeneric.ais","","",1,"Load payload bolts that drop on every enemy in the target area.",0,"Metadata/StatDescriptions/skill_stat_descriptions/",29
551,"siege_cascade_permafrost","Hailstorm Rounds","Fire all loaded bolts into the sky, causing them to rain down over the target area.",741,"Art/2DArt/SkillIcons/SiegeCascadePermafrost.dds","[1,2,20,28]","[0,40,7,61,10,115,13,14,15,28,150,139,175]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",305,"","","","","Fire all loaded bolts to rain down over the target area.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/siege_cascade_permafrost/",29
552,"siege_cascade_permafrost_ammo","Load Hailstorm Rounds","Passively generate bolts of ice at a frequency equal to reload time, up to a cap. Activate to [Ammunition|Load] the accumulated bolts into your [Crossbow]. All loaded bolts are fired at once, causing them to rain down over the target area.",457,"Art/2DArt/SkillIcons/SiegeCascadePermafrost.dds","[1,23,24]","[116,129,0,139]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","Metadata/Monsters/Companions/AIScripts/CrossbowAmmoGeneric.ais","","",1,"Load ice bolts that have been generated passively.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/siege_cascade_permafrost_ammo/",29
553,"siege_cascade_stormblast","Stormblast Bolts","Aims skyward and fires charged bolts that land around the target location, dealing damage and lodging in the ground for a duration. [Detonator] Skills will cause these bolts to explode. Can fire a limited number of bolts before needing to reload.",734,"Art/2DArt/SkillIcons/SiegeCascadeStormblast.dds","[1,2]","[0,40,7,61,10,115,13,14,15,29,139,8]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",320,"","","","","Fire explosive lightning bolts into the air.",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/siege_cascade_stormblast/statset_0/",29
554,"siege_cascade_stormblast_ammo","Load Stormblast Bolts","[Ammunition|Load your Crossbow] with charged bolts that land around the target location and explode if hit by a [Detonator] Skill. Using this skill again reloads the clip.",457,"Art/2DArt/SkillIcons/SiegeCascadeStormblast.dds","[1,23,24]","[116,129,0,139]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","Metadata/Monsters/Companions/AIScripts/CrossbowAmmoGeneric.ais","","",1,"Load explosive lighting bolts.",0,"Metadata/StatDescriptions/skill_stat_descriptions/",29
555,"axe_chop","[DNT-UNUSED] Axe Chop","[DNT-UNUSED] Bring your axe down in a sweeping slash, creating a slash along a line in the ground, with a chance to cause bleeding.",50,"Art/2DArt/SkillIcons/passives/axedmg.dds","[1,2]","[0,20,19]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",7
556,"axe_slash","[DNT-UNUSED] Axe Slash","[DNT-UNUSED] Step forward and swing your axe, knocking enemies back to drag them with your attack.",50,"Art/2DArt/SkillIcons/passives/damageaxe.dds","[1,2]","[0,20,19]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",7
557,"whirling_assault","Whirling Assault","Advance while hitting enemies around you with a series of spinning [Strike|Strikes].",458,"Art/2DArt/SkillIcons/MonkWhirlingAssault.dds","[1,2,31]","[0,20,19,7,159]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","Art/Videos/SkillExamples/WhirlingAssault.bk2",94,"","","",1,"Rapidly [Strike] enemies as you spin forward.",0,"Metadata/StatDescriptions/skill_stat_descriptions/",19
558,"double_slam","Rolling Slam","[Slam|Slam] the ground to [Stun|Stun] enemies and [Knockback|knock them away], then continue forward and perform a devastating second [Slam|Slam]. Holding down the skill input allows you to change direction as you move.",459,"Art/2DArt/SkillIcons/BruteDoubleSlam.dds","[1,11,31]","[0,19,91,7]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","Metadata/Monsters/Totems/PlayerAIScripts/GenericTotemAI.ais","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",100,"","","",1,"Perform a double [Slam] as you jump forward.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/double_slam/",1
559,"escape_shot","Escape Shot","Leap backwards and fire an arrow which can [Chill] or [Freeze|Freeze] enemies around the location you escaped from.",460,"Art/2DArt/SkillIcons/RangerFrostEscapeShot.dds","[1,2]","[0,40,28,7,10,61,89,112,161,175,184,191,199]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",242,"","","",1,"Leap backwards and fire an ice arrow where you left.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/escape_shot/",23
560,"energy_release","[DNT-UNUSED] Energy Release","[DNT-UNUSED] Lightning hits all the Socked Enemies",49,"Art/2DArt/SkillIcons/passives/lightningint.dds","[1,2]","[1,6,13,14,15,18,21,30,29,69]","","",1,"","",25,1,[],[],[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
561,"channelled_slam","Supercharged Slam","Channel to charge up a heavy swing, drawing earth from the ground to enlarge your mace. Release to [Slam|Slam] the ground, dealing damage in an area around the impact, followed by [Aftershock|Aftershocks] dealing damage in a larger area.",461,"Art/2DArt/SkillIcons/BruteSuperchargedSlam.dds","[1,18,17]","[0,7,47,19,91,158,186]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","Metadata/Monsters/Totems/PlayerAIScripts/SuperchargedSlamTotem.ais","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",99,"","","",1,"Wind up a massive [Slam] that causes several [Aftershock|Aftershocks].",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/channelled_slam/statset_0/",3
562,"gale_strike","Wind Blast","Batter enemies at range by generating a gust of wind as you swing. Enemies will be [Knockback|Knocked Back] based on how close they are to you.",766,"Art/2DArt/SkillIcons/MonkGaleStrikeSwing.dds","[1,2]","[0,19,7,159]","","",1,"GaleStrike","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","Art/Videos/SkillExamples/GaleStrike.bk2",96,"","","",1,"[Knockback|Knock Back] and damage enemies with a gust of wind.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/gale_strike/",19
563,"evasive_strike","[DNT-UNUSED] Evasive Strike","[DNT-UNUSED] Leap back before dashing forward, taking out enemies in a path.",50,"Art/2DArt/SkillIcons/passives/clawsofthepride.dds","[1,2]","[0,20,19,91]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",15
564,"blade_dance","[DNT-UNUSED] Blade Dance","[DNT-UNUSED] Perform a slashing attack that moves you through the battlefield, slicing all around you.",50,"Art/2DArt/SkillIcons/DoubleSlash.dds","[1,2]","[0,20,19,91]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",4
565,"claw_rake","[DNT-UNUSED] Claw Rake","[DNT-UNUSED] Perform two upwards slashes, causing massive claw marks in the ground.",50,"Art/2DArt/SkillIcons/icondualswing.dds","[1,2]","[0,20,19,91]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",15
566,"spinning_flail","[DNT-UNUSED] Spinning Flail","[DNT-UNUSED] Advance forward, striking enemies around you with whirling swings of your flail.",530,"Art/2DArt/SkillIcons/passives/StaffNodeDefensive.dds","[1,2]","[0,20,47,19]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",27
567,"volcanic_fissure","Volcanic Fissure","[Slam|Slam] the ground, creating a winding fissure that deals damage as it travels and remains for a duration. Using a different [Slam] on a fissure will cause an [Aftershock], which spreads to all connected fissures.",462,"Art/2DArt/SkillIcons/BruteVolcanicFissure.dds","[1,2,20]","[0,7,19,91,27,8,150,164,143]","","",1,"","",25,1,[],[],[],1,1,[],8,8,"","Metadata/Monsters/Totems/PlayerAIScripts/GenericTotemAI.ais","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",226,"","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/volcanic_fissure/",1
568,"frozen_legion","Frozen Legion","This spell consumes multiple cooldown uses to summon icy Statues in a ring. Each Statue uses your Frozen Sweep attack once before vanishing.",463,"Art/2DArt/SkillIcons/FrozenLegion.dds","[1,2]","[1,89,28]","","",1,"","",25,1,"[16609,16610,17434]","[3239,9362,17381]",[],1,1,[16614],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",27
