"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","GenerationType","Families","Stat1Value","i32","Stat2Value","i32","Stat3Value","i32","Stat4Value","i32","SpawnWeight_Tags","SpawnWeight_Values","Tags","GrantedEffectsPerLevel","AuraFlags","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Value","i32","Stat5","FullAreaClear_AchievementItems","AchievementItems","GenerationWeight_Tags","GenerationWeight_Values","ModifyMapsAchievements","IsEssenceOnlyModifier","Stat6Value","i32","Stat6","MaxLevel","bool","CraftingItemClassRestrictions","MonsterOnDeath","i32","HeistAchievements","Heist_SubStatValue1","Heist_SubStatValue2","Heist_Stat0","Heist_Stat1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceType","ImplicitTags","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BuffTemplate","ArchnemesisMinionMod","HASH32","[rid]","i32","[rid]","RadiusJewelType"
7066,"AllSocketsAreWhiteUniqueShieldStrDex7_",3875,2138,1,228,"","","",1,"",3,[1204],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3795840284,[],0,[],3
7067,"PunishmentOnMeleeBlockUniqueShieldInt4",59341,2139,1,1721,"","","",1,"",3,[1205],15,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[582,34,587]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2081725401,[],0,[],3
7068,"TemporalChainsOnProjectileBlockUniqueShieldInt4",46952,2140,1,1722,"","","",1,"",3,[1205],15,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[582,34,587]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",83407760,[],0,[],3
7069,"ElementalWeaknessOnSpellBlockUniqueShieldInt4",18935,2141,1,1723,"","","",1,"",3,[1205],15,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[582,34,587]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3455550464,[],0,[],3
7070,"ImmobileIndestructibleDexMission",43395,2142,1,171,134,"","",3,"",3,[1206],-200,-200,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3697309155,[],0,[],3
7071,"SocketedGemsGetIncreasedItemQuantityUniqueShieldInt4",35805,2143,1,1724,"","","",1,"",3,[1207],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[27],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2285175784,[],0,[],3
7072,"DisablePartyScalingForChests",12459,2144,1,1014,"","","",4,"",3,[1208],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",132724546,[],0,[],3
7073,"MapQuantityAndRarityUniqueMap15",56372,2145,1,1004,1202,"","",6,"",3,[1209],40,60,120,160,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,0,0,30,50,0,0,0,0,0,0,0,0,0,0,0,0,"","",2129306334,[],0,[],3
7074,"MapQuantityAndRarityUniqueMapH",65502,2145,1,1004,1202,"","",6,"",3,[1209],40,60,40,60,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3675202769,[],0,[],3
7075,"MapQuantityAndRarityUniqueMapHUber",26156,2145,1,1004,1202,"","",6,"",3,[1209],80,120,80,120,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3641163563,[],0,[],3
7076,"MapDamageUniqueMapHUber__",5568,819,1,1004,956,"","",6,"",3,[320],0,0,100,100,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2514714659,[],0,[],3
7077,"MapLifeUberMapHUber",21210,815,1,1004,955,"","",6,"",3,[319],0,0,100,100,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4260015920,[],0,[],3
7078,"MapHasOxygenUniqueMap9",47321,2146,1,2415,"","","",6,"",3,[1210],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[584],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",957776335,[],0,[],3
7079,"RaceDaemonTest",39985,2147,1,2354,2355,"","",6,"",3,[1211],30,30,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",944088180,[],0,[],3
7080,"RaceDaemonGalvanicFrost",45149,2147,1,2354,2355,"","",6,"",3,[1211],30,30,2,2,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2734494368,[],0,[],3
7081,"MonsterBloodlinesBeaconOnDeathFire",20348,2148,1,2416,"","","",3,"Flame Bearers",6,[1212],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",671180669,[],0,[],3
7082,"MonsterBloodlinesBeaconOnDeathCold",29163,2148,1,2416,"","","",3,"Frost Bearers",6,[1212],2,2,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2183197643,[],0,[],3
7083,"MonsterBloodlinesBeaconOnDeathLightning",62248,2148,1,2416,"","","",3,"Storm Bearers",6,[1212],3,3,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",194443454,[],0,[],3
7084,"MapBloodlines",27053,2149,1,2414,11547,"","",6,"",3,[1213],1,1,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1214194162,[],0,[],3
7085,"MapBloodlinesLeagueCrafted",9668,2150,0,2414,451,4898,11547,6,"",3,[1213],1,1,0,0,3,3,1,1,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2351475180,[],0,[],3
7086,"HarvestInfusedMapBloodlinesLeagueCrafted",50175,2150,0,2414,451,4898,11547,6,"",3,[1213],1,1,0,0,6,6,1,1,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[35],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",841871826,[],0,[],3
7087,"MonsterBloodlinesUnionOfSouls",49331,2151,1,2417,2418,"","",3,"Union of Souls",6,[1212],10,10,30,30,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1550490841,[],0,[],3
7088,"MonsterBloodlinesShrouded",54790,2152,1,2540,2496,"","",3,"Shrouded",6,[1212],1,1,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,"",772732936,[],0,[],3
7089,"MonsterBloodlinesNecrovigil1",3769,2153,1,2427,"","","",3,"Necrovigil",6,[1212],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1653369909,[],0,[],3
7090,"MonsterBloodlinesPackDeathCountDaemon",11054,2198,1,2434,"","","",3,"Unnamed Bloodline Mod",6,[1212],1,1,0,0,0,0,0,0,[],[],[],[],[],"Metadata/Monsters/Daemons/BloodlinesDeathCountDaemon",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2790755705,[],0,[],3
7091,"VulnerabilityOnBlockUniqueStaff9",18154,2155,1,2411,"","","",1,"",3,[1205],5,5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[582,34,587]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3728120028,[],0,[],3
7092,"VulnerabilityOnBlockUniqueShieldStrDex3",40802,2155,1,2411,"","","",1,"",3,[1205],5,5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[582,34,587]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2019092282,[],0,[],3
7093,"TormentSpiritExperimenter",32321,2157,1,466,451,"","",3,"",3,[1229],50,50,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,"",2859258925,[],0,[],3
7094,"TormentTouchedMonsterExperimenter",32839,2201,1,437,644,142,"",3,"Storm Cultist's Touch",7,[1229],25,25,10,10,25,25,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,605,315,579,313,318,311,580,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4035276994,[],0,[],3
7095,"TormentHauntedMonsterExperimenter",12170,2202,1,437,644,142,"",3,"Storm Cultist's Grip",7,[1229],60,60,25,25,40,40,0,0,[],[],[],[],[],"Metadata/Monsters/Daemon/TormentDaemonStorms",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,605,315,579,313,318,311,580,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1081700339,[],0,[],3
7096,"TormentSpiritBlasphemer",48485,2203,1,"","","","",3,"",3,[1229],0,0,0,0,0,0,0,0,[],[],[],[],[],"Metadata/Monsters/Daemon/TormentDaemonCurses",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4255793359,[],0,[],3
7097,"TormentTouchedMonsterBlasphemer",65256,2204,1,2444,"","","",3,"Blasphemer's Touch",7,[1229],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,587]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2291824242,[],0,[],3
7098,"TormentHauntedMonsterBlasphemer",5014,2205,1,2444,701,1110,1348,3,"Blasphemer's Grip",7,[1229],2,2,1,1,1,1,50,50,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,587]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2636549808,[],0,[],3
7099,"TormentSpiritNecromancer",2219,2206,1,"","","","",3,"",3,[1229],0,0,0,0,0,0,0,0,[],[],[],[],[],"Metadata/Monsters/Daemon/TormentDaemonRagingSpirits",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",516691559,[],0,[],3
7100,"TormentTouchedMonsterNecromancer",13676,2207,1,2468,"","","",3,"Necromancer's Touch",7,[1229],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1706774743,[],0,[],3
7101,"TormentHauntedMonsterNecromancer",59027,2209,1,"","","","",3,"Necromancer's Grip",7,[1229],0,0,0,0,0,0,0,0,[],[],[],[],[],"Metadata/Monsters/Daemon/TormentDaemonNecromancer",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",364770094,[],0,[],3
7102,"TormentSpiritArsonist",32412,2210,1,"","","","",3,"",3,[1229],0,0,0,0,0,0,0,0,[],[],[],[],[],"Metadata/Monsters/Daemon/TormentDaemonBurningTrail",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",904743793,[],0,[],3
7103,"TormentTouchedMonsterArsonistSpirit",28599,2211,1,435,596,138,"",3,"Arsonist's Touch",7,[1229],25,25,10,10,25,25,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,605,315,579,313,318,309,580,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3230117680,[],0,[],3
7104,"TormentHauntedMonsterArsonistSpirit",54864,2212,1,435,596,138,"",3,"Arsonist's Grip",7,[1229],60,60,25,25,40,40,0,0,[],[],[],[],[],"Metadata/Monsters/Daemon/TormentDaemonFirestorm",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,605,315,579,313,318,309,580,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2437629723,[],0,[],3
7105,"TormentSpiritPoisoner",58039,2213,1,"","","","",3,"",3,[1229],0,0,0,0,0,0,0,0,[],[],[],[],[],"Metadata/Monsters/Daemon/TormentDaemonPoisonBombs",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4290518283,[],0,[],3
7106,"TormentTouchedMonsterPoisoner",45818,2214,1,2231,144,"","",3,"Alchemist's Touch",7,[1229],1,1,15,15,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[314,312,580,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3449257837,[],0,[],3
7107,"TormentHauntedMonsterPoisoner",36831,2215,1,474,2231,144,"",3,"Alchemist's Grip",7,[1229],35,35,1,1,30,30,0,0,[],[],[],[],[],"Metadata/Monsters/Daemon/TormentDaemonPoisonNova",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,653,315,314,579,313,312,580,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1668476077,[],0,[],3
7108,"TormentSpiritCorrupter",3532,2216,1,"","","","",3,"",3,[1229],0,0,0,0,0,0,0,0,[],[],[],[],[],"Metadata/Monsters/Daemon/TormentDaemonSummonConstructs",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",76024132,[],0,[],3
7109,"TormentTouchedMonsterCorrupter",62673,2217,1,1856,451,"","",3,"Vaal Cultist's Touch",7,[1229],25,25,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,605,579,313,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1107211567,[],0,[],3
7110,"TormentHauntedMonsterCorrupter",30537,2218,1,2539,"","","",3,"Vaal Cultist's Grip",7,[1229],1,1,0,0,0,0,0,0,[],[],[],[],[],"Metadata/Monsters/Daemon/TormentDaemonUseVaalSkills",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[322],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2350906198,[],0,[],3
7111,"TormentSpiritCharlatanRegenerationAura",4876,2219,1,439,"","","",3,"",3,[1229],150,150,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,"",2226100131,[],0,[],3
7112,"TormentSpiritCharlatanDegenerationAura",39997,2220,1,2493,"","","",3,"",3,[1229],240,240,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,"",1901129069,[],0,[],3
7113,"TormentTouchedMonsterCharlatan",11629,2101,1,26,2289,"","",3,"Charlatan's Touch",7,[1229],15,15,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,315,579,313,319,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",497889472,[],0,[],3
7114,"TormentHauntedMonsterCharlatan",58233,2221,1,2289,"","","",3,"Charlatan's Grip",7,[1229],1,1,0,0,0,0,0,0,[],[],[],[],[],"Metadata/Monsters/Daemon/TormentDaemonSummonBloodElementals",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[315,313,319,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2534503528,[],0,[],3
7115,"TormentSpiritThug",55637,2222,1,118,698,"","",3,"",3,[1229],30,30,20,20,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",26138843,[],0,[],3
7116,"TormentTouchedMonsterThug",20612,2222,1,118,698,"","",3,"Thug's Touch",7,[1229],25,25,20,20,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",625309121,[],0,[],3
7117,"TormentHauntedMonsterThug",18559,2223,1,118,698,423,"",3,"Thug's Grip",7,[1229],50,50,20,20,125,125,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",795502357,[],0,[],3
7118,"TormentSpiritRogue",37124,2224,1,171,698,"","",3,"",3,[1229],30,30,-20,-20,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3603974100,[],0,[],3
7119,"TormentTouchedMonsterRogue",39138,2225,1,171,698,6976,"",3,"Rogue's Touch",7,[1229],20,20,-20,-20,33,33,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2572812728,[],0,[],3
7120,"TormentHauntedMonsterRogue",31872,2226,1,171,698,6976,"",3,"Rogue's Grip",7,[1229],30,30,-20,-20,33,33,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",569466225,[],0,[],3
7121,"TormentHauntedMonsterRogue2",6189,2234,1,70,210,171,"",3,"",7,[1229],30,30,30,30,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2977933650,[],0,[],3
7122,"TormentTouchedMonsterFisherman",48887,2227,1,"","","","",3,"Fisherman's Touch",7,[1229],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1662508512,[],0,[],3
7123,"TormentHauntedMonsterFisherman",38962,2227,1,"","","","",3,"Fisherman's Grip",7,[1229],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3829038088,[],0,[],3
7124,"TormentSpiritLibrarian",35824,2228,1,"","","","",3,"",3,[1229],0,0,0,0,0,0,0,0,[],[],[],[],[],"Metadata/Monsters/Daemon/TormentDaemonBookTornados",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3765267357,[],0,[],3
7125,"TormentTouchedMonsterLibrarian",8464,2229,1,2498,"","","",3,"Seditionist's Touch",7,[1229],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,587]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2616900330,[],0,[],3
7126,"TormentHauntedMonsterLibrarian",23766,2230,1,2507,2508,2516,"",3,"Seditionist's Grip",7,[1229],3,5,3,5,1,1,0,0,[],[],[],[],[],"Metadata/Monsters/Daemon/TormentDaemonMultiBookTornados",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2635186631,[],0,[],3
7127,"DarkshrineWisdomScrolls",64478,2230,1,2507,2508,2516,"",3,"",3,[1229],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4056418838,[],0,[],3
7128,"TormentSpiritCutthroat",58077,2231,1,26,"","","",3,"",3,[1229],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,"",3280675158,[],0,[],3
7129,"TormentTouchedMonsterCutthroat",38390,2232,1,26,"","","",3,"Cutthroat's Touch",7,[1229],23,23,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",379093870,[],0,[],3
7130,"TormentHauntedMonsterCutthroat",26910,2233,1,26,70,"","",3,"Cutthroat's Grip",7,[1229],18,18,30,30,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,"",4149911108,[],0,[],3
7131,"TormentSpiritThief",61375,2235,1,7,8,"","",3,"",3,[1229],1,1,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2386649598,[],0,[],3
7132,"TormentTouchedMonsterThief",287,2236,1,2497,"","","",3,"Thief's Touch",7,[1229],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3611940438,[],0,[],3
7133,"TormentHauntedMonsterThief",11564,2237,1,2426,1871,2497,2509,3,"Thief's Grip",7,[1229],100,100,100,100,20,20,5,10,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[578,20,577,576,607,323]",1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,"","",3675256355,[],0,[],3
7134,"TormentSpiritSpy",53874,2238,1,"","","","",3,"",3,[1229],0,0,0,0,0,0,0,0,[],[],[],[],[],"Metadata/Monsters/Daemon/TormentDaemonSmokeTrail",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1994892437,[],0,[],3
