"rownum","Id","bool","i32","Name","AOFiles","bool","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","[rid]","string","i32","i32","bool","rid","rid","bool","bool","[string]","bool","[string]","bool","bool","bool","i32","i32","rid","bool"
1015,"Metadata/Chests/BetrayalChests/HardModeExpeditionScarab1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1399324672,2,-16908288,-16843010,-16843010,-16843010,65278,0,1744830464,595,0,0,1744830464,595,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1744830464,595,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1016,"Metadata/Chests/BetrayalChests/HardModeExpeditionScarab2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1407451136,2,-16908288,-16843010,-16843010,-16843010,65278,0,-469762048,595,0,0,-469762048,595,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-469762048,595,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1017,"Metadata/Chests/BetrayalChests/HardModeExpeditionScarab3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1415577600,2,-16908288,-16843010,-16843010,-16843010,65278,0,1610612736,596,0,0,1610612736,596,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1610612736,596,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1018,"Metadata/Chests/BetrayalChests/HardModeExpeditionScarab4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1423704064,2,-16908288,-16843010,-16843010,-16843010,65278,0,-603979776,596,0,0,-603979776,596,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-603979776,596,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1019,"Metadata/Chests/BetrayalChests/HardModeBreachScarab1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1431306240,2,-16908288,-16843010,-16843010,-16843010,65278,0,1342177280,597,0,0,1342177280,597,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1342177280,597,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1020,"Metadata/Chests/BetrayalChests/HardModeBreachScarab2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1438908416,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1006632960,597,0,0,-1006632960,597,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1006632960,597,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1021,"Metadata/Chests/BetrayalChests/HardModeBreachScarab3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1446510592,2,-16908288,-16843010,-16843010,-16843010,65278,0,939524096,598,0,0,939524096,598,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,939524096,598,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1022,"Metadata/Chests/BetrayalChests/HardModeBreachScarab4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1454112768,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1409286144,598,0,0,-1409286144,598,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1409286144,598,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1023,"Metadata/Chests/BetrayalChests/HardModeElderScarab1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1461583872,2,-16908288,-16843010,-16843010,-16843010,65278,0,503316480,599,0,0,503316480,599,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,503316480,599,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1024,"Metadata/Chests/BetrayalChests/HardModeElderScarab2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1469054976,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1879048192,599,0,0,-1879048192,599,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1879048192,599,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1025,"Metadata/Chests/BetrayalChests/HardModeElderScarab3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1476526080,2,-16908288,-16843010,-16843010,-16843010,65278,0,33554432,600,0,0,33554432,600,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,33554432,600,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1026,"Metadata/Chests/BetrayalChests/HardModeElderScarab4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1483997184,2,-16908288,-16843010,-16843010,-16843010,65278,0,1946157056,600,0,0,1946157056,600,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1946157056,600,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1027,"Metadata/Chests/BetrayalChests/HardModeTormentScarab1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1491730432,2,-16908288,-16843010,-16843010,-16843010,65278,0,-369098752,600,0,0,-369098752,600,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-369098752,600,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1028,"Metadata/Chests/BetrayalChests/HardModeTormentScarab2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1499463680,2,-16908288,-16843010,-16843010,-16843010,65278,0,1610612736,601,0,0,1610612736,601,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1610612736,601,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1029,"Metadata/Chests/BetrayalChests/HardModeTormentScarab3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1507196928,2,-16908288,-16843010,-16843010,-16843010,65278,0,-704643072,601,0,0,-704643072,601,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-704643072,601,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1030,"Metadata/Chests/BetrayalChests/HardModeTormentScarab4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1514930176,2,-16908288,-16843010,-16843010,-16843010,65278,0,1275068416,602,0,0,1275068416,602,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1275068416,602,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1031,"Metadata/Chests/BetrayalChests/HardModeBlightScarab1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1522532352,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1073741824,602,0,0,-1073741824,602,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1073741824,602,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1032,"Metadata/Chests/BetrayalChests/HardModeBlightScarab2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1530134528,2,-16908288,-16843010,-16843010,-16843010,65278,0,872415232,603,0,0,872415232,603,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,872415232,603,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1033,"Metadata/Chests/BetrayalChests/HardModeBlightScarab3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1537736704,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1476395008,603,0,0,-1476395008,603,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1476395008,603,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1034,"Metadata/Chests/BetrayalChests/HardModeBlightScarab4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1545338880,2,-16908288,-16843010,-16843010,-16843010,65278,0,469762048,604,0,0,469762048,604,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,469762048,604,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1035,"Metadata/Chests/BetrayalChests/HardModeWhiteSockets1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,40,1552941056,2,-16908288,-16843010,-16843010,-16843010,33619710,0,-1879048192,604,0,0,-1342177280,604,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1342177280,604,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,4000,"",1
1036,"Metadata/Chests/BetrayalChests/HardModeWhiteSockets2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,50,1562640384,2,-16908288,-16843010,-16843010,-16843010,33619710,0,603979776,605,0,0,1140850688,605,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1140850688,605,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,5000,"",1
1037,"Metadata/Chests/BetrayalChests/HardModeWhiteSockets3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,60,1572339712,2,-16908288,-16843010,-16843010,-16843010,33619710,0,-1207959552,605,0,0,-671088640,605,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-671088640,605,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,6000,"",1
1038,"Metadata/Chests/BetrayalChests/HardModeWhiteSockets4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,1582039040,2,-16908288,-16843010,-16843010,-16843010,33619710,0,1275068416,606,0,0,1811939328,606,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1811939328,606,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,7000,"",1
1039,"Metadata/Chests/BetrayalChests/HardModeFractured1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1591345152,2,-16908288,-16843010,-16843010,-16843010,33619710,0,-637534208,606,0,0,-100663296,606,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-100663296,606,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,3000,"",1
1040,"Metadata/Chests/BetrayalChests/HardModeFractured2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,40,1600651264,2,-16908288,-16843010,-16843010,-16843010,33619710,0,1744830464,607,0,0,-2013265920,607,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2013265920,607,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,4000,"",1
1041,"Metadata/Chests/BetrayalChests/HardModeFractured3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,50,1609957376,2,-16908288,-16843010,-16843010,-16843010,33619710,0,-167772160,607,0,0,369098752,608,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,369098752,608,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,5000,"",1
1042,"Metadata/Chests/BetrayalChests/HardModeFractured4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,60,1619263488,2,-16908288,-16843010,-16843010,-16843010,33619710,0,-2080374784,608,0,0,-1543503872,608,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1543503872,608,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,6000,"",1
1043,"Metadata/Chests/BetrayalChests/HardModeMaxSockets1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1628700672,2,-16908288,-16843010,-16843010,-16843010,33619710,0,335544320,609,0,0,872415232,609,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,872415232,609,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,3000,"",1
1044,"Metadata/Chests/BetrayalChests/HardModeMaxSockets2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,40,1638137856,2,-16908288,-16843010,-16843010,-16843010,33619710,0,-1543503872,609,0,0,-1006632960,609,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1006632960,609,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,4000,"",1
1045,"Metadata/Chests/BetrayalChests/HardModeMaxSockets3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,50,1647575040,2,-16908288,-16843010,-16843010,-16843010,33619710,0,872415232,610,0,0,1409286144,610,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1409286144,610,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,5000,"",1
1046,"Metadata/Chests/BetrayalChests/HardModeMaxSockets4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,60,1657012224,2,-16908288,-16843010,-16843010,-16843010,33619710,0,-1006632960,610,0,0,-469762048,610,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-469762048,610,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,6000,"",1
1047,"Metadata/Chests/BetrayalChests/HardModeLinkedSockets1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1666842624,2,-16908288,-16843010,-16843010,-16843010,33619710,0,1509949440,611,0,0,2046820352,611,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2046820352,611,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,3000,"",1
1048,"Metadata/Chests/BetrayalChests/HardModeLinkedSockets2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,40,1676673024,2,-16908288,-16843010,-16843010,-16843010,33619710,0,-268435456,611,0,0,268435456,612,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,268435456,612,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,4000,"",1
1049,"Metadata/Chests/BetrayalChests/HardModeLinkedSockets3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,50,1686503424,2,-16908288,-16843010,-16843010,-16843010,33619710,0,-2046820352,612,0,0,-1509949440,612,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1509949440,612,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,5000,"",1
1050,"Metadata/Chests/BetrayalChests/HardModeLinkedSockets4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,60,1696333824,2,-16908288,-16843010,-16843010,-16843010,33619710,0,469762048,613,0,0,1006632960,613,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1006632960,613,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,6000,"",1
1051,"Metadata/Chests/BetrayalChests/HardModeHighRarity1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,40,1705771008,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-1409286144,613,0,0,-1140850688,613,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1140850688,613,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,4000,"",1
1052,"Metadata/Chests/BetrayalChests/HardModeHighRarity2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,50,1714159616,2,-16908288,-16843010,-16843010,-16843010,16842494,0,738197504,614,0,0,1006632960,614,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1006632960,614,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,5000,"",1
1053,"Metadata/Chests/BetrayalChests/HardModeHighRarity3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,60,1722548224,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-1409286144,614,0,0,-1140850688,614,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1140850688,614,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,6000,"",1
1054,"Metadata/Chests/BetrayalChests/HardModeHighRarity4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,1730936832,2,-16908288,-16843010,-16843010,-16843010,16842494,0,738197504,615,0,0,1006632960,615,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1006632960,615,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,7000,"",1
1055,"Metadata/Chests/SynthesisChests/SynthesisChestFracturedItems1",1,4,"Fractured Chest","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]",1,35,1750335488,2,-16908288,-16843010,-16843010,-16843010,50396926,0,1409286144,616,0,0,-2080374784,616,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2080374784,616,-33554432,-16843010,-16843010,-16843010,-2063663362,616,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
1056,"Metadata/Chests/SynthesisChests/SynthesisChestFracturedItems2",1,4,"Flawless Fractured Chest","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]",1,35,1769865216,2,-16908288,-16843010,-16843010,-16843010,50396926,0,2113929216,617,0,0,-1375731712,617,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1375731712,617,-33554432,-16843010,-16843010,-16843010,-2063663362,616,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
1057,"Metadata/Chests/SynthesisChests/SynthesisChestFracturedItems3",1,4,"Perfect Fractured Chest","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]",1,35,1785069568,2,-16908288,-16843010,-16843010,-16843010,16842494,0,1711276032,618,0,0,1979711488,618,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1979711488,618,-33554432,-16843010,-16843010,-16843010,-2063663362,616,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
1058,"Metadata/Chests/SynthesisChests/SynthesisChestFracturedItemsArmour1",1,4,"Fractured Chest","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]",1,35,1795686400,2,-16908288,-16843010,-16843010,-16843010,50396926,0,134217728,619,0,0,939524096,619,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,939524096,619,-33554432,-16843010,-16843010,-16843010,-2063663362,616,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
1059,"Metadata/Chests/SynthesisChests/SynthesisChestFracturedItemsArmour2",1,4,"Flawless Fractured Chest","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]",1,35,1808400384,2,-16908288,-16843010,-16843010,-16843010,50396926,0,-905969664,619,0,0,-100663296,619,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-100663296,619,-33554432,-16843010,-16843010,-16843010,-2063663362,616,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
1060,"Metadata/Chests/SynthesisChests/SynthesisChestFracturedItemsWeapons1",1,4,"Fractured Chest","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]",1,35,1821245440,2,-16908288,-16843010,-16843010,-16843010,50396926,0,-1912602624,620,0,0,-1107296256,620,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1107296256,620,-33554432,-16843010,-16843010,-16843010,-2063663362,616,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
