"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32_178","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","AtlasGroup","SoundEffect","NameHardmode","NameHardmode (French)","NameHardmode (German)","NameHardmode (Japanese)","NameHardmode (Korean)","NameHardmode (Portuguese)","NameHardmode (Russian)","NameHardmode (Spanish)","NameHardmode (Thai)","NameHardmode (Traditional Chinese)","HasHardmodeAlternate","Stat1ValueHardmode","Stat2ValueHardmode","Stat3ValueHardmode","Stat4ValueHardmode","Stat5ValueHardmode","StatsHardmode","SkillPointsGrantedHardmode","BuffsHardmode","IsAtlasWormhole","DescendancyKey","GrantedEffectsPerLevelHardmode","BrequelSubTree","IsBrequelStartingNode","bool_351","IsBrequelWomb"
3845,"atlas_essence_3_4","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[9938],10,0,0,0,55504,"Remnant of Corruption Essence Chance","Chances de Reliquat de corruption","Chance auf Relikte der Verderbtheit","コラプションレムナントエッセンス出現確率","타락의 유물 에센스 확률","Chance de Remanescente da Corrupção em Essências","Шанс появления Сущности со следом Порчи","Probabilidad de remanente de corrupción de esencias","เอสเซนส์ - โอกาส Remnant of Corruption","遺忘的污染器皿機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Remnant of Corruption Essence Chance","Chances de Reliquat de corruption","Chance auf Relikte der Verderbtheit","コラプションレムナントエッセンス出現確率","타락의 유물 에센스 확률","Chance de Essência Resto de Corrupção","Шанс появления Сущности со следом Порчи","Probabilidad de remanente de corrupción de esencias","เอสเซนส์ - โอกาส Remnant of Corruption","遺忘的污染器皿機率",1,2,0,0,0,0,[9938],0,[],"","","","","","",""
3846,"atlas_essence_3_5","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNotable2.dds","[19942,19943]",1,1,0,0,57336,"Crystal Resonance","Résonance cristalline","Kristallresonanz","結晶の共鳴","결정 공명","Ressonância Cristalina","Кристальный резонанс","Resonancia de cristal","Crystal Resonance","水晶共振",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","Résonance cristalline","Kristallresonanz","結晶の共鳴","","Ressonância Cristalina","Кристальный резонанс","Resonancia de cristal","Crystal Resonance","",1,1,0,0,0,0,[19943],0,[],"","","","","","",""
3847,"atlas_essence_3_6","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[9938],10,0,0,0,2621,"Remnant of Corruption Essence Chance","Chances de Reliquat de corruption","Chance auf Relikte der Verderbtheit","コラプションレムナントエッセンス出現確率","타락의 유물 에센스 확률","Chance de Remanescente da Corrupção em Essências","Шанс появления Сущности со следом Порчи","Probabilidad de remanente de corrupción de esencias","เอสเซนส์ - โอกาส Remnant of Corruption","遺忘的污染器皿機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Remnant of Corruption Essence Chance","Chances de Reliquat de corruption","Chance auf Relikte der Verderbtheit","コラプションレムナントエッセンス出現確率","타락의 유물 에센스 확률","Chance de Essência Resto de Corrupção","Шанс появления Сущности со следом Порчи","Probabilidad de remanente de corrupción de esencias","เอสเซนส์ - โอกาส Remnant of Corruption","遺忘的污染器皿機率",1,2,0,0,0,0,[9938],0,[],"","","","","","",""
3848,"atlas_essence_4_1","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[13757],5,0,0,0,53581,"Imprisoned Monster Additional Essence Chance","Chances de Monstre d'Essence supplémentaire","Chance auf zusätzliche Essenzen von eingeschlossenen Monstern","閉じ込められているモンスター追加エッセンス出現確率","갇힌 몬스터 추가 에센스 확률","Chance Essência Adicional em Monstros Aprisionados","Шанс дополнительной Сущности в заточённых монстрах","Probabilidad de esencia adicional de monstruo aprisionado","เอสเซนส์ - โอกาสเอสเซนส์เพิ่มเติมจากมอนสเตอร์ที่ถูกจองจำ","禁錮怪物額外精髓機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Essence Chance","Chances d'Essence","Chance auf Essenzen","エッセンス出現確率","에센스 확률","Chance de Essência","Шанс появления Сущности","Probabilidad de esencias","เอสเซนส์ - โอกาสเอสเซนส์","精髓機率",1,1,0,0,0,0,[17192],0,[],"","","","","","",""
3849,"atlas_essence_4_2","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[13757],5,0,0,0,34811,"Imprisoned Monster Additional Essence Chance","Chances de Monstre d'Essence supplémentaire","Chance auf zusätzliche Essenzen von eingeschlossenen Monstern","閉じ込められているモンスター追加エッセンス出現確率","갇힌 몬스터 추가 에센스 확률","Chance Essência Adicional em Monstros Aprisionados","Шанс дополнительной Сущности в заточённых монстрах","Probabilidad de esencia adicional de monstruo aprisionado","เอสเซนส์ - โอกาสเอสเซนส์เพิ่มเติมจากมอนสเตอร์ที่ถูกจองจำ","禁錮怪物額外精髓機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Essence Chance","Chances d'Essence","Chance auf Essenzen","エッセンス出現確率","에센스 확률","Chance de Essência","Шанс появления Сущности","Probabilidad de esencias","เอสเซนส์ - โอกาสเอสเซนส์","精髓機率",1,1,0,0,0,0,[17192],0,[],"","","","","","",""
3850,"atlas_essence_4_3","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[13757],5,0,0,0,52648,"Imprisoned Monster Additional Essence Chance","Chances de Monstre d'Essence supplémentaire","Chance auf zusätzliche Essenzen von eingeschlossenen Monstern","閉じ込められているモンスター追加エッセンス出現確率","갇힌 몬스터 추가 에센스 확률","Chance Essência Adicional em Monstros Aprisionados","Шанс дополнительной Сущности в заточённых монстрах","Probabilidad de esencia adicional de monstruo aprisionado","เอสเซนส์ - โอกาสเอสเซนส์เพิ่มเติมจากมอนสเตอร์ที่ถูกจองจำ","禁錮怪物額外精髓機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Essence Chance","Chances d'Essence","Chance auf Essenzen","エッセンス出現確率","에센스 확률","Chance de Essência","Шанс появления Сущности","Probabilidad de esencias","เอสเซนส์ - โอกาสเอสเซนส์","精髓機率",1,1,0,0,0,0,[17192],0,[],"","","","","","",""
3851,"atlas_essence_4_4","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[15691],15,0,0,0,26310,"Crystal Lattice","Structure cristalline","Kristallstruktur","結晶の格子","결정 격자","Estrutura Cristalina","Кристаллическая решётка","Estructura cristalina","Crystal Lattice","水晶格",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","",1,5,0,0,0,0,[15691],0,[],"","","","","","",""
3852,"atlas_expedition_1_1","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14793],4,0,0,0,22530,"Expedition Artifact Quantity","Quantité d'Artéfacts d'Expédition","Menge von Expedition-Artefakten","エクスペディションアーティファクト獲得量","탐험 유물 수량","Quantidade de Artefatos em Expedições","Количество артефактов Экспедиции","Cantidad de artefactos de Expedition","กองสำรวจ - จำนวนโบราณวัตถุ","探險文物數量",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
3853,"atlas_expedition_1_2","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds","[14895,21573]",8,8,0,0,17523,"Expedition Chance","Chances d'Expédition","Chance auf Expeditionen","エクスペディション出現確率","탐험 확률","Chance de Expedição","Шанс встретить экспедицию","Probabilidad de Expedition","กองสำรวจ - โอกาสกองสำรวจ","探險機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Expedition Chance","Chances d'Expédition","Chance auf Expeditionen","エクスペディション出現確率","탐험 확률","Chance de Expedição","Шанс встретить экспедицию","Probabilidad de Expedition","กองสำรวจ - โอกาสกองสำรวจ","探險機率",1,40,0,0,0,0,[17223],0,[],"","","","","","",""
3854,"atlas_expedition_1_3","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds","[14895,21573]",20,20,0,0,29688,"Hunt for Answers","En quête de réponses","Jagd nach Antworten","答え探し","해답을 찾아서","Em Busca de Respostas","Поиск ответов","Búsqueda de respuestas","Hunt for Answers","尋找答案",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Hunt for Answers","En quête de réponses","Jagd nach Antworten","答え探し","해답을 찾아서","Em Busca de Respostas","Поиск ответов","Búsqueda de respuestas","Hunt for Answers","尋找答案",1,100,0,0,0,0,[17223],0,[],"","","","","","",""
3855,"atlas_expedition_1_4","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNotable2.dds","[14498,14499]",35,20,0,0,42414,"Distinguished Demolitionist","Expert en démolitions","Erfahrener Sprengmeister","優れた爆破技師","뛰어난 폭파 전문가","Demolidor Distinto","Выдающийся подрывник","Experto en demoliciones","Distinguished Demolitionist","傑出的拆遷專家",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
3856,"atlas_expedition_3_1","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14760],20,0,0,0,44058,"Explosive Placement Distance","Distance de placement des Explosifs","Sprengstoff-Platzierungsreichweite","爆発物設置距離","폭발물 설치 거리","Distância de Posicionamento de Explosivos","Дальность размещения взрывчатки","Distancia de colocación de explosivos","กองสำรวจ - ระยะวางวัตถุระเบิด","爆裂物放置距離",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","探險機率","",0,0,0,0,0,[],0,[],"","","","","","",""
3857,"atlas_expedition_3_2","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14794],5,0,0,0,59286,"Expedition Vendor Reroll Currency Chance","Chances d'Objets monétaires pour marchands d'Expédition","Chance auf Expedition-Währung, die das Händlerinventar neu befüllt","エクスペディションベンダーリロールカレンシー獲得確率","탐험 상인 무작위 변경 화폐 확률","Chance de Moedas de Re-rolamento de Vendedores Expedition","Шанс найти валюту для обновления ассортимента торговцев Экспедиции","Probabilidad de aleatorizar objetos monetarios de vendedores de Expedition","กองสำรวจ - โอกาสเงินตราสุ่มสินค้า","探險商人重骰通貨機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","探險機率","",0,0,0,0,0,[],0,[],"","","","","","",""
3858,"atlas_expedition_3_3_","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds","[14895,21573]",8,8,0,0,4489,"Expedition Chance","Chances d'Expédition","Chance auf Expeditionen","エクスペディション出現確率","탐험 확률","Chance de Expedição","Шанс встретить экспедицию","Probabilidad de Expedition","กองสำรวจ - โอกาสกองสำรวจ","探險機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Expedition Chance","Chances d'Expédition","Chance auf Expeditionen","エクスペディション出現確率","탐험 확률","Chance de Expedição","Шанс встретить экспедицию","Probabilidad de Expedition","กองสำรวจ - โอกาสกองสำรวจ","探險機率",1,40,0,0,0,0,[17223],0,[],"","","","","","",""
3859,"atlas_expedition_3_4","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds",[14794],5,0,0,0,47572,"Expedition Vendor Reroll Currency Chance","Chances d'Objets monétaires pour marchands d'Expédition","Chance auf Expedition-Währung, die das Händlerinventar neu befüllt","エクスペディションベンダーリロールカレンシー獲得確率","탐험 상인 무작위 변경 화폐 확률","Chance de Moedas de Re-rolamento de Vendedores Expedition","Шанс найти валюту для обновления ассортимента торговцев Экспедиции","Probabilidad de aleatorizar objetos monetarios de vendedores de Expedition","กองสำรวจ - โอกาสเงินตราสุ่มสินค้า","探險商人重骰通貨機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
3860,"atlas_expedition_3_5","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNotable3.dds","[14758,14894]",30,2,0,0,42276,"Ancient Writings","Écrits anciens","Uralte Schriften","古代の典籍","고대의 저술","Escritas Antigas","Древние письмена","Escritos antiguos","Ancient Writings","古文",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Ancient Writings","Écrits anciens","Uralte Schriften","古代の典籍","고대의 저술","Escrituras Antigas","Древние письмена","Escritos antiguos","Ancient Writings","古文",1,2,0,0,0,0,[14894],0,[],"","","","","","",""
3861,"atlas_expedition_3_6","Art/2DArt/SkillIcons/passives/AtlasTrees/ExpeditionNode1.dds","[14794,14760]",3,10,0,0,54109,"Explosive Placement Distance and Vendor Reroll Currency Chance","Distance de placement des Explosifs et chances d'Objets monétaires pour marchands d'Expédition","Chance auf Expedition-Währung, die das Händlerinventar neu befüllt","爆発物設置距離およびベンダーリロールカレンシー獲得確率","폭발물 설치 거리 및 상인 무작위 변경 화폐 확률","Distância de Posicionamento de Explosivos e Chance de Moedas de Re-rolamento de Vendedores","Шанс найти валюту для обновления ассортимента торговцев Экспедиции и дальность размещения взрывчатки","Distancia de colocación de explosivos y probabilidad de aleatorizar objetos monetarios de vendedores","กองสำรวจ - ระยะวางวัตถุระเบิดและโอกาสเงินตราสุ่มสินค้า","爆裂物放置距離和商人重骰通貨機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","探險機率","",0,0,0,0,0,[],0,[],"","","","","","",""
