"rownum","Id","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Invisible","Removable","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","StatsKeys","CancelOnDeath","i32_43","ShowCount","Maximum_StatsKey","Current_StatsKey","bool_80","i32_81","BuffVisualsKey","bool_101","bool_102","BuffCategory","bool_107","bool_108","bool_109","bool_110","BuffLimit","bool_115","Id2","IsRecovery","bool_125","MinStat","bool_142","UIStackMode","bool_147","IsSkillBuff","i32_149","[i32]_153","bool_169","bool_170","MultiPartAchievement","bool_187","Stats2","GrantedFlags","GrantedStats","ConditionStats","bool_252","bool_253","bool_254","bool_255","bool_256","rid_257","[i32]_273","string_289","string_289 (French)","string_289 (German)","string_289 (Japanese)","string_289 (Korean)","string_289 (Portuguese)","string_289 (Russian)","string_289 (Spanish)","string_289 (Thai)","string_289 (Traditional Chinese)","[rid]_297","bool_313"
1326,"player_physical_damage_aura","You will take more physical damage from all sources. This effect will become more powerful as you stay in this aura longer.","Vous subissez Davantage de Dégâts physiques. Plus vous restez dans cette aura, plus ce malus est puissant.","Ihr erleidet mehr physischen Schaden jeden Ursprungs. Dieser Effekt wird stärker, je länger Ihr Euch in dieser Aura aufhaltet.","全てのソースからの受ける物理ダメージが上昇。この効果はオーラ内にとどまるとより強力になる。","모든 요인으로 받는 물리 피해가 증폭합니다. 이 오라 속에 오래 있을수록 효과가 더욱 강력해집니다.","Você recebe mais dano físico de todas as fontes. Esse efeito se tornará mais poderoso quanto mais tempo você ficar nesta áurea. ","Вы получаете больше физического урона из всех источников. Эффект усиливается тем больше, чем дольше вы стоите в этой области.","Recibirás más daño físico de todas las fuentes. Este efecto será más poderoso cuanto más tiempo permanezcas dentro de esta aura.","คุณจะได้รับความเสียหาย กายภาพ เพิ่มขึ้น อีก จากทุกแหล่ง ผลของบัฟนี้จะรุนแรงขึ้นเรื่อยๆ ถ้าคุณยังอยู่ในออร่านี้","你將承受更多所有來源的物理傷害。你待在此光環越久，效果就越強大。","","","Pride","Fierté ","Stolz","プライド","자부심","Orgulho","Достоинство","Orgullo","โอหัง","驕傲","[9881,1037,5305]",1,3,"","","","",36,1092,1,"",2,"",1,1,"",0,"","PhysicalDamageAura","",1,"","",5,"",1,0,[],"","",[],"",[],[],"[9881,1037,5305]",[],"","","","","","",[],"","","","","","","","","","",[],""
1327,"flask_draining_lasso","You are being slowed by Aukuna's Lasso and are losing flask charges! Run away to break the tether.","Vous êtes Ralenti et vous perdez des charges de Flacon ! Éloignez-vous suffisamment pour rompre le lien.","Ihr werdet durch Aukunas Lasso verlangsamt und verliert Fläschchenfüllungen! Lauft weg, um die Verbindung zu unterbrechen.","アウクナの投げ縄により減速しフラスコのチャージを失っている！逃げて縄を切れ。","아우카나의 올가미 밧줄에 걸려 움직임이 느려지고 플라스크 충전 소모량이 유실되고 있습니다! 멀리 달아나 밧줄을 끊으십시오.","Você está sendo desacelerado pelo Laço de Aukuna e está perdendo cargas de frasco!","Лассо Аукуны замедляет вас и вынуждает терять заряды флакона! Отбегите, чтобы разорвать путы.","¡Estás siendo ralentizado por el Lazo de Aukuna y pierdes cargas de frasco! Aléjate para romper la unión.","คุณถูกทำให้เชื่องช้าโดย บ่วงของออคูนา และคุณกำลังสูญเสียชาร์จขวดยา! วิ่งหนีออกมาเพื่อทำลายบ่วง","你被奧庫納的枷鎖緩速並正在失去藥劑充能！快遠離掙脫。","","","Aukuna's Lasso","Lasso d'Aukuna ","Aukunas Lasso","アウクナの投げ縄","아우카나의 올가미 밧줄","Laço de Aukuna","Лассо Аукуны","Lazo de Aukuna","บ่วงของออคูนา","奧庫納的枷鎖","[9705,9704]",1,3,"","","","",36,1109,1,"",2,"",1,1,"",0,"","FlaskDrainingDebuff","","","","",5,"","",0,[],"","",[],"",[],[],"[9705,9704]",[],"","","","","","",[],"","","","","","","","","","",[],""
1328,"attached_retract_arrow","You have been punctured by Lioneye's Arrows. It will cause Bleeding and Maim when he retracts them out of you.","Les flèches d'Œil de Lion vous transpercent ; vous subirez Saignement et Mutilation lorsqu'il les retirera de votre corps.","Ihr wurdet von Löwenauges Pfeilen durchstoßen, die Bluten und Verstümmeln verursachen, wenn er sie von Euch entfernt.","ライオンアイの矢で貫かれている。ライオンアイにより引き抜かれた際、出血および重傷状態になる。","라이온아이의 화살에 맞았습니다. 화살이 빼내질 때, 출혈과 힘줄 절단이 발생합니다.","Você foi perfurado pelas flechas de Lioneye. Isso fará com que você Sangre e seja Mutilado quando ele as removê-las de você.","Вас пронзили стрелы Львиного глаза. Когда он извлечет из вас стрелы, это вызовет кровотечение и увечье.","Te han perforado las flechas de Lioneye. Sufrirás Sangrado y estarás Lisiado cuando te las quite.","คุณถูก ศรของไลออนอาย ปัก ซึ่งมันจะสร้างสถานะ เลือดไหลและขาหัก เมื่อเขาดึงศรเหล่านั้นออกจากตัวคุณ","你被獅眼之矢刺中。當他將箭矢拔出時，會使你流血並癱瘓。","","","Lioneye's Arrows","Flèches d'Œil de Lion ","Löwenauges Pfeile","ライオンアイの矢","라이온아이의 화살","Flechas de Lioneye","Стрелы Львиного глаза","Flechas de Lioneye","ศรของไลออนอาย","獅眼之矢",[],1,4,1,"",9708,"",36,1098,1,"",2,"",1,1,"",0,"","AttachedRetractArrow","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
1329,"soulrend_physical","You are taking Physical Damage over time","Vous subissez des Dégâts physiques sur la durée.","Ihr erleidet physischen Schaden über Zeit.","物理継続ダメージを受けている","지속 물리 피해를 받고 있습니다","Você está sofrendo Dano Físico degenerativo.","Вы получаете постепенный физический урон","Recibes daño degenerativo físico","คุณได้รับความเสียหาย กายภาพ ต่อเนื่อง","你正在承受物理持續傷害","","","Soulrend","Déchirure d'âme ","Seelenriss","ソウルレンド","영혼 분리","Rasgalma","Разрыв души","Desgarrador de almas","ฉีกวิญญาณ","靈體撕裂",[355],1,3,"","","",1,36,1023,1,"",2,"",1,1,"",0,"","SoulrendDebuff","","","","",5,"","",0,[],"","",[],"",[],[],[355],[],"","","","","","",[],"","","","","","","","","","",[],""
1330,"generic_monster_enrage_invisible","","","","","","","","","","",1,"","Enrage","Enragement ","Erzürnen","激怒","격앙","Enfurecer","Исступление","Enfurecimiento","เดือดดาล","激怒","[179,70,24,479,218]",1,3,"","","","",36,0,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[179,70,24,479,218]",[],"","","","","","",[],"","","","","","","","","","",[],""
1331,"elemental_ailments_go_to_owner","","","","","","","","","","",1,"","","","","","","","","","","",[9740],1,3,"","","","",36,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[9740],[],"","","","","","",[],"","","","","","","","","","",[],""
1332,"necromancer_skeleton_buff","","","","","","","","","","",1,"","","","","","","","","","","","[179,70]",1,3,"","","","",36,1101,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[179,70]",[],"","","","","","",[],"","","","","","","","","","",[],""
1333,"champion_planted_banner_regen_aura","","","","","","","","","","",1,"","","","","","","","","","","",[453],1,3,"","","","",36,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[453],[],"","","","","","",[],"","","","","","","","","","",[],""
1334,"number_of_endurance_charges_lost_recently","","","","","","","","","","",1,"","","","","","","","","","","",[],"",3,"","","",1,36,0,1,"",18,"","","","",0,1,"ActionRecentlyCounterBuff","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
1335,"berserker_warcry","","","","","","","","","","",1,"","","","","","","","","","","","[24,70]",1,3,"","","",1,36,0,1,"",18,"",1,1,"",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],"[24,70]",[],"","","","","","",[],"","","","","","","","","","",[],""
1336,"bane_of_legends_movement_speed","","","","","","","","","","",1,"","","","","","","","","","","",[179],1,3,"","","",1,36,0,1,"",18,"",1,1,"",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],[179],[],"","","","","","",[],"","","","","","","","","","",[],""
1337,"bane_of_legends_attack_speed","","","","","","","","","","",1,"","","","","","","","","","","",[70],1,3,"","","",1,36,0,1,"",18,"",1,1,"",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],[70],[],"","","","","","",[],"","","","","","","","","","",[],""
1338,"slayer_crit_multi_aura","Your critical strike multiplier is lower while near a Slayer.","La présence d'un Sanguinaire réduit votre Multiplicateur de Coup critique.","Euer Multiplikator für kritische Treffer ist niedriger, während Ihr Euch in der Nähe eines Schlächters befindet.","スレイヤーによりクリティカルダメージ倍率が下がっている。","슬레이어 근처에 있으면 치명타 피해 배율이 감소합니다.","Seu multiplicador de acerto crítico é mais baixo perto de um Executor.","Ваш множитель критического удара уменьшен, пока рядом с вами находится Рубака.","Tu multiplicador de golpe crítico es más bajo cuando estás cerca de un Verdugo.","ตัวคุณคริติคอลของคุณ ลดลง ขณะที่อยู่ใกล้ Slayer","在處刑者附近暴擊加成降低。","","","Overwhelm","Prédominance ","Überwältigen","圧倒","압도","Sobrecarregar","Подавление","Agobiar","ท่วมท้น","鎮壓",[95],"",3,"","","","",36,1106,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[95],[],"","","","","","",[],"","","","","","","","","","",[],""
1339,"flicker_strike_speed_boost","You have increased Movement Speed","Vous bénéficiez d'une Augmentation de Vitesse de déplacement.","Ihr verfügt über erhöhte Bewegungsgeschwindigkeit.","移動スピードが増加。","이동 속도가 증가합니다","Você tem Velocidade de Movimento Aumentada","Ваша скорость передвижения повышена","Tienes velocidad de movimiento aumentada.","คุณมีความเร็วในการเคลื่อนที่ เพิ่มขึ้น","你增加移動速度","",1,"Flicker Strike","Frappe fulgurante ","Flimmerschlag","フリッカーストライク","점멸 타격","Golpe Súbito","Внезапный удар","Golpe repentino","ฟาดพริบตา","閃現打擊",[179],1,2,"","","","",36,1107,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[179],[],"","","","","","",[],"","","","","","","","","","",[],""
1340,"fidelitas_lightning_charged","","","","","","","","","","",1,"","","","","","","","","","","","[661,56]","",3,"","","","",36,1108,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[661,56]",[],"","","","","","",[],"","","","","","","","","","",[],""
1341,"screech_snipe_debuff","You are affected by Aukuna's Hunt. Aukuna will fire additional projectiles at you. Keep moving!","Aukuna s'apprête à tirer des projectiles supplémentaires dans votre direction. Ne restez pas immobile !","Ihr steht unter dem Einfluss von Aukunas Jagd. Aukuna wird zusätzliche Projektile auf Euch feuern. Bleibt in Bewegung!","アウクナの狩りの影響下。アウクナは追加の投射物を放ってくる。移動し続けろ！","아우카나의 사냥의 영향을 받고 있습니다. 아우카나가 플레이어에게 추가 투사체를 발사합니다. 계속 움직이십시오!","Você está afetado peça Caça de Aukuna. Akuna irá disparar um projétil adicional. Não pare!","На вас действует охота Аукуны. Аукуна будет выпускать по вам дополнительные снаряды. Продолжайте двигаться!","Estás afectado por Cacería de Aukuna. Aukuna disparará proyectiles adicionales hacia ti. ¡No dejes de moverte!","คุณกำลังได้รับผลจาก การล่าของออคูนา ซึ่งทำให้ ออคูนา ยิงโพรเจกไทล์ใส่คุณ เพิ่มเติม คุณต้องพยายามเคลื่อนที่อยู่ตลอด!","你被奧庫納的獵捕影響。奧庫納對你發射額外投射物。塊陶阿！","","","Aukuna's Hunt","Traque d'Aukuna ","Aukunas Jagd","アウクナの狩り","아우카나의 사냥","Caça de Aukuna","Охота Аукуны","Cacería de Aukuna","การล่าของออคูนา","奧庫納的獵捕",[],1,4,1,"","","",36,1110,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
1342,"prevent_incubator_completion","","","","","","","","","","",1,"","","","","","","","","","","",[9897],"",3,"","","","",36,0,1,"",18,"","","","",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[9897],[],"","","","","","",[],"","","","","","","","","","",[],""
