"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","IsCategory","Category","PoE2","string_26","Guild","row_35","string_43"
600,"HarvestTheme","Harvest","Harvest","Harvest","ハーベスト","수확","Harvest","Жатва","Harvest","Harvest","豐收忌劫","",426,"","","","",""
601,"HeistTheme","Heist","Heist","Heist","ハイスト","강탈","Heist","Кража","Heist","Heist","劫盜同盟","",426,"","","","",""
602,"TwilightTheme","Twilight","Crépuscule","Zwielicht","トワイライト","황혼","Crepúsculo","Сумрак","Crepúsculo","Twilight","傾城暮光","",426,"","","","",""
603,"EthercraftTheme","Ethercraft","Forgéther","Ätherschmiede","イーサクラフト","창공 공예","Éter","Эфириал","Etermancia","Ethercraft","乙太工藝","",426,"","","","",""
604,"DarkwoodTheme","Darkwood","Sombrebois","Dunkelwald","ダークウッド","흑단목","Madeira Sombria","Тёмный лес","Bosque oscuro","Darkwood","不朽烏木","",426,"","","","",""
605,"JudgementTheme","Judgement","Jugement","Richtend","審判","심판","Julgamento","Правосудие","Juicio","Judgement","審判","",426,"","","","",""
606,"RaptureTheme","Rapture","Ravissement","Entrückung","歓喜","휴거","Êxtase","Вознесение","Rapto","Rapture","狂歡撕虐","",426,"","","","",""
607,"ValkyrieTheme","Valkyrie","Valkyrie","Walküre","ヴァルキリー","발키리","Valquíria","Валькирия","Valquiria","วาลคิรี","女武神","",426,"","","","",""
608,"WarlordTheme","Warlord","Seigneur de guerre","Kriegsfürst","大将軍","전쟁군주","Senhor da Guerra","Вождь","Señor de la guerra","Warlord","總督軍","",426,"","","","",""
609,"RitualTheme","Ritual","Ritual","Ritual","リチュアル","의식","Ritual","Ритуал","Ritual","Ritual","祭祀","",426,"","","","",""
610,"GlimmerspriteTheme","Glimmersprite","Sylphéclat","Kobold","グリマースプライト","미광 요정","Fada Cintilante","Мерцающая фея","Duendecillo encantado","Glimmersprite","微熠魂靈","",426,"","","","",""
611,"Core2021Theme","Core 2021","Universel (2021)","Universell 2021","コア 2021","2021 코어","Principal 2021","Основные наборы 2021","Universal 2021","คอร์ 2021","2021 熔核之心","",426,"","","","",""
612,"AtlasCore2021Theme","Echoes of the Atlas","Echoes of the Atlas","Echos des Atlas","エコー・オブ・アトラス","아틀라스의 메아리","Ecos do Atlas","Отголоски Атласа","Ecos del Atlas","Echoes of the Atlas","輿圖謎音","",426,"","","","",""
613,"MavenTheme","Maven","Prodige","Seherin","メイヴェン","메이븐","Maven","Мейвен","Especialista","Maven","釋界","",426,"","","","",""
614,"OblivionTheme","Oblivion","Oubli","Vergessen","忘却","망각","Esquecimento","Забвение","Olvido","Oblivion","忘卻虛空","",426,"","","","",""
615,"BrimstoneTheme","Brimstone","Soufre","Fegefeuer","地獄の業火","유황","Enxofre","Серный камень","Azufre","Brimstone","煉獄磺硫","",426,"","","","",""
616,"FrostVikingTheme","Frost Viking","Viking du givre","Eiswikinger","フロストヴァイキング","서리 바이킹","Viking Gélido","Морозный викинг","Vikingo de escarcha","Frost Viking","霜寒維京","",426,"","","","",""
617,"UltimatumTheme","Ultimatum","Ultimatum","Ultimatum","アルティメイタム","결전","Ultimatum","Ультиматум","Ultimatum","Ultimatum","最後通牒","",426,"","","","",""
618,"ApollyonTheme","Apollyon","Apollyon","Apollyon","アポリオン","지옥 악마","Apollyon","Аполлион","Abadón","Apollyon","煉獄帝王","",426,"","","","",""
619,"MerchantTheme","Merchant","Marchand","Händler","商人","상인","Mercador","Купец","Mercader","Merchant","大盤商","",426,"","","","",""
620,"MidnightPactTheme","Midnight Pact","Pacte de minuit","Mitternachtspakt","ミッドナイトパクト","심야의 서약","Pacto da Meia-Noite","Полночная сделка","Pacto de medianoche","Midnight Pact","血夜冥約","",426,"","","","",""
621,"JingweiTheme","Jingwei","Jingwei","Jingwei","女娃","정위","Jingwei","Jingwei","Jingwei","Jingwei","精衛","",426,"","","","",""
622,"SlitherTheme","Slither","Serpentine","Lindwurm","スリザー","기어가기","Rastejante","Ящер","Serpenteante","Slither","滑翔","",426,"","","","",""
623,"ExpeditionTheme","Expedition","Expedition","Expedition","エクスペディション","탐험","Expedition","Экспедиция","Expedition","Expedition","死境探險","",426,"","","","",""
624,"MyrmidonTheme","Myrmidon","Myrmidon","Myrmidon","ミュルミドーン","미르미돈","Mirmidão","Мирмидон","Mirmidón","Myrmidon","水獄使徒","",426,"","","","",""
625,"BanebrandTheme","Banebrand","Marque du fléau","Fluchmal","ベインブランド","파멸 낙인","Runa do Banimento","Губительная печать","Marca de condenación","Banebrand","災厄烙印","",426,"","","","",""
626,"StarfallTheme","Starfall","Tombétoile","Sternenregen","スターフォール","별내림","Queda Estelar","Звездопад","Lluvia de estrellas","Starfall","星空殞落","",426,"","","","",""
627,"NecrolordTheme","Necrolord","Nécro-seigneur","Nekrofürst","ネクロロード","강령군주","Necrolorde","Повелитель нежити","Señor necrótico","Necrolord","亡魂領主","",426,"","","","",""
628,"DirebladeTheme","Direblade","Lamefuneste","Schreckensklinge","ダイアブレード","지독한 칼날","Lâmina Destemida","Клинок ужаса","Acero colosal","Direblade","恐怖之刃","",426,"","","","",""
629,"CursedTheme","Cursed","Maudit","Piratenfluch","呪い","저주받은","Amaldiçoado","Проклятые","Maldito","Cursed","惡咒邪術","",426,"","","","",""
630,"AtlantisTheme","Atlantis","Atlantide","Atlantis","アトランティス","아틀란티스","Atlantis","Атлантида","Atlantis","Atlantis","亞特蘭提斯","",426,"","","","",""
631,"ScourgeTheme","Scourge","Scourge","Scourge","スカージ","스컬지","Scourge","Нашествие","Scourge","Scourge","轉世災魘","",426,"","","","",""
632,"ScourgelordTheme","Scourgelord","Seigneur souillé","Scourgelord","スカージロード","스컬지 군주","Lorde Scourge","Повелитель Нашествия","Señor de la Calamidad","Scourgelord","災魘魔君","",426,"","","","",""
633,"OnyxTheme","Onyx","Onyx","Onyx","黒檀","오닉스","Onix","Ониксовые","Ónice","Onyx","黑曜","",426,"","","","",""
634,"AstralTheme","Astral","Astral","Astral","星","우주의","Astral","Астральные","Astral","Astral","璀璨星際","",426,"","","","",""
635,"Core2022Theme","Core 2022","Universel (2022)","Universell 2022","コア 2022","2022 코어","Principal 2022","Основные наборы 2022","Universal 2022","คอร์ 2022","2022 熔核之心","",426,"","","","",""
636,"WinterDragonTheme","Winter Dragon","Dragon de l'hiver","Winterdrache","冬のドラゴン","겨울 용","Dragão Invernal","Дракон зимы","Dragón invernal","Winter Dragon","寒凍霜龍","",426,"","","","",""
637,"HarmonyTheme","Harmony","Harmonie","Harmonie","調和","조화","Harmonia","Гармония","Armonía","Harmony","萬物和諧","",426,"","","","",""
638,"GodOfThunderTheme","God of Thunder","Dieu du tonnerre","Donnergott","雷神","천둥의 신","Deus do Trovão","Бог грома","Dios del trueno","God of Thunder","雷神","",426,"","","","",""
639,"Archnemesis","Archnemesis","Archnemesis","Archnemesis","アーチネメシス","강적","Archnemesis","Возмездие","Archnemesis","Archnemesis","強襲宿敵","",426,"","","","",""
640,"AuspiciousTheme","Auspicious","Faste","Verheißungsvoll","吉兆","상서로운","Auspicioso","Auspicious","Auspicioso","Auspicious","吉祥福兆","",426,"","","","",""
641,"HarmoniousTheme","Harmonious","Harmonieux","Harmonisch","ハーモニアス","조화로운","Harmonioso","Гармоничные","Armonioso","Harmonious","和煦太祥","",426,"","","","",""
642,"VulcanTheme","Vulcan","Vulcain","Vulkan","バルカン","불카누스","Vulcânico","Вулкан","Vulcano","Vulcan","火山炎神","",426,"","","","",""
643,"MercurialTheme","Mercurial","Mercuriel","Quecksilber","水銀","머큐리","Mercurial","Ртутные","Mercurio","Mercurial","水星逆行","",426,"","","","",""
644,"EtherealTheme","Ethereal","Éthéré","Ätherisch","イシリアル","천상","Etéreo","Бесплотные","Etéreo","Ethereal","虛空幻影","",426,"","","","",""
645,"MasqueradeTheme","Masquerade","Mascarade","Maskerade","マスカレード","가장무도회","Baile de Máscaras","Маскарад","Mascarada","Masquerade","魅影舞會","",426,"","","","",""
646,"KiracsVaultTheme","Kirac's Vault","Salle des coffres de Kirac","Kiracs Schatzkammer","キラックの金庫室","키락의 금고실","Cofre de Kirac","Хранилище Кирака","Bóveda de Kirac","คลังของคิรัค","基拉克的秘寶","",426,"","","","",""
647,"ChaosTheme","Chaos","Chaos","Chaos","カオス","혼돈","Caos","Хаос","Caos","Chaos","混沌","",426,"","","","",""
648,"Stormstrider","Stormstrider","Marche-orage","Sturmläufer","ストームストライダー","폭풍 질주자","Andarilho da Tempestade","Грозовой странник","Caminante de la tormenta","ก้าวมรสุม","風暴馭者","",426,"","","","",""
649,"SentinelTheme","Sentinel","Sentinel","Wächter","センチネル","파수꾼","Sentinel","Дозор","Sentinel","Sentinel","守望號令","",426,"","","","",""
650,"OphidianTheme","Ophidian","Ophidien","Schlange","オフィディアン","장충","Ofídio","Змеиные","Ofidio","Ophidian","巨蛇毒牙","",426,"","","","",""
651,"RubyTheme","Ruby","Rubis","Rubinrot","ルビー","루비","Rubi","Рубиновый","Rubí","Ruby","紅玉","",426,"","","","",""
652,"SapphireTheme","Sapphire","Saphir","Saphirblau","蒼玉","사파이어","Safira","Сапфировый","Zafiro","Sapphire","藍玉","",426,"","","","",""
653,"MoltenTheme","Molten","Volcanique","Geschmolzen","モルテン","녹아내린","Vulcânico","Расплавленный","Fundido","Molten","熔岩","",426,"","","","",""
654,"MistTheme","Mist","Brume","Nebel","霧","연무","Nebuloso","Мгла","Niebla","Mist","嵐","",426,"","","","",""
655,"ExaltedTheme","Exalted","Exalté","Erhaben","高貴","고귀한","Exaltado","Возвышенный","Exaltado","Exalted","崇高","",426,"","","","",""
656,"Lunar","Lunar","Lunaire","Lunar","月","달의","Lunar","Лунные","Lunar","Lunar","月神","",426,"","","","",""
657,"Unlocked","Unlocked","Débloqué","Freigeschaltet","アンロック","개방","Destravado","Разблокированное","Desbloqueado","ปลดล็อก","已解鎖",1,"",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagArmour","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame12"
658,"StormstriderBoots","Stormstrider Boots","Bottes du Marche-orage","Sturmläufer-Stiefel","ストームストライダーブーツ","폭풍 질주자 장화","Botas do Andarilho da Tempestade","Сапоги грозового странника","Botas de Caminante de la tormenta","รองเท้าก้าวมรสุม","腳部外觀：風暴馭者","",648,"","","","",""
659,"ScintillationBodyArmour","Scintillation Body Armour","Armure du Scintillement","Funkelnde Körperrüstung","シンチレーションアーマー","발광형 갑옷","Peitoral Cintilante","Сверкающая броня","Armadura Centelleante","เสื้อเกราะก่อประกาย","身體外觀：浩瀚星光","",566,"","","","",""
660,"NgamahuBodyArmour","Ngamahu Body Armour","Armure de Ngamahu","Ngamahu-Körperrüstung","ナマフアーマー","나마후 갑옷","Peitoral Ngamahu","Нательный доспех Нгамаху","Armadura de Ngamahu","เสื้อเกราะนามาฮู","身體外觀：努葛瑪呼","",530,"","","","",""
661,"ThunderstrikeGloves","Thunderstrike Gloves","Gants du Frappe-tonnerre","Donnerschlag-Handschuhe","サンダーストライクグローブ","천둥 일격 장갑","Luvas Trovejantes","Перчатки громового раската","Guantes de Golpe de trueno","ถุงมือฟ้าผ่า","手部外觀：霹靂雷擊","",447,"","","","",""
662,"PhoenixHelmet","Phoenix Helmet","Casque du Phénix","Phönix-Helm","フェニックスヘルメット","불사조 투구","Elmo da Fênix","Шлем Феникса","Casco de Fénix","หมวกฟีนิกซ์","頭部外觀：浴火鳳凰","",427,"","","","",""
663,"ManaTankBackAttachment","Mana Tank Back Attachment","Réservoir de Mana (Accessoire dorsal)","Manatank-Rückenzusatz","マナタンク背面装飾品","마나 탱크 등 부착물","Adorno Dorsal Tanque de Mana","Заплечный бак с маной","Accesorio para la espalda de Tanque de maná","แฟชั่นติดหลังแทงค์มานา","背飾：魔能靈罐","",466,"","","","",""
664,"SplinteringShield","Splintering Shield","Bouclier de Fragments","Geborstener Schild","スプリンタリングシールド","파편 방패","Escudo Difusor","Трескающийся щит","Escudo Fragmentador","โล่แตกสะเก็ด","護盾外觀：破裂魔盾","",512,"","","","",""
665,"WillpowerAmulet","Willpower Amulet","Pendentif de Volonté","Anhänger der Willenskraft","ウィルパワーアミュレット","의지력 목걸이","Amuleto da Força de Vontade","Амулет воли","Colgante de Voluntad","สร้อยอำนาจจิต","項鍊特效：神志","",466,"","","","",""
666,"FlaskEffectSentinel","Nexus Flask Effects","Effets de Flacons du Nexus","Nexus-Fläschcheneffekte","ネクサスフラスコエフェクト","결속 플라스크 이펙트","Efeitos de Frascos Nexus","Эффекты флаконов слияния","Efectos de Nexo para frasco","เอฟเฟคขวดยา Nexus","藥劑效果．靈能匯流","",466,"","","","",""
667,"CrystallineChargeSentinel","Crystal Charges","Charges cristallines","Kristall-Ladungen","クリスタルチャージ","수정 충전","Cargas de Cristal","Кристальные заряды","Cargas cristalinas","ชาร์จผลึก","能量球．水晶","",495,"","","","",""
668,"FlareCharacterEffect","Flare Character Effect","Effet de personnage du Flamboiement","Fackel-Charaktereffekt","フレアキャラクターエフェクト","섬광 캐릭터 이펙트","Efeito Personagem Inflamado","Вспыхивающий эффект персонажа","Efecto de Bengala para el personaje","เอฟเฟคตัวละครไฟปะทุ","角色特效：光耀閃爍","",427,"","","","",""
669,"WarpRuneHideout","Hideout Warp Runes","Runes de transfert","Teleport-Runen","隠れ家ワープルーン","은신처 차원 이동 룬","Runas de Teleporte de Refúgios","Руны телепортации для убежища","Runa de teletransporte para guarida","อักขระวาร์ปที่ซ่อน","藏身處傳送符紋","",466,"","","","",""
