"rownum","Id","HASH16","ModTypeKey","Level","StatsKey1","StatsKey2","StatsKey3","StatsKey4","Domain","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","GenerationType","Families","Stat1Min","Stat1Max","Stat2Min","Stat2Max","Stat3Min","Stat3Max","Stat4Min","Stat4Max","SpawnWeight_TagsKeys","SpawnWeight_Values","TagsKeys","GrantedEffectsPerLevelKeys","[rid]_222","MonsterMetadata","MonsterKillAchievements","ArchnemesisType","Stat5Min","Stat5Max","StatsKey5","FullAreaClear_AchievementItemsKey","AchievementItemsKey","GenerationWeight_TagsKeys","GenerationWeight_Values","ModifyMapsAchievements","IsEssenceOnlyModifier","Stat6Min","Stat6Max","StatsKey6","MaxLevel","bool_411","CraftingItemClassRestrictions","MonsterOnDeath","i32_436","HeistAchievements","Heist_SubStatValue1","Heist_SubStatValue2","Heist_StatsKey0","Heist_StatsKey1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceTypes","ImplicitTagsKeys","bool_524","i32_525","i32_529","i32_533","i32_537","i32_541","i32_545","i32_549","i32_553","i32_557","i32_561","i32_565","i32_569","i32_573","i32_577","i32_581","i32_585","BuffTemplate1","ArchnemesisMinionMod","HASH32","BuffTemplate2","GameMode","GrantedEffectRuthless","bool_653"
15714,"CurseOnHitPoachersMarkUber2",18819,1806,80,7059,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[1029],12,12,0,0,0,0,0,0,"[258,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,34,639]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1522144057,[],0,[],""
15715,"CurseOnHitWarlordsMarkUber1_",34200,1807,75,7060,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[1029],8,8,0,0,0,0,0,0,"[258,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,34,639]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3469888330,[],0,[],""
15716,"CurseOnHitWarlordsMarkUber2",38506,1807,80,7060,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[1029],12,12,0,0,0,0,0,0,"[258,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,34,639]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4034160158,[],0,[],""
15717,"CurseOnHitAssassinsMarkNewUber1",27828,1810,75,13036,"","","",1,"of Shaping","du Façonnement","der Verformung","シェイパーによる","- 형성","da Criação","изменения","<if:MS>{de Modificación}<elif:FS>{de Modificación}<elif:MP>{de Modificación}<elif:FP>{de Modificación}","of Shaping","塑者之",2,[1029],8,8,0,0,0,0,0,0,"[257,0]","[0,0]",[],[11036],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[1140,34,639]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",346126357,[],0,[],""
15718,"CurseOnHitAssassinsMarkNewUber2",49596,1810,80,13036,"","","",1,"of Shaping","du Façonnement","der Verformung","シェイパーによる","- 형성","da Criação","изменения","<if:MS>{de Modificación}<elif:FS>{de Modificación}<elif:MP>{de Modificación}<elif:FP>{de Modificación}","of Shaping","塑者之",2,[1029],12,12,0,0,0,0,0,0,"[257,0]","[0,0]",[],[11038],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[1140,34,639]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2459915043,[],0,[],""
15719,"CurseOnHitPoachersMarkNewUber1__",18939,1809,75,13037,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[1029],8,8,0,0,0,0,0,0,"[258,0]","[0,0]",[],[33014],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,34,639]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1377508320,[],0,[],""
15720,"CurseOnHitPoachersMarkNewUber2__",32033,1809,80,13037,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[1029],12,12,0,0,0,0,0,0,"[258,0]","[0,0]",[],[33015],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,34,639]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",143160745,[],0,[],""
15721,"CurseOnHitWarlordsMarkNewUber1",19509,1808,75,13038,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[1029],8,8,0,0,0,0,0,0,"[258,0]","[0,0]",[],[10761],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,34,639]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2516113869,[],0,[],""
15722,"CurseOnHitWarlordsMarkNewUber2",37203,1808,80,13038,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[1029],12,12,0,0,0,0,0,0,"[258,0]","[0,0]",[],[10762],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,34,639]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1595002434,[],0,[],""
15723,"GrantsHeraldOfAshSkillUber1",11247,1855,68,7054,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[1047],22,22,0,0,0,0,0,0,"[258,0]","[800,0]",[],[32618],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[637,1140]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1754219360,[],0,[],""
15724,"GrantsHeraldOfIceSkillUber1",60252,1856,68,7055,"","","",1,"of Shaping","du Façonnement","der Verformung","シェイパーによる","- 형성","da Remodelação","изменения","<if:MS>{de Modificación}<elif:FS>{de Modificación}<elif:MP>{de Modificación}<elif:FP>{de Modificación}","of Shaping","塑者之",2,[1047],22,22,0,0,0,0,0,0,"[257,0]","[800,0]",[],[32698],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[637,1140]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4143521189,[],0,[],""
15725,"GrantsHeraldOfThunderSkillUber1",19400,1857,68,7056,"","","",1,"of Shaping","du Façonnement","der Verformung","シェイパーによる","- 형성","da Remodelação","изменения","<if:MS>{de Modificación}<elif:FS>{de Modificación}<elif:MP>{de Modificación}<elif:FP>{de Modificación}","of Shaping","塑者之",2,[1047],22,22,0,0,0,0,0,0,"[257,0]","[800,0]",[],[32738],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[637,1140]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2392311135,[],0,[],""
15726,"AdditionalChanceToEvadeUber1__",10709,5728,68,7168,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[2885],2,3,0,0,0,0,0,0,"[258,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,316,626]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1656376175,[],0,[],""
15727,"AdditionalChanceToEvadeUber2",55065,5728,75,7168,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[2885],4,5,0,0,0,0,0,0,"[258,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,316,626]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",376095091,[],0,[],""
15728,"ChanceToIgniteAddedDamageUber1",27463,5747,68,613,7154,7155,"",1,"The Elder's","de l'Ancien","Des Ältesten","エルダーの","엘더의","do Ancião","<if:MS>{Древний}<elif:FS>{Древняя}<elif:NS>{Древнее}<elif:MP>{Древние}<elif:FP>{Древние}<elif:NP>{Древние}","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","The Elder's","尊師的",1,[2896],0,0,19,26,38,46,0,0,"[258,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[657,1140,631,317,308,635]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3685921013,[],0,[],""
15729,"ChanceToIgniteAddedDamageUber2__",2065,5747,75,613,7154,7155,"",1,"The Elder's","de l'Ancien","Des Ältesten","エルダーの","엘더의","do Ancião","<if:MS>{Древний}<elif:FS>{Древняя}<elif:NS>{Древнее}<elif:MP>{Древние}<elif:FP>{Древние}<elif:NP>{Древние}","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","The Elder's","尊師的",1,[2896],0,0,23,30,47,54,0,0,"[258,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[657,1140,631,317,308,635]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",454431495,[],0,[],""
15730,"ChanceToFreezeAddedDamageUber1",35986,5748,68,457,7156,7157,"",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","Do Criador","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}","The Shaper's","塑者的",1,[2896],0,0,17,23,35,41,0,0,"[257,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[657,1140,631,317,309,635]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2391671324,[],0,[],""
15731,"ChanceToFreezeAddedDamageUber2",51600,5748,75,457,7156,7157,"",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","Do Criador","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}","The Shaper's","塑者的",1,[2896],0,0,20,26,41,48,0,0,"[257,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[657,1140,631,317,309,635]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",299096131,[],0,[],""
15732,"ChanceToShockAddedDamageUber1",15826,5749,68,661,7158,7159,"",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","Do Criador","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}","The Shaper's","塑者的",1,[2896],0,0,3,7,68,73,0,0,"[257,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[657,1140,631,317,310,635]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2759629230,[],0,[],""
15733,"ChanceToShockAddedDamageUber2",30033,5749,75,661,7158,7159,"",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","Do Criador","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}","The Shaper's","塑者的",1,[2896],0,0,4,8,82,86,0,0,"[257,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[657,1140,631,317,310,635]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",473917806,[],0,[],""
15734,"PhysicalAttackDamageTakenUber1_",51259,546,68,847,"","","",1,"of Shaping","du Façonnement","der Verformung","シェイパーによる","- 형성","da Remodelação","изменения","<if:MS>{de Modificación}<elif:FS>{de Modificación}<elif:MP>{de Modificación}<elif:FP>{de Modificación}","of Shaping","塑者之",2,[209],-35,-25,0,0,0,0,0,0,"[259,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[1140,312,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3961791519,[],0,[],""
15735,"PhysicalAttackDamageTakenUber2",20779,546,75,847,"","","",1,"of Shaping","du Façonnement","der Verformung","シェイパーによる","- 형성","da Remodelação","изменения","<if:MS>{de Modificación}<elif:FS>{de Modificación}<elif:MP>{de Modificación}<elif:FP>{de Modificación}","of Shaping","塑者之",2,[209],-45,-36,0,0,0,0,0,0,"[259,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[1140,312,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",576091005,[],0,[],""
15736,"IncreasedCooldownRecoveryUber1",23279,4998,75,3396,"","","",1,"of Shaping","du Façonnement","der Verformung","シェイパーによる","- 형성","da Remodelação","изменения","<if:MS>{de Modificación}<elif:FS>{de Modificación}<elif:MP>{de Modificación}<elif:FP>{de Modificación}","of Shaping","塑者之",2,[2677],10,15,0,0,0,0,0,0,"[259,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,[1140],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2597437502,[],0,[],""
15737,"IncreasedCooldownRecoveryUber2_",9310,4998,84,3396,"","","",1,"of Shaping","du Façonnement","der Verformung","シェイパーによる","- 형성","da Remodelação","изменения","<if:MS>{de Modificación}<elif:FS>{de Modificación}<elif:MP>{de Modificación}<elif:FP>{de Modificación}","of Shaping","塑者之",2,[2677],16,20,0,0,0,0,0,0,"[259,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,[1140],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1435922888,[],0,[],""
15738,"MaximumLifeIncreasePercentBeltUber1",50118,208,68,125,"","","",1,"The Elder's","de l'Ancien","Des Ältesten","エルダーの","엘더의","do Ancião","<if:MS>{Древний}<elif:FS>{Древняя}<elif:NS>{Древнее}<elif:MP>{Древние}<elif:FP>{Древние}<elif:NP>{Древние}","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","The Elder's","尊師的",1,[63],4,7,0,0,0,0,0,0,"[260,0]","[400,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[659,1140,315]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3909954251,[],0,[],""
15739,"MaximumLifeIncreasePercentBeltUber2",36605,208,75,125,"","","",1,"The Elder's","de l'Ancien","Des Ältesten","エルダーの","엘더의","do Ancião","<if:MS>{Древний}<elif:FS>{Древняя}<elif:NS>{Древнее}<elif:MP>{Древние}<elif:FP>{Древние}<elif:NP>{Древние}","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","The Elder's","尊師的",1,[63],8,10,0,0,0,0,0,0,"[260,0]","[400,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[659,1140,315]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2160266814,[],0,[],""
15740,"GlobalEnergyShieldPercentBeltUber1",54388,57,68,135,"","","",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","Do Criador","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}","The Shaper's","塑者的",1,[67],4,7,0,0,0,0,0,0,"[259,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[1140,316,627]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1269080016,[],0,[],""
15741,"GlobalEnergyShieldPercentBeltUber2",13203,57,75,135,"","","",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","Do Criador","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}","The Shaper's","塑者的",1,[67],8,10,0,0,0,0,0,0,"[259,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[1140,316,627]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2966258526,[],0,[],""
15742,"FlaskEffectUber1",9010,2683,75,1783,"","","",1,"The Elder's","de l'Ancien","Des Ältesten","エルダーの","엘더의","do Ancião","<if:MS>{Древний}<elif:FS>{Древняя}<elif:NS>{Древнее}<elif:MP>{Древние}<elif:FP>{Древние}<elif:NP>{Древние}","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","The Elder's","尊師的",1,[1495],4,7,0,0,0,0,0,0,"[260,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[20,1140]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3553095925,[],0,[],""
15743,"FlaskEffectUber2",43338,2683,81,1783,"","","",1,"The Elder's","de l'Ancien","Des Ältesten","エルダーの","엘더의","do Ancião","<if:MS>{Древний}<elif:FS>{Древняя}<elif:NS>{Древнее}<elif:MP>{Древние}<elif:FP>{Древние}<elif:NP>{Древние}","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","The Elder's","尊師的",1,[1495],8,10,0,0,0,0,0,0,"[260,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[20,1140]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3369361822,[],0,[],""
15744,"AllResistancesBeltUber1",56376,118,68,142,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[43],13,15,0,0,0,0,0,0,"[260,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,317,632]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",18472225,[],0,[],""
15745,"AllResistancesBeltUber2",28639,118,75,142,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[43],16,18,0,0,0,0,0,0,"[260,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,317,632]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4051541666,[],0,[],""
15746,"ReducedCriticalStrikeDamageTakenUber1",18501,2224,68,97,"","","",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","Do Criador","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}","The Shaper's","塑者的",1,[1226],15,20,0,0,0,0,0,0,"[259,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[1140,631,624]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2078421927,[],0,[],""
15747,"ReducedCriticalStrikeDamageTakenUber2",5656,2224,75,97,"","","",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","Do Criador","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}","The Shaper's","塑者的",1,[1226],21,30,0,0,0,0,0,0,"[259,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[1140,631,624]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3528115282,[],0,[],""
15748,"LifeRecoveryRateUber1",18981,5642,68,2859,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[2832],7,9,0,0,0,0,0,0,"[260,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[659,1140,315]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2802642217,[],0,[],""
15749,"LifeRecoveryRateUber2_",9519,5642,75,2859,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[2832],10,12,0,0,0,0,0,0,"[260,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[659,1140,315]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3842555943,[],0,[],""
15750,"EnergyShieldRecoveryRateUber1",49268,3960,68,2861,"","","",1,"of Shaping","du Façonnement","der Verformung","シェイパーによる","- 형성","da Remodelação","изменения","<if:MS>{de Modificación}<elif:FS>{de Modificación}<elif:MP>{de Modificación}<elif:FP>{de Modificación}","of Shaping","塑者之",2,[1814],7,9,0,0,0,0,0,0,"[259,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[1140,316,627]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3833668853,[],0,[],""
15751,"EnergyShieldRecoveryRateUber2",937,3960,75,2861,"","","",1,"of Shaping","du Façonnement","der Verformung","シェイパーによる","- 형성","da Remodelação","изменения","<if:MS>{de Modificación}<elif:FS>{de Modificación}<elif:MP>{de Modificación}<elif:FP>{de Modificación}","of Shaping","塑者之",2,[1814],10,12,0,0,0,0,0,0,"[259,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[1140,316,627]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1304907374,[],0,[],""
15752,"ManaRecoveryRateUber1_",61972,4142,68,2860,"","","",1,"of Shaping","du Façonnement","der Verformung","シェイパーによる","- 형성","da Remodelação","изменения","<if:MS>{de Modificación}<elif:FS>{de Modificación}<elif:MP>{de Modificación}<elif:FP>{de Modificación}","of Shaping","塑者之",2,[1976],7,9,0,0,0,0,0,0,"[259,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[659,1140,322]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1604300171,[],0,[],""
