"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool_64","BuffName","BuffName (French)","BuffName (German)","BuffName (Japanese)","BuffName (Korean)","BuffName (Portuguese)","BuffName (Russian)","BuffName (Spanish)","BuffName (Thai)","BuffName (Traditional Chinese)","MiscAnimated1","MiscAnimated2","BuffDescription","BuffDescription (French)","BuffDescription (German)","BuffDescription (Japanese)","BuffDescription (Korean)","BuffDescription (Portuguese)","BuffDescription (Russian)","BuffDescription (Spanish)","BuffDescription (Thai)","BuffDescription (Traditional Chinese)","EPKFile","HasExtraArt","ExtraArt","[i32]_130","EPKFiles","BuffVisualOrbs","MiscAnimated3","WeaponEffect","string_210","f32_218","f32_222","bool_226","bool_227","[string]_228"
1185,"player_aura_black_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/polaris_black/Polaris_Black_Aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1186,"player_aura_white_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/polaris_white/Polaris_White_Aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1187,"herald_of_agony_polaris_white","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/polaris_white/buff_agony.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1188,"herald_of_light_polaris_white","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/polaris_white/buff_purity.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1189,"polaris_white_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/polaris_white/buff_ash.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1190,"polaris_white_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/polaris_white/buff_ice.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1191,"polaris_white_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/polaris_white/buff_thunder.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1192,"polaris_white_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/polaris_white/buff_thunder_active.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1193,"ignited_polaris_white","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/polaris_white/ignite_ash.epk""]","[""Metadata/Effects/Microtransactions/Spells/heralds/polaris_white/ignite_ash.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1194,"polaris_white_shock","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/polaris_white/ignite_thunder.epk""]","[""Metadata/Effects/Microtransactions/Spells/heralds/polaris_white/ignite_thunder.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1195,"metamorphosis_infection","","[""Metadata/Effects/Spells/monsters_effects/League_3_9_0/infection/infection_bosses.epk""]",[],[51],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1196,"metamorphosis_infection_minion","","[""Metadata/Effects/Spells/monsters_effects/League_3_9_0/infection/infection_minion.epk""]",[],[51],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"","[""LeagueHarvest""]"
1197,"atlas_exile_crusader_aura","Art/2DArt/BuffIcons/ManaRuneDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasExiles/Crusader/rune_debuff/rune_debuff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1198,"atlas_crusader_cleric_aura","Art/2DArt/BuffIcons/ManaRuneDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasExiles/Crusader/rune_debuff/rune_debuff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1199,"atlas_orion_death_zone","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1200,"atlas_orion_death_zone_core","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1201,"ground_fire_burn_polaris_black","Art/2DArt/SkillIcons/groundfire.dds","[""Metadata/Effects/Microtransactions/Spells/flame_dash/polaris_black/ignite.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1202,"rampage","Art/2DArt/BuffIcons/nobuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1203,"burning_arrow_additional_burning","Art/2DArt/SkillIcons/firearrow.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
1204,"burning_arrow_additional_burning_mystic","Art/2DArt/SkillIcons/firearrow.dds","[""Metadata/Effects/Microtransactions/Spells/MysticBurningArrow/MysticBurningIgnite.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1205,"metamorphosis_minion","","[""Metadata/Effects/Spells/monsters_effects/League_3_9_0/infection/minion_spawn.epk""]",[],[51],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1206,"metamorphosis_monster","",[],"[""Metadata/Effects/Spells/monsters_effects/League_3_9_0/infection/metamorphosismonster.epk""]",[51],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1207,"ensnaring_arrow_tether","Art/2DArt/SkillIcons/EnsnaringArrow.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1208,"atlas_orion_meteor_ground","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/StatusAilments/ignited_kitava.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1209,"metamorph_enrage_fire","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/monsters_effects/League_3_9_0/Skills/enrage_fire.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1210,"metamorph_enrage_cold","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/Spells/monsters_effects/League_3_9_0/Skills/enrage_cold.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1211,"metamorph_enrage_lightning","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/Spells/monsters_effects/League_3_9_0/Skills/enrage_lightning.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1212,"metamorph_enrage_physical","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Spells/monsters_effects/League_3_9_0/Skills/enrage_physical.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1213,"mirage_warrior_visual","","[""Metadata/Effects/Spells/mirage_archer/epk/mirage_archer.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1214,"atlas_warlord_enrage","Art/2DArt/SkillIcons/passives/Gladiator/GLADViolentRetaliationSmall.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasExiles/AdjudicatorMonsters/Grandmaster/enrage.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1215,"atlas_orion_shield","","[""Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/epk/immunity_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1216,"atlas_orion_eyrie_hurricane","Art/2DArt/SkillIcons/FrostVortex.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
1217,"eye_of_desire_increased_resistances","Art/2DArt/BuffIcons/EyeOfMaliceDebuff.dds","[""Metadata/Effects/Auras/league_delve/resist_debuff_aura/affected/monster_debuffed.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1218,"phantasm_buff","Art/2DArt/SkillIcons/SummonedPhantasms.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1219,"atlas_banner_aura","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasExiles/Adjudicator/Banner_buff_epk/immortal_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1220,"atlas_banner_aura_secondary","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasExiles/Adjudicator/Banner_buff_epk/immortal_buff_start.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1221,"adjudicator_banner_buff","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[86],"","","",0,0,"","",[]
1222,"crusader_empowered_boss_buff","","[""Metadata/Effects/Spells/monsters_effects/AtlasExiles/Crusader/Influence_Buff/influence_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1223,"eyrie_empowered_boss_buff","","[""Metadata/Effects/Spells/monsters_effects/AtlasExiles/Eyrie/Influence_Buff/influence_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1224,"basilisk_empowered_boss_buff","","[""Metadata/Effects/Spells/monsters_effects/AtlasExiles/Basilisk/Influence_Buff/influence_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1225,"adjudicator_empowered_boss_buff","","[""Metadata/Effects/Spells/monsters_effects/AtlasExiles/Adjudicator/Influence_Buff/influence_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1226,"unique_saviour_clones","","[""Metadata/Effects/Spells/mirage_strike/the_saviour/shine.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1227,"arcane_cloak","Art/2DArt/SkillIcons/ArcaneCloak.dds","[""Metadata/Effects/Spells/maneuver_mechanics/ArcaneCloak.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1228,"affliction_affected_tier1","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/AfflictedMob.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1229,"affliction_affected_tier2","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/AfflictedMob.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1230,"affliction_affected_tier3","","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1231,"affliction_affected_tier4","","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1232,"rune_paint_slow","Art/2DArt/SkillIcons/EnsnaringArrow.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
1233,"player_aura_dragon_hunter_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/DragonHunter_Aura/DragonHunterAura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1234,"intimidated","Art/2DArt/BuffIcons/Intimidate.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1235,"unnerved","Art/2DArt/BuffIcons/Unnerve.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1236,"player_aura_balefire_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/Balefire/BalefireAura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1237,"affliction_split_buff","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/split/epk/split_fadein.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1238,"affliction_split_buff_end","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/split/epk/split_fadeout.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1239,"player_aura_dark_magic_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/DarkMagicAura/DarkMagicAura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1240,"affliction_demon_cold_degen","Art/2DArt/BuffIcons/GalvanicFrost.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1241,"animated_weapon","","[""Metadata/Effects/Spells/animate_weapon/weapon_trail.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1242,"animated_weapon_bow","","[""Metadata/Effects/Spells/animate_weapon/bow_weapon_trail.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1243,"affliction_debuff","Art/2DArt/BuffIcons/LeagueItemDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/AfflictedDebuff.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
1244,"affliction_debuff_life_and_es_recovery_rate","Art/2DArt/BuffIcons/AfflictionReducedRecoveryDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/AfflictedDebuff.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
1245,"affliction_debuff_action_speed","Art/2DArt/BuffIcons/AfflictionSlowerActionSpeedDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/AfflictedDebuff.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
1246,"affliction_debuff_damage_taken","Art/2DArt/BuffIcons/AfflictionIncreasedDamageTakenDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/AfflictedDebuff.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
1247,"affliction_debuff_flask_effect_and_charge_gain","Art/2DArt/BuffIcons/AfflictionReducedFlaskEffectDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/AfflictedDebuff.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
1248,"affliction_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Affliction_Death.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1249,"affliction_spawn_visual","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/endgame/AfflictionSpawnEndgame.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1250,"affliction_modded_extra_head","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affected_IL/affected_01.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1251,"affliction_modded_eyeballs","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/AfflictedMonster.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1252,"affliction_modded_hive","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affected_epks/affected_hive.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
