"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","i32_218","i32_222","Pickup_AchievementItemsKeys","SMFiles","Identify_AchievementItemsKeys","EPKFile","Corrupt_AchievementItemsKeys","IsAlternateArt","bool_299","CreateCorruptedJewelAchievementItemsKey","AnimationLocation","string_324","string_332","string_340","string_348","string_356","string_364","string_372","string_380","string_388","string_396","string_404","string_412","IsAtlasOfWorldsMapIcon","IsTier16Icon","KalandraAchievement","bool_438","HeistAchievement","string_455","Composition","UniqueStat1","UniqueStat2","UniqueStat3","UniqueStat4","[rid]_531","[rid]_547","bool_563","string_564","string_572","string_580","[rid]_588"
6959,"AddedEffectEngineersCobaltHelmet","Art/2DItems/Effects/Hats/CobaltEngineersHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,8155,"","[""Metadata/Items/Armours/Helmets/ClockWork/Variants/Silver/ClockWorkHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/ClockWork/Variants/Silver/ClockWorkHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/ClockWork/Variants/Silver/ClockWorkHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/ClockWork/Variants/Silver/ClockWorkHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/ClockWork/Variants/Silver/ClockWorkHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/ClockWork/Variants/Silver/ClockWorkHelmetDexInt.ao""]","[""Metadata/Items/Armours/Helmets/ClockWork/Variants/Silver/ClockWorkHelmetStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Helmets/ClockWork/Variants/Silver/ClockWorkHelmetStrInt.ao""]",[],"Metadata/Effects/Microtransactions/BodyArmours/ClockWork/epks/Silver/idle_helmetfx.epk",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6960,"AddedEffectEngineersCobaltBoots__","Art/2DItems/Effects/shoes/CobaltEngineersBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,3831,"","[""Metadata/Items/Armours/Boots/ClockWork/Variants/Silver/ClockWorkBootsStr.ao""]","[""Metadata/Items/Armours/Boots/ClockWork/Variants/Silver/ClockWorkBootsDex.ao""]","[""Metadata/Items/Armours/Boots/ClockWork/Variants/Silver/ClockWorkBootsInt.ao""]","[""Metadata/Items/Armours/Boots/ClockWork/Variants/Silver/ClockWorkBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/ClockWork/Variants/Silver/ClockWorkBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/ClockWork/Variants/Silver/ClockWorkBootsDexInt.ao""]","[""Metadata/Items/Armours/Boots/ClockWork/Variants/Silver/ClockWorkBootsStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Boots/ClockWork/Variants/Silver/ClockWorkBootsStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6961,"AddedEffectEngineersCobaltGloves","Art/2DItems/Effects/gloves/CobaltEngineersGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,9185,"","[""Metadata/Items/Armours/Gloves/ClockWork/Variants/Silver/ClockWorkGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/ClockWork/Variants/Silver/ClockWorkGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/ClockWork/Variants/Silver/ClockWorkGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/ClockWork/Variants/Silver/ClockWorkGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/ClockWork/Variants/Silver/ClockWorkGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/ClockWork/Variants/Silver/ClockWorkGlovesDexInt.ao""]","[""Metadata/Items/Armours/Gloves/ClockWork/Variants/Silver/ClockWorkGlovesStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Gloves/ClockWork/Variants/Silver/ClockWorkGlovesStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6962,"AddedEffectEngineersCobaltBodyArmour","Art/2DItems/Effects/BodyArmour/CobaltEngineersBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,38876,"","[""Metadata/Items/Armours/BodyArmours/ClockWork/Variants/Silver/ClockWorkBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/ClockWork/Variants/Silver/ClockWorkBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/ClockWork/Variants/Silver/ClockWorkBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/ClockWork/Variants/Silver/ClockWorkBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/ClockWork/Variants/Silver/ClockWorkBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/ClockWork/Variants/Silver/ClockWorkBodyDexInt.ao""]","[""Metadata/Items/Armours/BodyArmours/ClockWork/Variants/Silver/ClockWorkBodyStrDexInt.ao""]","","","","","","","",9,10,[],"[""Metadata/Items/Armours/BodyArmours/ClockWork/Variants/Silver/ClockWorkBodyStrInt.ao""]",[],"Metadata/Effects/Microtransactions/BodyArmours/ClockWork/epks/Silver/idle_bodyfx.epk",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6963,"AddedEffectEngineersCobaltPrototype_","Art/2DItems/Effects/Wings/EngineersCobaltPrototype.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,8294,"Metadata/Effects/Microtransactions/BodyArmours/Wings/ClockworkBackAttachment/ClockworkBackAttachmentHeld_Silver.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6964,"AddedEffectClockworkBackAttachment__","Art/2DItems/Effects/Wings/ClockworkBackAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,36292,"Metadata/Items/Armours/Capes/ClockworkHeartBackAttachment/ClockworkHeartHeld.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,16890,"","","",[],[],"","","","",[]
6965,"AddedEffectDruidicHelmet","Art/2DItems/Effects/Hats/DruidicHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,20444,"","[""Metadata/Items/Armours/Helmets/DruidGoldrim/DruidGoldrimHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/DruidGoldrim/DruidGoldrimHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/DruidGoldrim/DruidGoldrimHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/DruidGoldrim/DruidGoldrimHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/DruidGoldrim/DruidGoldrimHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/DruidGoldrim/DruidGoldrimHelmetDexInt.ao""]","[""Metadata/Items/Armours/Helmets/DruidGoldrim/DruidGoldrimHelmetStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Helmets/DruidGoldrim/DruidGoldrimHelmetStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6966,"AddedEffectDruidicLochtonialCaress","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,33715,"","[""Metadata/Items/Armours/Gloves/LochtonialCaress/LochtonialCaressGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/LochtonialCaress/LochtonialCaressGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/LochtonialCaress/LochtonialCaressGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/LochtonialCaress/LochtonialCaressGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/LochtonialCaress/LochtonialCaressGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/LochtonialCaress/LochtonialCaressGlovesDexInt.ao""]","[""Metadata/Items/Armours/Gloves/LochtonialCaress/LochtonialCaressGlovesStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Gloves/LochtonialCaress/LochtonialCaressGlovesStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6967,"AddedEffectSunDyadianDawn","Art/2DItems/Belts/SunDyadianDawnMTX.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,16541,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6968,"AddedEffectOphidianCovenant__","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,12738,"","[""Metadata/Items/Armours/BodyArmours/OphidianCovenant/OphidianCovenantBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/OphidianCovenant/OphidianCovenantBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/OphidianCovenant/OphidianCovenantBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/OphidianCovenant/OphidianCovenantBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/OphidianCovenant/OphidianCovenantBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/OphidianCovenant/OphidianCovenantBodyDexInt.ao""]","[""Metadata/Items/Armours/BodyArmours/OphidianCovenant/OphidianCovenantBodyStrDexInt.ao""]","","","","","","","",9,2,[],"[""Metadata/Items/Armours/BodyArmours/OphidianCovenant/OphidianCovenantBodyStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6969,"AddedEffectBlossomingWand_","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,48660,"Metadata/Items/Weapons/OneHandWeapons/Wands/Microtransactions/LifesprigBlossoming/LifesprigBlossoming5Held.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6970,"AddedEffectSamuraiThrillsteel_____","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,46941,"","[""Metadata/Items/Armours/Helmets/ThrillsteelAlt/ThrillsteelAltHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/ThrillsteelAlt/ThrillsteelAltHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/ThrillsteelAlt/ThrillsteelAltHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/ThrillsteelAlt/ThrillsteelAltHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/ThrillsteelAlt/ThrillsteelAltHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/ThrillsteelAlt/ThrillsteelAltHelmetDexInt.ao""]","[""Metadata/Items/Armours/Helmets/ThrillsteelAlt/ThrillsteelAltHelmetStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Helmets/ThrillsteelAlt/ThrillsteelAltHelmetStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6971,"AddedEffectAltBrassDome","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,53518,"","[""Metadata/Items/Armours/BodyArmours/BrassDome/BrassDomeBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/BrassDome/BrassDomeBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/BrassDome/BrassDomeBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/BrassDome/BrassDomeBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/BrassDome/BrassDomeBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/BrassDome/BrassDomeBodyDexInt.ao""]","[""Metadata/Items/Armours/BodyArmours/BrassDome/BrassDomeBodyStrDexInt.ao""]","","","","","","","",9,5,[],"[""Metadata/Items/Armours/BodyArmours/BrassDome/BrassDomeBodyStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6972,"AddedEffectHauntedCephalopodTricorne","Art/2DItems/Effects/Hats/HauntedCephalopodTricorne.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,32581,"","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/OctopusFairgravesHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/OctopusFairgravesHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/OctopusFairgravesHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/OctopusFairgravesHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/OctopusFairgravesHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/OctopusFairgravesHelmetDexInt.ao""]","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/OctopusFairgravesHelmetStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/OctopusFairgravesHelmetStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6973,"AddedEffectSuperheatedCephalopodTricorne_","Art/2DItems/Effects/Hats/SuperheatedCephalopodTricorne.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,22602,"","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/Magma/OctopusFairgravesHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/Magma/OctopusFairgravesHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/Magma/OctopusFairgravesHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/Magma/OctopusFairgravesHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/Magma/OctopusFairgravesHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/Magma/OctopusFairgravesHelmetDexInt.ao""]","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/Magma/OctopusFairgravesHelmetStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/Magma/OctopusFairgravesHelmetStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6974,"AddedEffectAstralCephalopodTricorne","Art/2DItems/Effects/Hats/AstralCephalopodTricorne.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,40256,"","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/Celestial/OctopusFairgravesHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/Celestial/OctopusFairgravesHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/Celestial/OctopusFairgravesHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/Celestial/OctopusFairgravesHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/Celestial/OctopusFairgravesHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/Celestial/OctopusFairgravesHelmetDexInt.ao""]","[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/Celestial/OctopusFairgravesHelmetStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Helmets/FairgravesOctopusTricorn/Celestial/OctopusFairgravesHelmetStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6975,"AddedEffectAltSnakebite","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,5812,"","[""Metadata/Items/Armours/Gloves/GildedSnakebiteGloves/GildedSnakebiteGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/GildedSnakebiteGloves/GildedSnakebiteGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/GildedSnakebiteGloves/GildedSnakebiteGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/GildedSnakebiteGloves/GildedSnakebiteGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/GildedSnakebiteGloves/GildedSnakebiteGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/GildedSnakebiteGloves/GildedSnakebiteGlovesDexInt.ao""]","[""Metadata/Items/Armours/Gloves/GildedSnakebiteGloves/GildedSnakebiteGlovesStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Gloves/GildedSnakebiteGloves/GildedSnakebiteGlovesStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6976,"AddedEffectVampiricHeartAmulet","Art/2DItems/Effects/Jewellery/VampiricHeartAmulet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,7230,"","[""Metadata/Items/Amulets/CarnageHeartAmulet/CarnageHeartAmuletStr.ao""]","[""Metadata/Items/Amulets/CarnageHeartAmulet/CarnageHeartAmuletDex.ao""]","[""Metadata/Items/Amulets/CarnageHeartAmulet/CarnageHeartAmuletInt.ao""]","[""Metadata/Items/Amulets/CarnageHeartAmulet/CarnageHeartAmuletStrDex.ao""]","[""Metadata/Items/Amulets/CarnageHeartAmulet/CarnageHeartAmuletStrInt.ao""]","[""Metadata/Items/Amulets/CarnageHeartAmulet/CarnageHeartAmuletDexInt.ao""]","[""Metadata/Items/Amulets/CarnageHeartAmulet/CarnageHeartAmuletStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Amulets/CarnageHeartAmulet/CarnageHeartAmuletStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6977,"AddedEffectVampiricEnergyAmulet","Art/2DItems/Effects/Jewellery/VampiricEnergyAmulet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,13238,"","[""Metadata/Items/Amulets/CarnageHeartAmuletES/CarnageHeartAmuletStr.ao""]","[""Metadata/Items/Amulets/CarnageHeartAmuletES/CarnageHeartAmuletDex.ao""]","[""Metadata/Items/Amulets/CarnageHeartAmuletES/CarnageHeartAmuletInt.ao""]","[""Metadata/Items/Amulets/CarnageHeartAmuletES/CarnageHeartAmuletStrDex.ao""]","[""Metadata/Items/Amulets/CarnageHeartAmuletES/CarnageHeartAmuletStrInt.ao""]","[""Metadata/Items/Amulets/CarnageHeartAmuletES/CarnageHeartAmuletDexInt.ao""]","[""Metadata/Items/Amulets/CarnageHeartAmuletES/CarnageHeartAmuletStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Amulets/CarnageHeartAmuletES/CarnageHeartAmuletStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6978,"AddedEffectVampiricSoulAmulet","Art/2DItems/Effects/Jewellery/VampiricSouAmulet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,51077,"","[""Metadata/Items/Amulets/CarnageHeartAmuletMana/CarnageHeartAmuletStr.ao""]","[""Metadata/Items/Amulets/CarnageHeartAmuletMana/CarnageHeartAmuletDex.ao""]","[""Metadata/Items/Amulets/CarnageHeartAmuletMana/CarnageHeartAmuletInt.ao""]","[""Metadata/Items/Amulets/CarnageHeartAmuletMana/CarnageHeartAmuletStrDex.ao""]","[""Metadata/Items/Amulets/CarnageHeartAmuletMana/CarnageHeartAmuletStrInt.ao""]","[""Metadata/Items/Amulets/CarnageHeartAmuletMana/CarnageHeartAmuletDexInt.ao""]","[""Metadata/Items/Amulets/CarnageHeartAmuletMana/CarnageHeartAmuletStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Amulets/CarnageHeartAmuletMana/CarnageHeartAmuletStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6979,"AddedEffectMageHuntersEnergyAegis","Art/2DItems/Effects/Shields/MageHuntersEnergyAegis.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,43192,"Metadata/Items/Armours/Shields/LayeredBarrier/LayeredBarrierControllerHeld.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6980,"AddedEffectMageHuntersAmberAegis","Art/2DItems/Effects/Shields/MageHuntersAmberAegis.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,20274,"Metadata/Items/Armours/Shields/LayeredBarrier/magma/LayeredBarrierControllerMagmaHeld.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6981,"AddedEffectMageHuntersVioletAegis","Art/2DItems/Effects/Shields/MageHuntersVioletAegis.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,34316,"Metadata/Items/Armours/Shields/LayeredBarrier/purple/LayeredBarrierControllerPurpleHeld.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6982,"AddedEffectArachnamagusHelmet__","Art/2DItems/Effects/Hats/ArachnamagusHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,5144,"","[""Metadata/Items/Armours/Helmets/WitchDoctor/WitchDoctorHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/WitchDoctor/WitchDoctorHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/WitchDoctor/WitchDoctorHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/WitchDoctor/WitchDoctorHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/WitchDoctor/WitchDoctorHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/WitchDoctor/WitchDoctorHelmetDexInt.ao""]","[""Metadata/Items/Armours/Helmets/WitchDoctor/WitchDoctorHelmetStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Helmets/WitchDoctor/WitchDoctorHelmetStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6983,"AddedEffectArachnamagusBoots___","Art/2DItems/Effects/shoes/ArachnamagusBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,40082,"","[""Metadata/Items/Armours/Boots/WitchDoctor/WitchDoctorBootsStr.ao""]","[""Metadata/Items/Armours/Boots/WitchDoctor/WitchDoctorBootsDex.ao""]","[""Metadata/Items/Armours/Boots/WitchDoctor/WitchDoctorBootsInt.ao""]","[""Metadata/Items/Armours/Boots/WitchDoctor/WitchDoctorBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/WitchDoctor/WitchDoctorBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/WitchDoctor/WitchDoctorBootsDexInt.ao""]","[""Metadata/Items/Armours/Boots/WitchDoctor/WitchDoctorBootsStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Boots/WitchDoctor/WitchDoctorBootsStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6984,"AddedEffectArachnamagusGloves___","Art/2DItems/Effects/gloves/ArachnamagusGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,59838,"","[""Metadata/Items/Armours/Gloves/WitchDoctor/WitchDoctorGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/WitchDoctor/WitchDoctorGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/WitchDoctor/WitchDoctorGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/WitchDoctor/WitchDoctorGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/WitchDoctor/WitchDoctorGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/WitchDoctor/WitchDoctorGlovesDexInt.ao""]","[""Metadata/Items/Armours/Gloves/WitchDoctor/WitchDoctorGlovesStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Gloves/WitchDoctor/WitchDoctorGlovesStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6985,"AddedEffectArachnamagusBodyArmour","Art/2DItems/Effects/BodyArmour/ArachnamagusBody.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,61882,"","[""Metadata/Items/Armours/BodyArmours/WitchDoctor/WitchDoctorBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/WitchDoctor/WitchDoctorBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/WitchDoctor/WitchDoctorBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/WitchDoctor/WitchDoctorBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/WitchDoctor/WitchDoctorBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/WitchDoctor/WitchDoctorBodyDexInt.ao""]","[""Metadata/Items/Armours/BodyArmours/WitchDoctor/WitchDoctorBodyStrDexInt.ao""]","","","","","","","",9,5,[],"[""Metadata/Items/Armours/BodyArmours/WitchDoctor/WitchDoctorBodyStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
