"rownum","Id","ItemClassesKey","Width","Height","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Inflection (French)","Inflection (German)","Inflection (Japanese)","Inflection (Korean)","Inflection (Portuguese)","Inflection (Russian)","Inflection (Spanish)","Inflection (Thai)","Inflection (Traditional Chinese)","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool_225","rid_226","rid_242","bool_258","Unmodifiable","Achievement1","Achievement2","IgnoreQuantBonus","bool_293","rid_294"
1998,"Metadata/Items/Gems/SkillGemSliceAndDice",18,1,1,"[UNUSED] Slice And Dice","[DNT] Slice And Dice","[DNT] Slice And Dice","[UNUSED] Slice And Dice","[DNT] Slice And Dice","[DNT] Slice And Dice","[DNT] Slice And Dice","[UNUSED] Slice And Dice","[DNT] Slice And Dice","[UNUSED] Slice And Dice","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],39,9575,-23624947,[8659],"","M","N","","","N","","","","","","",[],[],"","","","","","",[],[],"","",""
1999,"Metadata/Items/Gems/SkillGemPride",18,1,1,"Pride","Fierté","Stolz","プライド","자부심","Orgulho","Гордость","Orgullo","โอหัง (Pride)","驕傲","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],39,9576,-759077304,[8659],"","F","M","","","M","FS","M","","","","",[],[],"","","","","","",[],[],"","",260
2000,"Metadata/Items/Gems/SupportGemPulverise",19,1,1,"Pulverise Support","Soutien : Pulvérisation","Unterstützung: Pulverisieren","強打サポート","분쇄 보조","Suporte: Pulverizar","Поддержка: Распыление","Asistencia de Pulverizar","หินเสริม Pulverise","磨鍊輔助","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],39,9580,687583659,[],"","F","F","","","M","NS","F","","","","",[],[],"","","","","","",[],[],"","",""
2001,"Metadata/Items/Gems/SupportGemRage",19,1,1,"Rage Support","Soutien : Rage","Unterstützung: Rausch","憤怒サポート","격노 보조","Suporte: Fúria","Поддержка: Свирепость","Asistencia de Furia","หินเสริม Rage","盛怒輔助","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],39,9581,973619657,[],"","F","M","","","F","FS","F","","","","",[],[],"","","","","","",[],[],"","",""
2002,"Metadata/Items/Gems/SkillGemCobraLash",18,1,1,"Cobra Lash","Croc de cobra","Kobraschlag","コブララッシュ","코브라 채찍","Chicote de Cobra","Бросок кобры","Latigazo de cobra","จงอางฟาดหาง (Cobra Lash)","毒蛇鞭笞","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[],39,9588,622584667,[8659],"","M","M","","","F","MS","M","","","","",[],[],"","","","","","",[],[],"","",360
2003,"Metadata/Items/Gems/SkillGemSummonCarrionGolem",18,1,1,"Summon Carrion Golem","Invocation de Golem de charogne","Aasgolem beschwören","キャリオンゴーレム召喚","부패 골렘 소환","Convocar Golem da Carniça","Призыв трупного голема","Invocar gólem carroñero","อัญเชิญโกเลมซากศพ (Summon Carrion Golem)","召喚食腐魔像","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],39,9589,-1968676365,[8659],"","F","N","","","F","MS","M","","","","",[],[],"","","","","","",[],[],"","",280
2004,"Metadata/Items/Gems/SkillGemWitheringStep",18,1,1,"Withering Step","Foulée flétrissante","Verkümmernder Schritt","ウィザリングステップ","고사시키는 걸음","Passo Definhante","Губительный шаг","Paso marchitante","ก้าวเหี่ยวเฉา (Withering Step)","凋零之步","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[],39,9587,-1616699762,[8659],"","F","M","","","F","MS","M","","","","",[],[],"","","","","","",[],[],"","",317
2005,"Metadata/Items/Gems/SkillGemPlagueBearer",18,1,1,"Plague Bearer","Porte-peste","Pestbringer","プレイグベアラー","독성 운반자","Infestador","Носитель чумы","Portador de plaga","พาหะโรคระบาด (Plague Bearer)","病疫之難","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],39,9586,1564750657,[8659],"","M","M","","","F","MS","M","","","","",[],[],"","","","","","",[],[],"","",326
2006,"Metadata/Items/Gems/SupportGemFeedingFrenzy",19,1,1,"Feeding Frenzy Support","Soutien : Frénésie dévorante","Unterstützung: Fressrausch","狂乱の餌付けサポート","격분 주입 보조","Suporte: Frenesi Faminto","Поддержка: Голодное остервенение","Asistencia de frenesí voraz","หินเสริม Feeding Frenzy","豢養狂熱輔助","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],39,9582,-775155908,[],"","F","F","","","M","NS","F","","","","",[],[],"","","","","","",[],[],"","",""
2007,"Metadata/Items/Gems/SupportGemDeathmark",19,1,1,"Predator Support","Soutien : Prédation","Unterstützung: Todfeind","プレデターサポート","포식자 보조","Suporte: Predador","Поддержка: Хищник","Asistencia de Depredación","หินเสริม Predator","掠奪者輔助","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],39,9584,-1284962480,[],"","F","F","","","M","MS","F","","","","",[],[],"","","","","","",[],[],"","",""
2008,"Metadata/Items/Gems/SkillGemSerpentStrike",18,1,1,"[UNUSED] Serpent Strike","Frappe du serpent","[DNT] Serpent Strike","[UNUSED] Serpent Strike","[DNT] Serpent Strike","[DNT] Serpent Strike","[DNT] Serpent Strike","[UNUSED] Serpent Strike","[DNT] Serpent Strike","[UNUSED] Serpent Strike","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],39,9278,2014204163,[8659],"","F","N","","","N","","","","","",1,[],[],"","","","","","",[],[],"","",""
2009,"Metadata/Items/Gems/SupportGemNightblade",19,1,1,"Nightblade Support","Soutien : Lame nocturne","Unterstützung: Nachtklinge","ナイトブレードサポート","밤의 칼날 보조","Suporte: Lâmina Noturna","Поддержка: Клинок во тьме","Asistencia de filo de la noche","หินเสริม Nightblade","夜刃輔助","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],39,9585,-949330775,[],"","F","F","","","F","MS","F","","","","",[],[],"","","","","","",[],[],"","",""
2010,"Metadata/Items/Gems/SupportGemMeatShield",19,1,1,"Meat Shield Support","Soutien : Souffre-douleur","Unterstützung: Fleischschild","肉の壁サポート","육탄 방어 보조","Suporte: Escudo de Carne","Поддержка: Живой щит","Asistencia de escudo de carne","หินเสริม Meat Shield","肉盾輔助","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],39,9583,-758982469,[],"","M","F","","","F","MS","F","","","","",[],[],"","","","","","",[],[],"","",""
2011,"Metadata/Items/Gems/SkillGemStormblastMine",18,1,1,"Stormblast Mine","Mine de déflagration orageuse","Gewittersturmmine","ストームブラストマイン","태풍 파열 지뢰","Mina da Tormenta Explosiva","Штормовая мина","Mina de tormenta explosiva","ทุ่นระเบิดสายฟ้า (Stormblast Mine)","風暴地雷","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[],39,9579,87302039,[8659],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[],"","",271
2012,"Metadata/Items/Gems/SkillGemSummonSkitterbots",18,1,1,"Summon Skitterbots","Invocation d'Arachnobots","Arachnobots beschwören","スキッターボット召喚","원격 기폭 장치 소환","Convocar Robôs Rastejantes","Призыв мехаботов","Invocar robots escurridizos","อัญเชิญหุ่นยนต์จิ๋ว (Summon Skitterbots)","召喚探測機獸","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],39,9592,-710626284,[8659],"","F","N","","","F","MS","F","","","","",[],[],"","","","","","",[],[],"","",275
2013,"Metadata/Items/Gems/SupportGemHighImpactMineSupport",19,1,1,"High-Impact Mine Support","Soutien : Mine à charge creuse","Unterstützung: Verheerende Minen","衝撃強化マインサポート","고충격 지뢰 보조","Suporte: Mina de Alto Impacto","Поддержка: Усиленная мина","Asistencia de mina de alto impacto","หินเสริม High-Impact Mine","高能地雷輔助","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],39,9353,-774101294,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[],"","",273
2014,"Metadata/Items/Gems/SkillGemPestilentStrike",18,1,1,"Pestilent Strike","Frappe pestilentielle","Seuchenschlag","ペスティレントストライク","전염성 일격","Golpe Pestilento","Моровой удар","Golpe pestilente","ฟาดเชื้อร้าย (Pestilent Strike)","瘟疫打擊","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],39,9590,886666819,[8659],"","F","M","","","F","MS","M","","","","",[],[],"","","","","","",[],[],"","",""
2015,"Metadata/Items/Gems/SkillGemVenomGyre",18,1,1,"Venom Gyre","Spirale venimeuse","Giftwirbel","ヴェノムジャイア","독액 선회","Espiral Venenosa","Круг яда","Espiral de veneno","มีดบินอสรพิษ (Venom Gyre)","猛毒迴旋","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],39,9591,-231540444,[8659],"","F","M","","","F","MS","F","","","","",[],[],"","","","","","",[],[],"","",361
2016,"Metadata/Items/Gems/SupportGemSwiftAssembly",19,1,1,"Swift Assembly Support","Soutien : Assemblage rapide","Unterstützung: Schneller Aufbau","高速組立サポート","재빠른 조립 보조","Suporte: Montagem Rápida","Поддержка: Быстрая сборка","Asistencia de armado rápido","หินเสริม Swift Assembly","迅速組裝輔助","Metadata/Items/Gems/SupportSkillGem",5,"",[],1,"",[301],39,9388,-301144876,[],"","M","M","","","F","FS","F","","","","",[],[],"","","","","","",[],[],"","",""
2017,"Metadata/Items/Gems/SkillGemShrapnelBallista",18,1,1,"Shrapnel Ballista","Baliste à shrapnel","Schrapnell-Balliste","シュラプネルバリスタ","파편 쇠뇌","Balista Estilhaçante","Осколочная баллиста","Balista de metralla","ป้อมเครื่องยิงแตกอากาศ (Shrapnel Ballista)","彈片砲塔","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],39,9594,1168187327,[8659],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[],"","",277
2018,"Metadata/Items/Gems/SupportGemArrowNova",19,1,1,"Arrow Nova Support","Soutien : Nova de flèches","Unterstützung: Pfeilnova","アローノヴァサポート","화살 산개 보조","Suporte: Nova de Flechas","Поддержка: Кольцо стрел","Asistencia de nova de flechas","หินเสริม Arrow Nova","箭矢新星輔助","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],39,9596,2067275224,[],"","F","F","","","M","NS","F","","","","",[],[],"","","","","","",[],[],"","",""
2019,"Metadata/Items/Gems/SupportGemBarrage",19,1,1,"Barrage Support","Soutien : Tir de barrage","Unterstützung: Sperrfeuer","バラージサポート","연발 사격 보조","Suporte: Barragem","Поддержка: Стрельба очередями","Asistencia de Aluvión","หินเสริม Barrage","彈幕輔助","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],39,9597,1190052435,[],"","M","F","","","M","FS","F","","","","",[],[],"","","","","","",[],[],"","",""
2020,"Metadata/Items/Gems/SkillGemEnsnaringArrow",18,1,1,"Ensnaring Arrow","Flèche d'empêtrement","Fesselnder Pfeil","エンスネアリングアロー","올가미 화살","Flecha Aprisionadora","Стрела ловчего","Flecha atrapante","ศรบ่วง (Ensnaring Arrow)","誘捕箭矢","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],39,9598,-306665061,[8659],"","F","M","","","F","FS","F","","","","",[],[],"","","","","","",[],[],"","",308
2021,"Metadata/Items/Gems/SkillGemArtilleryBallista",18,1,1,"Artillery Ballista","Baliste d'artillerie","Artillerie-Balliste","アーティラリーバリスタ","포대 쇠뇌","Balista de Artilharia","Артиллерийская баллиста","Balista de artillería","ป้อมเครื่องยิงปืนใหญ่ (Artillery Ballista)","火砲砲塔","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],39,9599,-1217378328,[8659],"","F","F","","","M","FS","F","","","","",[],[],"","","","","","",[],[],"","",276
2022,"Metadata/Items/Gems/SupportGemAddedFireDamagePlus",19,1,1,"Awakened Added Fire Damage Support","Gemme de soutien éveillée : Dégâts de feu Rajoutés","Erweckte Unterstützung: Zusätzlicher Feuerschaden","覚醒の火ダメージ追加サポート","각성한 화염 피해 추가 보조","Suporte Desperto: Dano Adicional de Fogo","Пробуждённый - Поддержка: Урон огнём","Asistencia despertada de Daño de fuego agregado","หินเสริมจุติ Added Fire Damage","覺醒．附加火焰傷害輔助","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],39,13771,-302025722,[],"","MP","F","","","M","MS","F","","","","",[],[],"",1,"","","","",[],[],"","",""
2023,"Metadata/Items/Gems/SupportGemAncestralCallPlus",19,1,1,"Awakened Ancestral Call Support","Gemme de soutien éveillée : Appel ancestral","Erweckte Unterstützung: Ruf der Ahnen","覚醒のアンセストラルコールサポート","각성한 선대의 부름 보조","Suporte Desperto: Chamado Ancestral","Пробуждённый - Поддержка: Зов предков","Asistencia despertada de Llamado ancestral","หินเสริมจุติ Ancestral Call","覺醒．先祖怒嚎輔助","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],39,13772,2131259216,[],"","M","F","","","M","MS","F","","","","",[],[],"",1,"","","","",[],[],"","",""
2024,"Metadata/Items/Gems/SupportGemBrutalityPlus",19,1,1,"Awakened Brutality Support","Gemme de soutien éveillée : Brutalité","Erweckte Unterstützung: Brutalität","覚醒のブルータリティサポート","각성한 포악함 보조","Suporte Desperto: Brutalidade","Пробуждённый - Поддержка: Жестокость","Asistencia despertada de Brutalidad","หินเสริมจุติ Brutality","覺醒．殘虐輔助","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],39,13773,1777243965,[],"","F","F","","","M","FS","F","","","","",[],[],"",1,"","","","",[],[],"","",""
2025,"Metadata/Items/Gems/SupportGemBurningDamagePlus",19,1,1,"Awakened Burning Damage Support","Gemme de soutien éveillée : Dégâts de Brûlure","Erweckte Unterstützung: Brandschaden","覚醒の燃焼ダメージサポート","각성한 화상 피해 보조","Suporte Desperto: Dano Incendiário","Пробуждённый - Поддержка: Урон от горения","Asistencia despertada de Daño de incendio agregado","หินเสริมจุติ Burning Damage","覺醒．燃燒傷害輔助","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],39,13774,686534721,[],"","MP","F","","","M","MS","F","","","","",[],[],"",1,"","","","",[],[],"","",""
2026,"Metadata/Items/Gems/SupportGemWeaponElementalDamagePlus",19,1,1,"Awakened Elemental Damage with Attacks Support","Gemme de soutien éveillée : Dégâts élémentaires des Attaques","Erweckte Unterstützung: Elementarschaden mit Angriffen","覚醒のアタック元素ダメージサポート","각성한 공격 시 원소 피해 보조","Suporte Desperto: Dano Elemental com Ataques","Пробуждённый - Поддержка: Урон от стихий атаками","Asistencia de daño elemental con ataques despertada","หินเสริมจุติ Elemental Damage with Attacks","覺醒．元素攻擊傷害輔助","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],39,13775,503107305,[],"","MP","F","","","M","MS","F","","","","",[],[],"",1,"","","","",[],[],"","",""
2027,"Metadata/Items/Gems/SupportGemFirePenetrationPlus",19,1,1,"Awakened Fire Penetration Support","Gemme de soutien éveillée : Pénétration du feu","Erweckte Unterstützung: Durchdringendes Feuer","覚醒の火耐性貫通サポート","각성한 화염 관통 보조","Suporte Desperto: Penetração de Fogo","Пробуждённый - Поддержка: Пронизывающий жар","Asistencia despertada de penetración de fuego","หินเสริมจุติ Fire Penetration","覺醒．火焰穿透輔助","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],39,13776,115114228,[],"","F","F","","","M","MS","F","","","","",[],[],"",1,"","","","",[],[],"","",""
2028,"Metadata/Items/Gems/SupportGemGenerosityPlus",19,1,1,"Awakened Generosity Support","Gemme de soutien éveillée : Générosité","Erweckte Unterstützung: Großzügigkeit","覚醒の寛大サポート","각성한 관대함 보조","Suporte Desperto: Generosidade","Пробуждённый - Поддержка: Щедрость","Asistencia despertada de generosidad","หินเสริมจุติ Generosity","覺醒．和善輔助","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],39,13777,457569595,[],"","F","F","","","M","FS","F","","","","",[],[],"",1,"","","","",[],[],"","",""
2029,"Metadata/Items/Gems/SupportGemMeleePhysicalDamagePlus",19,1,1,"Awakened Melee Physical Damage Support","Gemme de soutien éveillée : Dégâts physiques de mêlée","Erweckte Unterstützung: Physischer Nahkampfschaden","覚醒の近接物理ダメージサポート","각성한 근접 물리 피해 보조","Suporte Desperto: Dano Físico Corpo a Corpo","Пробуждённый - Поддержка: Физический урон ближнего боя","Asistencia despertada de daño físico cuerpo a cuerpo","หินเสริมจุติ Melee Physical Damage","覺醒．近戰物理傷害輔助","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],39,13778,-24338728,[],"","MP","F","","","M","MS","F","","","","",[],[],"",1,"","","","",[],[],"","",""
