"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","GrantedEffect","GrantedEffectHardmode","GrantedEffect2","GrantedEffect2Hardmode","SupportText","SupportText (French)","SupportText (German)","SupportText (Japanese)","SupportText (Korean)","SupportText (Portuguese)","SupportText (Russian)","SupportText (Spanish)","SupportText (Thai)","SupportText (Traditional Chinese)","SupportName","SupportName (French)","SupportName (German)","SupportName (Japanese)","SupportName (Korean)","SupportName (Portuguese)","SupportName (Russian)","SupportName (Spanish)","SupportName (Thai)","SupportName (Traditional Chinese)","GemTags","Consumed_ModsKey","ItemColor"
1148,"VaalReapAltY","Vaal Reap","Fauchage vaal","Vaal-Sense","ヴァールリープ","바알 낫질","Ceifar Vaal","Кровавая жатва ваал","Siega vaal","วาล์ เคียวเก็บเกี่ยว (Vaal Reap)","瓦爾．收割",11933,"",11509,"","","","","","","","","","","","","","","","","","","","","","[9,25,4,33,14,15,24]","",2
1149,"VaalAnimateWeapon","","","","","","","","","","",11937,"",2910,"","","","","","","","","","","","","","","","","","","","","","[10,25,15,8,4,24,33]","",4
1150,"VaalAnimateWeaponAltX","Vaal Animate Weapon","Animation d'Arme vaal","Vaal-Waffe beseelen","ヴァールアニメイトウェポン","바알 무기 기동","Animar Arma Vaal","Живое оружие ваал","Animar arma vaal","วาล์ ปลุกเสกอาวุธ (Vaal Animate Weapon)","瓦爾．幻化武器",11937,"",2911,"","","","","","","","","","","","","","","","","","","","","","[10,25,15,8,4,24]","",1
1151,"VaalAnimateWeaponAltY","Vaal Animate Weapon","Animation d'Arme vaal","Vaal-Waffe beseelen","ヴァールアニメイトウェポン","바알 무기 기동","Animar Arma Vaal","Живое оружие ваал","Animar arma vaal","วาล์ ปลุกเสกอาวุธ (Vaal Animate Weapon)","瓦爾．幻化武器",11937,"",2912,"","","","","","","","","","","","","","","","","","","","","","[10,25,15,8,4,24,33]","",2
1152,"VaalLightningArrow","","","","","","","","","","",11939,"",1910,"","","","","","","","","","","","","","","","","","","","","","[10,25,13,14,5,2,24,6]","",4
1153,"VaalLightningArrowAltX","Vaal Lightning Arrow","Flèche de foudre vaal","Vaal-Blitzpfeil","ヴァールライトニングアロー","바알 번개 화살","Flecha Relampejante Vaal","Стрела молний ваал","Flecha de rayo vaal","วาล์ ศรสายฟ้า (Vaal Lightning Arrow)","瓦爾．閃電箭矢",11939,"",1911,"","","","","","","","","","","","","","","","","","","","","","[10,25,13,14,5,2,24,6]","",1
1154,"VaalLightningArrowAltY","Vaal Lightning Arrow","Flèche de foudre vaal","Vaal-Blitzpfeil","ヴァールライトニングアロー","바알 번개 화살","Flecha Relampejante Vaal","Стрела молний ваал","Flecha de rayo vaal","วาล์ ศรสายฟ้า (Vaal Lightning Arrow)","瓦爾．閃電箭矢",11939,"",1912,"","","","","","","","","","","","","","","","","","","","","","[10,25,13,14,5,2,24,6]","",2
1155,"VaalAbsolution","","","","","","","","","","",11940,"",11651,"","","","","","","","","","","","","","","","","","","","","","[9,25,4,8,15,33,2,24,14]","",4
1156,"VaalAbsolutionAltX","Vaal Absolution","Absolution vaal","Vaal-Absolution","ヴァールアブソリューション","바알 면죄","Absolvição Vaal","Отпущение ваал","Absolución vaal","วาล์ อภัยบาป (Vaal Absolution)","瓦爾．赦免",11940,"",11652,"","","","","","","","","","","","","","","","","","","","","","[9,25,4,8,15,33,2,24,14]","",1
1157,"VaalAbsolutionAltY","Vaal Absolution","Absolution vaal","Vaal-Absolution","ヴァールアブソリューション","바알 면죄","Absolvição Vaal","Отпущение ваал","Absolución vaal","วาล์ อภัยบาป (Vaal Absolution)","瓦爾．赦免",11940,"",11653,"","","","","","","","","","","","","","","","","","","","","","[9,25,4,8,15,33,2,24,14]","",2
1158,"VaalDomination","","","","","","","","","","",11941,"",1308,"","","","","","","","","","","","","","","","","","","","","","[9,25,4,8,15,24,13,7,36]","",4
1159,"VaalDominationAltX","Vaal Domination","Domination vaal","Vaal-Beherrschung","ヴァールドミネーション","바알 지배","Dominação Vaal","Господство ваал","Dominación vaal","วาล์ แสดงอำนาจ (Vaal Domination)","瓦爾．霸氣",11941,"",1309,"","","","","","","","","","","","","","","","","","","","","","[9,25,4,8,15,24,13,7,36]","",1
1160,"VaalDominationAltY","Vaal Domination","Domination vaal","Vaal-Beherrschung","ヴァールドミネーション","바알 지배","Dominação Vaal","Господство ваал","Dominación vaal","วาล์ แสดงอำนาจ (Vaal Domination)","瓦爾．霸氣",11941,"",1310,"","","","","","","","","","","","","","","","","","","","","","[9,25,4,8,15,24,13,7,36]","",2
1161,"VaalIceShot","","","","","","","","","","",11943,"",2226,"","","","","","","","","","","","","","","","","","","","","","[10,25,13,5,14,1,24,15,6]","",4
1162,"VaalIceShotAltX","Vaal Ice Shot","Tir de glace vaal","Vaal-Eisgeschoss","ヴァールアイスショット","바알 얼음 화살","Tiro Gélido Vaal","Ледяной выстрел ваал","Disparo de hielo vaal","วาล์ ศรน้ำแข็ง (Vaal Ice Shot)","瓦爾．冰霜射擊",11943,"",2227,"","","","","","","","","","","","","","","","","","","","","","[10,25,13,5,14,1,24,15,6]","",1
1163,"VaalIceShotAltY","Vaal Ice Shot","Tir de glace vaal","Vaal-Eisgeschoss","ヴァールアイスショット","바알 얼음 화살","Tiro Gélido Vaal","Ледяной выстрел ваал","Disparo de hielo vaal","วาล์ ศรน้ำแข็ง (Vaal Ice Shot)","瓦爾．冰霜射擊",11943,"",2228,"","","","","","","","","","","","","","","","","","","","","","[10,25,13,5,14,1,24,15,6]","",2
1164,"VaalFirestorm","","","","","","","","","","",11944,"",1335,"","","","","","","","","","","","","","","","","","","","","","[11,25,4,14,15,0,24]","",4
1165,"VaalFirestormAltX","Vaal Firestorm","Tempête de feu vaal","Vaal-Feuerregen","ヴァールファイヤーストーム","바알 화염 폭풍","Tormenta Flamejante Vaal","Огненный шторм ваал","Tormenta de fuego vaal","วาล์ พายุไฟ (Firestorm)","瓦爾．烈炎風暴",11944,"",1336,"","","","","","","","","","","","","","","","","","","","","","[11,25,4,14,15,0,24]","",1
1166,"VaalFirestormAltY","Vaal Firestorm","Tempête de feu vaal","Vaal-Feuerregen","ヴァールファイヤーストーム","바알 화염 폭풍","Tormenta Flamejante Vaal","Огненный шторм ваал","Tormenta de fuego vaal","วาล์ พายุไฟ (Firestorm)","瓦爾．烈炎風暴",11944,"",1337,"","","","","","","","","","","","","","","","","","","","","","[11,25,4,14,15,0,24]","",2
1167,"VaalRejuvenationTotem","","","","","","","","","","",11953,"",2056,"","","","","","","","","","","","","","","","","","","","","","[19,12,9,25,4,14,24]","",4
1168,"VaalSplitArrow","","","","","","","","","","",11955,"",388,"","","","","","","","","","","","","","","","","","","","","","[10,25,13,5,24,6]","",4
1169,"VaalSplitArrowAltX","Vaal Split Arrow","Flèches multiples vaal","Vaal-Pfeilfächer","ヴァールスプリットアロー","바알 분할 화살","Flecha Dividida Vaal","Расколотая стрела ваал","Flecha dividida vaal","วาล์ ศรแยก (Vaal Split Arrow)","瓦爾．分裂箭矢",11955,"",389,"","","","","","","","","","","","","","","","","","","","","","[10,25,13,5,24,6]","",1
1170,"VaalSplitArrowAltY","Vaal Split Arrow","Flèches multiples vaal","Vaal-Pfeilfächer","ヴァールスプリットアロー","바알 분할 화살","Flecha Dividida Vaal","Расколотая стрела ваал","Flecha dividida vaal","วาล์ ศรแยก (Vaal Split Arrow)","瓦爾．分裂箭矢",11955,"",390,"","","","","","","","","","","","","","","","","","","","","","[10,25,13,5,24,6]","",2
1171,"SupportManaforgedArrows","","","","","","","","","","",11960,"","","","Supports bow attack skills, causing them to trigger when you've spent enough mana in total on other bow attacks. Cannot modify the skills of minions. Cannot support totems, traps, mines, Vaal skills, or channelling skills","Modifie les aptitudes d'attaque à l'arc, leur permettant ainsi de se déclencher quand vous avez dépensé assez de Mana au total sur d'autres attaques à l'arc. Ne peut modifier les Aptitudes des Créatures. Ne peut modifier les Aptitudes vaal, canalisées ou utilisées par des totems, pièges ou mines.","Unterstützt Bogen-Angriffsfertigkeiten, die ausgelöst werden, wenn Ihr insgesamt genug Mana für andere Bogenangriffe verbraucht habt. Kann die Fertigkeiten von Kreaturen nicht modifizieren. Kann keine Totem-, Fallen-, Minen-, Vaal- oder Kanalisierungs-Fertigkeiten unterstützen.","弓アタックスキルをサポートし、他の弓アタックで合計で十分な量のマナを消費した時にトリガーするようにする。ミニオンのスキルには影響しない。トーテム、トラップ、マイン、ヴァールスキル、チャネリングスキルはサポートできない。","활 공격 스킬에 적용됩니다. 다른 활 공격으로 사용한 마나의 총량이 일정 수준 이상이 되면 보조 대상 스킬이 발동됩니다. 소환수가 사용하는 스킬에는 적용되지 않습니다. 토템, 덫, 지뢰, 바알 스킬, 집중 유지 스킬에는 적용되지 않습니다.","Suporta habilidades de ataque com arcos, fazendo com que elas sejam ativadas quando você tiver gasto um total de mana em outros ataques com arco. Não pode modificar as habilidades de lacaios. Não pode suportar totens, armadilhas, minas, habilidades Vaal ou habilidades canalizadas.","Усиливает умения атак лука, вызывая их срабатывание после того как вы потратите некоторое суммарное количество маны на другие атаки луком. Не усиливает умения приспешников. Не усиливает тотемы, ловушки, мины, умения ваал и поддерживаемые умения.","Asiste habilidades de ataque de arcos y las activa cuando has gastado una cantidad suficiente de maná total en otros ataques de arco. No puede modificar las habilidades de los esbirros. No puede asistir a tótems, trampas, minas, habilidades vaal ni habilidades de canalización.","ใช้เสริม สกิลโจมตีธนู ทำให้มันทริกเกอร์เมื่อคุณจ่ายมานาไปกับ การโจมตีธนู อื่นๆ ครบตามค่าใช้งานมานาของสกิลที่เสริม ไม่สามารถแก้ไขสกิลที่ มิเนียน ใช้ได้ ไม่สามารถเสริม โทเทม, กับดัก, ทุ่นระเบิด, สกิลวาล์ หรือ สกิลแชนเนล ได้","輔助弓攻擊技能，當你在其它弓攻擊消耗足夠的魔力時，觸發這些技能。不能調整召喚物技能。不能輔助圖騰、陷阱、地雷、瓦爾技能或引導施放技能。","","","","","","","","","","","[6,10,16,26]",14428,4
1172,"SupportPrismaticBurst","","","","","","","","","","",11961,"",11962,"","Supports attacks, causing them to trigger the Prismatic Burst spell. Cannot support triggered attacks or attacks used by things other than you. Cannot modify the skills of minions.","Modifie les aptitudes d'attaque en leur permettant de déclencher le Sort Explosion prismatique. Ne peut modifier les Attaques déclenchées ou les Attaques que vous n'utilisez pas vous-même directement. Ne peut modifier les Aptitudes des Créatures.","Unterstützt Angriffsfertigkeiten, die den Zauber 'Prismatische Explosion' auslösen. Kann keine ausgelösten Angriffe oder Angriffe unterstützen, die von anderen Dingen außer Euch benutzt werden. Kann die Fertigkeiten von Kreaturen nicht modifizieren.","アタックスキルをサポートし、プリズマティックバーストサポートスペルをトリガーするようにする。トリガーされたアタックおよびプレイヤー以外によって使用されたアタックはサポートされない。ミニオンのスキルには影響しない。","공격에 적용됩니다. 보조 대상 스킬이 분광 격발 주문을 발동합니다. 발동형 공격이나 플레이어가 아닌 다른 개체가 사용한 공격, 소환수가 사용하는 스킬에는 적용되지 않습니다.","Suporta ataques, fazendo com que eles ativem uma magia de Explosão Prismática. Não pode suportar ataques ativados ou ataques usados por coisas diferentes de você. Não pode modificar as habilidades de lacaios.","Усиливает атаки, заставляя их вызывать срабатывание чар Радужная вспышка. Не усиливает срабатывающие атаки и атаки, используемые кем-либо кроме вас. Не усиливает умения приспешников.","Asiste ataques para que activen el hechizo Estallido prismático. No puede asistir ataques de activación ni ataques infligidos por cosas que no seas tú. No puede modificar las habilidades de los esbirros.","ใช้เสริม การโจมตี ทำให้การโจมตีเหล่านี้ทริกเกอร์เวท ระเบิดสุ่มธาตุฉับพลัน (Prismatic Burst) ไม่สามารถเสริม การโจมตีที่ถูกทริกเกอร์ หรือ การโจมตีที่ใช้โดยสิ่งต่างๆ ที่ไม่ใช่คุณ ไม่สามารถใช้แก้ไขสกิลที่มิเนียนใช้ได้","輔助攻擊技能，使它們觸發三相爆發法術。不能輔助觸發型攻擊或不是你使用的攻擊。不能調整召喚物技能。","","","","","","","","","","","[11,16,25,4,14,0,1,2,45,26]",14429,4
