"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Metadata","rid_24","NPCMasterKey","ShortName","ShortName (French)","ShortName (German)","ShortName (Japanese)","ShortName (Korean)","ShortName (Portuguese)","ShortName (Russian)","ShortName (Spanish)","ShortName (Thai)","ShortName (Traditional Chinese)","i32_64","NPCAudios1","NPCAudios2","HASH16","row_102","Portrait","DialogueStyle","bool_142","rid_143","Gender","bool_167","i32_168"
523,"RoyaleAnnouncer","Royale Announcer","Annonceur de Royale","Royale-Sprecher","ロワイアルアナウンサー","배틀로열 해설자","Anunciador Royale","Комментатор Royale","Anunciador de Royale","ผู้ประกาศ Royale","殺戮戰播報","Metadata/NPC/NPC","","","Royale Announcer","Annonceur de Royale","Royale-Sprecher","ロワイアルアナウンサー","배틀로열 해설자","Royale Announcer","Комментатор Royale","Anunciador de Royale","ผู้ประกาศ Royale","殺戮戰播報",0,[],[],4754,"","","",1,"","M","",0
524,"Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBoss_","Vorana, Last to Fall","Vorana, la Dernière à succomber","Vorana, Letzte der Gefallenen","最後に倒れし者、ヴォラナ","최후의 보루 보라나","Vorana, Última a Cair","Ворана, Стоящая до конца","Vorana, Última en caer","วอราน่า ผู้สุดท้ายที่วินาศ","最後生還．沃拉娜","Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBoss","","","Vorana","Vorana","Vorana","ヴォラナ","보라나","Vorana","Ворана","Vorana","วอราน่า","沃拉娜",0,[],[],4734,"","","",1,"","F","",0
525,"Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBossMap","Nightmare of Vorana","Cauchemar de Vorana","Albtraum von Vorana","ヴォラナの悪夢","보라나의 악몽","Pesadelo de Vorana","Кошмар Вораны","Pesadilla de Vorana","ฝันร้ายแห่งวอราน่า","沃拉娜之夢魘","Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBossMap","","","Nightmare of Vorana","Cauchemar de Vorana","Albtraum von Vorana","ヴォラナの悪夢","보라나의 악몽","Pesadelo de Vorana","Кошмар Вораны","Pesadilla de Vorana","ฝันร้ายแห่งวอราน่า","沃拉娜之夢魘",0,[],[],-19463,"","","",1,"","F","",0
526,"Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionExpedition","Uhtred","Uhtred","Uhtred","ウートレド","우트레드","Uhtred","Утред","Uhtred","เออห์เทร็ด","烏特雷","Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionBoss","","","Uhtred","Uhtred","Uhtred","ウートレド","우트레드","Uhtred","Утред","Uhtred","เออห์เทร็ด","烏特雷",0,[],[],-16786,"","","",1,"","M","",0
527,"Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionExpeditionMap","Nightmare of Uhtred","Cauchemar d'Uhtred","Albtraum von Uhtred","ウートレドの悪夢","우트레드의 악몽","Pesadelo de Uhtred","Кошмар Утреда","Pesadilla de Uhtred","ฝันร้ายแห่งเออห์เทร็ด","烏特雷之夢魘","Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionBossMap","","","Nightmare of Uhtred","Cauchemar d'Uhtred","Albtraum von Uhtred","ウートレドの悪夢","우트레드의 악몽","Pesadelo de Uhtred","Кошмар Утреда","Pesadilla de Uhtred","ฝันร้ายแห่งเออห์เทร็ด","烏特雷之夢魘",0,[],[],-30554,"","","",1,"","M","",0
528,"Metadata/Monsters/LeagueExpedition/Olroth","Olroth, Origin of the Fall","Olroth, l'Origine de la Chute","Olroth, Ursprung des Falls","破滅の元凶、オルロス","몰락의 기원 올로스","Olroth, Origem da Queda","Олрот, Исток падения","Olroth, Origen de la Caída","ออลรอธ ต้นกำเนิดความวินาศ","失落起源．奧爾羅斯","Metadata/Monsters/LeagueExpedition/Olroth/Olroth","","","Olroth","Olroth","Olroth","オルロス","올로스","Olroth","Олрот","Olroth","ออลรอธ","奧爾羅斯",0,[],[],28485,"","","",1,"","M","",0
529,"Metadata/Monsters/LeagueExpedition/Medved","Medved","Medved","Medved","メドヴェド","메드베드","Medved","Медведь","Medved","เม็ดเว็ด","梅德偉","Metadata/Monsters/LeagueExpedition/Medved/MedvedBoss","","","Medved","Medved","Medved","メドヴェド","메드베드","Medved","Медведь","Medved","เม็ดเว็ด","梅德偉",0,[],[],27268,"","","",1,"","M","",0
530,"Metadata/Monsters/LeagueExpedition/Medved/MedvedBossMap_","Nightmare of Medved","Cauchemar de Medved","Albtraum von Medved","メドヴェドの悪夢","메드베드의 악몽","Pesadelo de Medved","Кошмар Медведя","Pesadilla de Medved","ฝันร้ายแห่งเม็ดเว็ด","梅德偉之夢魘","Metadata/Monsters/LeagueExpedition/Medved/MedvedBossMap","","","Nightmare of Medved","Cauchemar de Medved","Albtraum von Medved","メドヴェドの悪夢","메드베드의 악몽","Pesadelo de Medved","Кошмар Медведя","Pesadilla de Medved","ฝันร้ายแห่งเม็ดเว็ด","梅德偉之夢魘",0,[],[],13377,"","","",1,"","M","",0
531,"Metadata/NPC/League/Hellscape/HellscapeNPC","The Last to Die","La Dernière à périr","Stirbt Zuletzt","最後に死ぬ者","최후에 죽는 자","O Último a Morrer","Последняя из живых","La última en morir","ผู้สุดท้ายที่สิ้นชีพ","最終之死","Metadata/NPC/NPC","","","The Last to Die","La Dernière à périr","Stirbt Zuletzt","最後に死ぬ者","최후에 죽는 자","O Último a Morrer","Последняя из живых","La última en morir","ผู้สุดท้ายที่สิ้นชีพ","最終之死",0,[149],[150],11576,"",21,4,1,"","F","",0
532,"Metadata/NPC/League/Hellscape/HellscapeNPCWild","The Last to Die","La Dernière à périr","Stirbt Zuletzt","最後に死ぬ者","최후에 죽는 자","O Último a Morrer","Последняя из живых","La última en morir","ผู้สุดท้ายที่สิ้นชีพ","最終之死","Metadata/NPC/NPC","","","The Last to Die","La Dernière à périr","Stirbt Zuletzt","最後に死ぬ者","최후에 죽는 자","O Último a Morrer","Последняя из живых","La última en morir","ผู้สุดท้ายที่สิ้นชีพ","最終之死",0,[],[151],5710,531,21,4,1,"","F","",0
533,"Metadata/NPC/League/Hellscape/HellscapeNPCHideout","The Last to Die","La Dernière à périr","Stirbt Zuletzt","最後に死ぬ者","최후에 죽는 자","O Último a Morrer","Последняя из живых","La última en morir","ผู้สุดท้ายที่สิ้นชีพ","最終之死","Metadata/NPC/NPC","","","The Last to Die","La Dernière à périr","Stirbt Zuletzt","最後に死ぬ者","최후에 죽는 자","O Último a Morrer","Последняя из живых","La última en morir","ผู้สุดท้ายที่สิ้นชีพ","最終之死",0,[149],[150],-24462,531,21,4,1,"","F","",0
534,"Metadata/NPC/Skadi","Skadi","Skadi","Skadi","スカジ","스카디","Skadi","Скади","Skadi","สกาดี","斯卡迪","Metadata/NPC/NPC","","","","","","","","","","","","",0,[],[],-32709,"","","",1,"","F","",0
535,"Metadata/NPC/Epilogue/LillyHideout","Lilly Roth","Lilly Roth","Lilly Roth","リリィ・ロス","릴리 로스","Lilly Roth","Лилия Рот","Lilly Roth","ลิลลี่ รอธ","莉莉羅斯","Metadata/NPC/NPC","","","Lilly","Lilly","Lilly","リリィ","릴리","Lilly","Лилия","Lilly","ลิลลี่","莉莉",0,[152],[],11383,"","",1,1,38,"F","",0
536,"Metadata/NPC/Epilogue/HelenaIntro","Helena","Héléna","Helena","ヘレナ","헬레나","Helena","Елена","Helena","เฮเลน่า","赫蓮娜","Metadata/NPC/NPC","",3,"Helena","Héléna","Helena","ヘレナ","헬레나","Helena","Елена","Helena","เฮเลน่า","赫蓮娜",11,[24],[25],18187,368,"",1,1,"","F","",0
537,"Metadata/Monsters/AtlasInvaders/BlackStarMonsters/BlackStarBoss","The Black Star","L'Astre noir","Der Schwarze Stern","黒き星","검은 별","A Estrela Negra","Чёрное солнце","La Estrella negra","ดวงดาวสีดำ","黯星","Metadata/Monsters/AtlasInvaders/BlackStarMonsters/BlackStarBoss","","","The Black Star","L'Astre noir","Der Schwarze Stern","黒き星","검은 별","A Estrela Negra","Чёрное солнце","La Estrella negra","ดวงดาวสีดำ","黯星",0,[],[],-30306,"","","",1,"","","",0
538,"Metadata/Monsters/AtlasInvaders/CleansingMonsters/CleansingBoss","The Searing Exarch","L'Exarque ardent","Der Brennende Exarch","灼熱の代行者","작열의 총주교","O Exarca Cauterizado","Пламенный экзарх","El Exarca abrasador","อุปราชอาบเพลิง","灼烙總督","Metadata/Monsters/AtlasInvaders/CleansingMonsters/CleansingBoss","","","The Searing Exarch","L'Exarque ardent","Der Brennende Exarch","灼熱の代行者","작열의 총주교","O Exarca Cauterizado","Пламенный экзарх","El Exarca abrasador","อุปราชอาบเพลิง","灼烙總督",0,[],[],-4927,"","","",1,"","","",0
539,"Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBoss","The Eater of Worlds","Le Mangeur de mondes","Der Weltenfresser","世界を喰らうもの","세계 포식자","O Devorador de Mundos","Пожиратель миров","El Devorador de mundos","ผู้กลืนกินโลกา","吞噬天地","Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBoss","","","The Eater of Worlds","Le Mangeur de mondes","Der Weltenfresser","世界を喰らうもの","세계 포식자","O Devorador de Mundos","Пожиратель миров","El Devorador de mundos","ผู้กลืนกินโลกา","吞噬天地",0,[],[],22690,"","","",1,"","","",0
540,"Metadata/Monsters/AtlasInvaders/DoomMonsters/DoomBoss_","The Infinite Hunger","La Faim infinie","Der Unendliche Hunger","果てなき渇望","무한한 허기","A Fome Infinita","Неутолимый голод","El Hambre infinita","ความหิวโหยไม่รู้สิ้น","無盡渴望","Metadata/Monsters/AtlasInvaders/DoomMonsters/DoomBoss","","","The Infinite Hunger","La Faim infinie","Der Unendliche Hunger","果てなき渇望","무한한 허기","A Fome Infinita","Неутолимый голод","El Hambre infinita","ความหิวโหยไม่รู้สิ้น","無盡渴望",0,[],[],-29749,"","","",1,"","","",0
541,"Metadata/NPC/BladeSoul","Blade Soul","Âme-lame","Bladesoul","ブレードソウル","칼날 영혼","Lâmina da Alma","Blade Soul","Alma de arma","Blade Soul","劍魂","Metadata/NPC/NPC","","","","","","","","","","","","",0,[],[],-10906,"","","",1,"","","",0
542,"Metadata/NPC/League/Lake/Arbiter","Kalandra","Kalandra","Kalandra","カランドラ","칼란드라","Kalandra","Каландра","Kalandra","คาลานดรา","卡蘭德","Metadata/NPC/NPC","","","Kalandra","Kalandra","Kalandra","カランドラ","칼란드라","Kalandra","Каландра","Kalandra","คาลานดรา","卡蘭德",0,[],[],-9987,"","","",1,"","F","",0
543,"Metadata/Monsters/LeagueLake/ArbiterWild","Kalandra","Kalandra","Kalandra","カランドラ","칼란드라","Kalandra","Каландра","Kalandra","คาลานดรา","卡蘭德","Metadata/NPC/NPC","","","Kalandra","Kalandra","Kalandra","カランドラ","칼란드라","Kalandra","Каландра","Kalandra","คาลานดรา","卡蘭德",0,[],[],22420,"","","",1,"","F","",0
544,"Metadata/Monsters/LeagueLake/ArbiterWildEvil","Kalandra","Kalandra","Kalandra","カランドラ","칼란드라","Kalandra","Каландра","Kalandra","คาลานดรา","卡蘭德","Metadata/NPC/NPC","","","Kalandra","Kalandra","Kalandra","カランドラ","칼란드라","Kalandra","Каландра","Kalandra","คาลานดรา","卡蘭德",0,[],[],-26222,"","","",1,"","F","",0
545,"Metadata/Monsters/LeagueLake/ArbiterHideout","Kalandra","Kalandra","Kalandra","カランドラ","칼란드라","Kalandra","Каландра","Kalandra","คาลานดรา","卡蘭德","Metadata/NPC/NPC","","","Kalandra","Kalandra","Kalandra","カランドラ","칼란드라","Kalandra","Каландра","Kalandra","คาลานดรา","卡蘭德",0,[],[],8802,"","","",1,"","F","",0
546,"Metadata/Monsters/LeagueLake/ArbiterHideoutEvil","Kalandra","Kalandra","Kalandra","カランドラ","칼란드라","Kalandra","Каландра","Kalandra","คาลานดรา","卡蘭德","Metadata/NPC/NPC","","","Kalandra","Kalandra","Kalandra","カランドラ","칼란드라","Kalandra","Каландра","Kalandra","คาลานดรา","卡蘭德",0,[],[],15111,"","","",1,"","F","",0
547,"Metadata/NPC/WarlordsLieutenant_Portal","Lieutenant","Lieutenant","Leutnant","副官","부관","Tenente","Лейтенант","Teniente","ผู้แทน","中尉","Metadata/NPC/NPC","","","Lieutenant","Lieutenant","Leutnant","副官","부관","Tenente","Лейтенант","Teniente","ผู้แทน","中尉",0,[],[],2026,"","","",1,"","","",0
548,"Metadata/NPC/CultistSpirit","Mysterious Voice","Voix mystérieuse","Mysteriöse Stimme","神秘的な声","수수께끼의 목소리","Voz Misteriosa","Загадочный голос","Voz misteriosa","เสียงลึกลับ","謎音","Metadata/NPC/NPC","","","Mysterious Voice","Voix mystérieuse","Mysteriöse Stimme","神秘的な声","수수께끼의 목소리","Voz Misteriosa","Загадочный голос","Voz misteriosa","เสียงลึกลับ","謎音",0,[],[],-11550,"","","",1,"","","",0
549,"Metadata/NPC/MercenarySpirit","Mysterious Voice","Voix mystérieuse","Mysteriöse Stimme","神秘的な声","수수께끼의 목소리","Voz Misteriosa","Загадочный голос","Voz misteriosa","เสียงลึกลับ","謎音","Metadata/NPC/NPC","","","Mysterious Voice","Voix mystérieuse","Mysteriöse Stimme","神秘的な声","수수께끼의 목소리","Voz Misteriosa","Загадочный голос","Voz misteriosa","เสียงลึกลับ","謎音",0,[],[],26852,"","","",1,"","","",0
550,"Metadata/NPC/PyromaniacSpirit","Mysterious Voice","Voix mystérieuse","Mysteriöse Stimme","神秘的な声","수수께끼의 목소리","Voz Misteriosa","Загадочный голос","Voz misteriosa","เสียงลึกลับ","謎音","Metadata/NPC/NPC","","","Mysterious Voice","Voix mystérieuse","Mysteriöse Stimme","神秘的な声","수수께끼의 목소리","Voz Misteriosa","Загадочный голос","Voz misteriosa","เสียงลึกลับ","謎音",0,[],[],-21465,"","","",1,"","","",0
551,"Metadata/NPC/TemplarZealotSpirit","Mysterious Voice","Voix mystérieuse","Mysteriöse Stimme","神秘的な声","수수께끼의 목소리","Voz Misteriosa","Загадочный голос","Voz misteriosa","เสียงลึกลับ","謎音","Metadata/NPC/NPC","","","Mysterious Voice","Voix mystérieuse","Mysteriöse Stimme","神秘的な声","수수께끼의 목소리","Voz Misteriosa","Загадочный голос","Voz misteriosa","เสียงลึกลับ","謎音",0,[],[],30424,"","","",1,"","","",0
552,"Metadata/NPC/Info/KalandraGlyph01","Ancient Etchings I","Gravures antiques I","Uralte Einritzungen I","古代の食刻 I","고대의 식각문 I","Gravuras Antigas I","Древние гравюры I","Grabados antiguos I","จารึกโบราณ 1","遠古畫板 I","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings I","Gravures antiques I","Uralte Einritzungen I","古代の食刻 I","고대의 식각문 I","Gravuras Antigas I","Древние гравюры I","Grabados antiguos I","จารึกโบราณ 1","遠古畫板 I",-1,[],[],15757,"","","",1,"","","",0
553,"Metadata/NPC/Info/KalandraGlyph02","Ancient Etchings II","Gravures antiques II","Uralte Einritzungen II","古代の食刻 II","고대의 식각문 II","Gravuras Antigas II","Древние гравюры II","Grabados antiguos II","จารึกโบราณ 2","遠古畫板 II","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings II","Gravures antiques II","Uralte Einritzungen II","古代の食刻 II","고대의 식각문 II","Gravuras Antigas II","Древние гравюры II","Grabados antiguos II","จารึกโบราณ 2","遠古畫板 II",-1,[],[],23236,"","","",1,"","","",0
554,"Metadata/NPC/Info/KalandraGlyph03","Ancient Etchings III","Gravures antiques III","Uralte Einritzungen III","古代の食刻 III","고대의 식각문 III","Gravuras Antigas III","Древние гравюры III","Grabados antiguos III","จารึกโบราณ 3","遠古畫板 III","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings III","Gravures antiques III","Uralte Einritzungen III","古代の食刻 III","고대의 식각문 III","Gravuras Antigas III","Древние гравюры III","Grabados antiguos III","จารึกโบราณ 3","遠古畫板 III",-1,[],[],-2667,"","","",1,"","","",0
