"rownum","SetId","AchievementsRequired","Rewards","TotemPieceEveryNAchievements","Message","Message (French)","Message (German)","Message (Japanese)","Message (Korean)","Message (Portuguese)","Message (Russian)","Message (Spanish)","Message (Thai)","Message (Traditional Chinese)","NotificationIcon","HideoutName","HideoutName (French)","HideoutName (German)","HideoutName (Japanese)","HideoutName (Korean)","HideoutName (Portuguese)","HideoutName (Russian)","HideoutName (Spanish)","HideoutName (Thai)","HideoutName (Traditional Chinese)","Id"
288,69,6,[6959],0,"Congratulations!\nYou earned the Watcher's Wrath Body Armour!","Félicitations !\nVous avez remporté l'Armure de la Fureur du Guetteur !","Glückwunsch!\nDu hast die Mikrotransaktion 'Zornkörperrüstung des Wächters' freigespielt!","おめでとうございます!\n見つめる者の憤怒のアーマーを獲得しました！","축하합니다!\n감시자의 진노 갑옷을 획득했습니다!","Parabéns!\nVocê ganhou o Peitoral da Fúria do Vigia!","Поздравляем!\nВы получили нательный доспех Ярости Хранителя!","¡Felicitaciones!\n¡Has conseguido la Armadura de la Ira del guardián!","ยินดี​ด้วย! คุณ​ได้​รับ​เสื้อเกราะ Watcher's Wrath ​แล้ว!","恭喜！\n你獲得身體外觀：看守者之怒！","","","","","","","","","","","","WatchersWrathBodyArmour"
289,69,8,[6956],0,"Congratulations!\nYou earned the Watcher's Wrath Helmet!","Félicitations !\nVous avez remporté le Casque de la Fureur du Guetteur !","Glückwunsch!\nDu hast die Mikrotransaktion 'Zornhelm des Wächters' freigespielt!","おめでとうございます!\n見つめる者の憤怒のヘルメットを獲得しました！","축하합니다!\n감시자의 진노 투구를 획득했습니다!","Parabéns!\nVocê ganhou o Elmo da Fúria do Vigia!","Поздравляем!\nВы получили шлем Ярости Хранителя!","¡Felicitaciones!\n¡Has conseguido el Casco de la Ira del guardián!","ยินดี​ด้วย! คุณ​ได้​รับ​หมวก Watcher's Wrath ​แล้ว!","恭喜！\n你獲得頭部外觀：看守者之怒！","","","","","","","","","","","","WatchersWrathHelmet"
290,69,1,[6946],1,"Congratulations! You earned the Ruthless Mercenaries Totem!\nThe more ruthless challenges you complete, the bigger it gets!","Félicitations ! Vous avez remporté le Totem Mercenaries (Ruthless) !\nPlus vous réussirez de défis en Ruthless, plus il grandira !","Glückwunsch!\nDu hast das Mercenaries-Totem in Erbarmungslos freigespielt!\nSchließe mehr Herausforderungen ab, um weitere Stufen zu erhalten!","おめでとうございます！ルースレスMercenariesトーテムを獲得しました！\nさらにルースレスチャレンジを完了することで大きくなります！","축하합니다! 무자비 용병 토템을 획득했습니다!\n이 토템은 도전과제를 많이 완료할수록 커집니다!","Parabéns!\nVocê ganhou o Totem dos Mercenários de Ruthless!\nQuanto mais desafios de Ruthless você completar, maior ele ficará!","Поздравляем!\nВы получили часть тотема Беспощадных Наёмников!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Felicitaciones! ¡Has conseguido el Tótem de Mercenaries de Ruthless!\n¡Cuantos más desafíos de Ruthless completes, más grande será!","ยินดี​ด้วย! คุณ​ได้รับ​​เสา​อนุสรณ์ Ruthless Mercenaries แล้ว! ยิ่ง​คุณ​ผ่าน​ภารกิจ​ท้าทาย Ruthless Mercenaries มาก​เท่า​ไหร่ เสา​อนุสรณ์​ก็​จะ​ยิ่ง​สูง​ขึ้น​เท่านั้น!","恭喜！你獲得傭兵．殘暴圖騰！\n你完成越多殘暴挑戰，圖騰就越長！","","","","","","","","","","","","HideoutRuthlessTotemPole35"
291,70,1,[6988],0,"Congratulations!\nYou earned a Mercenaries Gauntlet microtransaction!","Félicitations !\nVous avez remporté la microtransaction Gantelet Mercenaries !","Herzlichen Glückwunsch!\nDu hast eine Mikrotransaktion in Mercenaries-Gauntlet gewonnen!\r\n","おめでとうございます！\nマーセナリーガントレットマイクロトランザクションを獲得しました！","축하합니다!\n용병 건틀릿 포인트 아이템을 획득하셨습니다!","Parabéns!\nVocê ganhou uma microtransação Manoplas do Mercenário!","Поздравляем!\nВы получили перчатки Наёмников!","¡Felicitaciones!\n¡Has ganado una microtransacción de Guantelete de Mercenaries!","ยินดีด้วย! คุณ​ได้​รับ​สินค้าแฟชั่นถุงมือใหญ่ Mercenaries แล้ว!","恭喜！你獲得傭兵手套商城物品！","Art/2DItems/Effects/gloves/ZizeransGauntlet.dds","Mercenaries Gauntlet","Gantelet Mercenaries","Mercenaries-Gauntlet","マーセナリーガントレット","용병 건틀릿","Manopla do Mercenário","Перчатки Наёмников","Guantelete de Mercenaries","ถุงมือใหญ่ Mercenaries","傭兵手套","MercenariesGauntletGloves"
292,70,2,[],0,"Congratulations!\nYou earned a Dawn of the Hunt Mystery Box!","Félicitations !\nVous avez remporté une Boîte mystère Dawn of the Hunt !","Glückwunsch!\nDu hast eine Dawn of the Hunt Überraschungskiste freigespielt!","おめでとうございます！\nドーンオブザハントミステリーボックスを獲得しました！","축하합니다!\n사냥의 서막 미스터리 박스를 획득하셨습니다!","Parabéns!\nVocê ganhou uma caixa misteriosa Despertar da Caçada!","Поздравляем!\nВы получили Загадочную коробку Начала охоты!","¡Felicitaciones!\n¡Has ganado una caja misteriosa de Dawn of the Hunt!","ยินดีด้วย! คุณ​ได้​รับ​กล่อง​ปริศนา Dawn of the Hunt 1 กล่อง​แล้ว!","恭喜！你獲得 1 個狩獵黎明神秘寶箱！","Art/2DItems/Effects/MysteryChest/DawnoftheHuntMysteryBox.dds","Dawn of the Hunt Mystery Box","Boîte mystère Dawn of the Hunt","Dawn of the Hunt Überraschungskiste","ドーンオブザハントミステリーボックス","사냥의 서막 미스터리 박스","Caixa Misteriosa Despertar da Caçada","Загадочная коробка Начала охоты","Caja misteriosa de Dawn of the Hunt","กล่องปริศนา Dawn of the Hunt","狩獵黎明神秘寶箱","MysteryPackDawnoftheHuntBox"
293,71,19,[6948],3,"Congratulations! You earned the Keepers Totem!\nThe more challenges you complete, the bigger it gets!","Félicitations ! Vous avez remporté le Totem Keepers !\nPlus vous réussirez de défis, plus il grandira !","Glückwunsch!\nDu hast das Keepers-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere Stufen zu erhalten!","おめでとうございます！Keepersトーテムを獲得しました！\nさらにチャレンジを完了することで大きくなります！","축하합니다! 수호자들 토템을 획득했습니다!\n이 토템은 도전과제를 많이 완료할수록 커집니다!","Parabéns!\nVocê ganhou o Totem dos Protetores!\nQuanto mais desafios você completar, maior ele ficará!","Поздравляем!\nВы получили часть тотема Хранителей!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Felicitaciones! ¡Has conseguido el Tótem de Keepers!\n¡Cuantos más desafíos completes, más grande será!","ยินดี​ด้วย! คุณ​ได้รับ​​เสา​อนุสรณ์ Keepers แล้ว! ยิ่ง​คุณ​ผ่าน​ภารกิจ​ท้าทาย​มาก​เท่า​ไหร่ เสา​อนุสรณ์​ก็​จะ​ยิ่ง​สูง​ขึ้น​เท่านั้น!","恭喜！你獲得了無情黯焰看守者圖騰！\n完成的挑戰越多，圖騰就會越大！","","","","","","","","","","","","HideoutTotemPole36"
294,71,12,[7103],0,"Congratulations!\nYou earned the Keeper of the Flame Boots!","Félicitations !\nVous avez remporté les Bottes de Gardien de la Flamme !","Glückwunsch!\nDu hast die Mikrotransaktion 'Hüter der Flamme'-Stiefel freigespielt!","おめでとうございます！\n炎の守護者のブーツを獲得しました！","축하합니다!\n불길의 수호자 장화를 획득했습니다!","Parabéns!\nVocê ganhou as Botas do Protetor da Chama!","Поздравляем!\nВы получили сапоги Хранителя Пламени!","¡Felicitaciones!\n¡Has conseguido las Botas de Protector de la llama!","ยินดี​ด้วย! คุณ​ได้​รับ​รองเท้า Keeper of the Flame ​แล้ว!","恭喜！\n你獲得了黯焰看守者之靴！","","","","","","","","","","","","KeeperoftheFlameBoots"
295,71,20,[7104],0,"Congratulations!\nYou earned the Keeper of the Flame Gloves!","Félicitations !\nVous avez remporté les Gants de Gardien de la Flamme !","Glückwunsch!\nDu hast die Mikrotransaktion 'Hüter der Flamme'-Handschuhe freigespielt!","おめでとうございます！\n炎の守護者のグローブを獲得しました！","축하합니다!\n불길의 수호자 장갑을 획득했습니다!","Parabéns!\nVocê ganhou as Luvas do Protetor da Chama!","Поздравляем!\nВы получили перчатки Хранителя Пламени!","¡Felicitaciones!\n¡Has conseguido los Guantes de Protector de la llama!","ยินดี​ด้วย! คุณ​ได้​รับ​ถุงมือ Keeper of the Flame ​แล้ว!","恭喜！\n你獲得了黯焰看守者之手套！","","","","","","","","","","","","KeeperoftheFlameGloves"
296,71,28,[7105],0,"Congratulations!\nYou earned the Keeper of the Flame Body Armour!","Félicitations !\nVous avez remporté l'Armure de Gardien de la Flamme !","Glückwunsch!\nDu hast die Mikrotransaktion 'Hüter der Flamme'-Körperrüstung freigespielt!","おめでとうございます！\n炎の守護者のアーマーを獲得しました！","축하합니다!\n불길의 수호자 갑옷을 획득했습니다!","Parabéns!\nVocê ganhou o Peitoral do Protetor da Chama!","Поздравляем!\nВы получили нательный доспех Хранителя Пламени!","¡Felicitaciones!\n¡Has conseguido la Armadura de Protector de la llama!","ยินดี​ด้วย! คุณ​ได้​รับ​เสื้อเกราะ Keeper of the Flame แล้ว!","恭喜！\n你獲得了黯焰看守者之鎧！","","","","","","","","","","","","KeeperoftheFlameBodyArmour"
297,71,36,[7102],0,"Congratulations!\nYou earned the Keeper of the Flame Helmet!","Félicitations !\nVous avez remporté le Casque de Gardien de la Flamme !","Glückwunsch!\nDu hast die Mikrotransaktion 'Hüter der Flamme'-Helm freigespielt!","おめでとうございます！\n炎の守護者のヘルメットを獲得しました！","축하합니다!\n불길의 수호자 투구를 획득했습니다!","Parabéns!\nVocê ganhou o Elmo do Protetor da Chama!","Поздравляем!\nВы получили шлем Хранителя Пламени!","¡Felicitaciones!\n¡Has conseguido el Casco de Protector de la llama!","ยินดี​ด้วย! คุณ​ได้​รับ​หมวก Keeper of the Flame แล้ว!","恭喜！\n你獲得了黯焰看守者之盔！","","","","","","","","","","","","KeeperoftheFlameHelmet"
298,72,1,[6950],1,"Congratulations! You earned the Ruthless Keepers Totem!\nThe more challenges you complete, the bigger it gets!","Félicitations ! Vous avez remporté le Totem Keepers (Ruthless) !\nPlus vous réussirez de défis, plus il grandira !","Glückwunsch!\nDu hast das Keepers-Totem in Erbarmungslos freigespielt!\nSchließe mehr Herausforderungen ab, um weitere Stufen zu erhalten!","おめでとうございます！ルースレスKeepersトーテムを獲得しました！\nさらにチャレンジを完了することで大きくなります！","축하합니다! 무자비 수호자들 토템을 획득했습니다!\n이 토템은 도전과제를 많이 완료할수록 커집니다!","Parabéns!\nVocê ganhou o Totem dos Protetores Impiedoso!\nQuanto mais desafios você completar, maior ele ficará!","Поздравляем!\nВы получили часть тотема Беспощадных Хранителей!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Felicitaciones! ¡Has conseguido el Tótem de Keepers de Ruthless!\n¡Cuantos más desafíos de Ruthless completes, más grande será!","ยินดี​ด้วย! คุณ​ได้รับ​​เสา​อนุสรณ์ Ruthless Keepers แล้ว! ยิ่ง​คุณ​ผ่าน​ภารกิจ​ท้าทาย Ruthless มาก​เท่า​ไหร่ เสา​อนุสรณ์​ก็​จะ​ยิ่ง​สูง​ขึ้น​เท่านั้น!","恭喜！你獲得了無情黯焰看守者圖騰！\n完成的挑戰越多，圖騰就會越大！","","","","","","","","","","","","HideoutRuthlessTotemPole36"
