"rownum","Wordlist","Text","SpawnWeight_Tags","SpawnWeight_Values","HASH32","Text2","Text2 (French)","Text2 (German)","Text2 (Japanese)","Text2 (Korean)","Text2 (Portuguese)","Text2 (Russian)","Text2 (Spanish)","Text2 (Thai)","Text2 (Traditional Chinese)","Inflection","Inflection (French)","Inflection (German)","Inflection (Japanese)","Inflection (Korean)","Inflection (Portuguese)","Inflection (Russian)","Inflection (Spanish)","Inflection (Thai)","Inflection (Traditional Chinese)"
1978,1,"Rift","[690,80,644,3,2,655,625,664,656,645,643,26,21,8,7,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1044925123,"Rift","<if:MS>{ de la faille}<elif:FS>{ de la faille}<elif:NS>{NONEXISTENT}<elif:MP>{ de la faille}<elif:FP>{ de la faille}<elif:NP>{NONEXISTENT}","Kluft-","亀裂のある","균열"," da Fenda","<if:MS>{Расколотый}<elif:FS>{Расколотая}<elif:NS>{Расколотое}<elif:MP>{Расколотые}<elif:FP>{Расколотые}<elif:NP>{Расколотые}","<if:MS>{ de fisura}<elif:FS>{ de fisura}<elif:MP>{ de fisura}<elif:FP>{ de fisura}","Rift","術痕","","","","","","","","","",""
1979,1,"Rune","[80,644,3,2,655,625,664,656,645,643,26,21,8,7,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",515939128,"Rune","<if:MS>{ runique}<elif:FS>{ runique}<elif:NS>{NONEXISTENT}<elif:MP>{ runiques}<elif:FP>{ runiques}<elif:NP>{NONEXISTENT}","Runen-","ルーンの","룬 문자"," da Runa","<if:MS>{Рунный}<elif:FS>{Рунная}<elif:NS>{Рунное}<elif:MP>{Рунные}<elif:FP>{Рунные}<elif:NP>{Рунные}","<if:MS>{ de runa}<elif:FS>{ de runa}<elif:MP>{ de runa}<elif:FP>{ de runa}","Rune","奇術","","","","","","","","","",""
1980,1,"Skull","[644,3,2,655,625,664,656,645,643,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1497095760,"Skull","<if:MS>{ du crâne}<elif:FS>{ du crâne}<elif:NS>{NONEXISTENT}<elif:MP>{ du crâne}<elif:FP>{ du crâne}<elif:NP>{NONEXISTENT}","Schädel-","頭骨の","해골"," do Crânio","<if:MS>{Черепной}<elif:FS>{Черепная}<elif:NS>{Черепное}<elif:MP>{Черепные}<elif:FP>{Черепные}<elif:NP>{Черепные}","<if:MS>{ de calavera}<elif:FS>{ de calavera}<elif:MP>{ de calavera}<elif:FP>{ de calavera}","Skull","顱祭","","","","","","","","","",""
1981,1,"Sol","[1194,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",3682443564,"Sol","<if:MS>{ solaire}<elif:FS>{ solaire}<elif:NS>{NONEXISTENT}<elif:MP>{ solaires}<elif:FP>{ solaires}<elif:NP>{NONEXISTENT}","Sol-","太陽の","솔"," do Sol","<if:MS>{Солнечный}<elif:FS>{Солнечная}<elif:NS>{Солнечное}<elif:MP>{Солнечные}<elif:FP>{Солнечные}<elif:NP>{Солнечные}","<if:MS>{ de sol}<elif:FS>{ de sol}<elif:MP>{ de sol}<elif:FP>{ de sol}","Sol","日象","","","","","","","","","",""
1982,1,"Sorrow","[80,644,3,2,655,625,664,656,645,643,26,21,8,7,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",11426194,"Sorrow","<if:MS>{ triste}<elif:FS>{ triste}<elif:NS>{NONEXISTENT}<elif:MP>{ tristes}<elif:FP>{ tristes}<elif:NP>{NONEXISTENT}","Jammer-","悲哀の","슬픔의"," da Mágoa","<if:MS>{Скорбящий}<elif:FS>{Скорбящая}<elif:NS>{Скорбящее}<elif:MP>{Скорбящие}<elif:FP>{Скорбящие}<elif:NP>{Скорбящие}","<if:MS>{ de pena}<elif:FS>{ de pena}<elif:MP>{ de pena}<elif:FP>{ de pena}","Sorrow","憂傷","","","","","","","","","",""
1983,1,"Soul","[1194,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1585053861,"Soul","<if:MS>{ animique}<elif:FS>{ animique}<elif:NS>{NONEXISTENT}<elif:MP>{ animiques}<elif:FP>{ animiques}<elif:NP>{NONEXISTENT}","Seelen-","魂の","영혼"," da Alma","<if:MS>{Душевный}<elif:FS>{Душевная}<elif:NS>{Душевное}<elif:MP>{Душевные}<elif:FP>{Душевные}<elif:NP>{Душевные}","<if:MS>{ de alma}<elif:FS>{ de alma}<elif:MP>{ de alma}<elif:FP>{ de alma}","Soul","靈魂","","","","","","","","","",""
1984,1,"Spirit","[1194,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",3033435734,"Spirit","<if:MS>{ de l'esprit}<elif:FS>{ de l'esprit}<elif:NS>{NONEXISTENT}<elif:MP>{ de l'esprit}<elif:FP>{ de l'esprit}<elif:NP>{NONEXISTENT}","Geist-","妖精の","혼백"," do Espírito","<if:MS>{Духовный}<elif:FS>{Духовная}<elif:NS>{Духовное}<elif:MP>{Духовные}<elif:FP>{Духовные}<elif:NP>{Духовные}","<if:MS>{ de espíritu}<elif:FS>{ de espíritu}<elif:MP>{ de espíritu}<elif:FP>{ de espíritu}","Spirit","精魂","","","","","","","","","",""
1985,1,"Storm","[80,644,3,2,655,625,664,656,645,643,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",984978274,"Storm","<if:MS>{ orageux}<elif:FS>{ orageuse}<elif:NS>{NONEXISTENT}<elif:MP>{ orageux}<elif:FP>{ orageuses}<elif:NP>{NONEXISTENT}","Sturm-","嵐の","태풍"," do Temporal","<if:MS>{Бушующий}<elif:FS>{Бушующая}<elif:NS>{Бушующее}<elif:MP>{Бушующие}<elif:FP>{Бушующие}<elif:NP>{Бушующие}","<if:MS>{ de tormenta}<elif:FS>{ de tormenta}<elif:MP>{ de tormenta}<elif:FP>{ de tormenta}","Storm","風暴","","","","","","","","","",""
1986,1,"Tempest","[80,644,3,2,655,625,664,656,645,643,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",2644036160,"Tempest","<if:MS>{ tempétueux}<elif:FS>{ tempétueuse}<elif:NS>{NONEXISTENT}<elif:MP>{ tempétueux}<elif:FP>{ tempétueuses}<elif:NP>{NONEXISTENT}","Gewitter-","暴風の","폭풍"," da Tempestade","<if:MS>{Ураганный}<elif:FS>{Ураганная}<elif:NS>{Ураганное}<elif:MP>{Ураганные}<elif:FP>{Ураганные}<elif:NP>{Ураганные}","<if:MS>{ de tempestad}<elif:FS>{ de tempestad}<elif:MP>{ de tempestad}<elif:FP>{ de tempestad}","Tempest","暴風","","","","","","","","","",""
1987,1,"Torment","[80,644,3,2,655,625,664,656,645,643,26,21,8,7,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",3676939320,"Torment","<if:MS>{ tourmenté}<elif:FS>{ tourmentée}<elif:NS>{NONEXISTENT}<elif:MP>{ tourmentés}<elif:FP>{ tourmentées}<elif:NP>{NONEXISTENT}","Folter-","苦悩する","고통"," do Tormento","<if:MS>{Мучимый}<elif:FS>{Мучимая}<elif:NS>{Мучимое}<elif:MP>{Мучимые}<elif:FP>{Мучимые}<elif:NP>{Мучимые}","<if:MS>{ de tormento}<elif:FS>{ de tormento}<elif:MP>{ de tormento}<elif:FP>{ de tormento}","Torment","責難","","","","","","","","","",""
1988,1,"Vengeance","[80,644,3,2,655,625,664,656,645,643,26,21,8,7,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1625087330,"Vengeance","<if:MS>{ vengeur}<elif:FS>{ vengeresse}<elif:NS>{NONEXISTENT}<elif:MP>{ vengeurs}<elif:FP>{ vengeresses}<elif:NP>{NONEXISTENT}","Rache-","復讐の","복수의"," da Vingança","<if:MS>{Неистовый}<elif:FS>{Неистовая}<elif:NS>{Неистовое}<elif:MP>{Неистовые}<elif:FP>{Неистовые}<elif:NP>{Неистовые}","<if:MS>{ de venganza}<elif:FS>{ de venganza}<elif:MP>{ de venganza}<elif:FP>{ de venganza}","Vengeance","復仇","","","","","","","","","",""
1989,1,"Victory","[80,644,3,2,655,625,664,656,645,643,26,21,8,7,655,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",81951459,"Victory","<if:MS>{ victorieux}<elif:FS>{ victorieuse}<elif:NS>{NONEXISTENT}<elif:MP>{ victorieux}<elif:FP>{ victorieuses}<elif:NP>{NONEXISTENT}","Triumph-","勝利の","승리자의"," da Vitória","<if:MS>{Победный}<elif:FS>{Победная}<elif:NS>{Победное}<elif:MP>{Победные}<elif:FP>{Победные}<elif:NP>{Победные}","<if:MS>{ de victoria}<elif:FS>{ de victoria}<elif:MP>{ de victoria}<elif:FP>{ de victoria}","Victory","勝利","","","","","","","","","",""
1990,1,"Viper","[1194,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",2340145818,"Viper","<if:MS>{ vipérin}<elif:FS>{ vipérine}<elif:NS>{NONEXISTENT}<elif:MP>{ vipérins}<elif:FP>{ vipérines}<elif:NP>{NONEXISTENT}","Viper-","毒蛇の","독사의"," da Víbora","<if:MS>{Змеиный}<elif:FS>{Змеиная}<elif:NS>{Змеиное}<elif:MP>{Змеиные}<elif:FP>{Змеиные}<elif:NP>{Змеиные}","<if:MS>{ de víbora}<elif:FS>{ de víbora}<elif:MP>{ de víbora}<elif:FP>{ de víbora}","Viper","蛇牙","","","","","","","","","",""
1991,1,"Woe","[80,644,3,2,655,625,664,656,645,643,26,21,8,7,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1332357321,"Woe","<if:MS>{ afflictif}<elif:FS>{ afflictive}<elif:NS>{NONEXISTENT}<elif:MP>{ afflictifs}<elif:FP>{ afflictives}<elif:NP>{NONEXISTENT}","Klage-","悩ましい","비애의"," da Lamúria","<if:MS>{Скорбный}<elif:FS>{Скорбная}<elif:NS>{Скорбное}<elif:MP>{Скорбные}<elif:FP>{Скорбные}<elif:NP>{Скорбные}","<if:MS>{ de aflicción}<elif:FS>{ de aflicción}<elif:MP>{ de aflicción}<elif:FP>{ de aflicción}","Woe","災禍","","","","","","","","","",""
1992,1,"Wrath","[80,644,3,2,655,625,664,656,645,643,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",3197141099,"Wrath","<if:MS>{ courroucé}<elif:FS>{ courroucée}<elif:NS>{NONEXISTENT}<elif:MP>{ courroucés}<elif:FP>{ courroucées}<elif:NP>{NONEXISTENT}","Grimm-","憤る","진노의"," da Ira","<if:MS>{Гневный}<elif:FS>{Гневная}<elif:NS>{Гневное}<elif:MP>{Гневные}<elif:FP>{Гневные}<elif:NP>{Гневные}","<if:MS>{ de cólera}<elif:FS>{ de cólera}<elif:MP>{ de cólera}<elif:FP>{ de cólera}","Wrath","暴怒","","","","","","","","","",""
1993,1,"Wet","[80,0]","[1000,0]",2444137602,"Wet","<if:MS>{ humide}<elif:FS>{ humide}<elif:NS>{NONEXISTENT}<elif:MP>{ humides}<elif:FP>{ humides}<elif:NP>{NONEXISTENT}","<if:MS>{Nasser }<elif:FS>{Nasse }<elif:NS>{Nasses }<elif:MP>{Nasse }<elif:FP>{Nasse }<elif:NP>{Nasse }","濡れた","축축한"," do Molhado","<if:MS>{Мокрый}<elif:FS>{Мокрая}<elif:NS>{Мокрое}<elif:MP>{Мокрые}<elif:FP>{Мокрые}<elif:NP>{Мокрые}","<if:MS>{ mojado}<elif:FS>{ mojada}<elif:MP>{ mojados}<elif:FP>{ mojadas}","Wet","潮溼","","","","","","","","","",""
1994,1,"Zenith","[690,0]","[1000,0]",2554151724,"Zenith","<if:MS>{ du zénith}<elif:FS>{ du zénith}<elif:NS>{NONEXISTENT}<elif:MP>{ du zénith}<elif:FP>{ du zénith}<elif:NP>{NONEXISTENT}","Zenit-","天頂からの","북극성의","Zenith","<if:MS>{Зенитный}<elif:FS>{Зенитная}<elif:NS>{Зенитное}<elif:MP>{Зенитные}<elif:FP>{Зенитные}<elif:NP>{Зенитные}","<if:MS>{ de cénit}<elif:FS>{ de cénit}<elif:MP>{ de cénit}<elif:FP>{ de cénit}","Zenith","極盛","","","","","","","","","",""
1995,1,"Doomed","[116,727,57,0]","[1000,1000,1000,0]",2397948385,"Doomed","<if:MS>{ voué à l'échec}<elif:FS>{ vouée à l'échec}<elif:NS>{NONEXISTENT}<elif:MP>{ voués à l'échec}<elif:FP>{ vouées à l'échec}<elif:NP>{NONEXISTENT}","<if:MS>{Todgeweihter }<elif:FS>{Todgeweihte }<elif:NS>{Todgeweihtes }<elif:MP>{Todgeweihte }<elif:FP>{Todgeweihte }<elif:NP>{Todgeweihte }","絶望的な","몰락한","<if:MS>{Condenado}<elif:FS>{Condenada}<elif:NS>{Condenado}<elif:MP>{Condenados}<elif:FP>{Condenadas}<elif:NP>{Condenados}","<if:MS>{Обречённый}<elif:FS>{Обречённая}<elif:NS>{Обречённое}<elif:MP>{Обречённые}<elif:FP>{Обречённые}<elif:NP>{Обречённые}","<if:MS>{ condenado}<elif:FS>{ condenada}<elif:MP>{ condenados}<elif:FP>{ condenadas}","Doomed","災難","","","","","","","","","",""
1996,2," Cast","[80,0]","[1000,0]",4211209469," Cast"," Lancer","Wurf","キャスト"," 던지기","Lançar","бросок","Lanzar"," Cast"," 之模","","M","M","","","M","MS","M","",""
1997,2," Line","[80,0]","[1000,0]",1533440538," Line"," Ligne","Leine","釣り糸"," 낚싯줄","Linha","леска","Línea"," Line"," 之線","","F","F","","","F","FS","F","",""
1998,2," Tackle","[80,0]","[1000,0]",2932569856," Tackle"," Attirail","Angelzeug","釣り具"," 낚시 도구","Apetrecho","ловля внахлыст","Aparejo"," Tackle"," 捕繩","","M","N","","","M","FS","M","",""
1999,2," Lure","[80,655,0]","[1000,1000,0]",2265164359," Lure"," Leurre","Köder","ルアー"," 루어","Engodo","приманка","Señuelo"," Lure"," 誘餌","","M","M","","","M","FS","M","",""
2000,2," Bait","[80,0]","[1000,0]",3720939007," Bait"," Appât","Beute","釣り餌"," 미끼","Isca","наживка","Cebo"," Bait"," 之餌","","M","F","","","F","FS","M","",""
2001,2," Fish","[80,0]","[1000,0]",1205009306," Fish"," Poisson","Fisch","魚"," 물고기","Peixe","ловля на живца","Pez"," Fish"," 魚影","","M","M","","","M","FS","M","",""
2002,2," Breach","[80,0]","[1000,0]",4175690436," Breach"," Saut","Bresche","ブリーチ"," 균열","Romper","ловля в волнах","Brecha"," Breach"," 魚籠","","M","F","","","M","FS","F","",""
2003,2," Angler","[80,0]","[1000,0]",223639542," Angler"," Pêcheuse","Angler","釣り師"," 낚시꾼","Pescador","мармышка","Pescador"," Angler"," 長竿","","F","M","","","M","FS","M","",""
2004,2," Sinker","[80,0]","[1000,0]",3992295573," Sinker"," Plomb","Blei","錘"," 봉돌","Chumbada","грузило","Plomada"," Sinker"," 沉籠","","M","N","","","F","NS","F","",""
2005,2," Chum","[80,0]","[1000,0]",2687246156," Chum"," Amorce","Keta","撒き餌"," 밑밥","Cevo","прикорм","Carnada"," Chum"," 誘捕者","","F","M","","","F","MS","F","",""
2006,2," Gill","[80,0]","[1000,0]",587005793," Gill"," Branchie","Kieme","疑似餌"," 아가미","Guelra","жабры","Branquia"," Gill"," 鰓網","","F","F","","","F","FP","F","",""
2007,2," Jig","[80,0]","[1000,0]",1915782760," Jig"," Hameçon","Lockmittel","ジグ"," 지그","Estroinice","блесна","Señuelo Plomado"," Jig"," 跳籠","","M","N","","","F","FS","M","",""
2008,8," Vault",[0],[1000],4207480750," Vault"," Richesses","Gewölbe","貯蔵庫"," 금고","Cofre","погреб","Bóveda"," Vault"," 寶庫","","FP","N","","","M","MS","F","",""
2009,7,"Armageddon",[0],[1000],1378230649,"Armageddon","<if:MS>{ de la fin du monde}<elif:FS>{ de la fin du monde}<elif:NS>{NONEXISTENT}<elif:MP>{ de la fin du monde}<elif:FP>{ de la fin du monde}<elif:NP>{NONEXISTENT}","Armageddon-","決戦の","아마겟돈의"," do Armagedom","<if:MS>{Пророческий}<elif:FS>{Пророческая}<elif:NS>{Пророческое}<elif:MP>{Пророческие}<elif:FP>{Пророческие}<elif:NP>{Пророческие}","<if:MS>{ de apocalipsis}<elif:FS>{ de apocalipsis}<elif:MP>{ de apocalipsis}<elif:FP>{ de apocalipsis}","Armageddon","末日","","","","","","","","","",""
2010,7,"Doom",[0],[1000],62522120,"Doom","<if:MS>{ condamné}<elif:FS>{ condamnée}<elif:NS>{NONEXISTENT}<elif:MP>{ condamnés}<elif:FP>{ condamnées}<elif:NP>{NONEXISTENT}","Untergangs-","災いの","파멸"," da Condenação","<if:MS>{Роковой}<elif:FS>{Роковая}<elif:NS>{Роковое}<elif:MP>{Роковые}<elif:FP>{Роковые}<elif:NP>{Роковые}","<if:MS>{ de condenación}<elif:FS>{ de condenación}<elif:MP>{ de condenación}<elif:FP>{ de condenación}","Doom","毀滅","","","","","","","","","",""
2011,7,"Plunder",[0],[1000],2093310337,"Plunder","<if:MS>{ du pillage}<elif:FS>{ du pillage}<elif:NS>{NONEXISTENT}<elif:MP>{ du pillage}<elif:FP>{ du pillage}<elif:NP>{NONEXISTENT}","Beute-","奪われた","약탈"," do Saque","<if:MS>{Набитый}<elif:FS>{Набитая}<elif:NS>{Набитое}<elif:MP>{Набитые}<elif:FP>{Набитые}<elif:NP>{Набитые}","<if:MS>{ de saqueo}<elif:FS>{ de saqueo}<elif:MP>{ de saqueo}<elif:FP>{ de saqueo}","Plunder","掠奪者","","","","","","","","","",""
2012,7,"Pain",[0],[1000],4272697041,"Pain","<if:MS>{ douloureux}<elif:FS>{ douloureuse}<elif:NS>{NONEXISTENT}<elif:MP>{ douloureux}<elif:FP>{ douloureuses}<elif:NP>{NONEXISTENT}","Schmerz-","痛みの","고통의"," da Dor","<if:MS>{Нестерпимый}<elif:FS>{Нестерпимая}<elif:NS>{Нестерпимое}<elif:MP>{Нестерпимые}<elif:FP>{Нестерпимые}<elif:NP>{Нестерпимые}","<if:MS>{ de dolor}<elif:FS>{ de dolor}<elif:MP>{ de dolor}<elif:FP>{ de dolor}","Pain","劇痛","","","","","","","","","",""
2013,7,"Calamity",[0],[1000],1073093265,"Calamity","<if:MS>{ calamiteux}<elif:FS>{ calamiteuse}<elif:NS>{NONEXISTENT}<elif:MP>{ calamiteux}<elif:FP>{ calamiteuses}<elif:NP>{NONEXISTENT}","Unglücks-","厄災の","대재난의"," da Calamidade","<if:MS>{Гибельный}<elif:FS>{Гибельная}<elif:NS>{Гибельное}<elif:MP>{Гибельные}<elif:FP>{Гибельные}<elif:NP>{Гибельные}","<if:MS>{ de calamidad}<elif:FS>{ de calamidad}<elif:MP>{ de calamidad}<elif:FP>{ de calamidad}","Calamity","血禍","","","","","","","","","",""
2014,7,"Vile",[0],[1000],1127825122,"Vile","<if:MS>{ infâme}<elif:FS>{ infâme}<elif:NS>{NONEXISTENT}<elif:MP>{ infâmes}<elif:FP>{ infâmes}<elif:NP>{NONEXISTENT}","<if:MS>{Abscheulicher }<elif:FS>{Abscheuliche }<elif:NS>{Abscheuliches }<elif:MP>{Abscheuliche }<elif:FP>{Abscheuliche }<elif:NP>{Abscheuliche }","卑劣な","끔찍한"," do Vil","<if:MS>{Дурной}<elif:FS>{Дурная}<elif:NS>{Дурное}<elif:MP>{Дурные}<elif:FP>{Дурные}<elif:NP>{Дурные}","<if:MS>{ vil}<elif:FS>{ vil}<elif:MP>{ viles}<elif:FP>{ viles}","Vile","惡毒","","","","","","","","","",""
2015,7,"Daunt",[0],[1000],4258289814,"Daunt","<if:MS>{ intimidant}<elif:FS>{ intimidante}<elif:NS>{NONEXISTENT}<elif:MP>{ intimidants}<elif:FP>{ intimidantes}<elif:NP>{NONEXISTENT}","<if:MS>{Abschreckender }<elif:FS>{Abschreckende }<elif:NS>{Abschreckendes }<elif:MP>{Abschreckende }<elif:FP>{Abschreckende }<elif:NP>{Abschreckende }","手強い","무서운"," da Intimidação","<if:MS>{Страшный}<elif:FS>{Страшная}<elif:NS>{Страшное}<elif:MP>{Страшные}<elif:FP>{Страшные}<elif:NP>{Страшные}","<if:MS>{ de intimidación}<elif:FS>{ de intimidación}<elif:MP>{ de intimidación}<elif:FP>{ de intimidación}","Daunt","脅迫者","","","","","","","","","",""
2016,7,"Fright",[0],[1000],478988225,"Fright","<if:MS>{ effrayant}<elif:FS>{ effrayante}<elif:NS>{NONEXISTENT}<elif:MP>{ effrayants}<elif:FP>{ effrayantes}<elif:NP>{NONEXISTENT}","Schreckens-","驚きの","섬뜩한"," do Temor","<if:MS>{Ужасающий}<elif:FS>{Ужасающая}<elif:NS>{Ужасающее}<elif:MP>{Ужасающие}<elif:FP>{Ужасающие}<elif:NP>{Ужасающие}","<if:MS>{ de miedo}<elif:FS>{ de miedo}<elif:MP>{ de miedo}<elif:FP>{ de miedo}","Fright","驚懼","","","","","","","","","",""
2017,7,"Pillage",[0],[1000],3532520334,"Pillage","<if:MS>{ du pillage}<elif:FS>{ du pillage}<elif:NS>{NONEXISTENT}<elif:MP>{ du pillage}<elif:FP>{ du pillage}<elif:NP>{NONEXISTENT}","Plünder-","略奪された","약탈한"," da Pilhagem","<if:MS>{Жуткий}<elif:FS>{Жуткая}<elif:NS>{Жуткое}<elif:MP>{Жуткие}<elif:FP>{Жуткие}<elif:NP>{Жуткие}","<if:MS>{ de pillaje}<elif:FS>{ de pillaje}<elif:MP>{ de pillaje}<elif:FP>{ de pillaje}","Pillage","爭奪","","","","","","","","","",""
2018,7,"Horror",[0],[1000],631504204,"Horror","<if:MS>{ horrible}<elif:FS>{ horrible}<elif:NS>{NONEXISTENT}<elif:MP>{ horribles}<elif:FP>{ horribles}<elif:NP>{NONEXISTENT}","Schrecknis-","恐怖の","경악의"," do Horror","<if:MS>{Ужаснейший}<elif:FS>{Ужаснейшая}<elif:NS>{Ужаснейшее}<elif:MP>{Ужаснейшие}<elif:FP>{Ужаснейшие}<elif:NP>{Ужаснейшие}","<if:MS>{ de horror}<elif:FS>{ de horror}<elif:MP>{ de horror}<elif:FP>{ de horror}","Horror","幽懼","","","","","","","","","",""
2019,7,"Dread",[0],[1000],2574734965,"Dread","<if:MS>{ épouvantable}<elif:FS>{ épouvantable}<elif:NS>{NONEXISTENT}<elif:MP>{ épouvantables}<elif:FP>{ épouvantables}<elif:NP>{NONEXISTENT}","Grauen-","恐るべき","불안의"," do Pavor","<if:MS>{Кошмарный}<elif:FS>{Кошмарная}<elif:NS>{Кошмарное}<elif:MP>{Кошмарные}<elif:FP>{Кошмарные}<elif:NP>{Кошмарные}","<if:MS>{ de temor}<elif:FS>{ de temor}<elif:MP>{ de temor}<elif:FP>{ de temor}","Dread","恐慌","","","","","","","","","",""
2020,7,"Terror",[0],[1000],3432079351,"Terror","<if:MS>{ terrifiant}<elif:FS>{ terrifiante}<elif:NS>{NONEXISTENT}<elif:MP>{ terrifiants}<elif:FP>{ terrifiantes}<elif:NP>{NONEXISTENT}","Schreck-","怯えさせる","공포의"," do Terror","<if:MS>{Пугающий}<elif:FS>{Пугающая}<elif:NS>{Пугающее}<elif:MP>{Пугающие}<elif:FP>{Пугающие}<elif:NP>{Пугающие}","<if:MS>{ de terror}<elif:FS>{ de terror}<elif:MP>{ de terror}<elif:FP>{ de terror}","Terror","恐懼","","","","","","","","","",""
2021,7,"Steel",[0],[1000],1518854076,"Steel","<if:MS>{ d'acier}<elif:FS>{ d'acier}<elif:NS>{NONEXISTENT}<elif:MP>{ d'acier}<elif:FP>{ d'acier}<elif:NP>{NONEXISTENT}","Stahl-","鋼鉄の","강철"," de Aço","<if:MS>{Стальной}<elif:FS>{Стальная}<elif:NS>{Стальное}<elif:MP>{Стальные}<elif:FP>{Стальные}<elif:NP>{Стальные}","<if:MS>{ de acero}<elif:FS>{ de acero}<elif:MP>{ de acero}<elif:FP>{ de acero}","Steel","堅鋼","","","","","","","","","",""
