"rownum","Id","Description","Invisible","Removable","Name","Stats","CancelOnDeath","MergeMode","ShowCount","Maximum_Stat","Current_Stat","bool","i32","BuffVisual","bool","bool","BuffCategory","bool","bool","bool","bool","BuffLimit","bool","Implementation","IsRecovery","bool","MinStat","bool","UIStackMode","bool","IsSkillBuff","i32","[i32]","bool","bool","[rid]","bool","Stats2","GrantedFlags","GrantedStats","ConditionStats","bool","bool","bool","bool","rid","[i32]","string","[rid]","[i32]","i32","[rid]"
1522,"rejuvenation_totem_chaos_degen","",1,"","",[442],"",3,"","","","",29,0,"","",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[442],[],"","","","","",[],"",[],[],1,[]
1523,"minion_chaos_degen","",1,"","",[441],1,3,"","","","",29,0,"","",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[441],[],"","","","","",[],"",[],[],1,[]
1524,"venarius_corrupting_breath","",1,"","",[440],1,3,"","","","",29,0,"","",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[440],[],"","","","","",[],"",[],[],1,[]
1525,"have_lost_power_charge_recently","",1,"","",[11985],"",9,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[11985],[],"","","","","",[],"",[],[],1,[]
1526,"gain_power_charge_every_second","",1,"","",[],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","GainPowerChargeEverySecond","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1527,"heist_robot_argus_buff","","","","","[24,1895]","",3,"","","","",29,1419,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[24,1895]",[],"","","","","",[],"",[],[],1,[]
1528,"shattered_shield","You cannot block and gain no defences from equipped shield. Your spells deal added physical damage based on shield quality.","","","Shattered Shield","[1584,1585]","",3,"","","","",29,1429,1,"",1,"",1,1,"",0,"","Shattered Shield","","","","",7,"","",0,[],"","",[],"",[],"[944,6764,12003]","[1584,1585]",[],"","","","","",[],"",[],[],1,[]
1529,"heist_unbreakable_mk1_slow","You are slowed from the Magnetic Storm","","","Magnetic Storm",[338],"",1,1,"","","",29,227,1,"",2,"",1,1,"",10,"","","","","","",7,"","",0,[],"","",[112],"",[],[],[338],[],"","","","","",[0],"",[],[],1,[]
1530,"heist_danai_volatile_attraction","Nearby Volatile Emberstorms are attracted to you","","","Emberstorm",[],"",3,"","","","",29,1421,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1531,"gain_charges_over_time","",1,"","","[4771,4771,4771,4771]",1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","GainChargesOverTime","","","","",7,"","",0,[],"","",[],"",[],[],"[4771,4771,4771,4771]",[],"","","","","",[],"",[],[],1,[]
1532,"physical_damage_percent_converted_to_lightning","",1,"","",[473],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[473],[],"","","","","",[],"",[],[],1,[]
1533,"physical_damage_percent_converted_to_fire","",1,"","",[471],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[471],[],"","","","","",[],"",[],[],1,[]
1534,"stolen_mods_buff_experimented","You have taken the mods of a slain Magic Monster for yourself","","","Replica Headhunter",[],1,1,1,"","","",29,294,1,"",15,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1535,"heist_death_rune","[UNUSED] Taking fire and physical damage over time",1,"","[UNUSED] Rune of Death","[1970,346]","",3,"","","","",29,1427,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[1970,346]",[],"","","","","",[],"",[],[],1,[]
1536,"ground_oil","Movement speed [Slow|Slowed] and  inflicted with [Exposure|Fire Exposure]. [IgnitedGround|Ignited Ground] or [Detonator] Skills will [Ignite] the Oil.","","","Oiled Ground",[20127],1,3,"","","","",29,1422,1,"",2,"",1,1,"",0,"","CoveredInOil","","","","",7,"","",0,[],"","",[],"",[],[],[20127],[],"","","","","",[],"",[],"[4,3]",1,[]
1537,"mana_regeneration_aura","You have increased Mana Regeneration","","","Mana Regeneration Aura",[124],1,1,"","","","",29,221,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[124],[],"","","","","",[],"",[],[],1,[]
1538,"hypothermia_cold_resistance_debuff","",1,"","",[140],1,3,"","","",1,29,0,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[140],[],"","","","","",[],"",[],[],1,[]
1539,"shocked_enemy_physical_damage_taken","",1,"","",[534],"",3,"","","","",29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[534],[],"","","","","",[],"",[],[],1,[]
1540,"movement_speed_from_inflicted_ailments","",1,"","",[171],"",3,"","","","",29,0,"","",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[171],[],"","","","","",[],"",[],[],1,[]
1541,"heist_twin_immobilise","You cannot move.","","","Immobilised",[6908],1,3,"","","","",29,1436,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[114],"",[],[],[6908],[],"","","","","",[0],"",[],[],1,[]
1542,"master_buff_huck","You deal increased Damage, and have increased Attack, Cast and Movement Speed.","",1,"Combat-Ready","[24,70,210,171]",1,3,"","","","",29,829,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[24,70,210,171]",[],"","","","","",[],"",[],[],1,[]
1543,"marked_enemy_accuracy","",1,"","",[84],"",3,"","","",1,29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[84],[],"","","","","",[],"",[],[],1,[]
1544,"es_regeneration_from_main_hand_crit","",1,"","",[1406],1,2,"","","",1,29,0,1,"",1,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[1406],[],"","","","","",[],"",[],[],1,[]
1545,"es_regeneration_from_off_hand_crit","",1,"","",[1406],1,2,"","","",1,29,0,1,"",1,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[1406],[],"","","","","",[],"",[],[],1,[]
1546,"scorching_conflux","All of your damage Scorches.","","","Scorching Conflux",[8222],1,3,"","","","",29,1431,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[12485],[8222],[],"","","","","",[],"",[],[],1,[]
1547,"sapping_conflux","All of your damage Saps.","","","Sapping Conflux",[8224],1,3,"","","","",29,1432,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[12486],[8224],[],"","","","","",[],"",[],[],1,[]
1548,"brittle_conflux","All of your damage inflicts Brittle.","","","Brittle Conflux",[8223],1,3,"","","","",29,1433,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[12487],[8223],[],"","","","","",[],"",[],[],1,[]
1549,"heist_death_rune_green","You are taking Lightning and Physical Damage over time",1,"","Electrified Ground Trap","[1970,346]","",3,"","","","",29,1434,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[1970,346]",[],"","","","","",[],"",[],[],1,[]
1550,"heist_death_rune_red","You are taking Lightning and Physical Damage over time",1,"","Electrified Ground Trap","[1970,346]","",3,"","","","",29,1435,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[1970,346]",[],"","","","","",[],"",[],[],1,[]
1551,"heist_progress_bar_timer","",1,"","",[],"",2,"","","","",29,0,1,"",18,"",1,1,"",0,"","HeistProgressBarTimer","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1552,"heist_twin_vic_enrage","",1,"","","[24,70,210,171,3239,14728,728]","",3,"","","","",29,1442,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[24,70,210,171,3239,14728,728]",[],"","","","","",[],"",[],[],1,[]
1553,"heist_twin_vin_enrage","",1,"","","[24,70,210,171,3239,14728,728]","",3,"","","","",29,1443,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[24,70,210,171,3239,14728,728]",[],"","","","","",[],"",[],[],1,[]
1554,"ritual_rune_monster_aura","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[24,466,1895,10,11]",1,3,"","","","",29,1439,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[24,466,1895,10,11]",[],"","","","","",[],"",[],[],1,[]
1555,"oil_arrow_oil","[UNUSED]","","","[UNUSED] Oil Patch",[],"",3,"","","","",29,180,1,"",18,"",1,1,"",0,"","OilPatch","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1556,"wet","You have been Drenched by a Water Sphere, and can be damaged by it's pulses.","","","Drenched",[],1,3,"","","",1,29,1499,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1557,"water_sphere","",1,"","",[],1,1,"","","","",29,0,"","",18,"",1,1,"",0,"","WaterSphereBuff","","","","",7,"","",0,[],"","",[],"",[],[12528],[],[],"","","","","",[],"",[],[],1,[]
1558,"fire_resonance","",1,"","",[],1,4,1,"",12536,"",29,0,1,"",1,"",1,1,"",100,"","Resonance","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1559,"cold_resonance","",1,"","",[],1,4,1,"",12537,"",29,0,1,"",1,"",1,1,"",100,"","Resonance","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1560,"lightning_resonance","",1,"","",[],1,4,1,"",12538,"",29,0,1,"",1,"",1,1,"",100,"","Resonance","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1561,"heist_lever_guard_immunity","",1,"","",[],"",3,"","","","",29,0,"","",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],"[134,6079]",[],[],"","","","","",[],"",[],[],1,[]
1562,"heist_freidrich_bloodpool_blood","",1,"","",[],"",3,"","","","",29,1450,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1563,"have_inflicted_exposure_recently","",1,"","",[],"",9,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[12553],[],[],"","","","","",[],"",[],[],1,[]
1564,"monster_channelled_cyclone_indicator","",1,"","",[],1,2,"","","","",29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1565,"ritual_monster_emerge","",1,"","",[],"",3,"","","","",29,1441,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1566,"pirate_boss_ghostfire_degen","You are taking fire damage over time\r\n\r\nThe light of the dead\r\nBurns flesh from thy mortal frame\r\nOnly bones remain","","","Soulfire",[1966],"",1,1,"","","",29,1452,1,1,2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[1966],[1966],[],"","","","","",[],"",[],[],1,[]
1567,"crimson_priest_boss_degen","You are taking physical damage over time from a Blood Ritual","","","Blood Ritual",[346],"",1,1,"","","",29,1453,"",1,2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[346],[],"","","","","",[],"",[],[],1,[]
1568,"ritual_rune_fire1","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[598,435]",1,3,"","","","",29,1454,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[598,435]",[],"","","","","",[],"",[],[],1,[]
1569,"ritual_rune_cold1","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[444,436]",1,3,"","","","",29,1455,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[444,436]",[],"","","","","",[],"",[],[],1,[]
1570,"ritual_rune_chaos_purple1","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[6747,9244]",1,3,"","","","",29,1456,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[6747,9244]",[],"","","","","",[],"",[],[],1,[]
1571,"ground_lava","",1,"","",[4687],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[4687],[],"","","","","",[],"",[],[4],1,[]
1572,"untargetable_monster_buff","",1,"","","[134,712,870,764,2071,388]","",2,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[134,712,870,764,2071,388]",[],"","","","","",[],"",[],[],1,[]
1573,"visual_beam_buff","",1,"","",[],1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","GenericTetherBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1574,"maven_boss_stasis","",1,"","",[],"",3,"","","","",29,0,1,"",18,1,1,1,"",0,"","MavenBossStasisVisual","","","","",7,"","",0,[],"","",[],"","[134,712,865,12654,1365]",[],"[134,712,865,12654,1365]",[],"","","","","",[],"",[],[],1,[]
1575,"blackflame_ignite_child_buff","",1,"","",[],"",3,"","","","",29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],"[12590,12589]",[],[],"","","","","",[],"",[],[],1,[]
1576,"vampiric_icon_stack","",1,"","",[119],1,4,"","","",1,29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],1,[],[],[119],[],"","","","","",[],"",[],[],1,[]
1577,"convergence","You deal more Elemental Damage.","","","Convergence",[12593],1,3,"","","","",29,1457,1,"",1,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[12596],[12593],[],"","","","","",[],"",[],[],1,[]
1578,"fanaticism_charge","You gain bonuses from your Ascendancy for having Fanatic Charges","","","Fanatic Charges",[],1,4,1,12630,12631,1,29,1467,1,"",3,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1579,"have_attacked_recently","",1,"","",[],"",9,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[12635],[],[],"","","","","",[],"",[],[],1,[]
1580,"aegis_primal_buff","Elemental Damage from Hits is taken from this Aegis before your Life or Energy Shield. The Aegis will be restored to full value if you take no Elemental Damage from Hits for a while.","","","Primal Aegis",[6444],1,3,1,"","",1,16,1458,1,"",1,"",1,1,"",0,"","AegisBuff",1,"","","",7,"","",0,[],"","",[],"",[],[],[6444],[],"","","","","",[],"",[],[],1,[]
1581,"aegis_primal_depleted","The Aegis is depleted. It will be restored to full value after a short delay.","","","Primal Aegis",[],1,2,1,"","",1,16,1458,1,"",1,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1582,"aegis_primal_persist_value","",1,"","",[],"",2,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1583,"raider_exposure_aura","",1,"","",[],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","GenericBuffAura","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1584,"herald_of_ash_fire_exposure_aura","",1,"","",[],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","GenericBuffAura","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1585,"herald_of_ice_cold_exposure_aura","",1,"","",[],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","GenericBuffAura","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1586,"herald_of_thunder_lightning_exposure_aura","",1,"","",[],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","GenericBuffAura","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1587,"flame_golem_revive_display_buff","Your Flame Golem will be revived soon","","","Reviving Flame",[],"",1,"","","","",29,1459,"","",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[],[],1,"","","","",[],"",[],[],1,[]
1588,"ritual_cold_rune_daemon_debuff","You are taking Cold Damage over time.","","","Deathly Chill",[1968],1,3,"","","","",29,1491,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1968],[],"","","","","",[],"",[],[],1,[]
1589,"vampiric_icon_buff","You deal more damage with Bleeding.","",1,"Thirst for Blood",[12954],1,3,"","","","",29,1494,1,"",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],[12954],[],"","","","","",[],"",[],[],1,[]
1590,"ice_golem_revive_display_buff","Your Ice Golem will be revived soon","","","Reviving Ice",[],"",1,"","","","",29,1460,"","",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[],[],1,"","","","",[],"",[],[],1,[]
1591,"lightning_golem_revive_display_buff","Your Lightning Golem will be revived soon","","","Reviving Lightning",[],"",1,"","","","",29,1461,"","",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[],[],1,"","","","",[],"",[],[],1,[]
1592,"stone_golem_revive_display_buff","Your Stone Golem will be revived soon","","","Reviving Stone",[],"",1,"","","","",29,1462,"","",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[],[],1,"","","","",[],"",[],[],1,[]
1593,"chaos_golem_revive_display_buff","Your Chaos Golem will be revived soon","","","Reviving Chaos",[],"",1,"","","","",29,1463,"","",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[],[],1,"","","","",[],"",[],[],1,[]
1594,"carrion_golem_revive_display_buff","Your Carrion Golem will be revived soon","","","Reviving Carrion",[],"",1,"","","","",29,1464,"","",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[],[],1,"","","","",[],"",[],[],1,[]
1595,"fanaticism","Spells you cast yourself have more Cast Speed, reduced Cost, and increased Area of Effect","","","Fanaticism","[12632,12633,12662]",1,3,"","","","",29,1468,1,"",1,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[12632,12633,12662]",[],"","","","","",[],"",[],[],1,[]
1596,"inquisitor_fanatic_charges_over_time","",1,"","",[4771],1,2,"","","","",29,0,1,"",18,"",1,1,"",0,1,"GainChargesOverTime","","","","",7,"","",0,[],"","",[],"",[],[],[4771],[],"","","","","",[],"",[],[],1,[]
1597,"ritual_corpse_sink","",1,"","",[],"",3,"","","","",29,1440,1,"",18,1,1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[10145],[],[10145],[],"","","","","",[],"",[],[],1,[]
1598,"unhinged","You are no longer Sane.","",1,"Insanity",[],1,3,"","","","",29,1512,1,"",1,"",1,1,"",0,"","UnhingedBuff","",1,"","",7,"",1,0,[],"","",[],"",[],[12668],[],[],"","","","","",[],"",[],[],1,[]
1599,"phoenix_stacking_debuff_standalone","You have reduced maximum Fire Resistance.","","","Heat",[947],1,1,1,"","","",29,647,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[947],[],"","","","","",[],"",[],[],1,[]
1600,"atlas_sulphite_mined_buff","You have increased Movement Speed and Damage, and additional maximum Elemental Resistances","","","Sulphite Intoxication","[171,24,952]","",2,1,"","","",29,1477,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[171,24,952]",[],"","","","","",[],"",[],[],1,[]
1601,"number_of_non_instant_spells_cast_in_past_8_seconds","",1,"","",[],"",3,"","","","",29,0,1,"",18,"","","","",0,1,"ActionRecentlyCounterBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1602,"crimson_priest_boss_degenzone","You are taking physical damage over time from a Blood Purge","","","Blood Purge",[346],"",3,"","","","",29,1453,"",1,2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[346],[],"","","","","",[],"",[],[],1,[]
1603,"incrementing_slow","",1,"","",[338],"",1,"","","","",29,0,"","",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[338],[],"","","","","",[],"",[],[],1,[]
1604,"ghostfire_self_burn","You are taking fire damage over time","","","Engulfed by Ghostfire",[9575],"",2,"","","","",29,1452,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[9575],[],"","","","","",[],"",[],[],1,[]
1605,"ritual_rune_lightning1","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[648,437]",1,3,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[648,437]",[],"","","","","",[],"",[],[],1,[]
1606,"ritual_rune_physical_blood1","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[3502,26]",1,3,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[3502,26]",[],"","","","","",[],"",[],[],1,[]
1607,"ritual_rune_chaos_green1","Monsters in the Rune area are much stronger",1,"","Ritual Rune","[3266,438]",1,3,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[3266,438]",[],"","","","","",[],"",[],[],1,[]
1608,"ritual_rune_generic_charges1","Monsters in the Rune area are much stronger",1,"","Ritual Rune",[],1,3,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1609,"ritual_rune_generic_energy_shield1","Monsters in the Rune area are much stronger",1,"","Ritual Rune",[552],1,3,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[552],[],"","","","","",[],"",[],[],1,[]
1610,"ritual_rune_generic_life1","Monsters in the Rune area are much stronger",1,"","Ritual Rune",[439],1,3,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[439],[],"","","","","",[],"",[],[],1,[]
1611,"ritual_rune_generic_fortify1","Monsters in the Rune area are much stronger",1,"","Ritual Rune",[14728],1,3,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[14728],[],"","","","","",[],"",[],[],1,[]
