"rownum","BaseItemTypesKey","Variation_AOFiles","IsNonMasterDoodad","InheritsFrom","bool","IsCraftingBench","Tags","bool","rid","Category","i32","bool","rid","bool","rid"
605,7996,"[""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_large_v01_01.ao"",""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_large_v01_02.ao"",""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_v01_01.ao"",""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_v01_02.ao"",""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_v01_03.ao"",""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_v01_04.ao"",""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_v01_05.ao"",""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_v01_06.ao"",""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_v01_010.ao"",""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_v01_012.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[28,0]","","",53,0,"","",1,""
606,7997,"[""Metadata/Effects/weather_attachments/hideout_MTX/ice_MTX.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,16,0]","","",53,0,"","",1,""
607,7998,"[""Metadata/Effects/weather_attachments/hideout_MTX/fire_MTX.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,16,0]","","",53,0,"","",1,""
608,7999,"[""Metadata/Terrain/Doodads/Mtx/IceBricks/IceCubesWallSet_0.ao"",""Metadata/Terrain/Doodads/Mtx/IceBricks/IceCubesWallSet_1.ao"",""Metadata/Terrain/Doodads/Mtx/IceBricks/IceCubesWallSet_3.ao"",""Metadata/Terrain/Doodads/Mtx/IceBricks/IceCubesWallSet_4.ao"",""Metadata/Terrain/Doodads/Mtx/IceBricks/IceCubesWallSet_5.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[21,0]","","",53,0,"","",1,""
609,8000,"[""Metadata/Terrain/Doodads/Mtx/FireBricks/Lava03.ao"",""Metadata/Terrain/Doodads/Mtx/FireBricks/Lava04.ao"",""Metadata/Terrain/Doodads/Mtx/FireBricks/Lava0101.ao"",""Metadata/Terrain/Doodads/Mtx/FireBricks/Lava0102.ao"",""Metadata/Terrain/Doodads/Mtx/FireBricks/Lava0103.ao"",""Metadata/Terrain/Doodads/Mtx/FireBricks/Lava0201.ao"",""Metadata/Terrain/Doodads/Mtx/FireBricks/Lava0202.ao"",""Metadata/Terrain/Doodads/Mtx/FireBricks/Lava0203.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[21,0]","","",53,0,"","",1,""
610,8001,"[""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female1_1.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female1_2.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female1_3.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female2_1.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female2_2.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female2_3.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female3.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female3b.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Male1_1.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Male1_2.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Male2_1.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Male2_3.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[2,0]","","",90,0,"","",1,""
611,8002,"[""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_06.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_07.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_08.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_09.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_pile_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_pile_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_pile_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_pile_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_pile_v01_05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_pile_v01_06.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[28,0]","","",90,0,"","",1,""
612,8003,"[""Metadata/Terrain/Doodads/Mtx/MysteryBox/Innocence_Sin/sin/sin_symbol/sindecoration_01.ao"",""Metadata/Terrain/Doodads/Mtx/MysteryBox/Innocence_Sin/sin/sin_symbol/sindecoration_02.ao"",""Metadata/Terrain/Doodads/Mtx/MysteryBox/Innocence_Sin/sin/sin_symbol/sindecoration_03.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",90,0,"","",1,""
613,8004,"[""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v01_01.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v01_02.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v01_03.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v01_05.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v01_06.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v01_07.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v01_08.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v03_01.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v03_02.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v03_03.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,0]","","",90,0,"","",1,""
614,8005,"[""Metadata/Terrain/Doodads/Mtx/MysteryBox/Innocence_Sin/innocence/symbol/innodecoration_01.ao"",""Metadata/Terrain/Doodads/Mtx/MysteryBox/Innocence_Sin/innocence/symbol/innodecoration_02.ao"",""Metadata/Terrain/Doodads/Mtx/MysteryBox/Innocence_Sin/innocence/symbol/innodecoration_03.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",90,0,"","",1,""
615,8006,"[""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v01_01.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v01_02.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v01_03.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v01_05.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v01_06.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v01_07.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v01_08.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v03_01.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v03_02.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v03_03.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,0]","","",90,0,"","",1,""
616,8007,"[""Metadata/Terrain/Doodads/Encampment/RhoaDinner.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[28,0]","","",86,0,"","",1,""
617,8015,"[""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_1.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_2.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_3.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_4.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_5.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_6.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_7.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_8.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_9.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_10.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_11.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_12.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_13.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_14.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_15.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_16.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_17.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[21,0]","","",4,0,"","",1,""
618,8016,"[""Metadata/Terrain/Doodads/Forest/ForestTown/Hutt01.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/Hutt02.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/Campfire.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/Basket01.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/Bowl01.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/Bowl02.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/Bowl03.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/Bowl04.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/AnimalSkin01.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/AnimalSkin02.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/AnimalSkin03.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/AnimalSkin04.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/AnimalSkin05.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[11,6,0]","","",4,0,"","",1,""
619,8017,"[""Metadata/Effects/weather_attachments/hideout_MTX/sand_MTX.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,16,0]","","",4,0,"","",1,""
620,8018,"[""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_01.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_02.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_01.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_02.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_03.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_04.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_05.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_06.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad","","","[14,0]","","",106,0,"","",1,""
621,8019,"[""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWayPointCover_01.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad","","","[14,0]","","",106,0,"","",1,""
622,8020,"[""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_03.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_04.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_05.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad","","","[14,0]","","",106,0,"","",1,""
623,8021,"[""Metadata/Terrain/Doodads/Mtx/Steampunk/ExperimentTable_01.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/ExperimentTable_02.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad","","","[14,0]","","",106,0,"","",1,""
624,8022,"[""Metadata/Terrain/Doodads/Mtx/Steampunk/GroundPipes_01.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/GroundPipes_02.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/GroundPipes_03.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad","","","[14,0]","","",106,0,"","",1,""
625,8023,"[""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_01.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_02.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_01.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_02.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_03.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_04.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_05.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_06.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWayPointCover_01.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_03.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_04.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_05.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/ExperimentTable_01.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/ExperimentTable_02.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/GroundPipes_01.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/GroundPipes_02.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/GroundPipes_03.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[25,0]","","",4,0,"","",1,""
626,8024,"[""Metadata/Terrain/Doodads/Mtx/OrbitalLazorBig.ao"",""Metadata/Terrain/Doodads/Mtx/OrbitalLazorBig2.ao"",""Metadata/Terrain/Doodads/Mtx/OrbitalLazorMedium.ao"",""Metadata/Terrain/Doodads/Mtx/OrbitalLazorMedium2.ao"",""Metadata/Terrain/Doodads/Mtx/OrbitalLazorSmall.ao"",""Metadata/Terrain/Doodads/Mtx/OrbitalLazorSmall2.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[25,0]","","",4,0,"","",1,""
627,8025,"[""Metadata/Effects/weather_attachments/hideout_MTX/red_lightning_MTX.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",4,0,"","",1,""
628,8026,"[""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_square_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_v01_05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_v02_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_v02_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_v02_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_v02_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_v02_05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_v03_01.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[12,0]","","",90,0,"","",1,""
629,8027,"[""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_square_defaced_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_defaced_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_defaced_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_defaced_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_defaced_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_defaced_v01_05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_defaced_v02_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_defaced_v02_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_defaced_v02_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_defaced_v02_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_defaced_v02_05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_defaced_v03_01.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[12,0]","","",90,0,"","",1,""
630,8028,"[""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/LadyJusticeWhiteMarble.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/LadyJusticePlinthWhiteMarble.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/MatkaBoskaWhiteMarble.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[20,0]","","",90,0,"","",1,""
631,8029,"[""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/LadyJusticeBlackMarble.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/LadyJusticePlinthBlackMarble.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/MatkaBoskaBlackMarble.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[20,0]","","",90,0,"","",1,""
632,8030,"[""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/OriathWall_Hideout_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/OriathWall_Hideout_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/OriathWall_Hideout_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/OriathWall_Hideout_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/OriathWall_Hideout_v01_05.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,0]","","",90,0,"","",1,""
633,8031,"[""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Hideout_fence_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Hideout_fence_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Hideout_fence_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Hideout_fence_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Hideout_fence_v01_05.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,0]","","",90,0,"","",1,""
634,8032,"[""Metadata/Monsters/AvariusCasticus/AvariusStatueHideout.ao"",""Metadata/Monsters/AvariusCasticus/AvariusStatueHideout2.ao"",""Metadata/Monsters/AvariusCasticus/AvariusStatueKitavaHideout.ao"",""Metadata/Monsters/AvariusCasticus/AvariusStatueKitavaHideout2.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,"",76,0,"","",1,""
635,8033,"[""Metadata/Terrain/Doodads/Beach/Corals/reefcoral1.ao"",""Metadata/Terrain/Doodads/Beach/Corals/reefcoral2.ao"",""Metadata/Terrain/Doodads/Beach/Corals/reefcoral3.ao"",""Metadata/Terrain/Doodads/Beach/Corals/reefcoral4.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,3]",1,"",28,0,"","",1,""
636,8034,"[""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_small_coral1.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_small_coral2.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_small_coral3.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_small_coral4.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_small_coral5.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_small_coral6.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,3]",1,"",28,0,"","",1,""
637,8035,"[""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralgrass_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralgrass_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralgrass_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralgrass_04.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralgrass_05.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralgrass_06.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralgrass_07.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,3]",1,"",28,0,"","",1,""
638,8036,"[""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralbarnacles_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralbarnacles_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralbarnacles_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralbarnacles_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,3]",1,"",28,0,"","",1,""
639,8037,"[""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralbarnacles_small_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralbarnacles_small_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralbarnacles_small_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralbarnacles_small_04.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralbarnacles_small_05.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,3]",1,"",28,0,"","",1,""
640,8038,"[""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralcluster_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralcluster_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralcluster_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralcluster_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,3]",1,"",28,0,"","",1,""
641,8039,"[""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralformation_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralformation_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralformation_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralformation_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,3]",1,"",28,0,"","",1,""
642,8040,"[""Metadata/Terrain/Doodads/Act8/NonToxic/animated_tree01.ao"",""Metadata/Terrain/Doodads/Act8/NonToxic/animated_tree02.ao"",""Metadata/Terrain/Doodads/Act8/NonToxic/animated_tree03.ao"",""Metadata/Terrain/Doodads/Act8/NonToxic/animated_tree04.ao"",""Metadata/Terrain/Doodads/Act8/Toxic/animated_toxictree01.ao"",""Metadata/Terrain/Doodads/Act8/Toxic/animated_toxictree02.ao"",""Metadata/Terrain/Doodads/Act8/Toxic/animated_toxictree03.ao"",""Metadata/Terrain/Doodads/Act8/Toxic/animated_toxictree04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[4],1,"",101,0,"","",1,""
643,8041,"[""Metadata/Terrain/Doodads/Act9/Foothills/Lunar01.ao"",""Metadata/Terrain/Doodads/Act9/Foothills/Lunar02.ao"",""Metadata/Terrain/Doodads/Act9/Foothills/Lunar03.ao"",""Metadata/Terrain/Doodads/Act9/Foothills/Lunar04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[8],1,"",28,0,"","",1,""
644,8105,"[""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_arch_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,27]",1,"",47,0,"","",1,""
645,8106,"[""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_bigwheel_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_smallwheel_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_smallwheel_02.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[25],1,"",47,0,"","",1,""
646,8107,"[""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_board_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_board_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_board_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_board_04.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_board_05.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_board_06.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_board_07.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_board_08.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,"",47,0,"","",1,""
