"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","Text","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","HASH32","BelongsActiveSkillsKey","Category","bool","bool","IsScalable","ContextFlags","[rid]","bool"
13522,"override_skill_user_maximum_life","","","",3,"","","","","",1,1869773244,[],"","","",1,[],[],""
13523,"override_skill_user_maximum_energy_shield","","","",3,"","","","","",1,1748059448,[],"","","",1,[],[],""
13524,"righteous_fire_base_fire_damage_to_deal_per_minute","","","",3,"","",1,"","","",-1128051723,[],"","","",1,[6],[],""
13525,"void_burst_hit_damage_+%_final_per_power_charge","","","",1,"","","","","",1,-1318320821,[],"","","",1,[],[],""
13526,"banner_add_stage_every_x_milliseconds_while_enemies_nearby","","","",1,"","","","","",1,524576830,[],"","","",1,[],[],""
13527,"rage_slash_sacrifice_rage_%","","","",1,"","","","","",1,-245936064,[],"","","",1,[],[],""
13528,"rage_slash_radius_+_per_amount_of_rage_sacrificed","","","",3,"","","","","",1,-703078910,[],"","","",1,[],[],""
13529,"rage_slash_rage_sacrifice_per_radius_bonus","","","",3,"","","","","",1,-1017892079,[],"","","",1,[],[],""
13530,"rage_slash_damage_+%_final_per_amount_of_rage_sacrificed","","","",1,"","","","","",1,147085505,[],"","","",1,[],[],""
13531,"rage_slash_rage_sacrifice_per_damage_bonus","","","",3,"","","","","",1,-1268795925,[],"","","",1,[],[],""
13532,"rage_slash_maximum_vortices","","","",3,"","","","","",1,-1259926699,[],"","","",1,[],[],""
13533,"rage_slash_vortex_attack_speed_+%_final","","","",1,"",1,"","","",1,757064316,[],"","","",1,[],[],""
13534,"support_divine_cry_damage_+%_final","","","",1,"","","","","",1,-91660790,[],"","","",1,[],[],""
13535,"divine_cry_additive_spell_damage_modifiers_apply_to_attack_damage_at_%_value_per_5_power_up_to_150%","","","",1,"","","","","",1,1312291879,[],"","","",1,[],[],""
13536,"additive_spell_damage_modifiers_apply_to_attack_damage_at_%_value_from_divine_cry","","","",1,"","","","","",1,1256521714,[],"","","",1,[],[],""
13537,"triggered_by_divine_cry","","","",4,"","","","","",1,1471260111,[],"",1,"","",[],[],""
13538,"map_expedition_league","","","",4,"","","","","",1,294805299,[],"","","",1,[],[],""
13539,"support_ancestor_slam_totem_attack_speed_+%_final","","","",1,"","","","","",1,280351439,[],"","","",1,[],[],""
13540,"support_ancestor_slam_totem_damage_+%_final","","","",1,"","","","","",1,-1965842128,[],"","","",1,[],[],""
13541,"ancestor_totem_grants_owner_area_of_effect_+%_with_melee_skills","","","",1,"","","","","",1,-1655892415,[],"","","",1,[],[],""
13542,"support_skill_totem_type_override","","","",3,"",1,"","","",1,-2075790528,[],"","","",1,[],[],""
13543,"leap_slam_no_epk","","","",4,"",1,"","","",1,521626467,[],"","","",1,[],[],""
13544,"royale_chest_modify_level_based_on_opener","","","",3,"","","","","",1,1632433956,[],"","","",1,[],[],""
13545,"max_number_of_absolution_sentinels",1,"","",3,"","","","","",1,1370300803,[],"",1,"",1,[],[],""
13546,"absolution_blast_chance_to_summon_on_hitting_rare_or_unique_%","","","",1,"","","","","",1,1078140940,[],"",1,"",1,[],[],""
13547,"totem_targets_ignoring_action_distance","","","",4,"","","","","",1,-2046973029,[],"","","",1,[],[],""
13548,"exposure_art_variation","","","",3,"","","","","",1,-1594239538,[],"","","","",[],[],""
13549,"inflict_all_exposure_on_hit","","","",4,"","","","","",1,-301625129,[],"","","",1,[],[],""
13550,"soulfeast_number_of_secondary_projectiles","","","",3,"",1,"","","",1,-1425055392,[],"","","",1,[],[],""
13551,"soulfeast_take_%_maximum_life_as_chaos_damage","","","",1,"","","","","",1,-687177395,[],"","","",1,[],[],""
13552,"soulfeast_take_%_maximum_energy_shield_as_chaos_damage","","","",1,"","","","","",1,855101531,[],"","","",1,[],[],""
13553,"skill_base_chaos_damage_%_maximum_life","","","",1,"","","","","",1,846362038,[],"","","",1,[],[],""
13554,"skill_base_chaos_damage_%_maximum_energy_shield","","","",1,"","","","","",1,215392155,[],"","","",1,[],[],""
13555,"leap_slam_cannot_die_during_action",1,"","",4,"",1,"","","",1,-893551712,[],"","","",1,[],[],""
13556,"golem_maximum_mana_+%","","","",1,"","","","","",1,-367387394,[],"","","",1,[],[],""
13557,"absolution_blast_shockwave_every_x_beams","","","",3,"","","","","",1,548365948,[],"",1,"",1,[],[],""
13558,"local_flask_cannot_gain_charges_during_flask_effect","",1,"",4,"","","","","",1,-2055422810,[],"","","",1,[],[],""
13559,"local_flask_use_on_adjacent_flask_use","",1,"",4,"","","","","",1,-1701995053,[],"","","",1,[],[],""
13560,"local_flask_use_on_flask_effect_ended","",1,"",4,"","","","","",1,1512235389,[],"","","",1,[],[],""
13561,"armour_evasion_banner_taunted_enemies_damage_+%_final","","","",1,"","","","","",1,-1851837013,[],"","","",1,[],[],""
13562,"damage_+%_final_from_armour_evasion_banner","","","",1,"","","","","",1,-1354560958,[],"","","",1,[],[],""
13563,"spectral_spiral_weapon_base_number_of_bounces","","","",3,"","","","","",1,-1539348226,[],"","","",1,[],[],""
13564,"map_atlas_region_levels","","","",3,"","","","","",1,-247712326,[],"","","","",[],[],""
13565,"mana_void_gain_%_missing_unreserved_mana_as_base_lightning_damage","","","",1,"","","","","",1,-1791596363,[],"","","",1,[],[],""
13566,"base_unreserved_mana_cost_%","","","",1,"","","","","",1,-315149329,[],"","","",1,[],[],""
13567,"is_not_projectile_override","","","",4,"","","","","",1,1538708334,[],"","","",1,[],[],""
13568,"armour_evasion_banner_super_taunt_duration_per_stage_ms","","","",3,"","","","","",1,-1786658853,[],"","","",1,[],[],""
13569,"number_of_active_absolution_sentinels",1,"","",3,"","","","","",1,-1812603898,[],"","","",1,[],[],""
13570,"divine_cry_critical_strike_chance_+%_per_5_power_up_to_cap%","","","",1,"","","","","",1,-99496353,[],"","","",1,[],[],""
13571,"local_flask_use_on_full_charges","",1,"",4,"","","","","",1,1465796129,[],"","","",1,[],[],""
13572,"local_flask_use_on_guard_skill_used","",1,"",4,"","","","","",1,1854990143,[],"","","",1,[],[],""
13573,"local_flask_use_on_travel_skill_used","",1,"",4,"","","","","",1,-1985185078,[],"","","",1,[],[],""
13574,"local_flask_use_on_guard_skill_expired","",1,"",4,"","","","","",1,1242672120,[],"","","",1,[],[],""
13575,"local_flask_use_on_hitting_rare_unique_enemy_while_inactive","",1,"",4,"","","","","",1,-667607879,[],"","","",1,[],[],""
13576,"local_flask_use_on_affected_by_freeze","",1,"",4,"","","","","",1,2021332543,[],"","","",1,[],[],""
13577,"local_flask_use_on_affected_by_chill","",1,"",4,"","","","","",1,-1334093098,[],"","","",1,[],[],""
13578,"local_flask_use_on_affected_by_shock","",1,"",4,"","","","","",1,1383196862,[],"","","",1,[],[],""
13579,"local_flask_use_on_affected_by_ignite","",1,"",4,"","","","","",1,1356327007,[],"","","",1,[],[],""
13580,"local_flask_use_on_affected_by_bleed","",1,"",4,"","","","","",1,216955197,[],"","","",1,[],[],""
13581,"local_flask_use_on_affected_by_poison","",1,"",4,"","","","","",1,941330208,[],"","","",1,[],[],""
13582,"local_flask_use_on_damage_blocked","",1,"",4,"","","","","",1,-1352367427,[],"","","",1,[],[],""
13583,"local_flask_use_on_taking_savage_hit","",1,"",4,"","","","","",1,18710229,[],"","","",1,[],[],""
13584,"local_flask_use_on_using_a_life_flask","",1,"",4,"","","","","",1,-1039776669,[],"","","",1,[],[],""
13585,"main_hand_attack_damage_penetrates_fire_resist_%","","","",1,"","",1,"","",1,-1699108396,[],"","","",1,[],[],""
13586,"main_hand_attack_damage_penetrates_cold_resist_%","","","",1,"","",1,"","",1,1070377170,[],"","","",1,[],[],""
13587,"main_hand_attack_damage_penetrates_lightning_resist_%","","","",1,"","",1,"","",1,-2014856399,[],"","","",1,[],[],""
13588,"off_hand_attack_damage_penetrates_fire_resist_%","","","",1,"","",1,"","",1,-1360613500,[],"","","",1,[],[],""
13589,"off_hand_attack_damage_penetrates_cold_resist_%","","","",1,"","",1,"","",1,1766750219,[],"","","",1,[],[],""
13590,"off_hand_attack_damage_penetrates_lightning_resist_%","","","",1,"","",1,"","",1,878051711,[],"","","",1,[],[],""
13591,"base_attack_damage_penetrates_fire_resist_%","","","",1,"","","","","",1,-464076945,[],"","","",1,[],[],""
13592,"base_attack_damage_penetrates_cold_resist_%","","","",1,"","","","","",1,1257302595,[],"","","",1,[],[],""
13593,"base_attack_damage_penetrates_lightning_resist_%","","","",1,"","","","","",1,259501166,[],"","","",1,[],[],""
13594,"base_attack_damage_penetrates_elemental_resist_%","","","",1,"","","","","",1,310816269,[],1,"","",1,[],[],""
13595,"main_hand_attack_damage_penetrates_chaos_resist_%","","","",1,"","",1,"","",1,-1351930975,[],"","","",1,[],[],""
13596,"off_hand_attack_damage_penetrates_chaos_resist_%","","","",1,"","",1,"","",1,-949457930,[],"","","",1,[],[],""
13597,"base_attack_damage_penetrates_chaos_resist_%","","","",1,"","","","","",1,1019894105,[],"","","",1,[],[],""
13598,"banner_taunt_duration_+%",1,"","",1,"","","","","",1,1933577196,"[""banner_armour_evasion""]","","","",1,[],[],""
13599,"ambush_additional_critical_strike_chance_permyriad","","","",7,"","","","","",1,1366297125,[],"","","",1,[],[],""
13600,"vanishing_ambush_critical_strike_multiplier_+","","","",3,"","","","","",1,-1205331895,[],"","","",1,[],[],""
13601,"vanishing_ambush_prevent_other_exerted_effects","","","",4,"",1,"","","",1,-673487876,[],"","","",1,[],[],""
13602,"skill_is_random_element_skill","","","",4,"","","","","",1,-1877853732,[],"","","",1,[],[],""
13603,"support_focused_ballista_totem_attack_speed_+%_final","","","",1,"","","","","",1,188711715,[],"",1,"",1,[],[],""
13604,"support_focused_ballista_totem_damage_+%_final","","","",1,"","","","","",1,1522006014,[],"",1,"",1,[],[],""
13605,"ranged_attack_totem_only_attacks_when_owner_attacks",1,"","",4,"",1,"","","",1,-1539356538,[],"",1,"",1,[],[],""
13606,"base_number_of_reapers_allowed","","","",3,"","","","","",1,833184882,[],"","","",1,[],[],""
13607,"map_expedition_faction","","","",3,"","","","","",1,-738640915,[],"","","","",[],[],""
13608,"support_executioner_damage_vs_enemies_on_low_life_+%_final","","","",1,"","","","","",1,480792011,[],"","","",1,[],[],""
13609,"support_executioner_gain_one_rare_monster_mod_on_kill_ms","","","",3,"",1,"","","",1,-1616939284,[],"","","",1,[],[],""
13610,"support_executioner_refresh_stolen_mod_on_hitting_rare_or_unique_monster_chance_%","","","",1,"","","","","",1,1809069370,[],"","","",1,[],[],""
13611,"support_executioner_buff_duration_ms",1,"","",3,"","",1,"","",1,-1273625278,[],"","","",1,[34],[],""
13612,"lightning_burst_display","","","",4,"","","","","",1,-339994329,[],"","","",1,[],[],""
13613,"is_demon","","","",4,"",1,"","","",1,249604311,[],"","","",1,[],[],""
13614,"minion_undead_minions_are_demons_instead","","","",4,"",1,"","","",1,529377354,[],"","","",1,[],[],""
13615,"infernal_familiar_nearby_enemies_fire_damage_taken_+%","","","",1,"","","","","",1,-2065005588,[],"","","",1,[],[],""
13616,"infernal_familiar_revive_if_killed_by_enemies_ms","","","",3,"","","","","",1,-1328933881,[],12,"","",1,[],[],""
13617,"local_display_trigger_summon_infernal_familiar_when_allocated","","","",4,"","","","","",1,-1688350379,[],"","","",1,[],[],""
13618,"virtual_maximum_fury_charges","","","",3,"","",1,"","",1,1872161444,[],"","","",1,[],[],""
13619,"current_fury_charges","","","",3,"","","","","",1,-824800169,[],"","","",1,[],[],""
13620,"minimum_fury_charges","","","",3,"","","","","",1,1415986908,[],"","","",1,[],[],""
13621,"damage_+%_final_per_fury_charge","","","",1,"","","","","",1,1130380006,[],"","","",1,[],[],""
13622,"attack_speed_+%_per_fury_charge","","","",1,"","","","","",1,-812556697,[],"","","",1,[],[],""
13623,"life_loss_%_per_minute_per_fury_charge","","","",1,"",1,"","","",1,1724945799,[],"","","",1,[],[],""
13624,"minion_demon_maximum_fury_charges","","","",3,"","","","","",1,166242920,[],"","","",1,[],[],""
13625,"minion_demon_damage_+%_final_per_fury_charge","","","",1,"","","","","",1,1136229901,[],"","","",1,[],[],""
13626,"minion_demon_attack_speed_+%_per_fury_charge","","","",1,"","","","","",1,1904232266,[],"","","",1,[],[],""
13627,"minion_demon_life_loss_%_per_minute_per_fury_charge","","","",1,"","","","","",1,-1467100053,[],"","","",1,[],[],""
13628,"meta_demon_caster_supported_skills_damage_+%_final",1,"","",1,"","","","","",1,456944663,[],"","","",1,[],[],""
13629,"meta_demon_caster_supported_skills_damage_+%_final_per_linked_active_skill","","","",1,"","","","","",1,531780717,[],"","","",1,[],[],""
13630,"base_maximum_fury_charges","","","",3,"","","","","",1,1722095207,[],"","","",1,[],[],""
13631,"add_fury_charge_on_hit_%","","","",1,"","","","","",1,-2089340106,[],"","","",1,[],[],""
13632,"minion_demon_add_fury_charge_on_hit_%","","","",1,"","","","","",1,645242885,[],"","","",1,[],[],""
13633,"number_of_infernal_familiars_allowed","","","",3,"","","","","",1,-1149519376,[],12,"","",1,[],[],""
13634,"number_of_active_infernal_familiars","","","",3,"","","","","",1,-1193553101,[],"","","",1,[],[],""
13635,"minion_demon_gain_fury_charge_when_allied_minion_dies_in_x_range","","","",3,"","","","","",1,783088098,[],"","","",1,[],[],""
13636,"triggered_by_meta_minion","","","",4,"",1,"","","",1,-616789483,[],"","","",1,[],[],""
13637,"damage_+%_final_for_meta_minion","","","",1,"","","","","",1,1239425319,[],"","","",1,[],[],""
13638,"minion_fire_damage_+%","","","",1,"","","","","",1,-864580847,[],"","","",1,[],[],""
13639,"skill_is_crossbow_ammo_skill","","","",4,"",1,"","","",1,1261955310,[],"","","",1,[],[],""
13640,"spear_wall_maximum_active_spears","","","",3,"",1,"","","",1,-558882670,[],"","","",1,[],[],""
13641,"projectile_angle_variance_+%","","","",1,"",1,"","","",1,1954021958,[],"","","",1,[],[],""
13642,"support_crossbow_ammunition_damage_+%_final","","","",1,"","","","","",1,-996666435,[],"","","",1,[],[],""
13643,"no_additional_projectiles","","","",4,"","","","","",1,37506647,[],"","","",1,[],[],""
13644,"monster_mortar_bounce_angle_variance","","","",3,"",1,"","","",1,2040774755,[],"","","",1,[],[],""
13645,"projectile_speed_+%_per_chain","","","",1,"",1,"","","",1,145574070,[],"","","",1,[],[],""
13646,"reaper_debuff_damage_+%_final",1,"","",1,"","","","","",1,-249482173,[],"","","",1,[],[],""
13647,"reaper_debuff_maximum_life_+%_final",1,"","",1,"","","","","",1,-853950622,[],"","","",1,[],[],""
13648,"non_reaper_minion_damage_+%_final",1,"","",1,"","","","","",1,-527367335,[],"","","",1,[],[],""
13649,"non_reaper_minion_maximum_life_+%_final",1,"","",1,"","","","","",1,1631461197,[],"","","",1,[],[],""
13650,"trauma_strike_shockwave_area_of_effect_+%_per_100ms_stun_duration_up_to_400%","","","",1,"","","","","",1,-230239591,[],"","","",1,[],[],""
13651,"trauma_strike_self_damage_per_trauma","","","",3,"","","","","",1,1769398811,[],"","","",1,[],[],""
13652,"trauma_base_duration_ms","","","",3,"","","","","",1,1418768124,[],"","","",1,[],[],""
13653,"trauma_strike_damage_+%_final_per_trauma","","","",1,"","","","","",1,1580103257,[],"","","",1,[],[],""
13654,"current_trauma","","","",3,"",1,"","","",1,-1936142709,[],"","","",1,[],[],""
13655,"trauma_duration_ms","","","",3,"","",1,"","",1,1502993320,[],"","","",1,[],[],""
13656,"base_weapon_trap_total_rotation_%","","","",1,"","","","","",1,-1581711984,[],"","","",1,[],[],""
13657,"primary_projectile_chains_+","","","",3,"","","","","",1,84145712,[],"","","",1,[],[],""
13658,"primary_projectile_chain_num","","","",3,"",1,1,"","",1,1954123810,[],"","","",1,[],[],""
13659,"incinerate_alternative_fire_damage_per_minute","","","",3,"","","","","",1,-1252686371,[],"","","",1,[],[],""
13660,"incinerate_alternative_dot_duration_ms","","","",3,"","","","","",1,1207517193,[],"","","",1,[],[],""
13661,"test_league_flags","","","",3,"","","","","",1,812971992,[],"","","","",[],[],""
13662,"glacial_hammer_shatter_frozen_enemies_at_33%_life","","","",4,"","","","","",1,649497714,[],"","","",1,[],[],""
13663,"flask_throw_ruby_flask_ignite_effect_+%","","","",1,"","","","","",1,943833676,[],"","","",1,[],[],""
13664,"flask_throw_sapphire_flask_ignites_also_chill_duration_ms","","","",3,"","","","","",1,-2066762927,[],"","","",1,[],[],""
13665,"flask_throw_topaz_flask_ignites_also_shock_duration_ms","","","",3,"","","","","",1,-1097481993,[],"","","",1,[],[],""
13666,"ignites_also_chill_duration_ms","","","",3,"","","","","",1,-2005843915,[],"","","",1,[],[],""
13667,"ignites_also_shock_duration_ms","","","",3,"","","","","",1,625351609,[],"","","",1,[],[],""
13668,"flask_throw_base_charges_used","","","",3,"","","","","",1,-255905313,[],"","","",1,[],[],""
13669,"flask_throw_damage_+%_final_per_charge_used","","","",1,"","","","","",1,1966515480,[],"","","",1,[],[],""
13670,"active_skill_targeting_range_+%","","","",1,"",1,"","","",1,-1330840990,[],"","","",1,[],[],""
13671,"local_display_socketed_gems_supported_by_level_x_focussed_ballista","",1,"",3,"","","","","",1,-1097271258,[],"","","","",[],[],""
13672,"local_display_socketed_gems_supported_by_level_x_earthbreaker","",1,"",3,"","","","","",1,-1590355522,[],"","","","",[],[],""
13673,"weapon_trap_total_rotation_%_if_dual_wielding","","","",1,"","","","","",1,1817167792,[],"","","",1,[],[],""
13674,"weapon_trap_rotation_speed_+%_if_dual_wielding","","","",1,"","","","","",1,-241817052,[],"","","",1,[],[],""
13675,"warcry_empowers_next_x_melee_attacks",1,"","",3,"","","","","",1,-1489273318,[],18,"","",1,[],[],""
13676,"virtual_skill_empowers_next_x_melee_attacks","","","",3,"",1,1,"","",1,-1222014201,[],"","","",1,[],[],""
13677,"map_is_expedition_saga","","","",4,"","","","","",1,1928593761,[],"","","",1,[],[],""
13678,"molten_shell_expire_after_x_hits","","","",3,"","","","","",1,-1667927333,[],"","","",1,[],[],""
13679,"flask_throw_minimum_lightning_damage_if_used_topaz_flask","","","",3,"","","","","",1,-1601572434,[],"","","",1,[],[],""
13680,"flask_throw_maximum_lightning_damage_if_used_topaz_flask","","","",3,"","","","","",1,2038377626,[],"","","",1,[],[],""
13681,"flask_throw_minimum_cold_damage_if_used_sapphire_flask","","","",3,"","","","","",1,-1570262901,[],"","","",1,[],[],""
13682,"flask_throw_maximum_cold_damage_if_used_sapphire_flask","","","",3,"","","","","",1,571055437,[],"","","",1,[],[],""
13683,"map_expedition_relics_+%","","","",1,"","","","","",1,-133582298,[],"","","",1,[],[],""
13684,"map_expedition_explosion_radius_+%","","","",1,"","","","","",1,171645208,[],"","","",1,[],[],""
13685,"map_expedition_explosives_+%","","","",1,"","","","","",1,1036280920,[],"","","",1,[],[],""
