"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","i32","i32","i32","[rid]","i32","[rid]","i32","i32","i32","i32","i32","[rid]","string","[rid]","string","rid","string","i32","i32","i32","[rid]","[rid]","rid","rid","rid","rid","i32","[rid]","[rid]","[rid]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","i32","rid","rid","i32","i32","i32","rid","i32","i32","i32","bool","bool","bool","i32","i32","f32","string","i32","rid","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","[string]","i32","i32","bool","rid","i32","bool","i32","i32","i32","i32","bool","i32","rid","f32","f32","bool","[string]","rid","i32","i32","i32","rid","bool","i32","bool"
925,"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer3",451,8,2,5,10,"[""Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer3.act""]","[""Metadata/Monsters/ZombieTreasureHunters/ZombieTreasureHunter_03/ZombieTreasureHunter_03.ao""]","Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer",[],1,"","",100,2,6,1,0,0,0,8,0,"[1021,48,713,30,31,714,51,73,752]",100,[],105,105,700,500,0,"[578,1564]","Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer.ais","[5080,5156]","",9,"Ill-fated Explorer",120,100,1755,[],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,1342231821,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,4227858432,4227858432,-67108864,2145,-33554432,-16843010,-16843010,-16843010,754908926,4227858432,-67108864,2145,167772160,1342177280,0,549372,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],281,4,100,1032134328,0,1,0,""
926,"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer4",451,8,2,5,10,"[""Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer4.act""]","[""Metadata/Monsters/ZombieTreasureHunters/ZombieTreasureHunter_04/ZombieTreasureHunter_04.ao""]","Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer",[],1,"","",100,2,6,1,0,0,0,8,0,"[1021,48,713,30,31,714,51,73,752]",100,[],105,105,700,500,0,"[578,1564]","Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer.ais","[5080,5156]","",9,"Ill-fated Explorer",120,100,1755,[],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,1342210475,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2281701376,2281701376,-2013265920,2148,-33554432,-16843010,-16843010,-16843010,754908926,2281701376,-2013265920,2148,167772160,1342177280,0,550024,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],281,4,100,1032134328,0,1,0,""
927,"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSpores1",451,8,2,5,10,"[""Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer1.act""]","[""Metadata/Monsters/ZombieTreasureHunters/ZombieTreasureHunter_01/ZombieTreasureHunter_01.ao""]","Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSpores",[],1,"","",100,2,6,1,0,0,0,1,0,"[1021,48,713,30,31,714,51,73,752]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer.ais","[5080,5080,5266]","",9,"Ill-fated Explorer",120,100,1755,[],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,1342240441,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1912602624,1912602624,1912602624,2150,-33554432,-16843010,-16843010,-16843010,3372154622,1912602624,1912602624,2150,167772160,1342177280,0,550514,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],281,4,100,1032134328,0,1,0,""
928,"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSpores2",451,8,2,5,8,"[""Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer2.act""]","[""Metadata/Monsters/ZombieTreasureHunters/ZombieTreasureHunter_02/ZombieTreasureHunter_02.ao""]","Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSpores",[],1,"","",100,2,6,1,0,0,0,1,0,"[1021,48,713,30,31,714,51,73,752]",100,[],105,105,700,500,0,[581],"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer.ais","[5080,5080,5266]","",9,"Ill-fated Explorer",120,100,1755,[],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,1342193986,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3623878656,3623878656,-671088640,2151,-33554432,-16843010,-16843010,-16843010,3372154622,3623878656,-671088640,2151,167772160,1342177280,0,550872,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],281,4,100,1032134328,0,1,0,""
929,"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSpores3",451,8,2,5,10,"[""Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer3.act""]","[""Metadata/Monsters/ZombieTreasureHunters/ZombieTreasureHunter_03/ZombieTreasureHunter_03.ao""]","Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSpores",[],1,"","",100,2,6,1,0,0,0,1,0,"[1021,48,713,30,31,714,51,73,752]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer.ais","[5080,5080,5266]","",9,"Ill-fated Explorer",120,100,1755,[],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,1342219823,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1040187392,1040187392,1040187392,2153,-33554432,-16843010,-16843010,-16843010,3372154622,1040187392,1040187392,2153,167772160,1342177280,0,551230,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],281,4,100,1032134328,0,1,0,""
930,"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSpores4_",451,8,2,5,10,"[""Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer4.act""]","[""Metadata/Monsters/ZombieTreasureHunters/ZombieTreasureHunter_04/ZombieTreasureHunter_04.ao""]","Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSpores",[],1,"","",100,2,6,1,0,0,0,1,0,"[1021,48,713,30,31,714,51,73,752]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer.ais","[5080,5080,5266]","",9,"Ill-fated Explorer",120,100,1755,[],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,1342203711,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2785017856,2785017856,-1509949440,2154,-33554432,-16843010,-16843010,-16843010,3372154622,2785017856,-1509949440,2154,167772160,1342177280,0,551590,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],281,4,100,1032134328,0,1,0,""
931,"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSporesOrange1",451,8,2,5,10,"[""Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer1.act""]","[""Metadata/Monsters/ZombieTreasureHunters/ZombieTreasureHunterWarm_01/ZombieTreasureHunterWarm_01.ao""]","Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSpores",[],1,"","",100,2,6,1,0,0,0,1,0,"[1021,48,713,30,31,714,51,73,752]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer.ais","[5080,5080,5266]","",9,"Ill-fated Explorer",120,100,1755,[],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,1342232072,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3758096384,3758096384,-536870912,2156,-33554432,-16843010,-16843010,-16843010,3372154622,3758096384,-536870912,2156,167772160,1342177280,0,552160,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],281,4,100,1032134328,0,1,0,""
932,"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSporesOrange2",451,8,2,5,8,"[""Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer2.act""]","[""Metadata/Monsters/ZombieTreasureHunters/ZombieTreasureHunterWarm_02/ZombieTreasureHunterWarm_02.ao""]","Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSpores",[],1,"","",100,2,6,1,0,0,0,1,0,"[1021,48,713,30,31,714,51,73,752]",100,[],105,105,700,500,0,[581],"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer.ais","[5080,5080,5266]","",9,"Ill-fated Explorer",120,100,1755,[],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,1342211661,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,436207616,436207616,436207616,2159,-33554432,-16843010,-16843010,-16843010,3372154622,436207616,436207616,2159,167772160,1342177280,0,552730,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],281,4,100,1032134328,0,1,0,""
933,"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSporesOrange3",451,8,2,5,10,"[""Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer3.act""]","[""Metadata/Monsters/ZombieTreasureHunters/ZombieTreasureHunterWarm_03/ZombieTreasureHunterWarm_03.ao""]","Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSpores",[],1,"","",100,2,6,1,0,0,0,1,0,"[1021,48,713,30,31,714,51,73,752]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer.ais","[5080,5080,5266]","",9,"Ill-fated Explorer",120,100,1755,[],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,1342223363,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1409286144,1409286144,1409286144,2161,-33554432,-16843010,-16843010,-16843010,3372154622,1409286144,1409286144,2161,167772160,1342177280,0,553300,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],281,4,100,1032134328,0,1,0,""
934,"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSporesOrange4",451,8,2,5,10,"[""Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer4.act""]","[""Metadata/Monsters/ZombieTreasureHunters/ZombieTreasureHunterWarm_04/ZombieTreasureHunterWarm_04.ao""]","Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSpores",[],1,"","",100,2,6,1,0,0,0,1,0,"[1021,48,713,30,31,714,51,73,752]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer.ais","[5080,5080,5266]","",9,"Ill-fated Explorer",120,100,1755,[],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,1342202676,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2382364672,2382364672,-1912602624,2163,-33554432,-16843010,-16843010,-16843010,3372154622,2382364672,-1912602624,2163,167772160,1342177280,0,553870,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],281,4,100,1032134328,0,1,0,""
935,"Metadata/Monsters/RadientQuetzal/RadiantQuetzal",452,8,2,3,6,"[""Metadata/Monsters/RadientQuetzal/RadiantQuetzal.act""]","[""Metadata/Monsters/RadientQuetzal/RadientQuetzal.ao"",""Metadata/Monsters/RadientQuetzal/RadientQuetzal_red.ao"",""Metadata/Monsters/RadientQuetzal/RadientQuetzal_yellow.ao""]","Metadata/Monsters/RadientQuetzal/RadiantQuetzal",[],1,"","",100,2,6,5,0,0,0,1,0,"[31,29,118,50,1025,752]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/RadientQuetzal/RadiantQuetzal.ais",[],"",0,"[DNT] Radiant Quetzal",120,80,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342222025,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3489660928,3489660928,-805306368,2166,-33554432,-16843010,-16843010,-16843010,3372154622,3489660928,-805306368,2166,167772160,1342177280,0,554704,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",0,80,1028443341,0,1,0,""
936,"Metadata/Monsters/Quadrilla/Quadrilla",453,46,5,9,21,"[""Metadata/Monsters/Quadrilla/Quadrilla.act""]","[""Metadata/Monsters/Quadrilla/Quadrilla.ao""]","Metadata/Monsters/Quadrilla/Quadrilla",[],1,"","",100,2,6,18,0,0,0,1,0,"[724,72,755,49,713,1040,30,31,714,118]",200,[],105,105,700,500,0,"[1940,2937,578,865,1065,5112,1685,3178]","Metadata/Monsters/Quadrilla/Quadrilla.ais","[5080,5235]","",0,"Quadrilla",200,200,1995,[],[],"","","","",0,[],[],[],"",1,1,135,0,0,135,1342214397,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2214592512,2214592512,-2080374784,2169,-33554432,-16843010,-16843010,-16843010,3372154622,2214592512,-2080374784,2169,167772160,1342177280,0,555396,0,"",1,"",-10,10,0,"",50,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],280,8,150,1028443341,0,1,0,""
937,"Metadata/Monsters/Quadrilla/QuadrillaRock",457,1,3,6,6,"[""Metadata/Monsters/Quadrilla/rock/QuadrillaRock.act""]","[""Metadata/Terrain/Jungle/JungleExterior/Fills/QuadrillaProps/Block01.ao""]","Metadata/Monsters/Quadrilla/rock/QuadrillaRock",[5625],1,"","",100,2,3,18,0,0,0,6,0,"[1040,120,30,31,752]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",39,"[DNT] Just A Rock",50,50,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342196478,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3355443200,3355443200,-939524096,2171,-33554432,-16843010,-16843010,-16843010,3372154622,3355443200,-939524096,2171,167772160,1342177280,0,555976,0,"",1,1,0,0,0,"",50,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],280,4,50,1028443341,0,1,0,""
938,"Metadata/Monsters/Quadrilla/QuadrillaBoss",454,55,6,9,27,"[""Metadata/Monsters/Quadrilla/QuadrillaW.act""]","[""Metadata/Monsters/Quadrilla/QuadrillaW.ao""]","Metadata/Monsters/Quadrilla/QuadrillaBoss",[],1,"","",100,2,6,18,0,0,0,1,0,"[72,49,1040,30,31,118,756]",200,[],135,135,700,500,0,"[601,2944,2945,2946,2947,1943,1982,2255,4338]","Metadata/Monsters/Quadrilla/QuadrillaBoss.ais",[],"",2,"Mighty Silverfist",530,200,1995,[],[],"","","","",0,[9453],[],[],"",1,6,135,0,0,135,1342200004,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1879048192,1879048192,1879048192,2174,-33554432,-16843010,-16843010,-16843010,3372154622,1879048192,1879048192,2174,167772160,1342177280,0,556656,0,"",1,1,0,0,0,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,1,"",7,"",0,0,0,0,"",0,4616,1,1,"",[],"",9,250,1028443341,0,1,0,""
939,"Metadata/Monsters/Quadrilla/QuadrillaBossMAP",455,55,6,9,27,"[""Metadata/Monsters/Quadrilla/QuadrillaW.act""]","[""Metadata/Monsters/Quadrilla/QuadrillaW.ao""]","Metadata/Monsters/Quadrilla/QuadrillaBossMAP_",[],1,"","",100,2,6,18,0,0,0,1,0,"[72,49,1040,30,31,118,756]",250,[],135,135,700,500,0,"[601,2944,2945,2946,2947,1943,1982,2255,4338]","Metadata/Monsters/Quadrilla/QuadrillaBoss.ais",[],"",2,"Zekoa, the Headcrusher",530,250,1995,[],[],"","","","",0,[],[3578],[],"",1,6,135,0,0,135,1342239518,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2046820352,2046820352,2046820352,2176,-33554432,-16843010,-16843010,-16843010,3372154622,2046820352,2046820352,2176,167772160,1342177280,0,557178,0,"",1,1,0,0,0,"",0,"",1,1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/BossBaseEndgameAddon""]",0,0,1,"",7,"",0,0,0,0,"",0,"",1,1,"",[],"",9,313,1028443341,0,1,0,""
940,"Metadata/Monsters/NettleAnt/NettleAnt__",458,39,2,3,11,"[""Metadata/Monsters/NettleAnt/NettleAnt.act""]","[""Metadata/Monsters/NettleAnt/NettleAnt.ao""]","Metadata/Monsters/NettleAnt/NettleAnt",[],1,"","",100,1,6,5,0,0,0,1,0,"[755,75,31,29,1025]",70,[],105,105,700,500,0,[578],"Metadata/Monsters/NettleAnt/NettleAnt.ais",[],"",5,"Nettle Ant",70,70,690,[],[],"","","","",0,[],[],[],"",1,5,37,0,0,37,1342229145,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2852126720,2852126720,-1442840576,2178,-33554432,-16843010,-16843010,-16843010,3372154622,2852126720,-1442840576,2178,167772160,1342177280,0,557738,0,"",1,"",-15,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",0,70,1028443341,0,1,0,""
941,"Metadata/Monsters/NettleAnt/NettleAntSummoned",458,39,2,3,11,"[""Metadata/Monsters/NettleAnt/NettleAnt.act""]","[""Metadata/Monsters/NettleAnt/NettleAnt.ao""]","Metadata/Monsters/NettleAnt/NettleAntSummon",[],1,"","",100,1,6,5,0,0,0,1,0,"[755,75,31,29,1025]",70,[],105,105,700,500,0,[578],"Metadata/Monsters/NettleAnt/NettleAnt.ais",[],"",5,"Nettle Ant",70,70,690,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342229039,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3523215360,3523215360,-771751936,2179,-33554432,-16843010,-16843010,-16843010,3372154622,3523215360,-771751936,2179,167772160,1342177280,0,558034,0,"",1,"",-15,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",0,70,1028443341,0,1,0,""
942,"Metadata/Monsters/SnakeHulk/SnakeHulk",435,15,5,6,21,"[""Metadata/Monsters/SnakeHulk/SnakeHulk.act""]","[""Metadata/Monsters/SnakeHulk/SnakeHulkVar01.ao""]","Metadata/Monsters/SnakeHulk/SnakeHulk",[],1,"","",170,3,6,14,0,0,0,1,0,"[72,1034,713,30,31,714,118,50,73,752]",250,[],85,105,700,500,0,"[578,567]","Metadata/Monsters/SnakeHulk/SnakeHulk.ais",[],"",0,"Entwined Hulk",200,250,1620,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342179660,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,402653184,402653184,402653184,2182,-33554432,-16843010,-16843010,-16843010,2432630526,402653184,402653184,2182,167772160,1342177280,0,558616,0,"",1,"",-5,5,0,"",0,"","",1,2,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",8,175,1028443341,0,1,0,""
943,"Metadata/Monsters/SerpentHusk/SerpentHusk__",459,16,2,3,7,"[""Metadata/Monsters/SerpentHusk/SerpentHusk.act""]","[""Metadata/Monsters/SerpentHusk/SerpentHusk01Lod.ao"",""Metadata/Monsters/SerpentHusk/SerpentHusk02Lod.ao"",""Metadata/Monsters/SerpentHusk/SerpentHusk03Lod.ao""]","Metadata/Monsters/SerpentHusk/SerpentHusk",[],1,"","",100,2,6,5,0,0,0,1,0,"[48,713,1091,30,31,714,118,50,1025,752]",100,[],105,105,700,500,0,"[578,641]","Metadata/Monsters/SerpentHusk/SerpentHusk.ais",[],"",0,"Snakethroat Shambler",100,100,2250,[],[],"","","","",0,[],[8120],[],"",1,6,135,0,0,135,1342230872,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3523215360,3523215360,-771751936,2185,-33554432,-16843010,-16843010,-16843010,3372154622,3523215360,-771751936,2185,167772160,1342177280,0,559570,0,"",1,"",-5,5,0,"",0,"","",1,1,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],280,3,100,1028443341,0,1,0,""
944,"Metadata/Monsters/GutViper/GutViper",460,17,2,4,13,"[""Metadata/Monsters/GutViper/GutViper.act""]","[""Metadata/Monsters/GutViper/GutViperVar01.ao""]","Metadata/Monsters/GutViper/GutViper",[],1,"","",100,2,6,5,0,0,0,1,0,"[48,713,30,31,714,118,50,1025,752]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/GutViper/GutViper.ais","[5080,5157]","",0,"Entrailhome Shambler",100,100,1245,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342229825,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,369098752,369098752,369098752,2188,-33554432,-16843010,-16843010,-16843010,754908926,369098752,369098752,2188,167772160,1342177280,0,560150,0,"",1,"",-5,5,0,"",0,"","",1,1,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],280,3,100,1028443341,0,1,0,""
945,"Metadata/Monsters/RiverSnakeHusk/RiverSnakeHusk",461,20,3,4,13,"[""Metadata/Monsters/RiverSnakeHusk/RiverSnakeHusk.act""]","[""Metadata/Monsters/RiverSnakeHusk/RiverSnakeHusk01.ao"",""Metadata/Monsters/RiverSnakeHusk/RiverSnakeHusk02.ao"",""Metadata/Monsters/RiverSnakeHusk/RiverSnakeHusk03.ao"",""Metadata/Monsters/RiverSnakeHusk/RiverSnakeHusk04.ao""]","Metadata/Monsters/RiverSnakeHusk/RiverSnakeHusk",[],1,"","",120,2,6,1,0,0,0,1,0,"[1021,48,30,31,118,50,753]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/RiverSnakeHusk/RiverSnakeHusk.ais",[],"",0,"Corpse Nest",130,100,1245,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342178079,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3187671040,3187671040,-1107296256,2191,-33554432,-16843010,-16843010,-16843010,754908926,3187671040,-1107296256,2191,167772160,1342177280,0,561086,0,"",1,"",-5,5,0,"",0,"","",1,1,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
946,"Metadata/Monsters/SpittingSnake/SpittingSnake",463,17,2,7,13,"[""Metadata/Monsters/SpittingSnake/SpittingSnake.act""]","[""Metadata/Monsters/SpittingSnake/SpittingSnake01.ao"",""Metadata/Monsters/SpittingSnake/SpittingSnake02.ao"",""Metadata/Monsters/SpittingSnake/SpittingSnake03.ao""]","Metadata/Monsters/SpittingSnake/SpittingSnake",[],1,"","",195,2,6,5,0,0,0,1,0,"[723,724,72,713,1091,31,714,32,50,1025,752]",110,[],80,105,700,500,0,"[594,4202,1459,1464,1563]","Metadata/Monsters/SpittingSnake/SpittingSnake.ais",[5095],"",47,"Slitherspitter",110,110,1245,[],[],"","","","",0,[],[],[],1,1,6,135,0,0,135,1342227531,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1879048192,1879048192,1879048192,2195,-33554432,-16843010,-16843010,-16843010,754908926,1879048192,1879048192,2195,167772160,1342177280,0,562032,0,"",1,"",0,20,0,"",0,"","",1,1,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],280,3,105,1028443341,0,1,0,""
947,"Metadata/Monsters/ConstrictorCorpse/ConstrictorCorpse",401,8,3,8,16,"[""Metadata/Monsters/ConstrictorCorpse/ConstrictorCorpse.act""]","[""Metadata/Monsters/ConstrictorCorpse/ConstrictorCorpseVar01.ao""]","Metadata/Monsters/ConstrictorCorpse/ConstrictorCorpse",[],1,"","",120,2,6,5,0,0,0,1,0,"[48,713,1091,714,118,50,1025,752]",150,[],105,105,700,500,0,[578],"Metadata/Monsters/ConstrictorCorpse/ConstrictorCorpse.ais","[5080,5219]","",0,"Constricted Shambler",150,150,1395,[],[],"","","","",0,[],[8120],[],"",1,1,135,0,0,135,1342179918,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1140850688,1140850688,1140850688,2198,-33554432,-16843010,-16843010,-16843010,3372154622,1140850688,1140850688,2198,167772160,1342177280,0,562756,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],280,5,125,1031127695,0,1,0,""
