"rownum","Id","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[rid]","string","i32","[rid]","i32","i32","rid","rid","i32","i32","i32","[rid]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","[string]","bool","i32","i32","i32","i32","i32","i16","bool"
4998,"MapPlayersBuffsExpireFaster3MapWorlds",375143900,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,970063872,0,0,0,393216,-291110912,8,196608,65536,0,-276430848,8,655360,655360,393216,393216,262144,262144,4587520,4587520,0,0,4019585024,4849664,0,0,0,-275382272,8,0,0,4019585024,-275382272,8,4849664,0,0,0,-275382272,8,0,0,-275382272,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4019585024,4019585024,4019585024,4849664,0,0,0,-275382272,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,70,70,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1713331140,[],"",0,0,-1778384896,2287,50331648,0,""
4999,"MapPlayersBuffsExpireFaster3MapWorldsMaven",375169475,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,970063872,0,0,0,393216,-291110912,8,196608,65536,0,-269615104,8,655360,655360,393216,393216,0,0,4587520,4587520,0,0,4026400768,4849664,0,0,0,-268566528,8,0,0,4026400768,-268566528,8,4849664,0,0,0,-268566528,8,0,0,-268566528,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4026400768,4026400768,4026400768,4849664,0,0,0,-268566528,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,70,70,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1869532846,[],"",0,0,-33554432,2287,50331648,0,""
5000,"MapPlayersBuffsExpireFasterMapWorldsExpedition",375140835,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,970063872,0,0,0,393216,-291110912,8,196608,65536,0,-262275072,8,655360,655360,393216,393216,262144,262144,1310720,1310720,0,0,4033740800,4849664,0,0,0,-261226496,8,0,0,4033740800,-261226496,8,4849664,0,0,0,-261226496,8,0,0,-261226496,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4033740800,4033740800,4033740800,4849664,0,0,0,-261226496,8,0,0,-33554432,-16843010,-16843010,-16843010,1140784894,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,20,20,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-720378644,[],"",0,0,1845493760,2288,50331648,0,""
5001,"MapPlayersBuffsExpireFaster1MapWorldsExpedition___",375162128,4456448,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,970063872,0,0,0,393216,-291110912,8,196608,65536,0,-254410752,8,655360,655360,393216,393216,262144,262144,1966080,1966080,0,0,4041605120,4849664,0,0,0,-253362176,8,0,0,4041605120,-253362176,8,4849664,0,0,0,-253362176,8,0,0,-253362176,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4041605120,4041605120,4041605120,4849664,0,0,0,-253362176,8,0,0,-33554432,-16843010,-16843010,-16843010,1224670974,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,30,30,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1215548772,[],"",0,0,-436207616,2288,50331648,0,""
5002,"MapPlayersBuffsExpireFaster2MapWorldsExpedition",375139366,4784128,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,970063872,0,0,0,393216,-291110912,8,196608,65536,0,-246939648,8,655360,655360,393216,393216,262144,262144,3276800,3276800,0,0,4049076224,4849664,0,0,0,-245891072,8,0,0,4049076224,-245891072,8,4849664,0,0,0,-245891072,8,0,0,-245891072,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4049076224,4049076224,4049076224,4849664,0,0,0,-245891072,8,0,0,-33554432,-16843010,-16843010,-16843010,1308557054,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,50,50,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-838409696,[],"",0,0,1476395008,2289,50331648,0,""
5003,"MapPlayersBuffsExpireFaster3MapWorldsExpedition_",375188259,5111808,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,970063872,0,0,0,393216,-291110912,8,196608,65536,0,-239337472,8,655360,655360,393216,393216,262144,262144,4587520,4587520,0,0,4056678400,4849664,0,0,0,-238288896,8,0,0,4056678400,-238288896,8,4849664,0,0,0,-238288896,8,0,0,-238288896,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4056678400,4056678400,4056678400,4849664,0,0,0,-238288896,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,70,70,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2123666872,[],"",0,0,-872415232,2289,50331648,0,""
5004,"MapPlayersReducedAuraEffectMapWorlds",375229952,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,970129408,0,0,0,393216,-233308160,8,196608,65536,0,-231997440,8,851968,851968,524288,524288,327680,327680,-1638400,-1572865,65535,0,4064018432,4849664,0,0,0,-230948864,8,0,0,4064018432,-230948864,8,4849664,0,0,0,-230948864,8,0,0,-230948864,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4064018432,4064018432,4064018432,4849664,0,0,0,-230948864,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-25,-25,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1521538224,[],"",0,0,1006632960,2290,50331648,0,""
5005,"MapPlayersReducedAuraEffect2MapWorlds",375247097,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,970129408,0,0,0,393216,-233308160,8,196608,65536,0,-225837056,8,851968,851968,524288,524288,327680,327680,-2621440,-2555905,65535,0,4070178816,4849664,0,0,0,-224788480,8,0,0,4070178816,-224788480,8,4849664,0,0,0,-224788480,8,0,0,-224788480,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4070178816,4070178816,4070178816,4849664,0,0,0,-224788480,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-40,-40,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1401848695,[],"",0,0,-1711276032,2290,50331648,0,""
5006,"MapPlayersReducedAuraEffect3MapWorlds_",375242225,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,970129408,0,0,0,393216,-233308160,8,196608,65536,0,-219545600,8,851968,851968,524288,524288,327680,327680,-3932160,-3866625,65535,0,4076470272,4849664,0,0,0,-218497024,8,0,0,4076470272,-218497024,8,4849664,0,0,0,-218497024,8,0,0,-218497024,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4076470272,4076470272,4076470272,4849664,0,0,0,-218497024,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-60,-60,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-988645149,[],"",0,0,-100663296,2290,50331648,0,""
5007,"MapPlayersReducedAuraEffect3MapWorldsMaven",375204720,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,970129408,0,0,0,393216,-233308160,8,196608,65536,0,-212729856,8,851968,851968,524288,524288,0,0,-3932160,-3866625,65535,0,4083286016,4849664,0,0,0,-211681280,8,0,0,4083286016,-211681280,8,4849664,0,0,0,-211681280,8,0,0,-211681280,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4083286016,4083286016,4083286016,4849664,0,0,0,-211681280,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-60,-60,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1134258412,[],"",0,0,1644167168,2291,50331648,0,""
5008,"MapPlayersReducedAuraEffectMapWorldsExpedition_",375214381,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,970129408,0,0,0,393216,-233308160,8,196608,65536,0,-205258752,8,851968,851968,524288,524288,327680,327680,-983040,-917505,65535,0,4090757120,4849664,0,0,0,-204210176,8,0,0,4090757120,-204210176,8,4849664,0,0,0,-204210176,8,0,0,-204210176,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4090757120,4090757120,4090757120,4849664,0,0,0,-204210176,8,0,0,-33554432,-16843010,-16843010,-16843010,1140784894,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-15,-15,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1313152872,[],"",0,0,-738197504,2291,50331648,0,""
5009,"MapPlayersReducedAuraEffect1MapWorldsExpedition",375211446,4456448,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,970129408,0,0,0,393216,-233308160,8,196608,65536,0,-197787648,8,851968,851968,524288,524288,327680,327680,-1638400,-1572865,65535,0,4098228224,4849664,0,0,0,-196739072,8,0,0,4098228224,-196739072,8,4849664,0,0,0,-196739072,8,0,0,-196739072,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4098228224,4098228224,4098228224,4849664,0,0,0,-196739072,8,0,0,-33554432,-16843010,-16843010,-16843010,1224670974,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-25,-25,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1581849600,[],"",0,0,1174405120,2292,50331648,0,""
5010,"MapPlayersReducedAuraEffect2MapWorldsExpedition",375256250,4784128,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,970129408,0,0,0,393216,-233308160,8,196608,65536,0,-190316544,8,851968,851968,524288,524288,327680,327680,-2621440,-2555905,65535,0,4105699328,4849664,0,0,0,-189267968,8,0,0,4105699328,-189267968,8,4849664,0,0,0,-189267968,8,0,0,-189267968,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4105699328,4105699328,4105699328,4849664,0,0,0,-189267968,8,0,0,-33554432,-16843010,-16843010,-16843010,1308557054,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-40,-40,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1604889362,[],"",0,0,-1207959552,2292,50331648,0,""
5011,"MapPlayersReducedAuraEffect3MapWorldsExpedition",375235322,5111808,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,970129408,0,0,0,393216,-233308160,8,196608,65536,0,-182845440,8,851968,851968,524288,524288,327680,327680,-3932160,-3866625,65535,0,4113170432,4849664,0,0,0,-181796864,8,0,0,4113170432,-181796864,8,4849664,0,0,0,-181796864,8,0,0,-181796864,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4113170432,4113170432,4113170432,4849664,0,0,0,-181796864,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-60,-60,0,0,0,0,0,0,0,0,"",-16843010,-16843010,184461316,[],"",0,0,704643072,2293,50331648,0,""
5012,"MapPlayersAccuracyRatingMapWorlds_",375306291,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,971440128,0,0,0,393216,-177078272,8,196608,65536,0,-174981120,8,851968,851968,524288,524288,327680,327680,-983040,-917505,65535,0,4121034752,4849664,0,0,0,-173932544,8,0,0,4121034752,-173932544,8,4849664,0,0,0,-173932544,8,0,0,-173932544,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4121034752,4121034752,4121034752,4849664,0,0,0,-173932544,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-15,-15,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1012565097,[],"",0,0,-1577058304,2293,50331648,0,""
5013,"MapPlayersAccuracyRating2MapWorlds",375268122,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,971440128,0,0,0,393216,-177078272,8,196608,65536,0,-169213952,8,851968,851968,524288,524288,327680,327680,-1310720,-1245185,65535,0,4126801920,4849664,0,0,0,-168165376,8,0,0,4126801920,-168165376,8,4849664,0,0,0,-168165376,8,0,0,-168165376,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4126801920,4126801920,4126801920,4849664,0,0,0,-168165376,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-20,-20,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1934708811,[],"",0,0,-100663296,2293,50331648,0,""
5014,"MapPlayersAccuracyRating3MapWorlds",375310845,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,971440128,0,0,0,393216,-177078272,8,196608,65536,0,-163446784,8,851968,851968,524288,524288,327680,327680,-1638400,-1572865,65535,0,4132569088,4849664,0,0,0,-162398208,8,0,0,4132569088,-162398208,8,4849664,0,0,0,-162398208,8,0,0,-162398208,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4132569088,4132569088,4132569088,4849664,0,0,0,-162398208,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-25,-25,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-908328927,[],"",0,0,1375731712,2294,50331648,0,""
5015,"MapPlayersAccuracyRating3MapWorldsMaven_",375263257,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,971440128,0,0,0,393216,-177078272,8,196608,65536,0,-156893184,8,851968,851968,524288,524288,0,0,-1638400,-1572865,65535,0,4139122688,4849664,0,0,0,-155844608,8,0,0,4139122688,-155844608,8,4849664,0,0,0,-155844608,8,0,0,-155844608,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4139122688,4139122688,4139122688,4849664,0,0,0,-155844608,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-25,-25,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1747744821,[],"",0,0,-1241513984,2294,50331648,0,""
5016,"MapPlayersAccuracyRatingMapWorldsExpedition__",375279507,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,971440128,0,0,0,393216,-177078272,8,196608,65536,0,-149684224,8,851968,851968,524288,524288,327680,327680,-655360,-589825,65535,0,4146331648,4849664,0,0,0,-148635648,8,0,0,4146331648,-148635648,8,4849664,0,0,0,-148635648,8,0,0,-148635648,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4146331648,4146331648,4146331648,4849664,0,0,0,-148635648,8,0,0,-33554432,-16843010,-16843010,-16843010,1140784894,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-10,-10,0,0,0,0,0,0,0,0,"",-16843010,-16843010,174015948,[],"",0,0,603979776,2295,50331648,0,""
5017,"MapPlayersAccuracyRating1MapWorldsExpedition_",375292059,4456448,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,971440128,0,0,0,393216,-177078272,8,196608,65536,0,-142475264,8,851968,851968,524288,524288,327680,327680,-983040,-917505,65535,0,4153540608,4849664,0,0,0,-141426688,8,0,0,4153540608,-141426688,8,4849664,0,0,0,-141426688,8,0,0,-141426688,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4153540608,4153540608,4153540608,4849664,0,0,0,-141426688,8,0,0,-33554432,-16843010,-16843010,-16843010,1224670974,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-15,-15,0,0,0,0,0,0,0,0,"",-16843010,-16843010,771534183,[],"",0,0,-1845493760,2295,50331648,0,""
5018,"MapPlayersAccuracyRating2MapWorldsExpedition",375323886,4784128,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,971440128,0,0,0,393216,-177078272,8,196608,65536,0,-135397376,8,851968,851968,524288,524288,327680,327680,-1310720,-1245185,65535,0,4160618496,4849664,0,0,0,-134348800,8,0,0,4160618496,-134348800,8,4849664,0,0,0,-134348800,8,0,0,-134348800,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4160618496,4160618496,4160618496,4849664,0,0,0,-134348800,8,0,0,-33554432,-16843010,-16843010,-16843010,1308557054,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-20,-20,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-447080012,[],"",0,0,-33554432,2295,50331648,0,""
5019,"MapPlayersAccuracyRating3MapWorldsExpedition_",375279826,5111808,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,971440128,0,0,0,393216,-177078272,8,196608,65536,0,-128188416,8,851968,851968,524288,524288,327680,327680,-1638400,-1572865,65535,0,4167827456,4849664,0,0,0,-127139840,8,0,0,4167827456,-127139840,8,4849664,0,0,0,-127139840,8,0,0,-127139840,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4167827456,4167827456,4167827456,4849664,0,0,0,-127139840,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-25,-25,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-289816981,[],"",0,0,1811939328,2296,50331648,0,""
5020,"PhysicalAttackDamageReducedUniqueAmulet8",38634355,1638400,53280768,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,4849664,0,196608,65536,0,-121634816,8,-262144,-196609,65535,0,0,0,0,0,0,0,4174381056,4849664,0,0,0,-120586240,8,0,0,4174381056,-120586240,8,4849664,0,0,0,-120586240,8,0,0,-120586240,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4174381056,4174381056,4174381056,4849664,0,0,0,-120586240,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2010379425,[],"",0,0,-268435456,2296,50331648,0,""
5021,"PhysicalAttackDamageReducedUniqueBelt3",38634174,65536,53280768,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,4849664,0,196608,65536,0,-113246208,8,-131072,-65537,65535,0,0,0,0,0,0,0,4182769664,4849664,0,0,0,-112197632,8,0,0,4182769664,-112197632,8,4849664,0,0,0,-112197632,8,0,0,-112197632,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4182769664,4182769664,4182769664,4849664,0,0,0,-112197632,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1414256373,[],"",0,0,1879048192,2297,50331648,0,""
5022,"PhysicalAttackDamageReducedUniqueBodyStr2",38602656,65536,53280768,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,4849664,0,196608,65536,0,-104464384,8,-983040,-589825,65535,0,0,0,0,0,0,0,4191551488,4849664,0,0,0,-103415808,8,0,0,4191551488,-103415808,8,4849664,0,0,0,-103415808,8,0,0,-103415808,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4191551488,4191551488,4191551488,4849664,0,0,0,-103415808,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1439322731,[],"",0,0,-167772160,2297,50331648,0,""
5023,"PhysicalAttackDamageReducedUniqueBodyDex2",38623639,65536,53280768,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,4849664,0,196608,65536,0,-95682560,8,-196608,-131073,65535,0,0,0,0,0,0,0,4200333312,4849664,0,0,0,-94633984,8,0,0,4200333312,-94633984,8,4849664,0,0,0,-94633984,8,0,0,-94633984,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4200333312,4200333312,4200333312,4849664,0,0,0,-94633984,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1565721796,[],"",0,0,2080374784,2298,50331648,0,""
5024,"PhysicalAttackDamageReducedUniqueBodyDex3",38609841,65536,53280768,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,4849664,0,196608,65536,0,-86900736,8,-458752,-262145,65535,0,0,0,0,0,0,0,4209115136,4849664,0,0,0,-85852160,8,0,0,4209115136,-85852160,8,4849664,0,0,0,-85852160,8,0,0,-85852160,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4209115136,4209115136,4209115136,4849664,0,0,0,-85852160,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1229810428,[],"",0,0,33554432,2299,50331648,0,""
5025,"PhysicalAttackDamageReducedUniqueBelt8",38657106,65536,53280768,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,4849664,0,196608,65536,0,-78512128,8,-3276800,-2555905,65535,0,0,0,0,0,0,0,4217503744,4849664,0,0,0,-77463552,8,0,0,4217503744,-77463552,8,4849664,0,0,0,-77463552,8,0,0,-77463552,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4217503744,4217503744,4217503744,4849664,0,0,0,-77463552,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,431605227,[],"",0,0,-2113929216,2299,50331648,0,""
5026,"PhysicalAttackDamageReducedUniqueShieldDexInt1",38635862,65536,53280768,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,4849664,0,196608,65536,0,-69074944,8,-1179648,-851969,65535,0,0,0,0,0,0,0,4226940928,4849664,0,0,0,-68026368,8,0,0,4226940928,-68026368,8,4849664,0,0,0,-68026368,8,0,0,-68026368,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4226940928,4226940928,4226940928,4849664,0,0,0,-68026368,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2030497872,[],"",0,0,301989888,2300,50331648,0,""
5027,"PhysicalAttackDamageReducedUniqueShieldDexInt1Royale",38607102,65536,53280768,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,4849664,0,196608,65536,0,-58851328,8,-196608,-65537,65535,0,0,0,0,0,0,0,4237164544,4849664,0,0,0,-57802752,8,0,0,4237164544,-57802752,8,4849664,0,0,0,-57802752,8,0,0,-57802752,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4237164544,4237164544,4237164544,4849664,0,0,0,-57802752,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,772028154,[],"",0,0,-1375731712,2300,50331648,0,""
5028,"PhysicalAttackDamageReducedUnique__1",38640662,65536,53280768,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,4849664,0,196608,65536,0,-50724864,8,-3932160,-1900545,65535,0,0,0,0,0,0,0,4245291008,4849664,0,0,0,-49676288,8,0,0,4245291008,-49676288,8,4849664,0,0,0,-49676288,8,0,0,-49676288,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4245291008,4245291008,4245291008,4849664,0,0,0,-49676288,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1192876462,[],"",0,0,704643072,2301,50331648,0,""
5029,"AdditionalShieldBlockChance1",2309345,2752512,53608448,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,1617690624,6,131072,65536,0,-43646976,8,65536,131072,0,0,0,0,0,0,0,0,4252368896,4849664,0,0,0,-42598400,8,0,0,4252368896,-42598400,8,4849664,0,0,0,-42598400,8,0,0,-42598400,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4252368896,4252368896,4252368896,4849664,0,0,0,-42598400,8,65536,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[582],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1439000868,[],"",0,0,-2046820352,2301,50331648,0,""
5030,"AdditionalShieldBlockChance2",2312480,3801088,53608448,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,1617690624,6,131072,65536,0,-37617664,8,196608,262144,0,0,0,0,0,0,0,0,4258398208,4849664,0,0,0,-36569088,8,0,0,4258398208,-36569088,8,4849664,0,0,0,-36569088,8,0,0,-36569088,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4258398208,4258398208,4258398208,4849664,0,0,0,-36569088,8,65536,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[582],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,985953252,[],"",0,0,-503316480,2301,50331648,0,""
