"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","i32","CastTime","ActiveSkill","IgnoreMinionTypes","bool","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool","SupportWeaponRestrictions","RegularVariant","bool","i32","i32","i32","bool","StatSet","AdditionalStatSets","string","CostTypes","bool","[i32]","i32"
3419,"EAABreachBossHandSlamPuppeteer","",[],"",[],[],"",0,"",2,1000,333,"","",[],623,"","",[],"","",0,0,0,"",3260,[],"",[],1,[],-1
3420,"EASBreachBossSummonEshTul","",[],"",[],[],"",0,"",2,1000,296,"","",[],36,"","",[],"","",0,0,0,"",3277,[],"",[],1,[],-1
3421,"EAADemonClawBossChasmSlamShort","",[],"",[],[],"",0,"",2,1000,333,"","",[],42,"","",[],"","",0,0,0,"",3261,[],"",[],1,[],-1
3422,"EAADemonClawBossChasmSlamMid","",[],"",[],[],"",0,"",2,1000,333,"","",[],43,"","",[],"","",0,0,0,"",3262,[],"",[],1,[],-1
3423,"EAADemonClawBossChasmSlamLong","",[],"",[],[],"",0,"",2,1000,333,"","",[],44,"","",[],"","",0,0,0,"",3263,[],"",[],1,[],-1
3424,"EASTrialMasterElementalLob","",[],"",[],[],"",0,"",2,1000,296,"","",[],24,"","",[],"","",0,0,0,"",3264,[],"",[],1,[],-1
3425,"EAADoryaniHumanBossDeathFreeAlva","",[],"",[],[],"",0,"",2,1000,296,"","",[],21,"","",[],"","",0,0,0,"",3265,[],"",[],1,[],-1
3426,"EASBreachBossOpenPortals","",[],"",[],[],"",0,"",2,1000,296,"","",[],33,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3427,"EAARitualDwellerBloodPool","",[],"",[],[],"",0,"",2,1000,333,"","",[],33,"","",[],"","",0,0,0,"",3266,[],"",[],1,[],-1
3428,"EASSerpentBossCurseWallNuke","",[],"",[],[],"",0,"",2,1000,296,"","",[],33,"","",[],"","",0,0,0,"",3267,[],"",[],1,[],-1
3429,"EAARathbreakerLacerateSlam","",[],"",[],[],"",0,"",2,1000,333,"","",[],47,"","",[],"","",0,0,0,"",3268,[],"",[],1,[],-1
3430,"EASAncestralEncaseEnemy","",[],"",[],[],"",0,"",2,1000,296,"","",[],34,"","",[],"","",0,0,0,"",3269,[],"",[],1,[],-1
3431,"EASDemonClawBossPulsingBall","",[],"",[],[],"",0,"",2,1000,296,"","",[],25,"","",[],"","",0,0,0,"",3270,[],"",[],1,[],-1
3432,"EASDemonClawBossSeedInfusion","",[],"",[],[],"",0,"",2,1000,296,"","",[],28,"","",[],"","",0,0,0,"",3271,[],"",[],1,[],-1
3433,"EASIgnagdukArenaBoneSpearSummon","",[],"",[],[],"",0,"",2,1000,296,"","",[],32,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3434,"EASChaosGodTriceratopsGigaBeam","",[],"",[],[],"",0,"",2,1000,296,"","",[],35,"","",[],"","",0,0,0,"",3272,[],"",[],1,[],-1
3435,"EASArchnemesisElementalExplosionWithGroundEffect","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","",[],"","",0,0,0,"",3273,[],"",[],1,[],-1
3436,"EASVoodooKingMazePhase","",[],"",[],[],"",0,"",2,1000,296,"","",[],35,"","",[],"","",0,0,0,"",3274,[],"",[],1,[],-1
3437,"EASBreachBossTulBarrage","",[],"",[],[],"",0,"",2,1000,296,"","",[],21,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3438,"EASBreachBossMultiFlick","",[],"",[],[],"",0,"",2,1000,296,"","",[],27,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3439,"EASBreachBossTeleportStart","",[],"",[],[],"",0,"",2,1000,296,"","",[],532,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3440,"EASBreachBossTeleportEnd","",[],"",[],[],"",0,"",2,1000,296,"","",[],533,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3441,"EAADemonClawBossJumpSlamCombo","",[],"",[],[],"",0,"",2,1000,333,"","",[],26,"","",[],"","",0,0,0,"",3279,[],"",[],1,[],-1
3442,"EASChaosEssenceVineSummonSlam","",[],"",[],[],"",0,"",2,1000,296,"","",[],36,"","",[],"","",0,0,0,"",3280,[],"",[],1,[],-1
3443,"EAADemonClawBossMeleeSlamSeeds","",[],"",[],[],"",0,"",2,1000,333,"","",[],23,"","",[],"","",0,0,0,"",3281,[],"",[],1,[],-1
3444,"EASLifeEssenceBloodBeam","",[],"",[],[],"",0,"",2,1000,296,"","",[],21,"","",[],"","",0,0,0,"",3282,[],"",[],1,[],-1
3445,"EAAAttackEssenceWeaponStorm","",[],"",[],[],"",0,"",2,1000,296,"","",[],29,"","",[],"","",0,0,0,"",3283,[],"",[],1,[],-1
3446,"EASAttributeEssenceCrystalStorm","",[],"",[],[],"",0,"",2,1000,296,"","",[],34,"","",[],"","",0,0,0,"",3284,[],"",[],1,[],-1
3447,"EAASanctumShellMonsterFissure","",[],"",[],[],"",0,"",2,1000,333,"","",[],33,"","",[],"","",0,0,0,"",3285,[],"",[],1,[],-1
3448,"EAASaltGolemFallingRocks","",[],"",[],[],"",0,"",2,1000,333,"","",[],187,"","",[],"","",0,0,0,"",3286,[],"",[],1,[],-1
3449,"EAHellscapeFleshBossTentacle","",[],"",[],[],"",0,"",2,1000,325,"","",[],"","","",[],"","",0,0,0,"",3287,[],"",[],1,[],-1
3450,"HellscapeFleshBossTentacleGrab","",[],"",[],[],"",0,"",2,1000,513,"","",[],25,"","",[],"","",0,0,0,"",3288,[],"",[],1,[],-1
3451,"EASHellscapePaleBossAxeToss","",[],"",[],[],"",0,"",2,1000,296,"","",[],21,"","",[],"","",0,0,0,"",3289,[],"",[],1,[],-1
3452,"EAAUltimatumRevenantTeleportRank3","",[],"",[],[],"",0,"",2,1130,296,"","",[],111,"","",[],"","",0,0,0,"",3291,[],"",[],1,[],-1
3453,"EAAUltimatumRevenantTeleportRank2","",[],"",[],[],"",0,"",2,1130,296,"","",[],111,"","",[],"","",0,0,0,"",3290,[],"",[],1,[],-1
3454,"EASqwe_EAAqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","",[],"","",0,0,0,"",3292,[],"",[],1,[],-1
3455,"EAS_EAA_Generic","",[],"",[],[],"",0,"",2,1000,296,"","",[],21,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3456,"EASGenericMonsterTaunt","",[],"",[],[],"",0,"",2,1000,296,"","",[],73,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3457,"CrowbellSmashDoor","",[],"",[],[],"",0,"",2,4000,296,"","",[],69,"","",[],"","",0,0,0,"",3294,[],"",[],1,[],-1
3458,"EmptyActionMutewindBanditLeap","",[],"",[],[],"",0,"",2,2000,333,"","",[],61,"","",[],"","",0,0,0,"",3295,[],"",[],1,[],-1
3459,"EmptyActionMutewindBanditCombo","",[],"",[],[],"",0,"",2,1666,334,"","",[],69,"","",[],"","",0,0,0,"",3296,[],"",[],1,[],-1
3460,"EmptyActionMutewindWomanDodgeLeft","",[],"",[],[],"",0,"",2,666,333,"","",[],98,"","",[],"","",0,0,0,"",3297,[],"",[],1,[],-1
3461,"EmptyActionMutewindWomanDodgeRight","",[],"",[],[],"",0,"",2,666,333,"","",[],99,"","",[],"","",0,0,0,"",3298,[],"",[],1,[],-1
3462,"EmptyActionMutewindWomanDodgeLeftIdle","",[],"",[],[],"",0,"",2,500,333,"","",[],100,"","",[],"","",0,0,0,"",3297,[],"",[],1,[],-1
3463,"EmptyActionMutewindWomanDodgeRightIdle","",[],"",[],[],"",0,"",2,500,333,"","",[],101,"","",[],"","",0,0,0,"",3298,[],"",[],1,[],-1
3464,"EAASaltGolemSlamRuckus","",[],"",[],[],"",0,"",2,3000,333,"","",[],13,"","",[],"","",0,0,0,"",3299,[],"",[],1,[],-1
3465,"EAARattleCageSlamRuckus","",[],"",[],[],"",0,"",2,3000,333,"","",[],13,"","",[],"","",0,0,0,"",3300,[],"",[],1,[],-1
3466,"GhoulCommanderHowl","",[],"",[],[],"",0,"",2,1670,356,"","",[],69,"","",[],"","",1010,0,0,"",3301,[],"",[],1,[],-1
3467,"ShellCrabEmergeEG","",[],"",[],[],"",0,"",2,1000,356,"","",[],"","","",[],"","",1011,0,0,"",3302,[],"",[],1,[],-1
3468,"RockSliderEmergeEG","",[],"",[],[],"",0,"",2,1000,356,"","",[],"","","",[],"","",1014,0,0,"",3303,[],"",[],1,[],-1
3469,"TriggerCascadeIncursionLightning","",[],"",[],[],"",0,"",2,3430,299,"","",[],34,"","",[],"","",0,32,0,"",3304,[],"",[],1,[],-1
3470,"TriggerCascadeIncursionChaos","",[],"",[],[],"",0,"",2,1330,299,"","",[],"","","",[],"","",0,0,0,"",3305,[],"",[],1,[],-1
3471,"VaalIncursionSpecialBeamCannonBlood","",[],"",[],[],"",0,"",2,1500,300,"","",[],"","","",[],"","",2,2,0,"",3306,[],"",[],1,[],-1
3472,"ChaosArchitectProjectileNova","",[],"",[],[],"",0,"",2,1000,173,"","",[],"","","",[],"","",0,0,0,"",3307,[],"",[],1,[],-1
3473,"DelveLightningOrbProjectile","",[],"",[],[],"",0,"",2,1500,173,"","",[],"","","",[],"","",0,0,0,"",3308,[],"",[],1,[],-1
3474,"VaalIncursionArchitectProjectileFire","",[],"",[],[],"",0,"",2,1330,35,"","",[],"","","",[],"","",0,14,0,"",3309,[],"",[],1,[],-1
3475,"VaalIncursionArchitectProjectileFire2","",[],"",[],[],"",0,"",2,1670,35,"","",[],26,"","",[],"","",0,14,0,"",3310,[],"",[],1,[],-1
3476,"VaalIncursionArchitectProjectileLightning","",[],"",[],[],"",0,"",2,1330,35,"","",[],"","","",[],"","",0,15,0,"",3311,[],"",[],1,[],-1
3477,"VaalIncursionArchitectProjectileLightning2","",[],"",[],[],"",0,"",2,1670,35,"","",[],26,"","",[],"","",0,15,0,"",3312,[],"",[],1,[],-1
3478,"VaalIncursionArchitectProjectileChaos","",[],"",[],[],"",0,"",2,1330,35,"","",[],"","","",[],"","",0,16,0,"",3313,[],"",[],1,[],-1
3479,"VaalIncursionArchitectProjectileChaosClone","",[],"",[],[],"",0,"",2,1000,35,"","",[],"","","",[],"","",0,16,0,"",3314,[],"",[],1,[],-1
3480,"VaalIncursionArchitectProjectileChaos2","",[],"",[],[],"",0,"",2,1670,35,"","",[],26,"","",[],"","",0,16,0,"",3315,[],"",[],1,[],-1
3481,"VaalIncursionArchitectProjectileChaos2Clone","",[],"",[],[],"",0,"",2,1250,35,"","",[],26,"","",[],"","",0,16,0,"",3316,[],"",[],1,[],-1
3482,"VaalIncursionArchitectProjectileFireCombo","",[],"",[],[],"",0,"",2,3000,35,"","",[],27,"","",[],"","",0,14,0,"",3317,[],"",[],1,[],-1
3483,"VaalIncursionArchitectProjectileLightningCombo","",[],"",[],[],"",0,"",2,3000,35,"","",[],27,"","",[],"","",0,15,0,"",3318,[],"",[],1,[],-1
3484,"VaalIncursionArchitectProjectileChaosCombo","",[],"",[],[],"",0,"",2,3000,35,"","",[],27,"","",[],"","",0,16,0,"",3319,[],"",[],1,[],-1
3485,"MoveDaemonSawblades","",[],"",[],[],"",0,"",2,2000,301,"","",[],"","","",[],"","",33,0,0,"",3320,[],"",[],1,[],-1
3486,"DeliriumPhysMaceCascade","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",56,0,0,"",3321,[],"",[],1,[],-1
3487,"DeliriumPhysMaceCascadeUnique","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",57,0,0,"",3322,[],"",[],1,[],-1
3488,"MDHeistMilitaryCasterBallLightning","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",63,0,0,"",3323,[],"",[],1,[],-1
3489,"MDHeistRobotHoundLaserTarget","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",64,0,0,"",3324,[],"",[],1,[],-1
3490,"MDVaalSunApparitionMinisun","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1001,0,0,"",3325,[],"",[],1,[],-1
3491,"MDHighbornSpore","",[],"",[],[],"",0,"",2,2100,301,"","",[],"","","",[],"","",1002,0,0,"",3350,[],"",[],1,[],-1
3492,"MDSBloodClanWaterWall","",[],"",[],[],"",0,"",2,1000,301,"","",[],23,"","",[],"","",1004,0,0,"",3326,[],"",[],1,[],-1
3493,"MDImperialGraveyardKnightTrackingSword","",[],"",[],[],"",0,"",2,1000,301,"","",[],26,"","",[],"","",1005,0,0,"",3327,[],"",[],1,[],-1
3494,"MDVaalBossStatueCrisCross","",[],"",[],[],"",0,"",2,1000,301,"","",[],24,"","",[],"","",1006,0,0,"",3328,[],"",[],1,[],-1
3495,"MDVaalBossStatueCrisCross2","",[],"",[],[],"",0,"",2,1000,301,"","",[],24,"","",[],"","",1007,0,0,"",3329,[],"",[],1,[],-1
3496,"MDVaalBossStatueFrontToBack","",[],"",[],[],"",0,"",2,1000,301,"","",[],33,"","",[],"","",1008,0,0,"",3330,[],"",[],1,[],-1
3497,"MDVaalBossStatueLeftRightCombo","",[],"",[],[],"",0,"",2,1000,301,"","",[],24,"","",[],"","",1009,0,0,"",3331,[],"",[],1,[],-1
3498,"MDVaalBossStatueFocusExplosion","",[],"",[],[],"",0,"",2,1000,301,"","",[],23,"","",[],"","",1010,0,0,"",3332,[],"",[],1,[],-1
3499,"MDVaalBossStatueBallLightning","",[],"",[],[],"",0,"",2,1000,301,"","",[],42,"","",[],"","",1014,0,0,"",3333,[],"",[],1,[],-1
3500,"MDSoulGemlingBeam","",[],"",[],[],"",0,"",2,1000,301,"","",[],23,"","",[],"","",1012,0,0,"",3334,[],"",[],1,[],-1
3501,"MDChimeraBossLightningBreath","",[],"",[],[],"",0,"",2,1000,301,"","",[],43,"","",[],"","",1013,0,0,"",3334,[],"",[],1,[],-1
3502,"MDFallenGodBossFireBeam","",[],"",[],[],"",0,"",2,1000,301,"","",[],23,"","",[],"","",1015,0,0,"",3335,[],"",[],1,[],-1
3503,"MDTwilightOrderHighPriestLaserLeft1","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1016,0,0,"",3336,[],"",[],1,[],-1
3504,"MDTwilightOrderHighPriestLaserLeft2","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1017,0,0,"",3336,[],"",[],1,[],-1
3505,"MDTwilightOrderHighPriestLaserLeft3","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1018,0,0,"",3336,[],"",[],1,[],-1
3506,"MDTwilightOrderHighPriestLaserLeft4","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1019,0,0,"",3336,[],"",[],1,[],-1
3507,"MDTwilightOrderHighPriestLaserLeft5","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1020,0,0,"",3336,[],"",[],1,[],-1
3508,"MDTwilightOrderHighPriestLaserLeft6","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1021,0,0,"",3336,[],"",[],1,[],-1
3509,"MDTwilightOrderHighPriestLaserLeft7","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1022,0,0,"",3336,[],"",[],1,[],-1
3510,"MDTwilightOrderHighPriestLaserLeft8","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1023,0,0,"",3336,[],"",[],1,[],-1
3511,"MDTwilightOrderHighPriestLaserLeft9","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1024,0,0,"",3336,[],"",[],1,[],-1
3512,"MDTwilightOrderHighPriestLaserRight1","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1025,0,0,"",3336,[],"",[],1,[],-1
3513,"MDTwilightOrderHighPriestLaserRight2","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1026,0,0,"",3336,[],"",[],1,[],-1
3514,"MDTwilightOrderHighPriestLaserRight3","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1027,0,0,"",3336,[],"",[],1,[],-1
3515,"MDTwilightOrderHighPriestLaserRight4","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1028,0,0,"",3336,[],"",[],1,[],-1
3516,"MDTwilightOrderHighPriestLaserRight5","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1029,0,0,"",3336,[],"",[],1,[],-1
3517,"MDTwilightOrderHighPriestLaserRight6","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1030,0,0,"",3336,[],"",[],1,[],-1
3518,"MDTwilightOrderHighPriestLaserRight7","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1031,0,0,"",3336,[],"",[],1,[],-1
3519,"MDTwilightOrderHighPriestLaserRight8","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1032,0,0,"",3336,[],"",[],1,[],-1
3520,"MDTwilightOrderHighPriestLaserRight9","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1033,0,0,"",3336,[],"",[],1,[],-1
3521,"MDPerennialKingObsidianStorm","",[],"",[],[],"",0,"",2,1000,301,"","",[],45,"","",[],"","",1035,0,0,"",3337,[],"",[],1,[],-1
3522,"MDPerennialKingTornado","",[],"",[],[],"",0,"",2,1000,301,"","",[],44,"","",[],"","",1036,0,0,"",3338,[],"",[],1,[],-1
3523,"MDBaronWolfBloodBurst","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1037,0,0,"",3339,[],"",[],1,[],-1
3524,"MDCarrionCroneWave","",[],"",[],[],"",0,"",2,1000,301,"","",[],44,"","",[],"","",1038,0,0,"",3350,[],"",[],1,[],-1
3525,"MDGolemancerTornado","",[],"",[],[],"",0,"",2,1000,301,"","",[],44,"","",[],"","",1039,0,0,"",3340,[],"",[],1,[],-1
3526,"MDGoldCrushTether","",[],"",[],[],"",0,"",2,1000,301,"","",[],44,"","",[],"","",1040,0,0,"",3341,[],"",[],1,[],-1
3527,"MDForgeBossWaves1","",[],"",[],[],"",0,"",2,1000,301,"","",[],44,"","",[],"","",1041,0,0,"",3342,[],"",[],1,[],-1
3528,"MDForgeBossWaves2","",[],"",[],[],"",0,"",2,1000,301,"","",[],44,"","",[],"","",1042,0,0,"",3342,[],"",[],1,[],-1
3529,"MDForgeBossWaves3","",[],"",[],[],"",0,"",2,1000,301,"","",[],44,"","",[],"","",1046,0,0,"",3342,[],"",[],1,[],-1
3530,"MDForgeBossWaves4","",[],"",[],[],"",0,"",2,1000,301,"","",[],44,"","",[],"","",1047,0,0,"",3342,[],"",[],1,[],-1
3531,"MDIronSniperLaser","",[],"",[],[],"",0,"",2,1000,301,"","",[],23,"","",[],"","",1043,0,0,"",3343,[],"",[],1,[],-1
3532,"MDTitanBossLaserTargetBackRight","",[],"",[],[],"",0,"",2,1000,301,"","",[],33,"","",[],"","",1044,0,0,"",3344,[],"",[],1,[],-1
3533,"MDSummonScarabs","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1045,0,0,"",3345,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ConstantSG",[],1,[],-1
3534,"MDUltimatumOmnitectWave","",[],"",[],[],"",0,"",2,1000,301,"","",[],23,"","",[],"","",1048,0,0,"",3346,[],"",[],1,[],-1
3535,"MDPerennialKingObsidianBall","",[],"",[],[],"",0,"",2,1000,301,"","",[],25,"","",[],"","",1049,0,0,"",3347,[],"",[],1,[],-1
3536,"MDRitualDaemonBloodWave","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",1050,0,0,"",3348,[],"",[],1,[],-1
3537,"MDqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],"",[],[],"",0,"",2,1000,301,"","",[],"","","",[],"","",0,0,0,"",3349,[],"",[],1,[],-1
3538,"RotateObject","",[],"",[],[],"",0,"",2,2500,302,"","",[],"","","",[],"","",0,0,0,"",3351,[],"",[],1,[],-1
3539,"DelveFlamethrowerLeftToRight","",[],"",[],[],"",0,"",2,3000,304,"","",[],"","","",[],"","",0,2,0,"",3352,[],"",[],1,[],-1
3540,"DelveFlamethrowerRightToLeft","",[],"",[],[],"",0,"",2,3000,304,"","",[],"","","",[],"","",1,2,0,"",3353,[],"",[],1,[],-1
3541,"VolatileDeadDetonate","",[],"",[],[],"",0,"",2,300,307,"","",[],"","","",[],"","",0,0,0,"",3354,[],"",[],1,[],-1
3542,"WalkEmergePoEMTutorialEscorts","",[],"",[],[],"",0,"",2,3200,308,"","",[],"","","",[],"","",0,0,0,"",3355,[],"",[],1,[],-1
3543,"WalkEmergeGladiatorArenaUpForward","",[],"",[],[],"",0,"",2,1450,308,"","",[],"","","",[],"","",0,0,0,"",3356,[],"",[],1,[],-1
3544,"WalkEmergeCrabDelve","",[],"",[],[],"",0,"",2,570,308,"","",[],"","","",[],"","",0,0,0,"",3357,[],"",[],1,[],-1
3545,"WalkEmergeBestiaryHellion","",[],"",[],[],"",0,"",2,1500,308,"","",[],"","","",[],"","",0,0,0,"",3358,[],"",[],1,[],-1
3546,"WalkEmergeBetrayal","",[],"",[],[],"",0,"",2,720,308,"","",[],"","","",[],"","",0,0,0,"",3359,[],"",[],1,[],-1
3547,"WalkEmergeMutewind","",[],"",[],[],"",0,"",2,1000,308,"","",[],"","","",[],"","",0,0,0,"",3360,[],"",[],1,[],-1
3548,"WalkEmergeHeistGuard","",[],"",[],[],"",0,"",2,500,308,"","",[],"","","",[],"","",0,0,0,"",3361,[],"",[],1,[],-1
3549,"WalkEmergeHeistThug","",[],"",[],[],"",0,"",2,500,308,"","",[],"","","",[],"","",0,0,0,"",3362,[],"",[],1,[],-1
3550,"WalkEmergeHeistScience","",[],"",[],[],"",0,"",2,250,308,"","",[],"","","",[],"","",0,0,0,"",3363,[],"",[],1,[],-1
3551,"WalkEmergeHeistRobotElevator","",[],"",[],[],"",0,"",2,1300,308,"","",[],59,"","",[],"","",0,0,0,"",3364,[],"",[],1,[],-1
3552,"WalkEmergeExpeditionDeathKnight","",[],"",[],[],"",0,"",2,1560,308,"","",[],"","","",[],"","",0,0,0,"",3365,[],"",[],1,[],-1
3553,"WalkEmergeExpeditionArmourCaster","",[],"",[],[],"",0,"",2,660,308,"","",[],"","","",[],"","",0,0,0,"",3366,[],"",[],1,[],-1
3554,"WalkEmergeNPCExplorer","",[],"",[],[],"",0,"",2,1000,308,"","",[],"","","",[],"","",0,0,0,"",3367,[],"",[],1,[],-1
3555,"WalkEmergeQoFMinions","",[],"",[],[],"",0,"",2,2300,308,"","",[],"","","",[],"","",0,0,0,"",3368,[],"",[],1,[],-1
3556,"WalkEmergeQoFMinionsMap","",[],"",[],[],"",0,"",2,1150,308,"","",[],"","","",[],"","",0,0,0,"",3369,[],"",[],1,[],-1
3557,"WalkEmergeCenobiteSwarm","",[],"",[],[],"",0,"",2,1100,308,"","",[],"","","",[],"","",0,0,0,"",3370,[],"",[],1,[],-1
3558,"WalkEmergeCenobiteSwarm2","",[],"",[],[],"",0,"",2,1200,308,"","",[],"","","",[],"","",0,0,0,"",3371,[],"",[],1,[],-1
3559,"WalkEmergeCenobiteSwarm3","",[],"",[],[],"",0,"",2,1300,308,"","",[],"","","",[],"","",0,0,0,"",3372,[],"",[],1,[],-1
3560,"WalkEmergeCenobiteStoneThrower","",[],"",[],[],"",0,"",2,1100,308,"","",[],"","","",[],"","",0,0,0,"",3373,[],"",[],1,[],-1
3561,"WalkEmergeCenobiteStoneThrower2","",[],"",[],[],"",0,"",2,1200,308,"","",[],"","","",[],"","",0,0,0,"",3374,[],"",[],1,[],-1
3562,"WalkEmergeCenobiteStoneThrower3","",[],"",[],[],"",0,"",2,1300,308,"","",[],"","","",[],"","",0,0,0,"",3375,[],"",[],1,[],-1
3563,"WalkEmergeAnchoriteSpawn","",[],"",[],[],"",0,"",2,1100,308,"","",[],"","","",[],"","",0,0,0,"",3376,[],"",[],1,[],-1
3564,"WalkEmergeAnchoriteSpawn2","",[],"",[],[],"",0,"",2,1200,308,"","",[],"","","",[],"","",0,0,0,"",3377,[],"",[],1,[],-1
3565,"WalkEmergeAnchoriteSpawn3","",[],"",[],[],"",0,"",2,1300,308,"","",[],"","","",[],"","",0,0,0,"",3378,[],"",[],1,[],-1
3566,"WalkEmergeAnchoriteFlathead","",[],"",[],[],"",0,"",2,935,308,"","",[],"","","",[],"","",0,0,0,"",3379,[],"",[],1,[],-1
3567,"WalkEmergeAnchoriteFlathead2","",[],"",[],[],"",0,"",2,985,308,"","",[],"","","",[],"","",0,0,0,"",3380,[],"",[],1,[],-1
3568,"WalkEmergeAnchoriteFlathead3","",[],"",[],[],"",0,"",2,1035,308,"","",[],"","","",[],"","",0,0,0,"",3381,[],"",[],1,[],-1
3569,"WalkEmergeDeliriumEncounterMinion1","",[],"",[],[],"",0,"",2,1000,308,"","",[],"","","",[],"","",0,0,0,"",3382,[],"",[],1,[],-1
3570,"WalkEmergeDeliriumEncounterMinion2","",[],"",[],[],"",0,"",2,1000,308,"","",[],"","","",[],"","",0,0,0,"",3383,[],"",[],1,[],-1
3571,"WalkEmergeDeliriumEncounterMinion3","",[],"",[],[],"",0,"",2,1000,308,"","",[],"","","",[],"","",0,0,0,"",3384,[],"",[],1,[],-1
3572,"WalkEmergeDeliriumEncounterMinion4","",[],"",[],[],"",0,"",2,1000,308,"","",[],"","","",[],"","",0,0,0,"",3385,[],"",[],1,[],-1
3573,"WalkEmergeDeliriumEncounterMinion5","",[],"",[],[],"",0,"",2,1000,308,"","",[],"","","",[],"","",0,0,0,"",3386,[],"",[],1,[],-1
3574,"WalkEmergeDeliriumEncounterMinion6","",[],"",[],[],"",0,"",2,1000,308,"","",[],"","","",[],"","",0,0,0,"",3387,[],"",[],1,[],-1
3575,"WalkEmergeArenaBeastBoss","",[],"",[],[],"",0,"",2,1000,308,"","",[],"","","",[],"","",0,0,0,"",3388,[],"",[],1,[],-1
3576,"WalkEmergeFireFlyVolatile","",[],"",[],[],"",0,"",2,1000,308,"","",[],"","","",[],"","",0,0,0,"",3389,[],"",[],1,[],-1
3577,"WalkEmergeGinseng","",[],"",[],[],"",0,"",2,3000,308,"","",[],"","","",[],"","",0,0,0,"",3390,[],"",[],1,[],-1
3578,"WalkEmergeHyena","",[],"",[],[],"",0,"",2,6333,308,"","",[],"","","",[],"","",0,0,0,"",3391,[],"",[],1,[],-1
3579,"WalkEmergePitbull","",[],"",[],[],"",0,"",2,1600,308,"","",[],"","","",[],"","",0,0,0,"",3392,[],"",[],1,[],-1
3580,"WalkEmergeRat","",[],"",[],[],"",0,"",2,2678,308,"","",[],"","","",[],"","",0,0,0,"",3393,[],"",[],1,[],-1
3581,"WalkEmergeSanctumPortal","",[],"",[],[],"",0,"",2,1600,308,"","",[],"","","",[],"","",0,0,0,"",3394,[],"",[],1,[],-1
3582,"IncursionArchitectBreachQuicksand","",[],"",[],[],"",0,"",2,1500,311,"","",[],"","","",[],"","",0,0,0,"",3395,[],"",[],1,[],-1
3583,"DredgeFiendShamanBossQuicksand","",[],"",[],[],"",0,"",2,1000,311,"","",[],34,"","",[],"","",0,0,0,"",3396,[],"",[],1,[],-1
3584,"MonsterTornadoIncursion","",[],"",[],[],"",0,"",2,200,348,"","",[],"","","",[],"","",0,0,0,"",3397,[],"",[],1,[],-1
3585,"QiongqiSpikedTornado","",[],"",[],[],"",0,"",2,200,348,"","",[],"","","",[],"","",0,3,0,"",3398,[],"",[],1,[],-1
