"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool","BuffName (English)","BuffName (French)","BuffName (German)","BuffName (Japanese)","BuffName (Korean)","BuffName (Portuguese)","BuffName (Russian)","BuffName (Spanish)","BuffName (Thai)","BuffName (Traditional Chinese)","MiscAnimated1","MiscAnimated2","BuffDescription (English)","BuffDescription (French)","BuffDescription (German)","BuffDescription (Japanese)","BuffDescription (Korean)","BuffDescription (Portuguese)","BuffDescription (Russian)","BuffDescription (Spanish)","BuffDescription (Thai)","BuffDescription (Traditional Chinese)","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","BuffVisualOrbs","MiscAnimated3","rid"
1242,"dragon_hunter_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/DragonHunter/buff_thunder.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1243,"dragon_hunter_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/DragonHunter/buff_thunder_active.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1244,"herald_of_light_dragon_hunter","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/DragonHunter/buff_purity.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1245,"herald_of_agony_dragon_hunter","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/DragonHunter/buff_agony.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1246,"affliction_modded_nightmare4","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_04.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1247,"affliction_modded_nightmare5","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_05.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1248,"affliction_modded_nightmare6","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_06.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1249,"affliction_modded_nightmare7","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_07.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1250,"affliction_modded_nightmare8","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_08.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1251,"affliction_modded_nightmare9","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_09.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1252,"affliction_modded_nightmare10","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_10.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1253,"hinder_from_stormbind","Art/2DArt/BuffIcons/CrippleDebuff.dds","[""Metadata/Effects/Spells/channelled_run_explosion/slow_epk/slower.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1254,"snipe_stages","Art/2DArt/SkillIcons/SnipeSkillIcon.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1255,"affliction_boss_deathzone_inner_degen","Art/2DArt/BuffIcons/DeathZoneInner.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1256,"affliction_boss_deathzone_outer_degen","Art/2DArt/BuffIcons/DeathZoneOuter.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1257,"affliction_modded_extra_head_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affected_IL/affected_01_on_death.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1258,"affliction_modded_tearing_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affected_epks/affected_tearing_on_death.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1259,"affliction_modded_hive_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affected_epks/affected_hive_on_death.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1260,"affliction_modded_tentacles_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affected_epks/affected_tentacles_on_death.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1261,"affliction_modded_snakes_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affected_epks/affected_snakes_01_on_death.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1262,"affliction_modded_snakes2_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affected_epks/affected_snakes_02_on_death.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1263,"affliction_modded_spiderlegs_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affected_epks/affected_spiderlegs_on_death.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1264,"affliction_modded_nightmare1_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_01_on_death.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1265,"affliction_modded_nightmare2_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_02_on_death.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1266,"affliction_modded_nightmare3_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_03_on_death.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1267,"affliction_modded_nightmare4_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_04_on_death.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1268,"affliction_modded_nightmare5_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_05_on_death.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1269,"affliction_modded_nightmare6_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_06_on_death.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1270,"affliction_modded_nightmare7_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_07_on_death.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1271,"affliction_modded_nightmare8_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_08_on_death.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1272,"affliction_modded_nightmare9_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_09_on_death.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1273,"affliction_modded_nightmare10_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/Nightmare_10_on_death.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1274,"affliction_modded_neutral_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/OnDeath.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1275,"affliction_modded_fire_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/OnDeath_Fire.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1276,"affliction_modded_lightning_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/OnDeath_Light.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1277,"affliction_modded_cold_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/OnDeath_Ice.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1278,"affliction_modded_physical_on_death","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/OnDeath_Phys.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1279,"affliction_modded","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Nightmares/OnMod.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1280,"affliction_modded_fire","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/skillDaemons/epk/fire.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1281,"affliction_modded_cold","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/skillDaemons/epk/cold.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1282,"affliction_modded_lightning","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/skillDaemons/epk/lightning.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1283,"affliction_modded_physical","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/skillDaemons/epk/Phys.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1284,"affliction_modded_neutral","","[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/skillDaemons/epk/neutral.epk""]",[],[52],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1285,"stygian_herald_of_light","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/Stygian/buff_purity.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1286,"stygian_herald_of_agony","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/Stygian/buff_agony.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1287,"stygian_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/Stygian/buff_ash.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1288,"stygian_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/Stygian/buff_thunder.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1289,"stygian_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/Stygian/buff_ice.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1290,"stygian_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/Stygian/buff_thunder_active.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1291,"stygian_spectres","","[""Metadata/Effects/Microtransactions/Spells/raise_spectre_stygian_02/spectre.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1292,"hinder_from_stormbind_gore","Art/2DArt/BuffIcons/CrippleDebuff.dds","[""Metadata/Effects/Microtransactions/Spells/stormbind/slower.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1293,"desecrate_stygian_corpse_effect","","[""Metadata/Effects/Microtransactions/Spells/desecrate_stygian/corpse.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1294,"siphon_scientist","Art/2DArt/SkillIcons/Siphon.dds","[""Metadata/Effects/Microtransactions/Spells/siphon_scientist/epk/drain.epk"",""Metadata/Effects/Microtransactions/Spells/siphon_scientist/epk/drain.epk"",""Metadata/Effects/Microtransactions/Spells/siphon_scientist/epk/drain.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1295,"blood_stance_polaris","","[""Metadata/Effects/Microtransactions/Spells/flesh_stone_stance/flesh_stance.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1296,"sand_stance_polaris","","[""Metadata/Effects/Microtransactions/Spells/flesh_stone_stance/stone_stance.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1297,"siphon_project","Art/2DArt/SkillIcons/Siphon.dds","[""Metadata/Effects/Microtransactions/Spells/siphon_project/epk/drain.epk"",""Metadata/Effects/Microtransactions/Spells/siphon_project/epk/drain.epk"",""Metadata/Effects/Microtransactions/Spells/siphon_project/epk/drain.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1298,"blood_armour_polaris","","[""Metadata/Effects/Microtransactions/Spells/flesh_stone_stance/flesh_armour.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1299,"sand_armour_polaris","","[""Metadata/Effects/Microtransactions/Spells/flesh_stone_stance/stone_armour.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1300,"seismic_cry","Art/2DArt/SkillIcons/SeismicCry.dds","[""Metadata/Effects/Spells/warcries/seismic_cry/Seismic_Character.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1301,"ancestral_cry","Art/2DArt/SkillIcons/WarCryAncestral.dds","[""Metadata/Effects/Spells/warcries/ancestral_cry/Ancestral_Presence.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1302,"player_aura_angelix","",[],"[""Metadata/Effects/Microtransactions/Aura/angeldemon_angelic/Angelic_Aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1303,"player_aura_demonic","",[],"[""Metadata/Effects/Microtransactions/Aura/angeldemon_demonic/Demonic_Aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1304,"immortal_call_angelic","Art/2DArt/BuffIcons/invulnerability.dds","[""Metadata/Effects/Microtransactions/Spells/ImmortalCall/angelic/Angelic_ImmortalCall.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1305,"penance_brand_charge","Art/2DArt/SkillIcons/PhysicalLightningBrand.dds","[""Metadata/Effects/Spells/conduit_sigil/phys_lightning/chargedup_low.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"",""
1306,"ground_fire_burn_demonic","Art/2DArt/SkillIcons/groundfire.dds","[""Metadata/Effects/Microtransactions/Spells/flame_dash/demonic/ignite.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1307,"glimmerwood_herald_of_light","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/glimmerwood/buff_purity.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1308,"glimmerwood_herald_of_agony","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/glimmerwood/buff_agony.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1309,"glimmerwood_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/glimmerwood/buff_ash.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
