"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","BinaryStats","[rid]","[rid]","bool","bool","bool","bool","bool","rid","[i32]","string","[rid]"
1255,"ghost_dance_stacks","You have Ghost Shrouds.","","","Ghost Shroud",[],1,4,1,14781,8922,"",28,1008,1,"",17,"",1,1,"",0,"","GhostDanceStacks","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1256,"ghost_dance","",1,"","",[],1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","GhostDance","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1257,"spell_boost_charge","This spell has built up Intensity from consecutive casts. Removed by moving.","","","Intensity",[],1,1,1,"","","",28,1020,1,"",6,"",1,1,"",0,"","SpellBoostCharge","","","","",1,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1258,"anticipation","",1,"","",[],1,1,1,"","","",28,0,1,"",17,"",1,1,"",0,"","Anticipation","","","","",1,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1259,"synthesis_fragment_entry_hide_player","",1,"","",[],1,2,"","","","",28,1012,1,"",17,"",1,1,"",0,"","SynthesisEntryHidePlayer","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1260,"synthesis_fragment_entry_scan_player","",1,"","",[],1,2,"","","","",28,1013,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1261,"synthesis_turret_charge_projectile_target","You have been marked. Filimites in the arena will fire projectiles at you as you move or charge up a larger projectile while you are stationary.","","","Mark of the Synthete",[],1,2,"","","","",28,1024,1,"",2,"",1,1,"",0,"","SynthesisTurretChargeProjectileTarget","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1262,"cat_aspect_inactive","",1,"","",[],1,2,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1263,"bird_aspect_inactive","",1,"","",[],1,2,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1264,"unique_flask_bottled_purity","",1,"","Bottled Purity","[9089,8803,14551]",1,3,"","","","",28,0,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[9089,8803,14551]",[],"","","","","","",[],"",[]
1265,"synthesis_decay_effect","You are slowed while in the decayed area of the Memory. You will be removed from the Memory if you travel too far into the decayed area.","","","Decaying Memory",[7296],1,3,"","","","",28,1017,1,"",2,"",1,1,"",0,"","SynthesisDecayDebuff","","","","",4,"","",0,[],"","",[],"",[],[],[7296],[],"","","","","","",[],"",[]
1266,"dominance_aura_strength","",1,"","",[2003],1,3,"","","","",28,1028,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[2003],[],"","","","","","",[],"",[]
1267,"high_templar_unique_aura_cannot_crit","You cannot deal Critical Strikes","","","Garb of the Ephemeral",[693],1,3,"","","","",28,1033,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[693],[],"","","","","","",[],"",[]
1268,"high_templar_unique_aura_cannot_be_slowed","Your Action Speed cannot be modified to below base value","","","Garb of the Ephemeral",[3383],1,3,"","","","",28,1033,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[3383],[],"","","","","","",[],"",[]
1269,"divinity","You are larger, deal more Elemental Damage, take less Elemental Damage and are immune to Curses.","","","Divinity","[717,9118,9119,9122,745]",1,3,"","","","",28,1021,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[717,9118,9119,9122,745]",[],"","","","","","",[],"",[]
1270,"player_aura_accuracy_and_crits","You have additional Accuracy and increased Critical Strike Chance","",1,"Precision Aura","[9589,83,554,13191,1034,24,1903,451,18562]",1,3,"","","","",28,1022,1,"",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[],"[9589,83,554,13191,1034,24,1903,451,18562]",[],"","","","","","",[],"",[]
1271,"support_aura_duration_reserve_buff","",1,"","",[],1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1272,"dominance_aura_dexterity","",1,"","",[95],1,3,"","","","",28,1028,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[95],[],"","","","","","",[],"",[]
1273,"dominance_aura_intelligence","",1,"","",[216],1,3,"","","","",28,1028,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[216],[],"","","","","","",[],"",[]
1274,"synthesis_boss_slow","You have reduced Action Speed","","","Void Snare",[346],1,3,"","","","",28,1026,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[346],[],"","","","","","",[],"",[]
1275,"storm_burst_orb_count","You have Storm Burst orbs that will explode when you stop channelling","","","Storm Burst",[],1,4,1,"",9271,"",28,1031,1,"",17,"",1,1,"",0,"","StormBurstDisplayBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1276,"synthesis_laser_slow","You have reduced Action Speed","","","Void Snare",[346],1,3,"","","","",28,1032,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[346],[],"","","","","","",[],"",[]
1277,"synthesis_reduced_aggro","",1,"","",[6194],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[6194],[],"","","","","","",[],"",[]
1278,"instant_movement_skill_delay","",1,"","",[],1,2,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1279,"quick_guard","A percentage of all Damage from Hits is taken from this buff before your Life or Energy Shield. ","",1,"Steelskin","[1034,7636]",1,3,1,"",9840,"",28,1036,1,"",1,"",1,1,"",0,"","QuickGuardBuff","","","","",4,"","",0,[],"","",[],"",[9346],[2637],"[1034,7636,9346]",[9525],"","","","","","",[],"",[]
1280,"interpolate_stat","",1,"","",[],"",1,"","","","",28,0,1,"",17,"",1,1,"",0,"","InterpolateStat","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1281,"quick_block","","",1,"[UNUSED] Quick Block",[],1,3,"","","","",28,1044,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1282,"cyclone_channelled_stage","You have stages from channelling Cyclone. These charges will be lost while not channelling.","","","Cyclone",[],1,3,1,"",9289,"",28,1045,1,"",6,"",1,1,"",0,"","DecayingStageBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1283,"bladestorm_sandstorm","You are in a Sand Bladestorm, granting you increased movement speed.","","","Sand Bladestorm","[9311,177]","",3,"","","","",28,1046,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[9311,177]",[],"","","","","","",[],"",[]
1284,"bladestorm_bloodstorm","You are in a Blood Bladestorm","","","Blood Bladestorm",[9310],"",3,"","","","",28,1047,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[9310],[],"","","","","","",[],"",[]
1285,"blood_stance","You are in Blood Stance, deal more area damage with melee attacks, and have less area of effect with melee attacks.","",1,"Blood Stance","[9313,9381,9380,4942,12922]",1,2,"","","","",10,1049,1,"",1,"",1,1,"",0,"","","","","","",4,"",1,0,[],"","",[],"",[],[],"[9313,9381,9380,4942,12922]",[],"","","","","","",[],"",[]
1286,"sand_stance","You are in Sand Stance, deal less area damage with melee attacks, and have more area of effect with melee attacks.","",1,"Sand Stance","[9314,9381,9380,175,9209]",1,2,"","","","",10,1048,1,"",1,"",1,1,"",0,"","","","","","",4,"",1,0,[],"","",[],"",[],[],"[9314,9381,9380,175,9209]",[],"","","","","","",[],"",[]
1287,"berserk","You deal more damage, have more attack speed, more movement speed and take less damage.","","","Berserk","[9320,9323,9324,9321,9848,9563,717,2603,646]",1,2,"","","",1,28,1055,1,"",1,"",1,1,"",0,"","BerserkBuff","","","","",4,"","",0,[],"","",[],"",[],[],"[9320,9323,9324,9321,9848,9563,717,2603,646]",[],"","","","","","",[],"",[]
1288,"frozen_in_time","","","","","[9330,477]","",2,"","","","",28,1052,1,"",17,1,1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],"[9322,978,1303]","[9330,477]",[],"","","","","","",[],"",[]
1289,"shrine_resonating","You have a chance to gain a Power, Frenzy or Endurance Charge on Hit and on Kill, and gain extra bonuses from Charges.","",1,"Charged Shrine","[7476,3943,555,364,500,6452,446,142,9542,5700]",1,3,"","","","",28,1053,1,"",7,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[7476,3943,555,364,500,6452,446,142,9542,5700]",[17390],"","","","","","",[],"",[]
1290,"shrine_gloom","You gain a portion of Non-Chaos Damage as extra Chaos Damage and Enemies you Kill have a chance to Explode, dealing a portion of their Maximum Life as Chaos Damage. ","",1,"Gloom Shrine","[7118,4470,5700]",1,3,"","","","",28,1054,1,"",7,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[7118,4470,5700]",[17390],"","","","","","",[],"",[]
1291,"support_slashing_movement_skill_buff","Your next Travel skill will be faster. Doesn't apply to skills supported by Close Combat Support.","","","Combat Rush",[9338],1,2,"","","","",28,1091,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[9338],[],"","","","","","",[],"",[]
1292,"tormented_spirit_tether","",1,"","",[],1,1,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1293,"magnetic_charge_aura","",1,"","",[9391],1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[9391],[],"","","","","","",[],"",[]
1294,"legion_banner_aura","You are dealing increased Damage, have increased Attack and Cast speed and take reduced Damage.","","","Eternal Empire Aura","[24,717,1903,477]",1,3,"","","","",28,1059,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[24,717,1903,477]",[],"","","","","","",[],"",[]
1295,"remove_when_aura_removed","",1,"","",[],1,1,"","","","",28,0,1,"",17,"",1,1,"",0,"","RemoveWhenAuraRemoved","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1296,"blood_armour","You are in Blood Stance, nearby enemies are maimed and take increased physical damage.","",1,"Flesh","[9313,1074,13023]",1,2,"","","","",11,1062,1,"",1,"",1,1,"",0,"","BloodSandArmour","","","","",4,"",1,0,[],"","",[],"",[],[],"[9313,1074,13023]",[],"","","","","","",[],"",[]
1297,"sand_armour","You are in Sand Stance, nearby enemies are blinded and you take less damage from enemies which are not nearby.","",1,"Stone","[9314,9522,1074,13023]",1,2,"","","","",11,1061,1,"",1,"",1,1,"",0,"","BloodSandArmour","","","","",4,"",1,0,[],"","",[],"",[],[],"[9314,9522,1074,13023]",[],"","","","","","",[],"",[]
1298,"sand_armour_debuff","",1,"","",[9521],1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[9521],[],"","","","","","",[],"",[]
1299,"legion_reward_display","",1,"","","[2442,9856,17578]",1,1,"","","","",28,0,1,"",17,"",1,1,"",0,"","LegionRewardDisplay","","","","",4,"","",0,[],"","",[],"",[],[],"[2442,9856,17578]",[],"","","","","","",[],"",[]
1300,"life_recoup","",1,"","",[17795],1,1,"","","","",28,0,1,1,17,"",1,"","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[17795],[],"","","","","","",[],"",[]
1301,"negative_life_recoup","",1,"","",[17796],1,1,"","","","",28,0,1,1,17,"",1,"","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[17796],[],"","","","","","",[],"",[]
1302,"player_physical_damage_aura","You will take more physical damage from all sources. This effect will become more powerful as you stay in this aura longer.","","","Pride","[9749,1034,5222]",1,3,"","","","",28,1068,1,"",2,"",1,1,"",0,"","PhysicalDamageAura","",1,"","",4,"",1,0,[],"","",[],"",[],[],"[9749,1034,5222]",[],"","","","","","",[],"",[]
1303,"flask_draining_lasso","You are being slowed by Aukuna's Lasso and are losing flask charges! Run away to break the tether.","","","Aukuna's Lasso","[9572,9571]",1,3,"","","","",28,1085,1,"",2,"",1,1,"",0,"","FlaskDrainingDebuff","","","","",4,"","",0,[],"","",[],"",[],[],"[9572,9571]",[],"","","","","","",[],"",[]
1304,"attached_retract_arrow","You have been punctured by Lioneye's Arrows. It will cause Bleeding and Maim when he retracts them out of you.","","","Lioneye's Arrows",[],1,4,1,"",9575,"",28,1074,1,"",2,"",1,1,"",0,"","AttachedRetractArrow","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1305,"soulrend_physical","You are taking Physical Damage over time","","","Soulrend",[354],1,3,"","","",1,28,1000,1,"",2,"",1,1,"",0,"","SoulrendDebuff","","","","",4,"","",0,[],"","",[],"",[],[],[354],[],"","","","","","",[],"",[]
1306,"generic_monster_enrage_invisible","",1,"","Enrage","[177,70,24,477,216]",1,3,"","","","",28,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[177,70,24,477,216]",[],"","","","","","",[],"",[]
1307,"elemental_ailments_go_to_owner","",1,"","",[9607],1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[9607],[],"","","","","","",[],"",[]
1308,"necromancer_skeleton_buff","",1,"","","[177,70]",1,3,"","","","",28,1077,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[177,70]",[],"","","","","","",[],"",[]
1309,"champion_planted_banner_regen_aura","",1,"","",[451],1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[451],[],"","","","","","",[],"",[]
1310,"number_of_endurance_charges_lost_recently","",1,"","",[],"",3,"","","",1,28,0,1,"",17,"","","","",0,1,"ActionRecentlyCounterBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1311,"berserker_warcry","",1,"","","[24,70]",1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[24,70]",[],"","","","","","",[],"",[]
1312,"bane_of_legends_movement_speed","",1,"","",[177],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[177],[],"","","","","","",[],"",[]
1313,"bane_of_legends_attack_speed","",1,"","",[70],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[70],[],"","","","","","",[],"",[]
1314,"slayer_crit_multi_aura","Your critical strike multiplier is lower while near a Slayer.","","","Overwhelm",[95],"",3,"","","","",28,1082,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[95],[],"","","","","","",[],"",[]
1315,"flicker_strike_speed_boost","You have increased Movement Speed","",1,"Flicker Strike",[177],1,2,"","","","",28,1083,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[177],[],"","","","","","",[],"",[]
1316,"fidelitas_lightning_charged","",1,"","","[659,56]","",3,"","","","",28,1084,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[659,56]",[],"","","","","","",[],"",[]
1317,"screech_snipe_debuff","You are affected by Aukuna's Hunt. Aukuna will fire additional projectiles at you. Keep moving!","","","Aukuna's Hunt",[],1,4,1,"","","",28,1086,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1318,"prevent_incubator_completion","",1,"","",[9765],"",3,"","","","",28,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[9765],[],"","","","","","",[],"",[]
1319,"asenath_curse_explodey_aura","",1,"","",[9638],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[9638],[],"","","","","","",[],"",[]
1320,"korea_pc_bang","You are currently receiving some Stash Tabs and Cosmetic Microtransactions because you are playing from a PC Bang.\n\nOnce the league's Mystery Box has been released, you will receive a free Mystery Box every six hours. There is a maximum of 10 free boxes.","","","PC Bang Entitlements",[],"",3,"","","","",28,1087,1,"",17,"",1,"","",0,1,"KoreaPCBang","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1321,"player_physical_damage_aura_self","",1,"","Pride",[9790],1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[],[9790],[],"","","","","","",[],"",[]
1322,"oozeback_trigger_buff","",1,"","",[],1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1323,"shield_charge_movement_speed_while_charging","",1,"","",[177],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[10134],[],"[177,10134]",[],"","","","","","",[],"",[]
1324,"yugul_pool_chilled","You are slowed","","","Chilled",[8404],1,3,"","","",1,1,3,"","",2,"",1,1,"",0,"","",1,"","","",4,"","",0,[],"","",[],"",[],[],[8404],[14542],"","",1,1,"","",[],"",[]
1325,"ascent_warming_up","You are warming yourself by the fire.","","","Warm Campfire",[1975],1,1,"","","",1,28,976,1,"",2,"",1,1,"",10,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[1975],[],"","","","","","",[],"",[]
1326,"flame_dash_cooldown","",1,"","",[],1,2,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1327,"mine_mana_reservation","",1,"","",[],1,1,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1328,"bone_golem_buff","Your Carrion Golem is granting additional Physical Damage for Non-Golem Minions ","","","Carrion Golem","[10349,10350]",1,3,"","","","",28,1140,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[10349,10350]",[],"","","","","","",[],"",[]
1329,"enchantment_mana_regen_rate","",1,"","",[130],"",3,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[130],[],"","","","","","",[],"",[]
1330,"number_of_nearby_non_golem_minions","",1,"","",[],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,"","TrackNearbyTargets","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1331,"slither","You have Phasing, and Withering Step's cooldown does not recover. This buff will be removed when you use a skill or lose Elusive.","","","Withering Step","[1852,5816,10360]",1,2,"","","","",28,1102,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1852,5816,10360]",[],"","","","","","",[],"",[]
1332,"guardian_damage_speed_area_intimidate","You have increased Attack, Cast and Movement Speed, have increased Area of Effect and Intimidate and Unnerve Enemies on Hit","","","Unwavering Crusade","[9925,434,8168,10300]",1,3,"","","","",28,1105,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[9925,434,8168,10300]",[],"","","","","","",[],"",[]
1333,"guardian_damage_final","You deal more Damage","","","Radiant Crusade",[9922],1,3,"","","","",28,1104,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[9922],[],"","","","","","",[],"",[]
1334,"number_of_nearby_corpses","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","TrackNearbyTargets","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1335,"necromancer_damage_final","You deal more Damage","","","Plaguebringer",[9931],1,3,"","","","",28,1114,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[9931],[],"","","","","","",[],"",[]
1336,"necromancer_enemy_damage","You deal reduced Damage","","","Plaguebringer",[24],1,3,"","","","",28,1113,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[],"",[]
