"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","Text (English)","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","HASH32","BelongsActiveSkillsKey","Category","bool","bool","IsScalable","ContextFlags","[rid]"
8972,"map_synthesised_rare_monster_additional_elder_item_drop_chance_%",1,"","",3,"","","","","","","","","","","","","","","",-1899114005,[],"","","",1,[],[]
8973,"map_synthesised_magic_monster_additional_elder_item_drop_chance_%",1,"","",3,"","","","","","","","","","","","","","","",-1026498374,[],"","","",1,[],[]
8974,"map_synthesised_monster_additional_elder_item_drop_chance_%",1,"","",3,"","","","","","","","","","","","","","","",-983401348,[],"","","",1,[],[]
8975,"map_synthesised_rare_monster_additional_breach_splinter_drop_chance_%",1,"","",3,"","","","","","","","","","","","","","","",1661666976,[],"","","",1,[],[]
8976,"map_synthesised_magic_monster_additional_breach_splinter_drop_chance_%",1,"","",3,"","","","","","","","","","","","","","","",-644238736,[],"","","",1,[],[]
8977,"map_synthesised_monster_additional_breach_splinter_drop_chance_%",1,"","",3,"","","","","","","","","","","","","","","",1249583070,[],"","","",1,[],[]
8978,"map_synthesised_rare_monster_additional_fossil_drop_chance_%",1,"","",3,"","","","","","","","","","","","","","","",-1274123756,[],"","","",1,[],[]
8979,"map_synthesised_magic_monster_additional_fossil_drop_chance_%",1,"","",3,"","","","","","","","","","","","","","","",-1144235575,[],"","","",1,[],[]
8980,"map_synthesised_monster_additional_fossil_drop_chance_%",1,"","",3,"","","","","","","","","","","","","","","",416520053,[],"","","",1,[],[]
8981,"map_synthesised_rare_monster_additional_jewel_drop_chance_%",1,"","",3,"","","","","","","","","","","","","","","",1389593763,[],"","","",1,[],[]
8982,"map_synthesised_rare_monster_additional_abyss_jewel_drop_chance_%",1,"","",3,"","","","","","","","","","","","","","","",723457744,[],"","","",1,[],[]
8983,"map_synthesised_rare_monster_additional_map_drop_chance_%",1,"","",3,"","","","","","","","","","","","","","","",1598793316,[],"","","",1,[],[]
8984,"map_synthesised_rare_monster_additional_talisman_drop_chance_%",1,"","",3,"","","","","","","","","","","","","","","",-215676823,[],"","","",1,[],[]
8985,"map_synthesised_rare_monster_additional_essence_drop_chance_%",1,"","",3,"","","","","","","","","","","","","","","",-1719361244,[],"","","",1,[],[]
8986,"map_synthesised_rare_monster_resurrect_as_ally_chance_%",1,"","",3,"","","","","","","","","","","","","","","",1757580399,[],"","","",1,[],[]
8987,"map_synthesised_rare_monster_gives_mods_to_killer_chance_%",1,"","",3,"","","","","","","","","","","","","","","",21640058,[],"","","",1,[],[]
8988,"map_synthesised_rare_monster_additional_vaal_fragment_drop_chance_%",1,"","",3,"","","","","","","","","","","","","","","",-1804134279,[],"","","",1,[],[]
8989,"map_synthesised_rare_monster_additional_veiled_item_drop_chance_%",1,"","",3,"","","","","","","","","","","","","","","",-1986540185,[],"","","",1,[],[]
8990,"support_anticipation_rapid_fire_count","","","",3,"","","","","","","","","","",1,"","","",1,-1743386657,[],18,1,"",1,[],[]
8991,"support_anticipation_charge_gain_interval_ms","","","",3,"","","","","","","","","","","","","","","",1784784674,[],"",1,"",1,[],[]
8992,"local_flask_area_of_consecrated_ground_+%",1,1,"",1,"","","","","","","","","","","","","","","",-1971753714,[],"","","",1,[],[]
8993,"local_flask_during_effect_enemy_damage_taken_+%_on_consecrated_ground",1,1,"",1,"","","","","","","","","","","","","","","",1816986790,[],"","","",1,[],[]
8994,"local_flask_critical_strike_chance_against_enemies_on_consecrated_ground_%_during_effect",1,1,"",1,"","","","","","","","","","","","","","","",554231477,[],"","","",1,[],[]
8995,"map_duplicate_x_synthesised_rare_monsters",1,"","",3,"","","","","","","","","","","","","","","",-1629687439,[],"","","",1,[],[]
8996,"map_additional_rare_in_synthesised_rare_pack_%_chance",1,"","",1,"","","","","","","","","","","","","","","",1896318161,[],"","","",1,[],[]
8997,"map_upgrade_synthesised_pack_to_magic_%_chance",1,"","",1,"","","","","","","","","","","","","","","",229043264,[],"","","",1,[],[]
8998,"map_upgrade_synthesised_pack_to_rare_%_chance",1,"","",1,"","","","","","","","","","","","","","","",-1205719109,[],"","","",1,[],[]
8999,"support_spell_boost_damage_+%_final_at_max_charges","","","",1,"","","","","","","","","","","","","","",1,-1487360449,[],"",1,"",1,[],[]
9000,"synthesis_map_global_mod_values_doubled_on_this_node",1,"","",4,"","","","","","","","","","",1,"","","",1,896880372,[],"","","","",[],[]
9001,"synthesis_map_global_mod_values_tripled_on_this_node",1,"","",4,"","","","","","","","","","",1,"","","",1,658875295,[],"","","","",[],[]
9002,"synthesis_map_monster_slain_experience_+%_on_this_node",1,"","",1,"","","","","","","","","","",1,"","","",1,-1430906728,[],"","","",1,[],[]
9003,"synthesis_map_memories_do_not_collapse_on_this_node",1,"","",4,"","","","","","","","","","",1,"","","",1,-1036992985,[],"","","","",[],[]
9004,"synthesis_map_nearby_memories_have_bonus",1,"","",4,"","","","","","","","","","",1,"","","",1,-354343080,[],"","","","",[],[]
9005,"base_cannot_leech_energy_shield","","","",4,"","","","","","","","","","","","","","",1,-450785021,[],"","","","",[],[]
9006,"monster_resurrect_as_ally_chance_%",1,"","",1,"","","","","","","","","","","","","","","",-1278102985,[],"","","",1,[],[]
9007,"map_synthesis_spawn_additional_fungal_chest_clusters","","","",3,"","","","","","","","","","","","","","","",-408845422,[],"","","",1,[],[]
9008,"map_synthesis_spawn_additional_abyss_bone_chest_clusters","","","",3,"","","","","","","","","","","","","","","",-1230860891,[],"","","",1,[],[]
9009,"map_synthesis_spawn_additional_wealthy_barrel_clusters","","","",3,"","","","","","","","","","","","","","","",311533183,[],"","","",1,[],[]
9010,"map_synthesis_spawn_additional_volatile_barrel_clusters","","","",3,"","","","","","","","","","","","","","","",-1741073576,[],"","","",1,[],[]
9011,"map_synthesis_spawn_additional_bloodworm_barrel_clusters","","","",3,"","","","","","","","","","","","","","","",270304759,[],"","","",1,[],[]
9012,"map_synthesis_spawn_additional_parasite_barrel_clusters","","","",3,"","","","","","","","","","","","","","","",2147220030,[],"","","",1,[],[]
9013,"divination_card_drop_chance_+%",1,"","",1,"","","","","","","","","","","","","","","",-683509344,[],"","","",1,[],[]
9014,"unique_item_drop_chance_+%",1,"","",1,"","","","","","","","","","","","","","","",-226245296,[],"","","",1,[],[]
9015,"map_item_drop_chance_+%",1,"","",1,"","","","","","","","","","","","","","","",-524855346,[],"","","",1,[],[]
9016,"monster_gives_mods_to_killer_chance_%",1,"","",1,"","","","","","","","","","","","","","","",1253096847,[],"","","",1,[],[]
9017,"monster_all_dropped_items_are_corrupted_%",1,"","",1,"","","","","","","","","","","","","","","",1615004974,[],"","","",1,[],[]
9018,"support_spell_boost_area_of_effect_+%_final","","","",1,"","","","","","","","","","",1,"","","",1,1598910270,[],"","","",1,[],[]
9019,"virtual_intensity_loss_ms_while_moving_interval","","","",3,"","","","","","","","","","",1,1,"","",1,-1974649342,[],"",1,"",1,[1],[]
9020,"local_socketed_minion_gem_quality_+",1,1,"",3,"","","","","","","","","","","","","","","",-1507511236,[],"","","",1,[],[]
9021,"local_socketed_fire_gem_quality_+",1,1,"",3,"","","","","","","","","","","","","","","",1618979308,[],"","","",1,[],[]
9022,"local_socketed_cold_gem_quality_+",1,1,"",3,"","","","","","","","","","","","","","","",-416363990,[],"","","",1,[],[]
9023,"local_socketed_lightning_gem_quality_+",1,1,"",3,"","","","","","","","","","","","","","","",-1217573216,[],"","","",1,[],[]
9024,"local_socketed_chaos_gem_quality_+",1,1,"",3,"","","","","","","","","","","","","","","",-1432340879,[],"","","",1,[],[]
9025,"local_socketed_melee_gem_quality_+",1,1,"",3,"","","","","","","","","","","","","","","",-842320824,[],"","","",1,[],[]
9026,"local_socketed_bow_gem_quality_+",1,1,"",3,"","","","","","","","","","","","","","","",-2138729636,[],"","","",1,[],[]
9027,"local_socketed_aura_gem_quality_+",1,1,"",3,"","","","","","","","","","","","","","","",-465884347,[],"","","",1,[],[]
9028,"local_socketed_strength_gem_quality_+",1,1,"",3,"","","","","","","","","","","","","","","",936238391,[],"","","",1,[],[]
9029,"local_socketed_dexterity_gem_quality_+",1,1,"",3,"","","","","","","","","","","","","","","",202612096,[],"","","",1,[],[]
9030,"local_socketed_intelligence_gem_quality_+",1,1,"",3,"","","","","","","","","","","","","","","",-899029385,[],"","","",1,[],[]
9031,"local_socketed_area_of_effect_gem_quality_+",1,1,"",3,"","","","","","","","","","","","","","","",333825622,[],"","","",1,[],[]
9032,"local_socketed_projectile_gem_quality_+",1,1,"",3,"","","","","","","","","","","","","","","",154635184,[],"","","",1,[],[]
9033,"divine_tempest_beam_width_+","","","",3,"","","","","","","","","","",1,"","","",1,-818599014,[],"","","",1,[],[]
9034,"local_display_grants_skill_malevolence_level","",1,"",3,"","","","","","","","","","","","","","","",1892165703,[],"","","","",[],[]
9035,"local_display_grants_skill_zealotry_level","",1,"",3,"","","","","","","","","","","","","","","",1203054558,[],"","","","",[],[]
9036,"zealotry_aura_effect_+%",1,"","",1,"","","","","","","","","","","","","","","",-1904133830,"[""spell_damage_aura""]","","","",1,[],[]
9037,"zealotry_mana_reservation_+%",1,"","",1,"","","","","","","","","","","","","","","",1382528159,"[""spell_damage_aura""]","","","",1,[],[]
9038,"zealotry_reserves_no_mana",1,"","",4,"","","","","","","","","","","","","","","",844512614,"[""spell_damage_aura""]","","","","",[],[]
9039,"enemy_critical_strike_chance_+%_against_self",1,"","",1,"","","","","","","","","","","",1,"","","",-1923875068,[],"","","",1,[0],[]
9040,"base_enemy_critical_strike_chance_+%_against_self","","","",1,"","","","","","","","","","","","","","",1,1868641252,[],"","","",1,[],[]
9041,"enemy_additional_critical_strike_chance_against_self",1,"","",3,"","","","","","","","","","","","","","",1,2073156673,[],"","","",1,[],[]
9042,"attacker_has_defender_conditional_damage_stats",1,"","",4,"","","","","","","","","","","",1,"","","",1640460062,[],"","","","",[],[]
9043,"defender_has_attacker_conditional_damage_stats",1,"","",4,"","","","","","","","","","","",1,"","","",-126300682,[],"","","","",[],[]
9044,"enemy_+50%_critical_strike_chance_against_self",1,"","",4,"","","","","","","","","","","","","","","",-1400975469,[],"","","","",[],[]
9045,"monster_fractured_item_drop_chance_+%",1,"","",1,"","","","","","","","","","","","","","","",-231346673,[],"","","",1,[],[]
9046,"delirium_skill_effect_duration_+%",1,"","",1,"","","","","","","","","","","","","","",1,2099938691,[],"","","",1,[],[]
9047,"damage_+%_while_life_leeching","","","",1,"","","","","","","","","","","","","","",1,1672613413,[],1,"","",1,[],[]
9048,"damage_+%_while_mana_leeching","","","",1,"","","","","","","","","","","","","","",1,1993590554,[],1,"","",1,[],[]
9049,"damage_+%_while_es_leeching","","","",1,"","","","","","","","","","","","","","",1,-1784820152,[],1,"","",1,[],[]
9050,"local_display_nearby_enemies_cannot_crit","",1,"",4,"","","","","","","","","","","","","","","",1384912118,[],"","","","",[],[]
9051,"local_display_nearby_allies_action_speed_cannot_be_reduced_below_base","",1,"",4,"","","","","","","","","","","","","","","",-1891486708,[],"","","","",[],[]
9052,"expanding_fire_cone_radius_limit","","","",3,"","","","","","","","","","",1,"","","",1,-296961195,[],"","","",1,[],[]
9053,"enemy_critical_strike_chance_+%_against_self_20_times_value","","","",1,"","","","","","","","","","","","","","","",-697758586,[],"","","",1,[],[]
9054,"divine_tempest_ailment_damage_+%_final_per_stage","","","",1,"","","","","","","","","","","","","","",1,1608529789,[],"","","",1,[],[]
9055,"local_display_nearby_enemies_critical_strike_chance_+%_against_self","",1,"",1,"","","","","","","","","","","","","","","",-1604489568,[],"","","","",[],[]
9056,"gloves_shock_proliferation_radius","","","",3,"","","","","","","","","","","","","","","",673793169,[],"","","",1,[],[]
9057,"virtual_shock_proliferation_radius","","","",3,"","","","","","","","","","","",1,"","","",1275871640,[],"","","",1,[20],[]
9058,"enemy_shock_on_kill","","","",4,"","","","","","","","","","","","","","","",1333598243,[],"","","","",[],[]
9059,"support_spell_rapid_fire_repeat_use_damage_+%_final","","","",1,"","","","","","","","","","","","","","",1,137747951,[],"","","",1,[],[]
9060,"damage_+%_final_from_rapid_fire_support","","","",1,"","","","","","","","","","","","","","","",-2009082800,[],"","","",1,[],[]
9061,"active_skill_base_area_length_+","","","",3,"","","","","","","","","","",1,"","","",1,1098829629,[],"","","",1,[],[]
9062,"consecrated_ground_effect_+%","","","",1,"","","","","","","","","","","","","","",1,532604846,[],11,"","",1,[],[]
9063,"fire_damage_with_spell_skills_+%","","","",1,"","","","","","","","","","","","","","","",369006541,[],"","","",1,[],[]
9064,"cold_damage_with_spell_skills_+%","","","",1,"","","","","","","","","","","","","","","",665694238,[],"","","",1,[],[]
9065,"lightning_damage_with_spell_skills_+%","","","",1,"","","","","","","","","","","","","","","",-1350704369,[],"","","",1,[],[]
9066,"chaos_damage_with_spell_skills_+%","","","",1,"","","","","","","","","","","","","","","",-2044436122,[],"","","",1,[],[]
9067,"physical_damage_with_spell_skills_+%","","","",1,"","","","","","","","","","","","","","","",-427150944,[],"","","",1,[],[]
9068,"spell_critical_strike_multiplier_+_while_dual_wielding","","","",3,"","","","","","","","","","","","","","","",-1510928981,[],"","","",1,[],[]
9069,"spell_critical_strike_multiplier_+_while_holding_shield","","","",3,"","","","","","","","","","","","","","","",-970908686,[],"","","",1,[],[]
9070,"spell_critical_strike_multiplier_+_while_wielding_staff","","","",3,"","","","","","","","","","","","","","","",-1517560659,[],"","","",1,[],[]
9071,"spell_critical_strike_chance_+%_while_dual_wielding","","","",1,"","","","","","","","","","","","","","","",1952708767,[],"","","",1,[],[]
9072,"spell_critical_strike_chance_+%_while_holding_shield","","","",1,"","","","","","","","","","","","","","","",831897848,[],"","","",1,[],[]
9073,"spell_critical_strike_chance_+%_while_wielding_staff","","","",1,"","","","","","","","","","","","","","","",1818406872,[],"","","",1,[],[]
9074,"mana_regeneration_rate_per_minute_while_dual_wielding","","","",3,"","","","","","","","","","","","","","","",-1302858159,[],"","","",1,[],[]
9075,"mana_regeneration_rate_per_minute_while_holding_shield","","","",3,"","","","","","","","","","","","","","","",847134110,[],"","","",1,[],[]
9076,"mana_regeneration_rate_per_minute_while_wielding_staff","","","",3,"","","","","","","","","","","","","","","",-217389141,[],"","","",1,[],[]
9077,"attack_damage_+%_per_500_maximum_mana","","","",1,"","","","","","","","","","","","","","","",1959383972,[],"","","",1,[],[]
9078,"spell_damage_+%_per_500_maximum_mana","","","",1,"","","","","","","","","","","","","","","",573994454,[],"","","",1,[],[]
9079,"faster_poison_%",1,"","",1,"","","","","","","","","","","","","","","",1146718390,[],2,"","",1,[],[]
9080,"faster_bleed_%",1,"","",1,"","","","","","","","","","","","","","",1,334579806,[],18,"","",1,[],[]
9081,"visual_hit_effect_elemental_is_holy","","","",4,"","","","","","","","","","",1,"","","",1,235833705,[],"","","","",[],[]
9082,"mana_reservation_+%_per_250_total_attributes","","","",1,"","","","","","","","","","","","","","","",1934588922,[],"","","",1,[],[]
9083,"dominance_defences_+%_on_nearby_allies_per_100_strength","","","",1,"","","","","","","","","","","","","","","",-1374992514,[],"","","",1,[],[]
9084,"dominance_critical_strike_multiplier_+_on_nearby_allies_per_100_dexterity","","","",1,"","","","","","","","","","","","","","","",2136809443,[],"","","",1,[],[]
