"rownum","Id","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Metadata","rid","NPCMasterKey","ShortName (English)","ShortName (French)","ShortName (German)","ShortName (Japanese)","ShortName (Korean)","ShortName (Portuguese)","ShortName (Russian)","ShortName (Spanish)","ShortName (Thai)","ShortName (Traditional Chinese)","i32","NPCAudios1","NPCAudios2","i32","row","Portrait","DialogueStyle","bool","rid","Gender","bool"
374,"Metadata/NPC/League/Synthesis/SynthesisVenariusHub","Cavas, Forgotten Spirit","Cavas, l'Esprit immémoré","Cavas, Vergessener Geist","忘れ去られた霊、カーヴァス","잊혀진 영혼 카바스","Cavas, Espírito Esquecido","Кавас, позабытый дух","Cavas, Espíritu Olvidado","คาวาส วิญญาณผู้ถูกลืม","被遺忘之魂卡維斯","Metadata/NPC/NPC","","","Cavas","Cavas","Cavas","カーヴァス","카바스","Cavas","Кавас","Cavas","คาวาส","卡維斯",0,[91],[92],51796,"","","",1,"","M",""
375,"Metadata/NPC/League/Synthesis/SynthesisZanaHub","Zana, Master Cartographer","Zana, Maître-cartographe","Zana, Meisterkartographin","マスターカートグラファー、ザナ","지도의 대가 자나","Zana, Mestre Cartógrafa","Зана, мастер странствий","Zana, Maestra Cartógrafa","ซานะ มาสเตอร์แห่งแผนที่","製圖大師札娜","Metadata/NPC/NPC","",6,"Zana","Zana","Zana","ザナ","자나","Zana","Зана","Zana","ซานะ","札娜",0,[51],[52],6755,"","","",1,"","F",""
376,"Metadata/Monsters/LeagueSynthesis/SynthesisVenariusBoss","Venarius","Vénarius","Venarius","ヴェナリウス","베나리우스","Venarius","Венарий","Venarius","เวนาริอุส","維那利斯","Metadata/Monsters/LeagueSynthesis/SynthesisVenariusBoss","","","Venarius","Vénarius","Venarius","ヴェナリウス","베나리우스","Venarius","Венарий","Venarius","เวนาริอุส","維那利斯",0,[],[],35248,"","","",1,"","M",""
377,"Metadata/NPC/League/Synthesis/SynthesisVenariusGuardian","Venarius","Vénarius","Venarius","ヴェナリウス","베나리우스","Venarius","Венарий","Venarius","เวนาริอุส","維那利斯","Metadata/NPC/NPC","","","Venarius","Vénarius","Venarius","ヴェナリウス","베나리우스","Venarius","Венарий","Venarius","เวนาริอุส","維那利斯",0,[],[],12873,"","","",1,"","M",""
378,"Metadata/NPC/League/Synthesis/SynthesisVenariusTip","Venarius","Vénarius","Venarius","ヴェナリウス","베나리우스","Venarius","Венарий","Venarius","เวนาริอุส","維那利斯","Metadata/NPC/NPC","","","Venarius","Vénarius","Venarius","ヴェナリウス","베나리우스","Venarius","Венарий","Venarius","เวนาริอุส","維那利斯",0,[],[],44035,"","","",1,"","M",""
379,"Metadata/NPC/League/Synthesis/SynthesisShaperTip","Valdo Caeserius","Valdo Caeserius","Valdo Caeserius","ヴァルド・シーザリアス","발도 캐사리우스","Valdo Caeserius","Валдо Цезерий","Valdo Caeserius","วาลโด คาเซอริอุส","瓦爾多凱瑟里斯","Metadata/NPC/NPC","","","Valdo","Valdo","Valdo","ヴァルド","발도","Valdo","Валдо","Valdo","วาลโด","瓦爾多",0,[],[],14472,"","","",1,"","M",""
380,"Metadata/NPC/League/Synthesis/SynthesisZanaChildTip","Young Zana","Zana enfant","Junge Zana","幼いザナ","어린 자나","Pequena Zana","Маленькая Зана","Zana pequeña","ซานะวัยเยาว์","年輕時的札娜","Metadata/NPC/NPC","","","Young Zana","Zana enfant","Junge Zana","幼いザナ","어린 자나","Pequena Zana","Маленькая Зана","Zana pequeña","ซานะวัยเยาว์","年輕時的札娜",0,[],[],26326,"","","",1,"","F",""
381,"Metadata/NPC/League/Synthesis/SynthesisZanaWild","Zana, Master Cartographer","Zana, Maître-cartographe","Zana, Meisterkartographin","マスターカートグラファー、ザナ","지도의 대가 자나","Zana, Mestre Cartógrafa","Зана, мастер странствий","Zana, Maestra Cartógrafa","ซานะ มาสเตอร์แห่งแผนที่","製圖大師札娜","Metadata/NPC/NPC","",6,"Zana","Zana","Zana","ザナ","자나","Zana","Зана","Zana","ซานะ","札娜",0,[51],[52],46042,"","","",1,"","F",""
382,"Metadata/NPC/League/Synthesis/SynthesisZanaTip","Zana, Master Cartographer","Zana, Maître-cartographe","Zana, Meisterkartographin","マスターカートグラファー、ザナ","지도의 대가 자나","Zana, Mestre Cartógrafa","Зана, мастер странствий","Zana, Maestra Cartógrafa","ซานะ มาสเตอร์แห่งแผนที่","製圖大師札娜","Metadata/NPC/NPC","",6,"Zana","Zana","Zana","ザナ","자나","Zana","Зана","Zana","ซานะ","札娜",0,[51],[52],10033,"","","",1,"","F",""
383,"Metadata/NPC/League/Synthesis/SynthesisCavasTip","Cavas, Forgotten Spirit","Cavas, l'Esprit immémoré","Cavas, Vergessener Geist","忘れ去られた霊、カーヴァス","잊혀진 영혼 카바스","Cavas, Espírito Esquecido","Кавас, позабытый дух","Cavas, Espíritu Olvidado","คาวาส วิญญาณผู้ถูกลืม","被遺忘之魂卡維斯","Metadata/NPC/NPC","","","Cavas","Cavas","Cavas","カーヴァス","카바스","Cavas","Кавас","Cavas","คาวาส","卡維斯",0,[],[],41857,"","","",1,"","M",""
384,"Metadata/Monsters/LegionLeague/LegionKaruiGeneral","Queen Hyrri Ngamaku","Reine Hyrri Ngamaku","Königin Hyrri Ngamaku","ハイリ・ナマク女王","하이리 나마쿠 여왕","Rainha Hyrri Ngamaku","Вождь Хайрри Нгамаку","Reina Hyrri Ngamaku","ราชินีไฮรี งามาคู","西里娜馬庫女王","Metadata/NPC/NPC","","","Hyrri Ngamaku","Hyrri Ngamaku","Hyrri Ngamaku","ハイリ・ナマク","하이리 나마쿠","Hyrri Ngamaku","Хайрри Нгамаку","Hyrri Ngamaku","ไฮรี งามาคู","西里娜馬庫",0,[],[],59123,"","","",1,"","F",""
385,"Metadata/Monsters/LegionLeague/LegionEternalEmpireGeneral","General Marceus Lioneye","Général Marcéus Œil de Lion","General Marceus Löwenauge","マルセウス・ライオンアイ将軍","마세우스 라이온아이 장군","General Marceus Lioneye","Генерал Марк Львиный Глаз","General Marceus Lioneye","นายพลมาร์เซอัส ไลออนอาย","穆希爾斯．獅眼將軍","Metadata/NPC/NPC","","","Marceus Lioneye","Marcéus Œil de Lion","Marceus Löwenauge","マルセウス・ライオンアイ","마세우스 라이온아이","Marceus Lioneye","Марк Львиный Глаз","Marceus Lioneye","มาร์เซอัส ไลออนอาย","穆希爾斯．獅眼",0,[],[],60624,"","","",1,"","M",""
386,"Metadata/Monsters/LegionLeague/LegionMarakethGeneral","Aukuna, the Black Sekhema","Aukuna, la Sekhema noire","Aukuna, die Schwarze Sekhema","黒いセケマ、アウクナ","검은 세케마 아우카나","Aukana, a Sekhema Negra","Аукуна, Чёрная сехема","Aukuna, la Sekhema Negra","ออคูนา เซ็คเคมาสีดำ","漆黑絲克瑪奧庫納","Metadata/NPC/NPC","","","Aukuna","Aukuna","Aukuna","アウクナ","아우카나","Aukana","Аукуна","Aukuna","ออคูนา","奧庫納",0,[],[],62469,"","","",1,"","F",""
387,"Metadata/Monsters/LegionLeague/LegionMarakethGeneralDismounted","Aukuna, the Black Sekhema","Aukuna, la Sekhema noire","Aukuna, die Schwarze Sekhema","黒いセケマ、アウクナ","검은 세케마 아우카나","Aukana, a Sekhema Negra","Аукуна, Чёрная сехема","Aukuna, la Sekhema Negra","ออคูนา เซ็คเคมาสีดำ","漆黑絲克瑪奧庫納","Metadata/NPC/NPC","","","Aukuna","Aukuna","Aukuna","アウクナ","아우카나","Aukana","Аукуна","Aukuna","ออคูนา","奧庫納",0,[],[],2379,"","","",1,"","F",""
388,"Metadata/Monsters/LegionLeague/LegionTemplarGeneral","Cardinal Sanctus Vox","Cardinal Sanctus Vox","Kardinal Sanctus Vox","枢機卿サンクトゥス・ヴォックス","상투스 복스 추기경","Cardial Sanctus Vox","Кардинал Санктус Вокс","Cardenal Sanctus Vox","พระคาร์ดินัลแซงค์ทัส วอกซ์","大主教桑特斯瓦克斯","Metadata/NPC/NPC","","","Sanctus Vox","Sanctus Vox","Sanctus Vox","サンクトゥス・ヴォックス","상투스 복스","Sanctus Vox","Санктус Вокс","Sanctus Vox","แซงค์ทัส วอกซ์","桑特斯瓦克斯",0,[],[],59481,"","","",1,"","M",""
389,"Metadata/Monsters/LegionLeague/LegionVaalGeneral","Viper Napuatzi","Napuatzi la Vipère","Viper Napuatzi","ヴァイパー・ナプアツィ","바이퍼 나푸앗지","Víbora Napuatzi","Гадюка Напуаци","Viper Napuatzi","อสรพิษนาปวดซี","邪魔毒蛇納普阿茲","Metadata/NPC/NPC","","","Viper Napuatzi","Napuatzi la Vipère","Viper Napuatzi","ヴァイパー・ナプアツィ","바이퍼 나푸앗지","Víbora Napuatzi","Гадюка Напуаци","Viper Napuatzi","อสรพิษนาปวดซี","邪魔毒蛇納普阿茲",0,[],[],11639,"","","",1,"","F",""
390,"Metadata/NPC/Info/CraftingBenchPlaceholder","Crafting Bench","Établi d'artisanat","Werkbank","クラフトベンチ","작업대","Mesa de Criação","Верстак","Mesa de fabricación","โต๊ะคราฟท์","工藝台","Metadata/NPC/NPC","","","","","","","","","","","","",0,[],[],8647,"","","",1,"","",""
391,"Metadata/NPC/League/Blight/BlightBuilder","Sister Cassia","Sœur Cassia","Schwester Cassia","シスターカシア","수녀 카시아","Irmã Cassia","Сестра Кассия","Hermana Cassia","แม่ชีแคสเซีย","修女卡西亞","Metadata/NPC/NPC","","","Cassia","Cassia","Cassia","カシア","카시아","Cassia","Кассия","Cassia","แคสเซีย","卡西亞",0,[93],[94],30781,"","",1,1,"","F",""
392,"Metadata/Monsters/Masters/BlightBuilderWild","Sister Cassia","Sœur Cassia","Schwester Cassia","シスターカシア","수녀 카시아","Irmã Cassia","Сестра Кассия","Hermana Cassia","แม่ชีแคสเซีย","修女卡西亞","Metadata/Monsters/Masters/BlightBuilderWild","","","Cassia","Cassia","Cassia","カシア","카시아","Cassia","Кассия","Cassia","แคสเซีย","卡西亞",0,[93],[94],2007,"","","",1,"","F",""
393,"Metadata/NPC/League/Blight/BlightBuilderHideout","Sister Cassia","Sœur Cassia","Schwester Cassia","シスターカシア","수녀 카시아","Irmã Cassia","Сестра Кассия","Hermana Cassia","แม่ชีแคสเซีย","修女卡西亞","Metadata/NPC/NPC","","","Cassia","Cassia","Cassia","カシア","카시아","Cassia","Кассия","Cassia","แคสเซีย","卡西亞",0,[93],[94],27459,"","",1,1,"","F",""
394,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPC","Tane Octavius","Tane Octavius","Tane Octavius","ターネ・オクテヴィウス","테인 옥타비우스","Tane Octavius","Танэ Октавиус","Tane Octavius","ทาเน อ็อกเทเวียส","塔恩．奧克塔維斯","Metadata/NPC/League/Metamorphosis/MetamorphosisNPC","","","Tane","Tane","Tane","ターネ","테인","Tane","Танэ","Tane","ทาเน","塔恩",0,[95],[96],20466,"","",1,1,"","M",""
395,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHub","Tane Octavius","Tane Octavius","Tane Octavius","ターネ・オクテヴィウス","테인 옥타비우스","Tane Octavius","Танэ Октавиус","Tane Octavius","ทาเน อ็อกเทเวียส","塔恩．奧克塔維斯","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHub","","","Tane","Tane","Tane","ターネ","테인","Tane","Танэ","Tane","ทาเน","塔恩",0,[95],[96],39488,"","","",1,"","M",""
396,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCWild","Tane Octavius","Tane Octavius","Tane Octavius","ターネ・オクテヴィウス","테인 옥타비우스","Tane Octavius","Танэ Октавиус","Tane Octavius","ทาเน อ็อกเทเวียส","塔恩．奧克塔維斯","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCWild","","","Tane","Tane","Tane","ターネ","테인","Tane","Танэ","Tane","ทาเน","塔恩",0,[95],[96],37370,"","","",1,"","M",""
397,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHideout","Tane Octavius","Tane Octavius","Tane Octavius","ターネ・オクテヴィウス","테인 옥타비우스","Tane Octavius","Танэ Октавиус","Tane Octavius","ทาเน อ็อกเทเวียส","塔恩．奧克塔維斯","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHideout","","","Tane","Tane","Tane","ターネ","테인","Tane","Танэ","Tane","ทาเน","塔恩",0,[95],[96],7350,"","",1,1,"","M",""
398,"Metadata/NPC/League/Harvest/HarvestNPCGardenTutorial","Oshabi","Oshabi","Oshabi","オシャービ","오샤비","Oshabi","Ошаби","Oshabi","โอชาบิ","奧莎比","Metadata/NPC/NPC","","","Oshabi","Oshabi","Oshabi","オシャービ","오샤비","Oshabi","Ошаби","Oshabi","โอชาบิ","奧莎比",0,[130],[131],58245,"","",1,1,"","F",""
399,"Metadata/Monsters/AtlasExiles/AtlasExile1","Baran, the Crusader","Baran, le Croisé","Baran der Kreuzritter","クルセイダー、バラン","십자군 바란","Baran, o Cruzado","Бэран, Крестоносец","Baran, el Cruzado","บาราน ผู้พิชิตอธรรม","聖戰軍王．巴倫","Metadata/NPC/NPC","","","Baran","Baran","Baran","バラン","바란","Baran","Бэран","Baran","บาราน","巴倫",0,[],[],58858,"","","",1,"","M",""
400,"Metadata/Monsters/AtlasExiles/AtlasExile2","Veritania, the Redeemer","Véritania, la Rédemptrice","Veritania die Erlöserin","リディーマー、ヴェリタニア","대속자 베리타니아","Veritania, a Redentora","Веритания, Избавительница","Veritania, la Redentora","เวริทาเนีย ผู้พิชิตบาป","救贖者．維羅提尼亞","Metadata/NPC/NPC","","","Veritania","Véritania","Veritania","ヴェリタニア","베리타니아","Veritania","Веритания","Veritania","เวริทาเนีย","維羅提尼亞",0,[],[],18316,"","","",1,"","F",""
401,"Metadata/Monsters/AtlasExiles/AtlasExile3","Al-Hezmin, the Hunter","Al-Hezmin, le Chasseur","Al-Hezmin der Jäger","ハンター、アルヘズミン","사냥꾼 알-헤즈민","Al-Hezmin, o Caçador","Аль-Хезмин, Охотник","Al-Hezmin, el Cazador","อัล-เฮซมิน ผู้พิชิตเหยื่อ","狩獵者．奧赫茲明","Metadata/NPC/NPC","","","Al-Hezmin","Al-Hezmin","Al-Hezmin","アルヘズミン","알-헤즈민","Al-Hezmin","Аль-Хезмин","Al-Hezmin","อัล-เฮซมิน","奧赫茲明",0,[],[],26968,"","","",1,"","M",""
402,"Metadata/Monsters/AtlasExiles/AtlasExile4","Drox, the Warlord","Drox, le Seigneur de guerre","Drox der Kriegsfürst","ウォーロード、ドロクス","전쟁군주 드록스","Drox, o Senhor da Guerra","Дрокс, Вождь","Drox, el Jefe de guerra","ดร็อกซ์ ผู้พิชิตศึก","總督軍．圖拉克斯","Metadata/NPC/NPC","","","Drox","Drox","Drox","ドロクス","드록스","Drox","Дрокс","Drox","ดร็อกซ์","圖拉克斯",0,[],[],34251,"","","",1,"","M",""
403,"Metadata/Monsters/AtlasExiles/AtlasExile5","Sirus, Awakener of Worlds","Sirus, l'Éveilleur de Mondes","Sirus, Erwecker der Welten","世界を覚醒させる者、シラス","세계의 각성자 사이러스","Sirus, Precursor de Mundos","Сирус, Пробудитель миров","Sirus, Despertador de Mundos","ไซรัส ผู้ทำให้โลกตื่น","喚世者．賽勒斯","Metadata/NPC/NPC","","","Sirus","Sirus","Sirus","シラス","사이러스","Sirus","Сирус","Sirus","ไซรัส","賽勒斯",0,[],[],9474,"","","",1,"","M",""
404,"Metadata/NPC/Epilogue/AtlasExile5PortalEscape","Sirus, Awakener of Worlds","Sirus, l'Éveilleur de Mondes","Sirus, Erwecker der Welten","世界を覚醒させる者、シラス","세계의 각성자 사이러스","Sirus, Precursor de Mundos","Сирус, Пробудитель миров","Sirus, Despertador de Mundos","ไซรัส ผู้ทำให้โลกตื่น","喚世者．賽勒斯","Metadata/NPC/NPC","","","Sirus","Sirus","Sirus","シラス","사이러스","Sirus","Сирус","Sirus","ไซรัส","賽勒斯",0,[],[],56460,"","","",1,"","M",""
405,"Metadata/Monsters/AtlasExiles/AtlasExile5Intruder","Sirus, Awakener of Worlds","Sirus, l'Éveilleur de Mondes","Sirus, Erwecker der Welten","世界を覚醒させる者、シラス","세계의 각성자 사이러스","Sirus, Precursor de Mundos","Сирус, Пробудитель миров","Sirus, Despertador de Mundos","ไซรัส ผู้ทำให้โลกตื่น","喚世者．賽勒斯","Metadata/NPC/NPC","","","Sirus","Sirus","Sirus","シラス","사이러스","Sirus","Сирус","Sirus","ไซรัส","賽勒斯",0,[],[],51811,"","","",1,"","M",""
