"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement"
6159,"Metadata/Items/Gems/SupportGemMulticast",19,1,1,"Spell Echo Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],34,1,8475,-1218644428,[],"","","",[],[],"","","","","","","",[]
6160,"Metadata/Items/Gems/SupportGemMeleeSplash",19,1,1,"Melee Splash Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],34,1,8476,-2017438073,[],"","","",[],[],"","","","","","","",[]
6161,"Metadata/Items/Gems/SupportGemPowerChargeOnCrit",19,1,1,"Power Charge On Critical Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],34,1,8477,-1188131884,[],"","","",[],[],"","","","","","","",[]
6162,"Metadata/Items/Gems/SkillGemSearingBond",18,1,1,"Searing Bond","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],34,1,8965,-1740796437,[8659],"","","",[],[],"","","","","","","",[]
6163,"Metadata/Items/Gems/SupportGemIncreasedBurningDamage",19,1,1,"Burning Damage Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],34,1,8979,19679479,[],"","","",[],[],"","","","","","","",[]
6164,"Metadata/Items/Gems/SupportGemSummonElementalResistance",19,1,1,"Elemental Army Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],34,1,8980,-445264593,[],"","","",[],[],"","","","","","","",[]
6165,"Metadata/Items/Gems/SupportGemCurseOnHit",19,1,1,"Hextouch Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],34,1,8491,-1411370827,[],"","","",[],[],"","","","","","","",[]
6166,"Metadata/Items/Gems/SkillGemReave",18,1,1,"Reave","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],34,1,8479,140704854,[8659],"","","",[],[],"","","","","","","",[]
6167,"Metadata/Items/Gems/SupportGemCastOnCrit",19,1,1,"Cast On Critical Strike Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],34,1,8486,826020281,[],"","","",[],[],"","","","","","","",[]
6168,"Metadata/Items/Gems/SupportGemCastOnKill",19,1,1,"Cast on Melee Kill Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],34,1,8489,-712499690,[],"","","",[],[],"","","","","","","",[]
6169,"Metadata/Items/Gems/SupportGemMultiTrap",19,1,1,"Multiple Traps Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],34,1,8482,-981354202,[],"","","",[],[],"","","","","","","",[]
6170,"Metadata/Items/Gems/SupportGemAdditionalLevel",19,1,1,"Empower Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[167],34,1,8480,-361035638,[],"","","",[],[],"","","","","","","",[]
6171,"Metadata/Items/Gems/SkillGemLightningTrap",18,1,1,"Lightning Trap","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],34,1,8483,1719396053,[8659],"","","",[],[],"","","","","","","",[]
6172,"Metadata/Items/Gems/SkillGemSmokeMine",18,1,1,"Smoke Mine","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[],34,1,8484,-1641925341,[8659],"","","",[],[],"","","","","","","",[]
6173,"Metadata/Items/Gems/SupportGemEnduranceChargeOnMeleeStun",19,1,1,"Endurance Charge on Melee Stun Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],34,1,8485,1251682852,[],"","","",[],[],"","","","","","","",[]
6174,"Metadata/Items/Gems/SkillGemAnimateArmour",18,1,1,"Animate Guardian","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],34,1,8495,1054804946,[8659],"","","",[],[],"","","","","","","",[]
6175,"Metadata/Items/Gems/SkillGemThrownWeapon",18,1,1,"Spectral Throw","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",34,1,8494,941009607,[8659],"","","",[],[],"","","","","","","",[]
6176,"Metadata/Items/Gems/SupportGemSlowerProjectiles",19,1,1,"Slower Projectiles Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],34,1,8493,663883068,[],"","","",[],[],"","","","","","","",[]
6177,"Metadata/Items/Gems/SupportGemReducedDuration",19,1,1,"Less Duration Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],34,1,8492,-70177887,[],"","","",[],[],"","","","","","","",[]
6178,"Metadata/Items/Gems/SupportGemCastOnDeath",19,1,1,"Cast on Death Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],34,1,8487,-1400014233,[],"","","",[],[],"","","","","","","",[]
6179,"Metadata/Items/Gems/SupportGemCastOnDamageTaken",19,1,1,"Cast when Damage Taken Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],34,1,8488,-1452362605,[],"","","",[],[],"","","","","","","",[]
6180,"Metadata/Items/Gems/SupportGemCastOnStunned",19,1,1,"Cast when Stunned Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],34,1,8490,-983933712,[],"","","",[],[],"","","","","","","",[]
6181,"Metadata/Items/Gems/SkillGemAnimateWeapon",18,1,1,"Animate Weapon","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],34,1,8496,1924544431,[8659],"","","",[],[],"","","","","","","",[]
6182,"Metadata/Items/Gems/SupportGemAdditionalQuality",19,1,1,"Enhance Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[167],34,1,8498,-650111402,[],"","","",[],[],"","","","","","","",[]
6183,"Metadata/Items/Gems/SkillGemFireResistAura",18,1,1,"Purity of Fire","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8501,-1599485211,[8659],"","","",[],[],"","","","","","","",[]
6184,"Metadata/Items/Gems/SkillGemVaalFireResistAura",18,1,1,"Vaal Impurity of Fire","Metadata/Items/Gems/ActiveSkillGem",24,"",[],2,"",[698],34,1,8502,-322327809,[8659],"","","",[],[],"","","","","","","",[]
6185,"Metadata/Items/Gems/SkillGemColdResistAura",18,1,1,"Purity of Ice","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8499,-319448294,[8659],"","","",[],[],"","","","","","","",[]
6186,"Metadata/Items/Gems/SkillGemVaalColdResistAura",18,1,1,"Vaal Impurity of Ice","Metadata/Items/Gems/ActiveSkillGem",24,"",[],2,"",[698],34,1,8500,-150028874,[8659],"","","",[],[],"","","","","","","",[]
6187,"Metadata/Items/Gems/SkillGemLightningResistAura",18,1,1,"Purity of Lightning","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8503,274891108,[8659],"","","",[],[],"","","","","","","",[]
6188,"Metadata/Items/Gems/SkillGemVaalLightningResistAura",18,1,1,"Vaal Impurity of Lightning","Metadata/Items/Gems/ActiveSkillGem",24,"",[],2,"",[698],34,1,8504,-187017473,[8659],"","","",[],[],"","","","","","","",[]
6189,"Metadata/Items/Gems/SkillGemStormCall",18,1,1,"Storm Call","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],34,1,8505,-186375746,[8659],"","","",[],[],"","","","","","","",[]
6190,"Metadata/Items/Gems/SkillGemFlameblast",18,1,1,"Flameblast","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],34,1,8509,-1866081708,[8659],"","","",[],[],"","","","","","","",[]
6191,"Metadata/Items/Gems/SkillGemBarrage",18,1,1,"Barrage","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],34,1,8506,1017849544,[8659],"","","",[],[],"","","","","","","",[]
6192,"Metadata/Items/Gems/SkillGemBallLightning",18,1,1,"Ball Lightning","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],34,1,8546,609531350,[8659],"","","",[],[],"","","","","","","",[]
6193,"Metadata/Items/Gems/SkillGemVortexMine",18,1,1,"Vortex Mine","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],34,0,8484,287254081,[8659],"","","",[],[],"","","","","","","",[]
6194,"Metadata/Items/Gems/SkillGemInfernalSwarm",18,1,1,"Wildfire","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],34,0,8547,12610618,[8659],"","","",[],[],"","","","","","","",[]
6195,"Metadata/Items/Gems/SupportGemPhysicalProjectileAttackDamage",19,1,1,"Vicious Projectiles Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],34,1,8507,-1615819215,[],"","","",[],[],"","","","","","","",[]
6196,"Metadata/Items/Gems/SkillGemSummonRagingSpirit",18,1,1,"Summon Raging Spirit","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],34,1,8508,-726287317,[8659],"","","",[],[],"","","","","","","",[]
6197,"Metadata/Items/Gems/SkillGemFlameWhip",18,1,1,"Flame Surge","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],34,1,8922,-1355727423,[8659],"","","",[],[],"","","","","","","",[]
6198,"Metadata/Items/Gems/SupportGemAdditionalXP",19,1,1,"Enlighten Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[167],34,1,9239,678620926,[],"","","",[],[],"","","","","","","",[]
6199,"Metadata/Items/Gems/SkillGemDesecrate",18,1,1,"Desecrate","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],34,1,8510,-637541566,[8659],"","","",[],[],"","","","","","","",[]
6200,"Metadata/Items/Gems/SkillGemFleshOffering",18,1,1,"Flesh Offering","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],34,1,8511,-46369219,[8659],"","","",[],[],"","","","","","","",[]
6201,"Metadata/Items/Gems/SkillGemBoneOffering",18,1,1,"Bone Offering","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],34,1,8512,261433704,[8659],"","","",[],[],"","","","","","","",[]
6202,"Metadata/Items/Gems/SkillGemSpiritOffering",18,1,1,"Spirit Offering","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],34,1,8513,-1738598902,[8659],"","","",[],[],"","","","","","","",[]
6203,"Metadata/Items/Gems/SkillGemGlacialCascade",18,1,1,"Glacial Cascade","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],34,1,8514,348307009,[8659],"","","",[],[],"","","","","","","",[]
6204,"Metadata/Items/Gems/SkillGemConvocation",18,1,1,"Convocation","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8515,66358578,[8659],"","","",[],[],"","","","","","","",[]
6205,"Metadata/Items/Gems/SkillGemVaalFireball",18,1,1,"Vaal Fireball","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"","[301,698]",34,1,8533,1468433887,[8659],"","","",[],[],"","","","","","","",[]
6206,"Metadata/Items/Gems/SkillGemVaalArc",18,1,1,"Vaal Arc","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[698],34,1,8518,-1236773275,[8659],"","","",[],[],"","","","","","","",[]
6207,"Metadata/Items/Gems/SkillGemVaalSpark",18,1,1,"Vaal Spark","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"","[301,698]",34,1,8517,-1314979689,[8659],"","","",[],[],"","","","","","","",[]
6208,"Metadata/Items/Gems/SkillGemVaalBurningArrow",18,1,1,"Vaal Burning Arrow","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"","[301,698]",34,1,8525,-333130529,[8659],"","","",[],[],"","","","","","","",[]
6209,"Metadata/Items/Gems/SkillGemVaalMoltenShell",18,1,1,"Vaal Molten Shell","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"","[301,698]",34,1,8529,411888800,[8659],"","","",[],[],"","","","","","","",[]
6210,"Metadata/Items/Gems/SkillGemVaalLightningWarp",18,1,1,"Vaal Lightning Warp","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[698],34,0,8516,-1132781901,[8659],"","","",[],[],"","","","","","","",[]
6211,"Metadata/Items/Gems/SkillGemVaalImmortalCall",18,1,1,"Vaal Immortal Call","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[698],34,1,8527,1924032096,[8659],"","","",[],[],"","","","","","","",[]
6212,"Metadata/Items/Gems/SkillGemVaalPowerSiphon",18,1,1,"Vaal Power Siphon","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[698],34,1,8519,-1732271747,[8659],"","","",[],[],"","","","","","","",[]
6213,"Metadata/Items/Gems/SkillGemVaalCyclone",18,1,1,"Vaal Cyclone","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[698],34,1,8523,241413875,[8659],"","","",[],[],"","","","","","","",[]
6214,"Metadata/Items/Gems/SkillGemVaalIceNova",18,1,1,"Vaal Ice Nova","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[698],34,1,8531,1109837777,[8659],"","","",[],[],"","","","","","","",[]
6215,"Metadata/Items/Gems/SkillGemWandTeleport",18,1,1,"Wand Teleport","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],34,0,8531,-1617896360,[8659],"","","",[],[],"","","","","","","",[]
6216,"Metadata/Items/Gems/SkillGemVaalDetonateDead",18,1,1,"Vaal Detonate Dead","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"","[301,698]",34,1,8520,669559427,[8659],"","","",[],[],"","","","","","","",[]
6217,"Metadata/Items/Gems/SkillGemVaalGroundSlam",18,1,1,"Vaal Ground Slam","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"","[301,698]",34,1,8526,-2075549007,[8659],"","","",[],[],"","","","","","","",[]
6218,"Metadata/Items/Gems/SkillGemVaalRainOfArrows",18,1,1,"Vaal Rain of Arrows","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[698],34,1,8524,2143647376,[8659],"","","",[],[],"","","","","","","",[]
6219,"Metadata/Items/Gems/SkillGemVaalColdSnap",18,1,1,"Vaal Cold Snap","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[698],34,1,8532,1886559473,[8659],"","","",[],[],"","","","","","","",[]
6220,"Metadata/Items/Gems/SkillGemVaalThrownWeapon",18,1,1,"Vaal Spectral Throw","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"","[301,698]",34,1,8530,1787544745,[8659],"","","",[],[],"","","","","","","",[]
6221,"Metadata/Items/Gems/SkillGemVaalLightningStrike",18,1,1,"Vaal Lightning Strike","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[698],34,1,8522,1912411541,[8659],"","","",[],[],"","","","","","","",[]
6222,"Metadata/Items/Gems/SkillGemVaalHeavyStrike",18,1,1,"Vaal Heavy Strike","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"","[301,698]",34,0,8528,-2023988894,[8659],"","","",[],[],"","","","","","","",[]
6223,"Metadata/Items/Gems/SkillGemVaalDoubleStrike",18,1,1,"Vaal Double Strike","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"","[301,698]",34,1,8534,1128737436,[8659],"","","",[],[],"","","","","","","",[]
6224,"Metadata/Items/Gems/SkillGemVaalGlacialHammer",18,1,1,"Vaal Glacial Hammer","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"","[301,698]",34,1,8521,-1755167870,[8659],"","","",[],[],"","","","","","","",[]
6225,"Metadata/Items/Gems/SkillGemVaalSummonSkeletons",18,1,1,"Vaal Summon Skeletons","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[698],34,1,8535,-382388388,[8659],"","","",[],[],"","","","","","","",[]
6226,"Metadata/Items/Gems/SkillGemVaalStormCall",18,1,1,"Vaal Storm Call","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[698],34,1,8536,-1792763524,[8659],"","","",[],[],"","","","","","","",[]
6227,"Metadata/Items/Gems/SupportGemBlockChanceReduction",19,1,1,"Block Chance Reduction Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],34,1,8543,-367249967,[],"","","",[],[],"","","","","","","",[]
6228,"Metadata/Items/Gems/SkillGemVaalReave",18,1,1,"Vaal Reave","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[698],34,1,8537,-1506872361,[8659],"","","",[],[],"","","","","","","",[]
6229,"Metadata/Items/Gems/SkillGemMoltenStrike",18,1,1,"Molten Strike","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",34,1,8544,1291753570,[8659],"","","",[],[],"","","","","","","",[]
6230,"Metadata/Items/Gems/SkillGemVaalClarity",18,1,1,"Vaal Clarity","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[698],34,1,8540,372624185,[8659],"","","",[],[],"","","","","","","",[]
6231,"Metadata/Items/Gems/SkillGemVaalGrace",18,1,1,"Vaal Grace","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[698],34,1,8541,1093081173,[8659],"","","",[],[],"","","","","","","",[]
6232,"Metadata/Items/Gems/SkillGemVaalDiscipline",18,1,1,"Vaal Discipline","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[698],34,1,8539,1284359239,[8659],"","","",[],[],"","","","","","","",[]
6233,"Metadata/Items/Gems/SkillGemVaalHaste",18,1,1,"Vaal Haste","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[698],34,1,8538,1807222928,[8659],"","","",[],[],"","","","","","","",[]
6234,"Metadata/Items/Gems/SkillGemVaalFireTrap",18,1,1,"Vaal FireTrap","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[698],34,0,8454,-924120391,[8659],"","","",[],[],"","","","","","","",[]
6235,"Metadata/Items/Gems/SkillGemVaalSweep",18,1,1,"Vaal Sweep","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[698],34,0,8318,-1181619496,[8659],"","","",[],[],"","","","","","","",[]
6236,"Metadata/Items/Gems/SkillGemVaalRighteousFire",18,1,1,"Vaal Righteous Fire","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[698],34,1,8548,-1586029181,[8659],"","","",[],[],"","","","","","","",[]
6237,"Metadata/Items/Gems/SkillGemVaalPortal",18,1,1,"Vaal Breach","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"","[167,698]",34,1,11944,1560063741,[8659],"","","",[],[],"","","","","","","",[]
6238,"Metadata/Items/Gems/SkillGemComboStrike",18,1,1,"...","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],34,0,8380,1699209995,[8659],"","","",[],[],"","","","","","","",[]
6239,"Metadata/Items/Gems/SkillGemVaalFlameblast",18,1,1,"Vaal Flameblast","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[698],34,1,8542,1722906697,[8659],"","","",[],[],"","","","","","","",[]
6240,"Metadata/Items/Gems/SkillGemFireNovaMine",18,1,1,"Pyroclast Mine","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],34,1,8667,21896890,[8659],"","","",[],[],"","","","","","","",[]
6241,"Metadata/Items/Gems/SkillGemTornadoShot",18,1,1,"Tornado Shot","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],34,1,8550,-208386437,[8659],"","","",[],[],"","","","","","","",[]
6242,"Metadata/Items/Gems/SkillGemVaalLightningTrap",18,1,1,"Vaal Lightning Trap","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[698],34,1,8545,814624672,[8659],"","","",[],[],"","","","","","","",[]
6243,"Metadata/Items/Gems/SupportGemGenerosity",19,1,1,"Generosity Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],34,1,8549,1892604624,[],"","","",[],[],"","","","","","","",[]
6244,"Metadata/Items/Gems/SkillGemHeraldOfBlood",18,1,1,"Herald of Blood","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],34,0,8553,-1035465641,[8659],"","","",[],[],"","","","","","","",[]
6245,"Metadata/Items/Gems/SkillGemHeraldOfAsh",18,1,1,"Herald of Ash","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],34,1,8553,-481826341,[8659],"","","",[],[],"","","","","","","",[]
6246,"Metadata/Items/Gems/SkillGemHeraldOfIce",18,1,1,"Herald of Ice","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],34,1,8552,1012816434,[8659],"","","",[],[],"","","","","","","",[]
6247,"Metadata/Items/Gems/SkillGemHeraldOfThunder",18,1,1,"Herald of Thunder","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],34,1,8554,400925501,[8659],"","","",[],[],"","","","","","","",[]
6248,"Metadata/Items/Gems/SkillGemHeraldOfAgony",18,1,1,"Herald of Agony","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],34,1,8555,1547115414,[8659],"","","",[],[],"","","","","","","",[]
6249,"Metadata/Items/Gems/SkillGemHeraldOfPurity",18,1,1,"Herald of Purity","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],34,1,8556,-558644880,[8659],"","","",[],[],"","","","","","","",[]
6250,"Metadata/Items/Gems/SkillGemPoachersMark",18,1,1,"Poacher's Mark","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],34,1,8551,-783612531,[8659],"","","",[],[],"","","","","","","",[]
6251,"Metadata/Items/Gems/SkillGemLightningTendrils",18,1,1,"Lightning Tendrils","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[],34,1,8557,-2001930281,[8659],"","","",[],[],"","","","","","","",[]
6252,"Metadata/Items/Gems/SkillGemLightningTendrilsChannelled",18,1,1,"Lightning Tendrils","Metadata/Items/Gems/ActiveSkillGem",5,665,[],1,"","[300,301]",34,0,8557,-1654714481,[8659],"","","",[],[],"","","","","","","",[]
6253,"Metadata/Items/Gems/SkillGemLightningCircle",18,1,1,"Lightning Circle","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],34,0,8384,-2061686106,[8659],"","","",[],[],"","","","","","","",[]
6254,"Metadata/Items/Gems/SkillGemLightningChannel",18,1,1,"Lightning Channel","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],34,0,8424,-1400015289,[8659],"","","",[],[],"","","","","","","",[]
6255,"Metadata/Items/Gems/SkillGemMirrorArrow",18,1,1,"Mirror Arrow","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[],34,1,8564,-1462111562,[8659],"","","",[],[],"","","","","","","",[]
6256,"Metadata/Items/Gems/SkillGemBlinkArrow",18,1,1,"Blink Arrow","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[],34,1,8565,1206046931,[8659],"","","",[],[],"","","","","","","",[]
6257,"Metadata/Items/Gems/SkillGemKineticBlast",18,1,1,"Kinetic Blast","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],34,1,8559,391040268,[8659],"","","",[],[],"","","","","","","",[]
6258,"Metadata/Items/Gems/SkillGemTouchOfGod",18,1,1,"Touch of God","Metadata/Items/Gems/ActiveSkillGem",31,"",[],1,"",[],34,0,8319,-577942498,[8659],"","","",[],[],"","","","","","","",[]
6259,"Metadata/Items/Gems/SupportGemPhysicalToLightning",19,1,1,"Physical to Lightning Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],34,1,8558,817697514,[],"","","",[],[],"","","","","","","",[]
6260,"Metadata/Items/Gems/SkillGemSummonChaosGolem",18,1,1,"Summon Chaos Golem","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],34,1,8566,1596619748,[8659],"","","",[],[],"","","","","","","",[]
6261,"Metadata/Items/Gems/SkillGemSummonIceGolem",18,1,1,"Summon Ice Golem","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],34,1,8568,848725211,[8659],"","","",[],[],"","","","","","","",[]
6262,"Metadata/Items/Gems/SkillGemSummonFlameGolem",18,1,1,"Summon Flame Golem","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],34,1,8567,-863650631,[8659],"","","",[],[],"","","","","","","",[]
6263,"Metadata/Items/Gems/SkillGemSummonLightningGolem",18,1,1,"Summon Lightning Golem","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],34,1,8614,1226070125,[8659],"","","",[],[],"","","","","","","",[]
6264,"Metadata/Items/Gems/SupportGemBlasphemy",19,1,1,"Blasphemy Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],34,1,8592,1496371093,[],"","","",[],[],"","","","","","","",[]
