"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText (English)","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect"," (English)"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","i32","i32","i32","i32","i32","bool","[rid]","i32","[rid]","bool"
2265,"poisonspells_chance2769","Art/2DArt/SkillIcons/passives/castspeed.dds","[3361,216]",15,3,0,0,45810,"Poison Damage and Cast Speed","Dégâts des Poisons et Vitesse d'incantation","Giftschaden und Zaubergeschwindigkeit","毒ダメージおよびキャストスピード","중독 피해 및 시전 속도","Dano de Envenenamento e Velocidade de Conjuração","Урон от яда и скорость сотворения","Daño de veneno y velocidad de lanzamiento de hechizos","ความเสียหายพิษ และ ความเร็วในการร่าย","中毒傷害和施放速度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2266,"poisonspells_chance2770","Art/2DArt/SkillIcons/passives/castspeed.dds","[3361,216]",15,3,0,0,13168,"Poison Damage and Cast Speed","Dégâts des Poisons et Vitesse d'incantation","Giftschaden und Zaubergeschwindigkeit","毒ダメージおよびキャストスピード","중독 피해 및 시전 속도","Dano de Envenenamento e Velocidade de Conjuração","Урон от яда и скорость сотворения","Daño de veneno y velocidad de lanzamiento de hechizos","ความเสียหายพิษ และ ความเร็วในการร่าย","中毒傷害和施放速度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2267,"poisonspells_notable2771","Art/2DArt/SkillIcons/passives/PoisonSpellsNotable.dds","[11395,11984]",12,-5,0,0,58032,"Serpentine Spellslinger","Crache-sorts serpentin","Listiger Zauberschwinger","猛毒の魔法使い","구불거리는 주문투척","Feiticeiro Sinuoso","Заклинатель змей","Lanzahechizos serpenteante","Serpentine Spellslinger","毒蛇法術回音",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2268,"increased_mana_cost2773","Art/2DArt/SkillIcons/passives/IncreasedManaCostNode.dds","[213,130]",-5,10,0,0,25714,"Mana Regeneration and Increased Mana Cost","Régénération de Mana et Augmentation des coûts en Mana","Manaregeneration und erhöhte Manakosten","マナ自動回復およびマナコスト上昇","마나 재생 및 마나 소모 증가","Regeneração de Mana e Custo de Mana Aumentado","Регенерация маны и повышение затрат маны","Costo de maná aumentado y regeneración de maná","การฟื้นฟูมานา และ เพิ่มค่าใช้งานมานา","魔力回復和增加魔力消耗",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2269,"increased_mana_cost_notable2774","Art/2DArt/SkillIcons/passives/IncreasedManaCostNotable.dds","[128,213,130]",20,-10,15,0,26960,"Forethought","Prévoyance","Voraussicht","用心","원려","Premeditação","Предусмотрительность","Premeditación","Forethought","前瞻性",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2270,"intensify2776_","Art/2DArt/SkillIcons/passives/damagespells.dds",[25],12,0,0,0,48553,"Spell Damage","Dégâts des sorts","Wirkungsbereichsschaden","スペルダメージ","주문 피해","Dano Mágico","Урон чарами","Daño de hechizos","ความเสียหายเวท","法術傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2271,"intensify_notable2777","Art/2DArt/SkillIcons/passives/InfusedFlesh.dds","[9526,124]",18,0,0,0,37403,"Infused Flesh","Chair imprégnée","Gestärkter Körper","注入されし肉体","주입된 육체","Carne Infundida","Заряженная плоть","Carne infundida","Infused Flesh","注入肉體",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2272,"sacred_bastion_keystone2779","Art/2DArt/SkillIcons/passives/SacredBastionKeystone.dds",[12085],1,0,0,0,24720,"Imbalanced Guard","Garde déséquilibrée","Unausgewogene Rüstung","アンバランスガード","불안정한 방어","Guarda Desequilibrada","Несбалансированная защита","Protección desequilibrada","Imbalanced Guard","不平衡守衛",[],1,"","Layer only your most vital areas, child. We have less steel,\r\nbut we are willing to bleed, and that is why we will be victorious.","Ne protégez que vos parties les plus vitales, mon enfant. Nous portons peut-être moins de fer,\r\nmais notre mépris de la souffrance nous conduira à la victoire.","Schütze nur die lebensnotwendigen Bereiche, Kind. Wir haben weniger Stahl, aber sind bereit zu bluten, und genau das wird der Grund für unseren Sieg sein.","子よ、急所だけを覆いなさい。我々の鋼は少ないけれど、\r\n我々には血を流す覚悟がある。だからこそ我々は勝つのです。","가장 필요한 부분만을 방어하라, 아이야. 우리가 가진 강철은 부족할지 몰라도\r\n 기꺼이 피를 흘릴 투지는 충분하니. 그러니 승리는 우리의 것이다.","Proteja apenas suas áreas vitais, criança. Temos menos aço, \r\nmas estamos dispostos a sangrar, e é por isso que seremos vitoriosos.","Дитя, защити только жизненно важные места. На нас меньше стали,\r\nно мы готовы проливать свою кровь, и потому нас ждёт победа.","Cubre solo tus partes más vitales, niño. Tenemos menos acero,\r\npero estamos dispuestos a sangrar, y por eso nos alzaremos con la victoria.","ป้องกัน​แค่​จุด​ตาย​ก็​พอแล้ว​ลูก พวกเรา​มี​เหล็กกล้า​ทำ​เกราะ​เหลือ​ไม่​มาก\r\nแต่​แผล​เล็กน้อย​แค่​นี้​เรา​ยอม​เจ็บ​ได้ และ​นั่น​แหละ​ที่​จะ​ทำให้​พวกเรา​ได้รับ​ชัยชนะ","孩子啊，將對你最重要的部分進行分層。我們沒有多少鋼材，但我們不怕流血，這就是為什麼我們會獲勝。","",7697,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2273,"impaler_keystone2780","Art/2DArt/SkillIcons/passives/ImpaleKeystone.dds",[12078],1,0,0,0,57257,"The Impaler","L'Empaleur","Der Aufspießer","インペイラー","꿰뚫는 자","O Empalador","Пронзатель","El empalador","The Impaler","穿刺者",[],1,"","Punish your enemies with the excessive cruelty of a tyrant,\r\nthen move on without a second thought.","Faites souffrir vos ennemis avec toute la cruauté excessive d'un tyran,\r\npuis passez à autre chose sans y repenser.","Straft Eure Feinde mit der vollen Härte eines Tyrannen und verschwendet anschließend keinen Gedanken mehr an sie.","暴君の残虐さで敵を罰し、振り返らずに進みたまえ。","폭군처럼 잔인무도하게 적을 벌하고,\r\n 뒤도 돌아보지 않고 떠나라.","Puna seus inimigos com crueldade e tirania \r\nexcessiva, então siga em frente sem pestanejar.","Карай врагов с безмерной жестокостью тирана\r\nи без раздумий двигайся дальше.","Castiga a tus enemigos con la crueldad excesiva de un tirano\r\ny luego sigue adelante sin pensártelo dos veces.","ลงโทษ​ศัตรู​ของ​เจ้า​อย่าง​ไม่ปรานี​ดั่ง​เผด็จการ\r\nแล้ว​ทิ้ง​พวก​มัน​อย่าง​ไม่​แยแส","用暴君的殘酷懲罰你的敵人，然後不加思索地繼續前進。","",7697,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2274,"brand_duration_and_damage_2780","Art/2DArt/SkillIcons/passives/Brand2.dds",[8581],12,0,0,0,52655,"Brand Duration","Durée des Symboles","Zeichendauer","ブランド持続時間","낙인 지속시간","Duração de Runas","Длительность клейм","Duración de marcas","ตราเวท - ระยะเวลา","烙印持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2275,"brand_duration_2781","Art/2DArt/SkillIcons/passives/Brand2.dds",[8581],15,0,0,0,4270,"Brand Duration","Durée des Symboles","Zeichendauer","ブランド持続時間","낙인 지속시간","Duração de Runas","Длительность клейм","Duración de marcas","ตราเวท - ระยะเวลา","烙印持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2276,"brand_recall_cooldown_2782","Art/2DArt/SkillIcons/passives/Brand2.dds",[8604],15,0,0,0,35035,"Brand Recall Cooldown Recovery","Vitesse de recharge de Rappel des Symboles","Zeichen zurückrufen und Abklingzeit","ブランドリコールクールダウン短縮","낙인 소환 재사용 대기시간 회복","Recuperação da Recarga do Convocar Runas","Время перезарядки Возврата клейм","Recuperación del tiempo de recarga de Evocar marcas","การฟื้นฟูคูลดาวน์เรียกคืนตราเวท","烙印呼喚冷卻時間恢復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2277,"brand_duration_and_cooldown_notable_2783","Art/2DArt/SkillIcons/passives/Brand2.dds","[8581,8604,8431]",20,20,2,0,64355,"Brand Equity","Équité symbolique","Beständige Zeichen","ブランドイクイティ","낙인 형평성","Equidade de Runas","Равенство клейм","Equidad de marcas","Brand Equity","烙印正義",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2278,"chain_notable_2785","Art/2DArt/SkillIcons/passives/ChainingProjectiles.dds",[11825],30,0,0,0,45329,"Trick Shot","Tir improbable","Kunstschuss","トリックショット","기교 사격","Tiro Ardil","Ловкий выстрел","Disparo habilidoso","Trick Shot","花式射擊",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2279,"fork_notable_2786","Art/2DArt/SkillIcons/passives/ForkingProjectilesNotable.dds",[12063],50,0,0,0,7069,"Split Shot","Tir scindé","Geteilter Schuss","スプリットショット","분할 사격","Tiro Partido","Расколотый выстрел","Disparo dividido","Split Shot","分裂射擊",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2280,"projectiles_fork_2787","Art/2DArt/SkillIcons/passives/projectilespeed.dds",[498],14,0,0,0,64351,"Projectile Damage","Dégâts des Projectiles","Projektilschaden","投射物ダメージ","투사체 피해","Dano de Projéteis","Урон снарядов","Daño de proyectiles","ความเสียหายกระสุน","投射物傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2281,"projectiles_fork_2788","Art/2DArt/SkillIcons/passives/IncreasedProjectileSpeedNode.dds",[12064],50,0,0,0,51953,"Forking Angle","Angle de Scindement","Aufgabelungswinkel","分岐角度","갈래 각도","Ângulo Bifurcado","Угол разветвления","Ángulo de bifurcación","Forking Angle","分裂角度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2282,"projectiles_chain_2789","Art/2DArt/SkillIcons/passives/IncreasedProjectileSpeedNode.dds","[12065,11825]",10,15,0,0,54329,"Damage for Chaining Hits and Chain Distance","Dégâts des projectiles qui Ricochent et Distance des Ricochets","Schaden für verkettende Treffer und Verkettungsreichweite","連鎖後ダメージおよび連鎖距離","연쇄 명중 피해 및 연쇄 거리","Dano para Acertos Ricocheteados e Distância do Ricochete","Урон по цепи и дальность удара по цепи","Daño por encadenar golpes y distancia de encadenamiento","ความเสียหายของการปะทะที่ชิ่ง และ ระยะชิ่ง","連鎖擊中和連鎖距離傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2283,"projectiles_pierce_2790","Art/2DArt/SkillIcons/passives/IncreasedProjectileSpeedNode.dds",[7122],6,0,0,0,43807,"Projectile Damage per Enemy Pierced","Dégâts des Projectiles par ennemi Transpercé","Projektilschaden pro durchbohrtem Gegner","貫通ごとの投射物ダメージ","관통한 적 하나당 투사체 피해","Dano de Projéteis por Inimigo Perfurado","Урон снарядов за пронзенного врага","Daño de proyectiles por cada enemigo perforado","ความเสียหายกระสุนต่อจำนวนศัตรูที่เจาะทะลุ","每個穿透的敵人投射物傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2284,"shield_scaling_notable_2791","Art/2DArt/SkillIcons/passives/HoldingShieldDamage.dds","[19,417]",5,25,0,0,15437,"Deflection","Déviation","Umlenkung","攻撃逸らし","굴절","Deflexão","Отклонение","Desviación","Deflection","偏斜",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2285,"shield_defences_2792","Art/2DArt/SkillIcons/passives/LifeRecoupNode.dds","[104,9526]",15,4,0,0,127,"Life on Kill and Recoup","Vie en tuant et Recouvrement","Leben bei Tötung und Wiedergewinnung","撃破時ライフおよびライフ回収","처치 시 생명력 및 회생","Vida e Recuperação ao Matar","Здоровье при убийстве и восполнение","Vida al matar y recobro","พลังชีวิตเมื่อสังหาร และ การเยียวยา","擊殺時護的生命和補償",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
