"rownum","Wordlist","Text","SpawnWeight_Tags","SpawnWeight_Values","i32","Text2 (English)","Text2 (French)","Text2 (German)","Text2 (Japanese)","Text2 (Korean)","Text2 (Portuguese)","Text2 (Russian)","Text2 (Spanish)","Text2 (Thai)","Text2 (Traditional Chinese)","Inflection (English)","Inflection (French)","Inflection (German)","Inflection (Japanese)","Inflection (Korean)","Inflection (Portuguese)","Inflection (Russian)","Inflection (Spanish)","Inflection (Thai)","Inflection (Traditional Chinese)"
1598,2," Barrage","[5,0]","[1000,0]",-1315876322," Barrage","Averse","Sperrfeuer","連射"," 연발 사격","Barragem","шквал","Descarga"," Barrage"," 彈幕","","F","N","","","F","MS","F","",""
1599,2," Barrier","[45,1,0]","[0,1000,0]",2142107251," Barrier","Barrière","Barriere","障壁"," 방어막","Barreira","преграда","Barrera"," Barrier"," 屏障","","F","F","","","F","FS","F","",""
1600,2," Bastion","[45,1,0]","[0,1000,0]",-1806660153," Bastion","Bastion","Bastion","稜堡"," 보루","Bastião","оплот","Bastión"," Bastion"," 堅堡","","M","F","","","M","MS","M","",""
1601,2," Batter","[11,0]","[1000,0]",-563884563," Batter","Broyeuse","Schlägel","乱打"," 구타","Batedor","булава","Maltrato"," Batter"," 重傷","","F","M","","","M","FS","M","",""
1602,2," Beads","[645,3,0]","[1000,1000,0]",-1969274989," Beads","Perles","Perlen","勾玉"," 구슬","Miçangas","бусы","Cuentas"," Beads"," 寶符","","FP","FP","","","FP","FP","FP","",""
1603,2," Beak","[15,12,0]","[1000,1000,0]",1753108439," Beak","Bec","Zinken","嘴"," 부리","Bico","укол","Pico"," Beak"," 尖喙","","M","M","","","M","MS","M","",""
1604,2," Beam","[10,0]","[1000,0]",-1865593406," Beam","Hampe","Strahl","梁"," 광선","Raio","луч","Haz"," Beam"," 光輝","","F","M","","","M","MS","M","",""
1605,2," Bite","[15,12,21,13,14,9,0]","[1000,1000,1000,1000,1000,1000,0]",-1566710252," Bite","Morsure","Biss","切れ味"," 이빨","Mordida","укус","Mordida"," Bite"," 慧齒","","F","M","","","F","MS","F","",""
1606,2," Blast","[11,5,0]","[1000,1000,0]",1963061425," Blast","Souffle","Stoß","爆風"," 폭발","Rajada","искуситель","Detonación"," Blast"," 炎暴","","M","M","","","F","MS","F","",""
1607,2," Blow","[11,37,0]","[1000,1000,0]",-104450980," Blow","Impact","Streich","殴打"," 일격","Golpe","удар","Golpe"," Blow"," 強擊","","M","M","","","M","MS","M","",""
1608,2," Blunt","[11,0]","[1000,0]",2124587495," Blunt","Casse-tête","Hieb","鈍器"," 둔기","Brusco","дробило","Roma"," Blunt"," 聖拳","","M","M","","","M","NS","M","",""
1609,2," Bolt","[21,0]","[1000,0]",-859697041," Bolt","Carreaux","Bolzen","太矢"," 화살","Seta","болты","Saeta"," Bolt"," 重矢","","MP","M","","","F","MP","F","",""
1610,2," Bond","[26,626,665,0]","[1000,1000,1000,0]",1731122119," Bond","Liens","Verbindung","絆"," 유대","Elo","узы","Atadura"," Bond"," 護環","","MP","F","","","M","FP","F","",""
1611,2," Braid","[645,3,0]","[1000,1000,0]",1174089708," Braid","Sautoir","Borte","組紐"," 끈","Trança","шнурок","Trenza"," Braid"," 護鏈","","M","F","","","F","MS","F","",""
1612,2," Branch","[10,5,9,0]","[1000,1000,1000,0]",887290488," Branch","Branche","Zweig","枝"," 나뭇가지","Ramo","ветка","Rama"," Branch"," 森靈","","F","M","","","M","FS","F","",""
1613,2," Brand","[11,21,0]","[1000,1000,0]",-1110353602," Brand","Estampilleur","Zeichen","烙印"," 낙인","Ferrete","клеймо","Marca"," Brand"," 神章","","M","N","","","M","NS","F","",""
1614,2," Breaker","[37,11,0]","[1000,1000,0]",2116020311," Breaker","Briseur","Brecher","ブレイカー"," 분쇄기","Quebrador","разрушитель","Destructor"," Breaker"," 壞甲者","","M","M","","","M","MS","M","",""
1615,2," Breeze","[5,0]","[1000,0]",319670565," Breeze","Typhon","Brise","微風"," 바람","Brisa","бриз","Brisa"," Breeze"," 風語","","M","F","","","F","MS","F","",""
1616,2," Brow","[25,0]","[1000,0]",-693495638," Brow","Front","Stirn","額当て"," 이마","Fronte","выступ","Cumbre"," Brow"," 堅額","","M","F","","","F","MS","F","",""
1617,2," Buckle","[26,0]","[1000,0]",401962596," Buckle","Boucle","Schnalle","バックル"," 버클","Fivela","пряжка","Hebilla"," Buckle"," 腹甲","","F","F","","","F","FS","F","",""
1618,2," Bulwark","[45,1,0]","[0,1000,0]",-1893959562," Bulwark","Rempart","Bollwerk","防塁"," 방벽","Baluarte","укрытие","Baluarte"," Bulwark"," 守護","","M","N","","","M","NS","M","",""
1619,2," Burst","[11,0]","[1000,0]",-229914810," Burst","Éclateuse","Beben","爆発"," 격발","Estouro","прорыв","Estallido"," Burst"," 地裂","","F","N","","","M","MS","M","",""
1620,2," Butcher","[15,0]","[1000,0]",-44025754," Butcher","Bouchère","Schlachter","肉屋"," 도살자","Açougueiro","мясник","Carnicero"," Butcher"," 屠斧","","F","M","","","M","MS","M","",""
1621,2," Call","[10,37,9,691,45,0]","[1000,1000,1000,1000,1000,0]",-215609425," Call","Appel","Ruf","召命"," 소환","Chamado","зов","Llamada"," Call"," 靈喚","","M","M","","","M","MS","F","",""
1622,2," Carapace","[16,0]","[1000,0]",-1728974690," Carapace","Carapace","Panzer","甲羅"," 등딱지","Carapaça","панцирь","Caparazón"," Carapace"," 魔甲","","F","M","","","F","MS","M","",""
1623,2," Caress","[22,0]","[1000,0]",-1619201602," Caress","Caresse","Liebkosung","愛撫"," 손길","Carícia","забота","Caricia"," Caress"," 加護","","F","F","","","F","FS","F","",""
1624,2," Chant","[10,37,9,45,0]","[1000,1000,1000,1000,0]",-226380884," Chant","Mélopée","Gesang","詠唱"," 노래","Canto","напев","Canto"," Chant"," 聖曲","","F","M","","","M","MS","M","",""
1625,2," Charm","[645,3,9,45,656,0]","[1000,1000,1000,1000,1000,0]",1709142314," Charm","Fétiche","Berlocke","魔除け"," 부적","Charme","защита","Fetiche"," Charm"," 禮器","","M","F","","","M","FS","M","",""
1626,2," Choker","[645,3,0]","[1000,1000,0]",233997637," Choker","Ras-de-cou","Kropfband","チョーカー"," 목줄","Sufocador","душитель","Gargantilla"," Choker"," 聖符","","M","N","","","M","MS","F","",""
1627,2," Circle","[2,0]","[1000,0]",1038118815," Circle","Cercle","Reif","円環"," 고리","Círculo","ободок","Círculo"," Circle"," 魔環","","M","M","","","M","MS","M","",""
1628,2," Clasp","[645,3,26,0]","[1000,1000,1000,0]",1949715251," Clasp","Fermoir","Spange","留め金"," 거머쥠","Fecho","объятия","Broche"," Clasp"," 扣環","","M","F","","","M","NP","M","",""
1629,2," Claw","[22,0]","[1000,0]",1541357693," Claw","Griffes","Klaue","鉤爪"," 클로","Garra","когти","Garra"," Claw"," 殺手爪","","FP","F","","","F","MP","F","",""
1630,2," Cloak","[16,0]","[1000,0]",-1870032604," Cloak","Cape","Umhang","クローク"," 망토","Capa","покров","Capa"," Cloak"," 隱袍","","F","M","","","M","MS","F","",""
1631,2," Clutches","[22,0]","[1000,0]",999362789," Clutches","Poigne","Greifer","手中"," 손아귀","Garras","хватка","Agarraderas"," Clutches"," 靈掌","","F","FP","","","FP","FS","FP","",""
1632,2," Coat","[16,0]","[1000,0]",800893338," Coat","Manteau","Wams","コート"," 외투","Casaco","подбой","Abrigo"," Coat"," 神袍","","M","N","","","M","MS","M","",""
1633,2," Coil","[2,0]","[1000,0]",713671567," Coil","Torsade","Spule","線輪"," 감개","Bobina","виток","Bucle"," Coil"," 指套","","F","F","","","F","MS","M","",""
1634,2," Collar","[645,3,0]","[1000,1000,0]",1036195521," Collar","Collier","Kragen","首輪"," 목걸이","Colarinho","цепь","Collar"," Collar"," 頸符","","M","M","","","M","FS","M","",""
1635,2," Cord","[26,0]","[1000,0]",-1878010760," Cord","Cordon","Gurt","紐"," 줄","Cordão","шнур","Cordón"," Cord"," 護腰環","","M","M","","","M","MS","M","",""
1636,2," Corona","[25,0]","[1000,0]",-408129022," Corona","Diadème","Korona","冠"," 광환","Corônide","венец","Aureola"," Corona"," 陽光之冠","","M","F","","","F","MS","F","",""
1637,2," Cowl","[25,0]","[1000,0]",-77557419," Cowl","Capuche","Kappe","頭巾"," 고깔","Capota","капюшон","Capucha"," Cowl"," 護冠","","F","F","","","F","MS","F","",""
1638,2," Crack","[11,37,0]","[1000,1000,0]",-341795603," Crack","Fissure","Spalt","断割"," 균열","Fresta","ломатель","Fisura"," Crack"," 裂骨錘","","F","M","","","F","MS","F","",""
1639,2," Crown","[25,0]","[1000,0]",199688775," Crown","Couronne","Krone","王冠"," 왕관","Coroa","корона","Corona"," Crown"," 皇家之冠","","F","F","","","F","FS","F","",""
1640,2," Crusher","[11,37,0]","[1000,1000,0]",-625629459," Crusher","Écraseur","Zermalmer","クラッシャー"," 타쇄자","Triturador","крушитель","Triturador"," Crusher"," 衝鋒錘","","M","M","","","M","MS","M","",""
1641,2," Cry","[10,37,9,0]","[1000,1000,1000,0]",-1431171242," Cry","Clameur","Zeter","叫び"," 함성","Clamor","вопли","Grito"," Cry"," 戰具","","F","N","","","M","MP","M","",""
1642,2," Curtain","[16,0]","[1000,0]",-217353932," Curtain","Rideau","Vorhang","カーテン"," 장막","Cortina","отражение","Cortina"," Curtain"," 夜幕","","M","M","","","F","NS","F","",""
1643,2," Dart","[21,0]","[1000,0]",1699235655," Dart","Fléchettes","Wurfpfeil","短矢"," 화살침","Dardo","дротики","Dardo"," Dart"," 利芒","","FP","M","","","M","MP","M","",""
1644,2," Dash","[4,0]","[1000,0]",1701149228," Dash","Ruée","Sprint","猛進"," 질주","Arranque","рывок","Velocidad"," Dash"," 疾影","","F","M","","","M","MS","F","",""
1645,2," Dome","[25,0]","[1000,0]",60830068," Dome","Dôme","Haube","ドーム"," 돔","Domo","свод","Domo"," Dome"," 圓頂盔","","M","F","","","M","MS","M","",""
1646,2," Duty","[1,691,0]","[1000,1000,0]",-274239999," Duty","Devoir","Pflicht","義務"," 의무","Dever","долг","Deber"," Duty"," 哨衛","","M","F","","","M","MS","M","",""
1647,2," Emblem","[1,0]","[1000,0]",-618191874," Emblem","Emblème","Emblem","象徴"," 상징","Emblema","герб","Emblema"," Emblem"," 榮耀之紋","","M","N","","","M","MS","M","",""
1648,2," Etcher","[15,13,0]","[1000,1000,0]",-1419857336," Etcher","Graveur","Ätzer","鏤刻"," 부각사","Gravador","гравёр","Grabador"," Etcher"," 骨雕","","M","M","","","M","MS","M","",""
1649,2," Eye","[134,680,2,0]","[1000,1000,1000,0]",-553839572," Eye","Œil","Auge","瞳"," 눈","Olho","око","Ojo"," Eye"," 之眼","","M","N","","","M","NS","M","",""
1650,2," Fang","[12,13,14,0]","[1000,1000,1000,0]",-942926738," Fang","Croc","Fang","牙"," 송곳니","Presa","клык","Colmillo"," Fang"," 利牙","","M","M","","","F","MS","M","",""
1651,2," Fend","[45,1,0]","[0,1000,0]",-1450574262," Fend","Parade","Abwehr","回避"," 방어","Fendedor","отпор","Elusividad"," Fend"," 鐵衛","","F","F","","","M","MS","F","",""
1652,2," Finger","[2,0]","[1000,0]",1689305404," Finger","Doigt","Finger","指"," 손가락","Dedo","палец","Toque"," Finger"," 閃耀之指","","M","M","","","M","MS","M","",""
1653,2," Fingers","[22,0]","[1000,0]",-1224056153," Fingers","Doigts","Finger","手先"," 손가락","Dedos","длань","Dedos"," Fingers"," 護指套","","MP","MP","","","MP","FS","MP","",""
1654,2," Fist","[22,14,0]","[1000,1000,0]",118898226," Fist","Poing","Faust","拳"," 주먹","Punho","кулаки","Puño"," Fist"," 力量之拳","","M","F","","","M","MP","M","",""
1655,2," Fletch","[5,0]","[1000,0]",1914346874," Fletch","Empenne","Federn","矢矧"," 화살깃","Fechete","застрельщик","Emplumado"," Fletch"," 利眼","","F","FP","","","M","MS","M","",""
1656,2," Flight","[21,0]","[1000,0]",541554259," Flight","Essor","Flug","飛翔"," 비행","Voo","полет","Vuelo"," Flight"," 飛矢","","M","M","","","M","MS","M","",""
1657,2," Girdle","[26,0]","[1000,0]",-1657870526," Girdle","Sangle","Gürtel","腰帯"," 허리띠","Cinturão","хомут","Faja"," Girdle"," 護帶","","F","M","","","M","MS","F","",""
1658,2," Glance","[25,0]","[1000,0]",-623139574," Glance","Vision","Glanz","グランス"," 곁눈질","Relance","блеск","Mirada"," Glance"," 護盔","","F","M","","","M","MS","F","",""
1659,2," Glare","[238,0]","[1000,0]",1363657903," Glare","Pupille","Blendung","眼光"," 섬광","Observar","вспышка","Pupila"," Glare","眩光","","F","F","","","F","FS","F","",""
1660,2," Globe","[238,0]","[1000,0]",-326491821," Globe","Globe","Globus","天球"," 구체","Globo","шар","Globo"," Globe","圓體","","M","M","","","M","MS","M","",""
1661,2," Gnarl","[10,37,9,0]","[1000,1000,1000,0]",-434397333," Gnarl","Torsion","Knorren","節木"," 마디","Nó de Madeira","нарост","Nudo"," Gnarl"," 靈曲","","F","M","","","M","MS","M","",""
1662,2," Gnash","[15,0]","[1000,0]",-663265512," Gnash","Grincement","Knirscher","歯軋り"," 악문 이빨","Ranger","скрежет","Crujidora"," Gnash"," 石崩","","M","M","","","M","MS","F","",""
1663,2," Goad","[4,10,9,0]","[1000,1000,1000,0]",-256379388," Goad","Impulsion","Ansporn","激励"," 몰이 막대","Aguilhotada","стимул","Provocación"," Goad"," 風喚","","F","M","","","F","MS","F","",""
1664,2," Gorget","[645,3,0]","[1000,1000,0]",774896540," Gorget","Carcan","Halsband","喉当て"," 목가리개","Pescoceira","горжет","Gorjal"," Gorget"," 安魂符","","M","N","","","F","MS","M","",""
1665,2," Grasp","[2,22,0]","[1000,1000,0]",-1247601035," Grasp","Étreinte","Zugriff","握拳"," 장악","Agarrada","хват","Apretón"," Grasp"," 魂掌","","F","M","","","F","MS","M","",""
1666,2," Grinder","[11,37,0]","[1000,1000,0]",1409749182," Grinder","Broyeur","Malmer","粉砕"," 갈이개","Amolador","измельчитель","Moledora"," Grinder"," 靈杵","","M","M","","","M","MS","F","",""
1667,2," Grip","[2,22,0]","[1000,1000,0]",1383646332," Grip","Prise","Griff","握り"," 손아귀","Constrito","цепкость","Agarre"," Grip"," 靈指","","F","M","","","M","FS","M","",""
1668,2," Guard","[1,0]","[1000,0]",-932661635," Guard","Gardien","Schutz","守護"," 수호","Guarda","стража","Guarda"," Guard"," 軍衛","","M","M","","","F","FS","F","",""
1669,2," Guardian","[978,25,16,0]","[1000,1000,1000,0]",-1919876150," Guardian","Garde","Wächter","守護者"," 가디언","Guardião","стражник","Guardián"," Guardian"," 守衛者","","F","M","","","M","MS","M","",""
1670,2," Guide","[5,0]","[1000,0]",-644759752," Guide","Guide","Führung","導き"," 안내","Guia","проводник","Guía"," Guide"," 真眼","","M","F","","","M","MS","F","",""
1671,2," Gutter","[12,13,14,0]","[1000,1000,1000,0]",-398379636," Gutter","Éventreuse","Rinne","ガター"," 시궁창","Destripador","свежеватель","Destripadora"," Gutter"," 剖刃","","F","F","","","M","MS","F","",""
1672,2," Gyre","[2,0]","[1000,0]",-1295728108," Gyre","Entortillement","Wirbel","渦"," 선회","Rotação","вихрь","Remolino"," Gyre"," 風環","","M","M","","","F","MS","M","",""
1673,2," Hail","[21,0]","[1000,0]",-278369782," Hail","Grêle","Hagel","矢雨"," 칭송","Saraiva","град","Granizo"," Hail"," 尋風矢","","F","M","","","F","MS","M","",""
1674,2," Halo","[25,0]","[1000,0]",-1011632877," Halo","Auréole","Nimbus","頭輪"," 후광","Aréola","ореол","Halo"," Halo"," 虹影","","F","M","","","F","MS","M","",""
1675,2," Hand","[22,0]","[1000,0]",-759582686," Hand","Mains","Hand","手"," 손","Mão","искусники","Mano"," Hand"," 健臂","","FP","F","","","F","MP","F","",""
1676,2," Harness","[26,0]","[1000,0]",1518693127," Harness","Harnais","Leibgurt","ハーネス"," 고삐","Arreios","упряжь","Arnés"," Harness"," 腹套","","M","M","","","MP","FS","M","",""
1677,2," Heart","[134,680,645,3,0]","[1000,1000,1000,1000,0]",181361069," Heart","Cœur","Herz","心"," 심장","Coração","сердце","Corazón"," Heart"," 護心符","","M","N","","","M","NS","M","",""
1678,2," Hide","[16,0]","[1000,0]",-1437215019," Hide","Pelage","Balg","皮革"," 가죽","Esconder","крепкая шкура","Piel"," Hide"," 防身甲","","M","M","","","M","FS","F","",""
1679,2," Hold","[2,22,0]","[1000,1000,0]",-296714226," Hold","Emprise","Halt","掌握"," 유지","Posse","захват","Sujeción"," Hold"," 神力","","F","M","","","F","MS","F","",""
1680,2," Hoof","[4,0]","[1000,0]",1409625956," Hoof","Sabots","Huf","蹄"," 발굽","Casco","копыта","Pezuña"," Hoof"," 足跡","","MP","M","","","M","NP","F","",""
1681,2," Horn","[25,5,0]","[1000,1000,0]",1117011472," Horn","Corne","Horn","角"," 뿔","Chifre","рога","Cuerno"," Horn"," 戰角","","F","N","","","M","MP","M","",""
1682,2," Hunger","[15,12,13,14,0]","[1000,1000,1000,1000,0]",-2137516248," Hunger","Faim","Hunger","渇望"," 갈망","Voracidade","голод"," Hambre"," Hunger"," 嗜魂具","","F","M","","","F","MS","M","",""
1683,2," Idol","[645,3,0]","[1000,1000,0]",-118974970," Idol","Idole","Idol","偶像"," 우상","Ídolo","идол","Ídolo "," Idol"," 魔偶","","F","N","","","M","MS","M","",""
1684,2," Impaler","[12,21,13,14,0]","[1000,1000,1000,1000,0]",-645000513," Impaler","Perforation","Pfähler","インペイラー"," 꼬챙이","Empalador","пронзатель","Empalador"," Impaler"," 穿體","","F","M","","","M","MS","M","",""
1685,2," Iridescence","[238,0]","[1000,0]",1767894937," Iridescence","Iridescence","Schillern","虹彩"," 무지개 빛깔","Iridescência","перелив","Iridiscencia"," Iridescence","彩虹","","F","N","","","F","MS","F","",""
1686,2," Jack","[16,0]","[1000,0]",-563307443," Jack","Veste","Anzug","ジャック"," 상인","Jack","обыватель","Gambesón"," Jack"," 保身","","F","M","","","M","MS","M","",""
1687,2," Knell","[11,37,0]","[1000,1000,0]",-698534611," Knell","Glas","Vorbote","弔鐘"," 전조","Sentença","звонарь","Clamor"," Knell"," 喪儀","","M","M","","","F","MS","M","",""
1688,2," Knot","[2,0]","[1000,0]",278743954," Knot","Nœud","Knoten","結び目"," 매듭","Nó","узы","Nudo"," Knot"," 魔語","","M","M","","","M","FP","M","",""
1689,2," Knuckle","[2,22,0]","[1000,1000,0]",-1265266821," Knuckle","Phalange","Knöchel","ナックル"," 관절","Junta","кастет","Nudillo"," Knuckle"," 靈具","","F","M","","","F","MS","M","",""
1690,2," Lash","[26,0]","[1000,0]",1853711838," Lash","Lanière","Riemen","鞭"," 채찍","Açoite","плеть","Cordel"," Lash"," 飾帶","","F","M","","","M","FS","M","",""
1691,2," League","[4,0]","[1000,0]",-296491544," League","Lieues","Meile","リーグ"," 리그","Liga","странники","Legua"," League"," 盟誓","","FP","F","","","F","MP","F","",""
1692,2," Leash","[26,0]","[1000,0]",736955403," Leash","Laisse","Kordel","鎖"," 가죽끈","Coleira","привязь","Correa"," Leash"," 護繩","","F","F","","","F","FS","F","",""
1693,2," Leer","[238,0]","[1000,0]",1709918177," Leer","Iris","Schielen","流眄"," 시선","Encarar","хитрость","Observación"," Leer","睨視","","M","N","","","F","FS","F","",""
1694,2," Lock","[26,0]","[1000,0]",-273902604," Lock","Verrou","Schloss","ロック"," 잠금","Tranca","верность","Cerrojo"," Lock"," 堅鎖","","M","N","","","F","FS","M","",""
1695,2," Locket","[645,3,26,0]","[1000,1000,1000,0]",-1343746527," Locket","Médaillon","Medaillon","ロケット"," 갑 목걸이","Broche","фермуар","Dije"," Locket"," 保護符","","M","N","","","M","MS","M","",""
1696,2," Loop","[2,0]","[1000,0]",-851684166," Loop","Maillon","Schlaufe","ループ"," 고리","Laço","петля","Vuelta"," Loop"," 圓環","","M","F","","","M","FS","F","",""
1697,2," Mangler","[15,11,0]","[1000,1000,0]",-1014812734," Mangler","Massacreuse","Zerfetzer","マングラー"," 파괴자","Estraçalhadora","истязатель","Destrozador"," Mangler"," 撕裂者","","F","M","","","F","MS","M","",""
1698,2," Mantle","[1057,16,0]","[1000,1000,0]",-1703853642," Mantle","Mante","Mantel","外套"," 외투","Manto","авторитет","Manto"," Mantle"," 護障","","F","M","","","M","MS","M","",""
1699,2," March","[4,0]","[1000,0]",-1483104641," March","Marche","Marsch","行進"," 행진","Marcha","марш","Marcha"," March"," 行靴","","F","M","","","F","MS","F","",""
1700,2," Mark","[1,5,0]","[1000,1000,0]",909688441," Mark","Empreinte","Mal","マーク"," 징표","Símbolo","метка","Marca"," Mark"," 寶記","","F","N","","","M","FS","F","",""
1701,2," Mast","[10,0]","[1000,0]",-2139328261," Mast","Mât","Mast","帆柱"," 돛대","Mastro","сердцевина","Mástil"," Mast"," 晴空","","M","M","","","M","FS","M","",""
1702,2," Medallion","[645,3,0]","[1000,1000,0]",501613308," Medallion","Médaille","Medaillon","メダリオン"," 메달리온","Medalhão","медальон","Medallón"," Medallion"," 獎章","","F","N","","","M","MS","M","",""
