"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","rid"
5973,"Metadata/Items/Gems/SkillGemBladeBlastRoyale",18,1,1,"Blade Blast","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7740,81242533,[],"","","",[],[],"","","","","",""
5974,"Metadata/Items/Gems/SkillGemBladeVortexRoyale",18,1,1,"Blade Vortex","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7636,97249234,[],"","","",[],[],"","","","","",""
5975,"Metadata/Items/Gems/SkillGemBladefallRoyale",18,1,1,"Bladefall","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7631,1088879242,[],"","","",[],[],"","","","","",""
5976,"Metadata/Items/Gems/SkillGemBloodreapRoyale",18,1,1,"Reap","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7774,40545611,[],"","","",[],[],"","","","","",""
5977,"Metadata/Items/Gems/SkillGemVoidSphereRoyale",18,1,1,"Void Sphere","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7756,-1248315953,[],"","","",[],[],"","","","","",""
5978,"Metadata/Items/Gems/SkillGemDivineTempestRoyale",18,1,1,"Divine Ire","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7690,1504298442,[],"","","",[],[],"","","","","",""
5979,"Metadata/Items/Gems/SkillGemFirestormRoyale",18,1,1,"Firestorm","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7466,-471198382,[],"","","",[],[],"","","","","",""
5980,"Metadata/Items/Gems/SkillGemFrostBoltRoyale",18,1,1,"Frostbolt","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7652,1601759731,[],"","","",[],[],"","","","","",""
5981,"Metadata/Items/Gems/SkillGemIceNovaRoyale",18,1,1,"Ice Nova","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7371,1290985784,[],"","","",[],[],"","","","","",""
5982,"Metadata/Items/Gems/SkillGemLightningTendrilsRoyale",18,1,1,"Lightning Tendrils","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7603,1598623666,[],"","","",[],[],"","","","","",""
5983,"Metadata/Items/Gems/SkillGemSanctifyRoyale",18,1,1,"Purifying Flame","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7687,-472827167,[],"","","",[],[],"","","","","",""
5984,"Metadata/Items/Gems/SkillGemMagmaOrbRoyale",18,1,1,"Rolling Magma","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7626,567114505,[],"","","",[],[],"","","","","",""
5985,"Metadata/Items/Gems/SkillGemStormCallRoyale",18,1,1,"Storm Call","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7551,637030854,[],"","","",[],[],"","","","","",""
5986,"Metadata/Items/Gems/SkillGemCorpseEruptionRoyale",18,1,1,"Cremation","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7393,-958016998,[],"","","",[],[],"","","","","",""
5987,"Metadata/Items/Gems/SkillGemFrostBombRoyale",18,1,1,"Frost Bomb","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7630,-1375855195,[],"","","",[],[],"","","","","",""
5988,"Metadata/Items/Gems/SkillGemHydrosphereRoyale",18,1,1,"Hydrosphere","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7764,404077684,[],"","","",[],[],"","","","","",""
5989,"Metadata/Items/Gems/SkillGemPurgeRoyale",18,1,1,"Wave of Conviction","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7691,-434204192,[],"","","",[],[],"","","","","",""
5990,"Metadata/Items/Gems/SkillGemBlightRoyale",18,1,1,"Blight","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7661,1664972616,[],"","","",[],[],"","","","","",""
5991,"Metadata/Items/Gems/SkillGemEssenceDrainRoyale",18,1,1,"Essence Drain","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7641,1830592028,[],"","","",[],[],"","","","","",""
5992,"Metadata/Items/Gems/SkillGemArcticBreathRoyale",18,1,1,"Creeping Frost","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7397,-1895620669,[],"","","",[],[],"","","","","",""
5993,"Metadata/Items/Gems/SkillGemFrostBoltNovaRoyale",18,1,1,"Vortex","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7653,943093529,[],"","","",[],[],"","","","","",""
5994,"Metadata/Items/Gems/SkillGemFlameTotemRoyale",18,1,1,"Holy Flame Totem","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7507,76594938,[],"","","",[],[],"","","","","",""
5995,"Metadata/Items/Gems/SkillGemArtilleryBallistaRoyale",18,1,1,"Artillery Ballista","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7735,1404596537,[],"","","",[],[],"","","","","",""
5996,"Metadata/Items/Gems/SkillGemSiegeBallistaRoyale",18,1,1,"Siege Ballista","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7645,1766943445,[],"","","",[],[],"","","","","",""
5997,"Metadata/Items/Gems/SkillGemFireTrapRoyale",18,1,1,"Fire Trap","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7502,-2139395795,[],"","","",[],[],"","","","","",""
5998,"Metadata/Items/Gems/SkillGemIceTrapRoyale",18,1,1,"Ice Trap","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7629,-55398175,[],"","","",[],[],"","","","","",""
5999,"Metadata/Items/Gems/SkillGemLightningTrapRoyale",18,1,1,"Lightning Trap","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7530,2058345009,[],"","","",[],[],"","","","","",""
6000,"Metadata/Items/Gems/SkillGemIceSiphonTrapRoyale",18,1,1,"Siphoning Trap","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7666,-1096605124,[],"","","",[],[],"","","","","",""
6001,"Metadata/Items/Gems/SkillGemFlamethrowerTrapRoyale",18,1,1,"Flamethrower Trap","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7667,409125974,[],"","","",[],[],"","","","","",""
6002,"Metadata/Items/Gems/SkillGemLightningTowerTrapRoyale",18,1,1,"Lightning Spire Trap","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7668,1752697536,[],"","","",[],[],"","","","","",""
6003,"Metadata/Items/Gems/SkillGemPrecisionRoyale",18,1,1,"Precision","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7697,-1907796676,[],"","","",[],[],"","","","","",""
6004,"Metadata/Items/Gems/SkillGemVitalityRoyale",18,1,1,"Vitality","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7476,-2017339683,[],"","","",[],[],"","","","","",""
6005,"Metadata/Items/Gems/SkillGemClarityRoyale",18,1,1,"Clarity","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7486,563522415,[],"","","",[],[],"","","","","",""
6006,"Metadata/Items/Gems/SkillGemBloodAndSandRoyale",18,1,1,"Blood and Sand","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7702,1648567307,[],"","","",[],[],"","","","","",""
6007,"Metadata/Items/Gems/SkillGemDashRoyale",18,1,1,"Dash","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7699,1560378277,[],"","","",[],[],"","","","","",""
6008,"Metadata/Items/Gems/SkillGemDesecrateRoyale",18,1,1,"Desecrate","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7556,1546921824,[],"","","",[],[],"","","","","",""
6009,"Metadata/Items/Gems/SkillGemPhaseRunRoyale",18,1,1,"Phase Run","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7438,-1308556951,[],"","","",[],[],"","","","","",""
6010,"Metadata/Items/Gems/SkillGemPoachersMarkRoyale",18,1,1,"Poacher's Mark","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7597,1384409,[],"","","",[],[],"","","","","",""
6011,"Metadata/Items/Gems/SkillGemCriticalWeaknessRoyale",18,1,1,"Assassin's Mark","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7449,1850712109,[],"","","",[],[],"","","","","",""
6012,"Metadata/Items/Gems/SkillGemWarlordsMarkRoyale",18,1,1,"Warlord's Mark","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7446,-641594660,[],"","","",[],[],"","","","","",""
6013,"Metadata/Items/Gems/SkillGemElementalWeaknessRoyale",18,1,1,"Elemental Weakness","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7445,479172361,[],"","","",[],[],"","","","","",""
6014,"Metadata/Items/Gems/SkillGemNewVulnerabilityRoyale",18,1,1,"Vulnerability","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7451,-214071411,[],"","","",[],[],"","","","","",""
6015,"Metadata/Items/Gems/SkillGemVulnerabilityRoyale",18,1,1,"Despair","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7960,1431307159,[],"","","",[],[],"","","","","",""
6016,"Metadata/Items/Gems/SkillGemEnduringCryRoyale",18,1,1,"Enduring Cry","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7378,-1475534260,[],"","","",[],[],"","","","","",""
6017,"Metadata/Items/Gems/SkillGemRejuvenationTotemRoyale",18,1,1,"Rejuvenation Totem","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7497,-865533501,[],"","","",[],[],"","","","","",""
6018,"Metadata/Items/Gems/SkillGemLightningWarpRoyale",18,1,1,"Lightning Warp","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7452,1633226920,[],"","","",[],[],"","","","","",""
6019,"Metadata/Items/Gems/SkillGemFlameDashRoyale",18,1,1,"Flame Dash","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7628,-1442715662,[],"","","",[],[],"","","","","",""
6020,"Metadata/Items/Gems/SkillGemFrostblinkRoyale",18,1,1,"Frostblink","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7708,1025055391,[],"","","",[],[],"","","","","",""
6021,"Metadata/Items/Gems/SkillGemSmokeMineRoyale",18,1,1,"Smoke Mine","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7531,-1792344014,[],"","","",[],[],"","","","","",""
6022,"Metadata/Items/Gems/SupportGemMultistrikeRoyale",19,1,1,"Multistrike Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7520,1543303442,[],"","","",[],[],"","","","","",""
6023,"Metadata/Items/Gems/SupportGemSpellCascadeRoyale",19,1,1,"Spell Cascade Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7954,-1473356674,[],"","","",[],[],"","","","","",""
6024,"Metadata/Items/Gems/SupportGemHandcastAnticipationRoyale",19,1,1,"Unleash Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7695,1783219770,[],"","","",[],[],"","","","","",""
6025,"Metadata/Items/Gems/SupportGemMultiTotemRoyale",19,1,1,"Multiple Totems Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7676,-783845150,[],"","","",[],[],"","","","","",""
6026,"Metadata/Items/Gems/SupportGemAddedColdDamageRoyale",19,1,1,"Added Cold Damage Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7406,127394053,[],"","","",[],[],"","","","","",""
6027,"Metadata/Items/Gems/SupportGemAddedLightningDamageRoyale",19,1,1,"Added Lightning Damage Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7409,-1811762671,[],"","","",[],[],"","","","","",""
6028,"Metadata/Items/Gems/SupportGemRageRoyale",19,1,1,"Rage Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7717,-1812245949,[],"","","",[],[],"","","","","",""
6029,"Metadata/Items/Gems/SupportGemFasterAttackRoyale",19,1,1,"Faster Attacks Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7401,-1614108731,[],"","","",[],[],"","","","","",""
6030,"Metadata/Items/Gems/SupportGemFasterCastRoyale",19,1,1,"Faster Casting Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7442,1612243064,[],"","","",[],[],"","","","","",""
6031,"Metadata/Items/Gems/SupportGemRangedAttackTotemRoyale",19,1,1,"Ballista Totem Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7509,-2127808699,[],"","","",[],[],"","","","","",""
6032,"Metadata/Items/Gems/SupportGemSpellTotemRoyale",19,1,1,"Spell Totem Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7493,1417635986,[],"","","",[],[],"","","","","",""
6033,"Metadata/Items/Gems/SupportGemTrapRoyale",19,1,1,"Trap Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7430,860196167,[],"","","",[],[],"","","","","",""
6034,"Metadata/Items/Gems/SupportGemTrapCooldownRoyale",19,1,1,"Advanced Traps Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7659,392121390,[],"","","",[],[],"","","","","",""
6035,"Metadata/Items/Gems/SupportGemLesserMultipleProjectilesRoyale",19,1,1,"Lesser Multiple Projectiles Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7403,-1051095189,[],"","","",[],[],"","","","","",""
6036,"Metadata/Items/Gems/SupportGemParallelProjectilesRoyale",19,1,1,"Volley Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7953,-2136535932,[],"","","",[],[],"","","","","",""
6037,"Metadata/Items/Gems/SupportGemIncreasedAreaOfEffectRoyale",19,1,1,"Increased Area of Effect Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7408,-601436031,[],"","","",[],[],"","","","","",""
6038,"Metadata/Items/Gems/SupportGemBlindRoyale",19,1,1,"Blind Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7508,-758859102,[],"","","",[],[],"","","","","",""
6039,"Metadata/Items/Gems/SupportGemLifetapRoyale",19,1,1,"Lifetap Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7768,23187673,[],"","","",[],[],"","","","","",""
6040,"Metadata/Items/Gems/SupportGemIncreasedDurationRoyale",19,1,1,"Increased Duration Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7459,274171282,[],"","","",[],[],"","","","","",""
6041,"Metadata/Items/Gems/SupportGemReducedDurationRoyale",19,1,1,"Less Duration Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7539,223014608,[],"","","",[],[],"","","","","",""
6042,"Metadata/Items/Gems/SupportGemCastWhileChannellingRoyale",19,1,1,"Cast while Channelling Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7937,-1224796150,[],"","","",[],[],"","","","","",""
6043,"Metadata/Items/Gems/SupportGemImpendingDoomRoyale",19,1,1,"Impending Doom Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7761,213293987,[],"","","",[],[],"","","","","",""
6044,"Metadata/Items/Gems/SupportGemSpiritStrikeRoyale",19,1,1,"Ancestral Call Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7955,1566847844,[],"","","",[],[],"","","","","",""
6045,"Metadata/Items/Gems/SupportGemArrowNovaRoyale",19,1,1,"Arrow Nova Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7732,-415903571,[],"","","",[],[],"","","","","",""
6046,"Metadata/Items/Gems/SupportGemBlasphemyRoyale",19,1,1,"Blasphemy Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7638,-1380460442,[],"","","",[],[],"","","","","",""
6047,"Metadata/Items/Gems/SupportGemCastOnDeathRoyale",19,1,1,"Cast on Death Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7534,1746788482,[],"","","",[],[],"","","","","",""
6048,"Metadata/Items/Gems/SupportGemFistOfWarRoyale",19,1,1,"Fist of War Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7749,-1373513167,[],"","","",[],[],"","","","","",""
6049,"Metadata/Items/Gems/SupportGemFortifyRoyale",19,1,1,"Fortify Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7617,-1111319774,[],"","","",[],[],"","","","","",""
6050,"Metadata/Items/Gems/SupportGemSecondWindRoyale",19,1,1,"Second Wind Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7741,-1939936445,[],"","","",[],[],"","","","","",""
6051,"Metadata/Items/Gems/SupportGemMulticastRoyale",19,1,1,"Spell Echo Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7522,-834066795,[],"","","",[],[],"","","","","",""
6052,"Metadata/Items/Gems/SupportGemSummonGhostOnKillRoyale",19,1,1,"Summon Phantasm Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7956,410302175,[],"","","",[],[],"","","","","",""
6053,"Metadata/Items/Gems/SkillGemSearingBondRoyale",18,1,1,"Searing Bond","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7977,-835725275,[],"","","",[],[],"","","","","",""
6054,"Metadata/Items/Gems/SkillGemShockwaveTotemRoyale",18,1,1,"Shockwave Totem","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7496,-1288192073,[],"","","",[],[],"","","","","",""
6055,"Metadata/Items/Gems/SkillGemBurningArrowRoyale",18,1,1,"Burning Arrow","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7483,-1988125509,[],"","","",[],[],"","","","","",""
6056,"Metadata/Items/Gems/SkillGemPoisonArrowRoyale",18,1,1,"Caustic Arrow","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7396,-1001842816,[],"","","",[],[],"","","","","",""
6057,"Metadata/Items/Gems/SkillGemShrapnelShotRoyale",18,1,1,"Galvanic Arrow","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7632,1285938254,[],"","","",[],[],"","","","","",""
6058,"Metadata/Items/Gems/SkillGemSummonSkeletonsRoyale",18,1,1,"Summon Skeletons","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7453,-383691726,[],"","","",[],[],"","","","","",""
6059,"Metadata/Items/Gems/SkillGemSummonRagingSpiritRoyale",18,1,1,"Summon Raging Spirit","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7554,-2136232883,[],"","","",[],[],"","","","","",""
6060,"Metadata/Items/Gems/SkillGemDetonateDeadRoyale",18,1,1,"Detonate Dead","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7390,-598539443,[],"","","",[],[],"","","","","",""
6061,"Metadata/Items/Gems/SkillGemEtherealKnivesRoyale",18,1,1,"Ethereal Knives","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7505,2000677185,[],"","","",[],[],"","","","","",""
6062,"Metadata/Items/Gems/SkillGemBoneLanceRoyale",18,1,1,"Unearth","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7392,448866302,[],"","","",[],[],"","","","","",""
6063,"Metadata/Items/Gems/SkillGemBallLightningRoyale",18,1,1,"Ball Lightning","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7592,-800583684,[],"","","",[],[],"","","","","",""
6064,"Metadata/Items/Gems/SkillGemBlazingSalvoRoyale",18,1,1,"Blazing Salvo","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7755,331001577,[],"","","",[],[],"","","","","",""
6065,"Metadata/Items/Gems/SkillGemColdSnapRoyale",18,1,1,"Cold Snap","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7388,1715393504,[],"","","",[],[],"","","","","",""
6066,"Metadata/Items/Gems/SkillGemDarkPactRoyale",18,1,1,"Dark Pact","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7936,-1533350948,[],"","","",[],[],"","","","","",""
6067,"Metadata/Items/Gems/SkillGemFireballRoyale",18,1,1,"Fireball","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7370,628287117,[],"","","",[],[],"","","","","",""
6068,"Metadata/Items/Gems/SkillGemGlacialCascadeRoyale",18,1,1,"Glacial Cascade","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7560,1254030826,[],"","","",[],[],"","","","","",""
6069,"Metadata/Items/Gems/SkillGemFrostBladesRoyale",18,1,1,"Frost Blades","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7625,-1491302784,[],"","","",[],[],"","","","","",""
6070,"Metadata/Items/Gems/SkillGemShatteringSteelRoyale",18,1,1,"Shattering Steel","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7682,-1240787003,[],"","","",[],[],"","","","","",""
6071,"Metadata/Items/Gems/SkillGemWildStrikeRoyale",18,1,1,"Wild Strike","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7627,-194162234,[],"","","",[],[],"","","","","",""
6072,"Metadata/Items/Gems/SkillGemCleaveRoyale",18,1,1,"Cleave","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7376,-585934133,[],"","","",[],[],"","","","","",""
6073,"Metadata/Items/Gems/SkillGemDominatingBlowRoyale",18,1,1,"Dominating Blow","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7455,2136756697,[],"","","",[],[],"","","","","",""
6074,"Metadata/Items/Gems/SkillGemInfernalBlowRoyale",18,1,1,"Infernal Blow","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7432,-2002211191,[],"","","",[],[],"","","","","",""
6075,"Metadata/Items/Gems/SkillGemSunderRoyale",18,1,1,"Sunder","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7649,-1850040460,[],"","","",[],[],"","","","","",""
6076,"Metadata/Items/Gems/SupportGemFasterProjectilesRoyale",19,1,1,"Faster Projectiles Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7405,384054707,[],"","","",[],[],"","","","","",""
6077,"Metadata/Items/Gems/SupportGemPointBlankRoyale",19,1,1,"Point Blank Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7489,-827150382,[],"","","",[],[],"","","","","",""
6078,"Metadata/Items/Gems/SupportGemChanceToBleedRoyale",19,1,1,"Chance to Bleed Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7939,2146641087,[],"","","",[],[],"","","","","",""
6079,"Metadata/Items/Gems/SupportGemKnockbackRoyale",19,1,1,"Knockback Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7420,-585520560,[],"","","",[],[],"","","","","",""
6080,"Metadata/Items/Gems/SupportGemMaimRoyale",19,1,1,"Maim Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7945,2089188587,[],"","","",[],[],"","","","","",""
6081,"Metadata/Items/Gems/SupportGemStunRoyale",19,1,1,"Stun Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7427,-162704418,[],"","","",[],[],"","","","","",""
6082,"Metadata/Items/Gems/SupportGemConcentratedEffectRoyale",19,1,1,"Concentrated Effect Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7457,-533011271,[],"","","",[],[],"","","","","",""
6083,"Metadata/Items/Gems/SupportGemIncreasedCriticalStrikesRoyale",19,1,1,"Increased Critical Strikes Support","Metadata/Items/Gems/SupportSkillGem",4,"",[],1,"",[],31,0,7418,-1133226705,[],"","","",[],[],"","","","","",""
6084,"Metadata/Items/Gems/SkillGemLightningArrowRoyale",18,1,1,"Lightning Arrow","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7472,1378631416,[],"","","",[],[],"","","","","",""
6085,"Metadata/Items/Gems/SkillGemExplosiveArrowRoyale",18,1,1,"Explosive Arrow","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7443,-772179492,[],"","","",[],[],"","","","","",""
6086,"Metadata/Items/Gems/SkillGemViperStrikeRoyale",18,1,1,"Viper Strike","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7437,981169283,[],"","","",[],[],"","","","","",""
