"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool","i32","bool","bool","InheritsFrom","i32","rid","i32","bool","bool","Stuck_AOFile","Bounce_AOFile","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","[string]","bool","[i32]","row"
658,"Metadata/Projectiles/SynthesisGuardian2Turret","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/Synthesis_Guardian2/drone_projectile/projectile.ao""]","[""projectile""]","[""impact""]",1000,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
659,"Metadata/Projectiles/SynthesisGuardian2TurretCharge","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/Synthesis_Guardian2/drone_charged_projectile/droneChargedProjectile.ao""]","[""animate""]","[""impact""]",1000,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
660,"Metadata/Projectiles/SynthesisGuardian4RotateProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/Synthesis_Guardian4/rotating_gun/projectile/projectile.ao""]","[""loop""]","[""end""]",375,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
661,"Metadata/Projectiles/SynthesisWalkerMortar","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/walker/walker_mortar.ao""]","[""once""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
662,"Metadata/Projectiles/SynthesisIceSpearFinal","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/cavas_soul/accelerate_projectile.ao""]","[""proj_create""]","[""end""]",175,"",2,"","","Metadata/Projectiles/Projectile",1,2801,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
663,"Metadata/Projectiles/SynthesisGolemShockRifle","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/Synthesis_Guardian4/shock_rifle/projectile/projectile.ao""]","[""loop""]","[""end""]",400,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
664,"Metadata/Projectiles/SynthesisWyvernProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/Synthesis_Wyvern/projectile.ao""]","[""loop""]","[""end""]",1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
665,"Metadata/Projectiles/SynthesisWyvernMortar","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/Synthesis_Wyvern/mortar_proj.ao""]","[""once""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
666,"Metadata/Projectiles/SoulrendCelestial","[""Metadata/Effects/Microtransactions/Spells/soulrend/celestial/rig.ao""]","[""projectile01""]","[""impact""]",800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
667,"Metadata/Projectiles/SoulrendCelestialCat","[""Metadata/Effects/Microtransactions/Spells/soulrend/cat/rig.ao""]","[""projectile01""]","[""impact"",""impact2""]",800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
668,"Metadata/Projectiles/FrostFuryCelestialMortar","[""Metadata/Effects/Microtransactions/Spells/winter_orb/celestial/projectile.ao""]","[""projectile01"",""projectile02"",""projectile03"",""projectile04""]",[],1500,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,4,[],"",[],318
669,"Metadata/Projectiles/KitavaCasterMortarProjectile","[""Metadata/Effects/Spells/monsters_effects/skeleton/KitavaCaster/KitavaCasterMortarProjectile.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,3,[],"",[],318
670,"Metadata/Projectiles/LegionKaruiArcherSnipe","[""Metadata/Effects/Spells/monsters_effects/League_Legion/karui/coldsnipe_proj.ao""]","[""projectile""]","[""impact""]",3500,"",2,"","","Metadata/Projectiles/Projectile",1,3002,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
671,"Metadata/Projectiles/LegionMarakethRiderQuicksandSnipe","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Maraketh/snipe_projectile.ao""]","[""projectile""]","[""impact""]",3500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
672,"Metadata/Projectiles/LegionKaruiFireArrow","[""Metadata/Effects/Spells/monsters_effects/League_Legion/karui/Fire_Spray.ao""]","[""proj_create""]","[""end""]",75,"",2,"","","Metadata/Projectiles/Projectile",1,3007,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
673,"Metadata/Projectiles/LegionTemplarDeceleratingShield","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Templar/shieldthrow/decel_shieldthrow.ao""]","[""idle""]","[""buildup""]",1200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
674,"Metadata/Projectiles/LegionTemplarDeceleratingShieldShard","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Templar/shieldthrow/proj.ao""]","[""projectile""]","[""impact""]",800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
675,"Metadata/Projectiles/LegionTemplarDeceleratingShieldEpic","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Templar/boss_shattershield/shield_throw.ao""]","[""flight""]","[""flightonce""]",1200,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
676,"Metadata/Projectiles/LegionTemplarDeceleratingShieldEpicShard","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Templar/boss_shattershield/secondary_proj.ao""]","[""projectile""]","[""impact""]",800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
677,"Metadata/Projectiles/LegionTemplarBossNetMortar","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Templar/boss_net/net.ao""]","[""throw""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
678,"Metadata/Projectiles/LegionEternalEmpireSpearThrow","[""Metadata/Effects/Spells/monsters_effects/League_Legion/EternalEmpire/LightningSpearThrow/projectile/projectile.ao""]","[""loop""]","[""impact""]",2500,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
679,"Metadata/Projectiles/LegionHyrriRocketJumpProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Legion/karui/Hyrri/rocketJump_projectile.ao""]","[""loop""]","[""end""]",2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
680,"Metadata/Projectiles/LegionLioneyeAreaBarrage","[""Metadata/Effects/Spells/monsters_effects/League_Legion/EternalEmpire/CrazyPathMortar/CrazyArrows/CrazyArrow.ao""]","[""arrowpath01"",""arrowpath02"",""arrowpath03"",""arrowpath04""]","[""end""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
681,"Metadata/Projectiles/LegionTemplarCasterProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Templar/multibeamgeyser/projectile.ao""]","[""projectile""]","[""impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
682,"Metadata/Projectiles/LegionKaruiCleaveMortar","[""Metadata/Effects/Spells/monsters_effects/League_Legion/karui/sergeant_mortar.ao""]","[""once""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
683,"Metadata/Projectiles/LegionKaruiHyrriMortar","[""Metadata/Effects/Spells/monsters_effects/League_Legion/karui/Hyrri/clone_mortar.ao""]","[""once""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
684,"Metadata/Projectiles/WaterElementalMortar","[""Metadata/Effects/Spells/monsters_effects/water_elemental/WaterElementalMortar/Water_elemental_mortar.ao""]","[""once""]",[],600,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
685,"Metadata/Projectiles/WaterElementalMetaMortar","[""Metadata/Effects/Spells/monsters_effects/water_elemental/WaterElementalMortar/Water_elemental_mortar.ao""]","[""once""]",[],600,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
686,"Metadata/Projectiles/LegionKaruiHyrriProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Legion/karui/Hyrri/projectile.ao""]","[""loop""]","[""end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",1,3127,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
687,"Metadata/Projectiles/LegionVaalViperProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Vaal/Napuatzi/basic_projectile.ao""]","[""loop""]","[""end""]",1500,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
688,"Metadata/Projectiles/LegionKaruiHyrriSnipe","[""Metadata/Effects/Spells/monsters_effects/League_Legion/karui/Hyrri/snipeProjectile.ao""]","[""loop""]","[""end""]",3000,"",3,"","","Metadata/Projectiles/Projectile",1,3127,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
689,"Metadata/Projectiles/LegionKaruiHyrriTeleportMortar","[""Metadata/Effects/Spells/monsters_effects/League_Legion/karui/Hyrri/submerge_emerge_mortar.ao""]","[""animate""]",[],1500,"",2,"","","Metadata/Projectiles/Projectile",1,3127,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
690,"Metadata/Projectiles/LegionKaruiHyrriSplitting","[""Metadata/Effects/Spells/monsters_effects/League_Legion/karui/Hyrri/splitting_large_projectile.ao""]","[""loop""]","[""charge""]",1500,"",2,"","","Metadata/Projectiles/Projectile",1,3127,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
691,"Metadata/Projectiles/LegionKaruiHyrriSplittingSmall","[""Metadata/Effects/Spells/monsters_effects/League_Legion/karui/Hyrri/splitting_small_projectile.ao""]","[""loop""]","[""charge""]",500,"",2,"","","Metadata/Projectiles/Projectile",1,3127,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
692,"Metadata/Projectiles/LegionKaruiHyrriSplittingSmall2","[""Metadata/Effects/Spells/monsters_effects/League_Legion/karui/Hyrri/splitting_small_projectile.ao""]","[""loop""]","[""charge""]",500,"",2,"","","Metadata/Projectiles/Projectile",1,3127,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
693,"Metadata/Projectiles/LegionKaruiHyrriSplittingSmall3","[""Metadata/Effects/Spells/monsters_effects/League_Legion/karui/Hyrri/splitting_small_projectile.ao""]","[""loop""]","[""end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",1,3127,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
694,"Metadata/Projectiles/LegionLioneyeRetractProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Legion/EternalEmpire/Arrow_retract_fire/arrow_projectile/rig.ao""]","[""transitioned_idle""]","[""end""]",3500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
695,"Metadata/Projectiles/LegionLioneyeDefaultProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Legion/EternalEmpire/DefaultArrow/DefaultArrow.ao""]","[""loop""]","[""end""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
696,"Metadata/Projectiles/LegionLioneyeSnipeMedium","[""Metadata/Effects/Spells/monsters_effects/League_Legion/EternalEmpire/DiveRoll_Snipe/rig.ao""]","[""loop""]","[""end""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
697,"Metadata/Projectiles/LegionLioneyeSnipeLarge","[""Metadata/Effects/Spells/monsters_effects/League_Legion/EternalEmpire/DefaultArrow/DefaultArrow.ao""]","[""loop""]","[""end""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
698,"Metadata/Projectiles/LegionLioneyeFlamingProjectile1","[""Metadata/Effects/Spells/monsters_effects/League_Legion/EternalEmpire/EpicBurningArrow/FlamingArrow/FlamingArrow.ao""]","[""loop""]","[""end""]",800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
699,"Metadata/Projectiles/LegionLioneyeFlamingProjectile2","[""Metadata/Effects/Spells/monsters_effects/League_Legion/EternalEmpire/EpicBurningArrow/NeutralArrow/NeutralArrow.ao""]","[""loop""]","[""end""]",2400,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
700,"Metadata/Projectiles/LegionLioneyeCrazyArrow","[""Metadata/Effects/Spells/monsters_effects/League_Legion/EternalEmpire/CrazyPathMortar/SecondaryArrow/SecondaryArrow.ao""]","[""loop""]","[""end""]",2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
701,"Metadata/Projectiles/LegionVaalViperMassProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Vaal/Napuatzi/phys_projectile.ao""]","[""loop""]","[""end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
702,"Metadata/Projectiles/LegionVaalViperMassProjectile2","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Vaal/Napuatzi/poison_projectile.ao""]","[""loop""]","[""end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
703,"Metadata/Projectiles/LegionVaalViperLargeProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Delve/thematic_areas/vaal_ruins/bosses/architect/blood_spirit_bomb/rig.ao""]","[""projectile_flying""]","[""projectile_impact""]",500,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
704,"Metadata/Projectiles/LegionVaalViperSnakeProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Vaal/Napuatzi/caustic_mortar.ao""]","[""once""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
705,"Metadata/Projectiles/LegionVaalSergeantSoulrend","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Vaal/vaal_sergeant/soulrend/soulrend_proj.ao""]","[""projectile01""]","[""impact""]",500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
706,"Metadata/Projectiles/LegionVaalSergeantWeaponThrow","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Vaal/CultistSergeantMelee/weapon_throw/AxeMortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
707,"Metadata/Projectiles/ChattersShieldThrow","[""Metadata/Effects/Spells/monsters_effects/Justicar_Casticus/ShieldToss.ao""]","[""loop""]","[""end""]",1125,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
708,"Metadata/Projectiles/ChattersShieldThrowSecondary","[""Metadata/Monsters/SummonedSkull/SummonedBloodRaven.ao""]","[""run_projectile_01""]","[""death_projectile_01""]",1125,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
709,"Metadata/Projectiles/FrostBoltBaby","[""Metadata/Effects/Spells/monsters_effects/act1/water_ele/projectile.ao""]","[""projectile_loop""]","[""projectile_end""]",375,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
710,"Metadata/Projectiles/LegionKaruiArcherProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Legion/karui/cold_default_projectile.ao""]","[""loop""]","[""end""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
711,"Metadata/Projectiles/LegionKaruiSergeantProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Legion/karui/caster_default_projectile.ao""]","[""idle""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
712,"Metadata/Projectiles/FemaleDemonRangedGeometryProjectile","[""Metadata/Effects/Spells/monsters_effects/act3/female_demon_ranged/rig.ao""]","[""demonfemaleranged_shoot""]","[""demonfemaleranged_end""]",1800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
713,"Metadata/Projectiles/LegionMarakethRangedDash","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Maraketh/dashbarrage_proj.ao""]","[""projectile""]","[""impact""]",2500,"",2,"","","Metadata/Projectiles/Projectile",1,3264,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
714,"Metadata/Projectiles/LegionMarakethBossSnipeProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Maraketh/Boss/snipe_projectile.ao""]","[""snipe_proj""]","[""snipe_impact""]",2500,"",2,"","","Metadata/Projectiles/Projectile",1,3235,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
715,"Metadata/Projectiles/LegionMarakethBossSnipeMortar","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Maraketh/Boss/snipe_extra.ao""]","[""mortar_fire01"",""mortar_fire02"",""mortar_fire03"",""mortar_fire04"",""mortar_fire05""]","[""mortar_impact""]",2000,"",2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
716,"Metadata/Projectiles/LegionMarakethBossVolatileMortar","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Maraketh/Boss/volatile_mortar.ao""]","[""vol_proj""]",[],750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
717,"Metadata/Projectiles/LegionMarakethBossVolatileProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Maraketh/Boss/volatile_proj.ao""]",[],[],750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
718,"Metadata/Projectiles/LegionEternalEmpireDefaultArrow","[""Metadata/Effects/Spells/monsters_effects/League_Legion/EternalEmpire/Archer/default_arrow/arrow.ao""]","[""loop""]","[""end""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
719,"Metadata/Projectiles/LegionMarakethDefaultArrow","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Maraketh/sand_arrow_01.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
720,"Metadata/Projectiles/LegionMarakethSergeantArrow","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Maraketh/sand_arrow_02.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
721,"Metadata/Projectiles/LegionSandSpark","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Maraketh/OnDeath_Tornado.ao""]","[""start""]","[""end""]",250,"",1,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
722,"Metadata/Projectiles/LegionMarakethSergeantMortar","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Maraketh/proj_combo.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,2,[],"",[],318
723,"Metadata/Projectiles/LegionMarakethSergeantMortarArrow","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Maraketh/proj_combo.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,2,[],"",[],318
724,"Metadata/Projectiles/LegionEternalEmpireBossMultishot","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Riker/Barrage/projectile/projectile.ao""]","[""projectile""]","[""impact""]",3000,"",3,"","","Metadata/Projectiles/Projectile",1,2706,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
725,"Metadata/Projectiles/LegionMarakethSergeantDecelerating","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Maraketh/decelerating_proj.ao""]","[""arrow_loop""]","[""arrow_buildup""]",1200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
