"rownum","Id","Name","Act","IsTown","HasWaypoint","Connections_WorldAreasKeys","AreaLevel","HASH16","i32","i32","LoadingScreen_DDSFile","rid","[rid]","i32","TopologiesKeys","ParentTown_WorldAreasKey","i32","rid","rid","Bosses_MonsterVarietiesKeys","Monsters_MonsterVarietiesKeys","SpawnWeight_TagsKeys","SpawnWeight_Values","IsMapArea","FullClear_AchievementItemsKeys","rid","AchievementItemsKey","ModsKeys","i32","VaalArea","bool","MaxLevel","AreaTypeTags","i32","IsHideout","Inflection","i32","i32","Tags","IsVaalArea","IsLabyrinthAirlock","IsLabyrinthArea","TwinnedFullClear_AchievementItemsKey","Enter_AchievementItemsKey","TSIFile","rid","WaypointActivation_AchievementItemsKeys","IsUniqueMapArea","IsLabyrinthBossArea","FirstEntry_NPCTextAudioKey","FirstEntry_SoundEffectsKey","FirstEntry_NPCsKey","i32","EnvironmentsKey","i32","rid","i32","i32","i32","i32","i32","bool","bool","i32","i32","i32","[rid]","rid","i32","rid","rid"
1041,"MapAtlasMaze","Maze",11,"","",[],81,61076,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1128,1129,1130,1131]",163,900,"","",[2407],[],[],[],1,[],"","",[],0,[],"",100,"[63,68]",8,"","",7000,2000,"[61,57,349,372]","","","","","","","",[],"","",1279,"","Metadata/NPC/Shaper",6,511,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1042,"MapAtlasMineralPools","Mineral Pools",11,"","",[],81,23503,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1476,1477,1478,1479]",163,900,"","",[2337],[],[],[],1,[],"","",[],0,[],"",100,[66],8,"","",7000,2000,"[57,169,349,385,846,849,900,921]","","","","","","","",[],"","",1280,"","Metadata/NPC/Shaper",6,587,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1043,"MapAtlasPalace","Palace",11,"","",[],81,25731,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1367],163,900,"","","[1583,1589]",[],[],[],1,[],"","",[],0,[],"",100,"[63,68,69]",8,"","",7000,2000,"[61,57,162,307,349,388,405,874]","","","","","","","",[],"","",1281,"","Metadata/NPC/Shaper",6,832,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1044,"MapAtlasShrine","Shrine",11,"","",[],81,32706,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1320,1321,1322,1323]",163,900,"","","[2446,2472]",[],[],[],1,[],"","",[],0,[],"",100,"[68,63]",8,"","",7000,2000,"[61,57,169,349,410,843,844]","","","","","","","",[],"","",1282,"","Metadata/NPC/Shaper",6,529,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1045,"MapAtlasSprings","Fungal Hollow",11,"","",[],81,37308,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1192,1193,1194,1195]",163,900,"","",[2403],[],[],[],1,[],"","",[],0,[],"",100,[65],8,"","",7000,2000,"[57,349,61,397,377,987]","","","","","","","",[],"","",1283,"","Metadata/NPC/Shaper",6,864,45000,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1046,"MapAtlasVolcano","Volcano",11,"","",[],81,18376,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1409,1410,1411,1412]",163,900,"","",[3993],[],[],[],1,[],"","",[],0,[],"",100,"[64,67]",8,"","",7000,2000,"[57,169,349,355,990]","","","","","","","",[],"","",1284,"","Metadata/NPC/Shaper",6,564,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1047,"MapAtlasAbyss","Caldera",11,"","",[],82,61167,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1405,1406,1407,1408]",163,900,"","",[4016],[],[],[],1,[],"","",[],0,[],"",100,"[64,67]",8,"","",7000,2000,"[57,162,169,349,355,913,990]","","","","","","","",[],"","",1285,"","Metadata/NPC/Shaper",6,565,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1048,"MapAtlasColosseum","Colosseum",11,"","",[],82,47566,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1413,1414,1415,1416]",163,900,"","",[4079],[],[],[],1,[2500],"","",[],0,[],"",100,[69],8,"","",7000,2000,"[57,162,349,356,399,378,913]","","","","","","","",[],"","",1286,"","Metadata/NPC/Shaper",6,575,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1049,"MapAtlasCore","Core",11,"","",[],82,28745,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1440,1441,1442]",163,900,"","","[4144,4149]",[],[],[],1,[],"","",[],0,[],"",100,"[68,64]",8,"","",7000,2000,"[61,57,162,169,349,359,407,436,468,863,864,865,866,844]","","","","","","","",[],"","",1287,"","Metadata/NPC/Shaper",6,540,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1050,"MapAtlasDarkForest","Dark Forest",11,"","",[],82,61232,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1228,1229,1230,1231,1232,1233,1234,1235]",163,900,"","",[4608],[],[],[],1,[],"","",[],0,[],"",100,[65],8,"","",7000,2000,"[57,162,349,364,373,395,882,913]","","","","","","","",[],"","",1288,"","Metadata/NPC/Shaper",6,481,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1051,"MapAtlasOvergrownRuin","Overgrown Ruin",11,"","",[],82,16623,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1122],163,900,"","",[5345],[],[],[],1,[],"","",[],0,[],"",100,[68],8,"","",7000,2000,"[61,57,160,349,363]","","","","","","","",[],"","",1289,"","Metadata/NPC/Shaper",6,455,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1052,"MapAtlasChimera","Pit of the Chimera",11,"","",[],83,39023,14,16,"Art/Textures/Interface/LoadingImages/ShaperMaps.dds","",[59],6,"[1565,1566,1567,1568]",163,900,"","",[4879],[],[],[],1,[],"","",[],0,[],"",100,[69],8,"","",7000,2000,"[57,162,160,349,356,378]","","","","","","","",[],"","",1290,"","Metadata/NPC/Shaper",6,409,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1053,"MapAtlasHydra","Lair of the Hydra",11,"","",[],83,53215,14,16,"Art/Textures/Interface/LoadingImages/ShaperMaps.dds","",[59],6,"[1557,1558,1559,1560]",163,900,"","",[4872],[],[],[],1,[],"","",[],0,[],"",100,[69],8,"","",7000,2000,"[57,162,160,61,349,367]","","","","","","","",[],"","",1291,"","Metadata/NPC/Shaper",6,403,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1054,"MapAtlasPhoenix","Forge of the Phoenix",11,"","",[],83,7947,14,16,"Art/Textures/Interface/LoadingImages/ShaperMaps.dds","",[59],6,"[1553,1554,1555,1556]",163,900,"","",[4867],[],[],[],1,[],"","",[],0,[],"",100,"[63,68]",8,"","",7000,2000,"[57,162,160,61,349,403,444]","","","","","","","",[],"","",1293,"","Metadata/NPC/Shaper",6,400,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1055,"MapAtlasMinotaur","Maze of the Minotaur",11,"","",[],83,60930,14,16,"Art/Textures/Interface/LoadingImages/ShaperMaps.dds","",[59],6,"[1561,1562,1563,1564]",163,900,"","",[4876],[],[],[],1,[],"","",[],0,[],"",100,"[64,65]",8,"","",7000,2000,"[57,162,160,61,349,397]","","","","","","","",[],"","",1292,"","Metadata/NPC/Shaper",6,406,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1056,"MapAtlasShapersRealm","The Shaper's Realm",11,"","",[],84,30730,7,10,"Art/Textures/Interface/LoadingImages/ShaperMaps.dds","",[59],6,[1569],163,900,"","",[4959],[],[],[],1,[],"","",[],0,[],"",100,[69],0,"","",7000,2000,"[57,162,194,221,159]","","","","","","","",[],1,"",1294,"","Metadata/NPC/Shaper",7,"",0,"",0,0,0,0,0,1,1,47,0,0,[],106,5,0,0
1057,"MapAtlasVaalTemple","Vaal Temple",11,"","",[],83,8553,14,16,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",836,[59],6,[1373],163,900,"","","[3199,3202,3205]",[],[],[],1,[],"","",[],0,[],"",100,"[63,68]",8,"","",7000,2000,"[61,57,160,349,372,408]","","","","","","","",[],"","",1295,"","Metadata/NPC/Shaper",6,844,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1058,"BreachBossPhysical","Uul-Netol's Domain",11,"","",[],75,51421,0,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1597],163,900,"","",[5103],[],[],[],1,[],"","","[6378,6433,12711,6753,26211,26220]",0,[],"",100,"[63,68]",0,"","",7000,2000,"[61,57,198,221,352]","","","","","","","",[],1,"","","","",7,627,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1059,"BreachBossChaos","Chayula's Domain",11,"","",[],80,10002,0,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1598],163,900,"","",[5106],[],[],[],1,[],"","","[6378,6434,12712,6753,26211,26220]",0,[],"",100,"[64,67]",0,"","",7000,2000,"[61,57,198,221,352]","","","","","","","",[],1,"","","","",7,628,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1060,"BreachBossFire","Xoph's Domain",11,"","",[],70,64754,0,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1599],163,900,"","",[5094],[],[],[],1,[],"","","[6378,6432,12710,6753,26211,26220]",0,[],"",100,"[64,67]",0,"","",7000,2000,"[57,198,221,352]","","","","","","","",[],1,"","","","",7,629,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1061,"BreachBossCold","Tul's Domain",11,"","",[],70,12184,0,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1600],163,900,"","",[5097],[],[],[],1,[],"","","[6378,6432,12710,6753,26211,26220]",0,[],"",100,"[68,66]",0,"","",7000,2000,"[57,198,221,352]","","","","","","","",[],1,"","","","",7,630,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1062,"BreachBossLightning","Esh's Domain",11,"","",[],70,61120,0,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1601],163,900,"","",[5100],[],[],[],1,[],"","","[6378,6432,12710,6753,26211,26220]",0,[],"",100,"[63,68]",0,"","",7000,2000,"[61,57,198,221,352]","","","","","","","",[],1,"","","","",7,631,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1063,"BreachBossPhysical2","Uul-Netol's Domain",11,"","",[],78,27733,0,20,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1597],163,900,"","",[5103],[],[],[],1,[],"","","[6378,6433,12712,6753,17976,26211,26220]",0,[],"",100,"[63,68]",0,"","",7000,2000,"[61,57,198,221,352]","","","","","","","",[],1,"","","","",7,627,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1064,"BreachBossChaos2","Chayula's Domain",11,"","",[],81,38041,0,20,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1598],163,900,"","",[5106],[],[],[],1,[],"","","[6378,6434,12712,6753,17976,26211,26220]",0,[],"",100,"[64,67]",0,"","",7000,2000,"[61,57,198,221,352]","","","","","","","",[],1,"","","","",7,628,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1065,"BreachBossFire2","Xoph's Domain",11,"","",[],74,46474,0,20,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1599],163,900,"","",[5094],[],[],[],1,[],"","","[6378,6432,12711,6753,17976,26211,26220]",0,[],"",100,"[64,67]",0,"","",7000,2000,"[57,198,221,352]","","","","","","","",[],1,"","","","",7,629,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1066,"BreachBossCold2_","Tul's Domain",11,"","",[],74,41,0,20,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1600],163,900,"","",[5097],[],[],[],1,[],"","","[6378,6432,12711,6753,17976,26211,26220]",0,[],"",100,"[68,66]",0,"","",7000,2000,"[57,198,221,352]","","","","","","","",[],1,"","","","",7,630,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1067,"BreachBossLightning2","Esh's Domain",11,"","",[],74,55134,0,20,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1601],163,900,"","",[5100],[],[],[],1,[],"","","[6378,6432,12711,6753,17976,26211,26220]",0,[],"",100,"[63,68]",0,"","",7000,2000,"[61,57,198,221,352]","","","","","","","",[],1,"","","","",7,631,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1068,"BreachBossPhysical3","Uul-Netol's Domain",11,"","",[],81,35597,0,24,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1597],163,900,"","",[5103],[],[],[],1,[],"","","[6378,6433,12712,6753,17977,26211,26220]",0,[],"",100,"[63,68]",0,"","",7000,2000,"[61,57,198,221,352]","","","","","","","",[],1,"","","","",7,627,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1069,"BreachBossChaos3","Chayula's Domain",11,"","",[],82,52286,0,24,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1598],163,900,"","",[5106],[],[],[],1,[],"","","[6378,6434,12712,6753,17977,26211,26220]",0,[],"",100,"[64,67]",0,"","",7000,2000,"[61,57,198,221,352]","","","","","","","",[],1,"","","","",7,628,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1070,"BreachBossFire3","Xoph's Domain",11,"","",[],79,39900,0,24,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1599],163,900,"","",[5094],[],[],[],1,[],"","","[6378,6432,12712,6753,17977,26211,26220]",0,[],"",100,"[64,67]",0,"","",7000,2000,"[57,198,221,352]","","","","","","","",[],1,"","","","",7,629,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1071,"BreachBossCold3","Tul's Domain",11,"","",[],79,45950,0,24,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1600],163,900,"","",[5097],[],[],[],1,[],"","","[6378,6432,12712,6753,17977,26211,26220]",0,[],"",100,"[68,66]",0,"","",7000,2000,"[57,198,221,352]","","","","","","","",[],1,"","","","",7,630,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1072,"BreachBossLightning3","Esh's Domain",11,"","",[],79,30393,0,24,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1601],163,900,"","",[5100],[],[],[],1,[],"","","[6378,6432,12712,6753,17977,26211,26220]",0,[],"",100,"[63,68]",0,"","",7000,2000,"[61,57,198,221,352]","","","","","","","",[],1,"","","","",7,631,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1073,"BreachBossPhysical4","Uul-Netol's Domain",11,"","",[],82,36145,0,30,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1597],163,900,"","",[5103],[],[],[],1,[],"","","[6378,6433,12712,6753,17978,26211,26220]",0,[],"",100,"[63,68]",0,"","",7000,2000,"[61,57,198,221,352]","","","","","","","",[],1,"","","","",7,627,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1074,"BreachBossChaos4","Chayula's Domain",11,"","",[],83,26666,0,30,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1598],163,900,"","",[5106],[],[],[],1,[],"","","[6378,6434,12712,6753,17978,26211,26220]",0,[],"",100,"[64,67]",0,"","",7000,2000,"[61,57,198,221,352]","","","","","","","",[],1,"","","","",7,628,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1075,"BreachBossFire4","Xoph's Domain",11,"","",[],81,52395,0,30,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1599],163,900,"","",[5094],[],[],[],1,[],"","","[6378,6432,12712,6753,17978,26211,26220]",0,[],"",100,"[64,67]",0,"","",7000,2000,"[57,198,221,352]","","","","","","","",[],1,"","","","",7,629,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1076,"BreachBossCold4","Tul's Domain",11,"","",[],81,20816,0,30,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1600],163,900,"","",[5097],[],[],[],1,[],"","","[6378,6432,12712,6753,17978,26211,26220]",0,[],"",100,"[68,66]",0,"","",7000,2000,"[57,198,221,352]","","","","","","","",[],1,"","","","",7,630,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1077,"BreachBossLightning4","Esh's Domain",11,"","",[],81,5696,0,30,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1601],163,900,"","",[5100],[],[],[],1,[],"","","[6378,6432,12712,6753,17978,26211,26220]",0,[],"",100,"[63,68]",0,"","",7000,2000,"[61,57,198,221,352]","","","","","","","",[],1,"","","","",7,631,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1078,"BreachBossPhysical5","Uul-Netol's Domain",11,"","",[],84,33691,0,36,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1597],163,900,"","",[5103],[],[],[],1,[],"","","[6378,6434,12716,6753,17979,26212,26216,26221]",0,[],"",100,"[63,68]",0,"","",7000,2000,"[61,57,198,221,352]","","","","","","","",[],1,"","","","",7,627,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1079,"BreachBossChaos5","Chayula's Domain",11,"","",[],84,31568,0,36,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1598],163,900,"","",[5106],[],[],[],1,[],"","","[6378,6434,12717,6753,17979,26212,26216,26221]",0,[],"",100,"[64,67]",0,"","",7000,2000,"[61,57,198,221,352]","","","","","","","",[],1,"","","","",7,628,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1080,"BreachBossFire5","Xoph's Domain",11,"","",[],84,18836,0,36,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1599],163,900,"","",[5094],[],[],[],1,[],"","","[6378,6434,12713,6753,17979,26212,26216,26221]",0,[],"",100,"[64,67]",0,"","",7000,2000,"[57,198,221,352]","","","","","","","",[],1,"","","","",7,629,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1081,"BreachBossCold5","Tul's Domain",11,"","",[],84,44051,0,36,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1600],163,900,"","",[5097],[],[],[],1,[],"","","[6378,6434,12714,6753,17979,26212,26216,26221]",0,[],"",100,"[68,66]",0,"","",7000,2000,"[57,198,221,352]","","","","","","","",[],1,"","","","",7,630,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1082,"BreachBossLightning5","Esh's Domain",11,"","",[],84,40213,0,36,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1601],163,900,"","",[5100],[],[],[],1,[],"","","[6378,6434,12715,6753,17979,26212,26216,26221]",0,[],"",100,"[63,68]",0,"","",7000,2000,"[61,57,198,221,352]","","","","","","","",[],1,"","","","",7,631,0,"",0,0,0,0,0,1,1,47,0,0,[],107,5,0,0
1083,"MapAtlasHarbinger","Harbinger's Isle",11,"","",[],70,27972,0,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1602],163,900,"","",[5859],[],"[232,0]","[0,1000]",1,[],"","",[],0,[],"",100,"[62,67]",0,"","",7000,2000,"[57,221,352]","","","","","","","",[],1,"","","","",7,632,0,"",0,0,0,0,0,1,1,47,0,0,[],108,5,0,0
1084,"MapAtlasHarbingerLow","The Beachhead",11,"","",[],72,60648,0,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1602],163,900,"","",[5859],[],"[232,0]","[0,1000]",1,[],"","",[],0,[],"",100,"[62,67]",0,"","",7000,2000,"[57,221,352]","","","","","","","",[],1,"","","","",7,632,0,"",0,0,0,0,0,1,1,47,0,0,[],108,5,0,0
1085,"MapAtlasHarbingerMid","The Beachhead",11,"","",[],77,14980,0,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1602],163,900,"","",[5859],[],"[232,0]","[0,1000]",1,[],"","",[],0,[],"",100,"[62,67]",0,"","",7000,2000,"[57,221,352]","","","","","","","",[],1,"","","","",7,632,0,"",0,0,0,0,0,1,1,47,0,0,[],108,5,0,0
1086,"MapAtlasHarbingerHigh","The Beachhead",11,"","",[],82,64522,0,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1602],163,900,"","",[5859],[],"[232,0]","[0,1000]",1,[],"","",[],0,[],"",100,"[62,67]",0,"","",7000,2000,"[57,221,352]","","","","","","","",[],1,"","","","",7,632,0,"",0,0,0,0,0,1,1,47,0,0,[],108,5,0,0
1087,"MapWorldsLookout","Lookout",11,"","",[],68,48831,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1729,1730,1731,1732,1733,1734]",163,900,"","",[5180],[],[],[],1,[8285],"","",[],0,[257],"",100,[69],8,"","",7000,2000,"[57,307,349,98,890]","","","","","","","",[],"","",1297,"","Metadata/NPC/Shaper",6,670,51000,"",50,50,50,50,0,1,1,47,0,0,[],109,5,116,11
1088,"MapWorldsBeach","Beach",11,"","",[],68,62685,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1594,1595,1596]",163,900,"","",[2342],[],[],[],1,[8285],"","",[],0,[220],"",100,[62],8,"","",7000,2000,"[57,349,839,987]","","","","","","","",[],"","",1190,"","Metadata/NPC/Shaper",6,612,47000,"",50,50,50,50,0,1,1,47,0,0,[],109,5,116,11
1089,"MapWorldsGraveyard","Graveyard",11,"","",[],68,53902,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1153,1154,1155,1156]",163,900,"","","[2321,2315,2318]",[],[],[],1,[8285],"","",[12316],0,[226],"",100,"[66,68]",8,"","",7000,2000,"[57,169,349,389,401,408,160,433,879]","","","","","","","",[],"","",1204,"","Metadata/NPC/Shaper",6,462,51000,"",50,50,50,50,0,1,1,47,0,0,[],109,5,116,11
1090,"MapWorldsDungeon","Dungeon",11,"","",[],68,64256,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds",828,[59],6,"[1079,1080,1081,1082]",163,900,"","",[2286],[],[],[],1,[8285],"","",[],0,"[244,222]","",100,[63],8,"","",7000,2000,"[61,57,349,361]","","","","","","","",[],"","",1203,"","Metadata/NPC/Shaper",6,436,64000,"",50,50,50,50,0,1,1,47,0,0,[],109,5,116,11
1091,"MapWorldsAlleyways","Alleyways",11,"","",[],69,42968,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1637,1638,1639,1640]",163,900,"","",[5411],[],[],[],1,[8285],"","",[],0,[251],"",100,[69],8,"","",7000,2000,"[57,169,349,358,890,921,989]","","","","","","","",[],"","",1296,"","Metadata/NPC/Shaper",6,651,55000,"",50,50,50,50,0,1,1,47,0,0,[],109,5,116,11
1092,"MapWorldsPen","Pen",11,"","",[],69,19828,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1653,1654,1655,1656]",163,900,"","","[4891,4892,4893]",[],[],[],1,[8285],"","",[],0,[249],"",100,"[69,63]",8,"","",7000,2000,"[61,57,160,349,361]","","","","","","","",[],"","",1298,"","Metadata/NPC/Shaper",6,653,55000,"",50,50,50,50,0,1,1,47,0,0,[],109,5,116,11
1093,"MapWorldsDesert","Desert",11,"","",[],69,34997,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1386,1387,1388,1389]",163,900,"","",[5736],[],[],[],1,[8285],"","",[],0,[245],"",100,"[64,67]",8,"","",7000,2000,"[57,349,398,422]","","","","","","","",[],"","",1188,"","Metadata/NPC/Shaper",6,846,57000,"",50,50,50,50,0,1,1,47,0,0,[],109,5,116,11
1094,"MapWorldsAridLake","Arid Lake",11,"","",[],69,27782,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1224,1225,1226,1227]",163,900,"","",[2302],[],[],[],1,[8285],"","",[],0,"[218,223]","",100,[66],8,"","",7000,2000,"[57,169,349]","","","","","","","",[],"","",1194,"","Metadata/NPC/Shaper",6,480,49000,"",50,50,50,50,0,1,1,47,0,0,[],109,5,116,11
1095,"MapWorldsFloodedMine","Flooded Mine",11,"","",[],69,63065,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1284,1285,1286,1287]",163,900,"","",[4478],[],[],[],1,[8285],"","",[],0,[219],"",100,[64],8,"","",7000,2000,"[61,57,349,383,397,385,850]","","","","","","","",[],"","",1195,"","Metadata/NPC/Shaper",6,494,64000,"",50,50,50,50,0,1,1,47,0,0,[],109,5,116,11
1096,"MapWorldsMarshes","Marshes",11,"","",[],69,42115,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1499,1500,1501,1502,1503,1504]",163,900,"","",[4049],[],[],[],1,[8285],"","",[],0,[],"",100,[66],8,"","",7000,2000,"[57,169,349,386,871]","","","","","","","",[],"","",1198,"","Metadata/NPC/Shaper",6,593,64000,"",50,50,50,50,0,1,1,47,0,0,[],109,5,116,11
1097,"MapWorldsIceberg","Iceberg",11,"","",[],70,59084,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1721,1722,1723,1724]",163,900,"","","[4313,4316,4319]",[],[],[],1,[8285],"","",[],0,[271],"",100,[67],8,"","",7000,2000,"[57,169,349,402,921]","","","","","","","",[],"","",1299,"","Metadata/NPC/Shaper",6,667,49000,"",50,50,50,50,0,1,1,47,0,0,[],109,5,116,11
1098,"MapWorldsCage","Cage",11,"","",[],70,3883,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1679,1680,1681,1682]",163,900,"","",[4904],[],[],[],1,[8285],"","",[],0,[249],"",100,"[69,63]",8,"","",7000,2000,"[61,57,349,361,845]","","","","","","","",[],"","",1300,"","Metadata/NPC/Shaper",6,684,45000,"",50,50,50,50,0,1,1,47,0,0,[],109,5,116,11
1099,"MapWorldsSprings","Fungal Hollow",11,"","",[],70,34425,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1192,1193,1194,1195]",163,900,"","",[2403],[],[],[],1,[8285],"","",[],0,[226],"",100,[65],8,"","",7000,2000,"[57,349,61,397,377,987]","","","","","","","",[],"","",1283,"","Metadata/NPC/Shaper",6,864,45000,"",50,50,50,50,0,1,1,47,0,0,[],109,5,116,11
1100,"MapWorldsExcavation","Excavation",11,"","",[],70,33025,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1398,1399,1400,1401]",163,900,"","","[3893,3938]",[],[],[],1,[8285],"","",[],0,[246],"",100,"[64,67]",8,"","",7000,2000,"[61,57,349,383,397]","","","","","","","",[],"","",1258,"","Metadata/NPC/Shaper",6,615,63000,"",50,50,50,50,0,1,1,47,0,0,[],109,5,116,11
1101,"MapWorldsLeyline","Leyline",11,"","",[],70,12937,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1492,1493,1494,1495,1496,1497,1498]",163,900,"","",[3826],[],[],[],1,[8285],"","",[],0,[247],"",100,"[69,63]",8,"","",7000,2000,"[61,57,169,349,401,879]","","","","","","","",[],"","",1277,"","Metadata/NPC/Shaper",6,592,54000,"",50,50,50,50,0,1,1,47,0,0,[],109,5,116,11
