"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","IsHardmode","DescriptionHardmode"
2992,2517,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Coldsnap Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],481,"",""
2993,2518,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Coldsnap Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],481,"",""
2994,2519,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Coldsnap Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],481,"",""
2995,2520,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to the Coldsnap Bow.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[],0,[1],481,"",""
2996,2521,1,1,"grant_micro","","","Changes the appearance of any equipped Quiver to the Coldsnap Quiver.",[],"","Quiver Skin","",[],[],0,"",0,"",1,[],[],[],0,[4],481,"",""
2997,2529,1,1,"grant_micro","","","Changes the appearance of any equipped Claw, Dagger, Wand, Sword, Axe or Mace to the Stygian Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[],0,"[1,4]",385,"",""
2998,2530,1,1,"grant_micro","","","Adds Stygian Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"","",[],[],[],10,[13],385,"",""
2999,2531,1,1,"grant_micro","","","Adds the Stygian Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",385,"",""
3000,2532,1,1,"grant_micro","","","Attaches the Stygian Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",1,[],[],[],16,[15],385,"",""
3001,2533,1,1,"grant_micro","","","Your Carrion Golems become Stygian.",[],"","Carrion Golem Skin","",[],[],0,"",0,"",1,[],[],[],17,[36],385,"",""
3002,2534,1,1,"grant_micro","","","The standard skin on your Raised spectres are replaced by a Stygian skin.",[],"","Raise Spectre Skin","",[],[],0,"",0,"",1,[],[],[],17,[36],385,"",""
3003,2535,1,1,"grant_micro","","","Your Herald becomes a Stygian Effect.",[],"","Herald Skin","",[],[],0,"",0,"",1,[],[],[],17,[36],385,"",""
3004,2536,1,1,"grant_micro","","","Your Molten Shell becomes a Stygian Effect.",[],"","Molten Shell Skin","",[],[],0,"",0,"",1,[],[],[],17,[36],385,"",""
3005,2522,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Darkprism Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],453,"",""
3006,2523,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Darkprism Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],453,"",""
3007,2524,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Darkprism Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],453,"",""
3008,2525,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Darkprism Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],453,"",""
3009,2526,1,1,"grant_micro","","","Adds the Darkprism Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],453,"",""
3010,2527,1,1,"grant_micro","","","Attaches the Darkprism Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"","",[],[],[],16,[15],453,"",""
3011,2528,1,1,"grant_micro","","","Adds the Darkprism Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",453,"",""
3012,2686,1,1,"grant_micro","","","Your Molten Strike becomes a Celestial Effect.",[],"","Molten Strike Skin","",[],[],0,"",0,"",1,[],[],[],17,[36],346,"",""
3013,2687,1,1,"grant_micro","","","Your Tectonic Slam becomes a Celestial Effect.",[],"","Tectonic Slam Skin","",[],[],0,"",0,"",1,[],[],[],17,[36],346,"",""
3014,2537,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Alt Deicide Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],332,"",""
3015,2538,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Alt Deicide Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],332,"",""
3016,2539,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Alt Deicide Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],332,"",""
3017,2540,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Alt Deicide Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],332,"",""
3018,2541,1,1,"grant_micro","","","Adds the Alt Deicide Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],332,"",""
3019,2542,1,1,"grant_micro","","","Changes the appearance of any equipped Axe to the Alt Deicide Axe.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,"[1,4]",332,"",""
3020,2543,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Alt Dun Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[],0,[4],332,"",""
3021,2544,1,1,"grant_micro","","","Adds the Dark Deicide Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],332,"",""
3022,2545,1,1,"grant_micro","","","Your Herald becomes a Dragon Hunter Effect.",[],"","Herald Skin","",[],[],0,"",0,"","",[],[],[],17,[36],330,"",""
3023,2546,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Revenant Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],480,"",""
3024,2547,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Revenant Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],480,"",""
3025,2548,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Revenant Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],480,"",""
3026,2549,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Revenant Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],480,"",""
3027,2550,1,1,"grant_micro","","","Adds the Revenant Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],480,"",""
3028,2551,1,1,"grant_micro","","","Changes the appearance of any equipped Sword to the Revenant Sword.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[],0,"[1,4]",480,"",""
3029,2552,1,1,"grant_micro","","","Attaches the Revenant Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"","",[],[],[],16,[15],480,"",""
3030,2553,1,1,"grant_micro","","","Your Explosive Arrow becomes a Revenant Effect.",[],"","Explosive Arrow Skin","",[],[],0,"",0,"","",[],[],[],17,[36],480,"",""
3031,2554,1,1,"grant_micro","","","Replaces the default skin on your ballista totems with a Demonic Arctic version.",[],"","Ballista Totem Skin","",[],[],0,"",0,"","",[],[],[],17,[36],331,"",""
3032,2555,1,1,"modify_portal_variation","","","This character's portals use the Darkprism Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],453,"",""
3033,2556,1,1,"grant_micro","","","Adds Darkprism Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"","",[],[],[],10,[13],453,"",""
3034,2557,1,1,"grant_micro","","","Adds the Malice Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],482,"",""
3035,2558,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Alt Jinli Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],488,"",""
3036,2559,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Jinli Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],488,"",""
3037,2560,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Jinli Helmet Male.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],488,"",""
3038,2561,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Jinli Helmet Female.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],488,"",""
3039,2562,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Jinli Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],488,"",""
3040,2563,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Jinli Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],488,"",""
3041,2564,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Jinli Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],488,"",""
3042,2565,1,1,"grant_micro","","","Attaches the Jinli Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],488,"",""
3043,2566,1,1,"grant_micro","","","Adds the Kitava Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],363,"",""
3044,2567,1,1,"grant_micro","","","Adds the Darkseer Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",485,"",""
3045,2568,1,1,"modify_portal_variation","","","This character's portals use the Darkseer Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],485,"",""
3046,2569,1,1,"grant_micro","","","Adds the Darkseer Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],485,"",""
3047,2570,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Elder Darkseer Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],485,"",""
3048,2571,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Elder Darkseer Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],485,"",""
3049,2572,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Elder Darkseer Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],485,"",""
3050,2573,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Elder Darkseer Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],485,"",""
3051,2574,1,1,"grant_micro","","","Adds the Elder Darkseer Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],485,"",""
3052,2575,1,1,"grant_micro","","","Adds the Fateweaver Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],485,"",""
3053,2576,1,1,"grant_micro","","","Adds the Fateweaver Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",485,"",""
3054,2577,1,1,"grant_micro","","","Adds the Fateweaver Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],485,"",""
3055,2578,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Elite Fateweaver Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],485,"",""
3056,2579,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Elite Fateweaver Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],485,"",""
3057,2580,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Elite Fateweaver Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],485,"",""
3058,2581,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Elite Fateweaver Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],485,"",""
3059,2582,1,1,"grant_micro","","","Adds the Elite Fateweaver Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],485,"",""
3060,2583,1,1,"grant_micro","","","Attaches the Imagination Character Effect I to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[],16,[15],489,"",""
3061,2584,1,1,"grant_micro","","","Attaches the Imagination Character Effect II to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[],16,[15],489,"",""
3062,2585,1,1,"grant_micro","","","Attaches the Imagination Character Effect III to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[],16,[15],489,"",""
3063,2586,1,1,"grant_micro","","","Adds the Delirium Horns to your headdress.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",485,"",""
3064,2587,1,1,"grant_micro","","","Adds the Delirium Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],485,"",""
3065,2588,1,1,"grant_micro","","","Adds the Delirium Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],485,"",""
3066,2779,1,1,"modify_portal_variation","","","This character's portals use the Delirium Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],485,"",""
3067,2589,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Delirium Brimmed Hat.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],485,"",""
3068,2590,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Project Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],483,"",""
3069,2591,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Project Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],483,"",""
3070,2592,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Project Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],483,"",""
3071,2593,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Project Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],483,"",""
3072,2594,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Project Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],483,"",""
3073,2595,1,1,"grant_micro","","","Adds the Project Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],483,"",""
3074,2596,1,1,"grant_micro","","","Adds the Project Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],483,"",""
3075,2597,1,1,"grant_micro","","","Changes the appearance of any equipped Claw, Dagger, Wand, Sword, Axe or Mace to the Project Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",483,"",""
3076,2598,1,1,"grant_micro","","","Your Aura becomes a Project Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],483,"",""
3077,2599,1,1,"grant_micro","","","The standard skin on your Raised Zombies are replaced by a Project skin.",[],"","Raise Zombie Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],483,"",""
3078,2600,1,1,"grant_micro","","","Adds Project Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],483,"",""
3079,2601,1,1,"grant_micro","","","Attaches the Project Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],483,"",""
3080,2602,1,1,"grant_micro","","","Adds the Project Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",483,"",""
3081,2603,1,1,"grant_micro","","","This character's portals use the Project Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],483,"",""
3082,2604,1,1,"grant_micro","","","Your Essence Drain becomes a Project Effect.",[],"","Essence Drain Skin","",[],[],0,"",0,"",1,[],[],[],17,[36],483,"",""
3083,2605,1,1,"grant_micro","","","Your Wither becomes a Project Effect.",[],"","Wither Skin","",[],[],0,"",0,"","",[],[],[],17,[36],483,"",""
3084,2606,1,1,"grant_micro","","","Your Blight becomes a Project Effect.",[],"","Blight Skin","",[],[],0,"",0,"","",[],[],[],17,[36],483,"",""
3085,2607,1,1,"grant_micro","","","Your Contagion becomes a Project Effect.",[],"","Contagion Skin","",[],[],0,"",0,"","",[],[],[],17,[36],483,"",""
3086,2608,1,1,"grant_micro","","","Your Bane becomes a Project Effect.",[],"","Bane Skin","",[],[],0,"",0,"","",[],[],[],17,[36],483,"",""
3087,2609,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Scientist Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],483,"",""
3088,2610,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Scientist Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],483,"",""
3089,2611,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Scientist Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],483,"",""
3090,2612,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Scientist Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],483,"",""
3091,2613,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Scientist Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],483,"",""
3092,2614,1,1,"grant_micro","","","Adds the Scientist Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],483,"",""
3093,2615,1,1,"grant_micro","","","Adds the Scientist Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],483,"",""
3094,2616,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, Axe or Mace to the Scientist Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",483,"",""
3095,2617,1,1,"grant_micro","","","Your Aura becomes a Scientist Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],483,"",""
3096,2618,1,1,"grant_micro","","","Your Flame Dash becomes a Scientist Effect.",[],"","Flame Dash Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],483,"",""
3097,2619,1,1,"grant_micro","","","Adds Scientist Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],483,"",""
