"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2","rid","rid","i32","[i32]","i32","rid"
1720,332,25,"Underground Cities",[963],[],[],"","",3,"","",[2086],"","","",[50],"[53,25]",50,[26],1308,"","","","","","","",49,[],49,""
1721,332,26,"Underground Cities",[963],[],[],"","",3,"","",[2102],"","","",[51],"[53,26]",51,[27],1308,"","","","","","","",49,[],49,""
1722,332,27,"Underground Cities",[963],[],[],"","",3,"","",[2119],"","","",[52],"[53,27]",52,[],1308,"","","","","","","",49,[],49,""
1723,332,28,"Prospero",[963],[],[],"","",3,"","",[2052],"","","",[60],[54],60,[24],1308,"","","","","","","",49,[],49,""
1724,332,29,"Prospero",[963],[],[],"","",3,"","",[2070],"","","",[61],"[54,24]",61,[25],1308,"","","","","","","",49,[],49,""
1725,332,30,"Prospero",[963],[],[],"","",3,"","",[2087],"","","",[62],"[54,25]",62,[26],1308,"","","","","","","",49,[],49,""
1726,332,31,"Prospero",[963],[],[],"","",3,"","",[2103],"","","",[63],"[54,26]",63,[27],1308,"","","","","","","",49,[],49,""
1727,332,32,"Prospero",[963],[],[],"","",3,"","",[2120],"","","",[64],"[54,27]",64,[],1308,"","","","","","","",49,[],49,""
1728,332,33,"Oriath",[963],[],[],"","",3,"","",[2049],"","","",[55],[],55,[24],1308,"","","","","","","",49,[],49,""
1729,332,34,"Oriath",[963],[],[],"","",3,"","",[2068],"","","",[56],[24],56,[25],1308,"","","","","","","",49,[],49,""
1730,332,35,"Oriath",[963],[],[],"","",3,"","",[2085],"","","",[57],[25],57,[26],1308,"","","","","","","",49,[],49,""
1731,332,36,"Oriath",[963],[],[],"","",3,"","",[2101],"","","",[58],[26],58,[27],1308,"","","","","","","",49,[],49,""
1732,332,37,"Oriath",[963],[],[],"","",3,"","",[2118],"","","",[59],[27],59,[],1308,"","","","","","","",49,[],49,""
1733,332,38,"Purchase Items",[],[],[],"","",12,"",71,[],"","","",[],[],1308,[],1308,"","","","","",1,"",49,[],49,""
1734,332,39,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1308,[],1308,"","","","","",0,"",49,[],49,""
1735,332,40,"Light Radius","[963,0]",[],[2024],"",2024,5,"",2024,[2123],"","","",[],[68],1308,[24],1308,"","","","","","","",49,[],49,""
1736,332,41,"Light Radius","[963,0]",[],[2024],"",2024,5,"",2024,[2129],"","","",[],"[68,24]",1308,[25],1308,"","","","","","","",49,[],49,""
1737,332,42,"Light Radius","[963,0]",[],[2024],"",2024,5,"",2024,[2131],"","","",[],"[68,25]",1308,[26],1308,"","","","","","","",49,[],49,""
1738,332,43,"Light Radius","[963,0]",[],[2024],"",2024,5,"",2024,[2133],"","","",[],"[68,26]",1308,[27],1308,"","","","","","","",49,[],49,""
1739,332,44,"Light Radius","[963,0]",[],[2024],"",2024,5,"",2024,[2135],"","","",[],"[68,27]",1308,[],1308,"","","","","","","",49,[],49,""
1740,332,45,"Darkness Resistance","[963,0]",[],[2025],"",2025,5,"",2025,[2124],"","","",[],[68],1308,[24],1308,"","","","","","","",49,[],49,""
1741,332,46,"Darkness Resistance","[963,0]",[],[2025],"",2025,5,"",2025,[2130],"","","",[],"[68,24]",1308,[25],1308,"","","","","","","",49,[],49,""
1742,332,47,"Darkness Resistance","[963,0]",[],[2025],"",2025,5,"",2025,[2132],"","","",[],"[68,25]",1308,[26],1308,"","","","","","","",49,[],49,""
1743,332,48,"Darkness Resistance","[963,0]",[],[2025],"",2025,5,"",2025,[2134],"","","",[],"[68,26]",1308,[27],1308,"","","","","","","",49,[],49,""
1744,332,49,"Darkness Resistance","[963,0]",[],[2025],"",2025,5,"",2025,[2136],"","","",[],"[68,27]",1308,[],1308,"","","","","","","",49,[],49,""
1745,332,50,"Invite to Hideout",[963],[],[],"","",38,"","",[2041],"","","",[],"[68,200]",1,[],1308,"","","","","","","",49,[],37,""
1746,334,0,"View Subterranean Chart",[717],[],[],"triggerer.SendOpenScreen( DelveMapScreen, 1 ); triggerer.FinishNPCChat();","",5,"","",[],"","","",[],[68],1,[],1308,"","",1,"","Subterranean Chart",4,"",49,[],49,""
1747,334,1,"Visit Mine Encampment",[717],[],[],"triggerer.BeginDelve(); triggerer.FinishNPCChat();","",5,"","",[],"","","",[],[68],1,[],1308,"","","","","",5,"",49,[],49,""
1748,334,2,"Fractured Walls",[717],[],[],"","",5,"","",[2038],"","","",[65],"[68,18]",1,[65],65,"","","","","","","",49,[],49,""
1749,334,3,"The Azurite Mine",[717],[],[],"","",3,"","",[2037],"","","",[33],[68],33,[24],1308,"","","","","","","",49,[],49,""
1750,334,4,"The Azurite Mine",[717],[],[],"","",3,"","",[2055],"","","",[34],"[68,24]",34,[25],1308,"","","","","","","",49,[],49,""
1751,334,5,"The Azurite Mine",[717],[],[],"","",3,"","",[2073],"","","",[35],"[68,25]",35,[26],1308,"","","","","","","",49,[],49,""
1752,334,6,"The Azurite Mine",[717],[],[],"","",3,"","",[2090],"","","",[36],"[68,26]",36,[27],1308,"","","","","","","",49,[],49,""
1753,334,7,"The Azurite Mine",[717],[],[],"","",3,"","",[2106],"","","",[37],"[68,27]",37,[],1308,"","","","","","","",49,[],49,""
1754,334,8,"The Darkness",[717],[],[],"","",3,"","",[2047],"","","",[38],[68],38,[24],1308,"","","","","","","",49,[],49,""
1755,334,9,"The Darkness",[717],[],[],"","",3,"","",[2065],"","","",[39],"[68,24]",39,[25],1308,"","","","","","","",49,[],49,""
1756,334,10,"The Darkness",[717],[],[],"","",3,"","",[2082],"","","",[40],"[68,25]",40,[26],1308,"","","","","","","",49,[],49,""
1757,334,11,"The Darkness",[717],[],[],"","",3,"","",[2098],"","","",[41],"[68,26]",41,[27],1308,"","","","","","","",49,[],49,""
1758,334,12,"The Darkness",[717],[],[],"","",3,"","",[2115],"","","",[42],"[68,27]",42,[],1308,"","","","","","","",49,[],49,""
1759,334,13,"Underground Cities",[717],[],[],"","",3,"","",[2051],"","","",[48],"[68,53]",48,[24],1308,"","","","","","","",49,[],49,""
1760,334,14,"Underground Cities",[717],[],[],"","",3,"","",[2069],"","","",[49],"[68,53,24]",49,[25],1308,"","","","","","","",49,[],49,""
1761,334,15,"Underground Cities",[717],[],[],"","",3,"","",[2086],"","","",[50],"[68,53,25]",50,[26],1308,"","","","","","","",49,[],49,""
1762,334,16,"Underground Cities",[717],[],[],"","",3,"","",[2102],"","","",[51],"[68,53,26]",51,[27],1308,"","","","","","","",49,[],49,""
1763,334,17,"Underground Cities",[717],[],[],"","",3,"","",[2119],"","","",[52],"[68,53,27]",52,[],1308,"","","","","","","",49,[],49,""
1764,334,18,"Prospero",[717],[],[],"","",3,"","",[2052],"","","",[60],"[68,54]",60,[24],1308,"","","","","","","",49,[],49,""
1765,334,19,"Prospero",[717],[],[],"","",3,"","",[2070],"","","",[61],"[68,54,24]",61,[25],1308,"","","","","","","",49,[],49,""
1766,334,20,"Prospero",[717],[],[],"","",3,"","",[2087],"","","",[62],"[68,54,25]",62,[26],1308,"","","","","","","",49,[],49,""
1767,334,21,"Prospero",[717],[],[],"","",3,"","",[2103],"","","",[63],"[68,54,26]",63,[27],1308,"","","","","","","",49,[],49,""
1768,334,22,"Prospero",[717],[],[],"","",3,"","",[2120],"","","",[64],"[68,54,27]",64,[],1308,"","","","","","","",49,[],49,""
1769,334,23,"Oriath",[717],[],[],"","",3,"","",[2049],"","","",[55],[68],55,[24],1308,"","","","","","","",49,[],49,""
1770,334,24,"Oriath",[717],[],[],"","",3,"","",[2068],"","","",[56],"[68,24]",56,[25],1308,"","","","","","","",49,[],49,""
1771,334,25,"Oriath",[717],[],[],"","",3,"","",[2085],"","","",[57],"[68,25]",57,[26],1308,"","","","","","","",49,[],49,""
1772,334,26,"Oriath",[717],[],[],"","",3,"","",[2101],"","","",[58],"[68,26]",58,[27],1308,"","","","","","","",49,[],49,""
1773,334,27,"Oriath",[717],[],[],"","",3,"","",[2118],"","","",[59],"[68,27]",59,[],1308,"","","","","","","",49,[],49,""
1774,334,28,"Einhar",[717],[],[],"","",3,"","",[2247],"","","",[506],"[68,69]",506,[24],1308,"","","","","","","",49,[],49,""
1775,334,29,"Einhar",[717],[],[],"","",3,"","",[2248],"","","",[507],"[68,24,69]",507,[25],1308,"","","","","","","",49,[],49,""
1776,334,30,"Einhar",[717],[],[],"","",3,"","",[2249],"","","",[508],"[68,25,69]",508,[26],1308,"","","","","","","",49,[],49,""
1777,334,31,"Einhar",[717],[],[],"","",3,"","",[2250],"","","",[509],"[68,26,69]",509,[27],1308,"","","","","","","",49,[],49,""
1778,334,32,"Einhar",[717],[],[],"","",3,"","",[2251],"","","",[510],"[68,27,69]",510,[],1308,"","","","","","","",49,[],49,""
1779,334,33,"Alva",[717],[],[],"","",3,"","",[2237],"","","",[511],"[68,606]",511,[24],1308,"","","","","","","",49,[],49,""
1780,334,34,"Alva",[717],[],[],"","",3,"","",[2238],"","","",[512],"[68,24,606]",512,[25],1308,"","","","","","","",49,[],49,""
1781,334,35,"Alva",[717],[],[],"","",3,"","",[2239],"","","",[513],"[68,25,606]",513,[26],1308,"","","","","","","",49,[],49,""
1782,334,36,"Alva",[717],[],[],"","",3,"","",[2240],"","","",[514],"[68,26,606]",514,[27],1308,"","","","","","","",49,[],49,""
1783,334,37,"Alva",[717],[],[],"","",3,"","",[2241],"","","",[515],"[68,27,606]",515,[],1308,"","","","","","","",49,[],49,""
1784,334,38,"Jun",[717],[],[],"","",3,"","",[2242],"","","",[516],"[68,592]",516,[24],1308,"","","","","","","",49,[],49,""
1785,334,39,"Jun",[717],[],[],"","",3,"","",[2243],"","","",[517],"[68,24,592]",517,[25],1308,"","","","","","","",49,[],49,""
1786,334,40,"Jun",[717],[],[],"","",3,"","",[2244],"","","",[518],"[68,25,592]",518,[26],1308,"","","","","","","",49,[],49,""
1787,334,41,"Jun",[717],[],[],"","",3,"","",[2245],"","","",[519],"[68,26,592]",519,[27],1308,"","","","","","","",49,[],49,""
1788,334,42,"Jun",[717],[],[],"","",3,"","",[2246],"","","",[520],"[68,27,592]",520,[],1308,"","","","","","","",49,[],49,""
1789,334,43,"Zana",[717],[],[],"","",3,"","",[2252],"","","",[521],"[68,1]",521,[24],1308,"","","","","","","",49,[],49,""
1790,334,44,"Zana",[717],[],[],"","",3,"","",[2253],"","","",[522],"[68,24,1]",522,[25],1308,"","","","","","","",49,[],49,""
1791,334,45,"Zana",[717],[],[],"","",3,"","",[2254],"","","",[523],"[68,25,1]",523,[26],1308,"","","","","","","",49,[],49,""
1792,334,46,"Zana",[717],[],[],"","",3,"","",[2255],"","","",[524],"[68,26,1]",524,[27],1308,"","","","","","","",49,[],49,""
1793,334,47,"Zana",[717],[],[],"","",3,"","",[2256],"","","",[525],"[68,27,1]",525,[],1308,"","","","","","","",49,[],49,""
1794,334,48,"Helena",[717],[],[],"","",3,"","",[2262],"","","",[526],[68],526,[24],1308,"","","","","","","",49,[],49,""
1795,334,49,"Helena",[717],[],[],"","",3,"","",[2263],"","","",[527],"[68,24]",527,[25],1308,"","","","","","","",49,[],49,""
1796,334,50,"Helena",[717],[],[],"","",3,"","",[2264],"","","",[528],"[68,25]",528,[26],1308,"","","","","","","",49,[],49,""
1797,334,51,"Helena",[717],[],[],"","",3,"","",[2265],"","","",[529],"[68,26]",529,[27],1308,"","","","","","","",49,[],49,""
1798,334,52,"Helena",[717],[],[],"","",3,"","",[2266],"","","",[530],"[68,27]",530,[],1308,"","","","","","","",49,[],49,""
1799,334,53,"Talk to Niko",[717],[],[],"","",3,"","","[2126,2127,2128]","","","",[],[],1,[68],1308,"","","","","","","",49,[],49,""
1800,334,54,"Talk to Niko",[],[717],[],"","",3,"",71,"[2126,2127,2128]","","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1801,334,55,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1308,[],1308,"","","","","",0,"",49,[],49,""
1802,334,56,"Atlas Mission",[717],[],[],"","",1,"","",[],"","","",[],[600],1,[],1308,"","","","","","","",49,[],49,""
1803,334,57,"Memory of Demonic Onslaught",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineBreach1\"" );","",5,"","",[13650],"","","",[1252],[1232],1,[27],1308,"","","",1,"","","",49,[],49,""
1804,334,58,"Memory of Demonic Onslaught",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineBreach1\"" );","",5,"","",[13651],"","","",[1252],"[1232,27]",1,[],1308,"","","",1,"","","",49,[],49,""
1805,334,59,"Memory of Grasping Hands",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineBreach2\"" );","",5,"","",[13665],"","","",[1253],[1233],1,[27],1308,"","","",1,"","","",49,[],49,""
1806,334,60,"Memory of Grasping Hands",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineBreach2\"" );","",5,"","",[13666],"","","",[1253],"[1233,27]",1,[],1308,"","","",1,"","","",49,[],49,""
1807,334,61,"Memory of Tormented Souls",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineTorment2\"" );","",5,"","",[13667],"","","",[1255],[1235],1,[27],1308,"","","",1,"","","",49,[],49,""
1808,334,62,"Memory of Tormented Souls",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineTorment2\"" );","",5,"","",[13668],"","","",[1255],"[1235,27]",1,[],1308,"","","",1,"","","",49,[],49,""
1809,334,63,"Memory of Chasms",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineAbyss1\"" );","",5,"","",[13669],"","","",[1263],[1243],1,[27],1308,"","","",1,"","","",49,[],49,""
1810,334,64,"Memory of Chasms",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineAbyss1\"" );","",5,"","",[13670],"","","",[1263],"[1243,27]",1,[],1308,"","","",1,"","","",49,[],49,""
1811,334,65,"Kirac",[59],[],[],"","",3,"","",[13671],"","","",[1272],[],1273,[27],1308,"","","","","","","",49,[],49,""
1812,334,66,"Kirac",[59],[],[],"","",3,"","",[13672],"","","",[1272],[27],1273,[],1308,"","","","","","","",49,[],49,""
1813,170,0,"Introduction",[],[],[],"","",3,"","",[2269],"","","",[69],[],69,[],69,"","","","","","","",49,[],49,""
1814,170,1,"Begin the Hunt",[],"[1951,0]",[1949],"triggerer.FinishNPCChat(); SetStateTo( minion, 2 );",1949,5,"",1949,[2270],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1815,170,2,"The Menagerie",[1950],[],[],"","",3,"","",[1944],"","","",[409],[112],409,[],409,"","","","","","","",49,[],49,""
1816,170,3,"View Bestiary",[],[],[],"triggerer.SendOpenScreen( BestiaryScreen ); triggerer.FinishNPCChat();","",5,"",71,[],"","","",[],[],1308,[],1308,"","",1,"","","","",49,[],49,""
1817,170,4,"Visit Menagerie",[1950],[],[],"triggerer.OpenMenageriePortal(); triggerer.FinishNPCChat();","",5,"",71,[],"","","",[],[409],1308,[],1308,"","","","","","","",49,[],49,""
1818,338,0,"Clear the Hideout",[],"[2039,0]",[2036],"",2036,5,"",71,[2205],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1819,338,1,"Clear the Hideout",[2038],[2039],[2036],"",2036,5,"",71,[2206],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1820,338,2,"Congratulations",[2039],[],"[2036,0,0,0]","triggerer.UnlockHideout();",2040,3,"",2040,[2207],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1821,338,3,"Select Hideout",[2039],[2278],[],"triggerer.SendOpenScreen( HideoutSelectionWindow ); triggerer.FinishNPCChat();","",5,"",71,[],"","","",[],[200],1308,[],1308,"","",1,"","",5,"",49,[],49,""
1822,338,4,"Create Hideout",[2039],[2278],[],"triggerer.DispatchRulesetEvent(create_hideout);  triggerer.FinishNPCChat();","",5,"",71,[2208],"","","",[],[],1308,[200],1308,"","","",1,"","","",49,[],49,""
1823,338,5,"Select Guild Hideout",[],[],[],"triggerer.SendOpenScreen( HideoutSelectionWindow, 1 ); triggerer.FinishNPCChat();","",36,"",71,[],"","","",[],"[1034,200]",1308,[],1308,"","","","","",4,"",49,[],49,""
1824,339,0,"Crafting Bench",[717],[989],[],"","",5,"",71,[2210],"","","",[202],[],1308,[201],202,"","","","","","","",49,[],49,""
1825,339,1,"Crafting Bench",[717],[989],[],"","",5,"","",[2227],"","","",[203],[201],203,[203],203,"","","","","","","",49,[],49,""
1826,339,2,"Select Hideout",[717],[],[],"triggerer.SendOpenScreen( HideoutSelectionWindow ); triggerer.FinishNPCChat();","",36,"",71,[],"","","",[],[200],1308,[],1308,"","",1,"","",5,"",49,[],49,""
1827,339,3,"Oriath","[717,0]",[],[1974],"","",3,"",1974,[2223],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1828,339,4,"Crafting",[717],[989],[1990],"","",3,"",1990,[2209],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1829,339,5,"Transmutia Device",[717],[989],[1975],"","",3,"",1975,[2224],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1830,339,6,"Other Hideouts",[717],[],[1992],"","",3,"",1992,[2211],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1831,339,7,"Education",[717],[],[1976],"","",3,"",1976,[2225],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1832,339,8,"Einhar",[717],[],[1966],"","",3,"",1966,[2215],"","","",[],[69],1308,[],1308,"","","","","","","",49,[],49,""
1833,339,9,"Niko",[717],[],[1967],"","",3,"",1967,[2213],"","","",[],[9],1308,[],1308,"","","","","","","",49,[],49,""
1834,339,10,"Alva",[717],[],[1968],"","",3,"",1968,[2214],"","","",[],[606],1308,[],1308,"","","","","","","",49,[],49,""
1835,339,11,"Jun",[717],[],[1969],"","",3,"",1969,[2218],"","","",[],[592],1308,[],1308,"","","","","","","",49,[],49,""
1836,339,12,"Zana",[717],[],[1970],"","",3,"",1970,[2216],"","","",[],[1],1308,[],1308,"","","","","","","",49,[],49,""
1837,339,13,"Helena's Dream","[717,0,0]",[],[1993],"","",3,"",1993,[2220],"","","",[],"[69,22,1035]",1308,[],1308,"","","","","","","",49,[],49,""
1838,339,14,"Order of the Djinn",[717],[],[1991],"","",3,"",1991,[2219],"","","",[],[595],1308,[],1308,"","","","","","","",49,[],49,""
1839,339,15,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1308,[],1308,"","","","","",0,"",49,[],49,""
1840,339,16,"Select Guild Hideout",[],[],[],"triggerer.SendOpenScreen( HideoutSelectionWindow, 1 ); triggerer.FinishNPCChat();","",36,"",71,[],"","","",[],"[1034,200]",1308,[],1308,"","","","","",4,"",49,[],49,""
1841,336,0,"Underground Lab",[],[],[],"","",3,"","",[2161],"","","",[],[],1,[],1308,"","","","","","","",49,[],49,""
1842,336,1,"Unveil Items",[],[],[],"triggerer.SendOpenScreen(UnveilingWindow);","",25,"","",[],"","","",[],[],1,[],1308,"","",1,"","",5,"",49,[],49,""
1843,335,0,"Show Investigation",[],[],[],"triggerer.SendOpenScreen( BetrayalTraitorsWindow, 0 );","",5,"","",[],"","","",[],[],1,[],1308,"","","","","Investigation",4,"",49,[],49,""
1844,335,1,"Invite to Hideout",[],[],[],"","",38,"","",[],"","","",[],[592],1,[],1308,"","","","","","","",49,[],49,""
1845,335,2,"Unveil Items",[],[],[],"triggerer.SendOpenScreen(UnveilingWindow);","",25,"","",[],"","","",[],[],1,[],1308,"","",1,"","",5,"",49,[],49,""
1846,335,3,"Introduction",[],[],[],"","",3,"","",[2810],"","","",[93],[],93,[],93,"","","","","","","",49,[],49,""
1847,335,4,"The Immortal Syndicate",[],[],[],"","",5,"","",[2811],"","","",[92],[],1,[588],92,"","","","","","","",49,[],49,""
1848,335,5,"Veiled Items",[],[],[],"","",3,"","",[2794],"","","",[13],[592],13,[],1308,"","","","","","","",49,[],49,""
1849,335,6,"The Syndicate Leader",[],[],[1989],"",1989,5,"",71,[2828],"","","",[],[593],1308,[595],1308,"","","","","","","",49,[],49,""
1850,335,7,"The Syndicate Leader",[],[],[1989],"",1989,5,"",71,[2173],"","","",[],"[593,595]",1308,[],1308,"","","","","","","",49,[],49,""
1851,335,8,"Janus Perandus",[],[],[],"","",3,"","",[2181],"","","",[96],[594],96,[],1308,"","","","","","","",49,[],49,""
1852,335,9,"The Forbidden Vault",[],[],[],"","",3,"","",[2171],"","","",[97],[595],97,[],1308,"","","","","","","",49,[],49,""
1853,335,10,"Syndicate Members",[],[],[],"","",3,"","",[2167],"","","",[98],[592],98,[],98,"","","","","","","",49,[],49,""
1854,335,11,"Why Jun Fights",[],[],[],"","",3,"","",[2168],"","","",[99],[592],99,[595],1308,"","","","","","","",49,[],49,""
1855,335,12,"Catarina",[],[],[],"","",3,"","",[2169],"","","",[100],[596],100,[],1308,"","","","","","","",49,[],49,""
1856,335,13,"Order of the Djinn",[],[],[],"","",3,"","",[2172],"","","",[101],[595],101,[],1308,"","","","","","","",49,[],49,""
1857,335,14,"Horns of Kulemak",[],[],[],"","",3,"","",[2174],"","","",[102],[595],102,[],1308,"","","","","","","",49,[],49,""
1858,335,15,"Syndicate Safehouse",[],[],[2002],"",2002,5,"",71,[2175],"","","",[],[597],1308,[],1308,"","","","","","","",49,[],49,""
1859,335,16,"Oriath",[1138],[1548],[],"","",3,"","",[2190],"","","",[12],[],12,[],1308,"","","","","","","",49,[],49,""
1860,335,17,"Oriath",[1548],[],[],"","",3,"","",[2191],"","","",[12],[],12,[347],1308,"","","","","","","",49,[],49,""
1861,335,18,"Sell Items",[],[],[],"","",24,"","",[],"","","",[],[],1,[],1308,"","","","","",0,"",49,[],49,""
1862,340,0,"Show Investigation",[],[],[],"triggerer.SendOpenScreen( BetrayalTraitorsWindow, 0 );","",5,"","",[],"","","",[],[],1,[],1308,"","","","","Investigation",4,"",49,[],49,""
1863,340,1,"Unveil Items",[],[],[],"triggerer.SendOpenScreen(UnveilingWindow);","",25,"","",[],"","","",[],[],1,[],1308,"","",1,"","",5,"",49,[],49,""
1864,340,2,"Veiled Items",[],[],[],"","",3,"","",[2794],"","","",[13],[592],13,[],1308,"","","","","","","",49,[],49,""
