"rownum","QuestKey","i32","QuestStates","[i32]","Text","bool","Message","MapPinsKeys1","i32","MapPinsTexts","MapPinsKeys2","[rid]","bool","[i32]","[i32]","i32","SoundEffect","row"
938,90,3,[1445],[],"You have killed Hector Titucius. Take the Wings of Vastiri and deliver them to Hargan.","","Take the Wings of Vastiri",[108],0,"[""Take the Wings of Vastiri""]",[108],[],"",[],[],10,"",216
939,90,4,[1446],[],"You have found Hector Titucius in the Bath House. Kill him and take the Wings of Vastiri.","","Kill Hector Titucius",[108],0,"[""Kill Hector Titucius""]",[108],[],"",[],[],10,"",216
940,90,5,"[1447,0]",[],"Hargan has asked you to retrieve the Wings of Vastiri from the Undying Hector Titucius in the Bath House.","","",[108],0,"[""Find the Wings of Vastiri""]",[108],[],"",[],[],10,"",216
941,90,6,[1447],[],"Hargan has asked you to retrieve the Wings of Vastiri from the Undying Hector Titucius in the Bath House.","","Find the Wings of Vastiri",[108],0,"[""Travel to the Bath House\nFind the Wings of Vastiri""]",[],[],"",[],[],10,"",216
942,91,0,[1448],[],"Quest Complete - You have killed Tolman. Clarissa has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,"",216
943,91,1,[1449],[],"Quest Complete - You have killed Tolman. Clarissa has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,"",216
944,91,2,"[1452,0]",[],"You have killed Tolman. Talk to Clarissa in town for a reward.","","Talk to Clarissa in town",[104],0,"[""Talk to Clarissa in town for your reward""]",[],[],"",[],[],10,"",216
945,91,3,[1452],[],"You have killed Tolman. Talk to Clarissa.","","Talk to Clarissa",[104],0,"[""Talk to Clarissa""]",[],[],"",[],[],10,"",216
946,91,4,[1453],[],"The Ankh of Eternity has empowered Tolman, who is still a zombie, and he is attacking you. Kill him.","","Kill Tolman",[111],0,"[""Kill Tolman""]",[111],[],"",[],[],10,"",216
947,91,5,[1454],[],"The Ankh of Eternity is summoning Zombies near Clarissa. Kill them.","","Defeat the Zombies",[111],4000,"[""Defeat the Zombies""]",[111],[],"",[],[],10,"",216
948,91,6,[1455],[],"You have found the Ankh of Eternity. Search the Quay for Clarissa and give it to her so she can revive Tolman.","","Find Clarissa at the Quay",[111],0,"[""Find Clarissa at the Quay\nGive her the Ankh""]",[111],[],"",[],[],10,"",216
949,91,7,"[1456,0]",[],"Search the Quay for the Ankh of Eternity and bring it to Clarissa so she can revive Tolman.","","",[111],0,"[""Find the Ankh of Eternity""]",[111],[],"",[],[],10,"",216
950,91,8,[1456],[],"Clarissa has asked you to find the Ankh of Eternity at the Quay, then bring it to her there so she can revive Tolman.","","Find the Ankh of Eternity",[111],0,"[""Travel to the Quay\nFind the Ankh of Eternity""]",[],[],"",[],[],10,"",216
951,92,0,[1457],[],"Quest Complete - You have killed the Gemling Legionnaires. Maramoa has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,"",216
952,92,1,[1458],[],"Quest Complete - You have killed the Gemling Legionnaires. Maramoa has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,"",216
953,92,2,[1461],[],"You have killed the Gemling Legionnaires. Talk to Maramoa in town for a reward.","","Talk to Maramoa for your reward",[104],0,"[""Talk to Maramoa for your reward""]",[],[],"",[],[],10,"",216
954,92,3,[1462],[],"You have found the Gemling Legionnaires at the Grain Gate. Kill them.","","Kill the Gemling Legionnaires",[112],0,"[""Kill the Gemling Legionnaires""]",[112],[],"",[],[],10,"",216
955,92,4,"[1463,0]",[],"Maramoa has asked you to kill the Gemling Legionnaires at the Grain Gate.","","",[112],0,"[""Kill the Gemling Legionnaires""]",[112],[],"",[],[],10,"",216
956,92,5,[1463],[],"Maramoa has asked you to kill the Gemling Legionnaires at the Grain Gate.","","Kill the Gemling Legionnaires",[112],0,"[""Travel to the Grain Gate\nKill the Gemling Legionnaires""]",[],[],"",[],[],10,"",216
957,93,0,[1538],[1554],"Quest Complete - You have killed the Depraved Trinity and gained access to Act 10.",1,"",[],0,[],[],[],"",[],[],10,"",216
958,93,1,"[1538,0]",[],"Quest Complete - You have killed the Depraved Trinity and gained access to Act 10.",1,"",[],0,[],[],[146],"",[],[],10,"",216
959,93,2,"[55,0]",[],"You have killed the Depraved Trinity. Now talk to Lilly to access Act 10.","","Return to Oriath",[128],0,"[""Talk to Lilly to return to Oriath""]",[128],[146],"",[],[],10,"",216
960,93,3,[55],[],"You have killed the Depraved Trinity. Now talk to Lilly to gain access to Act 10.","","Talk to Lilly",[128],5000,"[""Talk to Lilly""]",[128],[146],"",[],[],10,"",216
961,93,4,"[1550,0,0,0]",[],"Sin has manifested the Depraved Trinity. Kill it to find the Dark Ember.","","Kill the Depraved Trinity",[128],0,"[""Kill the Depraved Trinity""]",[128],[],"",[],[],10,"",216
962,93,5,"[1550,0,0]",[],"Talk to Sin to manifest the Depraved Trinity.","","Talk to Sin",[128],0,"[""Talk to Sin""]",[128],[],"",[],[],10,"",216
963,93,6,"[1550,0]",[],"Defeat the spirit of Shavronne to manifest the Depraved Trinity.","","Defeat the spirit of Shavronne",[128],0,"[""Defeat the spirit of Shavronne""]",[128],[],"",[],[],10,"",216
964,93,7,"[1550,0]",[],"Defeat the spirit of Maligaro to manifest the Depraved Trinity.","","Defeat the spirit of Maligaro",[128],0,"[""Defeat the spirit of Maligaro""]",[128],[],"",[],[],10,"",216
965,93,8,"[1551,0]",[],"Defeat the spirit of Doedre to manifest the Depraved Trinity.","","Defeat the spirit of Doedre",[128],0,"[""Defeat the spirit of Doedre""]",[128],[],"",[],[],10,"",216
966,93,9,[1551],[],"Defeat the spirits of Doedre and Shavronne to manifest the Depraved Trinity.","","Defeat the spirits of Doedre and Shavronne",[128],0,"[""Defeat the spirit of Doedre\nDefeat the spirit of Shavronne""]",[128],[],"",[],[],10,"",216
967,93,10,[1550],[],"Defeat the spirit of Maligaro and Shavronne to manifest the Depraved Trinity.","","Defeat the spirit of Maligaro and Shavronne",[128],0,"[""Defeat the spirit of Maligaro\nDefeat the spirit of Shavronne""]",[128],[],"",[],[],10,"",216
968,93,11,[1552],[],"Defeat the spirit of Maligaro and Doedre to manifest the Depraved Trinity.","","Defeat the spirit of Maligaro and Doedre",[128],0,"[""Defeat the spirit of Maligaro\nDefeat the spirit of Doedre""]",[128],[],"",[],[],10,"",216
969,93,12,[1554],[],"Defeat the spirits of Shavronne, Maligaro, and Doedre to manifest the Depraved Trinity.","","Defeat the spirits of Shavronne, Maligaro, and Doedre",[128],0,"[""Defeat the spirit of Doedre\nDefeat the spirit of Shavronne\nDefeat the spirit of Maligaro""]",[128],[],"",[],[],10,"",216
970,93,13,[1536],[],"Sin has burned open a new entrance into the Belly of the Beast. Enter, and meet Sin at the Black Core.","","Reach the Black Core",[128],0,"[""Meet Sin at the Black Core""]",[],[],"",[],[],10,"",216
971,93,14,[1611],[],"Sin has burned open a new entrance into the Belly of the Beast. Enter, and meet Sin at the Black Core.","","Enter the Belly of the Beast",[128],0,"[""Meet Sin at the Black Core""]",[],[],"",[],[],10,"",216
972,93,15,[1555],[],"Meet Sin at the Quarry, where he will burn open a new entrance into the Belly of the Beast.","","Meet Sin at the Quarry",[125],0,"[""Meet Sin at the Quarry""]",[],[],"",[],[],10,"",216
973,93,16,"[1556,0]",[],"You have given Sin some Trartan Powder and Basilisk Acid. Talk to him to find out what to do next.","","",[118],0,"[""Talk to Sin""]",[],[],"",[],[],10,"",216
974,93,17,"[1558,0]",[],"You have found the Trarthan Powder and Basilisk Acid. Now deliver the two ingredients to Sin.","","Deliver the ingredients to Sin",[118],0,"[""Deliver the ingredients to Sin""]",[],[],"",[],[],10,"",216
975,93,18,"[1558,0]",[],"You have found some Trarthan Powder. Now deliver it to Sin.","","Deliver the Trarthan Powder to Sin",[118],0,"[""Deliver the Trarthan Powder to Sin""]",[],[],"",[],[],10,"",216
976,93,19,"[1559,0]",[],"You have found some Basilisk Acid. Now deliver it to Sin.","","Deliver the Basilisk Acid to Sin",[118],0,"[""Deliver the Basilisk Acid to Sin""]",[],[],"",[],[],10,"",216
977,93,20,"[1560,0]",[],"You have found some Trarthan Powder. Now you just need to find some Basilisk Acid in the Boiling Lake and then give the two ingredients to Sin.","","Find the Basilisk Acid",[123],0,"[""Find the Basilisk Acid""]",[],[],"",[],[],10,"",216
978,93,21,"[1560,0]",[],"You have found some Basilisk Acid. Now you just need to find some Trarthan Powder in the Refinery and then give the two ingredients to Sin.","","Find the Trarthan Powder",[126],0,"[""Find the Trarthan Powder""]",[],[],"",[],[],10,"",216
979,93,22,[1556],[1557],"You have given Sin some Trarthan Powder. Now you just need to find him some Basilisk Acid in the Boiling Lake.","","Find the Basilisk Acid",[123],0,"[""Find the Basilisk Acid""]",[],[],"",[],[],10,"",216
980,93,23,[1557],[1556],"You have given Sin some Basilisk Acid. Now you just need to find him some Trarthan Powder in the Refinery.","","Find the Trarthan Powder",[126],0,"[""Find the Trarthan Powder""]",[],[],"",[],[],10,"",216
981,93,24,[1560],[],"Sin needs you to find some Trarthan Powder and Basilisk Acid so he can burn a new entrance into the Beast. Search the Refinery and the Boiling Lake for these ingredients.","","Find the Basilisk Acid and Trarthan Powder","[123,126]",0,"[""Find the Basilisk Acid\nFind the Trarthan Powder""]",[],[],"",[],[],10,"",216
982,93,25,[1558],[],"You have found some Trarthan Powder. Take to Sin to find out what to do with it.","","Take the Trarthan Powder to Sin",[118],0,"[""Take the Trarthan Powder to Sin""]",[],[],"",[],[],10,"",216
983,93,26,[1559],[],"You have found some Basilisk Acid. Take to Sin to find out what to do with it.","","Take the Basilisk Acid to Sin",[118],0,"[""Take the Basilisk Acid to Sin""]",[],[],"",[],[],10,"",216
984,93,27,[1500],[],"Talk to Sin in Highgate about the Beast and what to do.","","Meet Sin in Highgate",[118],0,"[""Meet Sin in Highgate""]",[],[],"",[],[],10,"",216
985,94,0,[1561],[1595],"Quest Complete - You have killed Kira and Garukhan but failed to save Oyun. You have given the Sekhema Feather to Tasuni and he now rules Highgate. He has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,"",216
986,94,1,[1561],[],"Quest Complete - You have killed Kira and Garukhan but failed to save Oyun. You have given the Sekhema Feather to Irasha and she now rules Highgate. She has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,"",216
987,94,2,[1562],[1595],"You have killed Kira and Garukhan but failed to save Oyun. You have given the Sekhema Feather to Tasuni and he now rules Highgate. He has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,"",216
988,94,3,[1562],[],"You have killed Kira and Garukhan but failed to save Oyun. You have given the Sekhema Feather to Irasha and she now rules Highgate. She has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,"",216
989,94,4,[1564],[1595],"You have killed Kira and Garukhan but failed to save Oyun. You have given the Sekhema Feather to Tasuni and he now rules Highgate. Talk to him for your reward.","","",[118],0,"[""Talk to Tasuni for your reward""]",[],[],"",[],[],10,"",216
990,94,5,[1564],[],"You have killed Kira and Garukhan but failed to save Oyun. You have given the Sekhema Feather to Irasha and she now rules Highgate. Talk to her for your reward.","","",[118],0,"[""Talk to Irasha for your reward""]",[],[],"",[],[],10,"",216
991,94,6,[1565],[],"You have killed Kira and Garukhan but failed to save Oyun. Give the Sekhema Feather to either Tasuni or Irasha. Whoever gets the Feather will rule Highgate.","","Deliver the Sekhema Feather to Tasuni or Irasha",[118],0,"[""Deliver the Sekhema Feather to Tasuni or Irasha\nWhoever gets the Feather will rule Highgate""]",[],[],"",[],[],10,"",216
992,94,7,[1566],[],"You have killed Kira and Garukhan but failed to save Oyun. Take the Sekhema Feather and give to either Tasuni or Irasha.","","Take the Sekhema Feather",[125],0,"[""Take the Sekhema Feather""]",[125],[],"",[],[],10,"",216
993,94,8,[1567],[],"Kira has sacrificed Oyun and summoned Garukhan. Kill both of them and take the Sekhema Feather.","","Kill Kira and Garukhan",[125],0,"[""Kill Kira and Garukhan""]",[125],[],"",[],[],10,"",216
994,94,9,[1568],[],"Kira has kidnapped Oyun and plans to sacrifice her to Garukhan, a Maraketh Goddess. Kill Kira and save Oyun.","","Find Oyun and save her from Kira",[125],0,"[""Find Oyun and save her from Kira""]",[],[],"",[],[],10,"",216
995,95,0,"[1572,0]",[],"Quest Complete - You have delivered the Storm Blade to Petarus and Vanja. They have rewarded you.",1,"",[],0,[],[],[],"",[],[],10,"",216
996,95,1,"[1572,0]",[],"Quest Complete - You have delivered the Storm Blade to Petarus and Vanja. Talk to them for your reward.","","Quest Complete",[],0,[],[],[],"",[],[],10,"",216
997,95,2,[1572],[],"You have delivered the Storm Blade to Petarus and Vanja. Talk to them for your reward.","","",[118],0,"[""Talk to Petarus and Vanja for your reward""]",[],[],"",[],[],10,"",216
998,95,3,[1573],[],"You have found the Storm Blade in the Desert. Deliver it to Petarus and Vanja for your reward.","","Deliver the Storm Blade to Petarus and Vanja",[118],0,"[""Deliver the Storm Blade to Petarus and Vanja""]",[],[],"",[],[],10,"",216
999,95,4,[1574],[],"You have found the Storm Blade in the Desert. Take it and deliver it to Petarus and Vanja for your reward.","","Take the Storm Blade",[120],0,"[""Take the Storm Blade""]",[120],[],"",[],[],10,"",216
1000,95,5,[1575],[],"You have found the Storm Blade in the Desert. Defeat the waves of Mummies guarding it.","","Defeat the Mummies",[120],0,"[""Defeat the Mummies""]",[120],[],"",[],[],10,"",216
1001,95,6,[1576],[],"Find the Storm Blade in the Desert and deliver it to Petarus and Vanja in Highgate.","","Find the Storm Blade",[120],0,"[""Find the Storm Blade""]",[],[],"",[],[],10,"",216
1002,96,0,[1619],[],"Quest Complete - You have delivered the Calendar of Fortune to Petarus and Vanja. They have rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,"",216
1003,96,1,[1620],[],"You have delivered the Calendar of Fortune to Petarus and Vanja. They have rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,"",216
1004,96,2,[1622],[],"You have delivered the Calendar of Fortune to Petarus and Vanja. Talk to them in Highgate for a reward.","","",[118],0,"[""Talk to Petarus and Vanja for your reward""]",[],[],"",[],[],10,"",216
1005,96,3,[1623],[],"You have found the Calendar of Fortune. Deliver it to Petarus and Vanja in Highgate for a reward.","","Deliver the Calendar of Fortune to Petarus and Vanja",[118],0,"[""Deliver the Calendar of Fortune to Petarus and Vanja in town""]",[],[],"",[],[],10,"",216
1006,96,4,[1625],[],"You have killed Boulderback. Take the Calendar of Fortune and deliver to Petarus and Vanja in Highgate.","","Take the Calendar of Fortune",[122],0,"[""Take the Calendar of Fortune""]",[122],[],"",[],[],10,"",216
1007,96,5,[1624],[],"Kill Boulderback to obtain the Calendar of Fortune.","","Kill Boulderback",[122],0,"[""Kill Boulderback""]",[122],[],"",[],[],10,"",216
1008,96,6,"[1626,0]",[],"Petarus and Vanja have asked you to find the fabled Maraketh relic, the Calendar of Fortune, somewhere in the Foothills.","","Find the Calendar of Fortune",[122],0,"[""Find the Calendar of Fortune""]",[122],[],"",[],[],10,"",216
1009,96,7,[1626],[],"Petarus and Vanja have asked you to find the fabled Maraketh relic, the Calendar of Fortune, somewhere in the Foothills.","","Find the Calendar of Fortune",[122],0,"[""Travel to the Foothills\nFind the Calendar of Fortune""]",[],[],"",[],[],10,"",216
1010,97,0,"[1629,0]",[],"Quest Complete - You have killed Sin's corrupted daughter, Shakari. Irasha has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,"",216
1011,97,1,"[1629,0]",[],"Quest Complete - You have killed Sin's corrupted daughter, Shakari. Irasha has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,"",216
1012,97,2,[1629],[],"You have killed Sin's corrupted daughter, Shakari. Talk to Irasha in Highgate for a reward.","","Talk to Irasha for your reward",[118],0,"[""Talk to Irasha for your reward""]",[],[],"",[],[],10,"",216
