"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","bool","bool","bool","bool","bool","rid","[i32]","string","[rid]"
1389,"have_used_a_warcry_in_past_8_seconds","",1,"","",[10418],"",9,"","","","",28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[10418],[],"","","","","","",[],"",[]
1390,"blight_charged_skeleton_speed","",1,"","",[177],1,1,"","","","",28,1152,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[177],[],"","","","","","",[],"",[]
1391,"temporal_anomaly_allies","You are faster due to a temporal anomaly.","","","Temporal Anomaly","[346,701]",1,3,"","","","",28,795,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[346,701]",[],"","","","","","",[],"",[]
1392,"blight_water_elemental_geyser_buff","",1,"","","[717,24,177]","",1,"","","","",28,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[717,24,177]",[],"","","","","","",[],"",[]
1393,"betrayal_target_safety_aura","",1,"","","[6913,6911,3192]",1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","",1,"","","",4,"","",0,[],"","",[],"",[],[],"[6913,6911,3192]",[],"","","","","","",[],"",[]
1394,"blight_ice_elemental_tower_freeze","","","","",[12426],1,3,"","","",1,28,4,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[12426],[14545],"","","","","","",[],"",[]
1395,"blight_ice_monster_absorb_buff","",1,"","","[717,24]",1,1,"","","",1,28,0,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[717,24]",[],"","","","","","",[],"",[]
1396,"blight_chieftain_rage_buff","",1,"","","[1903,434]",1,1,"","","",1,28,1153,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1903,434]",[],"","","","","","",[],"",[]
1397,"blight_tower_temporal_anomaly","You are being slowed by a temporal anomaly.","","","Temporal Anomaly",[346],1,3,"","","","",13,795,"","",2,"",1,1,"",0,"","TemporalAnomalyDebuff","","","","",4,"","",0,[],"","",[],"",[],[],[346],[],"","","","","","",[],"",[]
1398,"metamorphosis_monster_visual","",1,"","Metamorphosis","[1894,5323]",1,3,"","","","",28,1176,1,"",17,"",1,1,"",0,"","MetamorphosisBuffVisual","","","","",4,"","",0,[],"","",[],"",[],[],"[1894,5323]",[],"","","","","","",[],"",[]
1399,"tethered_debuff","You are slowed by an Ensnaring Arrow. Move away from the arrow to break the Snare.","","","Snared","[10524,10525,5200,10562,13034]",1,1,1,"","","",28,1177,1,"",2,"",1,1,"",3,"","TetheredDebuff",1,"","","",4,"","",0,[],"","",[],"",[],[],"[10524,10525,5200,10562,13034]",[],"","","","","","",[],"",[]
1400,"explosive_arrow","You're going to go boom","","","Hit by Explosive Arrow",[],1,3,1,"","",1,28,61,1,"",3,"",1,1,"",0,"","ExplosiveArrowDebuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1401,"combined_ascendancy_child_auras","",1,"","","[141,1903,24,150,1081,177]",1,3,"","","",1,28,0,"","",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[141,1903,24,150,1081,177]",[],"","","","","","",[],"",[]
1402,"precise_commander_cluster_jewel_aura","",1,"","","[554,95]",1,3,"","","",1,28,0,"","",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[554,95]",[],"","","","","","",[],"",[]
1403,"totem_damage_taken_aura","",1,"","",[477],1,1,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[],"",[]
1404,"atlas_exile_crusader_aura","You are taking Lightning Damage and losing Mana.","","","Mana Rune","[1979,7803,1076]",1,3,"","","","",28,1167,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[78],"",[],[],"[1979,7803,1076]",[],"","","","","","",[0],"",[]
1405,"atlas_exile_crusader_aura_influence","You are taking Lightning Damage and losing Mana.","","","Mana Rune","[1979,7803,1076]",1,3,"","","","",28,1167,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1979,7803,1076]",[],"","","","","","",[],"",[]
1406,"gain_spent_mana_as_lightning_damage","",1,"","",[58],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[58],[],"","","","","","",[],"",[]
1407,"atlas_crusader_cleric_aura","You are dealing a portion of Physical Damage as Extra Lightning Damage and have higher chance to Shock.","","","Baranite Cleric's Aura","[449,659]",1,3,"","","","",28,1168,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[449,659]",[],"","","","","","",[],"",[]
1408,"atlas_orion_death_zone","Your integral anatomical structure is being ripped apart until you die.","","","Outer Deatomization Storm","[354,1975,1979,453,346]",1,3,"","","","",28,1169,1,"",2,"",1,1,"",0,"","OrionDeathZone","","","","",4,"","",0,[],"","",[],"",[],[],"[354,1975,1979,453,346]",[],"","","","","","",[],"",[]
1409,"atlas_orion_death_zone_core","Your integral anatomical structure is being ripped apart until you die.","","","Inner Deatomization Storm","[354,1975,1979,453,346]",1,3,"","","","",28,1170,1,"",2,"",1,1,"",0,"","OrionDeathZone","","","","",4,"","",0,[],"","",[80],"",[],[],"[354,1975,1979,453,346]",[],"","","","","","",[0],"",[]
1410,"master_buff_kirac","You have additional Armour and Evasion, and increased Damage","",1,"Kirac's Boon","[116,119,24]",1,3,"","","","",28,799,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[116,119,24]",[],"","","","","","",[],"",[]
1411,"burning_arrow_additional_burn","You are taking fire damage over time.","","","Burning Arrow",[1975],1,1,1,"","",1,28,1173,1,"",2,"",1,1,"",5,"","BurningArrowDebuff","","","","",4,"","",0,[],"","",[],"",[],[],[1975],[],"","","","","","",[],"",[]
1412,"metamorphosis_minion","",1,"","",[],"",3,"","","","",28,1166,1,"",17,1,1,1,"",0,"","MetamorphosisMinion","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1413,"metamorphosis_minion_emerge","",1,"","","[6367,6368,6369]","",3,"","","","",28,1175,1,"",17,"",1,1,"",0,"","MonsterDamageTakenLerp","","","","",4,"","",0,[],"","",[],"",[],[],"[6367,6368,6369]",[],"","","","","","",[],"",[]
1414,"metamorphosis_teleport_slow","",1,"","",[7297],1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[7297],[],"","","","","","",[],"",[]
1415,"basilisk_acid_bbq_aura","You are taking Chaos Damage","","","Acid Pit",[453],1,3,"","","","",28,12,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[453],[],"","","","","","",[],"",[]
1416,"minion_movespeed_while_near_parent","",1,"","",[10679],"",2,"","","","",28,0,1,"",17,"","","","",0,"","MinionMovespeedWhileNearParent","","","","",4,"","",0,[],"","",[],"",[],[],[10679],[],"","","","","","",[],"",[]
1417,"atlas_orion_meteor_ground","You are taking Fire Damage, Physical Damage, Chaos Damage, Lightning Damage, have reduced maximum Fire, Chaos, and Lightning Resistances, and cannot Recover Life or Energy Shield.","","","Desolation of the Awakener","[354,1975,1979,453,942,944,945,1890,7816]",1,3,"","","","",28,1178,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[81],"",[],[],"[354,1975,1979,453,942,944,945,1890,7816]",[],"","","","","","",[0],"",[]
1418,"metamorphosis_boss_display","",1,"","",[],"",3,"","","","",28,1165,1,"",17,1,1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1419,"skill_location_memory","",1,"","",[],1,10,"","","","",28,0,1,"",17,"",1,1,1,0,"","RecordSkillUseLocations","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1420,"atlas_basilisk_spider_debuff","You are taking increased Chaos Damage","","","Caustic Webbing",[3421],1,3,"","","","",28,12,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[3421],[],"","","","","","",[],"",[]
1421,"metamorph_enrage_fire","","","","","[43,44,611,4989,477]",1,3,"","","","",28,1179,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[43,44,611,4989,477]",[],"","","","","","",[],"",[]
1422,"metamorph_enrage_cold","","","","","[50,51,7411,477]",1,3,"","","","",28,1180,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[50,51,7411,477]",[],"","","","","","",[],"",[]
1423,"metamorph_enrage_lightning","","","","","[57,58,7412,477,659]",1,3,"","","","",28,1181,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[57,58,7412,477,659]",[],"","","","","","",[],"",[]
1424,"metamorph_enrage_physical","","","","","[28,29,477,1903]",1,3,"","","","",28,1182,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[28,29,477,1903]",[],"","","","","","",[],"",[]
1425,"atlas_warlord_banner_aura","","","","","[140,398]",1,3,"","","","",28,1189,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[140,398]",[],"","","","","","",[],"",[]
1426,"atlas_warlord_banner_aura_influence","","","","",[477],1,3,"","","","",28,1189,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[],"",[]
1427,"eye_of_desire_increased_resistances","You have increased Fire and Cold Resistances","","","Eye of Malice","[10307,10308]",1,3,"","","","",28,1187,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[10307,10308]",[],"","","","","","",[],"",[]
1428,"alternate_fortify","You have more Evasion Rating","","","Fortify",[10730],1,3,"","","","",14,396,1,"",1,"",1,1,"",0,"","","","","",1,4,"","",0,[],"","",[],"",[],[],[10730],[3035],"","","","","","",[],"",[]
1429,"metamorphosis_boss_teleport","",1,"","","[701,398,978,10732,10733]","",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[701,398,978,10732,10733]",[],"","","","","","",[],"",[]
1430,"single_conflux_cooldown","",1,"","Influence Mod (Invisible)",[],1,3,"","","",1,28,0,1,"",17,"","","","",0,"","SingleConfluxBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1431,"atlas_warlord_enrage","You have 20% increased Damage, Attack, Cast and Movement Speed.","","","Arena Master's Presence","[70,216,477,177,24]",1,3,"","","","",28,1184,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[70,216,477,177,24]",[],"","","","","","",[],"",[]
1432,"atlas_orion_immunity","You cannot be Damaged",1,"","Protective Shield",[140],1,3,"","","","",28,1185,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[140],[],"","","","","","",[],"",[]
1433,"ailments_types_grant_damage_taken_child_buff_scorch","",1,"","",[477],"",3,"","","","",28,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[],"",[]
1434,"ailments_types_grant_damage_taken_child_buff_frostburn","",1,"","",[477],"",3,"","","","",28,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[],"",[]
1435,"ailments_types_grant_damage_taken_child_buff_sap","",1,"","",[477],"",3,"","","","",28,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[],"",[]
1436,"atlas_orion_eyrie_hurricane","You are taking Cold Damage over Time","","","Redeemer's Storm",[1977],1,3,1,"","","",28,1186,1,1,2,"",1,1,"",50,"","GenericIncrementStacks","","","","",4,"","",0,[],"","",[85],"",[],[],[1977],[],"","","","","","",[0],"",[]
1437,"phantasm_buff","Your spells deal additional physical damage.","","","Phantasmal Might","[1585,1586]",1,1,"","","","",28,1188,1,"",1,"",1,"","",0,"","","","","","",3,"","",0,[],"","",[],"",[],[],"[1585,1586]",[],"","","","","","",[],"",[]
1438,"kingmaker_fortify_aura","",1,"","",[4932],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","GiveNearbyAlliesFortify","","","","",4,"","",0,[],"","",[],"",[],[],[4932],[],"","","","","","",[],"",[]
1439,"atlas_exile_empowered","",1,"","",[24],1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[],"",[]
1440,"adjudicator_banner_buff","",1,"","",[24],1,1,"","","","",28,1191,1,"",17,"",1,1,"",12,"","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[],"",[]
1441,"atlas_warlord_banner_aura_secondary","",1,"","",[],1,3,"","","","",28,1190,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1442,"atlas_orion_eyrie_hurricane_ally","",1,"","",[],1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1443,"crusader_empowered_boss_buff","",1,"","","[4988,7412,659,563,124]",1,3,"","","","",28,1192,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[4988,7412,659,563,124]",[],"","","","","","",[],"",[]
1444,"eyrie_empowered_boss_buff","",1,"","","[4987,6973,7411,2914,124,3383,701]",1,3,"","","","",28,1193,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[4987,6973,7411,2914,124,3383,701]",[],"","","","","","",[],"",[]
1445,"basilisk_empowered_boss_buff","",1,"","","[6001,3365,7387,124]",1,3,"","","","",28,1194,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[6001,3365,7387,124]",[],"","","","","","",[],"",[]
1446,"adjudicator_empowered_boss_buff","",1,"","","[1903,6783,5413,177,124]",1,3,"","","","",28,1195,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1903,6783,5413,177,124]",[],"","","","","","",[],"",[]
1447,"atlas_orion_death_zone_minion","Your integral anatomical structure is being ripped apart until you die.","","","Outer Deatomization Storm","[354,1975,1979,453,346]",1,3,"","","","",28,1169,1,"",2,"",1,1,"",0,"","OrionDeathZone","","","","",4,"","",0,[],"","",[],"",[],[],"[354,1975,1979,453,346]",[],"","","","","","",[],"",[]
1448,"atlas_orion_death_zone_core_minion","Your integral anatomical structure is being ripped apart until you die.","","","Inner Deatomization Storm","[354,1975,1979,453,346]",1,3,"","","","",28,1170,1,"",2,"",1,1,"",0,"","OrionDeathZone","","","","",4,"","",0,[],"","",[80],"",[],[],"[354,1975,1979,453,346]",[],"","","","","","",[0],"",[]
1449,"arcane_cloak","Grants Added Lightning Damage, and a percentage of damage from hits will be taken from this buff before your Life or Energy Shield.","",1,"Arcane Cloak","[57,58,125,1073]",1,3,1,"",9843,"",28,1197,1,"",1,"",1,1,"",0,"","ArcaneCloakBuff","","","","",4,"","",0,[],"","",[],"",[10860],[],"[57,58,125,1073,10860]",[10856],"","","","","","",[],"",[]
1450,"increased_lightning_damage_taken_in_chilling_areas","",1,"","",[3625],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[3625],[],"","","","","","",[],"",[]
1451,"wand_trigger_support_skill_reservation","",1,"","",[],1,1,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"",1,0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1452,"add_banner_stage_on_melee_hit_cooldown","",1,"","",[],1,1,"","","",1,28,0,1,"",17,"","","","",5,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1453,"affliction_split_buff","",1,"","",[],1,3,"","","","",28,1207,1,"",17,"",1,1,"",0,"","AfflictionSplitBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1454,"consume_corpse_every_second_to_recover_life_and_mana","",1,"","","[4932,4932,4932]",1,2,"","","","",28,0,1,"",17,"","","","",0,"","Ghoulish","","","","",4,"","",0,[],"","",[],"",[],[],"[4932,4932,4932]",[],"","","","","","",[],"",[]
1455,"affliction_boss_final_degen_interal","You are taking Physical and Lightning Damage over Time","","","Electrifying Sight","[354,1979]",1,3,"","","","",28,1254,1,1,2,"",1,1,"",0,"","AfflictionBossFinalDeathZone","","","","",4,"","",0,[],"","",[],"",[],[],"[354,1979]",[],"","","","","","",[],"",[]
1456,"affliction_boss_final_degen_external","You have reduced movement speed and are taking Physical and Cold Damage over Time","","","Chilling Vision","[354,1977,10952]",1,3,"","","","",28,1255,1,1,2,"",1,1,"",0,"","AfflictionBossFinalDeathZone","","","","",4,"","",0,[],"","",[],"",[],[],"[354,1977,10952]",[],"","","","","","",[],"",[]
1457,"affliction_demon_cold_degen","You are taking Cold Damage over Time","","","Frozen Ground",[1977],"",3,"","","","",28,1210,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1977],[],"","","","","","",[],"",[]
1458,"keystone_one_with_nature","",1,"","",[4932],1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","OneWithNature","","","","",4,"","",0,[],"","",[],"",[],[],[4932],[],"","","","","","",[],"",[]
1459,"snipe_stacks","You are gaining stages by channelling the Snipe skill.","","","Snipe",[8293],1,4,1,"","",1,28,1253,1,1,6,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8293],[],"","","","","","",[],"",[]
1460,"snipe_conditional_damage_bonus","",1,"","",[],1,1,"","","",1,28,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1461,"affliction_debuff_life_and_es_recovery_rate","You have reduced Life and Energy Shield Recovery Rate. This debuff is removed when you stop being Delirious.","","","Wasting Touch","[2805,2807]",1,4,1,"","","",28,1214,1,"",2,"",1,1,"",10,"","AfflictionOnHitDebuff","","","","",4,"","",0,[],"","",[],1,[],[],"[2805,2807]",[],"","","","","","",[],"",[]
1462,"affliction_debuff_action_speed","You are slowed. This debuff is removed when you stop being Delirious.","","","Paralysing Touch",[346],1,4,1,"","","",28,1215,1,"",2,"",1,1,"",10,"","AfflictionOnHitDebuff","","","","",4,"","",0,[],"","",[],1,[],[],[346],[],"","","","","","",[],"",[]
1463,"affliction_debuff_damage_taken","You are taking increased Damage. This debuff is removed when you stop being Delirious.","","","Eroding Touch",[477],1,4,1,"","","",28,1216,1,"",2,"",1,1,"",10,"","AfflictionOnHitDebuff","","","","",4,"","",0,[],"","",[],1,[],[],[477],[],"","","","","","",[],"",[]
1464,"affliction_debuff_flask_effect_and_charge_gain","You are gaining less Flask Charges and your Flasks have reduced Effect. This debuff is removed when you stop being Delirious.","","","Diluting Touch","[1744,460]",1,4,1,"","","",28,1217,1,"",2,"",1,1,"",10,"","AfflictionOnHitDebuff","","","","",4,"","",0,[],"","",[],1,[],[],"[1744,460]",[],"","","","","","",[],"",[]
1465,"recent_minion_buffs","",1,"","","[1903,177,140]",1,2,"","","","",28,0,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[1903,177,140]",[],"","","","","","",[],"",[]
1466,"gain_10_aoe_every_second_up_to_50","",1,"","",[],1,1,"","","",1,28,0,1,"",1,"","","","",0,"","GainStatsAtIntervalWhileStationary","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1467,"have_used_a_travel_skill_recently","",1,"","",[11027],"",9,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[11027],[],"","","","","","",[],"",[]
1468,"have_cast_a_spell_recently","",1,"","",[11029],"",9,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[11029],[],"","","","","","",[],"",[]
1469,"have_cursed_an_enemy_recently","",1,"","",[11031],"",9,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[11031],[],"","","","","","",[],"",[]
1470,"have_chilled_an_enemy_recently","",1,"","",[],"",9,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[],[11033],"","","","","","",[],"",[]
1471,"have_stunned_an_enemy_with_a_two_handed_melee_weapon_recently","",1,"","",[11035],"",9,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[11035],[],"","","","","","",[],"",[]
1472,"have_crit_with_a_two_handed_melee_weapon_recently","",1,"","",[11036],"",9,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[11036],[],"","","","","","",[],"",[]
