"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool","BuffName","MiscAnimated1","MiscAnimated2","BuffDescription","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","BuffVisualOrbs","MiscAnimated3","rid"
995,"player_aura_damage_over_time","Art/2DArt/SkillIcons/DeliriumAura.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/player_auras/delirium/DeliriumAura.epk""]",[],1,"","","","","","","",[],[],[],"",""
996,"player_aura_celestial_mtx","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/celestial/celestialaura.epk""]",[],"","","","","","","","",[],[],[],"",""
997,"cold_soulrend","Art/2DArt/BuffIcons/ColdSoulrend.dds","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/cold/cold_soulrend.epk""]",[],[],"","","","","","","","",[],[],[],"",""
998,"cold_soulrend_fade_out","","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/cold/cold_soulrend_fadeout.epk""]",[],[],"","","","","","","","",[],[],[],"",""
999,"blood_soulrend","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Vaal/vaal_sergeant/soulrend/soulrend.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1000,"blood_soulrend_fade_out","","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Vaal/vaal_sergeant/soulrend/soulrend_fadeout.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1001,"fire_exposure","Art/2DArt/BuffIcons/resistfire.dds","[""Metadata/Effects/Spells/ele_resist_debuff/fire.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
1002,"cold_exposure","Art/2DArt/BuffIcons/resistcold.dds","[""Metadata/Effects/Spells/ele_resist_debuff/cold.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
1003,"lightning_exposure","Art/2DArt/BuffIcons/resistlightning.dds","[""Metadata/Effects/Spells/ele_resist_debuff/lightning.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
1004,"fire_exposure_all","Art/2DArt/BuffIcons/resistfire.dds","[""Metadata/Effects/StatusAilments/triple_exposure/tri_exposure.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
1005,"cold_exposure_all","Art/2DArt/BuffIcons/resistcold.dds","[""Metadata/Effects/StatusAilments/triple_exposure/tri_exposure.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
1006,"lightning_exposure_all","Art/2DArt/BuffIcons/resistlightning.dds","[""Metadata/Effects/StatusAilments/triple_exposure/tri_exposure.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
1007,"ghost_dance","Art/2DArt/SkillIcons/passives/Trickster/AcrobaticWillpower.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1008,"player_aura_celestialt1_mtx","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/celestial/celestialauratier1.epk""]",[],"","","","","","","","",[],[],[],"",""
1009,"player_aura_celestialt2_mtx","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/celestial/celestialauratier2.epk""]",[],"","","","","","","","",[],[],[],"",""
1010,"player_aura_celestialt3_mtx","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/celestial/celestialauratier3.epk""]",[],"","","","","","","","",[],[],[],"",""
1011,"synthesis_fragment_entry_hide_player","",[],[],[],"","","","","","","","",[],[],[],"",""
1012,"synthesis_fragment_entry_scan_player","",[],[],[],"","","","","","","","",[],[],[],"",""
1013,"madcap_phase_run_mtx","","[""Metadata/Effects/Microtransactions/Spells/phase_run/horseman/EPK.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1014,"huntsman_immortal_call_mtx","","[""Metadata/Effects/Microtransactions/Spells/ImmortalCall/huntsman/EPK.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1015,"ignited_holy","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/holy_ignited.epk""]","[""Metadata/Effects/StatusAilments/holy_ignited.epk""]",[],"","","","","","Metadata/Effects/StatusAilments/holy_ignited_player.epk","","",[],[],[],"",""
1016,"synthesis_decay_effect","Art/2DArt/BuffIcons/SynthesisDebuff.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1017,"player_aura_madcap_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/darkwood_horseman/madcap_aura.epk""]",[],"","","","","","","","",[],[],[],"",""
1018,"player_auras_huntsman_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/darkwood_huntsman/huntsman_aura.epk""]",[],"","","","","","","","",[],[],[],"",""
1019,"spell_boost_charge","",[],[],[],"","","","","","",1,"Art/2DArt/UIImages/InGame/SpellFocusSupportbuff",[],[],[],"",""
1020,"divinity","Art/2DArt/BuffIcons/Divinity.dds","[""Metadata/Effects/Microtransactions/Aura/Uniques/HighTemplarsRobes2/divinity.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1021,"player_aura_accuracy_and_crits","Art/2DArt/SkillIcons/auracrit.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Microtransactions/Aura/Uniques/AccuracyCrit/AccCritAura.epk""]",[],1,"","","","","","","",[],[],[],"",""
1022,"player_aura_accuracy_and_crits_4_0_0","Art/2DArt/SkillIcons/auracrit.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/player_auras/precision.epk""]",[],1,"","","","","","","",[],[],[],"",""
1023,"synthesis_turret_charge_projectile_target","Art/2DArt/BuffIcons/SynthesisDroneDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/Synthesis_Guardian2/drone_debuff/debuff.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1024,"synthesis_camera_lens","Art/2DArt/BuffIcons/SynthesisDebuff.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1025,"synthesis_slow","Art/2DArt/BuffIcons/SynthesisDebuff.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1026,"synthesis_player_teleport_appear","","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/cavas_soul/wormhole_chara_out.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1027,"dominance_aura_all_stats","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1028,"soulrend_celestial","","[""Metadata/Effects/Microtransactions/Spells/soulrend/celestial/spacialrend.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1029,"soulrend_celestial_fade_out","","[""Metadata/Effects/Microtransactions/Spells/soulrend/celestial/spacialfade.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1030,"storm_burst_orb_count","Art/2DArt/SkillIcons/StormBurst.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1031,"synthesis_laser_slow","Art/2DArt/BuffIcons/ArcTrap.dds","[""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1032,"high_templar_robes_icon","Art/2DArt/BuffIcons/Divinity.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],"",""
1033,"soulrend_celestial_cat","","[""Metadata/Effects/Microtransactions/Spells/soulrend/cat/spacialrend.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1034,"soulrend_celestial_cat_fade_out","","[""Metadata/Effects/Microtransactions/Spells/soulrend/cat/spacialfade.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1035,"quick_guard","Art/2DArt/BuffIcons/QuickGuard.dds","[""Metadata/Effects/Spells/maneuver_mechanics/Iron_Skin.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1036,"quick_guard_stygian","Art/2DArt/BuffIcons/QuickGuard.dds","[""Metadata/Effects/Microtransactions/Spells/StygianSteelskin/Steel_Skin.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1037,"bone_armour","Art/2DArt/BuffIcons/QuickGuard2.dds","[""Metadata/Effects/Spells/maneuver_mechanics/BoneArmour.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1038,"dark_ritual_stygian","","[""Metadata/Effects/Microtransactions/Spells/dark_ritual/stygian/dot.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1039,"demonic_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/demonic/hand_fire.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1040,"demonic_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/demonic/hand_ice.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1041,"demonic_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/demonic/hand_lightning.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1042,"demonic_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/demonic/lightning_active.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1043,"quick_block","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/maneuver_mechanics/Blessed_Shield.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1044,"cyclone_channelled_stage","Art/2DArt/SkillIcons/cyclone.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1045,"bladestorm_sandstorm","Art/2DArt/SkillIcons/SandBladeStorm.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1046,"bladestorm_bloodstorm","Art/2DArt/SkillIcons/BloodBladeStorm.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1047,"sand_stance","Art/2DArt/BuffIcons/SandStance.dds","[""Metadata/Effects/Spells/blood_sand_stance/sand_stance.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1048,"blood_stance","Art/2DArt/BuffIcons/BloodStance.dds","[""Metadata/Effects/Spells/blood_sand_stance/blood_stance.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1049,"double_slash_stage","Art/2DArt/SkillIcons/DoubleSlash.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1050,"ground_fire_burn_stygian","Art/2DArt/SkillIcons/groundfire.dds","[""Metadata/Effects/StatusAilments/Ignited_blackflame.epk"",""Metadata/Effects/StatusAilments/Ignited_blackflame.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited_blackflame.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],"",""
1051,"legion_petrify","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/epk/affected/obelisk_affected.epk""]",[],[48],"","","","","","","","",[],[],[],"",""
1052,"shrine_resonating","Art/2DArt/BuffIcons/ResonatingShrine.dds",[],[],[],"","","","","","","","",[],[],[61],"",""
1053,"shrine_gloom","Art/2DArt/BuffIcons/shrine_curses.dds",[],[],[],"","","","","","","","",[],[],[59],"",""
1054,"berserk","Art/2DArt/BuffIcons/Beserk.dds","[""Metadata/Effects/Spells/rage_burst/Berserk.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1055,"player_aura_plated_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/plated/platedAura.epk""]",[],"","","","","","","","",[],[],[],"",""
1056,"player_aura_dragon_mtx","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/dragon/red/RedDragonAura.epk""]",[],"","","","","","","","",[],[],[],"",""
1057,"player_aura_blue_dragon_mtx","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/dragon/blue/BlueDragonAura.epk""]",[],"","","","","","","","",[],[],[],"",""
1058,"eternal_empire_banner","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/EternalEmpire/BannerSummon/Epk/banner_affected.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1059,"replicate_minion_visual","","[""Metadata/Effects/Spells/refract/mirages.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1060,"sand_armour","Art/2DArt/SkillIcons/SandArmour.dds","[""Metadata/Effects/Spells/blood_sand_armour/sand_armour.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1061,"blood_armour","Art/2DArt/SkillIcons/BloodArmour.dds","[""Metadata/Effects/Spells/blood_sand_armour/blood_armour.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1062,"empyrean_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/EPK_Ash.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1063,"empyrean_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/EPK_Ice.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1064,"empyrean_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/EPK_Thunder.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1065,"empyrean_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/EPK_Thunder_Buff.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1066,"blinded_sand","Art/2DArt/BuffIcons/buffblinded.dds",[],[],[],"","","","","","","","",[],[],[64],"",""
1067,"player_physical_damage_aura","Art/2DArt/SkillIcons/auradamage.dds","[""Metadata/Effects/Spells/player_auras/physical_damage/enemy_affected.epk""]","[""Metadata/Effects/Spells/player_auras/physical_damage/player_aura.epk""]",[],1,"","","","","","","",[],[],[],"",""
1068,"legion_time_lock_karui","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/epk/affected/obelisk_KARUI.epk""]",[],[48],"","","","","","","","",[],[],[],"",""
1069,"legion_time_lock_maraketh","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/epk/affected/obelisk_MARAKETH.epk""]",[],[48],"","","","","","","","",[],[],[],"",""
1070,"legion_time_lock_vaal","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/epk/affected/obelisk_VAAL.epk""]",[],[48],"","","","","","","","",[],[],[],"",""
1071,"legion_time_lock_templar","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/epk/affected/obelisk_TEMPLAR.epk""]",[],[48],"","","","","","","","",[],[],[],"",""
1072,"legion_time_lock_eternal","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/epk/affected/obelisk_EMPIRE.epk""]",[],[48],"","","","","","","","",[],[],[],"",""
1073,"attached_retract_arrow","Art/2DArt/BuffIcons/LioneyeArrowStuckInPlayerDebuff.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1074,"legion_nobuff","","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1075,"player_aura_illusionist_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/illusionist/illusionist_aura.epk""]",[],"","","","","","","","",[],[],[],"",""
1076,"necromancer_skeleton_buff","","[""Metadata/Effects/Spells/monsters_effects/act1/necromancer/buff_flash.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1077,"player_aura_legion_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/LegionAura/LegionAura.epk""]",[],"","","","","","","","",[],[],[],"",""
1078,"player_aura_wrangler_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/frontier_wrangler/Aura_Wrangler.epk""]",[],"","","","","","","","",[],[],[],"",""
1079,"player_aura_wild_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/frontier_wild/Aura_Wild.epk""]",[],"","","","","","","","",[],[],[],"",""
1080,"blitz_charge","Art/2DArt/SkillIcons/passives/Berserker/Blitz.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1081,"slayer_crit_multi_aura","Art/2DArt/SkillIcons/passives/Slayer/Overwhelm.dds","[""Metadata/Effects/Spells/ascendancy_classes/slayer/overwhelm/overwhelm.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1082,"flicker_strike","Art/2DArt/SkillIcons/iconblinkstrike.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1083,"fidelitas_lightning_charged","","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/light.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1084,"legion_flask_lasso","Art/2DArt/SkillIcons/MarakethBossSkill1.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Maraketh/Boss/lasso_debuff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],"",""
1085,"screech_snipe_debuff","Art/2DArt/BuffIcons/SappedBuff.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1086,"korea_pc_bang","Art/2DArt/BuffIcons/KoreaPCBang.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1087,"vigilant_strike_on_fortify","","[""Metadata/Effects/Spells/fortify/onhit/fortify_onhit.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1088,"challenger_charge","Art/2DArt/SkillIcons/passives/Gladiator/GLADBloodAndSand.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1089,"vigilant_strike_on_have_fortify","","[""Metadata/Effects/Spells/fortify/onhit/fortify_onhit2.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1090,"combat_rush","Art/2DArt/BuffIcons/CloseCombatMovementBuff.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1091,"vanished_enemy_affecting_aura","",[],"[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[],"",""
1092,"siphon_celestial","Art/2DArt/SkillIcons/Siphon.dds","[""Metadata/Effects/Microtransactions/Spells/siphon_celestial/drain.epk"",""Metadata/Effects/Microtransactions/Spells/siphon_celestial/drain.epk"",""Metadata/Effects/Microtransactions/Spells/siphon_celestial/drain_large.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
1093,"contagion_celestial","Art/2DArt/SkillIcons/Contagion.dds","[""Metadata/Effects/Microtransactions/Spells/contagion_celestial/affected.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1094,"blight_celestial","","[""Metadata/Effects/Microtransactions/Spells/blight/celestial/blight_on.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1095,"ignited_empyrean","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/ailment_Ash.epk""]","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/ailment_Ash.epk""]",[],"","","","","","","","",[],[],[],"",""
1096,"empyrean_shock","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/ailment_Thunder.epk""]","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/ailment_Thunder.epk""]",[],"","","","","","","","",[],[],[],"",""
1097,"blood_stance_celestial","","[""Metadata/Effects/Microtransactions/Spells/blood_sand_stance/celestial_blood_stance.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1098,"sand_stance_celestial","","[""Metadata/Effects/Microtransactions/Spells/blood_sand_stance/celestial_sand_stance.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1099,"blood_armour_celestial","","[""Metadata/Effects/Microtransactions/Spells/blood_sand_stance/celestial_blood_armour.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1100,"sand_armour_celestial","","[""Metadata/Effects/Microtransactions/Spells/blood_sand_stance/celestial_sand_armour.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1101,"slither","Art/2DArt/SkillIcons/WitheringStep.dds","[""Metadata/Effects/Spells/slither/slither_aura.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1102,"arc_damage_is_lucky_celestial","Art/2DArt/SkillIcons/iconarc.dds","[""Metadata/Effects/Microtransactions/Spells/arc/celestial/vaal_buff.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1103,"guardian_radiant_crusade_buff","Art/2DArt/SkillIcons/passives/Guardian/Radient Crusade.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],"",""
