"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","i32","bool","string","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid","i32","i32","[rid]","[rid]","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","i32","EPKFile","i32","MonsterConditionalEffectPacksKey","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","AddonMonsterTypeIndex","i32","i32","i32","i32","i32","bool"
5158,"Metadata/Monsters/MotherOfFlames/MotherOfFlamesBossZombieMapStandalone",1675,28,3,6,8,"[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss.act""]","[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesZombieBoss.ao""]","Metadata/Monsters/MotherOfFlames/MotherOfFlamesBossZombieMapStandalone","[3913,22733]",1,"","",130,3,6,2,2,0,"[34,766,71,48,791,807,796,764,30,29,765,32,118,820,802,826,223]",200,[],135,135,700,500,0,"[6257,381,7293]","Metadata/Monsters/MotherOfFlames/MotherOfFlamesZombieBossMap.ais",[],"",1,"Pileah, Burning Corpse",134,300,1800,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,31114,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,300,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5159,"Metadata/Monsters/MotherOfFlames/MotherOfFlamesBossZombieMapElder",1675,28,3,6,8,"[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss.act""]","[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesZombieBoss.ao""]","Metadata/Monsters/ElderBosses/ElderBossCloneSpawnDead","[3913,22733]",1,"","",130,3,3,2,2,0,"[827,71,48,791,807,796,830,30,29,118,820,802,223]",200,[],135,135,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",1,"Pileah, Burning Corpse",134,300,1800,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,28070,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,300,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5160,"Metadata/Monsters/MotherOfFlames/MotherOfFlamesBossZombie2",1673,28,3,6,8,"[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss.act""]","[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesZombieBoss.ao""]","Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss",[],1,"","",130,3,6,2,2,0,"[34,766,71,48,791,807,796,764,30,29,765,32,118,820,802,223]",200,[],135,135,700,500,0,"[6257,381]","Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss.ais",[],"",1,"The Rotten Matriarch",134,400,1800,[],[],"","","","",0,[8005],[],[],"",1,6,100,0,0,100,34271,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5161,"Metadata/Monsters/MotherOfFlames/MotherOfFlamesZombie",1672,28,3,6,8,"[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesZombie.act""]","[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesZombie.ao""]","Metadata/Monsters/MotherOfFlames/MotherOfFlames",[],1,"","",100,3,6,2,2,0,"[34,225,766,71,48,791,807,796,764,30,29,765,32,118,820,802,223]",100,[],135,135,700,500,0,"[4798,381]","Metadata/Monsters/MotherOfFlames/MotherOfFlames.ais",[],"",1,"Kiln Mother",125,90,1800,[],[],"","","","",0,[],[],[],"",1,2,100,2,75,63,62030,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,90,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5162,"Metadata/Monsters/BlessedSister/BlessedSisterPure",1677,28,3,6,8,"[""Metadata/Monsters/BlessedSister/BlessedSister.act""]","[""Metadata/Monsters/BlessedSister/BlessedSister.ao""]","Metadata/Monsters/BlessedSister/BlessedSister",[9278],1,"","",100,3,6,2,2,0,"[34,225,766,71,48,791,807,796,764,30,29,765,32,118,820,802,223]",100,[],135,135,700,500,0,"[381,5872,4794]","Metadata/Monsters/BlessedSister/BlessedSister.ais",[],"",1,"Blessed Sister",100,90,1800,[],[],"","","","",0,[],[],[],1,1,2,100,2,75,34,14534,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"","","",0,0,0,90,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5163,"Metadata/Monsters/BlessedSister/BlessedSisterPureMemoryLine",1677,28,3,6,8,"[""Metadata/Monsters/BlessedSister/BlessedSister.act""]","[""Metadata/Monsters/BlessedSister/BlessedSister.ao""]","Metadata/Monsters/BlessedSister/BlessedSister",[9278],1,"","",100,3,6,2,2,0,"[34,225,766,71,48,791,807,796,764,30,29,765,32,118,820,802,223]",100,[],135,135,700,500,0,"[381,5872,4794]","Metadata/Monsters/BlessedSister/BlessedSister.ais",[],"",1,"Blessed Sister",100,90,1800,[],[],"","","","",0,[],[],[],1,1,2,100,2,75,34,30789,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"","","",0,0,0,90,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5164,"Metadata/Monsters/BlessedSister/BlessedSisterKitava1",1678,28,3,6,8,"[""Metadata/Monsters/BlessedSister/KitavaBlessedSister.act""]","[""Metadata/Monsters/BlessedSister/KitavaBlessedSister.ao""]","Metadata/Monsters/BlessedSister/BlessedSister",[],1,"","",100,3,6,2,2,0,"[34,224,225,766,71,48,791,807,796,764,30,29,765,32,118,820,802]",100,[],135,135,700,500,0,"[4797,381]","Metadata/Monsters/BlessedSister/KitavaBlessedSister.ais",[],"",1,"Sanguine Sister",100,90,1800,[],[],"","","","",0,[],[],[],1,1,2,63,2,75,63,42037,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"","","",0,0,0,90,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5165,"Metadata/Monsters/BlessedSister/BlessedSisterKitava2",1678,28,3,6,8,"[""Metadata/Monsters/BlessedSister/KitavaBlessedSister.act""]","[""Metadata/Monsters/BlessedSister/KitavaBlessedSister.ao""]","Metadata/Monsters/BlessedSister/BlessedSister",[],1,"","",100,3,6,2,2,0,"[34,224,225,766,71,48,791,807,796,764,30,29,765,32,118,820,802]",100,[],135,135,700,500,0,"[4797,381]","Metadata/Monsters/BlessedSister/KitavaBlessedSister.ais",[],"",1,"Sanguine Sister",100,90,1800,[],[],"","","","",0,[],[],[],1,1,4,63,0,0,63,46105,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"","","",0,0,0,90,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5166,"Metadata/Monsters/BlessedSister/BlessedSisterKitava2Hellscape_",1678,28,3,6,8,"[""Metadata/Monsters/BlessedSister/KitavaBlessedSister.act""]","[""Metadata/Monsters/BlessedSister/KitavaBlessedSister.ao""]","Metadata/Monsters/BlessedSister/BlessedSister",[],1,"","",100,3,6,2,2,0,"[34,224,225,766,71,48,791,807,764,30,29,765,32,118,820,802]",100,[],135,135,700,500,0,"[4797,381]","Metadata/Monsters/BlessedSister/KitavaBlessedSister.ais",[],"",1,"Sanguine Sister",100,90,1800,[],[],"","","","",0,[],[],[],1,1,4,63,0,0,63,39517,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"","","",0,0,0,90,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueHellscape/HellscapeMonsterAddon""]",0,0,0,0,0,""
5167,"Metadata/Monsters/ReligiousTemplar/ReligiousTemplarPure",1679,32,3,6,11,"[""Metadata/Monsters/ReligiousTemplar/ReligiousTemplar.act""]","[""Metadata/Monsters/ReligiousTemplar/ReligiousTemplar.ao""]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar",[20452],1,"","",110,3,6,2,10,0,"[777,774,71,48,796,803,764,815,30,765,32,118,820,223]",125,[],105,105,700,500,0,"[381,2768,231]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar.ais",[],"",1,"Temple Ward",125,188,1245,"[12327,12329]",[12328],"",9,26,"",0,[],[],[],1,1,3,34,0,0,34,64639,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,188,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5168,"Metadata/Monsters/ReligiousTemplar/ReligiousTemplarPureAtlasUber",1680,32,3,6,11,"[""Metadata/Monsters/ReligiousTemplar/ReligiousTemplar.act""]","[""Metadata/Monsters/ReligiousTemplar/ReligiousTemplar.ao""]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar",[20452],1,"","",110,3,6,2,10,0,"[777,774,71,48,796,803,764,815,30,765,32,118,820,223]",185,[],105,105,700,500,0,"[381,2768,231]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar.ais",[],"",1,"Temple Guard",120,185,1245,"[12327,12329]",[12328],"",9,26,"",0,[],[],[],1,1,3,34,0,0,34,49105,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",-10,10,0,185,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/AtlasUbers/AtlasUberMonsterBase""]",0,0,0,0,0,""
5169,"Metadata/Monsters/ReligiousTemplar/ReligiousTemplarPureMemoryLine",1679,32,3,6,11,"[""Metadata/Monsters/ReligiousTemplar/ReligiousTemplar.act""]","[""Metadata/Monsters/ReligiousTemplar/ReligiousTemplar.ao""]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar",[20452],1,"","",110,3,6,2,10,0,"[777,774,71,48,796,803,764,815,30,765,32,118,820,223]",125,[],105,105,700,500,0,"[381,2768,231]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar.ais",[],"",1,"Temple Ward",125,188,1245,"[12327,12329]",[12328],"",9,26,"",0,[],[],[],1,1,3,34,0,0,34,20184,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,188,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5170,"Metadata/Monsters/ReligiousTemplar/ReligiousTemplarTwoHandedPure",1681,32,3,6,11,"[""Metadata/Monsters/ReligiousTemplar/ReligiousTemplar2h.act""]","[""Metadata/Monsters/ReligiousTemplar/ReligiousTemplar.ao""]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar",[],1,"","",110,3,6,2,10,0,"[779,776,71,48,796,803,764,815,30,765,32,118,820,223]",125,[],105,105,700,500,0,"[381,2768,2676]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar.ais",[],"",1,"Temple Guardian",125,188,1950,[12330],[],"",15,"","",0,[],[],[],1,1,3,34,0,0,34,33118,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,188,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5171,"Metadata/Monsters/ReligiousTemplar/ReligiousTemplarTwoHandedPureMemoryLine",1681,32,3,6,11,"[""Metadata/Monsters/ReligiousTemplar/ReligiousTemplar2h.act""]","[""Metadata/Monsters/ReligiousTemplar/ReligiousTemplar.ao""]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar",[],1,"","",110,3,6,2,10,0,"[779,776,71,48,796,803,764,815,30,765,32,118,820,223]",125,[],105,105,700,500,0,"[381,2768,2676]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar.ais",[],"",1,"Temple Guardian",125,188,1950,[12330],[],"",15,"","",0,[],[],[],1,1,3,34,0,0,34,5092,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,188,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5172,"Metadata/Monsters/ReligiousTemplar/ReligiousTemplarKitava",1682,32,3,6,11,"[""Metadata/Monsters/ReligiousTemplar/ReligiousTemplarKitava.act""]","[""Metadata/Monsters/ReligiousTemplar/KitavaReligiousTemplar.ao""]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar",[20452],1,"","",110,3,6,2,10,0,"[224,777,774,71,48,796,803,764,815,30,765,32,118,820]",125,[],105,105,700,500,0,"[381,2771,232]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar.ais",[],"",1,"Heretical Ward",125,188,1245,"[12331,12333]",[12332],"",9,26,"",0,[],[],[],1,1,3,63,0,0,63,41853,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,188,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5173,"Metadata/Monsters/ReligiousTemplar/ReligiousTemplarKitavaHellscape",1682,32,3,6,11,"[""Metadata/Monsters/ReligiousTemplar/ReligiousTemplarKitava.act""]","[""Metadata/Monsters/ReligiousTemplar/KitavaReligiousTemplar.ao""]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar",[20452],1,"","",110,3,6,2,10,0,"[224,777,774,71,48,803,764,815,30,765,32,118,820]",125,[],105,105,700,500,0,"[381,2771,232]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar.ais",[],"",1,"Heretical Ward",125,188,1245,"[12331,12333]",[12332],"",9,26,"",0,[],[],[],1,1,3,63,0,0,63,45678,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,188,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueHellscape/HellscapeMonsterAddon""]",0,0,0,0,0,""
5174,"Metadata/Monsters/ReligiousTemplar/ReligiousTemplarKitavaNoThrow",1682,32,3,6,11,"[""Metadata/Monsters/ReligiousTemplar/ReligiousTemplarKitava.act""]","[""Metadata/Monsters/ReligiousTemplar/KitavaReligiousTemplar.ao""]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar",[20452],1,"","",110,3,6,2,10,0,"[224,777,774,71,48,796,803,764,815,30,765,118,820]",125,[],105,105,700,500,0,"[381,232]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar.ais",[],"",1,"Heretical Ward",125,188,1245,"[12331,12333]",[12332],"",9,26,"",0,[],[],[],1,1,4,63,0,0,63,21489,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,188,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5175,"Metadata/Monsters/ReligiousTemplar/ReligiousTemplarKitavaNoThrowHellscape",1682,32,3,6,11,"[""Metadata/Monsters/ReligiousTemplar/ReligiousTemplarKitava.act""]","[""Metadata/Monsters/ReligiousTemplar/KitavaReligiousTemplar.ao""]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar",[20452],1,"","",110,3,6,2,10,0,"[224,777,774,71,48,803,764,815,30,765,118,820]",125,[],105,105,700,500,0,"[381,232]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar.ais",[],"",1,"Heretical Ward",125,188,1245,"[12331,12333]",[12332],"",9,26,"",0,[],[],[],1,1,4,63,0,0,63,38538,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,188,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueHellscape/HellscapeMonsterAddon""]",0,0,0,0,0,""
5176,"Metadata/Monsters/ReligiousTemplar/ReligiousTemplarTwoHandedKitava",1683,32,3,6,11,"[""Metadata/Monsters/ReligiousTemplar/ReligiousTemplar2hKitava.act""]","[""Metadata/Monsters/ReligiousTemplar/KitavaReligiousTemplar.ao""]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar",[],1,"","",110,3,6,2,10,0,"[224,779,776,71,48,796,803,764,815,30,765,32,118,820]",125,[],105,105,700,500,0,"[381,2771,2676]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar.ais",[],"",1,"Heretical Guardian",125,188,1950,[12334],[],"",15,"","",0,[],[],[],1,1,3,63,0,0,63,49031,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,188,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5177,"Metadata/Monsters/ReligiousTemplar/ReligiousTemplarTwoHandedKitavaHellscape_",1683,32,3,6,11,"[""Metadata/Monsters/ReligiousTemplar/ReligiousTemplar2hKitava.act""]","[""Metadata/Monsters/ReligiousTemplar/KitavaReligiousTemplar.ao""]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar",[],1,"","",110,3,6,2,10,0,"[224,779,776,71,48,803,764,815,30,765,32,118,820]",125,[],105,105,700,500,0,"[381,2771,2676]","Metadata/Monsters/ReligiousTemplar/ReligiousTemplar.ais",[],"",1,"Heretical Guardian",125,188,1950,[12334],[],"",15,"","",0,[],[],[],1,1,3,63,0,0,63,56809,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,188,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueHellscape/HellscapeMonsterAddon""]",0,0,0,0,0,""
5178,"Metadata/Monsters/Hellion/HellionCommanderBreachNormal",1702,37,4,6,14,"[""Metadata/Monsters/BreachBosses/BreachHellionCommander.act""]","[""Metadata/Monsters/Hellion/HellionCommanderBreach.ao""]","Metadata/Monsters/BreachBosses/BreachHellionCommander",[13156],1,"","",130,3,6,5,2,0,"[823,72,199,1043,756,34,56,766,777,774,126,141,807,796,803,764,170,1142,31,765,118]",150,[],105,135,700,500,0,"[5861,5868,5871,5876,381]","Metadata/Monsters/BreachBosses/BreachHellionCommander.ais",[],"",1,"Xoph's Loyal",120,90,1500,[9514],[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,59873,"","","","","","",[12527],[12528],[12529],"",350,0,[],[],10,"","",[],"","","",0,0,0,90,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5179,"Metadata/Monsters/Hellion/HellionCommanderBreach",1703,37,4,6,14,"[""Metadata/Monsters/BreachBosses/BreachHellionCommander.act""]","[""Metadata/Monsters/Hellion/HellionCommanderBreach.ao""]","Metadata/Monsters/BreachBosses/BreachHellionCommander",[13156],1,"","",130,3,6,5,2,0,"[823,72,199,1043,756,34,56,766,777,774,126,141,807,796,803,764,170,1142,31,765,118]",150,[],105,135,700,500,0,"[5861,5868,5871,5876,381]","Metadata/Monsters/BreachBosses/BreachHellionCommander.ais",[],"",1,"Xoph's Loyal",120,300,1500,[9514],[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,53540,"","","","","","",[12527],[12528],[12529],"",350,0,[],[],10,"","",[],"","","",0,0,0,300,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5180,"Metadata/Monsters/Hellion/HellionCommanderBreachMap",1703,37,4,6,14,"[""Metadata/Monsters/BreachBosses/BreachHellionCommander.act""]","[""Metadata/Monsters/Hellion/HellionCommanderBreach.ao""]","Metadata/Monsters/BreachBosses/BreachHellionCommander",[13156],1,"","",130,3,6,5,2,0,"[823,72,199,756,34,56,766,777,774,126,141,807,796,803,764,170,1142,31,765,118]",150,[],105,135,700,500,0,"[5861,5868,5871,5876,381]","Metadata/Monsters/BreachBosses/BreachHellionCommander.ais",[],"",1,"Xoph's Loyal",120,300,1500,[9514],[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,15351,"","","","","","",[12527],[12528],[12529],"",350,0,[],[],10,"","",[],"","","",0,0,0,300,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5181,"Metadata/Monsters/Hellion/HellionCommanderBreachMapUber",1704,37,4,6,14,"[""Metadata/Monsters/BreachBosses/BreachHellionCommander.act""]","[""Metadata/Monsters/Hellion/HellionCommanderBreach.ao""]","Metadata/Monsters/BreachBosses/BreachHellionCommander",[13156],1,"","",130,3,6,5,2,0,"[823,72,199,756,34,56,766,777,774,126,141,807,803,764,170,1142,31,765,118]",150,[],105,135,700,500,0,"[5861,5868,5871,5876,381]","Metadata/Monsters/BreachBosses/BreachHellionCommander.ais",[],"",1,"Xoph's Loyal",120,675,1500,[9514],[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,5486,"","","","","","",[12527],[12528],[12529],"",350,0,[],[],10,"","",[],"","","",0,0,0,675,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5182,"Metadata/Monsters/Hellion/HellionCommanderBreachMapStandalone",1703,37,4,6,14,"[""Metadata/Monsters/BreachBosses/BreachHellionCommander.act""]","[""Metadata/Monsters/Hellion/HellionBreachArchitect.ao""]","Metadata/Monsters/BreachBosses/BreachHellionCommanderStandalone",[],1,"","",130,3,6,5,2,0,"[823,72,199,756,34,56,766,777,774,126,141,807,796,803,764,170,1142,31,765,118]",150,[],105,135,700,500,0,"[5861,5868,5871,5876,381]","Metadata/Monsters/BreachBosses/BreachHellionCommander.ais",[],"",1,"Xoph's Loyal",120,300,1500,[9514],[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,45660,"","","","","","",[12527],[12528],[12529],"",350,0,[],[],10,"","",[],"","","",0,0,0,300,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5183,"Metadata/Monsters/Hellion/HellionBreachNormal",1696,37,3,6,7,"[""Metadata/Monsters/Hellion/HellionBreach.act""]","[""Metadata/Monsters/Hellion/HellionBreachClip.ao""]","Metadata/Monsters/BreachBosses/BreachHellion","[13156,9899]",1,"","",100,3,6,5,2,0,"[823,72,1043,756,56,766,777,774,126,141,807,803,764,170,1142,31,765,118,794]",100,[],105,135,700,500,0,"[381,5876]","Metadata/Monsters/Hellion/HellionBreach.ais",[],"",1,"Xoph's Loyal",75,118,1500,[9514],[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,10618,"","","","","","",[12527],[12528],[12529],"",350,0,[],[],10,"","",[],"","","",0,0,0,118,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5184,"Metadata/Monsters/Hellion/HellionBreach",1697,37,3,6,7,"[""Metadata/Monsters/Hellion/HellionBreach.act""]","[""Metadata/Monsters/Hellion/HellionBreachClip.ao""]","Metadata/Monsters/BreachBosses/BreachHellion","[13156,9899]",1,"","",100,3,6,5,2,0,"[823,72,1043,756,56,766,777,774,126,141,807,803,764,170,1142,31,765,118,794]",100,[],105,135,700,500,0,"[381,5876]","Metadata/Monsters/Hellion/HellionBreach.ais",[],"",1,"Xoph's Loyal",100,170,1500,[9514],[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,26187,"","","","","","",[12527],[12528],[12529],"",350,0,[],[],10,"","",[],"","","",0,0,0,170,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5185,"Metadata/Monsters/Hellion/HellionBreachMap_",1698,37,3,6,7,"[""Metadata/Monsters/Hellion/HellionBreach.act""]","[""Metadata/Monsters/Hellion/HellionBreachClip.ao""]","Metadata/Monsters/BreachBosses/BreachHellion",[13156],1,"","",100,3,6,5,2,0,"[823,72,756,56,766,777,774,126,141,807,803,764,170,1142,31,765,118,794]",100,[],105,135,700,500,0,"[381,5876]","Metadata/Monsters/Hellion/HellionBreach.ais",[],"",1,"Xoph's Loyal",100,468,1500,[9514],[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,47908,"","","","","","",[12527],[12528],[12529],"",350,0,[],[],10,"","",[],"","","",0,0,0,468,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5186,"Metadata/Monsters/Hellion/HellionBreachMapStandalone",1698,37,3,6,7,"[""Metadata/Monsters/Hellion/HellionBreach.act""]","[""Metadata/Monsters/Hellion/HellionBreachArchitect.ao""]","Metadata/Monsters/BreachBosses/BreachHellionStandalone",[],1,"","",100,3,6,5,2,0,"[823,72,756,56,766,777,774,126,141,807,803,764,170,1142,31,765,118,794]",100,[],105,135,700,500,0,"[381,5876]","Metadata/Monsters/Hellion/HellionBreach.ais",[],"",1,"Xoph's Loyal",100,468,1500,[9514],[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,48959,"","","","","","",[12527],[12528],[12529],"",350,0,[],[],10,"","",[],"","","",0,0,0,468,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5187,"Metadata/Monsters/Hellion/HellionBreachSpectre",1703,37,4,6,14,"[""Metadata/Monsters/BreachBosses/BreachHellionCommander.act""]","[""Metadata/Monsters/Hellion/HellionBreachArchitect.ao""]","Metadata/Monsters/BreachBosses/BreachHellionCommanderSpectre",[13156],1,"","",130,3,6,5,2,0,"[823,72,199,756,34,56,766,777,774,141,807,803,764,170,1142,31,765,118]",150,[],105,135,700,500,0,"[5861,5868,5871,5876,381]","Metadata/Monsters/BreachBosses/BreachHellionCommander.ais",[],"",1,"Xoph's Loyal",120,300,1500,[9514],[],"",9,"","",0,[],[],[],1,1,6,100,0,0,100,54580,"","","","","","",[12527],[12528],[12529],"",350,0,[],[],10,"","",[],"","","",0,0,0,300,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5188,"Metadata/Monsters/Hellion/HellionBreachVaalArchitectMinion",1697,37,4,6,7,"[""Metadata/Monsters/Hellion/HellionBreachGroundEmerge.act""]","[""Metadata/Monsters/Hellion/HellionBreachArchitect.ao""]","Metadata/Monsters/BreachBosses/BreachHellionVaalArchitectMinion","[13140,6544]",1,"","",100,3,6,5,2,0,"[823,72,756,56,766,777,774,126,141,807,803,764,170,1142,31,765,118,794,125]",100,[],105,105,700,500,0,"[381,5876]","Metadata/Monsters/Hellion/HellionBreach.ais",[],"",1,"Displaced Loyal",100,170,1500,[9514],[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,29365,"","","","","","",[12527],[12528],[12529],"",350,0,[],[],10,"","",[],"","",1,0,0,0,170,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5189,"Metadata/Monsters/Hellion/HellionBreachHowl",1697,37,3,6,7,"[""Metadata/Monsters/Hellion/HellionBreach.act""]","[""Metadata/Monsters/Hellion/HellionBreachClip.ao""]","Metadata/Monsters/BreachBosses/BreachHellion","[13156,9899]",1,"","",115,3,6,5,2,0,"[823,72,1043,756,56,766,777,774,126,141,807,803,764,170,1142,31,765,118,794]",100,[],105,135,700,500,0,"[381,5869,5876]","Metadata/Monsters/Hellion/HellionBreach.ais",[],"",1,"Xoph's Favoured",100,170,1500,[9514],[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,39332,"","","","","","",[12527],[12528],[12529],"",350,0,[],[],10,"","",[],"","","",0,0,0,170,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
