"rownum","Id","Description","SetId","Objective","HASH16","bool","HideAchievementItems","bool","MinCompletedItems","TwoColumnLayout","ShowItemCompletionsAsOne","string","SoftcoreOnly","HardcoreOnly","bool","string","string","string"
776,"HarvestCompleteTwinnedMaps","Complete Twinned Maps",32,"Complete 12 of the following 16 Map Tiers while they have the Twinned modifier. Maps are completed by killing their Unique Bosses.",2385,"","","",12,1,"","","","","","","",""
777,"HarvestCompleteHarvestEncountersIV","Complete Harvest Encounters IV",32,"Complete each of the following Encounters.",19915,1,"","",0,"","","","","","","","",""
778,"HarvestCompleteUnidentifiedMaps","Complete Rare Unidentified Maps",32,"Complete Rare Maps in 12 of the following 16 tiers while they are unidentified. These Maps are completed by killing their Unique Bosses.",23730,"","","",12,1,"","","","","","","",""
779,"HarvestAchieveAscension","Achieve Ascension",32,"Use the Ascendancy Device in each of the following Labyrinths.",-30784,"","","",0,"","","","","","","","",""
780,"HarvestInfusedCurrency","Use Infused Currency",32,"Use Infused Currency to complete each of the following outcomes.",-31783,"","","",0,"","","","","","","","",""
781,"HarvestCompleteTheseEncountersIV","Complete Encounters IV",32,"Complete each of the following Encounters.",660,"","","",0,"",1,"","","","","","",""
782,"HarvestCompleteDeliriumEncounters","Complete Delirium Encounters",32,"Complete each of the following Encounters.",-24019,"","","",0,"","","","","","","","",""
783,"HarvestCompleteUberLabyrinth","Complete Eternal Labyrinths",32,"Defeat Izaro in each of the following Eternal Labyrinths.",26283,"","","",0,"","","","","","","","",""
784,"HarvestObtainRewardsCrafting","Obtain Harvest Rewards",32,"Obtain 8 of the following 10 specific rewards by completing crafts using the Collector in the Sacred Grove.",15114,"","","",8,"","","","","","","","",""
785,"HarvestCompleteHarbingerEncounters","Complete Harbinger Encounters",32,"Complete each of the following Encounters.",20020,"","","",0,"","","","","","","","",""
786,"HarvestCompleteHarvestEncountersV","Complete Harvest Encounters V",32,"Complete each of the following Encounters.",8969,1,"","",0,"","","","","","","","",""
787,"HarvestExplodeTheAtlas_","Explore the Atlas",32,"Complete the following number of Bonus Objectives and Awakening Bonus Objectives.",26520,"","","",0,"",1,"","","","","","",""
788,"HarvestReachLevel90","Reach Level 90",32,"Attain character level 90. This challenge still counts even if your character dies afterwards.",26944,"",1,"",0,1,"","","","","","","",""
789,"HarvestCompleteEncountersV","Complete Encounters V",32,"Complete each of the following Encounters.",-20763,"","","",0,"","","","","","","","",""
790,"HarvestDefeatT4Seeds","Defeat Harvest Bosses",32,"Defeat each of the following Harvest bosses.",-23787,1,"","",0,"","","","","","","","",""
791,"HarvestUseWingedScarabs","Use Winged Scarabs",32,"Open Maps that are affected by each of the following Winged Scarabs.",8917,1,"","",0,"","","","","","","","",""
792,"HarvestCompleteEncountersVI","Complete Encounters VI",32,"Complete each of the following Encounters.",16396,"","","",0,"","","","","","","","",""
793,"HarvestMapGrind","Complete Map Tiers",32,"Complete 10,000 map tiers. Completing a tier 1 map gives 1 tier, completing a tier 2 map gives 2 tiers, and so on.",-21780,"",1,"",0,1,"","","","","","","",""
794,"HarvestCompleteUniqueMaps","Complete Unique Maps",32,"Complete any 15 of the following 19 Unique Maps on your Atlas. A Map is completed by killing its Unique Boss or Bosses if it has any. Maps without Unique Bosses are completed by opening specific Unique Chests.",5415,1,"","",15,1,"","","","","","","",""
795,"HarvestCompleteHarvestEncountersVI","Complete Harvest Encounters VI",32,"Complete each of the following Encounters.",-5999,"","","",0,"",1,"","","","","","",""
796,"HarvestDefeatKeeperOfTheSacredGrove","Harvest the Heart of the Grove",32,"Harvest the Heart of the Grove",-12936,"",1,"",0,1,"","","","","","","",""
797,"HarvestCompleteDeadlyEncounters","Complete Deadly Encounters",32,"Complete each of the following deadly Encounters.",-19114,"","","",0,"","","","","","","","",""
798,"HarvestDefeatKeeperOfTheSacredGroveConditionally","Harvest the Heart of the Grove Conditionally",32,"Harvest the Heart of the Grove under each of the following conditions.",26815,"","","",0,"","","","","","","","",""
799,"HarvestEndgameGrind","Complete Endgame Grinds",32,"Complete any 4 of these Encounters the specified number of times.",-10913,"","","",4,"",1,"","","","","","",""
800,"HeistPreparedForBattle","Prepared for Battle",33,"Complete each of the following Encounters.",-5590,"","","",0,"","","","","","","","",""
801,"HeistCompleteHeistEncountersI","Complete Heist Encounters I",33,"Complete each of the following Encounters.",5133,"","","",0,"","","","","","","","",""
802,"HeistCompleteTheseQuests","Complete these Quests",33,"Complete each of the following quests.",-16671,"","","",0,"","","","","","","","",""
803,"HeistDefeatActBossesI","Defeat these Act Bosses I",33,"Defeat each of the following Unique Act Bosses.",3662,"","","",0,"","","","","","","","",""
804,"HeistCompleteEncountersI","Complete Encounters I",33,"Complete each of the following Encounters.",5436,"","","",0,"","","","","","","","",""
805,"HeistCompleteHeistEncountersIV","Complete Heist Encounters II",33,"Complete each of the following Encounters.",-6746,"","","",0,"","","","","","","","",""
806,"HeistCompleteEncountersII","Complete Encounters II",33,"Complete each of the following Encounters.",15955,"","","",0,"","","","","","","","",""
807,"HeistDefeatActBossesII","Defeat these Act Bosses II",33,"Defeat each of the following Unique Act Bosses.",21544,"","","",0,"","","","","","","","",""
808,"HeistCompleteHeistEncountersII","Complete Heist Encounters III",33,"Complete a Heist Contract in each of the following areas.",-18330,1,"","",0,1,"","","","","","","",""
809,"HeistCompleteVendorRecipes","Complete Vendor Recipes",33,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific pattern of items to a vendor, not when you buy items from his/her purchase screen.",31413,"","","",0,1,"","","","","","","",""
810,"HeistModifyContracts","Modify Heist Contracts",33,"Use each of the following currency items to modify Heist Contracts.",31206,"","","",0,"","","","","","","","",""
811,"HeistDefeatConquerorsOfTheAtlas","Defeat the Conquerors of the Atlas",33,"Defeat each of the following Conquerors of the Atlas.",1791,"","","",0,"","","","","","","","",""
812,"HeistDefeatHeistUniqueBosses","Defeat Heist Unique Monsters",33,"Defeat each of the following Unique Heist monsters.",-13716,1,"","",0,1,"","","","","","","",""
813,"HeistCompleteEncountersIII","Complete Encounters III",33,"Complete each of the following Encounters.",-24244,"","","",0,"","","","","","","","",""
814,"HeistCompleteHeistBlueprints","Complete Grand Heists",33,"Complete each of the following objectives relating to Grand Heists.",-15277,"","","",0,"","","","","","","","",""
815,"HeistCompleteTwinnedMaps","Complete Twinned Maps",33,"Complete Maps in 10 of the following 16 tiers while they have the Twinned mod. These Maps are completed by killing their Unique Bosses.",-1376,"","","",10,1,"","","","","","","",""
816,"HeistObtainHeistRewards","Obtain Heist Rewards",33,"Obtain each of the following reward types from Secure Lockers, Ornate Crates, Small Bronze Chests or Rusted Receptacles.",7983,1,"","",0,1,"","","","","","","",""
817,"HeistApplyHeistEnchantments","Heist Enchantment Modification",33,"Equip Weapons or Body Armour which have 10 of the following 14 Heist Enchantment modifiers on them.",-12229,1,"","",10,1,"","","","","","","",""
818,"HeistEquipExperimentedBaseTypes","Equip Experimented Base Types",33,"Equip Experimented Base Types in each of the following item slots.",23767,1,"","",0,"","","","","","","","",""
819,"HeistEquipHeistRogues","Equip Heist Rogues",33,"Fully equip each Heist Rogue with Rare items.",24222,1,"","",0,"","","","","","","","",""
820,"HeistTurnInDivinationCards","Turn in Divination Cards",33,"Turn in Divination card sets of the following sizes to Tasuni or Navali.",29790,"","","",0,1,"","","","","","","",""
821,"HeistCompleteEncountersIV","Complete Encounters IV",33,"Complete four of the following five Encounters.",-14345,"","","",4,"",1,"","","","","","",""
822,"HeistAchieveAscension","Achieve Ascension",33,"Use the Ascendancy Device in each of the following Labyrinths.",-30798,"","","",0,"","","","","","","","",""
823,"HeistComplete8ModMaps_","Complete Eight-Mod Maps",33,"Complete 30 Red Tier Rare Maps while they have 8 mods. Red Tier Maps include Tiers 11 to 16. Maps having 8 mods is a potential outcome of Vaal Orb corruption. These Maps are completed by killing their Unique Bosses. Sextants, Scarabs and Zana mods do not count towards the mod count of this challenge.",-7776,"",1,"",0,"","","","","","","","",""
824,"HeistLevelHeistJobs","Level Heist Jobs",33,"Level each of the following Heist Jobs to level 5.",6749,1,"","",0,"","","","","","","","",""
825,"HeistReachLevel90","Reach Level 90",33,"Attain character level 90. This challenge still counts even if your character dies afterwards.",-14184,"",1,"",0,1,"","","","","","","",""
826,"HeistAlternateQuality","Alternate Quality Experiments",33,"Complete each of the following objectives pertaining to Alternate Quality Gems.",10777,"","","",0,"","","","","","","","",""
827,"HeistCompleteHeistEncountersIII","Complete Heist Encounters IV",33,"Complete each of the following objectives pertaining to Heist encounters.",15197,"","","",0,"",1,"","","","","","",""
828,"HeistEquipReplicaUniqueItems","Acquire Replica Unique Items",33,"Acquire Replica Unique Items from Heist Areas for each of the following item slots. You can trade them away afterwards.",-16527,1,"","",0,1,"","","","","","","",""
829,"HeistCompleteUniqueMaps","Complete Unique Maps",33,"Complete any 15 of the following 19 Unique Maps on your Atlas. A Map is completed by killing its Unique Boss or Bosses if it has any. Maps without Unique Bosses are completed by opening specific Unique Chests.",17926,1,"","",15,1,"","","","","","","",""
830,"HeistExploreTheAtlas","Explore the Atlas",33,"Complete the following number of Bonus Objectives and Awakening Bonus Objectives.",18253,"","","",0,"",1,"","","","","","",""
831,"HeistCompleteQuestChains","Complete Heist Quests",33,"Complete each of the following Heist Quests.",-15379,"","","",0,"","","","","","","","",""
832,"HeistCompleteUniqueContracts","Complete Unique Contracts",33,"Complete each of the following Unique Heist Contracts.",-10296,"","","",0,"","","","","","","","",""
833,"HeistDefeatHeistFinalBoss","Defeat The Twins",33,"Seek out and defeat The Twins.",-12959,"",1,"",0,1,"","","","","","","",""
834,"HeistCompleteEncountersV","Complete Encounters V",33,"Complete each of the following Encounters.",26203,"","","",0,"","","","","","","","",""
835,"HeistMapGrind","Heist Map Grind",33,"Complete Maps with a total of 75,000% Item Quantity from modifiers and additional sources, such as Sacrifice Fragments. This does not include any quantity bonuses from your items or party.",25266,"",1,"",0,1,"","","","","","","",""
836,"HeistDefeatHeistBossesConditionally","Defeat Heist Bosses Conditionally",33,"Complete each of the following Encounters.",8754,"","","",0,"","","","","","","","",""
837,"DefeatHeistFinalBossConditionally","Defeat The Twins Conditionally",33,"Complete each of the following Encounters.",-8060,"","","",0,"","","","","","","","",""
838,"HeistCompleteDeadlyEncounters","Complete Deadly Encounters",33,"Complete four of the following six deadly Encounters.",32010,"","","",4,"","","","","","","","",""
839,"HeistEndgameGrind","Complete Endgame Grinds",33,"Complete any four of these Encounters the specified number of times.",2437,"","","",4,"",1,"","","","","","",""
840,"December2020Event1ReachLevel50","Reach level 50",34,"Reach level 50.",-27630,"",1,"",0,1,"","","","","","","",""
841,"December2020Event2ReachLevel50","Reach level 50",35,"Reach level 50.",-21866,"",1,"",0,1,"","","","","","","",""
842,"December2020Event3ReachLevel50","Reach level 50",36,"Reach level 50.",13980,"",1,"",0,1,"","","","","","","",""
843,"RitualIntroTeachingChallenge","Adequate Preparation",37,"Equip each of the following items.",-2743,"","","",0,"","","","","","","","",""
844,"RitualCompleteRitualEncountersI","Complete Ritual Encounters I",37,"Complete each of the following encounters.",-29125,"","","",0,"","","","","","","","",""
845,"RitualCompleteTheseQuests","Complete these Quests",37,"Complete each of the following quests.",-5627,"","","",0,"","","","","","","","",""
846,"RitualDefeatActBossesI","Defeat these Act Bosses I",37,"Defeat each of the following Unique Act Bosses.",-4824,"","","",0,"","","","","","","","",""
847,"RitualCompleteEncountersI","Complete Encounters I",37,"Complete each of the following encounters.",-18368,"","","",0,"","","","","","","","",""
848,"RitualCompleteRitualEncountersII","Complete Ritual Encounters II",37,"Complete each of the following encounters.",-13859,"","","",0,"","","","","","","","",""
849,"RitualCompleteRitualTypes","Complete Ritual Types",37,"Complete Ritual encounters which have the following damage themes.",28799,1,"","",0,"","","","","","","","",""
