"rownum","Id","i32","i32","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","CompletionsRequired","AchievementsKey","bool","bool","bool","bool"
7360,"HeistAlternateQuality1_1",1,189,"Equip a gem with Alternate Quality","Équipez-vous d'une Gemme à la qualité alternative","Rüstet eine Gemme mit alternativer Qualität aus","Equip a gem with Alternate Quality","대체 퀄리티 젬 1개 장착하기","Equipe uma gema com Qualidade Alternativa","Поместите в гнездо камень с изменённым эффектом качества","Equipa una gema con calidad alternativa","สวมใส่หินสกิลที่มีม็อตคุณภาพพิเศษ","裝備一個含有替代品質的寶石",1,949,"",1,"",1
7361,"HeistAlternateQuality1_2",1,190,"Level a gem with Alternate Quality up to level 20","Montez au niveau 20 une Gemme à la qualité alternative","Levelt eine Gemme mit alternativer Qualität auf Stufe 20","Level a gem with Alternate Quality up to level 20","대체 퀄리티 젬 1개 20레벨 달성하기","Nivele uma gema com Qualidade Alternativa até o nível 20","Повысьте уровень камня с изменённым эффектом качества до 20","Sube una gema con calidad alternativa a nivel 20","อัพเลเวลให้แก่หินสกิลที่มีม็อตคุณภาพพิเศษถึงเลเวล 20","將一個有替代品質的寶石升級至等級 20",1,949,"",1,"",1
7362,"HeistAlternateQuality1_3",1,191,"Corrupt a gem with Alternate Quality into a level 21 gem","Corrompez une Gemme à la qualité alternative afin de la faire passer au niveau 21","Verderbt eine Gemme mit alternativer Qualität, um eine Gemme der Stufe 21 zu erhalten","Corrupt a gem with Alternate Quality into a level 21 gem","대체 퀄리티 젬 1개를 21레벨 젬으로 타락시키기","Corrompa uma gema com Qualidade Alternativa para o nível 21","Повысьте уровень камня с изменённым эффектом качества до 21, осквернив его","Corrompe una gema con calidad alternativa y obtén una gema de nivel 21","Corrupt หินสกิลที่มีม็อตคุณภาพพิเศษถึงเลเวล 21","腐化一個有替代品質的寶石至等級 21",1,949,"",1,"",1
7363,"HeistAlternateQuality1_4",1,192,"Have a socketed gem with Alternate Quality that has at least 40% Quality","Équipez-vous d'une Gemme à la qualité alternative ayant 40% de Qualité ou plus","Verfügt über eine eingefasste Gemme mit alternativer Qualität, die mindestens 40% Qualität hat","Have a socketed gem with Alternate Quality that has at least 40% Quality","퀄리티가 40% 이상인 대체 퀄리티 젬 장착하기","Tenha uma gema encaixada com Qualidade Alternativa que tenha ao menos 40% de Qualidade","Поместите в гнездо камень с изменённым эффектом качества и как минимум 40% качеством","Engarza una gema con calidad alternativa que tenga al menos un 40% de calidad","ผลรวมคุณภาพของหินสกิลที่มีม็อตคุณภาพพิเศษที่สวมใส่อยู่มากกว่า 40%","鑲嵌帶有替代品質的寶石並合計寶石品質達 40%",1,949,"",1,"",1
7364,"HeistCompleteHeistEncountersIII_1",8,193,"Complete Contracts","Terminez des Contrats","Schließt Aufträge ab","Complete Contracts","계약 완료하기","Complete Contratos","Выполните контракты","Completa contratos","ผ่านสัญญาจ้าง","完成契約",250,950,"",1,"",1
7365,"HeistCompleteHeistEncountersIII_2",5,201,"Complete Grand Heists","Terminez des Casses du siècle","Schließt Große Coups ab","Complete Grand Heists","대강탈 완료하기","Complete Grandes Golpes","Завершите Большие Ограбления","Completa Golpes","การโจรกรรมครั้งยิ่งใหญ่","完成藍圖",25,950,"",1,"",1
7366,"HeistCompleteHeistEncountersIII_3",9,206,"Reveal Rooms","Révélez des Salles","Deckt Räume auf","Reveal Rooms","방 드러내기","Revele Salas","Раскройте комнаты","Revela salas","สำรวจห้อง","揭露房間",300,950,"",1,"",1
7367,"HeistCompleteHeistEncountersIII_4",6,215,"Reveal Wings","Révélez des Ailes","Deckt Trakte auf","Reveal Wings","부속 건물 드러내기","Revele Alas","Раскройте крылья","Revela alas","สำรวจส่วนขยาย","揭露側廂",60,950,"",1,"",1
7368,"HeistEquipReplicaUniqueItems1_1",1,221,"Weapon","une Arme","Waffe","Weapon","무기","Arma","Оружие","Arma","สวมใส่ อาวุธ","武器",1,951,"",1,"",1
7369,"HeistEquipReplicaUniqueItems1_2",1,222,"Shield or Quiver","un Bouclier ou un Carquois","Schild oder Köcher","Shield or Quiver","방패 / 화살통","Escudo ou Aljava","Щит или колчан","Escudo o carcaj","สวมใส่ โล่หรือซองธนู","盾或箭袋",1,951,"",1,"",1
7370,"HeistEquipReplicaUniqueItems1_3",1,223,"Body Armour","une Armure","Körperrüstung","Body Armour","갑옷","Peitoral","Нательный доспех","Armadura","สวมใส่ เสื้อเกราะ","身體護甲",1,951,"",1,"",1
7371,"HeistEquipReplicaUniqueItems1_4",1,224,"Helmet","un Casque","Helm","Helmet","투구","Elmo","Шлем","Casco","สวมใส่ หมวก","頭盔",1,951,"",1,"",1
7372,"HeistEquipReplicaUniqueItems1_5",1,225,"Gloves","des Gants","Handschuhe","Gloves","장갑","Luvas","Перчатки","Guantes","สวมใส่ ถุงมือ","手套",1,951,"",1,"",1
7373,"HeistEquipReplicaUniqueItems1_6",1,226,"Boots","des Bottes","Stiefel","Boots","장화","Botas","Обувь","Botas","สวมใส่ รองเท้า","鞋子",1,951,"",1,"",1
7374,"HeistEquipReplicaUniqueItems1_7",1,227,"Ring","une Bague","Ring","Ring","반지","Anel","Кольцо","Anillo","สวมใส่ แหวน","戒指",1,951,"",1,"",1
7375,"HeistEquipReplicaUniqueItems1_8",1,228,"Amulet","une Amulette","Amulett","Amulet","목걸이","Amuleto","Амулет","Amuleto","สวมใส่ สร้อย","項鍊",1,951,"",1,"",1
7376,"HeistEquipReplicaUniqueItems1_9",1,229,"Belt","une Ceinture","Gürtel","Belt","허리띠","Cinto","Пояс","Cinturón","สวมใส่ เข็มขัด","腰帶",1,951,"",1,"",1
7377,"HeistEquipReplicaUniqueItems1_10",1,230,"Flask","un Flacon","Fläschchen","Flask","플라스크","Frasco","Флакон","Frasco","สวมใส่ ขวด","藥劑",1,951,"",1,"",1
7378,"HeistCompleteUniqueMaps1_1",1,231,"Vaults of Atziri","La Salle des coffres d'Atziri","Atziris Gewölbe","Vaults of Atziri","앗지리의 금고실","Relíquias de Atziri","Сокровищница Атзири","Cámaras de Atziri","Vaults of Atziri","阿茲里的秘寶庫",1,952,"",1,"",1
7379,"HeistCompleteUniqueMaps1_2",1,232,"Maelström of Chaos","Le Maelström du Chaos","Mahlstrom des Chaos","Maelström of Chaos","혼돈의 마엘스트롬","Turbilhão do Caos","Вихрь хаоса","Vorágine de Caos","Maelström of Chaos","混沌之淵",1,952,"",1,"",1
7380,"HeistCompleteUniqueMaps1_3",1,233,"The Coward's Trial","L'Épreuve du couard","Die Prüfung des Feiglings","The Coward's Trial","겁쟁이의 시험","O Julgamento do Covarde","Испытание труса","La Prueba del Cobarde","The Coward's Trial","懦者的試驗",1,952,"",1,"",1
7381,"HeistCompleteUniqueMaps1_4",1,234,"Acton's Nightmare","Le Cauchemar d'Acton","Actons Albtraum","Acton's Nightmare","액턴의 악몽","Pesadelo de Acton","Кошмар Актоны","La Pesadilla de Acton","Acton's Nightmare","輪迴的夢魘",1,952,"",1,"",1
7382,"HeistCompleteUniqueMaps1_5",1,235,"Poorjoy's Asylum","L'Asile de Poorjoy","PoorJoys Zuflucht","プアジョイの収容所","푸어조이의 은신처","Hospício de Poorjoy","Богадельня Паршута","Asilo de Poorjoy","Poorjoy's Asylum","沉淪之間",1,952,"",1,"",1
7383,"HeistCompleteUniqueMaps1_6",1,236,"Mao Kun","Mao Kun","Mao Kun","Mao Kun","마오 쿤","Mao Kun","Мао Кун","Mao Kun","Mao Kun","賊窩",1,952,"",1,"",1
7384,"HeistCompleteUniqueMaps1_7",1,237,"Oba's Cursed Trove","Le Trésor maudit d'Oba","Obas verfluchter Schatz","Oba's Cursed Trove","오바의 저주받은 전리품","Tesouro Amaldiçoado de Oba","Проклятый клад Обы","Tesoro Maldito de Oba","Oba's Cursed Trove","歐霸的咒怨寶庫",1,952,"",1,"",1
7385,"HeistCompleteUniqueMaps1_8",1,238,"Olmec's Sanctum","Le Sanctuaire d'Olmec","Olmecs Heiligtum","Olmec's Sanctum","올멕의 지성소","Santuário Olmeca","Святилище Ольмека","Santuario de Olmec","Olmec's Sanctum","遠古之印",1,952,"",1,"",1
7386,"HeistCompleteUniqueMaps1_9",1,239,"Death and Taxes","La Mort et les Impôts","Der sichere Tod","Death and Taxes","죽음과 의무","Morte e Impostos","Смерть и налоги","Muerte e Impuestos","Death and Taxes","亡者之財",1,952,"",1,"",1
7387,"HeistCompleteUniqueMaps1_10",1,240,"Whakawairua Tuahu","Whakawairua Tuahu","Whakawairua Tuahu","Whakawairua Tuahu","와카와 투아후","Whakawairua Tuahu","Вакавайруа Туаху","Whakawairua Tuahu","Whakawairua Tuahu","禁閉祭壇",1,952,"",1,"",1
7388,"HeistCompleteUniqueMaps1_11",1,241,"Hall of Grandmasters","L'Assemblée des Grands maîtres","Die Halle der Großmeister","Hall of Grandmasters","명인의 전당","Salão dos Grão-Mestres","Зал великих мастеров","El Salón de los Grandes Maestros","Hall of Grandmasters","元帥之殿",1,952,"",1,"",1
7389,"HeistCompleteUniqueMaps1_12",1,242,"The Vinktar Square","La Place de Vinktar","Der Vinktar-Platz","The Vinktar Square","빙타 광장","A Praça Vinktar","Площадь Винктара","La Plaza de Vinktar","The Vinktar Square","維克塔廣場",1,952,"",1,"",1
7390,"HeistCompleteUniqueMaps1_13",1,243,"Caer Blaidd, Wolfpack's Den","Caer Blaidd, la Tanière de la meute","Caer Blaidd – Wolfsrudelhöhle","Caer Blaidd, Wolfpack's Den","캐어블레이드 늑대의 소굴","Caer Blaidd, Toca dos Lobos","Caer Blaidd, логово стаи","Caer Blaidd, Madriguera de Lobos","Caer Blaidd, Wolfpack's Den","塞爾．佈雷德狼穴",1,952,"",1,"",1
7391,"HeistCompleteUniqueMaps1_14",1,244,"The Putrid Cloister","Le Cloître putride","Das faulige Kloster","邪悪な学園","악취 나는 수도원","O Claustro Pútrido","Тлетворная обитель","El Claustro Pútrido","The Putrid Cloister","腐臭迴廊",1,952,"",1,"",1
7392,"HeistCompleteUniqueMaps1_15",1,245,"Hallowed Ground","La Nuit des masques","Nacht des Grauens","聖地","거룩한 대지","Solo Sagrado","Священная земля","Una Noche de Terror","Hallowed Ground","萬聖之地",1,952,"",1,"",1
7393,"HeistCompleteUniqueMaps1_16",1,246,"The Twilight Temple","Le Temple du Crépuscule","Der Zwielichttempel","The Twilight Temple","황혼의 사원","O Templo do Crepúsculo","Сумеречный храм","El Templo del Crepúsculo","The Twilight Temple","暮色神廟",1,952,"",1,"",1
7394,"HeistCompleteUniqueMaps1_17",1,247,"Pillars of Arun","Les Piliers d'Arun","Säulen von Arun","Pillars of Arun","아룬의 기둥","Pilares de Arun","Столпы Арун","Pilares de Arun","Pillars of Arun","艾倫之柱",1,952,"",1,"",1
7395,"HeistCompleteUniqueMaps1_18",1,248,"Perandus Manor","Le Manoir des Pérandus","Perandus-Anwesen","Perandus Manor","페란두스 저택","Mansão Perandus","Особняк Перандусов","La Mansión Perandus","Perandus Manor","普蘭德斯莊園",1,952,"",1,"",1
7396,"HeistCompleteUniqueMaps1_19",1,249,"Doryani's Machinarium","Le Machinarium de Doryani","Doryanis Machinarium","Doryani's Machinarium","도리아니의 기계실","Maquinário de Doryani","Машинариум Дориани","Taller de Máquinas de Doryani","Doryani's Machinarium","多里亞尼的機械迷城",1,952,"",1,"",1
7397,"HeistExploreTheAtlas1_1",8,250,"Bonus Objectives","Objectifs bonus","Bonusziele","Bonus Objectives","부가 목표","Objetivos Bônus","Дополнительные задания","Objetivos bonus","ภารกิจโบนัส","特殊條件",140,953,"",1,"",1
7398,"HeistExploreTheAtlas1_2",8,258,"Awakening Bonus Objectives","Objectifs bonus d'Éveil","Erweckungs-Bonusziele","Awakening Bonus Objectives","각성 부가 목표","Objetivos Bônus do Despertar","Дополнительные задания Пробуждения","Objetivos bonus del Despertar","ภารกิจโบนัสอเวคเคนนิ่ง","覺醒特殊條件",140,953,"",1,"",1
7399,"HeistCompleteQuestChains1_1",1,266,"Contract: Stolen Lockpicks","Contrat : Les Crochets volés","Auftrag: Gestohlene Dietriche","Contract: Stolen Lockpicks","계약: 도난당한 자물쇠 따개","Contrato: Ferramentas Roubadas","Контракт: Украденные отмычки","Contrato: Ganzúas robadas","สัญญาจ้าง: กุญแจผีที่ถูกขโมย","契約書：失竊的鎖撬",1,954,"",1,"",1
7400,"HeistCompleteQuestChains1_2",1,267,"Contract: Karst's Revenge","Contrat : La Vengeance de Karst","Auftrag: Karsts Rache","Contract: Karst's Revenge","계약: 카르스트의 복수","Contrato: Vingança de Karst","Контракт: Месть Карста","Contrato: La venganza de Karst","สัญญาจ้าง: การแก้แค้นของคาร์สท์","契約書：卡司特的復仇",1,954,"",1,"",1
7401,"HeistCompleteQuestChains1_3",1,268,"Contract: Credit Where Credit's Due","Contrat : Rendre gloire à la vérité","Auftrag: Ehre, wem Ehre gebührt","Contract: Credit Where Credit's Due","계약: 빼앗긴 공 되찾기","Contrato: À César o que é de César","Контракт: По заслугам","Contrato: El mérito a quien corresponde","สัญญาจ้าง: เครดิตแด่ผู้ควรได้รับ","契約書：償還貸款",1,954,"",1,"",1
7402,"HeistCompleteQuestChains1_4",1,269,"Contract: Finding Opal","Contrat : À la recherche d'Opale","Auftrag: Findet Opal","Contract: Finding Opal","계약: 오팔 찾기","Contrato: Encontrando Opalas","Контракт: Поиск Опал","Contrato: Encontrar a Opal","สัญญาจ้าง: ค้นหาโอปอล","契約書：尋找蛋白石",1,954,"",1,"",1
7403,"HeistCompleteQuestChains1_5",1,270,"Contract: Opal's Jewels","Contrat : Les Joyaux d'Opale","Auftrag: Opals Juwelen","Contract: Opal's Jewels","계약: 오팔의 보물","Contrato: Joias Opalas","Контракт: Самоцветы Опал","Contrato: Las joyas de Opal","สัญญาจ้าง: เครื่องเพชรโอปอล","契約書：蛋白石珠寶",1,954,"",1,"",1
7404,"HeistCompleteQuestChains1_6",1,271,"Contract: Enoch's Whereabouts","Contrat : Localiser Énoch","Auftrag: Enochs Verbleib","Contract: Enoch's Whereabouts","계약: 에녹의 행방","Contrato: Localização de Enoch","Контракт: Где найти Инока","Contrato: El paradero de Enoch","สัญญาจ้าง: ที่หลบซ่อนของอีน๊อก","契約書：以諾的下落",1,954,"",1,"",1
7405,"HeistCompleteQuestChains1_7",1,272,"Contract: Enoch's Remains","Contrat : La Dépouille d'Énoch","Auftrag: Enochs Überreste","Contract: Enoch's Remains","계약: 에녹의 유해","Contrato: Restos de Enoch","Контракт: Останки Инока","Contrato: Los restos de Enoch","สัญญาจ้าง: ซากศพของอีน๊อก","契約書：以諾的遺物",1,954,"",1,"",1
7406,"HeistCompleteQuestChains1_8",1,273,"Contract: Grocery List","Contrat : Liste de courses","Auftrag: Einkaufsliste","Contract: Grocery List","계약: 장 보기 목록","Contrato: Lista de Compras","Контракт: Список покупок","Contrato: La lista de compras","สัญญาจ้าง: รายการของ","契約書：雜貨清單",1,954,"",1,"",1
7407,"HeistCompleteQuestChains1_9",1,274,"Contract: The Vinderi Bomb","Contrat : La Bombe Vindéri","Auftrag: Die Vinderi-Bombe","Contract: The Vinderi Bomb","계약: 빈데리 폭탄","Contrato: A Bomba Vinderi","Контракт: Бомба Виндери","Contrato: La bomba de Vinderi","สัญญาจ้าง: ระเบิดวินเดอร์รี","契約書：溫德利炸彈",1,954,"",1,"",1
