"rownum","Id","ItemClass","Width","Height","Name","InheritsFrom","DropLevel","FlavourText","Implicit_Mods","SizeOnGround","SoundEffect","Tags","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItem","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemType","bool","UncutGemSoundEffect","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","ShopTag","rid"
1475,"Metadata/Items/Currency/RandomFossilOutcome255",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3418251590,[],"","","",[],[],"","","","","","","",[],"",""
1476,"Metadata/Items/Currency/RandomFossilOutcome256",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2311128040,[],"","","",[],[],"","","","","","","",[],"",""
1477,"Metadata/Items/Currency/RandomFossilOutcome257",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,765634601,[],"","","",[],[],"","","","","","","",[],"",""
1478,"Metadata/Items/Currency/RandomFossilOutcome258",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1748349176,[],"","","",[],[],"","","","","","","",[],"",""
1479,"Metadata/Items/Currency/RandomFossilOutcome259",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,887338438,[],"","","",[],[],"","","","","","","",[],"",""
1480,"Metadata/Items/Currency/RandomFossilOutcome260",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3133771099,[],"","","",[],[],"","","","","","","",[],"",""
1481,"Metadata/Items/Currency/RandomFossilOutcome261",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,781044608,[],"","","",[],[],"","","","","","","",[],"",""
1482,"Metadata/Items/Currency/RandomFossilOutcome262",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3439579347,[],"","","",[],[],"","","","","","","",[],"",""
1483,"Metadata/Items/Currency/RandomFossilOutcome263",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1722105379,[],"","","",[],[],"","","","","","","",[],"",""
1484,"Metadata/Items/Currency/RandomFossilOutcome264",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3551481926,[],"","","",[],[],"","","","","","","",[],"",""
1485,"Metadata/Items/Currency/RandomFossilOutcome265",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1363825273,[],"","","",[],[],"","","","","","","",[],"",""
1486,"Metadata/Items/Currency/RandomFossilOutcome266",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1269211185,[],"","","",[],[],"","","","","","","",[],"",""
1487,"Metadata/Items/Currency/RandomFossilOutcome267",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3280943780,[],"","","",[],[],"","","","","","","",[],"",""
1488,"Metadata/Items/Currency/RandomFossilOutcome268",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1355538629,[],"","","",[],[],"","","","","","","",[],"",""
1489,"Metadata/Items/Currency/RandomFossilOutcome269",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3412172260,[],"","","",[],[],"","","","","","","",[],"",""
1490,"Metadata/Items/Currency/RandomFossilOutcome270",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2749213005,[],"","","",[],[],"","","","","","","",[],"",""
1491,"Metadata/Items/Currency/RandomFossilOutcome271",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2296236286,[],"","","",[],[],"","","","","","","",[],"",""
1492,"Metadata/Items/Currency/RandomFossilOutcome272",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1273162546,[],"","","",[],[],"","","","","","","",[],"",""
1493,"Metadata/Items/Currency/RandomFossilOutcome273",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3707484190,[],"","","",[],[],"","","","","","","",[],"",""
1494,"Metadata/Items/Currency/RandomFossilOutcome274",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2921983843,[],"","","",[],[],"","","","","","","",[],"",""
1495,"Metadata/Items/Currency/RandomFossilOutcome275",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,346471739,[],"","","",[],[],"","","","","","","",[],"",""
1496,"Metadata/Items/Currency/RandomFossilOutcome276",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,4098963056,[],"","","",[],[],"","","","","","","",[],"",""
1497,"Metadata/Items/Currency/RandomFossilOutcome277",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,947072854,[],"","","",[],[],"","","","","","","",[],"",""
1498,"Metadata/Items/Currency/RandomFossilOutcome278",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1519693122,[],"","","",[],[],"","","","","","","",[],"",""
1499,"Metadata/Items/Currency/RandomFossilOutcome279",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1285662572,[],"","","",[],[],"","","","","","","",[],"",""
1500,"Metadata/Items/Currency/RandomFossilOutcome280",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1907655131,[],"","","",[],[],"","","","","","","",[],"",""
1501,"Metadata/Items/Currency/RandomFossilOutcome281",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,21274577,[],"","","",[],[],"","","","","","","",[],"",""
1502,"Metadata/Items/Currency/RandomFossilOutcome282",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,239143102,[],"","","",[],[],"","","","","","","",[],"",""
1503,"Metadata/Items/Currency/RandomFossilOutcome283",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,803611737,[],"","","",[],[],"","","","","","","",[],"",""
1504,"Metadata/Items/Currency/RandomFossilOutcome284",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,782719638,[],"","","",[],[],"","","","","","","",[],"",""
1505,"Metadata/Items/Currency/RandomFossilOutcome285",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,4093824087,[],"","","",[],[],"","","","","","","",[],"",""
1506,"Metadata/Items/Currency/RandomFossilOutcome286",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2974384487,[],"","","",[],[],"","","","","","","",[],"",""
1507,"Metadata/Items/Currency/RandomFossilOutcome287",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1186996027,[],"","","",[],[],"","","","","","","",[],"",""
1508,"Metadata/Items/Currency/RandomFossilOutcome288",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,612316542,[],"","","",[],[],"","","","","","","",[],"",""
1509,"Metadata/Items/Currency/RandomFossilOutcome289",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2847062302,[],"","","",[],[],"","","","","","","",[],"",""
1510,"Metadata/Items/Currency/RandomFossilOutcome290",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3512368128,[],"","","",[],[],"","","","","","","",[],"",""
1511,"Metadata/Items/Currency/RandomFossilOutcome291",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,634501181,[],"","","",[],[],"","","","","","","",[],"",""
1512,"Metadata/Items/Currency/RandomFossilOutcome292",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,184781250,[],"","","",[],[],"","","","","","","",[],"",""
1513,"Metadata/Items/Currency/RandomFossilOutcome293",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,276660602,[],"","","",[],[],"","","","","","","",[],"",""
1514,"Metadata/Items/Currency/RandomFossilOutcome294",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,4190396930,[],"","","",[],[],"","","","","","","",[],"",""
1515,"Metadata/Items/Currency/RandomFossilOutcome295",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1827365522,[],"","","",[],[],"","","","","","","",[],"",""
1516,"Metadata/Items/Currency/RandomFossilOutcome296",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3989019368,[],"","","",[],[],"","","","","","","",[],"",""
1517,"Metadata/Items/Currency/RandomFossilOutcome297",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1886794262,[],"","","",[],[],"","","","","","","",[],"",""
1518,"Metadata/Items/Currency/RandomFossilOutcome298",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2918741491,[],"","","",[],[],"","","","","","","",[],"",""
1519,"Metadata/Items/Currency/RandomFossilOutcome299",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3661739773,[],"","","",[],[],"","","","","","","",[],"",""
1520,"Metadata/Items/Currency/RandomFossilOutcome300",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,42120145,[],"","","",[],[],"","","","","","","",[],"",""
1521,"Metadata/Items/Currency/RandomFossilOutcome301",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3464860171,[],"","","",[],[],"","","","","","","",[],"",""
1522,"Metadata/Items/Currency/RandomFossilOutcome302",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2839472286,[],"","","",[],[],"","","","","","","",[],"",""
1523,"Metadata/Items/Currency/RandomFossilOutcome303",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3294888246,[],"","","",[],[],"","","","","","","",[],"",""
1524,"Metadata/Items/Currency/RandomFossilOutcome304",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2907782365,[],"","","",[],[],"","","","","","","",[],"",""
1525,"Metadata/Items/Currency/RandomFossilOutcome305",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3191724688,[],"","","",[],[],"","","","","","","",[],"",""
1526,"Metadata/Items/Currency/RandomFossilOutcome306",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,4283624633,[],"","","",[],[],"","","","","","","",[],"",""
1527,"Metadata/Items/Currency/RandomFossilOutcome307",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1390323018,[],"","","",[],[],"","","","","","","",[],"",""
1528,"Metadata/Items/Currency/RandomFossilOutcome308",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1137107065,[],"","","",[],[],"","","","","","","",[],"",""
1529,"Metadata/Items/Currency/RandomFossilOutcome309",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,273210461,[],"","","",[],[],"","","","","","","",[],"",""
1530,"Metadata/Items/Currency/RandomFossilOutcome310",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3127802256,[],"","","",[],[],"","","","","","","",[],"",""
1531,"Metadata/Items/Currency/RandomFossilOutcome311",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2648356160,[],"","","",[],[],"","","","","","","",[],"",""
1532,"Metadata/Items/Currency/RandomFossilOutcome312",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2423259495,[],"","","",[],[],"","","","","","","",[],"",""
1533,"Metadata/Items/Currency/RandomFossilOutcome313",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1891533013,[],"","","",[],[],"","","","","","","",[],"",""
1534,"Metadata/Items/Currency/RandomFossilOutcome314",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1981023677,[],"","","",[],[],"","","","","","","",[],"",""
1535,"Metadata/Items/Currency/RandomFossilOutcome315",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2287514254,[],"","","",[],[],"","","","","","","",[],"",""
1536,"Metadata/Items/Currency/RandomFossilOutcome316",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1512855874,[],"","","",[],[],"","","","","","","",[],"",""
1537,"Metadata/Items/Currency/RandomFossilOutcome317",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,284071085,[],"","","",[],[],"","","","","","","",[],"",""
1538,"Metadata/Items/Currency/RandomFossilOutcome318",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2754150561,[],"","","",[],[],"","","","","","","",[],"",""
1539,"Metadata/Items/Currency/RandomFossilOutcome319",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1179681957,[],"","","",[],[],"","","","","","","",[],"",""
1540,"Metadata/Items/Currency/RandomFossilOutcome320",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3689526688,[],"","","",[],[],"","","","","","","",[],"",""
1541,"Metadata/Items/Currency/RandomFossilOutcome321",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,755801141,[],"","","",[],[],"","","","","","","",[],"",""
1542,"Metadata/Items/Currency/RandomFossilOutcome322",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2358433513,[],"","","",[],[],"","","","","","","",[],"",""
1543,"Metadata/Items/Currency/RandomFossilOutcome323",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,691813329,[],"","","",[],[],"","","","","","","",[],"",""
1544,"Metadata/Items/Currency/RandomFossilOutcome324",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,571561800,[],"","","",[],[],"","","","","","","",[],"",""
1545,"Metadata/Items/Currency/RandomFossilOutcome325",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1297468975,[],"","","",[],[],"","","","","","","",[],"",""
1546,"Metadata/Items/Currency/RandomFossilOutcome326",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2847719292,[],"","","",[],[],"","","","","","","",[],"",""
1547,"Metadata/Items/Currency/RandomFossilOutcome327",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1330903784,[],"","","",[],[],"","","","","","","",[],"",""
1548,"Metadata/Items/Currency/RandomFossilOutcome328",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3962343720,[],"","","",[],[],"","","","","","","",[],"",""
1549,"Metadata/Items/Currency/RandomFossilOutcome329",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1264029859,[],"","","",[],[],"","","","","","","",[],"",""
1550,"Metadata/Items/Currency/RandomFossilOutcome330",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1277338805,[],"","","",[],[],"","","","","","","",[],"",""
1551,"Metadata/Items/Currency/RandomFossilOutcome331",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3001557272,[],"","","",[],[],"","","","","","","",[],"",""
1552,"Metadata/Items/Currency/RandomFossilOutcome332",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2068519619,[],"","","",[],[],"","","","","","","",[],"",""
1553,"Metadata/Items/Currency/RandomFossilOutcome333",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1051473397,[],"","","",[],[],"","","","","","","",[],"",""
1554,"Metadata/Items/Currency/RandomFossilOutcome334",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,327774090,[],"","","",[],[],"","","","","","","",[],"",""
1555,"Metadata/Items/Currency/RandomFossilOutcome335",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,980882079,[],"","","",[],[],"","","","","","","",[],"",""
1556,"Metadata/Items/Currency/RandomFossilOutcome336",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3988805408,[],"","","",[],[],"","","","","","","",[],"",""
1557,"Metadata/Items/Currency/RandomFossilOutcome337",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1641597271,[],"","","",[],[],"","","","","","","",[],"",""
1558,"Metadata/Items/Currency/RandomFossilOutcome338",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,347491324,[],"","","",[],[],"","","","","","","",[],"",""
1559,"Metadata/Items/Currency/RandomFossilOutcome339",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2754134074,[],"","","",[],[],"","","","","","","",[],"",""
1560,"Metadata/Items/Currency/RandomFossilOutcome340",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3811603724,[],"","","",[],[],"","","","","","","",[],"",""
1561,"Metadata/Items/Currency/RandomFossilOutcome341",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1705052669,[],"","","",[],[],"","","","","","","",[],"",""
1562,"Metadata/Items/Currency/RandomFossilOutcome342",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2984394266,[],"","","",[],[],"","","","","","","",[],"",""
1563,"Metadata/Items/Currency/RandomFossilOutcome343",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3877155993,[],"","","",[],[],"","","","","","","",[],"",""
1564,"Metadata/Items/Currency/RandomFossilOutcome344",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,376635333,[],"","","",[],[],"","","","","","","",[],"",""
1565,"Metadata/Items/Currency/RandomFossilOutcome345",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2944674277,[],"","","",[],[],"","","","","","","",[],"",""
1566,"Metadata/Items/Currency/RandomFossilOutcome346",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1790961907,[],"","","",[],[],"","","","","","","",[],"",""
1567,"Metadata/Items/Currency/RandomFossilOutcome347",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3757066514,[],"","","",[],[],"","","","","","","",[],"",""
1568,"Metadata/Items/Currency/RandomFossilOutcome348",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,4181438604,[],"","","",[],[],"","","","","","","",[],"",""
1569,"Metadata/Items/Currency/RandomFossilOutcome349",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2737743512,[],"","","",[],[],"","","","","","","",[],"",""
1570,"Metadata/Items/Currency/RandomFossilOutcome350",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,4263241175,[],"","","",[],[],"","","","","","","",[],"",""
1571,"Metadata/Items/Currency/RandomFossilOutcome351",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2079021335,[],"","","",[],[],"","","","","","","",[],"",""
1572,"Metadata/Items/Currency/RandomFossilOutcome352",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3086149409,[],"","","",[],[],"","","","","","","",[],"",""
1573,"Metadata/Items/Currency/RandomFossilOutcome353",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,742094868,[],"","","",[],[],"","","","","","","",[],"",""
1574,"Metadata/Items/Currency/RandomFossilOutcome354",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1273610544,[],"","","",[],[],"","","","","","","",[],"",""
1575,"Metadata/Items/Currency/RandomFossilOutcome355",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3480278060,[],"","","",[],[],"","","","","","","",[],"",""
1576,"Metadata/Items/Currency/RandomFossilOutcome356",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3354071289,[],"","","",[],[],"","","","","","","",[],"",""
