"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","IsDropDisabled","ItemVisualIdentity","HASH","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","ItemThemesKey","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","ItemShopType","rid","rid","bool"
2967,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionWeaponEffect",40,2,2,"Oblivion Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2840,488695518,[],"","","",[],187,[],"","",21,"","",""
2968,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFaithswornCharacterEffect",40,2,2,"Elite Faithsworn Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2841,128729636,[],"","","",[],182,[],"","",5,"","",""
2969,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFaithswornPortraitFrame",40,2,2,"Faithsworn Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2842,-2018539277,[],"","","",[],182,[],"","",18,"","",""
2970,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEliteFaithswornHelmet",40,2,2,"Elite Faithsworn Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2843,-1660833369,[],"","","",[],182,[],"","",11,"","",""
2971,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEliteFaithswornBoots",40,2,2,"Elite Faithsworn Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2844,-2028017716,[],"","","",[],182,[],"","",4,"","",""
2972,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEliteFaithswornGloves",40,2,2,"Elite Faithsworn Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2845,1021821964,[],"","","",[],182,[],"","",9,"","",""
2973,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEliteFaithswornBodyArmour",40,2,2,"Elite Faithsworn Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2846,-150797908,[],"","","",[],182,[],"","",3,"","",""
2974,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEliteFaithswornPortalEffect",40,2,2,"Faithsworn Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2847,-507634391,[],"","","",[],182,[],"","",16,"","",""
2975,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionEliteFaithswornPortraitFrame",40,2,2,"Elite Faithsworn Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2848,1826534908,[],"","","",[],182,[],"","",18,"","",""
2976,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreDelveAltHelmet",40,2,2,"Delve Core Azurite Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2853,-1150114470,[],"","","",[],184,[],"","",11,"","",""
2977,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreDelveAltGloves",40,2,2,"Delve Core Azurite Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2854,1322010944,[],"","","",[],184,[],"","",9,"","",""
2978,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreDelveHelmet",40,2,2,"Delve Core Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2855,718082417,[],"","","",[],184,[],"","",11,"","",""
2979,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreDelveBoots",40,2,2,"Delve Core Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2856,1250526409,[],"","","",[],184,[],"","",9,"","",""
2980,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreDelveGloves",40,2,2,"Delve Core Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2857,1973782145,[],"","","",[],184,[],"","",4,"","",""
2981,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreDelveBodyArmour",40,2,2,"Delve Core Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2858,1413500585,[],"","","",[],184,[],"","",3,"","",""
2982,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreDelveWeaponEffect",40,2,2,"Delve Core Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2859,-1044133427,[],"","","",[],184,[],"","",21,"","",""
2983,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreDelvePortalEffect",40,2,2,"Delve Core Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2860,-1112752570,[],"","","",[],184,[],"","",16,"","",""
2984,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionCoreDelvePortraitFrame",40,2,2,"Delve Core Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2861,1501893844,[],"","","",[],184,[],"","",18,"","",""
2985,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreBreachHelmet",40,2,2,"Breach Core Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2862,-1725316415,[],"","","",[],184,[],"","",11,"","",""
2986,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreBreachHood",40,2,2,"Breach Core Alternate Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2863,-509125796,[],"","","",[],184,[],"","",11,"","",""
2987,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreBreachBoots",40,2,2,"Breach Core Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2864,1224583843,[],"","","",[],184,[],"","",9,"","",""
2988,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreBreachGloves",40,2,2,"Breach Core Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2865,-1774217039,[],"","","",[],184,[],"","",4,"","",""
2989,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreBreachBodyArmour",40,2,2,"Breach Core Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2866,-1297601744,[],"","","",[],184,[],"","",3,"","",""
2990,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreBreachWeaponEffect",40,2,2,"Breach Core Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2867,1726001064,[],"","","",[],184,[],"","",21,"","",""
2991,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreBreachPortalEffect",40,2,2,"Breach Core Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2868,302325463,[],"","","",[],184,[],"","",16,"","",""
2992,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionCoreBreachPortraitFrame",40,2,2,"Breach Core Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2869,-399522290,[],"","","",[],184,[],"","",18,"","",""
2993,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAbyssAltHelmet",40,2,2,"Abyss Core Crown","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2870,1524342041,[],"","","",[],184,[],"","",11,"","",""
2994,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAbyssHelmet",40,2,2,"Abyss Core Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2871,1033344179,[],"","","",[],184,[],"","",11,"","",""
2995,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAbyssBoots",40,2,2,"Abyss Core Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2872,-1411571114,[],"","","",[],184,[],"","",9,"","",""
2996,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAbyssGloves",40,2,2,"Abyss Core Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2873,53371948,[],"","","",[],184,[],"","",4,"","",""
2997,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAbyssBodyArmour",40,2,2,"Abyss Core Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2874,-1160312745,[],"","","",[],184,[],"","",3,"","",""
2998,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAbyssWeaponEffect",40,2,2,"Abyss Core Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2875,-134645396,[],"","","",[],184,[],"","",21,"","",""
2999,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAbyssPortalEffect",40,2,2,"Abyss Core Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2876,-865010798,[],"","","",[],184,[],"","",16,"","",""
3000,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionCoreAbyssPortraitFrame",40,2,2,"Abyss Core Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2877,-908917138,[],"","","",[],184,[],"","",18,"","",""
3001,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreHarvestAltHelmet",40,2,2,"Harvest Core Skull Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2878,-1762902625,[],"","","",[],184,[],"","",11,"","",""
3002,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreHarvestHelmet",40,2,2,"Harvest Core Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2879,-2100005375,[],"","","",[],184,[],"","",11,"","",""
3003,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreHarvestBoots",40,2,2,"Harvest Core Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2880,-66516258,[],"","","",[],184,[],"","",9,"","",""
3004,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreHarvestGloves",40,2,2,"Harvest Core Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2881,1661112682,[],"","","",[],184,[],"","",4,"","",""
3005,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreHarvestBodyArmour",40,2,2,"Harvest Core Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2882,-1900149280,[],"","","",[],184,[],"","",3,"","",""
3006,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreHarvestWings",40,2,2,"Harvest Core Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2883,-1322211458,[],"","","",[],184,[],"","",2,"","",""
3007,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreHarvestWeaponEffect",40,2,2,"Harvest Core Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2884,611820793,[],"","","",[],184,[],"","",21,"","",""
3008,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreHarvestPortalEffect",40,2,2,"Harvest Core Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2885,-923235520,[],"","","",[],184,[],"","",16,"","",""
3009,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionCoreHarvestPortraitFrame",40,2,2,"Harvest Core Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2886,-1827988205,[],"","","",[],184,[],"","",18,"","",""
3010,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAtlasHood",40,2,2,"Atlas Core Alternate Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2887,-1979311516,[],"","","",[],184,[],"","",11,"","",""
3011,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAtlasHelmet",40,2,2,"Atlas Core Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2888,555900301,[],"","","",[],184,[],"","",11,"","",""
3012,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAtlasBoots",40,2,2,"Atlas Core Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2889,1613880840,[],"","","",[],184,[],"","",9,"","",""
3013,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAtlasGloves",40,2,2,"Atlas Core Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2890,629714098,[],"","","",[],184,[],"","",4,"","",""
3014,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAtlasBodyArmour",40,2,2,"Atlas Core Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2891,1797323612,[],"","","",[],184,[],"","",3,"","",""
3015,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAtlasWings",40,2,2,"Atlas Core Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2892,1763986430,[],"","","",[],184,[],"","",2,"","",""
3016,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTencentCoreAtlasWings",40,2,2,"Tencent Atlas Core Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2893,-1898693241,[],"","","",[],184,[],"","",2,"","",""
3017,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionCoreAtlasCharacterEffect",40,2,2,"Atlas Core Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2894,-1044827192,[],"","","",[],184,[],"","",5,"","",""
3018,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAtlasWeaponEffect",40,2,2,"Atlas Core Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2895,-1397080615,[],"","","",[],184,[],"","",21,"","",""
3019,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAtlasPortalEffect",40,2,2,"Atlas Core Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2896,-1986317318,[],"","","",[],184,[],"","",16,"","",""
3020,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionCoreAtlasPortraitFrame",40,2,2,"Atlas Core Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2898,917018396,[],"","","",[],184,[],"","",18,"","",""
3021,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChieftainHelmet",40,2,2,"Chieftain Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2849,-451768595,[],"","","",[],39,[],"","",11,"","",""
3022,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChieftainBoots",40,2,2,"Chieftain Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2850,-2044884762,[],"","","",[],39,[],"","",4,"","",""
3023,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChieftainGloves",40,2,2,"Chieftain Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2851,-1732331794,[],"","","",[],39,[],"","",9,"","",""
3024,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChieftainBodyArmour",40,2,2,"Chieftain Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2852,-1854767918,[],"","","",[],39,[],"","",3,"","",""
3025,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRitualBrimmedHat",40,2,2,"Ritual Brimmed Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2899,35196128,[],"","","",[],182,[],"","",11,"","",""
3026,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRitualWeaponEffect",40,2,2,"Ritual Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2900,478196693,[],"","","",[],182,[],"","",21,"","",""
3027,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionRitualCharacterEffect",40,2,2,"Ritual Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2901,-676999253,[],"","","",[],182,[],"","",5,"","",""
3028,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingHelmetAttachment",40,2,2,"Suffering Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2902,616941871,[],"","","",[],181,[],"","",10,"","",""
3029,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingHelmet",40,2,2,"Suffering Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2903,-23060404,[],"","","",[],181,[],"","",11,"","",""
3030,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingBoots",40,2,2,"Suffering Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2904,-954815298,[],"","","",[],181,[],"","",4,"","",""
3031,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingGloves",40,2,2,"Suffering Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2905,1403139748,[],"","","",[],181,[],"","",9,"","",""
3032,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingBodyArmour",40,2,2,"Suffering Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2906,512999841,[],"","","",[],181,[],"","",3,"","",""
3033,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingCloak",40,2,2,"Suffering Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2907,763274791,[],"","","",[],181,[],"","",2,"","",""
3034,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingWings",40,2,2,"Suffering Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2908,-1484901607,[],"","","",[],181,[],"","",2,"","",""
3035,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingWeapon",40,2,2,"Suffering Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2909,1592970305,[],"","","",[],181,[],"","",22,"","",""
3036,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingWeaponEffect",40,2,2,"Suffering Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2910,-124878497,[],"","","",[],181,[],"","",21,"","",""
3037,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionSufferingCharacterEffect",40,2,2,"Suffering Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2911,2060290186,[],"","","",[],181,[],"","",5,"","",""
3038,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingPortalEffect",40,2,2,"Suffering Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2912,1289523652,[],"","","",[],181,[],"","",16,"","",""
3039,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingFootprintsEffect",40,2,2,"Suffering Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2913,-413776737,[],"","","",[],181,[],"","",8,"","",""
3040,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSufferingAuraEffect",40,2,2,"Suffering Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2914,-891556766,[],"","","",[],181,[],"","",17,"","",""
3041,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSufferingToxicRainEffect",40,2,2,"Suffering Toxic Rain Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2915,1056675745,[],"","","",[],181,[],"","",17,"","",""
3042,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSufferingMirageArcher",40,2,2,"Suffering Mirage Archer","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2916,836897753,[],"","","",[],181,[],"","",17,"","",""
3043,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMiseryHelmetAttachment",40,2,2,"Misery Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2917,-2052049755,[],"","","",[],181,[],"","",10,"","",""
3044,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMiseryHelmet",40,2,2,"Misery Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2918,-1712345709,[],"","","",[],181,[],"","",11,"","",""
3045,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMiseryBoots",40,2,2,"Misery Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2919,-757295137,[],"","","",[],181,[],"","",4,"","",""
3046,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMiseryGloves",40,2,2,"Misery Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2920,-1744616239,[],"","","",[],181,[],"","",9,"","",""
