"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements"
2466,2062,1,1,"grant_micro","","","Adds the Huntsman Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
2467,2063,1,1,"grant_micro","","","Attaches the Huntsman Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[]
2468,2064,1,1,"grant_micro","","","Your Aura becomes a Huntsman Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[]
2469,2065,1,1,"grant_micro","","","Your Immortal Call becomes a Huntsman Effect.",[],"","Immortal Call Skin","",[],[],0,"",0,"",2,[],[],[]
2470,2066,1,1,"grant_micro","","","Adds Huntsman Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
2471,2067,1,1,"grant_micro","","","Adds the Transcendence Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2472,2068,1,1,"grant_micro","","","Adds the Transcendence Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2473,2069,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Transcendence Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2474,2070,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Transcendence Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2475,2071,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Transcendence Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2476,2072,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Transcendence Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2477,2073,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Transcendence Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2478,2074,1,1,"grant_micro","","","Changes the appearance of any equipped Dagger, Wand or Claw to the Transcendance Dagger.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[]
2479,2075,1,1,"modify_portal_variation","","","This character's portals use the Transcendence Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
2480,2076,1,1,"grant_micro","","","Adds Transcendence Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
2481,2077,1,1,"grant_micro","","","Adds the Necrotic Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
2482,2078,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Necrotic Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[]
2483,2079,1,1,"grant_micro","","","Adds the Dragonfly Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
2484,2080,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Viper Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
2485,2081,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Viper Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[]
2486,2082,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Viper Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[]
2487,2083,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Viper Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[]
2488,2084,1,1,"grant_micro","","","Adds the Viper Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
2489,2085,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to the Viper Bow.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[]
2490,2086,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Mace, Axe or Sword to the Ultimate Chaos Axe.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[]
2491,2087,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Mageguard Hood.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
2492,2088,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Mageguard Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
2493,2089,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Mageguard Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[]
2494,2090,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Mageguard Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[]
2495,2091,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Mageguard Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[]
2496,2092,1,1,"grant_micro","","","Adds the Darkprism Cape to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2497,2093,1,1,"grant_micro","","","Adds the Darkprism Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[]
2498,2094,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, Axe, Mace or Staff to the Darkprism Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[]
2499,2095,1,1,"modify_portal_variation","","","This character's portals use the Synthesis Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[]
2500,2096,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Verdant Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[]
2501,2097,1,1,"grant_micro","","","Your Soulrend becomes a Celestial Effect.",[],"","Soulrend Skin","",[],[],0,"",0,"",1,[],[],[]
2502,2098,1,1,"grant_micro","","","Your Soulrend becomes a Celestial Cat Effect.",[],"","Soulrend Skin","",[],[],0,"",0,"",1,[],[],[]
2503,2099,1,1,"grant_micro","","","Adds the Raven Demon Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
2504,2100,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Synthesis Brimmed Hat.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2505,2101,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Gargoyle Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
2506,2102,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Gargoyle Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[]
2507,2103,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Gargoyle Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[]
2508,2104,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Gargoyle Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[]
2509,2105,1,1,"grant_micro","","","Attaches the Radiant Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"","",[],[],[]
2510,2106,1,1,"modify_portal_variation","","","This character's portals use the Cartographer's Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[]
2511,2107,1,1,"grant_micro","","","The Lost Souls Apparition possesses your amulet.",[],"","Amulet Effect","",[],[],0,"",0,"","",[],[],[]
2512,2108,1,1,"grant_micro","","","Your Divine Ire becomes an Automaton Effect.",[],"","Divine Ire Skin","",[],[],0,"",0,"",1,[],[],[]
2513,2109,1,1,"grant_micro","","","Your Winter Orb becomes a Celestial Effect.",[],"","Winter Orb Skin","",[],[],0,"",0,"",1,[],[],[]
2514,2110,1,1,"modify_portal_variation","","","This character's portals use the Resonator Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[]
2515,2111,1,1,"grant_micro","","","Your Herald becomes a Demonic Effect.",[],"","Herald Skin","",[],[],0,"",0,"","",[],[],[]
2516,2112,1,1,"grant_micro","","","Your Flame Dash becomes a Stygian Effect.",[],"","Flame Dash Skin","",[],[],0,"",0,"","",[],[],[]
2517,2113,1,1,"grant_micro","","","The Dragon Apparition possesses your amulet.",[],"","Amulet Effect","",[],[],0,"",0,"",2,[],[],[]
2518,2114,1,1,"grant_micro","","","Adds the Extinction Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
2519,2115,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Extinction Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
2520,2116,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Extinction Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[]
2521,2117,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Extinction Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[]
2522,2118,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Extinction Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[]
2523,2119,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, Axe, Mace or Staff to the Sunprism Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[]
2524,2120,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Sunprism Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[]
2525,2121,1,1,"grant_micro","","","Adds the Cult of Darkness Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
2526,2122,1,1,"grant_micro","","","Adds the Cult of Darkness Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[]
2527,2123,1,1,"grant_micro","","","Adds the Cult of Apocalypse Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
2528,2124,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Cult of Apocalypse Hood.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
2529,2125,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Cult of Apocalypse Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
2530,2126,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Cult of Apocalypse Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[]
2531,2127,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Cult of Apocalypse Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[]
2532,2128,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Cult of Apocalypse Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[]
2533,2129,1,1,"grant_micro","","","Adds the Blood Knight Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
2534,2130,1,1,"grant_micro","","","Adds the Blood Knight Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2535,2131,1,1,"grant_micro","","","Adds the Blood Knight Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
2536,2132,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Blood Guardian Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
2537,2133,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Blood Guardian Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[]
2538,2134,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Blood Guardian Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[]
2539,2135,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Blood Guardian Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[]
2540,2136,1,1,"grant_micro","","","Adds the Blood Guardian Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
2541,2137,1,1,"grant_micro","","","Your Bane becomes a Stygian Effect.",[],"","Bane Skin","",[],[],0,"",0,"",1,[],[],[]
2542,2138,1,1,"modify_portal_variation","","","This character's portals use the Blue Dragon Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[]
2543,2139,1,1,"grant_micro","","","Your Frost Blades becomes a Stygian Effect.",[],"","Frost Blades Skin","",[],[],0,"",0,"",1,[],[],[]
2544,2140,1,1,"grant_micro","","","Attaches the Zenith Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"","",[],[],[]
2545,2141,1,1,"grant_micro","","","Your Aura becomes a Zenith Effect.",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[]
2546,2142,1,1,"grant_micro","","","Your Holy Relic becomes a Exalted Effect.",[],"","Holy Relic Skin","",[],[],0,"",0,"",1,[],[],[]
2547,2143,1,1,"grant_micro","","","Your Aura becomes a Dragon Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[]
2548,2144,1,1,"grant_micro","","","Your Aura becomes a Blue Dragon Effect.",[],"","Dragon Aura Skin","",[],[],0,"",0,"",2,[],[],[]
2549,2145,1,1,"grant_micro","","","Your Aura becomes a Dual Dragon Effect.",[],"","Dragon Aura Skin","",[],[],0,"",0,"",2,[],[],[]
2550,2146,1,1,"grant_micro","","","Adds the Lightning Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
2551,2147,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, Axe, Mace or Staff to the Titan Sword.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[]
2552,2148,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Wild Cougar Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2553,2149,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Wild Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2554,2150,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Wild Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2555,2151,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Wild Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2556,2152,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Wild Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2557,2153,1,1,"grant_micro","","","Adds the Wild Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2558,2154,1,1,"grant_micro","","","Adds the Wild Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2559,2155,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, Mace or Axe to the Wild Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[]
2560,2156,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Wild Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[]
2561,2157,1,1,"grant_micro","","","Adds Wild Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
2562,2159,1,1,"modify_portal_variation","","","This character's portals use the Wild Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
2563,2160,1,1,"grant_micro","","","Adds the Wild Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
2564,2161,1,1,"grant_micro","","","Your Aura becomes a Wild Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[]
2565,2162,1,1,"grant_micro","","","Your Dash becomes a Wild Effect.",[],"","","",[],[],0,"",0,"",2,[],[],[]
2566,2163,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Wild Gold Cougar Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2567,2164,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Wild Gold Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2568,2165,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Wild Gold Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2569,2166,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Wild Gold Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2570,2167,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Wild Gold Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2571,2168,1,1,"grant_micro","","","Adds the Wild Gold Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2572,2169,1,1,"grant_micro","","","Adds the Wild Gold Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2573,2170,1,1,"grant_micro","","","Adds Wild Gold Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
2574,2158,1,1,"grant_micro","","","Attaches the Wild Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[]
2575,2171,1,1,"modify_portal_variation","","","This character's portals use the Wild Gold Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
2576,2172,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Wrangler Hat.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2577,2173,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Wrangler Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2578,2174,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Wrangler Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2579,2175,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Wrangler Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2580,2176,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Wrangler Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2581,2177,1,1,"grant_micro","","","Adds the Wrangler Crossbow back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
