"rownum","BaseItemTypesKey","Variation_AOFiles","IsNonMasterDoodad","i32","i32","i32","InheritsFrom","bool","IsCraftingBench","[rid]","bool","rid"
612,6902,"[""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_square_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_v01_05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_v02_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_v02_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_v02_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_v02_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_v02_05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_v03_01.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[12,0]","",""
613,6903,"[""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_square_defaced_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_defaced_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_defaced_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_defaced_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_defaced_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_small_defaced_v01_05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_defaced_v02_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_defaced_v02_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_defaced_v02_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_defaced_v02_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_defaced_v02_05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/chitus_rosette_defaced_v03_01.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[12,0]","",""
614,6904,"[""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/LadyJusticeWhiteMarble.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/LadyJusticePlinthWhiteMarble.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/MatkaBoskaWhiteMarble.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[20,0]","",""
615,6905,"[""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/LadyJusticeBlackMarble.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/LadyJusticePlinthBlackMarble.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/MatkaBoskaBlackMarble.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[20,0]","",""
616,6906,"[""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/OriathWall_Hideout_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/OriathWall_Hideout_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/OriathWall_Hideout_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/OriathWall_Hideout_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/OriathWall_Hideout_v01_05.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,0]","",""
617,6907,"[""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Hideout_fence_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Hideout_fence_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Hideout_fence_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Hideout_fence_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Hideout_fence_v01_05.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,0]","",""
618,6908,"[""Metadata/Monsters/AvariusCasticus/AvariusStatueHideout.ao"",""Metadata/Monsters/AvariusCasticus/AvariusStatueHideout2.ao"",""Metadata/Monsters/AvariusCasticus/AvariusStatueKitavaHideout.ao"",""Metadata/Monsters/AvariusCasticus/AvariusStatueKitavaHideout2.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,""
619,6909,"[""Metadata/Terrain/Doodads/Beach/Corals/reefcoral1.ao"",""Metadata/Terrain/Doodads/Beach/Corals/reefcoral2.ao"",""Metadata/Terrain/Doodads/Beach/Corals/reefcoral3.ao"",""Metadata/Terrain/Doodads/Beach/Corals/reefcoral4.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,3]",1,""
620,6910,"[""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_small_coral1.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_small_coral2.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_small_coral3.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_small_coral4.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_small_coral5.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_small_coral6.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,3]",1,""
621,6911,"[""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralgrass_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralgrass_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralgrass_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralgrass_04.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralgrass_05.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralgrass_06.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralgrass_07.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,3]",1,""
622,6912,"[""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralbarnacles_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralbarnacles_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralbarnacles_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralbarnacles_04.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,3]",1,""
623,6913,"[""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralbarnacles_small_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralbarnacles_small_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralbarnacles_small_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralbarnacles_small_04.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralbarnacles_small_05.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,3]",1,""
624,6914,"[""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralcluster_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralcluster_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralcluster_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralcluster_04.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,3]",1,""
625,6915,"[""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralformation_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralformation_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralformation_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Coral/hideout_coralformation_04.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,3]",1,""
626,6916,"[""Metadata/Terrain/Doodads/Act8/NonToxic/animated_tree01.ao"",""Metadata/Terrain/Doodads/Act8/NonToxic/animated_tree02.ao"",""Metadata/Terrain/Doodads/Act8/NonToxic/animated_tree03.ao"",""Metadata/Terrain/Doodads/Act8/NonToxic/animated_tree04.ao"",""Metadata/Terrain/Doodads/Act8/Toxic/animated_toxictree01.ao"",""Metadata/Terrain/Doodads/Act8/Toxic/animated_toxictree02.ao"",""Metadata/Terrain/Doodads/Act8/Toxic/animated_toxictree03.ao"",""Metadata/Terrain/Doodads/Act8/Toxic/animated_toxictree04.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[4],1,""
627,6917,"[""Metadata/Terrain/Doodads/Act9/Foothills/Lunar01.ao"",""Metadata/Terrain/Doodads/Act9/Foothills/Lunar02.ao"",""Metadata/Terrain/Doodads/Act9/Foothills/Lunar03.ao"",""Metadata/Terrain/Doodads/Act9/Foothills/Lunar04.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[8],1,""
628,6981,"[""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_arch_01.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,27]",1,""
629,6982,"[""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_bigwheel_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_smallwheel_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_smallwheel_02.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[25],1,""
630,6983,"[""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_board_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_board_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_board_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_board_04.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_board_05.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_board_06.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_board_07.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_board_08.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,""
631,6984,"[""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_bricks_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_bricks_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_bricks_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_bricks_04.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[24],1,""
632,6985,"[""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_clothpost_01.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,""
633,6986,"[""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_column_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_column_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_column_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_column_04.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_column_05.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_column_06.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_column_07.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[26],1,""
634,6987,"[""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_hut01.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[23],1,""
635,6988,"[""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_long_rubble_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_long_rubble_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_long_rubble_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_long_rubble_04.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_long_rubble_05.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[19,27]",1,""
636,6989,"[""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_pegs_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_pegs_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_pegs_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_pegs_04.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,""
637,6990,"[""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_rubble_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_rubble_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_rubble_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_rubble_04.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_rubble_05.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_rubble_06.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[19,27]",1,""
638,6991,"[""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_ruin_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_ruin_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_ruin_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_ruin_04.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,""
639,6992,"[""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_well_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Archaeological/hideoutarch_well_02.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,""
640,6993,"[""Metadata/Terrain/Doodads/Act9/Refinery/foothills_grass_02.ao"",""Metadata/Terrain/Doodads/Act9/Refinery/foothills_grass_03.ao"",""Metadata/Terrain/Doodads/Act9/Refinery/foothills_grass_04.ao"",""Metadata/Terrain/Doodads/Act9/Refinery/foothills_grass_05.ao"",""Metadata/Terrain/Doodads/Act9/Refinery/foothills_grass_06.ao"",""Metadata/Terrain/Doodads/RuinedCity/Grass/ascent_grass_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Grass/ascent_grass_02.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[3],1,""
641,6994,"[""Metadata/Terrain/Doodads/Act9/Refinery/foothills_debris_1.ao"",""Metadata/Terrain/Doodads/Act9/Refinery/foothills_debris_2.ao"",""Metadata/Terrain/Doodads/Act9/Refinery/foothills_debris_3.ao"",""Metadata/Terrain/Doodads/Act9/Refinery/foothills_debris_4.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,""
642,6995,"[""Metadata/Terrain/Doodads/Act9/Refinery/foothills_cartwheel.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,""
643,6948,"[""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/Corsair_Pillar_01.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/Corsair_Pillar_02.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/Corsair_Pillar_03.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/Corsair_Wall_02.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/Corsair_Wall_06.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/Corsair_Wall_09.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/Corsair_Wall_10.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/Corsair_Wall_11.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/Corsair_Wall_13.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/Corsair_Wall_14.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/Corsair_Wall_15.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/Corsair_Wall_16.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/Corsair_Wall_17.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/Corsair_Wall_20.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/CorsairTreasure_01.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/CorsairTreasure_02.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/CorsairTreasure_03.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/CorsairTreasure_04.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/floor_01.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/floor_02.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/floor_03.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/floor_04.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/floor_05.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/MapDesk_03.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/MapDesk_04.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/ShipMast_01.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/ShipMast_02.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/ShipMast_04.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,12,0]","",""
644,6949,"[""Metadata/Effects/Environment/hideout/treasure_decoration/treasure_pile_28.ao"",""Metadata/Effects/Environment/hideout/treasure_decoration/treasure_pile_27.ao"",""Metadata/Effects/Environment/hideout/treasure_decoration/treasure_pile_18.ao"",""Metadata/Effects/Environment/hideout/treasure_decoration/treasure_pile_17.ao"",""Metadata/Effects/Environment/hideout/treasure_decoration/treasure_pile_05.ao"",""Metadata/Effects/Environment/hideout/treasure_decoration/treasure_pile_10.ao"",""Metadata/Effects/Environment/hideout/treasure_decoration/treasure_pile_16.ao"",""Metadata/Effects/Environment/hideout/treasure_decoration/treasure_pile_15.ao"",""Metadata/Effects/Environment/hideout/treasure_decoration/treasure_pile_07.ao"",""Metadata/Effects/Environment/hideout/treasure_decoration/treasure_pile_11.ao"",""Metadata/Effects/Environment/hideout/treasure_decoration/treasure_pile_22.ao"",""Metadata/Effects/Environment/hideout/treasure_decoration/treasure_pile_23.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/Hideout/TreasurePile",1,"","[19,0]","",""
645,6950,"[""Metadata/Terrain/Doodads/Hideouts/FairgravesMysteryBoxSet/HideoutCorsairPoolSmall01.ao"",""Metadata/Terrain/Doodads/Hideouts/FairgravesMysteryBoxSet/HideoutCorsairPool01.ao"",""Metadata/Terrain/Doodads/Hideouts/FairgravesMysteryBoxSet/HideoutCorsairPoolLarge01.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/JollyBoat_01.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/JollyBoat_02.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/JollyBoat_03.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/JollyBoat_04.ao"",""Metadata/Terrain/Doodads/Mtx/CorsairBuildingSet/JollyBoat_05.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[12,19,0]","",""
646,6945,"[""Metadata/Terrain/Doodads/Mtx/MysticArch.ao"",""Metadata/Terrain/Doodads/Mtx/MysticBlock.ao"",""Metadata/Terrain/Doodads/Mtx/MysticFence.ao"",""Metadata/Terrain/Doodads/Mtx/MysticFloor.ao"",""Metadata/Terrain/Doodads/Mtx/MysticPillar.ao"",""Metadata/Terrain/Doodads/Mtx/MysticPost.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,12,0]","",""
647,6946,"[""Metadata/Terrain/Doodads/Hideouts/FairgravesMysteryBoxSet/MysticCaveDecoration.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[12,0]","",""
648,6947,"[""Metadata/Effects/Environment/hideout/mystic_glowworms/glowworms_01.ao"",""Metadata/Effects/Environment/hideout/mystic_glowworms/glowworms_02.ao"",""Metadata/Effects/Environment/hideout/mystic_glowworms/glowworms_03.ao"",""Metadata/Effects/Environment/hideout/mystic_glowworms/glowworms_04.ao"",""Metadata/Effects/Environment/hideout/mystic_glowworms/glowworms_05.ao"",""Metadata/Effects/Environment/hideout/mystic_glowworms/glowworms_06.ao"",""Metadata/Effects/Environment/hideout/mystic_glowworms/glowworms_07.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","",""
649,6918,"[""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/snowTree_01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/snowTree_01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/snowTree_01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/snowTree_01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/snowTree_fenced_01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/snowTree_fenced_01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/snowTree_fenced_01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/snowTree_fenced_01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/emptyfence_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/emptyfence_v01_02.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[4],1,""
650,6919,"[""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/VerdantTree01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/VerdantTree02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/VerdantTree03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/VerdantTree04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/VerdantTreenosnow05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/VerdantTreenosnow06.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/VerdantTreenosnow07.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/VerdantTreenosnow08.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/VerdantTreenosnow09.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/VerdantTreenosnow010.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/VerdantTreenosnow011.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/VerdantTreenosnow012.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/VerdantTree013.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/VerdantTree014.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/VerdantTree015.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/VerdantTree016.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[4],1,""
651,6920,"[""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/templarcourt_bookset_v01_08.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/templarcourt_bookset_v01_07.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/templarcourt_bookset_v01_06.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/templarcourt_bookset_v01_05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/templarcourt_bookset_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/templarcourt_bookset_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/templarcourt_bookset_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/templarcourt_bookset_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/bookpile_v01_06.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/bookpile_v01_05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/bookpile_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/bookpile_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/bookpile_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/bookpile_v01_01.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,""
652,6921,"[""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/bench_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/bench_v02_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/bench_v03_01.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,""
653,6922,"[""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/Augustus.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/PietaBust.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/MozartBustMarble.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/MozartBustBronze.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/MozartBustStand.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/ShakespeareBustMarble.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/ShakespeareBustBronze.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/ShakespeareBustStand.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,""
