"rownum","Area","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
967,967,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
968,968,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
969,969,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",4,0,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
970,970,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
971,971,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
972,972,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
973,973,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
974,974,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
975,975,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
976,976,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
977,977,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
978,978,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
979,979,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
980,980,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
981,981,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
982,982,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
983,983,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
984,984,5,13,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,985,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
986,986,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
987,987,5,13,0,50,0,0,0,16,20,100,0,0,0,[],0,0,80,20,80,20,20,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,988,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
989,989,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
990,990,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
991,991,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
992,992,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
993,993,5,13,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,994,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
995,995,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
996,996,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
997,997,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
998,998,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
999,999,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1000,1000,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1001,1001,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
1002,1002,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1003,1003,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1004,1004,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1005,1005,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1006,1006,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
1007,1007,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1008,1008,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1009,1009,5,13,0,50,0,24,16,16,20,100,30,0,0,[],0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,1010,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1011,1011,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1012,1012,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1013,1013,5,13,0,50,0,24,16,16,20,100,30,0,0,"[0,0,1000,1]",0,0,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
1014,1014,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1015,1015,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1016,1016,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1017,1017,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1018,1018,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1019,1019,5,13,0,50,0,24,16,16,20,100,0,0,0,[],0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,1020,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1021,1021,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1022,1022,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1023,1023,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1024,1024,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1025,1025,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1026,1026,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1027,1027,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1028,1028,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1029,1029,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1030,1030,5,13,0,50,0,50,33,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1031,1031,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1032,1032,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1033,1033,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1034,1034,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1035,1035,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1036,1036,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1037,1037,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1038,1038,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1039,1039,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1040,1040,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1041,1041,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1042,1042,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1043,1043,5,13,0,50,0,24,16,16,20,100,30,1,24,"[50,50,50,1]",6,0,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1044,1044,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1045,1045,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1046,1046,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1047,1047,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1048,1048,5,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,1049,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1050,1050,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,1051,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,1052,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,1053,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,1054,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,1055,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,1056,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,1057,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,1058,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,1059,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,1060,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,1061,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,1062,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,1063,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,1064,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,1065,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,1066,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,1067,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,1068,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,1069,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,1070,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,1071,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,1072,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,1073,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,1074,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,1075,5,13,0,50,0,24,16,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,1076,5,13,0,50,0,24,16,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,1077,5,13,0,50,0,24,16,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,1078,5,13,0,50,0,24,16,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,1079,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1080,1080,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1081,1081,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1082,1082,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1083,1083,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1084,1084,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1085,1085,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1086,1086,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1087,1087,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1088,1088,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1089,1089,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1090,1090,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1091,1091,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1092,1092,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1093,1093,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1094,1094,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1095,1095,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1096,1096,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1097,1097,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1098,1098,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1099,1099,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1100,1100,0,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1101,1101,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1102,1102,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1103,1103,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",0,0,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
1104,1104,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1105,1105,5,13,0,50,0,24,16,16,20,100,30,0,0,[],0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,1106,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
1107,1107,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,100,8,16,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
