"rownum","Id","PositionX","PositionY","i32","i32","[rid]","string","string","[rid]","i32","[rid]","[rid]","rid","string","i32","i32","string","rid","rid","string","bool","i32","i32"
591,"G_Endgame_2_2_WaterwaysMechanismDone",-16843010,-16843010,-16843010,-16843010,[],"Canal Lever","...now we can finally see what lies beneath...",[3765],9,[72],[],3808,"Act3/WorldMapContentWaterwaysMechanismDone",482,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinWatewaysMechanism",0,"","","",4119,4119
592,"G_Endgame_2_2_Shaman",-16843010,-16843010,-16843010,-16843010,[],"Narag's Hut","...that one has a foul tongue indeed...",[3804],9,[72],[4897],3808,"WorldMapContentRareMonster",482,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWaterwaysShaman",0,"","","",4119,4119
593,"G_Endgame_2_2_ShamanDone",-16843010,-16843010,-16843010,-16843010,[],"Narag's Hut","...she won't be speaking much now...",[4897],9,[72],[],3808,"WorldMapContentRareMonsterDone",482,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWaterwaysShaman",0,"","","",4119,4119
594,"G_Endgame_3_Silverback",203,0,0,0,[],"Mighty Silverfist","...a wise old ape, bigger than you've ever seen...",[3750],9,[72],[4682],3808,"WorldMapContentBossUpgrade",487,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSilverback",0,"","","",4119,4119
595,"G_Endgame_3_SilverbackSlain",203,0,0,0,[],"Mighty Silverfist","...a loss for the jungle, indeed...",[4682],9,[72],[],3808,"WorldMapContentBossUpgradeDone",487,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSilverback",0,"","","",4119,4119
596,"G_Endgame_3_FinalRest",203,0,0,0,[],"Jungle Grave","...we're all still keeping an eye out for Servi's son...",[3750],9,[72],[4869],3808,"Act3/WorldMapContentFinalRest",487,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinFinalRest",0,"","","",4119,4119
597,"G_Endgame_3_FinalRestDone",203,0,0,0,[],"Jungle Grave","...oh... that's terrible...",[4869],9,[72],[],3808,"Act3/WorldMapContentFinalRestDone",487,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinFinalRest",0,"","","",4119,4119
598,"G_Endgame_3_ExplorerCamp",203,0,0,0,[],"Troubled Camp","...a few days overdue reporting back...",[3750],9,[72],[],3808,"WorldMapContentCamp",487,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinDepthsCamp",0,"","","",4119,4119
599,"G_Endgame_3_ExplorerCampDone",203,0,0,0,[],"Troubled Camp","...I'll add it to my log...",[],9,[72],[],3808,"WorldMapContentCampDone",487,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinDepthsCamp",0,"","","",4119,4119
600,"G_Endgame_4_DenOfSnakes",-16843010,-16843010,-16843010,-16843010,[],"Orok Poison","...the source of their vile rot...",[3751],9,[72],"[2808,2809,2810]",3808,"Act3/WorldMapContentSnakePotion",494,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4119,4119
601,"G_Endgame_4_DenOfSnakesDoneReward1",-16843010,-16843010,-16843010,-16843010,[],"Venom Draught","...bolstered against the coming darkness...",[2808],9,[72],[],3808,"Act3/WorldMapContentSnakePotionRed",494,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4119,4119
602,"G_Endgame_4_DenOfSnakesDoneReward2",-16843010,-16843010,-16843010,-16843010,[],"Venom Draught","...bolstered against the coming darkness...",[2809],9,[72],[],3808,"Act3/WorldMapContentSnakePotionGreen",494,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4119,4119
603,"G_Endgame_4_DenOfSnakesDoneReward3",-16843010,-16843010,-16843010,-16843010,[],"Venom Draught","...bolstered against the coming darkness...",[2810],9,[72],[],3808,"Act3/WorldMapContentSnakePotionBlue",494,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4119,4119
604,"G_Endgame_5_Xyclucian",205,0,0,0,[],"Xyclucian, the Chimera","...hunting grounds of an ancient beast...",[3752],9,[72],[4826],3808,"WorldMapContentBossUltimatum",500,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinXyclucian",0,"","","",4119,4119
605,"G_Endgame_5_XyclucianSlain",205,0,0,0,[],"Xyclucian, the Chimera","...truly, the beast is felled? Impressive...",[4826],9,[72],[],3808,"WorldMapContentBossUltimatumDone",500,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinXyclucian",0,"","","",4119,4119
606,"G_Endgame_5_DeadExplorerCamp",205,0,0,0,[],"Ravaged Camp","...been gone over a month...",[3752],9,[72],[4894],3808,"WorldMapContentChest",500,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsCamp",0,"","","",4119,4119
607,"G_Endgame_5_DeadExplorerCampDone",205,0,0,0,[],"Ravaged Camp","...as I expected. I'll add it to the log...",[4894],9,[72],[],3808,"WorldMapContentChestDone",500,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsCamp",0,"","","",4119,4119
608,"G_Endgame_5_FlowerGauntlet",205,0,0,0,[],"Toxic Bloom","...a place of gasping death...",[3752],9,[72],[4899],3808,"WorldMapContentRareMonster",500,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsFlowerGauntlet",0,"","","",4119,4119
609,"G_Endgame_G3_5_FlowerGauntletDone",205,0,0,0,[],"Toxic Bloom","...a lucky fool. Lucky, but foolish...",[4899],9,[72],[],3808,"WorldMapContentRareMonsterDone",500,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsFlowerGauntlet",0,"","","",4119,4119
610,"G_Endgame_G3_6_1_Blackjaw",206,0,0,0,[],"Blackjaw, the Remnant","...locked away, undying, for his horrific crimes...",[3753],9,[72],[3785],3808,"WorldMapContentBossUpgrade",507,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBlackjaw",0,"","","",4119,4119
611,"G_Endgame_G3_6_1_BlackjawSlain",206,0,0,0,[],"Blackjaw, the Remnant","...should have left him to suffer...",[3785],9,[72],[],3808,"WorldMapContentBossUpgradeDone",507,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBlackjaw",0,"","","",4119,4119
612,"G_Endgame_G3_6_2_Zicoatl",207,0,0,0,[],"Zicoatl, Warden of the Core","...well that's ominous...",[3754],9,[72],[4827],3808,"WorldMapContentBoss",511,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZicoatl",0,"","","",4119,4119
613,"G_Endgame_G3_6_2_ZicoatlSlain",207,0,0,0,[],"Zicoatl, Warden of the Core","...of course it was a trap!...",[4827],9,[72],[],3808,"WorldMapContentBossDone",511,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZicoatl",0,"","","",4119,4119
614,"G_Endgame_G3_6_2_CorruptionAltar",207,0,0,0,[],"Paquate's Mechanism","...it's risky, but it's up to you...",[3754],9,[72],[4873],3808,"Act3/WorldMapContentCorruptionAltar",511,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinCorruptionAltar",0,"","","",4119,4119
615,"G_Endgame_G3_6_2_CorruptionAltarDone",207,0,0,0,[],"Paquate's Mechanism","...was it worth it?...",[4873],9,[72],[],3808,"Act3/WorldMapContentCorruptionAltarDone",511,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinCorruptionAltar",0,"","","",4119,4119
616,"G_Endgame_G3_7_Ignagduk",208,0,0,0,[],"Ignagduk, the Bog Witch","...beware the blood moon...",[3767],9,[72],[4755],3808,"WorldMapContentBossUpgrade",517,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinIgnagduk",0,"","","",4119,4119
617,"G_Endgame_G3_7_IgnagdukSlain",208,0,0,0,[],"Ignagduk, the Bog Witch","...a good day in the jungle, indeed.",[4755],9,[72],[],3808,"WorldMapContentBossUpgradeDone",517,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinIgnagduk",0,"","","",4119,4119
618,"G_Endgame_G3_9_Mektul",210,0,0,0,[],"Mektul, the Forgemaster","...infernal hammering at all hours, echoing from the city!...",[3769],9,[72],[4677],3808,"WorldMapContentBoss",521,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinMektul",0,"","","",4119,4119
619,"G_Endgame_G3_9_MektulSlain",210,0,0,0,[],"Mektul, the Forgemaster","...finally, silence!...",[4677],9,[72],[],3808,"WorldMapContentBossDone",521,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinMektul",0,"","","",4119,4119
620,"G_Endgame_G3_10_Ultimatum",211,0,0,0,[],"Ultimatum","...where peasants and High Priests alike could face the challenge...",[3770],9,[72],[2691],3808,"Act3/WorldMapContentUltimatum",525,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinUltimatum",0,"","","",4119,4119
621,"G_Endgame_G3_10_UltimatumDone",211,0,0,0,[],"Ultimatum","...impressive work!...",[2691],9,[72],[],3808,"Act3/WorldMapContentUltimatumDone",525,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinUltimatum",0,"","","",4119,4119
622,"G_Endgame_G3_11_TheQueenOfFilth",212,0,0,0,[],"The Queen of Filth","...I can't even describe what I saw through the spyglass...",[3806],9,[72],[4644],3808,"WorldMapContentBoss",529,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTheQueenOfFilth",0,"","","",4119,4119
623,"G_Endgame_G3_11_TheQueenOfFilthSlain",212,0,0,0,[],"The Queen of Filth","...let's never speak of this again...",[4644],9,[72],[],3808,"WorldMapContentBossDone",529,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTheQueenOfFilth",0,"","","",4119,4119
624,"G_Endgame_G3_11_CroneVendor",212,0,0,0,[],"Bubbling Respite","...a kind one? I'll believe it when I see it...",[3806],9,[72],[],3808,"WorldMapContentCamp",529,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratCrone",0,"","","",4119,4119
625,"G_Endgame_G3_11_CroneVendorDone",212,0,0,0,[],"Bubbling Respite","...oh, well that was nice...",[],9,[72],[],3808,"WorldMapContentCampDone",529,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratCrone",0,"","","",4119,4119
626,"G_Endgame_G3_12_Ketzuli",-16843010,-16843010,-16843010,-16843010,[],"Ketzuli, High Priest of the Sun","...been trapped down there, all this time...",[3807],9,[72],[4830],3808,"WorldMapContentBoss",534,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinKetzuli",0,"","","",4119,4119
627,"G_Endgame_G3_12_KetzuliSlain",-16843010,-16843010,-16843010,-16843010,[],"Ketzuli, High Priest of the Sun","...good to put them out of their endless misery...",[4830],9,[72],[],3808,"WorldMapContentBossDone",534,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinKetzuli",0,"","","",4119,4119
628,"G_Endgame_G3_14_ViperNapuatzi",214,0,0,0,[],"Viper Napuatzi","...the Fang of the Vaal will defend her city...",[3809],9,[72],[4829],3808,"WorldMapContentBoss",538,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinViperNapauatzi",0,"","","",4119,4119
629,"G_Endgame_G3_14_ViperNapuatziSlain",214,0,0,0,[],"Viper Napuatzi","...disappeared just before her death...",[4829],9,[72],[],3808,"WorldMapContentBossDone",538,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinViperNapauatzi",0,"","","",4119,4119
630,"G_Endgame_G3_14_TrialmasterStatue",214,0,0,0,[],"Chaos Statue","...for those willing to face a challenge...",[3809],9,[72],[2164],3808,"WorldMapContentQuestionMark",538,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinChaosStatue",0,"","","",4119,4119
631,"G_Endgame_G3_14_TrialmasterStatueDone",214,0,0,0,[],"Chaos Statue","...you know where to find it...",[2164],9,[72],[],3808,"WorldMapContentQuestionMarkDone",538,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinChaosStatue",0,"","","",4119,4119
632,"G_Endgame_G3_14_Artefacts",214,0,0,0,[],"Peculiar Fortunes","...golden idols abound...",[3809],9,[72],"[4875,4877,4879]",3808,"WorldMapContentBag",538,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinUtzaalArtefacts",0,"","","",4119,4119
633,"G_Endgame_G3_14_ArtefactsDone",214,0,0,0,[],"Peculiar Fortunes","...just imagine Oswald's glee...","[4875,4877,4879]",9,[72],[],3808,"WorldMapContentBagDone",538,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinUtzaalArtefacts",0,"","","",4119,4119
634,"G_Endgame_G3_16_BloodSacrifice",216,0,0,0,[],"Blood Sacrifice","...a simple stab to a heart is all it took...",[3811],9,[72],[4831],3808,"WorldMapContentQuestionMarkUpgrade",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBloodSacrifice",0,"","","",4119,4119
635,"G_Endgame_G3_16_BloodSacrificeDone",216,0,0,0,[],"Blood Sacrifice","...a strange power, but worth the price?...",[4831],9,[72],[],3808,"WorldMapContentQuestionMarkUpgradeDone",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBloodSacrifice",0,"","","",4119,4119
636,"G_Endgame_G3_16_GoliathSoulCore",216,0,0,0,[],"Undamaged Core","...the use of Soul Cores, to be expected...",[3811],9,[72],[4919],3808,"WorldMapContentBag",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratSoulCore",0,"","","",4119,4119
637,"G_Endgame_G3_16_GoliathSoulCoreDone",216,0,0,0,[],"Undamaged Core","...what is the morality of using these Cores, anyway?...",[4919],9,[72],[],3808,"WorldMapContentBagDone",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratSoulCore",0,"","","",4119,4119
638,"G_Endgame_G3_16_Artefacts",216,0,0,0,[],"Peculiar Fortunes","...they're all about to die, what use do they have for it?...",[3811],9,[72],"[4972,4974,4976]",3808,"WorldMapContentBag",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratArtefacts",0,"","","",4119,4119
639,"G_Endgame_G3_16_ArtefactsDone",216,0,0,0,[],"Peculiar Fortunes","...that fetched a pretty penny...","[4972,4974,4976]",9,[72],[],3808,"WorldMapContentBagDone",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratArtefacts",0,"","","",4119,4119
640,"G_Endgame_G3_17_Doryani",217,0,0,0,[],"Doryani, Royal Thaumaturge","...he would likely be in the depths of the Black Chambers...",[3812],9,[72],[3907],3808,"WorldMapContentActBoss",552,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryani",0,"","","",4119,4119
641,"G_Endgame_G3_17_DoryaniSlain",217,0,0,0,[],"Doryani, Royal Thaumaturge","...we'll see how this strange new alliance goes...",[3907],9,[72],[],3808,"WorldMapContentActBossDone",552,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryani",0,"","","",4119,4119
642,"G_Endgame_G3_compass_label",-16843010,-16843010,-16843010,-16843010,[],"Historical Utzaal, draft #1\r\nest. year 400bic\r\npreliminary survey\r\nfor the future records of\r\nThe Reliquarians, 1619ic","",[3808],9,[72],[],3808,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLabel",13,"","","",4119,4119
