"rownum","Id","Name","Act","IsTown","HasWaypoint","Connections_WorldAreasKeys","AreaLevel","HASH16","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","i32","i32","i32","[rid]","bool","string","i32","i32","[rid]","bool","bool","bool","rid","rid","string","rid","[rid]","bool","bool","rid","rid","string","i32","rid","i32","rid","bool","bool","rid","i32","i32","rid","i32","rid","rid","i32","rid","i32","rid","i32"
923,"Map2Tier13_2Unique","The Vinktar Square",11,"","",[],80,971329,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-685113344,2,393216,65536,0,-684064768,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-683016192,2,0,0,-681967616,2,0,0,-681967616,2,0,0,1572864,0,65536,0,1509949440,727,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1509949440,727,0,0,0,1509949440,727,0,100,"[65,66,69]","","",6000,2000,"[153,57,164,169,400,401]","","","","","","","",[],1,"","","","",7,845,0,"",1,1,54,0,186346,0,0,5,0,0,"",0,"",0
924,"Map2Tier13_3","Excavation",11,"","",[],80,975472,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-669122560,2,393216,262144,0,-668073984,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,196350,0,-663879680,2,0,0,-661782528,2,0,0,-661782528,2,0,0,1572864,0,65536,0,-1912602624,728,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1912602624,728,0,0,0,-1912602624,728,0,100,"[64,67]","","",7000,2000,"[61,57,349,383,397]","","","","","","","",[],"","","","","",6,618,0,"",1,1,54,0,186622,0,0,5,0,0,"",0,"",0
925,"Map2Tier13_4","Waterways",11,"","",[],80,934477,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-651165696,2,393216,65536,0,-650117120,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-649068544,2,0,0,-648019968,2,0,0,-648019968,2,0,0,1572864,0,65536,0,1610612736,729,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1610612736,729,0,0,0,1610612736,729,0,100,[69],"","",7000,2000,"[57,169,307,349,375,850]","","","","","","","",[],"","","","","",6,557,0,"",1,1,54,0,186832,0,0,5,0,0,"",0,"",0
926,"Map2Tier14_1","Palace",11,"","",[],81,949262,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-638844928,2,393216,65536,0,-637796352,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,196350,0,-636747776,2,0,0,-634650624,2,0,0,-634650624,2,0,0,1572864,0,65536,0,738197504,730,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,738197504,730,0,0,0,738197504,730,0,100,"[63,68,69]","","",6000,2000,"[61,57,162,307,349,388,405,874]","","","","","","","",[],"","","","","",6,836,0,"",1,1,54,0,187100,0,0,5,0,0,"",0,"",0
927,"Map2Tier14_2","Shrine",11,"","",[],81,979316,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-621281280,2,393216,262144,0,-620232704,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,196350,0,-616038400,2,0,0,-613941248,2,0,0,-613941248,2,0,0,1572864,0,65536,0,1744830464,731,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1744830464,731,0,0,0,1744830464,731,0,100,"[68,63]","","",6000,2000,"[61,57,169,349,410,843,844]","","","","","","","",[],"","","","","",6,532,0,"",1,1,54,0,187384,0,0,5,0,0,"",0,"",0
928,"Map2Tier14_2Unique","Wraeclast Pantheon",11,"","",[],81,927775,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-601882624,2,393216,65536,0,-600834048,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,786174,0,-599785472,2,0,0,-588251136,2,0,0,-588251136,2,0,0,1572864,0,65536,0,-268435456,732,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-268435456,732,0,0,0,-268435456,732,0,100,"[68,63]","","",7000,2000,"[153,57,164,207,210,351]","","","","","","","",[],1,"","","","",7,559,0,"",1,1,54,0,187760,0,0,5,0,0,"",0,"",0
929,"Map2Tier14_3","Maze",11,"","",[],81,923786,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-578027520,2,393216,262144,0,-576978944,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-572784640,2,0,0,-571736064,2,0,0,-571736064,2,0,0,1572864,0,65536,0,-335544320,733,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-335544320,733,0,0,0,-335544320,733,0,100,"[63,68]","","",6000,2000,"[61,57,349,372]","","","","","","","",[],"","","","","",6,514,0,"",1,1,54,0,187980,0,0,5,0,0,"",0,"",0
930,"Map2Tier14_4","Vaal Temple",11,"","",[],81,942894,1048576,-1340342272,0,54788096,0,0,0,65536,0,-563609600,2,393216,65536,0,-562561024,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,261886,0,-561512448,2,0,0,-558366720,2,0,0,-558366720,2,0,0,1572864,0,65536,0,-1207959552,734,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1207959552,734,0,0,0,-1207959552,734,0,100,"[63,68]","","",6000,2000,"[61,57,160,349,372,408]","","","","","","","",[],"","","","","",6,848,0,"",1,1,54,0,188216,0,0,5,0,0,"",0,"",0
931,"Map2Tier14_5","Plaza",11,"","",[],81,956224,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-547225600,2,393216,262144,0,-546177024,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-541982720,2,0,0,-540934144,2,0,0,-540934144,2,0,0,1572864,0,65536,0,-1040187392,735,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1040187392,735,0,0,0,-1040187392,735,0,100,"[65,68,66]","","",7000,2000,"[57,162,349,914]","","","","","","","",[],"","","","","",6,386,0,"",1,1,54,0,188466,0,0,5,0,0,"",0,"",0
932,"Map2Tier15_1","Core",11,"","",[],82,952329,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-530972672,2,393216,196608,0,-529924096,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,196350,0,-526778368,2,0,0,-524681216,2,0,0,-524681216,2,0,0,1572864,0,65536,0,-1174405120,736,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1174405120,736,0,0,0,-1174405120,736,0,100,"[68,64]","","",6000,2000,"[61,57,162,169,349,359,407,436,468,863,864,865,866,844]","","","","","","","",[],"","","","","",6,145,0,"",1,1,54,0,188858,0,0,5,0,0,"",0,"",0
933,"Map2Tier15_2","Caldera",11,"","",[],82,919372,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-504889344,2,393216,262144,0,-503840768,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-499646464,2,0,0,-498597888,2,0,0,-498597888,2,0,0,1572864,0,65536,0,1207959552,738,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1207959552,738,0,0,0,1207959552,738,0,100,"[64,67]","","",7000,2000,"[57,162,169,349,355,913,990]","","","","","","","",[],"","","","","",6,568,0,"",1,1,54,0,189144,0,0,5,0,0,"",0,"",0
934,"Map2Tier15_3","Colosseum",11,"","",[],82,962389,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-485883904,2,393216,262144,0,-484835328,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-480641024,2,0,0,-479592448,2,0,0,-479592448,2,0,0,1572864,0,16842752,0,1778384896,739,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2046820352,739,0,0,0,2046820352,739,0,100,[69],"","",7000,2000,"[57,162,349,356,399,378,913]","","","","","","","",[],"","","","","",6,578,0,"",1,1,54,0,189434,0,0,5,0,0,"",0,"",0
935,"MapAtlasGraveyardUnique","Hallowed Ground",11,"","",[],71,21260,0,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-464650240,2,393216,327680,0,-463601664,2,10944512,0,98304000,-16908288,-16843010,-16843010,"",-16843010,130814,0,-458358784,2,0,0,-457310208,2,0,0,-457310208,2,0,0,1572864,0,65536,0,-1107296256,740,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1107296256,740,0,0,0,-1107296256,740,0,100,"[63,68]","","",7000,2000,"[61,57,193,194,153,221]","","","","","","","",[],1,"","","","",7,586,0,"",1,1,54,0,189758,0,0,5,0,0,"",0,"",0
936,"MapAtlasArcade","Arcade",11,"","",[],68,976323,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-446824448,2,393216,262144,0,-445775872,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,196350,0,-441581568,2,0,0,-439484416,2,0,0,-439484416,2,0,0,1572864,0,65536,0,-838860800,741,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-838860800,741,0,0,0,-838860800,741,0,100,[69],"","",7000,2000,"[57,349,358,883,989]","","","","","","","",[],"","",1186,"","Metadata/NPC/Shaper",6,523,0,"",1,1,54,0,190040,0,0,5,0,0,"",0,"",0
937,"MapAtlasCrystalOre","Crystal Ore",11,"","",[],68,960059,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-427819008,2,393216,262144,0,-426770432,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,261886,0,-422576128,2,0,0,-419430400,2,0,0,-419430400,2,0,0,1572864,0,65536,0,0,743,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,33488638,0,0,743,0,0,0,268435456,743,0,100,[64],"","",7000,2000,"[61,57,169,349,383,397,408,418,900,847]","","","","","","","",[],"","",1187,"","Metadata/NPC/Shaper",6,456,0,"",1,1,54,0,190400,0,0,5,0,0,"",0,"",0
938,"MapAtlasDesert","Desert",11,"","",[],68,945304,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-404750336,2,393216,262144,0,-403701760,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-399507456,2,0,0,-398458880,2,0,0,-398458880,2,0,0,1572864,0,65536,0,1073741824,744,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1073741824,744,0,0,0,1073741824,744,0,100,"[64,67]","","",7000,2000,"[57,349,398,422]","","","","","","","",[],"","",1188,"","Metadata/NPC/Shaper",6,850,0,"",1,1,54,0,190624,0,0,5,0,0,"",0,"",0
939,"MapAtlasJungleValley","Jungle Valley",11,"","",[],68,923981,1048576,-100532224,0,54657024,0,0,0,65536,0,-389283840,2,393216,262144,0,-388235264,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-384040960,2,0,0,-382992384,2,0,0,-382992384,2,0,0,1572864,0,65536,0,738197504,745,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,738197504,745,0,0,0,738197504,745,0,100,[65],"","",7000,2000,"[57,349,373,420,852,884,1068]","","","","","","","",[],"","",1189,"","Metadata/NPC/Shaper",6,507,0,"",1,1,54,0,190892,0,0,5,0,0,"",0,"",0
940,"MapAtlasBeach","Beach",11,"","",[],69,951348,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-371720192,2,393216,196608,0,-370671616,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-367525888,2,0,0,-366477312,2,0,0,-366477312,2,0,0,1572864,0,65536,0,671088640,746,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,671088640,746,0,0,0,671088640,746,0,100,[62],"","",7000,2000,"[57,349,839,987]","","","","","","","",[],"","",1190,"","Metadata/NPC/Shaper",6,615,47000,"",1,1,54,0,191096,0,0,5,0,0,"",0,"",0
941,"MapAtlasFactory","Factory",11,"","",[],69,921225,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-357826560,2,393216,196608,0,-356777984,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-353632256,2,0,0,-352583680,2,0,0,-352583680,2,0,0,1572864,0,65536,0,-67108864,746,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-67108864,746,0,0,0,-67108864,746,0,100,[69],"","",7000,2000,"[61,57,349,353,1055]","","","","","","","",[],"","",1191,"","Metadata/NPC/Shaper",6,608,0,"",1,1,54,0,191324,0,0,5,0,0,"",0,"",0
942,"MapAtlasGhetto","Ghetto",11,"","",[],69,929326,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-344195072,2,393216,262144,0,-343146496,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-338952192,2,0,0,-337903616,2,0,0,-337903616,2,0,0,1572864,0,65536,0,-603979776,747,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-603979776,747,0,0,0,-603979776,747,0,100,"[69,66]","","",7000,2000,"[57,349,374,379,883]","","","","","","","",[],"","",1192,"","Metadata/NPC/Shaper",6,526,0,"",1,1,54,0,191564,0,0,5,0,0,"",0,"",0
943,"MapAtlasOasis","Desert Spring",11,"","",[],69,941121,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-326631424,2,393216,262144,0,-325582848,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,196350,0,-321388544,2,0,0,-319291392,2,0,0,-319291392,2,0,0,1572864,0,65536,0,-134217728,748,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-134217728,748,0,0,0,-134217728,748,0,100,[69],"","",7000,2000,"[57,160,349,398,923,422]","","","","","","","",[],"","",1193,"","Metadata/NPC/Shaper",6,854,0,"",1,1,54,0,191848,0,0,5,0,0,"",0,"",0
944,"MapAtlasAridLake","Arid Lake",11,"","",[],70,923592,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-309592064,2,393216,262144,0,-308543488,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-304349184,2,0,0,-303300608,2,0,0,-303300608,2,0,0,1572864,0,65536,0,-335544320,749,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-335544320,749,0,0,0,-335544320,749,0,100,[66],"","",7000,2000,"[57,169,349]","","","","","","","",[],"","",1194,"","Metadata/NPC/Shaper",6,483,0,"",1,1,54,0,192044,0,0,5,0,0,"",0,"",0
945,"MapAtlasCavern","Flooded Mine",11,"","",[],70,925194,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-297009152,2,393216,262144,0,-295960576,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-291766272,2,0,0,-290717696,2,0,0,-290717696,2,0,0,1572864,0,65536,0,-1409286144,750,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1409286144,750,0,0,0,-1409286144,750,0,100,[64],"","",7000,2000,"[61,57,349,383,397,385,850]","","","","","","","",[],"","",1195,"","Metadata/NPC/Shaper",6,497,0,"",1,1,54,0,192300,0,0,5,0,0,"",0,"",0
946,"MapAtlasChannel","Channel",11,"","",[],70,921435,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-280100864,2,393216,65536,0,-279052288,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-278003712,2,0,0,-276955136,2,0,0,-276955136,2,0,0,1572864,0,65536,0,2113929216,751,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2113929216,751,0,0,0,2113929216,751,0,100,[69],"","",7000,2000,"[57,169,307,349,375,887,987]","","","","","","","",[],"","",1196,"","Metadata/NPC/Shaper",6,558,0,"",1,1,54,0,192510,0,0,5,0,0,"",0,"",0
947,"MapAtlasGrotto","Grotto",11,"","",[],70,946213,1048576,-100532224,0,54329344,0,0,0,65536,0,-266469376,2,393216,262144,0,-265420800,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-261226496,2,0,0,-260177920,2,0,0,-260177920,2,0,0,1572864,0,65536,0,2113929216,752,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2113929216,752,0,0,0,2113929216,752,0,100,[64],"","",7000,2000,"[61,57,169,349,390,397,851,850,900,383]","","","","","","","",[],"","",1197,"","Metadata/NPC/Shaper",6,472,0,"",1,1,54,0,192814,0,0,5,0,0,"",0,"",0
948,"MapAtlasMarshes","Marshes",11,"","",[],70,920271,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-245235712,2,393216,393216,0,-244187136,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-237895680,2,0,0,-236847104,2,0,0,-236847104,2,0,0,1572864,0,65536,0,-503316480,753,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-503316480,753,0,0,0,-503316480,753,0,100,[66],"","",7000,2000,"[57,169,349,386,871]","","","","","","","",[],"","",1198,"","Metadata/NPC/Shaper",6,596,51000,"",1,1,54,0,193090,0,0,5,0,0,"",0,"",0
949,"MapAtlasSewer","Toxic Sewer",11,"","",[],70,934420,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-228589568,2,393216,262144,0,-227540992,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-223346688,2,0,0,-222298112,2,0,0,-222298112,2,0,0,1572864,0,65536,0,-1073741824,754,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1073741824,754,0,0,0,-1073741824,754,0,100,"[63,66]","","",7000,2000,"[61,57,169,349,367,468,884]","","","","","","","",[],"","",1199,"","Metadata/NPC/Shaper",6,490,0,"",1,1,54,0,193360,0,0,5,0,0,"",0,"",0
950,"MapAtlasVaalPyramid","Vaal Pyramid",11,"","",[],70,963891,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-210108416,2,393216,65536,0,-209059840,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,261886,0,-208011264,2,0,0,-204865536,2,0,0,-204865536,2,0,0,1572864,0,65536,0,-905969664,755,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-905969664,755,0,0,0,-905969664,755,0,100,"[63,68]","","",7000,2000,"[61,57,349,372,408]","","","","","","","",[],"","",1200,"","Metadata/NPC/Shaper",6,461,0,"",1,1,54,0,193594,0,0,5,0,0,"",0,"",0
951,"MapAtlasVaalPyramidUnique_","Vaults of Atziri",11,"","",[],70,53770,0,-100532224,0,54722560,0,0,0,65536,0,-193855488,2,393216,65536,0,-192806912,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,65278,0,-191758336,2,0,0,-191758336,2,0,0,-191758336,2,0,0,1572864,0,65536,0,-1845493760,756,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1845493760,756,0,0,0,-1845493760,756,0,100,[63],"","",6000,2000,"[61,153,57,159,192,193,196,221,372,405,846]","","","","","","","",[],1,"","","","",7,462,0,"",1,1,54,0,193874,0,0,5,0,0,"",0,"",0
952,"MapAtlasAcademy","Academy",11,"","",[],71,968268,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-176947200,2,393216,262144,0,-175898624,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-171704320,2,0,0,-170655744,2,0,0,-170655744,2,0,0,1572864,0,65536,0,-738197504,757,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-738197504,757,0,0,0,-738197504,757,0,100,"[63,68,69]","","",7000,2000,"[61,57,307,349,357,847]","","","","","","","",[],"","",1201,"","Metadata/NPC/Shaper",6,833,0,"",1,1,54,0,194148,0,0,5,0,0,"",0,"",0
953,"MapAtlasMuseumUnique","The Putrid Cloister",11,"","",[],76,479543,655360,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-155582464,2,393216,65536,0,-154533888,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-153485312,2,0,0,-152436736,2,0,0,-152436736,2,0,0,1572864,0,65536,0,-369098752,758,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-369098752,758,0,0,0,-369098752,758,0,100,"[63,68,69]","","",7000,2000,"[61,57,194,153,221,863,866,1051]","","","","","","","",[],1,"","","","",7,835,0,"",1,1,54,0,194458,0,0,5,0,0,"",0,"",0
954,"MapAtlasAcidLakes","Acid Caverns",11,"","",[],71,923781,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-136577024,2,393216,65536,0,-135528448,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,655102,0,-134479872,2,0,0,-125042688,2,0,0,-125042688,2,0,0,1572864,0,65536,0,-1946157056,760,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1946157056,760,0,0,0,-1946157056,760,0,100,"[110,66,67,64]","","",7000,2000,"[57,61,349,468,871]","","","","","","","",[],"","",1202,"","Metadata/NPC/Shaper",6,860,0,"",1,1,54,0,194844,0,0,5,0,0,"",0,"",0
955,"MapAtlasDungeon","Dungeon",11,"","",[],71,972875,1048576,-100532224,0,54263808,0,0,0,65536,0,-113377280,2,393216,262144,0,-112328704,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-108134400,2,0,0,-107085824,2,0,0,-107085824,2,0,0,1572864,0,65536,0,-1644167168,761,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1644167168,761,0,0,0,-1644167168,761,0,100,[63],"","",7000,2000,"[61,57,349,361]","","","","","","","",[],"","",1203,"","Metadata/NPC/Shaper",6,439,0,"",1,1,54,0,195054,0,0,5,0,0,"",0,"",0
956,"MapAtlasGraveyard","Graveyard",11,"","",[],71,981578,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-99352576,2,393216,262144,0,-98304000,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,261886,0,-94109696,2,0,0,-90963968,2,0,0,-90963968,2,0,0,1572864,0,65536,0,-1811939328,762,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,33488638,0,-1811939328,762,0,0,0,-1543503872,762,0,100,"[66,68]","","",7000,2000,"[57,169,349,389,401,408,160,433,879]","","","","","","","",[],"","",1204,"","Metadata/NPC/Shaper",6,465,0,"",1,1,54,0,195412,0,0,5,0,0,"",0,"",0
957,"MapAtlasPhantasmagoria","Phantasmagoria",11,"","",[],71,941672,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-75235328,2,393216,327680,0,-74186752,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-68943872,2,0,0,-67895296,2,0,0,-67895296,2,0,0,1572864,0,65536,0,-201326592,763,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-201326592,763,0,0,0,-201326592,763,0,100,"[68,64]","","",7000,2000,"[61,57,349,359,468,863,866,1051]","","","","","","","",[],"","",1205,"","Metadata/NPC/Shaper",6,143,0,"",1,1,54,0,195732,0,0,5,0,0,"",0,"",0
