"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","rid","[rid]","[i32]","i32","string","i32","[rid]","[rid]","[string]","bool","string","bool","bool"
1036,3636,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains Alva",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Area contains Alva","",""
1037,3637,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains 12 to 16 additional packs of Incursion Monsters",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Area contains 3 to 5 additional packs of Incursion Monsters","",""
1038,3639,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Final Architect slain in Area will drop an Itemised Temple\n Itemised Temples dropped in Area are generated based on current Temple layout, but with randomised room tiers",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Final Architect slain in Area will drop an Itemised Temple\n Itemised Temples dropped in Area are generated based on current Temple layout, but with randomised room tiers","",""
1039,3638,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Incursions in Area have a 35% chance for all Monsters to be at least Magic\nIncursions in Area have 15% increased Pack Size",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Incursions in Area have a 35% chance for all Monsters to be at least Magic","",""
1040,3640,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains Jun",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Area contains Jun","",""
1041,3641,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","150% Increased Intelligence gained from\nImmortal Syndicate targets encountered in Area",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"150% Increased Intelligence gained from\nImmortal Syndicate targets encountered in Area","",""
1042,3643,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Defeated Immortal Syndicate targets in Area have a 50% chance\nto drop an additional Scarab",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"DISABLED","",""
1043,3642,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Immortal Syndicate Members in Area have 50% increased chance to be accompanied by reinforcements",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Immortal Syndicate Members in Area have 50% increased chance to be accompanied by reinforcements","",""
1044,3644,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Slaying enemies close together in Area can attract monsters from Beyond this realm",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Slaying enemies close together in Area can attract monsters from Beyond this realm","",""
1045,3645,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Items dropped by Beyond Demons in Area are Corrupted",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Items dropped by Beyond Demons in Area are Corrupted","",""
1046,3646,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Beyond Portals in Area have 30% increased Merging Radius",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Beyond Portals in Area have 30% increased Merging Radius","",""
1047,3648,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Rare and Unique Monsters slain in Area create 8 to 12 additional Beyond Portals",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Rare and Unique Monsters slain in Area create 8 to 12 additional Beyond Portals","",""
1048,3647,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Beyond Bosses in Area are enraged on low life\nBeyond Bosses in Area drop 100% increased Tainted Currency\nBeyond Portals in Area have 30% increased chance to spawn a Unique Boss",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Beyond Bosses in Area area are enraged on low life\nBeyond Bosses in Area drop 100% increased Tainted Currency\nBeyond Portals in Area have 30% increased chance to spawn a Unique Boss","",""
1049,3649,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains an Ultimatum Encounter",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Area contains an Ultimatum Encounter","",""
1050,3650,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Ultimatum Monsters grant 150% increased Experience\nUltimatum Encounters grant rewards as though you completed 2 additional Rounds",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Ultimatum Monsters grant 150% increased Experience\nUltimatum Encounters grant rewards as though you completed 2 additional Rounds","",""
1051,3651,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Ultimatum Encounters in Area will always lead to a Unique Boss if possible",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Ultimatum Encounters in Area will always lead to a Unique Boss if possible","",""
1052,3652,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Ultimatum Encounters in Area will only offer Catalysts\nas Rewards to the Map Owner",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Ultimatum Encounters in Area will only offer Catalysts\nas Rewards to the Map Owner","",""
1053,3653,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Ultimatum Encounter rewards in Area offering Catalysts\nwill offer Inscribed Ultimatums to the Map Owner instead",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"DISABLED","",""
1054,3654,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains a Mirror of Delirium",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Area contains a Mirror of Delirium","",""
1055,3655,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Delirium Reward Meters fill 100% faster in Area\nDelirium in Area increases 50% faster with distance from the mirror",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Delirium Reward Meters fill 100% faster in Area\nDelirium in Area increases 50% faster with distance from the mirror","",""
1056,3656,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Delirium Encounters in Area generate 2 additional Reward types",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"DISABLED","",""
1057,3657,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Delirium Encounters in Area contain all Unique Delirium Bosses\nCan only be used with Tier 11+ Maps",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Delirium Encounters in Area contain all Unique Delirium Bosses\nCan only be used with Tier 11+ Maps","",""
1058,3658,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Maps found in Area have layers of Delirium",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"DISABLED","",""
1059,3659,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains a Blight Encounter",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Area contains a Blight Encounter","",""
1060,3660,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Blight Chests in Area have a 20% chance to be openable again",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Blight Chests in Area have a 20% chance to be openable again","",""
1061,3661,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Blight Encounters in Area have one Blighted Chest\nBlight Encounters in Area spawn many more waves of Enemies\nBlighted Chests in Area grow larger and more\nrewarding the more Blighted Enemies are slain",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Blight Encounters in Area have one Blighted Chest\nBlight Encounters in Area spawn many more waves of Enemies\nBlighted Chests in Area grow larger and more\nrewarding the more Blighted Enemies are slain","",""
1062,3662,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Blight Encounters in Area have up to 3 additional Unique Bosses\nUnique enemies in Blight Encounters have 100% increased life\nTier 14+ Blighted Maps found in Area drop as Blight-Ravaged Maps instead",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"DISABLED","",""
1063,3663,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Each Empowering Tower in Areas grants Blighted Monsters in\nrange increased Difficulty and Reward",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Each Empowering Tower in Areas grants Blighted Monsters in\nrange increased Difficulty and Reward","",""
1064,3664,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","40% increased Magic Pack Size",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"25% increased Magic Pack Size","",""
1065,3665,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains 4 additional Packs with Mirrored Rare Monsters",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Area contains 2 additional Packs with Mirrored Rare Monsters","",""
1066,3666,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Up to 2 additional Rare Monsters in Area will be Pantheon-Touched\nApparitions spawned by Pantheon-Touched Monsters deal 100% increased damage",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Up to 1 additional Rare Monster in Area will be Pantheon-Touched\nApparitions spawned by Pantheon-Touched Monsters deal 100% increased damage","",""
1067,3667,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains Hunted Traitors",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Area contains Hunted Traitors","",""
1068,3668,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Portals to Area have a 50% chance to not be consumed on use",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Portals to Area have a 50% chance to not be consumed on use","",""
1069,3669,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Grants an additional Kirac Mission on Map Completion",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Grants an additional Kirac Mission on Map Completion","",""
1070,3670,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","10 Monster Packs in Area are upgraded to Magic",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"10 Monster Packs in Area are upgraded to Magic","",""
1071,3671,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Monsters in Area have a chance to be Empowered by 2000 Wildwood Wisps",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"Monsters in Area have a chance to be Empowered by 2000 Wildwood Wisps","",""
1072,3672,20,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","You can select the Nullify Prefixes or Nullify Suffixes crafting options on the Map Device",[],"","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,[],[],[],1,"DISABLED","",""
