"rownum","Id","Text (English)","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]","i32"
273,"OH_LifeOnHit","Life gained on Off Hand Hit","Vie gagnée en touchant un ennemi (Main secondaire)","Nebenhand: Lebenserhalt bei Treffer","オフハンドヒット時ライフ獲得","보조 장비로 명중 시 생명력 획득","Vida obtida ao Acertar com a Mão Secundária","Здоровье за удар левой рукой","Vida ganada con cada golpe con la mano secundaria","พลังชีวิตที่ได้รับ เมื่อปะทะ ด้วยมือรอง","副手擊中時回復生命",[3077],0,[7651],[435],2,1,[],0
274,"LifeOnSpellHit","Life gained on Hit","Vie gagnée en touchant un ennemi","Lebenserhalt bei Treffer","ヒット時ライフ獲得","명중 시 생명력 획득","Vida obtida ao Acertar","Здоровье за удар","Vida ganada con cada golpe","พลังชีวิตที่ได้รับ เมื่อปะทะ","擊中生命回復",[1918],0,[435],[],2,1,[],0
275,"MH_ManaOnHit","Mana gained on Main Hand Hit","Mana gagné en touchant un ennemi (Main principale)","Haupthand: Manaerhalt bei Treffer","メインハンドヒット時マナ獲得","주 무기로 명중 시 마나 획득","Mana obtida ao Acertar com a Mão Principal","Мана за удар правой рукой","Maná ganado con cada golpe con la mano principal","มานาที่ได้รับ เมื่อปะทะ ด้วยมือหลัก","主手擊中時回復魔力",[3081],0,[7650],[435],2,1,[],0
276,"OH_ManaOnHit","Mana gained on Off Hand Hit","Mana gagné en touchant un ennemi (Main secondaire)","Nebenhand: Manaerhalt bei Treffer","オフハンドヒット時マナ獲得","보조 장비로 명중 시 마나 획득","Mana obtida ao Acertar com a Mão Secundária","Мана за удар левой рукой","Maná ganado con cada golpe con la mano secundaria","มานาที่ได้รับ เมื่อปะทะ ด้วยมือรอง","副手擊中時回復魔力",[3082],0,[7651],[435],2,1,[],0
277,"ManaOnSpellHit","Mana gained on Hit","Mana gagné en touchant un ennemi","Manaerhalt bei Treffer","ヒット時マナ獲得","명중 시 마나 획득","Mana obtida ao Acertar","Мана за удар","Maná ganado con cada golpe","มานาที่ได้รับ เมื่อปะทะ","擊中魔力回復",[7035],0,[435],[],2,1,[],0
278,"ESOnSpellHit","Energy Shield gained on Hit","Bouclier d'énergie gagné en touchant","Energieschilderhalt bei Treffer","ヒット時エナジーシールド獲得","명중 시 에너지 보호막 획득","Escudo de Energia obtido ao Acertar","Энергетического щита получено за удар","Escudo de energía ganado con cada golpe","โล่พลังงานที่ได้รับ เมื่อปะทะ","擊中能量護盾回復",[7249],0,[435],[],2,1,[],0
279,"ESOnHit","Energy Shield gained on Hit","Bouclier d'énergie gagné en touchant","Energieschilderhalt bei Treffer","ヒット時エナジーシールド獲得","명중 시 에너지 보호막 획득","Escudo de Energia obtido ao Acertar","Энергетического щита получено за удар","Escudo de energía ganado con cada golpe","โล่พลังงานที่ได้รับ เมื่อปะทะ","擊中能量護盾回復",[2789],0,[],[435],2,1,[],0
280,"LifeOnKill","Life gained on Kill","Vie gagnée en tuant un ennemi","Lebenserhalt bei Tötung","撃破時ライフ獲得","처치 시 생명력 획득","Vida obtida ao Matar","Здоровья получено за убийство","Vida ganada al matar","พลังชีวิตที่ได้รับ เมื่อสังหาร","擊殺生命回復",[2291],0,[],[],2,1,[],0
281,"ManaOnKill","Mana gained on Kill","Mana gagné en tuant un ennemi","Manaerhalt bei Tötung","撃破時マナ獲得","처치 시 마나 획득","Mana obtida ao Matar","Маны получено за убийство","Maná ganado al matar","มานาที่ได้รับ เมื่อสังหาร","擊殺回復魔力",[2406],0,[],[],2,1,[],0
282,"ESonKill","Energy Shield gained on Kill","Bouclier d'énergie gagné en tuant un ennemi","Energieschilderhalt bei Tötung","撃破時エナジーシールド獲得","처치 시 에너지 보호막 획득","Escudo de Energia obtido ao Matar","Энергетического щита получено за убийство","Escudo de energía ganado al matar","โล่พลังงานที่ได้รับ เมื่อสังหาร","擊殺回復能量護盾",[2407],0,[],[],2,1,[],0
283,"MinionDamage","Minion Damage modifier","Modificateur des Dégâts des Créatures","Kreaturen: Modifikator für Schaden","ミニオンダメージモッド","소환수 피해 속성 부여","Modificador de Dano do Lacaio","Модификатор урона приспешника","Modificador del daño de los esbirros","ม็อดความเสียหาย ของมิเนียน","召喚物傷害修正",[2447],7,[],[],2,1,[],0
284,"MinionLife","Minion Life modifier","Modificateur de la Vie des Créatures","Kreaturen: Modifikator für Leben","ミニオンライフモッド","소환수 생명력 속성 부여","Modificador de Vida do Lacaio","Модификатор здоровья приспешников","Modificador de la vida de los esbirros","ม็อดพลังชีวิต ของมิเนียน","召喚物生命修正",[159],7,[],[],2,1,[],0
285,"MinionMana","Minion Mana modifier","Modificateur du Mana des Créatures","Kreaturen: Modifikator für Leben","ミニオンマナモッド","소환수 마나 속성 부여","Modificador de Mana do Lacaio","Модификатор маны приспешников","Modificador del maná de los esbirros","ม็อดมานา ของมิเนียน","召喚物魔力修正",[3222],7,[],[],2,1,[],0
286,"MinionEnergyShield","Minion Energy Shield modifier","Modificateur du Bouclier d'énergie des Créatures","Kreaturen: Modifikator für Energieschild","ミニオンエナジーシールドモッド","소환수 에너지 보호막 속성 부여","Modificador de Escudo de Energia de Lacaio","Модификатор энергетического щита приспешников","Modificador del escudo de energía de los esbirros","ม็อดโล่พลังงาน ของมิเนียน","召喚物能量護盾修正",[3223],7,[],[],2,1,[],0
287,"ProjectileSpeed","Projectile Speed modifier","Modificateur de la Vitesse des projectiles","Modifikator für Projektilgeschwindigkeit","投射物スピードモッド","투사체 속도 속성 부여","Modificador de Velocidade do Projétil","Модификатор скорости снаряда","Modificador de la velocidad de los proyectiles","ม็อดความเร็ว ของกระสุน","投射速度修正",[1399],7,[],[],2,1,[],0
288,"IIQ","Increased Quantity of items dropped by slain monsters","Augmentation de la Quantité d'objets cédés par les monstres","Erhöhte Gegenstandsmenge von getöteten Monstern","撃破したモンスターが落とすアイテムの数量増加","사망한 몬스터가 떨어트리는 아이템 수량 증가","Quantidade de itens derrubados por monstros mortos Aumentada","Увеличение количества предметов, оставляемых убитыми монстрами","<size:22>{Cantidad aumentada de objetos arrojados por los monstruos derrotados}","เพิ่มจำนวนไอเทมที่ดรอปจากการสังหารมอนสเตอร์","增加此技能擊殺怪物的道具掉落數量",[662],7,[],[],2,1,[],0
289,"IIR","Increased Rarity of items dropped by slain monsters","Augmentation de la Rareté d'objets cédés par les monstres","Erhöhte Gegenstandsseltenheit von getöteten Monstern","撃破したモンスターが落とすアイテムのレア度増加","사망한 몬스터가 떨어트리는 아이템 희귀도 증가","Raridade de itens derrubados por monstros mortos Aumentada","Увеличение редкости предметов, оставляемых убитыми монстрами","<size:22>{Rareza aumentada de objetos arrojados por los monstruos derrotados}","เพิ่มระดับความหายากของไอเทมที่ดรอปจากการสังหารมอนสเตอร์","增加此技能擊殺怪物的道具掉落品質",[663],7,[],[],2,1,[],0
290,"Experience","Experience Gain modifier","Modificateur de l'Expérience acquise","Modifikator für Erfahrungsgewinn","獲得経験値モッド","경험치 획득 속성 부여","Modificador do Ganho de Experiência","Модификатор получаемого опыта","Modificador de la experiencia ganada","ม็อดค่าประสบการณ์ที่ได้รับ","獲得經驗修正",[157],7,[],[],2,1,[],0
291,"TotemDuration","Totem Duration modifier","Modificateur de la Durée des Totems","Totem: Modifikator für Dauer","トーテム持続時間モッド","토템 지속시간 속성 부여","Modificador da Duração do Totem","Модификатор длительности тотема","Modificador de la duración de los tótems","ม็อดระยะเวลา ของโทเทม","圖騰持續時間修正",[430],7,[],[],2,1,[],0
