"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[string]","bool","bool","bool","i32","i32","f32","rid","rid","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","[string]","i32","i32","i32","i32","i32","bool","bool","bool"
6838,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalMaulIncursionTemple",2244,10,3,4,11,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonTwoHandedMace.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstructTemple",[],1,"","",115,3,6,3,8,100,"[821,813,122,74,781,776,796,764,1142,30,31,765,51,73,801]",50,[],105,105,700,500,0,"[382,276]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Vaal Fallen",161,280,1320,[7332],[],"",17,"","",0,[],[],[],1,1,6,100,0,0,100,1342203738,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,419364606,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,436207616,14116,0,0,436207616,14116,0,0,436207616,14116,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,436207616,14116,0,0,436207616,14116,167772160,1342177280,0,0,[],"",1,"",-5,5,0,280,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6839,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalMaulIncursionTempleMap",2245,10,3,4,11,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonTwoHandedMace.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstructTemple",[],1,"","",115,3,6,3,8,100,"[821,813,122,74,781,776,796,764,1142,30,31,765,51,73,801]",100,[],105,105,700,500,0,"[382,276]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Vaal Fallen",161,280,1320,[7332],[],"",17,"","",0,[],[],[],1,1,6,100,0,0,100,1342224244,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,419364606,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,-369098752,14117,0,0,-369098752,14117,0,0,-369098752,14117,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-369098752,14117,0,0,-369098752,14117,167772160,1342177280,0,0,[],"",1,"",-5,5,0,280,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6840,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalSwordIncursion",2242,10,3,4,11,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonTwoHandedSword.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstruct",[],1,"","",115,3,6,2,8,100,"[813,122,74,779,776,796,764,1142,30,31,765,51,820,73,801]",50,[],105,105,700,500,0,"[382,276]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Vaal Fallen",161,140,1320,[7321],[],"",15,"","",0,[],[],[],1,3,4,12,0,0,100,1342242620,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,419364606,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,-1442840576,14119,0,0,-1442840576,14119,0,0,-1442840576,14119,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1442840576,14119,0,0,-1442840576,14119,167772160,1342177280,0,0,[],"",1,"",-5,5,0,140,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6841,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalSwordIncursionMap",2243,10,3,4,11,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonTwoHandedSword.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstruct",[],1,"","",115,3,6,2,8,100,"[813,122,74,779,776,796,764,1142,30,31,765,51,820,73,801]",67,[],105,105,700,500,0,"[382,276]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Vaal Fallen",161,281,1320,[7321],[],"",15,"","",0,[],[],[],1,3,4,12,0,0,100,1342186807,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,419364606,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,1879048192,14121,0,0,1879048192,14121,0,0,1879048192,14121,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1879048192,14121,0,0,1879048192,14121,167772160,1342177280,0,0,[],"",1,"",-5,5,0,281,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6842,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalSwordIncursionMapMemoryLine",2243,10,3,4,11,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonTwoHandedSword.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstruct",[],1,"","",115,3,6,2,8,100,"[813,122,74,779,776,796,764,1142,1008,30,31,765,51,820,73,801]",67,[],105,105,700,500,0,"[382,276]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Vaal Fallen",161,281,1320,[7321],[],"",15,"","",0,[],[],[],1,3,4,12,0,0,100,1342182045,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,419364606,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,1509949440,14123,0,0,1509949440,14123,0,0,1509949440,14123,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1509949440,14123,0,0,1509949440,14123,167772160,1342177280,0,0,[],"",1,"",-5,5,0,281,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueIncursion/MemoryLineSpawn""]",0,0,0,0,0,"","",""
6843,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalSwordIncursionTemple",2244,10,3,4,11,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonTwoHandedSword.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstructTemple",[],1,"","",115,3,6,2,8,100,"[813,122,74,779,776,796,764,1142,30,31,765,51,820,73,801]",50,[],105,105,700,500,0,"[382,276]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Vaal Fallen",161,280,1320,[7321],[],"",15,"","",0,[],[],[],1,1,6,100,0,0,100,1342191572,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,419364606,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,771751936,14125,0,0,771751936,14125,0,0,771751936,14125,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,771751936,14125,0,0,771751936,14125,167772160,1342177280,0,0,[],"",1,"",-5,5,0,280,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6844,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalSwordIncursionTempleMap",2245,10,3,4,11,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonTwoHandedSword.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstructTemple",[],1,"","",115,3,6,2,8,100,"[813,122,74,779,776,796,764,1142,30,31,765,51,820,73,801]",100,[],105,105,700,500,0,"[382,276]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Vaal Fallen",161,280,1320,[7321],[],"",15,"","",0,[],[],[],1,1,6,100,0,0,100,1342226668,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,419364606,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,0,14127,0,0,0,14127,0,0,0,14127,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,0,14127,0,0,0,14127,167772160,1342177280,0,0,[],"",1,"",-5,5,0,280,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6845,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalSwordIncursionChampion",2246,10,3,4,11,"[""Metadata/Monsters/Skeletons/Skeleton/IncursionSkeleton2HSword.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstructChampion",[],1,"","",115,3,6,2,8,100,"[813,122,74,779,776,796,764,1142,30,31,765,51,820,73,801]",75,[],105,105,700,500,0,"[382,276,801]","Metadata/Monsters/Skeletons/IncursionSkeletonKnight.ais","[6190,6214]","",8,"Enhanced Vaal Fallen",242,225,1320,[7321],[],"",15,"","",0,[],[],[],1,1,2,12,1,100,100,1342185300,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,419364606,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,-1778384896,14130,0,0,-1778384896,14130,0,0,-1778384896,14130,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1778384896,14130,0,0,-1778384896,14130,167772160,1342177280,0,0,[],"",1,"",-5,5,0,225,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6846,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalSwordIncursionChampionMap",2247,10,3,4,11,"[""Metadata/Monsters/Skeletons/Skeleton/IncursionSkeleton2HSword.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstructChampion",[],1,"","",115,3,6,2,8,100,"[813,122,74,779,776,796,764,1142,30,31,765,51,820,73,801]",150,[],105,105,700,500,0,"[382,276,801]","Metadata/Monsters/Skeletons/IncursionSkeletonKnight.ais","[6190,6214]","",8,"Enhanced Vaal Fallen",242,450,1320,[7321],[],"",15,"","",0,[],[],[],1,1,2,12,1,100,100,1342238070,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,419364606,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,-1677721600,14132,0,0,-1677721600,14132,0,0,-1677721600,14132,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1677721600,14132,0,0,-1677721600,14132,167772160,1342177280,0,0,[],"",1,"",-5,5,0,450,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6847,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalSwordIncursionChampionTemple",2248,10,3,4,11,"[""Metadata/Monsters/Skeletons/Skeleton/IncursionSkeleton2HSword.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstructChampionTemple",[],1,"","",115,3,6,2,8,100,"[813,122,74,779,776,796,764,1142,30,31,765,51,820,73,801]",75,[],105,105,700,500,0,"[382,276,801]","Metadata/Monsters/Skeletons/IncursionSkeletonKnight.ais","[6190,6214]","",8,"Enhanced Vaal Fallen",242,450,1320,[7321],[],"",15,"","",0,[],[],[],1,1,6,100,0,0,100,1342228762,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,419364606,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,637534208,14135,0,0,637534208,14135,0,0,637534208,14135,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,637534208,14135,0,0,637534208,14135,167772160,1342177280,0,0,[],"",1,"",-5,5,0,450,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6848,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalSwordIncursionChampionTempleMap",2249,10,3,4,11,"[""Metadata/Monsters/Skeletons/Skeleton/IncursionSkeleton2HSword.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstructChampionTemple",[],1,"","",115,3,6,2,8,100,"[813,122,74,779,776,796,764,1142,30,31,765,51,820,73,801]",150,[],105,105,700,500,0,"[382,276,801]","Metadata/Monsters/Skeletons/IncursionSkeletonKnight.ais","[6190,6214]","",8,"Enhanced Vaal Fallen",242,450,1320,[7321],[],"",15,"","",0,[],[],[],1,1,6,100,0,0,100,1342215260,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,419364606,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,939524096,14137,0,0,939524096,14137,0,0,939524096,14137,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,939524096,14137,0,0,939524096,14137,167772160,1342177280,0,0,[],"",1,"",-5,5,0,450,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6849,"Metadata/Monsters/Skeletons/SkeletonBowKnightElementalIncursion",2261,11,3,6,40,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonArmouredRanged.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalSkeletonRanged",[6370],1,"","",115,3,6,4,8,100,"[813,122,74,786,796,1142,31,765,822,32,801]",60,[],105,105,700,500,0,"[381,276]","Metadata/Monsters/Skeletons/SkeletonRanged.ais",[],"",8,"Vaal Slayer",75,150,1995,[14171],[7297],14170,13,"","",0,[],[],[],1,1,4,12,0,0,100,1342221875,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,419364606,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,905969664,14139,0,0,905969664,14139,0,0,905969664,14139,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,905969664,14139,0,0,905969664,14139,167772160,1342177280,0,0,[],"","","",0,0,0,150,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6850,"Metadata/Monsters/Skeletons/SkeletonBowKnightElementalIncursionMap",2262,11,3,6,40,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonArmouredRanged.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalSkeletonRanged",[6370],1,"","",115,3,6,4,8,100,"[813,122,74,786,796,1142,31,765,822,32,801]",80,[],105,105,700,500,0,"[381,276]","Metadata/Monsters/Skeletons/SkeletonRanged.ais",[],"",8,"Vaal Slayer",74,216,1995,[14171],[7297],14170,13,"","",0,[],[],[],1,1,4,12,0,0,100,1342214148,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,419364606,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,-838860800,14140,0,0,-838860800,14140,0,0,-838860800,14140,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-838860800,14140,0,0,-838860800,14140,167772160,1342177280,0,0,[],"","","",0,0,0,216,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6851,"Metadata/Monsters/Skeletons/SkeletonBowKnightElementalIncursionMapMemoryLine",2262,11,3,6,40,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonArmouredRanged.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalSkeletonRanged",[6370],1,"","",115,3,6,4,8,100,"[813,122,74,786,796,1142,1008,31,765,822,32,801]",80,[],105,105,700,500,0,"[381,276]","Metadata/Monsters/Skeletons/SkeletonRanged.ais",[],"",8,"Vaal Slayer",74,216,1995,[14171],[7297],14170,13,"","",0,[],[],[],1,1,4,12,0,0,100,1342188856,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,419364606,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,-1979711488,14142,0,0,-1979711488,14142,0,0,-1979711488,14142,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1979711488,14142,0,0,-1979711488,14142,167772160,1342177280,0,0,[],"","","",0,0,0,216,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueIncursion/MemoryLineSpawn""]",0,0,0,0,0,"","",""
6852,"Metadata/Monsters/Skeletons/SkeletonBowKnightElementalIncursionTemple",2263,11,3,6,40,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonArmouredRanged.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalSkeletonRangedTemple",[6370],1,"","",115,3,6,4,8,100,"[813,122,74,786,796,1142,31,765,822,32,801]",60,[],105,105,700,500,0,"[381,276]","Metadata/Monsters/Skeletons/SkeletonRanged.ais",[],"",8,"Vaal Slayer",75,216,1995,[14171],[7297],14170,13,"","",0,[],[],[],1,1,6,100,0,0,100,1342182312,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,419364606,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,-1476395008,14144,0,0,-1476395008,14144,0,0,-1476395008,14144,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1476395008,14144,0,0,-1476395008,14144,167772160,1342177280,0,0,[],"","","",0,0,0,216,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6853,"Metadata/Monsters/Skeletons/SkeletonBowKnightElementalIncursionTempleMap",2264,11,3,6,40,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonArmouredRanged.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalSkeletonRangedTemple",[6370],1,"","",115,3,6,4,8,100,"[813,122,74,786,796,1142,31,765,822,32,801]",120,[],105,105,700,500,0,"[381,276]","Metadata/Monsters/Skeletons/SkeletonRanged.ais",[],"",8,"Vaal Slayer",75,216,1995,[14171],[7297],14170,13,"","",0,[],[],[],1,1,6,100,0,0,100,1342227332,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,419364606,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,1275068416,14146,0,0,1275068416,14146,0,0,1275068416,14146,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1275068416,14146,0,0,1275068416,14146,167772160,1342177280,0,0,[],"","","",0,0,0,216,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6854,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalLargeSwordIncursion",2265,21,3,4,15,"[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonColossalArmoured.act""]","[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonLarge.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstructLarge",[],1,"","",100,3,6,2,8,100,"[813,122,74,777,774,797,764,1142,30,31,765,51,820,802,73]",75,[],105,105,700,500,0,"[382,276]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Colossal Vaal Fallen",405,248,1500,[9696],[],"",9,"","",0,[],[],[],1,1,4,61,0,0,61,1342190030,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,385810174,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,-2113929216,14148,0,0,-2113929216,14148,0,0,-2113929216,14148,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-2113929216,14148,0,0,-2113929216,14148,167772160,1342177280,0,0,[],"",1,"",-5,5,0,248,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6855,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalLargeSwordIncursionMap",2266,21,3,4,15,"[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonColossalArmoured.act""]","[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonLarge.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstructLarge",[],1,"","",100,3,6,2,8,100,"[813,122,74,777,774,797,764,1142,30,31,765,51,820,802,73]",100,[],105,105,700,500,0,"[382,276]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Colossal Vaal Fallen",337,396,1500,[9696],[],"",9,"","",0,[],[],[],1,1,4,61,0,0,61,1342218127,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,385810174,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,1375731712,14150,0,0,1375731712,14150,0,0,1375731712,14150,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1375731712,14150,0,0,1375731712,14150,167772160,1342177280,0,0,[],"",1,"",-5,5,0,396,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6856,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalLargeSwordIncursionMapMemoryLine",2266,21,3,4,15,"[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonColossalArmoured.act""]","[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonLarge.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstructLarge",[],1,"","",100,3,6,2,8,100,"[813,122,74,777,774,797,764,1142,1008,30,31,765,51,820,802,73]",100,[],105,105,700,500,0,"[382,276]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Colossal Vaal Fallen",337,396,1500,[9696],[],"",9,"","",0,[],[],[],1,1,4,61,0,0,61,1342189428,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,385810174,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,1174405120,14152,0,0,1174405120,14152,0,0,1174405120,14152,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1174405120,14152,0,0,1174405120,14152,167772160,1342177280,0,0,[],"",1,"",-5,5,0,396,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueIncursion/MemoryLineSpawn""]",0,0,0,0,0,"","",""
6857,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalLargeSwordIncursionTemple",2267,21,3,4,15,"[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonColossalArmoured.act""]","[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonLarge.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstructLargeTemple",[],1,"","",100,3,6,2,8,100,"[813,122,74,777,774,797,764,1142,30,31,765,51,820,802,73]",75,[],105,105,700,500,0,"[382,276]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Colossal Vaal Fallen",338,396,1500,[9696],[],"",9,"","",0,[],[],[],1,1,6,100,0,0,100,1342238857,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,385810174,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,-1677721600,14154,0,0,-1677721600,14154,0,0,-1677721600,14154,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1677721600,14154,0,0,-1677721600,14154,167772160,1342177280,0,0,[],"",1,"",-5,5,0,396,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6858,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalLargeSwordIncursionTempleMap",2268,21,3,4,15,"[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonColossalArmoured.act""]","[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonLarge.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstructLargeTemple",[],1,"","",100,3,6,2,8,100,"[813,122,74,777,774,797,764,1142,30,31,765,51,820,802,73]",150,[],105,105,700,500,0,"[382,276]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Colossal Vaal Fallen",338,396,1500,[9696],[],"",9,"","",0,[],[],[],1,1,6,100,0,0,100,1342195173,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,385810174,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,2013265920,14156,0,0,2013265920,14156,0,0,2013265920,14156,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,2013265920,14156,0,0,2013265920,14156,167772160,1342177280,0,0,[],"",1,"",-5,5,0,396,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6859,"Metadata/Monsters/Snake/SnakeSpitIncursionTemple",2251,30,3,6,9,"[""Metadata/Monsters/Snake/Snake.act""]","[""Metadata/Monsters/Snake/Snake1/Snake1.ao""]","Metadata/Monsters/Snake/SnakeRanged",[],1,"","",100,2,6,6,2,0,"[72,74,787,774,807,803,795,764,1142,31,29,765,32,118,50]",63,[],105,105,700,500,0,"[382,1532]","Metadata/Monsters/Snake/HybridSnake.ais","[6190,6205]","",1,"Bramble Cobra",101,81,1095,[],[],"","","","",0,[],[4604],[],1,1,6,100,0,0,100,1342213619,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,738197504,14158,0,0,738197504,14158,0,0,738197504,14158,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,738197504,14158,0,0,738197504,14158,167772160,1342177280,0,0,[],"",1,"",-10,10,0,81,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6860,"Metadata/Monsters/Snake/SnakeSpitIncursionTempleMap_",2252,30,3,6,9,"[""Metadata/Monsters/Snake/Snake.act""]","[""Metadata/Monsters/Snake/Snake1/Snake1.ao""]","Metadata/Monsters/Snake/SnakeRanged",[],1,"","",100,2,6,6,2,0,"[72,74,787,774,807,803,795,764,1142,31,29,765,32,118,50]",125,[],105,105,700,500,0,"[382,1532]","Metadata/Monsters/Snake/HybridSnake.ais","[6190,6205]","",1,"Bramble Cobra",100,80,1095,[],[],"","","","",0,[],[4604],[],1,1,6,100,0,0,100,1342241243,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-402653184,14159,0,0,-402653184,14159,0,0,-402653184,14159,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-402653184,14159,0,0,-402653184,14159,167772160,1342177280,0,0,[],"",1,"",-10,10,0,80,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
