"rownum","Id","Name","Metadata","rid","NPCMasterKey","ShortName","i32","NPCAudios1","NPCAudios2","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32"
653,"Metadata/NPC/League/Affliction/GlyphsSingleStatue","Worn Statue","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3150,"","Worn Statue",0,[],[],-16861643,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,0
654,"Metadata/NPC/League/Affliction/GlyphsWarringSisters","The Warring Sisters","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3151,"","The Warring Sisters",0,[],[],-16858284,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,0
655,"Metadata/NPC/League/Azmeri/UniqueDealerMaps","Nameless Seer","Metadata/NPC/NPC","","","Nameless Seer",0,[185],[186],-16902025,-16843010,-16843010,-16843010,-16843010,"",0,671154176,0,0,0,2080374784,0,0
656,"Metadata/NPC/League/Necropolis/GraveyardKeeperWild","Undertaker Arimor","Metadata/NPC/NPC","","","Undertaker Arimor",0,[193],[194],-16870415,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
657,"Metadata/NPC/League/Necropolis/GraveyardKeeperNecropolis","Undertaker Arimor","Metadata/NPC/NPC","","","Undertaker Arimor",0,[193],[194],-16858022,-16843010,-16843010,-16843010,-16843010,"",0,687931392,0,0,0,-1610612736,0,0
658,"Metadata/NPC/League/Necropolis/GraveyardKeeperHideout","Undertaker Arimor","Metadata/NPC/NPC","","","Undertaker Arimor",0,[193],[194],-16893642,-16843010,-16843010,-16843010,-16843010,"",0,687931392,0,0,0,-1610612736,0,0
659,"Metadata/NPC/League/Necropolis/GraveyardKeeperWildFirstEncounter","Undertaker Arimor","Metadata/NPC/NPC","","","Undertaker Arimor",0,[193],[194],-16858767,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
660,"Metadata/NPC/League/Necropolis/GraveyardKeeperBook","Undertaker Arimor","Metadata/NPC/NPC","","","Undertaker Arimor",0,[],[],-16896651,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
661,"Metadata/NPC/League/Necropolis/GraveyardKeeperTomb","Undertaker Arimor","Metadata/NPC/NPC","","","Undertaker Arimor",0,[],[],-16864851,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
662,"Metadata/NPC/EldritchHunger_Armour","Eldritch Hunger","Metadata/NPC/NPC","","","Eldritch Hunger",0,[],[],-16854429,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
663,"Metadata/NPC/Epilogue/SnakeOilVendor","Gareth, Serpent Extract Distributor","Metadata/NPC/NPC","","","Gareth",0,[195],[196],-16866164,-16843010,-16843010,-16843010,-16843010,"",0,704708608,0,0,0,-1610612736,0,0
664,"Metadata/NPC/IsiThavarra","Isi Thavarra","Metadata/NPC/NPC","","","Isi Thavarra",0,[],[],-16869145,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
665,"Metadata/NPC/League/Kalguur/VillageMayor","Johan, the King's Hand","Metadata/NPC/NPC",3271,"","Johan",0,[201],[202],-16891425,-16843010,1900286,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
666,"Metadata/NPC/League/Kalguur/VillageMayorTown","Johan, the King's Hand","Metadata/NPC/NPC",3271,"","Johan",0,[201],[202],-16849458,-16843010,1900286,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
667,"Metadata/NPC/League/Kalguur/VillageMayorHideout","Johan, the King's Hand","Metadata/NPC/NPC",3271,"","Johan",0,[201],[202],-16848799,-16843010,1900286,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
668,"Metadata/NPC/League/Kalguur/VillageRecruiter","Raulf, the Recruiter","Metadata/NPC/NPC","","","Raulf",0,[199],[200],-16871340,-16843010,2031358,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
669,"Metadata/NPC/League/Kalguur/VillageFarmer","Sonja, the Farmer","Metadata/NPC/NPC","","","Sonja",0,[197],[198],-16898691,-16843010,1965822,0,0,0,0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
670,"Metadata/NPC/League/Kalguur/VillageRog","Rog, the Disenchanter","Metadata/NPC/NPC",3265,"","Rog",0,[207],[208],-16872182,-16843010,1310462,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
671,"Metadata/NPC/League/Kalguur/VillageDannig","Dannig, the Blacksmith","Metadata/NPC/NPC","","","Dannig",0,[203],[204],-16902875,-16843010,1113854,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
672,"Metadata/NPC/League/Kalguur/VillageTujen","Tujen, the Harbourmaster","Metadata/NPC/NPC","","","Tujen",0,[205],[206],-16879001,-16843010,1244926,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
673,"Metadata/NPC/League/Kalguur/VillageGwennen","Gwennen, the Gambler","Metadata/NPC/NPC","","","Gwennen",0,[145],[146],-16867395,-16843010,1179390,0,0,0,0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
674,"Metadata/NPC/League/Kalguur/VillageIsla","Isla, the Engineer","Metadata/NPC/NPC",3261,"","Isla",0,[209],[210],-16883779,-16843010,851710,0,0,0,0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
675,"Metadata/NPC/League/Kalguur/VillageFaustus","Faustus, the Financier","Metadata/NPC/NPC",3274,"","Faustus",0,[211],[212],-16878046,-16843010,130814,0,0,0,0,721485824,0,0,0,-1610612736,0,0
676,"Metadata/NPC/League/Kalguur/VillageFaustusHideout","Faustus, the Financier","Metadata/NPC/NPC",3274,"","Faustus",0,[211],[212],-16847075,-16843010,130814,0,0,0,0,721485824,0,0,0,-1610612736,0,0
677,"Metadata/Monsters/LeagueKalguur/BanditArcher/BanditArcherBoss","Sasan, the Bandit Lord","Metadata/Monsters/LeagueKalguur/BanditArcher/BanditArcherBoss","","","Sasan",0,[],[],-16843040,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
678,"Metadata/Monsters/LeagueKalguur/VerisiumGuardBoss/VerisiumGuardBoss","The Black Knight","Metadata/Monsters/LeagueKalguur/VerisiumGuardBoss/VerisiumGuardBoss","","","The Black Knight",0,[],[],-16862817,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
679,"Metadata/Monsters/LeagueKalguur/DarnawPirateRaider/PirateCoveBoss","Admiral Valerius","Metadata/Monsters/LeagueKalguur/DarnawPirateRaider/PirateCoveBoss","","","Admiral Valerius",0,[],[],-16862647,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
680,"Metadata/Monsters/LeagueKalguur/DarnawPirateRaider/PirateCannon1","Pirate","Metadata/Monsters/LeagueKalguur/DarnawPirateRaider/PirateCannon1","","","Pirate",0,[],[],-16860189,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
681,"Metadata/Monsters/LeagueKalguur/DarnawPirateRaider/PirateCannon2","Pirate","Metadata/Monsters/LeagueKalguur/DarnawPirateRaider/PirateCannon2","","","Pirate",0,[],[],-16887807,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
682,"Metadata/Pet/LoyalCompanion/LoyalCompanion01","Squire","Metadata/Pet/LoyalCompanion/LoyalCompanion01","","","Squire",0,[],[],-16854510,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
683,"Metadata/Pet/LoyalCompanion/LoyalCompanion02","Squire","Metadata/Pet/LoyalCompanion/LoyalCompanion02","","","Squire",0,[],[],-16863520,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
684,"Metadata/Pet/LoyalCompanion/LoyalCompanion03","Squire","Metadata/Pet/LoyalCompanion/LoyalCompanion03","","","Squire",0,[],[],-16850554,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
685,"Metadata/NPC/League/Kalguur/Letters/LetterIslaGlyph","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],-16897422,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
686,"Metadata/NPC/League/Kalguur/Letters/LetterDannigGlyph1","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],-16858105,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
687,"Metadata/NPC/League/Kalguur/Letters/LetterDannigGlyph2","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],-16882256,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
688,"Metadata/NPC/League/Kalguur/Letters/LetterDannigGlyph3","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],-16873880,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
689,"Metadata/NPC/League/Kalguur/Letters/LetterFaustusGlyph","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],-16861457,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
690,"Metadata/NPC/League/Kalguur/Letters/LetterGwennenGlyph","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],-16869977,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
691,"Metadata/NPC/League/Kalguur/Letters/LetterJohanGlyph","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],-16866642,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
692,"Metadata/NPC/League/Kalguur/Letters/LetterRogGlyph","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],-16843792,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
693,"Metadata/NPC/League/Kalguur/Letters/LetterSonjaGlyph","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],-16855271,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
694,"Metadata/NPC/League/Kalguur/Letters/LetterTujenGlyph","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],-16846043,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
695,"Metadata/NPC/League/Kalguur/Letters/LetterRaulfGlyph","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],-16892030,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
