"rownum","string","i32","string","string","string","string","string","string","rid","rid","rid","string","i32","i32","i32","i32","i32","bool","string","bool","bool","bool"
2656,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionTempleLancingSteelEffect",-1421926032,"Temple Lancing Steel Effect","","Your Lancing Steel becomes a Temple Effect.","","","Lancing Steel Skin","",1,467,"",3,2,2,1,2,"","TempleLancingSteelEffect",1,"",""
2657,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTempleShatteringSteelEffect",-1680844562,"Temple Shattering Steel Effect","","Your Shattering Steel becomes a Temple Effect.","","","Shattering Steel Skin","",1,467,"",3,2,2,1,2,"","TempleShatteringSteelEffect",1,"",""
2658,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodHelmet",-1436989811,"Darkwood Helmet","","Changes the appearance of any equipped helmet to the Darkwood Helmet.","","","Helmet Skin","",1,525,"",3,2,2,1,1,"","DarkwoodHelmet",1,"",""
2659,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodBoots",1857466108,"Darkwood Boots","","Changes the appearance of any equipped boots to the Darkwood Boots.","","","Boots Skin","",1,525,"",3,2,2,1,1,"","DarkwoodBoots",1,"",""
2660,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodGloves",-1477497388,"Darkwood Gloves","","Changes the appearance of any equipped gloves to the Darkwood Gloves.","","","Gloves Skin","",1,525,"",3,2,2,1,1,"","DarkwoodGloves",1,"",""
2661,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodBodyArmour",1858294572,"Darkwood Body Armour","","Changes the appearance of any equipped body armour to the Darkwood Body Armour.","","","Body Armour Skin","",1,525,"",3,2,2,1,1,"","DarkwoodBodyArmour",1,"",""
2662,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodWings",458367,"Glimmersprite Wings","","Adds the Glimmersprite Wings back attachment to any equipped body armour.","","","Body Armour Attachment","",1,531,"",3,2,2,1,1,"","DarkwoodWings",1,"",""
2663,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodCloak",66639753,"Darkwood Cloak","","Adds the Darkwood Cloak back attachment to any equipped body armour.","","","Body Armour Attachment","",1,525,"",3,2,2,1,1,"","DarkwoodCloak",1,"",""
2664,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodWeapon",1873042250,"Darkwood Weapon","","Changes the appearance of any equipped Dagger, Claw, Wand, Sword, One Hand Mace, One Hand Axe, Bow or Quiver to the Darkwood Weapon.","","","Weapon Skin","",1,525,"",3,2,2,1,1,"","DarkwoodWeapon",1,"",""
2665,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodWeaponEffect",-1050569271,"Darkwood Weapon Effect","","Adds the Darkwood Weapon Effect to any equipped weapon.","","","Weapon Effect","",1,525,"",3,2,2,1,1,"","DarkwoodWeaponEffect",1,"",""
2666,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodFootprintsEffect",604584301,"Darkwood Footprints Effect","","Adds Darkwood Footprints to any equipped pair of boots.","","","Footprints Effect","",1,525,"",3,2,2,1,1,"","DarkwoodFootprintsEffect",1,"",""
2667,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodPortalEffect",-1833999785,"Darkwood Portal Effect","","This character's portals use the Darkwood Portal Effect.","","","Portal Modification","",1,525,"",3,2,2,1,1,"","DarkwoodPortalEffect",1,"",""
2668,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkwoodAuraEffect",150134851,"Darkwood Aura Effect","","Your Aura becomes a Darkwood Effect.","","","Aura Skin","",1,525,"",3,2,2,1,2,"","DarkwoodAuraEffect",1,"",""
2669,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkwoodHeraldEffect",97572163,"Darkwood Herald Effect","","Your Herald becomes a Darkwood Effect.","","","Herald Skin","","",525,"",3,2,2,1,2,"","DarkwoodHeraldEffect",1,"",""
2670,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkwoodRaiseSpectreSkin",693666904,"Darkwood Raise Spectre Skin","","Your Spectres have a Darkwood Skin.","","","Raise Spectre Skin","",1,525,"",3,2,2,1,2,"","DarkwoodRaiseSpectreSkin",1,"",""
2671,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkwoodCarrionGolemSkin",372212093,"Darkwood Carrion Golem Skin","","Your Carrion Golems become Darkwood Carrion Golems.","","","Carrion Golem Skin","",1,525,"",3,2,2,1,2,"","DarkwoodCarrionGolemSkin",1,"",""
2672,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkwoodVolatileDeadEffect",-1481510836,"Darkwood Volatile Dead Effect","","Your Volatile Dead becomes a Darkwood Effect.","","","Volatile Dead Skin","",1,525,"",3,2,2,1,2,"","DarkwoodVolatileDeadEffect",1,"",""
2673,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkwoodCremationEffect",1984904355,"Darkwood Cremation Effect","","Your Cremation becomes a Darkwood Effect.","","","Cremation Skin","",1,525,"",3,2,2,1,2,"","DarkwoodCremationEffect",1,"",""
2674,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialCarrionGolemSkin",178192784,"Celestial Carrion Golem Skin","","Your Carrion Golems become Celestial Carrion Golems.","","","Carrion Golem Skin","",1,371,"",3,2,2,1,2,"","CelestialCarrionGolemSkin",1,"",""
2675,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDivineBlackHoleEffect",-465020717,"Divine Void Sphere Effect","","Your Void Sphere becomes a Divine Effect.","","","Void Sphere Skin","",1,367,"",3,2,2,1,2,"","DivineBlackHoleEffect",1,"",""
2676,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSwordThroughHelmetAttachment",1883845330,"Sword Through Helmet Attachment","","Adds the Sword Through Helmet Attachment to your headdress.","","","Helmet Attachment","","",352,"",3,2,2,1,1,"","SwordThroughHelmetAttachment",1,"",""
2677,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGuillotinePortalEffect",832534644,"Guillotine Portal Effect","","This character's portals use the Guillotine Portal Effect.","","","Portal Modification","","",352,"",3,2,2,1,1,"","GuillotinePortalEffect",1,"",""
2678,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSummonRagingEyeballs",94739522,"Summon Raging Eyeballs","","Your Summon Raging Spirit now creates stygian eyeballs.","","","Summon Raging Spirits Skin","","",418,"",3,2,2,1,2,"","SummonRagingEyeballs",1,"",""
2679,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDemonicEyeBannerSkin",1215900585,"Demonic Eye Banner Skin","","Your Banner now has a Demonic Eye skin.","","","Banner Skin","",1,356,"",3,2,2,1,2,"","DemonicEyeBannerSkin",1,"",""
2680,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionViperMoltenShellEffect",-966354234,"Viper Molten Shell Effect","","Your Molten Shell becomes a Viper Effect.","","","Molten Shell Skin","",1,477,"",3,2,2,1,2,"","ViperMoltenShellEffect",1,"",""
2681,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionVerdantCharacterEffect",1162958202,"Verdant Character Effect","","Attaches the Verdant Character Effect to your belt.","","","Character Effect","",1,362,"",3,2,2,1,1,"","VerdantCharacterEffect",1,"",""
2682,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSurvivorsGoggles",196270690,"Survivor's Goggles","","Changes the appearance of any equipped helmet to the Survivor's Goggles.","","","Helmet Skin","","",360,"",3,2,2,1,1,"","SupporterSurvivorsGoggles",1,"",""
2683,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSurvivorsGogglesHelmetAttachment",1736249236,"Survivor's Goggles Helmet Attachment","","Adds the Survivors Goggles Helmet Attachment to your headdress.","","","Helmet Attachment","","","","",3,2,2,1,1,"","SupporterSurvivorsGogglesHelmetAttachment",1,"",""
2684,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCrescentPortalEffect",-1810481199,"Crescent Portal Effect","","This character's portals use the Crescent Portal Effect.","","","Portal Modification","",2,538,"",3,2,2,1,1,"","SupporterCrescentPortalEffect",1,"",""
2685,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionCrescentPortraitFrame",999220588,"Crescent Portrait Frame","","Adds the Crescent Portrait Frame to this character.","","","Portrait Frame Modification","",2,538,"",3,2,2,1,1,"","SupporterCrescentPortraitFrame",1,"",""
2686,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverCrescentHelmet",-803237173,"Silver Crescent Helmet","","Changes the appearance of any equipped helmet to the Silver Crescent Helmet.","","","Helmet Skin","",2,538,"",3,2,2,1,1,"","SupporterSilverCrescentHelmet",1,"",""
2687,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverCrescentBoots",-966024268,"Silver Crescent Boots","","Changes the appearance of any equipped boots to the Silver Crescent Boots.","","","Boots Skin","",2,538,"",3,2,2,1,1,"","SupporterSilverCrescentBoots",1,"",""
2688,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverCrescentGloves",-1663436038,"Silver Crescent Gloves","","Changes the appearance of any equipped gloves to the Silver Crescent Gloves.","","","Gloves Skin","",2,538,"",3,2,2,1,1,"","SupporterSilverCrescentGloves",1,"",""
2689,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverCrescentBodyArmour",-42342578,"Silver Crescent Body Armour","","Changes the appearance of any equipped body armour to the Silver Crescent Body Armour.","","","Body Armour Skin","",2,538,"",3,2,2,1,1,"","SupporterSilverCrescentBodyArmour",1,"",""
2690,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverCrescentAlternateHelmet",1986251362,"Silver Crescent Alternate Helmet","","Changes the appearance of any equipped helmet to the Silver Crescent Alternate Helmet.","","","Helmet Skin","",2,538,"",3,2,2,1,1,"","SupporterSilverCrescentAlternateHelmet",1,"",""
2691,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverCrescentWeapon",1679312014,"Silver Crescent Weapon","","Changes the appearance of any equipped weapon to the Silver Crescent Weapon.","","","Weapon Skin","",2,538,"",3,2,2,1,1,"","SupporterSilverCrescentWeapon",1,"",""
2692,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionSilverCrescentPortraitFrame",-1675237345,"Silver Crescent Portrait Frame","","Adds the Silver Crescent Portrait Frame to this character.","","","Portrait Frame Modification","",2,538,"",3,2,2,1,1,"","SupporterSilverCrescentPortraitFrame",1,"",""
2693,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSunAuraEffect",59326421,"Sun Aura Effect","","Your Aura becomes a Sun Effect.","","","Aura Skin","",2,538,"",3,2,2,1,2,"","SupporterSunAuraEffect",1,"",""
2694,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionSunPortraitFrame",2087212069,"Sun Portrait Frame","","Adds the Sun Portrait Frame to this character.","","","Portrait Frame Modification","",2,538,"",3,2,2,1,1,"","SupporterSunPortraitFrame",1,"",""
2695,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionImperialSunHelmet",-1491899376,"Imperial Sun Helmet","","Changes the appearance of any equipped helmet to the Imperial Sun Helmet.","","","Helmet Skin","",2,538,"",3,2,2,1,1,"","SupporterImperialSunHelmet",1,"",""
2696,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionImperialSunBoots",1398278247,"Imperial Sun Boots","","Changes the appearance of any equipped boots to the Imperial Sun Boots.","","","Boots Skin","",2,538,"",3,2,2,1,1,"","SupporterImperialSunBoots",1,"",""
2697,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionImperialSunGloves",1033707605,"Imperial Sun Gloves","","Changes the appearance of any equipped gloves to the Imperial Sun Gloves.","","","Gloves Skin","",2,538,"",3,2,2,1,1,"","SupporterImperialSunGloves",1,"",""
2698,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionImperialSunBodyArmour",-1478169476,"Imperial Sun Body Armour","","Changes the appearance of any equipped body armour to the Imperial Sun Body Armour.","","","Body Armour Skin","",2,538,"",3,2,2,1,1,"","SupporterImperialSunBodyArmour",1,"",""
2699,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionImperialSunHelmetAttachment",-23718341,"Imperial Sun Helmet Attachment","","Adds the Imperial Sun Helmet Attachment to your headdress.","","","Helmet Attachment","",2,538,"",3,2,2,1,1,"","SupporterImperialSunHelmetAttachment",1,"",""
2700,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionImperialSunWeapon",-1091594034,"Imperial Sun Weapon","","Changes the appearance of any equipped weapon to the Imperial Sun Weapon.","","","Weapon Skin","",2,538,"",3,2,2,1,1,"","SupporterImperialSunWeapon",1,"",""
2701,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionImperialSunPortraitFrame",559395262,"Imperial Sun Portrait Frame","","Adds the Imperial Sun Portrait Frame to this character.","","","Portrait Frame Modification","",2,538,"",3,2,2,1,1,"","SupporterImperialSunPortraitFrame",1,"",""
2702,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBrimstoneWeaponEffect",59579299,"Brimstone Weapon Effect","","Adds the Brimstone Weapon Effect to any equipped weapon.","","","Weapon Effect","",2,536,"",3,2,2,1,1,"","BrimstoneWeaponEffect",1,"",""
2703,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionRenegadePortraitFrame",-1059459572,"Renegade Portrait Frame","","Adds the Renegade Portrait Frame to this character.","","","Portrait Frame Modification","",2,530,"",3,2,2,1,1,"","SupporterRenegadePortraitFrame",1,"",""
2704,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeadlyRenegadeHelmet",459159375,"Deadly Renegade Helmet","","Changes the appearance of any equipped helmet to the Deadly Renegade Helmet.","","","Helmet Skin","",2,530,"",3,2,2,1,1,"","SupporterDeadlyRenegadeHelmet",1,"",""
2705,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeadlyRenegadeBoots",-795513455,"Deadly Renegade Boots","","Changes the appearance of any equipped boots to the Deadly Renegade Boots.","","","Boots Skin","",2,530,"",3,2,2,1,1,"","SupporterDeadlyRenegadeBoots",1,"",""
2706,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeadlyRenegadeGloves",1269592142,"Deadly Renegade Gloves","","Changes the appearance of any equipped gloves to the Deadly Renegade Gloves.","","","Gloves Skin","",2,530,"",3,2,2,1,1,"","SupporterDeadlyRenegadeGloves",1,"",""
2707,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeadlyRenegadeBodyArmour",587211000,"Deadly Renegade Body Armour","","Changes the appearance of any equipped body armour to the Deadly Renegade Body Armour.","","","Body Armour Skin","",2,530,"",3,2,2,1,1,"","SupporterDeadlyRenegadeBodyArmour",1,"",""
2708,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeadlyRenegadeCloak",1405051682,"Deadly Renegade Cloak","","Adds the Deadly Renegade Cloak back attachment to any equipped body armour.","","","Body Armour Attachment","",2,530,"",3,2,2,1,1,"","SupporterDeadlyRenegadeCloak",1,"",""
2709,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionDeadlyRenegadePortraitFrame",-544096526,"Deadly Renegade Portrait Frame","","Adds the Deadly Renegade Portrait Frame to this character.","","","Portrait Frame Modification","",2,530,"",3,2,2,1,1,"","SupporterDeadlyRenegadePortraitFrame",1,"",""
2710,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionWeaponEffect",488695518,"Oblivion Weapon Effect","","Adds the Oblivion Weapon Effect to any equipped weapon.","","","Weapon Effect","",2,535,"",3,2,2,1,1,"","OblivionWeaponEffect",1,"",""
2711,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFaithswornCharacterEffect",128729636,"Elite Faithsworn Character Effect","","Attaches the Elite Faithsworn Character Effect to your belt.","","","Character Effect","",2,530,"",3,2,2,1,1,"","SupporterFaithswornCharacterEffect",1,"",""
2712,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFaithswornPortraitFrame",-2018539277,"Faithsworn Portrait Frame","","Adds the Faithsworn Portrait Frame to this character.","","","Portrait Frame Modification","",2,530,"",3,2,2,1,1,"","SupporterFaithswornPortraitFrame",1,"",""
2713,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEliteFaithswornHelmet",-1660833369,"Elite Faithsworn Helmet","","Changes the appearance of any equipped helmet to the Elite Faithsworn Helmet.","","","Helmet Skin","",2,530,"",3,2,2,1,1,"","SupporterEliteFaithswornHelmet",1,"",""
2714,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEliteFaithswornBoots",-2028017716,"Elite Faithsworn Boots","","Changes the appearance of any equipped boots to the Elite Faithsworn Boots.","","","Boots Skin","",2,530,"",3,2,2,1,1,"","SupporterEliteFaithswornBoots",1,"",""
2715,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEliteFaithswornGloves",1021821964,"Elite Faithsworn Gloves","","Changes the appearance of any equipped gloves to the Elite Faithsworn Gloves.","","","Gloves Skin","",2,530,"",3,2,2,1,1,"","SupporterEliteFaithswornGloves",1,"",""
2716,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEliteFaithswornBodyArmour",-150797908,"Elite Faithsworn Body Armour","","Changes the appearance of any equipped body armour to the Elite Faithsworn Body Armour.","","","Body Armour Skin","",2,530,"",3,2,2,1,1,"","SupporterEliteFaithswornBodyArmour",1,"",""
2717,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEliteFaithswornPortalEffect",-507634391,"Faithsworn Portal Effect","","This character's portals use the Faithsworn Portal Effect.","","","Portal Modification","",2,530,"",3,2,2,1,1,"","SupporterEliteFaithswornPortalEffect",1,"",""
