"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool"
278,"Weapon_GoldenChiyou","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou_gold/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou_gold/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou_gold/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou_gold/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou_gold/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou_gold/epk/staff.epk",-369605243,4,-406192128,4,-369623040,4,-429785088,4,56492032,0,65536,0,-344588288,4,"","",""
279,"Footprint_GoldenChiyou","","","","","","","",56527349,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-340918272,4,"","",""
280,"Footprint_Delirium","","","","","Metadata/Effects/Microtransactions/foot_prints/league_footprints_controller.epk","","",56517472,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-327680000,4,"","",""
281,"Footprint_Blight","","","","","Metadata/Effects/Microtransactions/foot_prints/league_footprints_controller.epk","","",56520529,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-325320704,4,"","",""
282,"Footprint_Harvest2","","","","","Metadata/Effects/Microtransactions/foot_prints/league_footprints_controller.epk","","",56540521,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-322699264,4,"","",""
283,"Footprint_Synthesis","","","","","Metadata/Effects/Microtransactions/foot_prints/league_footprints_controller.epk","","",56508948,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-319946752,4,"","",""
284,"Weapon_ElementalShifting","","","","","","","",56500219,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-316538880,4,"","",""
285,"Weapon_ElementalShiftingFire","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ShiftingElemental/epk/fire_DWC.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ShiftingElemental/epk/fire_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ShiftingElemental/epk/fire_1HAM.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ShiftingElemental/epk/fire_1Hsword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ShiftingElemental/epk/fire_2Hsword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ShiftingElemental/epk/fire_staff.epk",-231678176,4,-286130176,4,-231735296,4,-312606720,4,56492032,0,65536,0,-204734464,4,"","",""
286,"Weapon_ElementalShiftingIce","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ShiftingElemental/epk/ice_DWC.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ShiftingElemental/epk/ice_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ShiftingElemental/epk/ice_1HAM.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ShiftingElemental/epk/ice_1Hsword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ShiftingElemental/epk/ice_2Hsword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ShiftingElemental/epk/ice_staff.epk",-120313286,4,-174194688,4,-120324096,4,-200409088,4,56492032,0,65536,0,-93585408,4,"","",""
287,"Weapon_ElementalShiftingLightning","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ShiftingElemental/epk/lightning_DWC.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ShiftingElemental/epk/lightning_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ShiftingElemental/epk/lightning_1HAM.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ShiftingElemental/epk/lightning_1HSword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ShiftingElemental/epk/lightning_2HSword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ShiftingElemental/epk/lightning_staff.epk",-3636721,4,-60686336,4,-3670016,4,-88473600,4,56492032,0,65536,0,24641536,5,"","",""
288,"Footprint_VoodooKing","","","","","","","",56557401,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,28049408,5,"","",""
289,"Weapon_CrimsonNebula","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/RedNebula/epk/rednebula_DWC.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/RedNebula/epk/rednebula_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/RedNebula/epk/rednebula_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/RedNebula/epk/rednebula_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/RedNebula/epk/rednebula_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/RedNebula/epk/rednebula_staff.epk",95823017,5,56623104,5,95813632,5,30932992,5,56492032,0,65536,0,122159104,5,"","",""
290,"Weapon_BlueGodofThunder","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/godofthunder_blue/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/godofthunder_blue/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/godofthunder_blue/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/godofthunder_blue/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/godofthunder_blue/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/godofthunder_blue/epk/staff.epk",190091262,5,151126016,5,190054400,5,125960192,5,56492032,0,65536,0,216662016,5,"","",""
291,"Footprint_BlueGodofThunder","","","","","","","",56510402,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,220856320,5,"","",""
292,"Weapon_ShatteringCrystalRuby","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/Dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/Sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/2H_Mace.epk",251924182,5,238419968,5,251920384,5,224788480,5,56492032,0,65536,0,265682944,5,"","",""
293,"Weapon_ShatteringJade","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Sword.epk",297715272,5,283508736,5,297664512,5,269221888,5,56492032,0,65536,0,312082432,5,"","",""
294,"Weapon_ShatteringObsidian","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/Dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/Sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/2H_Mace.epk",345676453,5,330956800,5,345636864,5,316145664,5,56492032,0,65536,0,360579072,5,"","",""
295,"Weapon_DivineManastorm","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_DW.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_staff.epk",436920092,5,392953856,5,436862976,5,451543040,5,56492032,0,65536,0,480903168,5,"","",1
296,"Weapon_Possessed","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ghost_flickering/epk/wp_flicker.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ghost_flickering/epk/wp_shield_flicker.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ghost_flickering/epk/wp_flicker.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ghost_flickering/epk/wp_flicker.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ghost_flickering/epk/wp_flicker.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ghost_flickering/epk/wp_flicker.epk",483814016,5,483786752,5,483786752,5,511442944,5,56492032,0,65536,0,525467648,5,"","",""
297,"Footprint_Wuzhiqi","","","","","Metadata/Effects/Microtransactions/foot_prints/Wuzhiqi/footprints_wuzhiqi_trl.epk","","",56549046,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,539361280,5,"","",""
298,"Weapon_Wuzhiqi","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_DWC.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_staff.epk",603779489,5,566099968,5,603717632,5,541458432,5,56492032,0,65536,0,629014528,5,"","",""
299,"Footprint_Blood_Tendrils","","","","","Metadata/Effects/Microtransactions/foot_prints/tendril/epk/blood_tendirl.epk","","",56548728,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,643170304,5,"","",""
300,"Footprint_Web_Tendrils","","","","","Metadata/Effects/Microtransactions/foot_prints/tendril/epk/web_tendril.epk","","",56540107,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,656277504,5,"","",""
301,"Footprint_Venom_Tendrils","","","","","Metadata/Effects/Microtransactions/foot_prints/tendril/epk/venom_ink.epk","","",56513444,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,669384704,5,"","",""
302,"Weapon_Runebind","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_DW.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_staff.epk",735083699,5,696647680,5,735051776,5,747896832,5,56492032,0,65536,0,773586944,5,"","",""
