"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","i32","i32","i32","i32","i32","i32","i32","string","bool","rid","bool","rid","bool","[rid]","i32","bool","bool","i32","[rid]","rid","bool","bool","i32","bool","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[rid]","i32","[rid]","bool","rid","rid"
2270,"corpses_speed2747_","Art/2DArt/SkillIcons/passives/CorpseDamage.dds",[4751],16,0,0,0,-1008450998,4,0,0,-986447872,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2271,"corpses_notable2748","Art/2DArt/SkillIcons/passives/CorpsesNotable.dds","[4751,12006,6787]",30,120,2,0,-973970593,4,0,0,-972423168,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2272,"banners2750","Art/2DArt/SkillIcons/passives/auraareaofeffect.dds",[843],12,0,0,0,1548918906,1,0,0,-969670656,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2273,"banner_notable2751","Art/2DArt/SkillIcons/passives/BannersNotable.dds","[20465,20468]",20,3,0,0,-958335431,4,0,0,-956956672,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2274,"elusive2753","Art/2DArt/SkillIcons/passives/SpellSuppressionEnergyShield.dds","[14706,138]",5,10,0,0,-944757207,4,0,0,-938082304,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2275,"elusive2754","Art/2DArt/SkillIcons/passives/SpellSuppressionEnergyShield.dds","[14706,138]",5,10,0,0,-944717461,4,0,0,-934281216,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2276,"elusive_notable2755","Art/2DArt/SkillIcons/passives/SpellSupressionAndEnergyShieldNotable.dds","[14706,15150]",12,50,0,0,-919839229,4,0,0,-918552576,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2277,"stances2756","Art/2DArt/SkillIcons/passives/StancesNode.dds","[1359,1229]",10,1,0,0,-1108568204,4,0,0,-908591104,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2278,"stances2757","Art/2DArt/SkillIcons/passives/StancesNode.dds","[1359,1229]",10,1,0,0,-1108574923,4,0,0,-904790016,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2279,"stances_notable2758_","Art/2DArt/SkillIcons/passives/MeleeRange2.dds","[1359,15147]",24,4,0,0,-893629166,4,0,0,-891551744,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2280,"ailmentres2759","Art/2DArt/SkillIcons/passives/crystalskin.dds","[620,13370]",10,-10,0,0,846332555,0,0,0,-887357440,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2281,"ailmentres_fire2760","Art/2DArt/SkillIcons/passives/avoidburning.dds",[207],20,0,0,0,-883513295,4,0,0,-881065984,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2282,"ailmentres_cold2761","Art/2DArt/SkillIcons/passives/avoidchilling.dds","[2588,206]",-20,20,0,0,-876207171,4,0,0,-872415232,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2283,"ailmentres_lightning2762","Art/2DArt/SkillIcons/passives/lightningdex.dds",[3586],-20,0,0,0,-867955386,4,0,0,-865599488,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2284,"ailmentres_notable2763","Art/2DArt/SkillIcons/passives/ElementalAilmentResistance.dds","[946,620,13370]",1,20,-20,0,-851169748,4,0,0,-849084416,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2285,"impale_twohand2764","Art/2DArt/SkillIcons/passives/ImapleNode.dds",[11960],10,0,0,0,-845413536,4,0,0,-840302592,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2286,"impale_twohand2765","Art/2DArt/SkillIcons/passives/ImapleNode.dds",[11959],10,0,0,0,-836571188,4,0,0,-831520768,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2287,"impale_twohand_notable2766","Art/2DArt/SkillIcons/passives/TwoHandedweaponImpalesNotable.dds","[11961,11959,11978]",30,20,50,0,-816160486,4,0,0,-814743552,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2288,"poisonspells_chance2767","Art/2DArt/SkillIcons/passives/PoisonSpellsNode.dds",[11471],10,0,0,0,-803597414,4,0,0,-799670272,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2289,"poisonspells_damage2768","Art/2DArt/SkillIcons/passives/PoisonSpellsNode.dds",[11471],15,0,0,0,-803590448,4,0,0,-795344896,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2290,"poisonspells_chance2769","Art/2DArt/SkillIcons/passives/castspeed.dds","[3360,216]",15,3,0,0,-789925134,4,0,0,-786038784,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2291,"poisonspells_chance2770","Art/2DArt/SkillIcons/passives/castspeed.dds","[3360,216]",15,3,0,0,-789957776,4,0,0,-780664832,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2292,"poisonspells_notable2771","Art/2DArt/SkillIcons/passives/PoisonSpellsNotable.dds","[11362,11951]",12,-5,0,0,-767892816,4,0,0,-764674048,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2293,"increased_mana_cost2773","Art/2DArt/SkillIcons/passives/IncreasedManaCostNode.dds","[213,128]",-5,10,0,0,-751803278,4,0,0,-747896832,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2294,"increased_mana_cost_notable2774","Art/2DArt/SkillIcons/passives/IncreasedManaCostNotable.dds","[128,213]",30,-10,0,0,-733583024,4,0,0,-731906048,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2295,"intensify2776_","Art/2DArt/SkillIcons/passives/damagespells.dds",[25],12,0,0,0,-662258263,0,0,0,-728760320,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2296,"intensify_notable2777","Art/2DArt/SkillIcons/passives/InfusedFlesh.dds","[9497,124]",18,0,0,0,-717319653,4,0,0,-715390976,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2297,"sacred_bastion_keystone2779","Art/2DArt/SkillIcons/passives/SacredBastionKeystone.dds",[12051],1,0,0,0,-703045488,4,0,0,-700710912,4,65536,"Layer only your most vital areas, child. We have less steel,\r\nbut we are willing to bleed, and that is why we will be victorious.","",7697,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2298,"impaler_keystone2780","Art/2DArt/SkillIcons/passives/ImpaleKeystone.dds",[12044],1,0,0,0,-672997463,4,0,0,-671350784,4,65536,"Punish your enemies with the excessive cruelty of a tyrant,\r\nthen move on without a second thought.","",7697,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2299,"brand_duration_and_damage_2780","Art/2DArt/SkillIcons/passives/Brand2.dds",[8574],12,0,0,0,-652816977,4,0,0,-650772480,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2300,"brand_duration_2781","Art/2DArt/SkillIcons/passives/Brand2.dds",[8574],15,0,0,0,-652865362,4,0,0,-646971392,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2301,"brand_recall_cooldown_2782","Art/2DArt/SkillIcons/passives/Brand2.dds",[8597],15,0,0,0,-642217765,4,0,0,-638058496,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2302,"brand_duration_and_cooldown_notable_2783","Art/2DArt/SkillIcons/passives/Brand2.dds","[8574,8597,8427]",20,20,2,0,-629343389,4,0,0,-627572736,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2303,"chain_notable_2785","Art/2DArt/SkillIcons/passives/ChainingProjectiles.dds",[11792],30,0,0,0,-616648431,4,0,0,-615120896,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2304,"fork_notable_2786","Art/2DArt/SkillIcons/passives/ForkingProjectilesNotable.dds",[12029],50,0,0,0,-603579491,4,0,0,-602013696,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2305,"projectiles_fork_2787","Art/2DArt/SkillIcons/passives/projectilespeed.dds",[497],14,0,0,0,-1363346593,0,0,0,-597950464,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2306,"projectiles_fork_2788","Art/2DArt/SkillIcons/passives/IncreasedProjectileSpeedNode.dds",[12030],50,0,0,0,-593835279,4,0,0,-591921152,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2307,"projectiles_chain_2789","Art/2DArt/SkillIcons/passives/IncreasedProjectileSpeedNode.dds","[12031,11792]",10,15,0,0,-586623943,4,0,0,-580780032,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2308,"projectiles_pierce_2790","Art/2DArt/SkillIcons/passives/IncreasedProjectileSpeedNode.dds",[7121],6,0,0,0,-576410849,4,0,0,-571604992,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2309,"shield_scaling_notable_2791","Art/2DArt/SkillIcons/passives/HoldingShieldDamage.dds","[19,416]",8,25,0,0,-558482355,4,0,0,-556924928,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2310,"shield_defences_2792","Art/2DArt/SkillIcons/passives/LifeRecoupNode.dds","[104,9497]",15,4,0,0,1810497663,4,0,0,-551944192,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2311,"projectiles_fork_2793","Art/2DArt/SkillIcons/passives/IncreasedProjectileSpeedNode.dds",[12030],-50,0,0,0,-593879623,4,0,0,-547880960,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2312,"elemental_reflect_2794","Art/2DArt/SkillIcons/passives/flaskstr.dds",[10954],1,0,0,0,-543644523,4,0,0,-540540928,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2313,"elemental_reflect_2795","Art/2DArt/SkillIcons/passives/flaskint.dds",[9957],1,0,0,0,-536289365,4,0,0,-533200896,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2314,"elemental_reflect_notable_2796","Art/2DArt/SkillIcons/passives/LifeandManaFlasks.dds","[10954,9957,459]",2,2,15,0,-518863358,4,0,0,-515899392,4,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2315,"physical_reflect_2797","Art/2DArt/SkillIcons/passives/DamageOverTime.dds",[10140],6,0,0,0,-1931180425,3,0,0,-511836160,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2316,"physical_reflect_2798","Art/2DArt/SkillIcons/passives/DamageOverTime.dds",[10140],6,0,0,0,-1931166730,3,0,0,-507772928,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2317,"physical_reflect_notable_2799","Art/2DArt/SkillIcons/passives/DamageOverTimeNotable.dds",[10140],15,0,0,0,-495164046,4,0,0,-493879296,4,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2318,"travel_skills_cant_be_exerted_notable","Art/2DArt/SkillIcons/passives/AxeNotable1.dds","[34,11528,8431]",30,30,12,0,-479453936,4,0,0,-476971008,4,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2319,"hex_zone_keystone2800_","Art/2DArt/SkillIcons/passives/KeystoneHexMaster.dds",[17282],1,0,0,0,-465785900,4,0,0,-464257024,4,65536,"Hear these words but once and they will echo in your nightmares forever.","",7697,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2320,"chaos_damage2801","Art/2DArt/SkillIcons/passives/ChaosDamage.dds",[63],16,0,0,0,-1219313845,1,0,0,-451149824,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2321,"chaos_damage2802","Art/2DArt/SkillIcons/passives/ChaosDamage.dds",[63],16,0,0,0,-1219333187,1,0,0,-447741952,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2322,"curse_effect2803","Art/2DArt/SkillIcons/passives/CurseEffectNode.dds",[1385],5,0,0,0,-710244943,1,0,0,-444334080,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2323,"curse_alternate2804","Art/2DArt/SkillIcons/passives/CurseEffectNode.dds",[1385],5,0,0,0,-710233057,1,0,0,-440532992,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2324,"curse_alternate2805","Art/2DArt/SkillIcons/passives/Corruption.dds",[11058],15,0,0,0,-436699003,4,0,0,-432668672,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2325,"curse_alternate2806","Art/2DArt/SkillIcons/passives/CurseManaReservation.dds",[14856],10,0,0,0,-421495238,4,0,0,-416940032,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2326,"curse_alternate_notable2807","Art/2DArt/SkillIcons/passives/CurseNotable.dds",[17303],2,0,0,0,-405764321,4,0,0,-403439616,4,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2327,"mark_effect2808","Art/2DArt/SkillIcons/passives/MarkNode.dds",[13036],20,0,0,0,-400154196,4,0,0,-395444224,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2328,"mark_effect2809","Art/2DArt/SkillIcons/passives/MarkNode.dds",[13036],20,0,0,0,-400135491,4,0,0,-392167424,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
