"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","ChangedForHardmode","DescriptionHardmode","IsGold"
3339,2824,1,1,"modify_portal_variation","","","This character's portals use the Divine Stygian Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],363,"","",""
3340,2825,1,1,"modify_portal_variation","","","This character's portals use the Infernal Stygian Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],344,"","",""
3341,2826,1,1,"modify_portal_variation","","","This character's portals use the Stormcaller Stygian Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],364,"","",""
3342,2827,1,1,"modify_portal_variation","","","This character's portals use the Ghostflame Stygian Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],349,"","",""
3343,2828,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Automaton Lightning Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],415,"","",""
3344,2829,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Automaton Lightning Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],415,"","",""
3345,2830,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Automaton Lightning Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],415,"","",""
3346,2831,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Automaton Lightning Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],415,"","",""
3347,2832,1,1,"grant_micro","","","Your Ice Nova becomes an Illusionist Effect.",[],"","Ice Nova Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],482,"","",""
3348,2833,1,1,"grant_micro","","","Your Ice Nova becomes a Celestial Effect.",[],"","Ice Nova Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],367,"","",""
3349,2834,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Arcane Celestial Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[],0,[4],355,"","",""
3350,2835,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Demonic Celestial Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[],0,[4],352,"","",""
3351,2836,1,1,"grant_micro","","","Adds the Nightwatch Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",516,"","",""
3352,2837,1,1,"grant_micro","","","Adds the Doomcrow Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],350,"","",""
3353,2838,1,1,"grant_micro","","","The Thunderstorm Apparition possesses your character.",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],364,"","",""
3354,2839,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Winter Dragon Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],553,"","",""
3355,2840,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Winter Dragon Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],553,"","",""
3356,2841,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Winter Dragon Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],553,"","",""
3357,2842,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Winter Dragon Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],553,"","",""
3358,2843,1,1,"grant_micro","","","Adds the Winter Dragon Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],553,"","",""
3359,2844,1,1,"grant_micro","","","Adds the Winter Dragon Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",553,"","",""
3360,2845,1,1,"grant_micro","","","The Winter Dragon Apparition possesses your character.",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],553,"","",""
3361,2846,1,1,"grant_micro","","","Changes the appearance of any equipped One Hand Sword, Mace or Axe to the Winter Dragon Sword.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",553,"","",""
3362,2847,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Sword, Axe or Mace to a Winter Dragon LongSword.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],553,"","",""
3363,2848,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to the Winter Dragon Bow.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],553,"","",""
3364,2849,1,1,"grant_micro","","","Changes the appearance of any equipped Quiver to the Winter Dragon Quiver.",[],"","Quiver Skin","",[],[],0,"",0,"",2,[],[],[],0,[4],553,"","",""
3365,2850,1,1,"grant_micro","","","Adds the Winter Dragon Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",553,"","",""
3366,2851,1,1,"grant_micro","","","Attaches the Winter Dragon Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],553,"","",""
3367,2852,1,1,"grant_micro","","","Adds Winter Dragon Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],553,"","",""
3368,2853,1,1,"modify_portal_variation","","","This character's portals use the Winter Dragon Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],553,"","",""
3369,2854,1,1,"grant_micro","","","Your Dominating Blow becomes a Celestial Effect.",[],"","Dominating Blow Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],367,"","",""
3370,2855,1,1,"grant_micro","","","Your Warcry becomes a Celestial Effect.",[],"","Warcry Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],367,"","",""
3371,2856,1,1,"grant_micro","","","Your Fist of War becomes a Judgement Effect.",[],"","Fist of War Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],522,"","",""
3372,2857,1,1,"grant_micro","","","Your Fist of War becomes a Golden Celestial Effect.",[],"","Fist of War Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],367,"","",""
3373,2858,1,1,"grant_micro","","","Attaches the Spellblade Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],518,"","",""
3374,2859,1,1,"grant_micro","","","Adds the Spellblade Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],518,"","",""
3375,2860,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Master Spellblade Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],518,"","",""
3376,2861,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Master Spellblade Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],518,"","",""
3377,2862,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Master Spellblade Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],518,"","",""
3378,2863,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Master Spellblade Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],518,"","",""
3379,2864,1,1,"grant_micro","","","Adds the Master Spellblade Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],518,"","",""
3380,2865,1,1,"grant_micro","","","Attaches the Eagle Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],518,"","",""
3381,2866,1,1,"grant_micro","","","Adds the Eagle Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],518,"","",""
3382,2867,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Imperial Eagle Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],518,"","",""
3383,2868,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Imperial Eagle Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],518,"","",""
3384,2869,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Imperial Eagle Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],518,"","",""
3385,2870,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Imperial Eagle Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],518,"","",""
3386,2871,1,1,"grant_micro","","","Adds the Imperial Eagle Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],518,"","",""
3387,2872,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Heist Brimmed Hat.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],518,"","",""
3388,2873,1,1,"grant_micro","","","Adds the Tencent Anniversary 3 Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","",""
3389,2874,1,1,"grant_micro","","","Adds the Tencent Anniversary 3 Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],383,"","",""
3390,2875,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to Nenet's Hood.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],518,"","",""
3391,2876,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to Huck's Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],518,"","",""
3392,2877,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to Vinderi's Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],518,"","",""
3393,2878,1,1,"modify_portal_variation","","","This character's portals use the Heist Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],518,"","",""
3394,2879,1,1,"grant_micro","","","Adds the Sunrise Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",519,"","",""
3395,2880,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Sunrise Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],519,"","",""
3396,2881,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Sunrise Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],519,"","",""
3397,2882,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Sunrise Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],519,"","",""
3398,2883,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Sunrise Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],519,"","",""
3399,2884,1,1,"grant_micro","","","Adds the Sunrise Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],519,"","",""
3400,2885,1,1,"grant_micro","","","Adds the Sunrise Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],519,"","",""
3401,2886,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Sunrise Shield.",[],"","Shield Skin","",[],[],0,"",0,"",2,[],[],[],0,[4],519,"","",""
3402,2887,1,1,"grant_micro","","","Attaches the Sunrise Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],519,"","",""
3403,2888,1,1,"grant_micro","","","Adds the Sunrise Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",519,"","",""
3404,2889,1,1,"grant_micro","","","Adds Sunrise Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],519,"","",""
3405,2890,1,1,"grant_micro","","","This character's portals use the Sunrise Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],519,"","",""
3406,2891,1,1,"grant_micro","","","Your Aura becomes a Sunrise Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],519,"","",""
3407,2892,1,1,"grant_micro","","","Your Blood and Sand and Flesh and Stone becomes a Sunrise Effect.",[],"","Blood and Sand Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],519,"","",""
3408,2893,1,1,"grant_micro","","","Adds the Nightfall Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",519,"","",""
3409,2894,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Nightfall Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],519,"","",""
3410,2895,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Nightfall Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],519,"","",""
3411,2896,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Nightfall Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],519,"","",""
3412,2897,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Nightfall Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],519,"","",""
3413,2898,1,1,"grant_micro","","","Adds the Nightfall Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],519,"","",""
3414,2899,1,1,"grant_micro","","","Adds the Nightfall Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],519,"","",""
3415,2900,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, Dagger, Wand, Claw or One Hand Axe to the Nightfall Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",519,"","",""
3416,2901,1,1,"grant_micro","","","Attaches the Nightfall Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],519,"","",""
3417,2902,1,1,"grant_micro","","","Adds the Nightfall Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",519,"","",""
3418,2903,1,1,"grant_micro","","","Adds Nightfall Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],519,"","",""
3419,2904,1,1,"grant_micro","","","This character's portals use the Nightfall Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],519,"","",""
3420,2905,1,1,"grant_micro","","","Your Aura becomes a Nightfall Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],519,"","",""
3421,2906,1,1,"grant_micro","","","Your Flame Dash becomes a Nightfall Effect.",[],"","Flame Dash Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],519,"","",""
3422,2907,1,1,"grant_micro","","","Adds the Twilight Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",519,"","",""
3423,2908,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Twilight Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],519,"","",""
3424,2909,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Twilight Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],519,"","",""
3425,2910,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Twilight Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],519,"","",""
3426,2911,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Twilight Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],519,"","",""
3427,2912,1,1,"grant_micro","","","Adds the Twilight Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],519,"","",""
3428,2913,1,1,"grant_micro","","","Adds the Twilight Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],519,"","",""
3429,2914,1,1,"grant_micro","","","Adds Twilight Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],519,"","",""
3430,2915,1,1,"grant_micro","","","This character's portals use the Twilight Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],519,"","",""
3431,2916,1,1,"grant_micro","","","Attaches the Twilight Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"","",[],[],[],16,[15],519,"","",""
3432,2917,1,1,"grant_micro","","","Your Explosive Arrow becomes a Twilight Effect.",[],"","Explosive Arrow Skin","",[],[],0,"",0,"","",[],[],[],17,[37],519,"","",""
3433,2918,1,1,"grant_micro","","","Attaches the Celestial Tentacles Character Effect I to your belt.",[],"","Character Effect","",[],[],0,"",0,"",3,[],[],[],16,[15],367,"","",""
3434,2919,1,1,"grant_micro","","","Attaches the Celestial Tentacles Character Effect II to your belt.",[],"","Character Effect","",[],[],0,"",0,"",3,[],[],[],16,[15],367,"","",""
3435,2920,1,1,"grant_micro","","","Attaches the Celestial Tentacles Character Effect III to your belt.",[],"","Character Effect","",[],[],0,"",0,"",3,[],[],[],16,[15],367,"","",""
3436,2921,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Savage Ethercraft Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],520,"","",""
3437,2922,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Savage Ethercraft Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],520,"","",""
3438,2923,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Savage Ethercraft Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],520,"","",""
3439,2924,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Savage Ethercraft Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],520,"","",""
3440,2925,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Enraged Ethercraft Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],520,"","",""
3441,2926,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Enraged Ethercraft Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],520,"","",""
